municipality,group,variable,month,Nuevas en menores de 5 años -Hombre,Nuevas en menores de 5 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
SAPAHAQUI,consulta externa,nuevas en menores de 5 anos,2005-03-01,63,54,63,54,117
SENA,consulta externa,nuevas en menores de 5 anos,2005-03-01,153,195,153,195,348
SICA SICA (VILLA AROMA),consulta externa,nuevas en menores de 5 anos,2005-03-01,152,132,152,132,284
SICAYA,consulta externa,nuevas en menores de 5 anos,2005-03-01,65,33,65,33,98
SIPE SIPE,consulta externa,nuevas en menores de 5 anos,2005-03-01,447,395,447,395,842
SOPACHUY,consulta externa,nuevas en menores de 5 anos,2005-03-01,249,169,249,169,418
SORACACHI,consulta externa,nuevas en menores de 5 anos,2005-03-01,64,59,64,59,123
SORATA,consulta externa,nuevas en menores de 5 anos,2005-03-01,154,131,154,131,285
SUCRE,consulta externa,nuevas en menores de 5 anos,2005-03-01,5793,5754,5793,5754,11547
TACACHI,consulta externa,nuevas en menores de 5 anos,2005-03-01,19,13,19,13,32
TACACOMA,consulta externa,nuevas en menores de 5 anos,2005-03-01,104,74,104,74,178
TACOBAMBA,consulta externa,nuevas en menores de 5 anos,2005-03-01,103,80,103,80,183
TACOPAYA,consulta externa,nuevas en menores de 5 anos,2005-03-01,102,82,102,82,184
TAHUA,consulta externa,nuevas en menores de 5 anos,2005-03-01,11,17,11,17,28
TAPACARI,consulta externa,nuevas en menores de 5 anos,2005-03-01,452,464,452,464,916
TARABUCO,consulta externa,nuevas en menores de 5 anos,2005-03-01,499,493,499,493,992
TARACO,consulta externa,nuevas en menores de 5 anos,2005-03-01,38,30,38,30,68
TARATA,consulta externa,nuevas en menores de 5 anos,2005-03-01,105,82,105,82,187
TARIJA,consulta externa,nuevas en menores de 5 anos,2005-03-01,3861,3490,3861,3490,7351
TARVITA,consulta externa,nuevas en menores de 5 anos,2005-03-01,726,737,726,737,1463
TEOPONTE,consulta externa,nuevas en menores de 5 anos,2005-03-01,137,115,137,115,252
TIAWANACU,consulta externa,nuevas en menores de 5 anos,2005-03-01,80,59,80,59,139
TINGUIPAYA,consulta externa,nuevas en menores de 5 anos,2005-03-01,276,238,276,238,514
TIPUANI,consulta externa,nuevas en menores de 5 anos,2005-03-01,95,68,95,68,163
TIQUIPAYA,consulta externa,nuevas en menores de 5 anos,2005-03-01,603,534,603,534,1137
TIRAQUE (CBBA),consulta externa,nuevas en menores de 5 anos,2005-03-01,739,771,739,771,1510
TITO YUPANQUI (PARQUIPUJIO),consulta externa,nuevas en menores de 5 anos,2005-03-01,16,24,16,24,40
TOCO,consulta externa,nuevas en menores de 5 anos,2005-03-01,43,38,43,38,81
TODOS SANTOS,consulta externa,nuevas en menores de 5 anos,2005-03-01,7,8,7,8,15
TOLATA,consulta externa,nuevas en menores de 5 anos,2005-03-01,59,48,59,48,107
TOLEDO,consulta externa,nuevas en menores de 5 anos,2005-03-01,66,52,66,52,118
TOMAVE,consulta externa,nuevas en menores de 5 anos,2005-03-01,174,184,174,184,358
TOMINA,consulta externa,nuevas en menores de 5 anos,2005-03-01,191,197,191,197,388
TORO TORO,consulta externa,nuevas en menores de 5 anos,2005-03-01,627,270,627,270,897
TOTORA(CBBA),consulta externa,nuevas en menores de 5 anos,2005-03-01,259,256,259,256,515
TOTORA(ORR),consulta externa,nuevas en menores de 5 anos,2005-03-01,42,44,42,44,86
TRIGAL,consulta externa,nuevas en menores de 5 anos,2005-03-01,25,28,25,28,53
TRINIDAD,consulta externa,nuevas en menores de 5 anos,2005-03-01,1776,1603,1776,1603,3379
TUPIZA,consulta externa,nuevas en menores de 5 anos,2005-03-01,1273,870,1273,870,2143
TURCO,consulta externa,nuevas en menores de 5 anos,2005-03-01,78,64,78,64,142
UMALA,consulta externa,nuevas en menores de 5 anos,2005-03-01,41,46,41,46,87
UNCIA,consulta externa,nuevas en menores de 5 anos,2005-03-01,673,671,673,671,1344
URIONDO (A. CONCEPCION),consulta externa,nuevas en menores de 5 anos,2005-03-01,298,315,298,315,613
URUBICHA,consulta externa,nuevas en menores de 5 anos,2005-03-01,554,95,554,95,649
UYUNI,consulta externa,nuevas en menores de 5 anos,2005-03-01,239,198,239,198,437
VACAS,consulta externa,nuevas en menores de 5 anos,2005-03-01,141,119,141,119,260
VALLEGRANDE,consulta externa,nuevas en menores de 5 anos,2005-03-01,328,292,328,292,620
VIACHA,consulta externa,nuevas en menores de 5 anos,2005-03-01,753,359,753,359,1112
VILA VILA,consulta externa,nuevas en menores de 5 anos,2005-03-01,63,44,63,44,107
VILLA MONTES,consulta externa,nuevas en menores de 5 anos,2005-03-01,604,573,604,573,1177
VILLA NUEVA (LOMA ALTA),consulta externa,nuevas en menores de 5 anos,2005-03-01,57,76,57,76,133
VILLA RIVERO,consulta externa,nuevas en menores de 5 anos,2005-03-01,43,39,43,39,82
VILLA SERRANO,consulta externa,nuevas en menores de 5 anos,2005-03-01,334,310,334,310,644
VILLA TUNARI,consulta externa,nuevas en menores de 5 anos,2005-03-01,1569,1352,1569,1352,2921
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,nuevas en menores de 5 anos,2005-03-01,399,400,399,400,799
VILLAZON,consulta externa,nuevas en menores de 5 anos,2005-03-01,840,746,840,746,1586
VINTO,consulta externa,nuevas en menores de 5 anos,2005-03-01,334,307,334,307,641
VITICHI,consulta externa,nuevas en menores de 5 anos,2005-03-01,155,161,155,161,316
WALDO BALLIVIAN,consulta externa,nuevas en menores de 5 anos,2005-03-01,17,21,17,21,38
WARNES,consulta externa,nuevas en menores de 5 anos,2005-03-01,869,778,869,778,1647
YACO,consulta externa,nuevas en menores de 5 anos,2005-03-01,103,113,103,113,216
YACUIBA,consulta externa,nuevas en menores de 5 anos,2005-03-01,1833,1800,1833,1800,3633
YAMPARAEZ,consulta externa,nuevas en menores de 5 anos,2005-03-01,136,130,136,130,266
YANACACHI,consulta externa,nuevas en menores de 5 anos,2005-03-01,77,66,77,66,143
YAPACANI,consulta externa,nuevas en menores de 5 anos,2005-03-01,733,651,733,651,1384
YOCALLA,consulta externa,nuevas en menores de 5 anos,2005-03-01,72,64,72,64,136
YOTALA,consulta externa,nuevas en menores de 5 anos,2005-03-01,99,129,99,129,228
YUNCHARA,consulta externa,nuevas en menores de 5 anos,2005-03-01,55,32,55,32,87
ZUDAÑEZ,consulta externa,nuevas en menores de 5 anos,2005-03-01,170,155,170,155,325
ACACIO,consulta externa,nuevas en menores de 5 anos,2005-04-01,198,175,198,175,373
ACHACACHI,consulta externa,nuevas en menores de 5 anos,2005-04-01,394,376,394,376,770
ACHOCALLA,consulta externa,nuevas en menores de 5 anos,2005-04-01,111,98,111,98,209
AIQUILE,consulta externa,nuevas en menores de 5 anos,2005-04-01,357,349,357,349,706
ALALAY,consulta externa,nuevas en menores de 5 anos,2005-04-01,43,45,43,45,88
ALCALA,consulta externa,nuevas en menores de 5 anos,2005-04-01,104,121,104,121,225
ANCORAIMES,consulta externa,nuevas en menores de 5 anos,2005-04-01,141,130,141,130,271
ANDAMARCA,consulta externa,nuevas en menores de 5 anos,2005-04-01,62,78,62,78,140
ANTEQUERA,consulta externa,nuevas en menores de 5 anos,2005-04-01,24,32,24,32,56
ANZALDO,consulta externa,nuevas en menores de 5 anos,2005-04-01,96,99,96,99,195
APOLO,consulta externa,nuevas en menores de 5 anos,2005-04-01,302,321,302,321,623
ARAMPAMPA,consulta externa,nuevas en menores de 5 anos,2005-04-01,118,101,118,101,219
ARANI,consulta externa,nuevas en menores de 5 anos,2005-04-01,84,83,84,83,167
ARBIETO,consulta externa,nuevas en menores de 5 anos,2005-04-01,84,87,84,87,171
ARQUE,consulta externa,nuevas en menores de 5 anos,2005-04-01,179,181,179,181,360
ASCENCION DE GUARAYOS,consulta externa,nuevas en menores de 5 anos,2005-04-01,492,1184,492,1184,1676
ATOCHA,consulta externa,nuevas en menores de 5 anos,2005-04-01,285,246,285,246,531
AUCAPATA,consulta externa,nuevas en menores de 5 anos,2005-04-01,50,35,50,35,85
AYATA,consulta externa,nuevas en menores de 5 anos,2005-04-01,91,86,91,86,177
AYO AYO,consulta externa,nuevas en menores de 5 anos,2005-04-01,51,41,51,41,92
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,nuevas en menores de 5 anos,2005-04-01,557,565,557,565,1122
AZURDUY,consulta externa,nuevas en menores de 5 anos,2005-04-01,402,436,402,436,838
BATALLAS,consulta externa,nuevas en menores de 5 anos,2005-04-01,118,87,118,87,205
BAURES,consulta externa,nuevas en menores de 5 anos,2005-04-01,71,83,71,83,154
BELEN DE ANDAMARCA,consulta externa,nuevas en menores de 5 anos,2005-04-01,14,30,14,30,44
BELEN DE URMIRI,consulta externa,nuevas en menores de 5 anos,2005-04-01,53,31,53,31,84
BELLA FLOR,consulta externa,nuevas en menores de 5 anos,2005-04-01,84,99,84,99,183
BERMEJO,consulta externa,nuevas en menores de 5 anos,2005-04-01,597,570,597,570,1167
BETANZOS,consulta externa,nuevas en menores de 5 anos,2005-04-01,624,632,624,632,1256
BOLIVAR,consulta externa,nuevas en menores de 5 anos,2005-04-01,103,103,103,103,206
BOLPEBRA,consulta externa,nuevas en menores de 5 anos,2005-04-01,62,41,62,41,103
BOYUIBE,consulta externa,nuevas en menores de 5 anos,2005-04-01,64,78,64,78,142
BUENA VISTA,consulta externa,nuevas en menores de 5 anos,2005-04-01,402,309,402,309,711
CABEZAS,consulta externa,nuevas en menores de 5 anos,2005-04-01,410,346,410,346,756
CAIROMA,consulta externa,nuevas en menores de 5 anos,2005-04-01,116,143,116,143,259
"CAIZA ""D""",consulta externa,nuevas en menores de 5 anos,2005-04-01,101,108,101,108,209
CAJUATA,consulta externa,nuevas en menores de 5 anos,2005-04-01,175,112,175,112,287
CALACOTO,consulta externa,nuevas en menores de 5 anos,2005-04-01,38,61,38,61,99
CALAMARCA,consulta externa,nuevas en menores de 5 anos,2005-04-01,118,99,118,99,217
CAMARGO,consulta externa,nuevas en menores de 5 anos,2005-04-01,378,413,378,413,791
CAMATAQUI (C. VILLA ABECIA),consulta externa,nuevas en menores de 5 anos,2005-04-01,78,48,78,48,126
CAMIRI,consulta externa,nuevas en menores de 5 anos,2005-04-01,924,852,924,852,1776
CAPINOTA,consulta externa,nuevas en menores de 5 anos,2005-04-01,293,238,293,238,531
CAQUIAVIRI,consulta externa,nuevas en menores de 5 anos,2005-04-01,95,86,95,86,181
CARACOLLO,consulta externa,nuevas en menores de 5 anos,2005-04-01,275,281,275,281,556
CARANAVI,consulta externa,nuevas en menores de 5 anos,2005-04-01,853,751,853,751,1604
CARANGAS,consulta externa,nuevas en menores de 5 anos,2005-04-01,0,5,0,5,5
CARAPARI,consulta externa,nuevas en menores de 5 anos,2005-04-01,183,202,183,202,385
CARIPUYO,consulta externa,nuevas en menores de 5 anos,2005-04-01,187,185,187,185,372
CARMEN RIVERO TORREZ,consulta externa,nuevas en menores de 5 anos,2005-04-01,50,39,50,39,89
CATACORA,consulta externa,nuevas en menores de 5 anos,2005-04-01,9,6,9,6,15
CHACARILLA,consulta externa,nuevas en menores de 5 anos,2005-04-01,14,15,14,15,29
CHALLAPATA,consulta externa,nuevas en menores de 5 anos,2005-04-01,348,311,348,311,659
CHAQUI,consulta externa,nuevas en menores de 5 anos,2005-04-01,92,99,92,99,191
CHARAGUA,consulta externa,nuevas en menores de 5 anos,2005-04-01,645,540,645,540,1185
CHARAÑA,consulta externa,nuevas en menores de 5 anos,2005-04-01,18,22,18,22,40
CHAYANTA,consulta externa,nuevas en menores de 5 anos,2005-04-01,261,203,261,203,464
CHIMORE,consulta externa,nuevas en menores de 5 anos,2005-04-01,578,499,578,499,1077
CHIPAYA,consulta externa,nuevas en menores de 5 anos,2005-04-01,24,18,24,18,42
CHOQUE COTA,consulta externa,nuevas en menores de 5 anos,2005-04-01,12,11,12,11,23
CHULUMANI (V. DE LA LIBERTAD),consulta externa,nuevas en menores de 5 anos,2005-04-01,207,205,207,205,412
CHUMA,consulta externa,nuevas en menores de 5 anos,2005-04-01,169,155,169,155,324
CLIZA,consulta externa,nuevas en menores de 5 anos,2005-04-01,284,213,284,213,497
COBIJA,consulta externa,nuevas en menores de 5 anos,2005-04-01,724,626,724,626,1350
COCHABAMBA,consulta externa,nuevas en menores de 5 anos,2005-04-01,10213,9445,10213,9445,19658
COIPASA,consulta externa,nuevas en menores de 5 anos,2005-04-01,6,9,6,9,15
COLCAPIRHUA,consulta externa,nuevas en menores de 5 anos,2005-04-01,457,422,457,422,879
"COLCHA ""K""",consulta externa,nuevas en menores de 5 anos,2005-04-01,164,169,164,169,333
COLLANA,consulta externa,nuevas en menores de 5 anos,2005-04-01,18,16,18,16,34
COLOMI,consulta externa,nuevas en menores de 5 anos,2005-04-01,337,314,337,314,651
COLPA BELGICA,consulta externa,nuevas en menores de 5 anos,2005-04-01,215,146,215,146,361
COLQUECHACA,consulta externa,nuevas en menores de 5 anos,2005-04-01,842,797,842,797,1639
COLQUENCHA,consulta externa,nuevas en menores de 5 anos,2005-04-01,54,66,54,66,120
COLQUIRI,consulta externa,nuevas en menores de 5 anos,2005-04-01,285,233,285,233,518
COMANCHE,consulta externa,nuevas en menores de 5 anos,2005-04-01,26,20,26,20,46
COMARAPA,consulta externa,nuevas en menores de 5 anos,2005-04-01,273,245,273,245,518
COMBAYA,consulta externa,nuevas en menores de 5 anos,2005-04-01,58,35,58,35,93
CONCEPCION,consulta externa,nuevas en menores de 5 anos,2005-04-01,315,287,315,287,602
COPACABANA,consulta externa,nuevas en menores de 5 anos,2005-04-01,74,76,74,76,150
CORIPATA,consulta externa,nuevas en menores de 5 anos,2005-04-01,141,97,141,97,238
CORO CORO,consulta externa,nuevas en menores de 5 anos,2005-04-01,79,76,79,76,155
COROICO,consulta externa,nuevas en menores de 5 anos,2005-04-01,161,135,161,135,296
CORQUE,consulta externa,nuevas en menores de 5 anos,2005-04-01,85,93,85,93,178
COTAGAITA,consulta externa,nuevas en menores de 5 anos,2005-04-01,650,615,650,615,1265
COTOCA,consulta externa,nuevas en menores de 5 anos,2005-04-01,860,734,860,734,1594
CUATRO CAÑADAS,consulta externa,nuevas en menores de 5 anos,2005-04-01,359,291,359,291,650
CUCHUMUELA (V. G. VILLARROEL),consulta externa,nuevas en menores de 5 anos,2005-04-01,19,11,19,11,30
CUEVO,consulta externa,nuevas en menores de 5 anos,2005-04-01,87,99,87,99,186
CULPINA,consulta externa,nuevas en menores de 5 anos,2005-04-01,397,366,397,366,763
CURAHUARA DE CARANGAS,consulta externa,nuevas en menores de 5 anos,2005-04-01,151,99,151,99,250
CURVA,consulta externa,nuevas en menores de 5 anos,2005-04-01,39,20,39,20,59
DESAGUADERO,consulta externa,nuevas en menores de 5 anos,2005-04-01,38,21,38,21,59
EL ALTO,consulta externa,nuevas en menores de 5 anos,2005-04-01,10241,9807,10241,9807,20048
EL CHORO,consulta externa,nuevas en menores de 5 anos,2005-04-01,25,30,25,30,55
EL PUENTE(STC),consulta externa,nuevas en menores de 5 anos,2005-04-01,238,205,238,205,443
EL PUENTE(TJA),consulta externa,nuevas en menores de 5 anos,2005-04-01,205,153,205,153,358
EL TORNO,consulta externa,nuevas en menores de 5 anos,2005-04-01,867,828,867,828,1695
EL VILLAR,consulta externa,nuevas en menores de 5 anos,2005-04-01,253,239,253,239,492
ENTRE RIOS,consulta externa,nuevas en menores de 5 anos,2005-04-01,329,271,329,271,600
ENTRE RIOS,consulta externa,nuevas en menores de 5 anos,2005-04-01,356,316,356,316,672
ESCARA,consulta externa,nuevas en menores de 5 anos,2005-04-01,2,2,2,2,4
EUCALIPTUS,consulta externa,nuevas en menores de 5 anos,2005-04-01,194,172,194,172,366
EUREKA (SANTOS MERCADO),consulta externa,nuevas en menores de 5 anos,2005-04-01,9,8,9,8,17
EXALTACION,consulta externa,nuevas en menores de 5 anos,2005-04-01,70,80,70,80,150
FERNANDEZ ALONSO,consulta externa,nuevas en menores de 5 anos,2005-04-01,299,352,299,352,651
FILADELFIA,consulta externa,nuevas en menores de 5 anos,2005-04-01,71,85,71,85,156
GENERAL SAAVEDRA,consulta externa,nuevas en menores de 5 anos,2005-04-01,585,487,585,487,1072
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en menores de 5 anos,2005-04-01,425,95,425,95,520
GUANAY,consulta externa,nuevas en menores de 5 anos,2005-04-01,296,265,296,265,561
GUAQUI,consulta externa,nuevas en menores de 5 anos,2005-04-01,43,36,43,36,79
GUAYARAMERIN,consulta externa,nuevas en menores de 5 anos,2005-04-01,1107,1115,1107,1115,2222
GUTIERREZ,consulta externa,nuevas en menores de 5 anos,2005-04-01,434,447,434,447,881
HUACARETA,consulta externa,nuevas en menores de 5 anos,2005-04-01,346,293,346,293,639
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en menores de 5 anos,2005-04-01,41,56,41,56,97
HUACHACALLA,consulta externa,nuevas en menores de 5 anos,2005-04-01,21,6,21,6,27
HUANUNI,consulta externa,nuevas en menores de 5 anos,2005-04-01,276,240,276,240,516
HUARACAJE,consulta externa,nuevas en menores de 5 anos,2005-04-01,73,75,73,75,148
HUAYLLAMARCA,consulta externa,nuevas en menores de 5 anos,2005-04-01,38,35,38,35,73
ICHOCA,consulta externa,nuevas en menores de 5 anos,2005-04-01,109,113,109,113,222
ICLA,consulta externa,nuevas en menores de 5 anos,2005-04-01,457,409,457,409,866
INCAHUASI,consulta externa,nuevas en menores de 5 anos,2005-04-01,517,497,517,497,1014
INGAVI (HUMAITA),consulta externa,nuevas en menores de 5 anos,2005-04-01,49,30,49,30,79
INQUISIVI,consulta externa,nuevas en menores de 5 anos,2005-04-01,181,188,181,188,369
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en menores de 5 anos,2005-04-01,270,219,270,219,489
IXIAMAS,consulta externa,nuevas en menores de 5 anos,2005-04-01,251,133,251,133,384
JESUS DE MACHACA,consulta externa,nuevas en menores de 5 anos,2005-04-01,119,121,119,121,240
LA ASUNTA,consulta externa,nuevas en menores de 5 anos,2005-04-01,515,453,515,453,968
LA GUARDIA,consulta externa,nuevas en menores de 5 anos,2005-04-01,787,765,787,765,1552
LA PAZ,consulta externa,nuevas en menores de 5 anos,2005-04-01,15379,12919,15379,12919,28298
LA RIVERA,consulta externa,nuevas en menores de 5 anos,2005-04-01,3,5,3,5,8
LAGUNILLAS,consulta externa,nuevas en menores de 5 anos,2005-04-01,278,250,278,250,528
LAJA,consulta externa,nuevas en menores de 5 anos,2005-04-01,97,67,97,67,164
LAS CARRERAS,consulta externa,nuevas en menores de 5 anos,2005-04-01,54,56,54,56,110
LICOMA PAMPA,consulta externa,nuevas en menores de 5 anos,2005-04-01,25,22,25,22,47
LLALLAGUA,consulta externa,nuevas en menores de 5 anos,2005-04-01,691,589,691,589,1280
LLICA,consulta externa,nuevas en menores de 5 anos,2005-04-01,68,69,68,69,137
LORETO,consulta externa,nuevas en menores de 5 anos,2005-04-01,49,56,49,56,105
LURIBAY,consulta externa,nuevas en menores de 5 anos,2005-04-01,110,100,110,100,210
MACHACAMARCA,consulta externa,nuevas en menores de 5 anos,2005-04-01,40,48,40,48,88
MACHARETI,consulta externa,nuevas en menores de 5 anos,2005-04-01,374,504,374,504,878
MAGDALENA,consulta externa,nuevas en menores de 5 anos,2005-04-01,171,180,171,180,351
MAIRANA,consulta externa,nuevas en menores de 5 anos,2005-04-01,195,179,195,179,374
MALLA,consulta externa,nuevas en menores de 5 anos,2005-04-01,34,16,34,16,50
MAPIRI,consulta externa,nuevas en menores de 5 anos,2005-04-01,231,219,231,219,450
MECAPACA,consulta externa,nuevas en menores de 5 anos,2005-04-01,118,106,118,106,224
MINEROS,consulta externa,nuevas en menores de 5 anos,2005-04-01,464,388,464,388,852
MIZQUE,consulta externa,nuevas en menores de 5 anos,2005-04-01,474,443,474,443,917
MOCOMOCO,consulta externa,nuevas en menores de 5 anos,2005-04-01,130,131,130,131,261
MOJINETE,consulta externa,nuevas en menores de 5 anos,2005-04-01,33,24,33,24,57
MOJOCOYA,consulta externa,nuevas en menores de 5 anos,2005-04-01,180,127,180,127,307
MONTEAGUDO,consulta externa,nuevas en menores de 5 anos,2005-04-01,699,640,699,640,1339
MONTERO,consulta externa,nuevas en menores de 5 anos,2005-04-01,1778,1437,1778,1437,3215
MORO MORO,consulta externa,nuevas en menores de 5 anos,2005-04-01,57,40,57,40,97
MOROCHATA,consulta externa,nuevas en menores de 5 anos,2005-04-01,286,218,286,218,504
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en menores de 5 anos,2005-04-01,66,46,66,46,112
NAZACARA DE PACAJES,consulta externa,nuevas en menores de 5 anos,2005-04-01,1,5,1,5,6
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en menores de 5 anos,2005-04-01,14,20,14,20,34
OCURI,consulta externa,nuevas en menores de 5 anos,2005-04-01,607,547,607,547,1154
OKINAWA,consulta externa,nuevas en menores de 5 anos,2005-04-01,281,243,281,243,524
