municipality,group,variable,month,Partos atendidos por partera capacitada,TOTAL
SACABA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,9,9
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,3,3
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,6,6
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
SAN JAVIER(STC),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,5,5
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,0,0
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
SICAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,3,3
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,8,8
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,3,3
TOMAVE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,7,7
TOTORA(ORR),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
UNCIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
URUBICHA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,3,3
UYUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,2,2
VITICHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,2,2
WARNES,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
YUNCHARA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-07-01,1,1
ALTO BENI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
ANCORAIMES,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
ANZALDO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,5,5
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,2,2
ARANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,3,3
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,2,2
AYATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,3,3
AZURDUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
BERMEJO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,2,2
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,5,5
BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,2,2
CABEZAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,31,31
CAPINOTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,2,2
CARANAVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,2,2
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,3,3
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,3,3
CHARAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,6,6
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,3,3
CHOQUE COTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
COBIJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,4,4
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,15,15
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,10,10
EL CHORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,2,2
EL TORNO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,2,2
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
GUANAY,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
HUANUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
HUARINA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
ICLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,5,5
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,2,2
IXIAMAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
MACHACAMARCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
MECAPACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,3,3
MOROCHATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,5,5
OMEREQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,2,2
PAILON,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,2,2
PALCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,2,2
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,2,2
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,5,5
POCONA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,4,4
PUERTO ACOSTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,5,5
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,2,2
REYES,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,2,2
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,2,2
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,3,3
SACABA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,4,4
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,11,11
SAN ANDRES,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,7,7
SAN CARLOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,3,3
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,3,3
SAN PABLO DE LIPEZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,3,3
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
SAN PEDRO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,0,0
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
SHINAOTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
SICAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,2,2
SUCRE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,5,5
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,3,3
TARIJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,3,3
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,13,13
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
TOMAVE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,9,9
TOTORA(ORR),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
URUBICHA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,2,2
VILLA RIVERO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,2,2
VITICHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
YOTALA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-08-01,1,1
ACACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,2,2
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,3,3
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,2,2
AZURDUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,2,2
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,2,2
BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,15,15
CAIROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,3,3
CAMIRI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
CARAPARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,3,3
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,6,6
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,2,2
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
CHIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
CHUMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,2,2
COLOMI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,4,4
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,14,14
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,3,3
CULPINA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,2,2
CURVA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,6,6
EL CHORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
EL TORNO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
GUANAY,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,3,3
HUACARETA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
HUAYLLAMARCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
ICLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,6,6
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,2,2
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,3,3
LORETO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,2,2
LURIBAY,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,2,2
MAGDALENA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
MAIRANA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,9,9
PADCAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,2,2
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,3,3
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,5,5
POCONA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
POOPO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,5,5
PUERTO RICO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
PUNA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,2,2
QUIME,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,12,12
ROBORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,3,3
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,10,10
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,2,2
SAN ANDRES DE MACHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,3,3
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,4,4
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,3,3
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,2,2
SHINAOTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,2,2
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,3,3
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,3,3
TARABUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,4,4
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
TOLEDO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
TOMAVE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,3,3
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,2,2
TOTORA(ORR),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
UNCIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,7,7
VILLAZON,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,1,1
VITICHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,2,2
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,3,3
YACUIBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,2,2
YUNCHARA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-09-01,3,3
ACHOCALLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,3,3
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,6,6
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
AZURDUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,2,2
BERMEJO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,2,2
CABEZAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,15,15
CAMARGO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,2,2
CARANAVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,3,3
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,5,5
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,3,3
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,4,4
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,4,4
COBIJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,2,2
COCAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,2,2
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,7,7
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,11,11
CONCEPCION,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
CUEVO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,4,4
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
GUTIERREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
HUACARETA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
HUANUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
ICHOCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
ICLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,7,7
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
MAGDALENA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,2,2
MAIRANA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
MECAPACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,8,8
ORURO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
PAILON,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
PATACAMAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,10,10
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,3,3
POROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,5,5
POTOSI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,2,2
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
PUNA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,6,6
REYES,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,12,12
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
SAN PEDRO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,0,0
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
SENA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,2,2
SIPE SIPE,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,2,2
SOPACHUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,2,2
SORATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,7,7
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,4,4
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,7,7
TARABUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,8,8
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2011-10-01,6,6
