municipality,group,variable,month,Viviendas Evaluadas,TOTAL
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2023-01-01,106,106
TOLATA,chagas viviendas,viviendas evaluadas,2023-01-01,116,116
TORO TORO,chagas viviendas,viviendas evaluadas,2023-01-01,168,168
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2023-01-01,164,164
TUPIZA,chagas viviendas,viviendas evaluadas,2023-01-01,606,606
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2023-01-01,82,82
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2023-01-01,21,21
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2023-01-01,280,280
VINTO,chagas viviendas,viviendas evaluadas,2023-01-01,87,87
VITICHI,chagas viviendas,viviendas evaluadas,2023-01-01,131,131
ACACIO,chagas viviendas,viviendas evaluadas,2023-02-01,200,200
AIQUILE,chagas viviendas,viviendas evaluadas,2023-02-01,666,666
ANZALDO,chagas viviendas,viviendas evaluadas,2023-02-01,442,442
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2023-02-01,117,117
ARANI,chagas viviendas,viviendas evaluadas,2023-02-01,267,267
ARBIETO,chagas viviendas,viviendas evaluadas,2023-02-01,272,272
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas evaluadas,2023-02-01,117,117
CAPINOTA,chagas viviendas,viviendas evaluadas,2023-02-01,389,389
CLIZA,chagas viviendas,viviendas evaluadas,2023-02-01,147,147
COCHABAMBA,chagas viviendas,viviendas evaluadas,2023-02-01,215,215
COTAGAITA,chagas viviendas,viviendas evaluadas,2023-02-01,72,72
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2023-02-01,191,191
CULPINA,chagas viviendas,viviendas evaluadas,2023-02-01,211,211
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2023-02-01,63,63
ENTRE RIOS TRJ,chagas viviendas,viviendas evaluadas,2023-02-01,23,23
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2023-02-01,3,3
ICLA,chagas viviendas,viviendas evaluadas,2023-02-01,138,138
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas evaluadas,2023-02-01,302,302
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2023-02-01,16,16
OCURI,chagas viviendas,viviendas evaluadas,2023-02-01,40,40
OMEREQUE,chagas viviendas,viviendas evaluadas,2023-02-01,92,92
PADILLA,chagas viviendas,viviendas evaluadas,2023-02-01,137,137
PASORAPA,chagas viviendas,viviendas evaluadas,2023-02-01,83,83
POCONA,chagas viviendas,viviendas evaluadas,2023-02-01,143,143
POJO (CBBA),chagas viviendas,viviendas evaluadas,2023-02-01,163,163
PUCARA,chagas viviendas,viviendas evaluadas,2023-02-01,121,121
PUNA,chagas viviendas,viviendas evaluadas,2023-02-01,188,188
PUNATA,chagas viviendas,viviendas evaluadas,2023-02-01,402,402
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2023-02-01,46,46
SACABA,chagas viviendas,viviendas evaluadas,2023-02-01,549,549
SAN BENITO,chagas viviendas,viviendas evaluadas,2023-02-01,318,318
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2023-02-01,301,301
SAPAHAQUI,chagas viviendas,viviendas evaluadas,2023-02-01,1293,1293
SICAYA,chagas viviendas,viviendas evaluadas,2023-02-01,17,17
SIPE SIPE,chagas viviendas,viviendas evaluadas,2023-02-01,267,267
TACACHI,chagas viviendas,viviendas evaluadas,2023-02-01,91,91
TACOBAMBA,chagas viviendas,viviendas evaluadas,2023-02-01,150,150
TACOPAYA,chagas viviendas,viviendas evaluadas,2023-02-01,84,84
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2023-02-01,252,252
TOLATA,chagas viviendas,viviendas evaluadas,2023-02-01,236,236
TORO TORO,chagas viviendas,viviendas evaluadas,2023-02-01,120,120
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2023-02-01,233,233
TUPIZA,chagas viviendas,viviendas evaluadas,2023-02-01,744,744
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2023-02-01,68,68
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2023-02-01,50,50
VILA VILA,chagas viviendas,viviendas evaluadas,2023-02-01,88,88
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2023-02-01,251,251
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2023-02-01,431,431
VINTO,chagas viviendas,viviendas evaluadas,2023-02-01,120,120
VITICHI,chagas viviendas,viviendas evaluadas,2023-02-01,235,235
YUNCHARA,chagas viviendas,viviendas evaluadas,2023-02-01,28,28
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2023-02-01,172,172
ACACIO,chagas viviendas,viviendas evaluadas,2023-03-01,239,239
AIQUILE,chagas viviendas,viviendas evaluadas,2023-03-01,771,771
ANZALDO,chagas viviendas,viviendas evaluadas,2023-03-01,466,466
ARANI,chagas viviendas,viviendas evaluadas,2023-03-01,305,305
ARBIETO,chagas viviendas,viviendas evaluadas,2023-03-01,208,208
ARQUE,chagas viviendas,viviendas evaluadas,2023-03-01,218,218
AZURDUY,chagas viviendas,viviendas evaluadas,2023-03-01,6,6
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2023-03-01,324,324
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas evaluadas,2023-03-01,211,211
CAPINOTA,chagas viviendas,viviendas evaluadas,2023-03-01,682,682
CKOCHAS,chagas viviendas,viviendas evaluadas,2023-03-01,219,219
CLIZA,chagas viviendas,viviendas evaluadas,2023-03-01,249,249
COCHABAMBA,chagas viviendas,viviendas evaluadas,2023-03-01,413,413
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2023-03-01,390,390
COTAGAITA,chagas viviendas,viviendas evaluadas,2023-03-01,469,469
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2023-03-01,180,180
CULPINA,chagas viviendas,viviendas evaluadas,2023-03-01,144,144
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2023-03-01,252,252
EL TORNO,chagas viviendas,viviendas evaluadas,2023-03-01,7,7
GAIOC JATUN AYLLU YURA,chagas viviendas,viviendas evaluadas,2023-03-01,275,275
HUACARETA,chagas viviendas,viviendas evaluadas,2023-03-01,405,405
ICLA,chagas viviendas,viviendas evaluadas,2023-03-01,156,156
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas evaluadas,2023-03-01,221,221
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2023-03-01,175,175
MECAPACA,chagas viviendas,viviendas evaluadas,2023-03-01,601,601
MIZQUE,chagas viviendas,viviendas evaluadas,2023-03-01,917,917
OMEREQUE,chagas viviendas,viviendas evaluadas,2023-03-01,123,123
PADCAYA,chagas viviendas,viviendas evaluadas,2023-03-01,26,26
PASORAPA,chagas viviendas,viviendas evaluadas,2023-03-01,140,140
POCONA,chagas viviendas,viviendas evaluadas,2023-03-01,231,231
POJO (CBBA),chagas viviendas,viviendas evaluadas,2023-03-01,220,220
PUCARA,chagas viviendas,viviendas evaluadas,2023-03-01,40,40
PUNATA,chagas viviendas,viviendas evaluadas,2023-03-01,594,594
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2023-03-01,121,121
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2023-03-01,30,30
RAVELO,chagas viviendas,viviendas evaluadas,2023-03-01,167,167
SACABA,chagas viviendas,viviendas evaluadas,2023-03-01,1003,1003
SAIPINA,chagas viviendas,viviendas evaluadas,2023-03-01,108,108
SAN BENITO,chagas viviendas,viviendas evaluadas,2023-03-01,560,560
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2023-03-01,118,118
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2023-03-01,103,103
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2023-03-01,227,227
SICAYA,chagas viviendas,viviendas evaluadas,2023-03-01,113,113
SIPE SIPE,chagas viviendas,viviendas evaluadas,2023-03-01,307,307
TACACHI,chagas viviendas,viviendas evaluadas,2023-03-01,143,143
TACOPAYA,chagas viviendas,viviendas evaluadas,2023-03-01,301,301
TARATA,chagas viviendas,viviendas evaluadas,2023-03-01,26,26
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2023-03-01,398,398
TOLATA,chagas viviendas,viviendas evaluadas,2023-03-01,310,310
TORO TORO,chagas viviendas,viviendas evaluadas,2023-03-01,93,93
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2023-03-01,390,390
TUPIZA,chagas viviendas,viviendas evaluadas,2023-03-01,87,87
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2023-03-01,70,70
VILA VILA,chagas viviendas,viviendas evaluadas,2023-03-01,351,351
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2023-03-01,374,374
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2023-03-01,333,333
VINTO,chagas viviendas,viviendas evaluadas,2023-03-01,192,192
VITICHI,chagas viviendas,viviendas evaluadas,2023-03-01,306,306
YUNCHARA,chagas viviendas,viviendas evaluadas,2023-03-01,155,155
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2023-03-01,205,205
ACACIO,chagas viviendas,viviendas evaluadas,2023-04-01,280,280
AIQUILE,chagas viviendas,viviendas evaluadas,2023-04-01,359,359
ANZALDO,chagas viviendas,viviendas evaluadas,2023-04-01,293,293
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2023-04-01,104,104
ARANI,chagas viviendas,viviendas evaluadas,2023-04-01,312,312
ARBIETO,chagas viviendas,viviendas evaluadas,2023-04-01,104,104
ARQUE,chagas viviendas,viviendas evaluadas,2023-04-01,213,213
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2023-04-01,352,352
BETANZOS,chagas viviendas,viviendas evaluadas,2023-04-01,316,316
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2023-04-01,312,312
CAMARGO,chagas viviendas,viviendas evaluadas,2023-04-01,221,221
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas evaluadas,2023-04-01,215,215
CAPINOTA,chagas viviendas,viviendas evaluadas,2023-04-01,330,330
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas evaluadas,2023-04-01,863,863
CKOCHAS,chagas viviendas,viviendas evaluadas,2023-04-01,246,246
CLIZA,chagas viviendas,viviendas evaluadas,2023-04-01,239,239
COCHABAMBA,chagas viviendas,viviendas evaluadas,2023-04-01,1552,1552
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2023-04-01,856,856
COTAGAITA,chagas viviendas,viviendas evaluadas,2023-04-01,398,398
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2023-04-01,160,160
CULPINA,chagas viviendas,viviendas evaluadas,2023-04-01,106,106
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2023-04-01,145,145
EL TORNO,chagas viviendas,viviendas evaluadas,2023-04-01,4,4
GAIOC JATUN AYLLU YURA,chagas viviendas,viviendas evaluadas,2023-04-01,279,279
HUACARETA,chagas viviendas,viviendas evaluadas,2023-04-01,43,43
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas evaluadas,2023-04-01,159,159
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2023-04-01,158,158
MIZQUE,chagas viviendas,viviendas evaluadas,2023-04-01,562,562
OMEREQUE,chagas viviendas,viviendas evaluadas,2023-04-01,141,141
PADCAYA,chagas viviendas,viviendas evaluadas,2023-04-01,92,92
PASORAPA,chagas viviendas,viviendas evaluadas,2023-04-01,104,104
POCONA,chagas viviendas,viviendas evaluadas,2023-04-01,49,49
POJO (CBBA),chagas viviendas,viviendas evaluadas,2023-04-01,127,127
PUCARA,chagas viviendas,viviendas evaluadas,2023-04-01,30,30
PUNA,chagas viviendas,viviendas evaluadas,2023-04-01,1106,1106
PUNATA,chagas viviendas,viviendas evaluadas,2023-04-01,495,495
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2023-04-01,279,279
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2023-04-01,164,164
RAVELO,chagas viviendas,viviendas evaluadas,2023-04-01,146,146
SACABA,chagas viviendas,viviendas evaluadas,2023-04-01,683,683
SAIPINA,chagas viviendas,viviendas evaluadas,2023-04-01,146,146
SAN BENITO,chagas viviendas,viviendas evaluadas,2023-04-01,361,361
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2023-04-01,307,307
SAN LUCAS,chagas viviendas,viviendas evaluadas,2023-04-01,307,307
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2023-04-01,465,465
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2023-04-01,268,268
SICAYA,chagas viviendas,viviendas evaluadas,2023-04-01,50,50
SIPE SIPE,chagas viviendas,viviendas evaluadas,2023-04-01,398,398
TACACHI,chagas viviendas,viviendas evaluadas,2023-04-01,121,121
TACOPAYA,chagas viviendas,viviendas evaluadas,2023-04-01,237,237
TAPACARI,chagas viviendas,viviendas evaluadas,2023-04-01,99,99
TARATA,chagas viviendas,viviendas evaluadas,2023-04-01,121,121
TARIJA,chagas viviendas,viviendas evaluadas,2023-04-01,66,66
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2023-04-01,285,285
TOLATA,chagas viviendas,viviendas evaluadas,2023-04-01,265,265
TORO TORO,chagas viviendas,viviendas evaluadas,2023-04-01,225,225
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2023-04-01,240,240
TUPIZA,chagas viviendas,viviendas evaluadas,2023-04-01,775,775
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2023-04-01,205,205
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2023-04-01,105,105
VILA VILA,chagas viviendas,viviendas evaluadas,2023-04-01,235,235
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2023-04-01,306,306
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2023-04-01,580,580
VINTO,chagas viviendas,viviendas evaluadas,2023-04-01,358,358
VITICHI,chagas viviendas,viviendas evaluadas,2023-04-01,156,156
YOTALA,chagas viviendas,viviendas evaluadas,2023-04-01,14,14
YUNCHARA,chagas viviendas,viviendas evaluadas,2023-04-01,128,128
ACACIO,chagas viviendas,viviendas evaluadas,2023-05-01,249,249
AIQUILE,chagas viviendas,viviendas evaluadas,2023-05-01,544,544
ALCALA,chagas viviendas,viviendas evaluadas,2023-05-01,107,107
ANZALDO,chagas viviendas,viviendas evaluadas,2023-05-01,195,195
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2023-05-01,138,138
ARANI,chagas viviendas,viviendas evaluadas,2023-05-01,360,360
ARBIETO,chagas viviendas,viviendas evaluadas,2023-05-01,94,94
ARQUE,chagas viviendas,viviendas evaluadas,2023-05-01,285,285
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2023-05-01,452,452
BETANZOS,chagas viviendas,viviendas evaluadas,2023-05-01,911,911
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2023-05-01,154,154
CAMARGO,chagas viviendas,viviendas evaluadas,2023-05-01,241,241
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas evaluadas,2023-05-01,153,153
CAPINOTA,chagas viviendas,viviendas evaluadas,2023-05-01,582,582
CARAPARI,chagas viviendas,viviendas evaluadas,2023-05-01,207,207
CKOCHAS,chagas viviendas,viviendas evaluadas,2023-05-01,269,269
CLIZA,chagas viviendas,viviendas evaluadas,2023-05-01,340,340
COCHABAMBA,chagas viviendas,viviendas evaluadas,2023-05-01,1381,1381
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2023-05-01,1065,1065
COTAGAITA,chagas viviendas,viviendas evaluadas,2023-05-01,73,73
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2023-05-01,240,240
CULPINA,chagas viviendas,viviendas evaluadas,2023-05-01,67,67
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2023-05-01,213,213
EL TORNO,chagas viviendas,viviendas evaluadas,2023-05-01,8,8
ENTRE RIOS TRJ,chagas viviendas,viviendas evaluadas,2023-05-01,200,200
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2023-05-01,104,104
ICLA,chagas viviendas,viviendas evaluadas,2023-05-01,98,98
LURIBAY,chagas viviendas,viviendas evaluadas,2023-05-01,1475,1475
MAIRANA,chagas viviendas,viviendas evaluadas,2023-05-01,102,102
MIZQUE,chagas viviendas,viviendas evaluadas,2023-05-01,642,642
OCURI,chagas viviendas,viviendas evaluadas,2023-05-01,36,36
OMEREQUE,chagas viviendas,viviendas evaluadas,2023-05-01,270,270
PASORAPA,chagas viviendas,viviendas evaluadas,2023-05-01,225,225
POCONA,chagas viviendas,viviendas evaluadas,2023-05-01,73,73
POJO (CBBA),chagas viviendas,viviendas evaluadas,2023-05-01,266,266
PRESTO,chagas viviendas,viviendas evaluadas,2023-05-01,100,100
PUCARA,chagas viviendas,viviendas evaluadas,2023-05-01,70,70
PUNA,chagas viviendas,viviendas evaluadas,2023-05-01,232,232
PUNATA,chagas viviendas,viviendas evaluadas,2023-05-01,517,517
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2023-05-01,207,207
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2023-05-01,61,61
RAVELO,chagas viviendas,viviendas evaluadas,2023-05-01,132,132
SACABA,chagas viviendas,viviendas evaluadas,2023-05-01,830,830
SAIPINA,chagas viviendas,viviendas evaluadas,2023-05-01,106,106
SAN BENITO,chagas viviendas,viviendas evaluadas,2023-05-01,470,470
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2023-05-01,352,352
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2023-05-01,219,219
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2023-05-01,231,231
SICAYA,chagas viviendas,viviendas evaluadas,2023-05-01,81,81
SIPE SIPE,chagas viviendas,viviendas evaluadas,2023-05-01,707,707
SUCRE,chagas viviendas,viviendas evaluadas,2023-05-01,721,721
TACACHI,chagas viviendas,viviendas evaluadas,2023-05-01,160,160
TACOBAMBA,chagas viviendas,viviendas evaluadas,2023-05-01,200,200
TACOPAYA,chagas viviendas,viviendas evaluadas,2023-05-01,268,268
TAPACARI,chagas viviendas,viviendas evaluadas,2023-05-01,288,288
TARATA,chagas viviendas,viviendas evaluadas,2023-05-01,160,160
TARIJA,chagas viviendas,viviendas evaluadas,2023-05-01,785,785
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2023-05-01,340,340
TOLATA,chagas viviendas,viviendas evaluadas,2023-05-01,298,298
TOMINA,chagas viviendas,viviendas evaluadas,2023-05-01,141,141
TORO TORO,chagas viviendas,viviendas evaluadas,2023-05-01,166,166
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2023-05-01,454,454
TUPIZA,chagas viviendas,viviendas evaluadas,2023-05-01,976,976
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2023-05-01,154,154
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2023-05-01,23,23
VILA VILA,chagas viviendas,viviendas evaluadas,2023-05-01,314,314
VILLA MONTES,chagas viviendas,viviendas evaluadas,2023-05-01,602,602
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2023-05-01,379,379
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2023-05-01,389,389
VINTO,chagas viviendas,viviendas evaluadas,2023-05-01,300,300
YACUIBA,chagas viviendas,viviendas evaluadas,2023-05-01,59,59
YOTALA,chagas viviendas,viviendas evaluadas,2023-05-01,22,22
ACACIO,chagas viviendas,viviendas evaluadas,2023-06-01,164,164
AIQUILE,chagas viviendas,viviendas evaluadas,2023-06-01,630,630
ALCALA,chagas viviendas,viviendas evaluadas,2023-06-01,110,110
ANZALDO,chagas viviendas,viviendas evaluadas,2023-06-01,244,244
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2023-06-01,117,117
ARANI,chagas viviendas,viviendas evaluadas,2023-06-01,242,242
ARBIETO,chagas viviendas,viviendas evaluadas,2023-06-01,68,68
ARQUE,chagas viviendas,viviendas evaluadas,2023-06-01,161,161
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2023-06-01,382,382
BETANZOS,chagas viviendas,viviendas evaluadas,2023-06-01,871,871
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2023-06-01,232,232
CAMARGO,chagas viviendas,viviendas evaluadas,2023-06-01,162,162
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas evaluadas,2023-06-01,126,126
CAPINOTA,chagas viviendas,viviendas evaluadas,2023-06-01,494,494
CARAPARI,chagas viviendas,viviendas evaluadas,2023-06-01,256,256
CKOCHAS,chagas viviendas,viviendas evaluadas,2023-06-01,362,362
CLIZA,chagas viviendas,viviendas evaluadas,2023-06-01,196,196
COCHABAMBA,chagas viviendas,viviendas evaluadas,2023-06-01,1246,1246
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2023-06-01,652,652
COTAGAITA,chagas viviendas,viviendas evaluadas,2023-06-01,133,133
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2023-06-01,203,203
CULPINA,chagas viviendas,viviendas evaluadas,2023-06-01,129,129
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2023-06-01,90,90
EL TORNO,chagas viviendas,viviendas evaluadas,2023-06-01,12,12
ENTRE RIOS TRJ,chagas viviendas,viviendas evaluadas,2023-06-01,65,65
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2023-06-01,53,53
ICLA,chagas viviendas,viviendas evaluadas,2023-06-01,77,77
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas evaluadas,2023-06-01,78,78
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2023-06-01,246,246
LURIBAY,chagas viviendas,viviendas evaluadas,2023-06-01,63,63
MACHARETI,chagas viviendas,viviendas evaluadas,2023-06-01,150,150
MAIRANA,chagas viviendas,viviendas evaluadas,2023-06-01,133,133
MIZQUE,chagas viviendas,viviendas evaluadas,2023-06-01,573,573
OCURI,chagas viviendas,viviendas evaluadas,2023-06-01,117,117
OMEREQUE,chagas viviendas,viviendas evaluadas,2023-06-01,387,387
PADCAYA,chagas viviendas,viviendas evaluadas,2023-06-01,144,144
PADILLA,chagas viviendas,viviendas evaluadas,2023-06-01,151,151
PASORAPA,chagas viviendas,viviendas evaluadas,2023-06-01,149,149
POCONA,chagas viviendas,viviendas evaluadas,2023-06-01,73,73
POJO (CBBA),chagas viviendas,viviendas evaluadas,2023-06-01,298,298
PRESTO,chagas viviendas,viviendas evaluadas,2023-06-01,35,35
PUCARA,chagas viviendas,viviendas evaluadas,2023-06-01,24,24
PUNA,chagas viviendas,viviendas evaluadas,2023-06-01,300,300
PUNATA,chagas viviendas,viviendas evaluadas,2023-06-01,520,520
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2023-06-01,291,291
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2023-06-01,40,40
SACABA,chagas viviendas,viviendas evaluadas,2023-06-01,801,801
SAIPINA,chagas viviendas,viviendas evaluadas,2023-06-01,183,183
SAN BENITO,chagas viviendas,viviendas evaluadas,2023-06-01,541,541
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2023-06-01,368,368
SAN LUCAS,chagas viviendas,viviendas evaluadas,2023-06-01,168,168
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2023-06-01,196,196
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2023-06-01,263,263
SICAYA,chagas viviendas,viviendas evaluadas,2023-06-01,22,22
SIPE SIPE,chagas viviendas,viviendas evaluadas,2023-06-01,163,163
TACACHI,chagas viviendas,viviendas evaluadas,2023-06-01,162,162
TACOBAMBA,chagas viviendas,viviendas evaluadas,2023-06-01,132,132
TACOPAYA,chagas viviendas,viviendas evaluadas,2023-06-01,279,279
TAPACARI,chagas viviendas,viviendas evaluadas,2023-06-01,799,799
TARATA,chagas viviendas,viviendas evaluadas,2023-06-01,158,158
TARIJA,chagas viviendas,viviendas evaluadas,2023-06-01,507,507
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2023-06-01,303,303
TOCO,chagas viviendas,viviendas evaluadas,2023-06-01,177,177
TOLATA,chagas viviendas,viviendas evaluadas,2023-06-01,280,280
TOMINA,chagas viviendas,viviendas evaluadas,2023-06-01,44,44
TORO TORO,chagas viviendas,viviendas evaluadas,2023-06-01,193,193
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2023-06-01,329,329
TUPIZA,chagas viviendas,viviendas evaluadas,2023-06-01,853,853
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2023-06-01,157,157
VILA VILA,chagas viviendas,viviendas evaluadas,2023-06-01,228,228
VILLA MONTES,chagas viviendas,viviendas evaluadas,2023-06-01,124,124
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2023-06-01,320,320
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2023-06-01,463,463
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas evaluadas,2023-06-01,141,141
