municipality,group,variable,month,Viviendas Roceadas,TOTAL
SIPE SIPE,chagas viviendas,viviendas roceadas,2023-08-01,22,22
TACOBAMBA,chagas viviendas,viviendas roceadas,2023-08-01,6,6
TACOPAYA,chagas viviendas,viviendas roceadas,2023-08-01,4,4
TAPACARI,chagas viviendas,viviendas roceadas,2023-08-01,6,6
TARIJA,chagas viviendas,viviendas roceadas,2023-08-01,19,19
TIQUIPAYA,chagas viviendas,viviendas roceadas,2023-08-01,1,1
TOLATA,chagas viviendas,viviendas roceadas,2023-08-01,4,4
TOMINA,chagas viviendas,viviendas roceadas,2023-08-01,9,9
TORO TORO,chagas viviendas,viviendas roceadas,2023-08-01,7,7
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2023-08-01,4,4
TUPIZA,chagas viviendas,viviendas roceadas,2023-08-01,2,2
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2023-08-01,11,11
VALLEGRANDE,chagas viviendas,viviendas roceadas,2023-08-01,5,5
VILA VILA,chagas viviendas,viviendas roceadas,2023-08-01,18,18
VILLA MONTES,chagas viviendas,viviendas roceadas,2023-08-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2023-08-01,73,73
VINTO,chagas viviendas,viviendas roceadas,2023-08-01,1,1
VITICHI,chagas viviendas,viviendas roceadas,2023-08-01,7,7
YACUIBA,chagas viviendas,viviendas roceadas,2023-08-01,29,29
YOTALA,chagas viviendas,viviendas roceadas,2023-08-01,8,8
ACACIO,chagas viviendas,viviendas roceadas,2023-09-01,4,4
AIQUILE,chagas viviendas,viviendas roceadas,2023-09-01,39,39
ALCALA,chagas viviendas,viviendas roceadas,2023-09-01,2,2
ANZALDO,chagas viviendas,viviendas roceadas,2023-09-01,63,63
ARAMPAMPA,chagas viviendas,viviendas roceadas,2023-09-01,11,11
ARANI,chagas viviendas,viviendas roceadas,2023-09-01,10,10
ARBIETO,chagas viviendas,viviendas roceadas,2023-09-01,22,22
ARQUE,chagas viviendas,viviendas roceadas,2023-09-01,23,23
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2023-09-01,25,25
BETANZOS,chagas viviendas,viviendas roceadas,2023-09-01,25,25
CAMARGO,chagas viviendas,viviendas roceadas,2023-09-01,1,1
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2023-09-01,2,2
CAPINOTA,chagas viviendas,viviendas roceadas,2023-09-01,18,18
CARAPARI,chagas viviendas,viviendas roceadas,2023-09-01,19,19
CLIZA,chagas viviendas,viviendas roceadas,2023-09-01,4,4
COCHABAMBA,chagas viviendas,viviendas roceadas,2023-09-01,68,68
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2023-09-01,9,9
COLQUECHACA,chagas viviendas,viviendas roceadas,2023-09-01,15,15
COTAGAITA,chagas viviendas,viviendas roceadas,2023-09-01,1,1
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2023-09-01,12,12
EL TORNO,chagas viviendas,viviendas roceadas,2023-09-01,12,12
EL VILLAR,chagas viviendas,viviendas roceadas,2023-09-01,3,3
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2023-09-01,10,10
HUACARETA,chagas viviendas,viviendas roceadas,2023-09-01,16,16
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2023-09-01,1,1
ICLA,chagas viviendas,viviendas roceadas,2023-09-01,41,41
INCAHUASI,chagas viviendas,viviendas roceadas,2023-09-01,15,15
LA ASUNTA,chagas viviendas,viviendas roceadas,2023-09-01,16,16
LAS CARRERAS,chagas viviendas,viviendas roceadas,2023-09-01,3,3
LURIBAY,chagas viviendas,viviendas roceadas,2023-09-01,15,15
MIZQUE,chagas viviendas,viviendas roceadas,2023-09-01,66,66
MONTEAGUDO,chagas viviendas,viviendas roceadas,2023-09-01,160,160
OMEREQUE,chagas viviendas,viviendas roceadas,2023-09-01,7,7
POJO (CBBA),chagas viviendas,viviendas roceadas,2023-09-01,4,4
POROMA,chagas viviendas,viviendas roceadas,2023-09-01,22,22
PRESTO,chagas viviendas,viviendas roceadas,2023-09-01,81,81
PUNA,chagas viviendas,viviendas roceadas,2023-09-01,13,13
PUNATA,chagas viviendas,viviendas roceadas,2023-09-01,12,12
QUILLACOLLO,chagas viviendas,viviendas roceadas,2023-09-01,20,20
SACABA,chagas viviendas,viviendas roceadas,2023-09-01,10,10
SAN BENITO,chagas viviendas,viviendas roceadas,2023-09-01,4,4
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2023-09-01,11,11
SAN LUCAS,chagas viviendas,viviendas roceadas,2023-09-01,23,23
SANTIVAÑES,chagas viviendas,viviendas roceadas,2023-09-01,9,9
SICAYA,chagas viviendas,viviendas roceadas,2023-09-01,8,8
SIPE SIPE,chagas viviendas,viviendas roceadas,2023-09-01,35,35
SUCRE,chagas viviendas,viviendas roceadas,2023-09-01,41,41
TAPACARI,chagas viviendas,viviendas roceadas,2023-09-01,4,4
TARIJA,chagas viviendas,viviendas roceadas,2023-09-01,22,22
TOMINA,chagas viviendas,viviendas roceadas,2023-09-01,34,34
TORO TORO,chagas viviendas,viviendas roceadas,2023-09-01,4,4
TUPIZA,chagas viviendas,viviendas roceadas,2023-09-01,2,2
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2023-09-01,2,2
VALLEGRANDE,chagas viviendas,viviendas roceadas,2023-09-01,4,4
VILLA MONTES,chagas viviendas,viviendas roceadas,2023-09-01,8,8
VILLA RIVERO,chagas viviendas,viviendas roceadas,2023-09-01,14,14
VILLA SERRANO,chagas viviendas,viviendas roceadas,2023-09-01,17,17
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2023-09-01,85,85
VINTO,chagas viviendas,viviendas roceadas,2023-09-01,7,7
YAMPARAEZ,chagas viviendas,viviendas roceadas,2023-09-01,78,78
YOTALA,chagas viviendas,viviendas roceadas,2023-09-01,14,14
ACACIO,chagas viviendas,viviendas roceadas,2023-10-01,3,3
AIQUILE,chagas viviendas,viviendas roceadas,2023-10-01,27,27
ANZALDO,chagas viviendas,viviendas roceadas,2023-10-01,4,4
ARAMPAMPA,chagas viviendas,viviendas roceadas,2023-10-01,2,2
ARANI,chagas viviendas,viviendas roceadas,2023-10-01,97,97
ARBIETO,chagas viviendas,viviendas roceadas,2023-10-01,20,20
ARQUE,chagas viviendas,viviendas roceadas,2023-10-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2023-10-01,14,14
BETANZOS,chagas viviendas,viviendas roceadas,2023-10-01,1,1
CAMARGO,chagas viviendas,viviendas roceadas,2023-10-01,2,2
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2023-10-01,3,3
CAPINOTA,chagas viviendas,viviendas roceadas,2023-10-01,33,33
CARAPARI,chagas viviendas,viviendas roceadas,2023-10-01,22,22
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas roceadas,2023-10-01,1,1
CKOCHAS,chagas viviendas,viviendas roceadas,2023-10-01,13,13
CLIZA,chagas viviendas,viviendas roceadas,2023-10-01,2,2
COCHABAMBA,chagas viviendas,viviendas roceadas,2023-10-01,46,46
COMARAPA,chagas viviendas,viviendas roceadas,2023-10-01,8,8
CORIPATA,chagas viviendas,viviendas roceadas,2023-10-01,157,157
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas roceadas,2023-10-01,3,3
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2023-10-01,21,21
EL TORNO,chagas viviendas,viviendas roceadas,2023-10-01,12,12
EL VILLAR,chagas viviendas,viviendas roceadas,2023-10-01,67,67
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2023-10-01,30,30
ICLA,chagas viviendas,viviendas roceadas,2023-10-01,2,2
INCAHUASI,chagas viviendas,viviendas roceadas,2023-10-01,12,12
LAS CARRERAS,chagas viviendas,viviendas roceadas,2023-10-01,10,10
MACHARETI,chagas viviendas,viviendas roceadas,2023-10-01,190,190
MIZQUE,chagas viviendas,viviendas roceadas,2023-10-01,1,1
OCURI,chagas viviendas,viviendas roceadas,2023-10-01,12,12
OMEREQUE,chagas viviendas,viviendas roceadas,2023-10-01,15,15
PADILLA,chagas viviendas,viviendas roceadas,2023-10-01,2,2
PASORAPA,chagas viviendas,viviendas roceadas,2023-10-01,5,5
POCONA,chagas viviendas,viviendas roceadas,2023-10-01,12,12
POJO (CBBA),chagas viviendas,viviendas roceadas,2023-10-01,5,5
POROMA,chagas viviendas,viviendas roceadas,2023-10-01,36,36
PRESTO,chagas viviendas,viviendas roceadas,2023-10-01,26,26
PUNA,chagas viviendas,viviendas roceadas,2023-10-01,4,4
PUNATA,chagas viviendas,viviendas roceadas,2023-10-01,13,13
QUILLACOLLO,chagas viviendas,viviendas roceadas,2023-10-01,17,17
SACABA,chagas viviendas,viviendas roceadas,2023-10-01,14,14
SAN BENITO,chagas viviendas,viviendas roceadas,2023-10-01,2,2
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2023-10-01,6,6
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2023-10-01,91,91
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas roceadas,2023-10-01,93,93
SANTIVAÑES,chagas viviendas,viviendas roceadas,2023-10-01,19,19
SICAYA,chagas viviendas,viviendas roceadas,2023-10-01,45,45
SIPE SIPE,chagas viviendas,viviendas roceadas,2023-10-01,46,46
SUCRE,chagas viviendas,viviendas roceadas,2023-10-01,8,8
TAPACARI,chagas viviendas,viviendas roceadas,2023-10-01,20,20
TARATA,chagas viviendas,viviendas roceadas,2023-10-01,3,3
TARIJA,chagas viviendas,viviendas roceadas,2023-10-01,28,28
TOLATA,chagas viviendas,viviendas roceadas,2023-10-01,1,1
TORO TORO,chagas viviendas,viviendas roceadas,2023-10-01,39,39
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2023-10-01,2,2
TUPIZA,chagas viviendas,viviendas roceadas,2023-10-01,26,26
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2023-10-01,8,8
VALLEGRANDE,chagas viviendas,viviendas roceadas,2023-10-01,8,8
VILLA MONTES,chagas viviendas,viviendas roceadas,2023-10-01,4,4
VILLA RIVERO,chagas viviendas,viviendas roceadas,2023-10-01,2,2
VILLA SERRANO,chagas viviendas,viviendas roceadas,2023-10-01,10,10
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2023-10-01,69,69
VINTO,chagas viviendas,viviendas roceadas,2023-10-01,1,1
VITICHI,chagas viviendas,viviendas roceadas,2023-10-01,14,14
YAMPARAEZ,chagas viviendas,viviendas roceadas,2023-10-01,11,11
YOTALA,chagas viviendas,viviendas roceadas,2023-10-01,7,7
ACACIO,chagas viviendas,viviendas roceadas,2023-11-01,1,1
AIQUILE,chagas viviendas,viviendas roceadas,2023-11-01,27,27
ALCALA,chagas viviendas,viviendas roceadas,2023-11-01,5,5
ARANI,chagas viviendas,viviendas roceadas,2023-11-01,2,2
ARBIETO,chagas viviendas,viviendas roceadas,2023-11-01,1,1
ARQUE,chagas viviendas,viviendas roceadas,2023-11-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2023-11-01,6,6
CAMARGO,chagas viviendas,viviendas roceadas,2023-11-01,21,21
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2023-11-01,4,4
CAPINOTA,chagas viviendas,viviendas roceadas,2023-11-01,19,19
CARAPARI,chagas viviendas,viviendas roceadas,2023-11-01,29,29
CKOCHAS,chagas viviendas,viviendas roceadas,2023-11-01,1,1
CLIZA,chagas viviendas,viviendas roceadas,2023-11-01,3,3
COCAPATA,chagas viviendas,viviendas roceadas,2023-11-01,11,11
COCHABAMBA,chagas viviendas,viviendas roceadas,2023-11-01,65,65
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2023-11-01,22,22
COTAGAITA,chagas viviendas,viviendas roceadas,2023-11-01,11,11
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas roceadas,2023-11-01,2,2
CULPINA,chagas viviendas,viviendas roceadas,2023-11-01,60,60
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2023-11-01,6,6
EL TORNO,chagas viviendas,viviendas roceadas,2023-11-01,5,5
EL VILLAR,chagas viviendas,viviendas roceadas,2023-11-01,3,3
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2023-11-01,33,33
ICLA,chagas viviendas,viviendas roceadas,2023-11-01,10,10
INCAHUASI,chagas viviendas,viviendas roceadas,2023-11-01,23,23
LA ASUNTA,chagas viviendas,viviendas roceadas,2023-11-01,10,10
LAGUNILLAS,chagas viviendas,viviendas roceadas,2023-11-01,133,133
LAS CARRERAS,chagas viviendas,viviendas roceadas,2023-11-01,9,9
MACHARETI,chagas viviendas,viviendas roceadas,2023-11-01,92,92
MAIRANA,chagas viviendas,viviendas roceadas,2023-11-01,10,10
MIZQUE,chagas viviendas,viviendas roceadas,2023-11-01,16,16
MONTEAGUDO,chagas viviendas,viviendas roceadas,2023-11-01,110,110
MOROCHATA,chagas viviendas,viviendas roceadas,2023-11-01,15,15
OCURI,chagas viviendas,viviendas roceadas,2023-11-01,5,5
OMEREQUE,chagas viviendas,viviendas roceadas,2023-11-01,25,25
PADCAYA,chagas viviendas,viviendas roceadas,2023-11-01,2,2
PADILLA,chagas viviendas,viviendas roceadas,2023-11-01,1,1
PALCA,chagas viviendas,viviendas roceadas,2023-11-01,74,74
PASORAPA,chagas viviendas,viviendas roceadas,2023-11-01,7,7
POCOATA,chagas viviendas,viviendas roceadas,2023-11-01,30,30
POJO (CBBA),chagas viviendas,viviendas roceadas,2023-11-01,9,9
PUCARA,chagas viviendas,viviendas roceadas,2023-11-01,3,3
PUNA,chagas viviendas,viviendas roceadas,2023-11-01,1,1
PUNATA,chagas viviendas,viviendas roceadas,2023-11-01,8,8
QUILLACOLLO,chagas viviendas,viviendas roceadas,2023-11-01,3,3
RAVELO,chagas viviendas,viviendas roceadas,2023-11-01,100,100
SACABA,chagas viviendas,viviendas roceadas,2023-11-01,6,6
SAN BENITO,chagas viviendas,viviendas roceadas,2023-11-01,6,6
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2023-11-01,2,2
SAN LUCAS,chagas viviendas,viviendas roceadas,2023-11-01,17,17
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas roceadas,2023-11-01,1,1
SANTIVAÑES,chagas viviendas,viviendas roceadas,2023-11-01,17,17
SAPAHAQUI,chagas viviendas,viviendas roceadas,2023-11-01,18,18
SICAYA,chagas viviendas,viviendas roceadas,2023-11-01,11,11
SIPE SIPE,chagas viviendas,viviendas roceadas,2023-11-01,20,20
TACACHI,chagas viviendas,viviendas roceadas,2023-11-01,3,3
TACOBAMBA,chagas viviendas,viviendas roceadas,2023-11-01,22,22
TAPACARI,chagas viviendas,viviendas roceadas,2023-11-01,331,331
TARIJA,chagas viviendas,viviendas roceadas,2023-11-01,12,12
TOLATA,chagas viviendas,viviendas roceadas,2023-11-01,1,1
TOMINA,chagas viviendas,viviendas roceadas,2023-11-01,18,18
TORO TORO,chagas viviendas,viviendas roceadas,2023-11-01,21,21
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2023-11-01,4,4
TRIGAL,chagas viviendas,viviendas roceadas,2023-11-01,4,4
TUPIZA,chagas viviendas,viviendas roceadas,2023-11-01,2,2
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2023-11-01,1,1
VALLEGRANDE,chagas viviendas,viviendas roceadas,2023-11-01,10,10
VILLA MONTES,chagas viviendas,viviendas roceadas,2023-11-01,16,16
VILLA RIVERO,chagas viviendas,viviendas roceadas,2023-11-01,2,2
VILLA SERRANO,chagas viviendas,viviendas roceadas,2023-11-01,6,6
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2023-11-01,52,52
VINTO,chagas viviendas,viviendas roceadas,2023-11-01,4,4
VITICHI,chagas viviendas,viviendas roceadas,2023-11-01,1,1
YACUIBA,chagas viviendas,viviendas roceadas,2023-11-01,12,12
AIQUILE,chagas viviendas,viviendas roceadas,2023-12-01,42,42
ALCALA,chagas viviendas,viviendas roceadas,2023-12-01,3,3
ANZALDO,chagas viviendas,viviendas roceadas,2023-12-01,27,27
ARANI,chagas viviendas,viviendas roceadas,2023-12-01,8,8
ARBIETO,chagas viviendas,viviendas roceadas,2023-12-01,16,16
ARQUE,chagas viviendas,viviendas roceadas,2023-12-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2023-12-01,193,193
BETANZOS,chagas viviendas,viviendas roceadas,2023-12-01,17,17
CAMARGO,chagas viviendas,viviendas roceadas,2023-12-01,26,26
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2023-12-01,5,5
CAPINOTA,chagas viviendas,viviendas roceadas,2023-12-01,27,27
CARAPARI,chagas viviendas,viviendas roceadas,2023-12-01,30,30
CKOCHAS,chagas viviendas,viviendas roceadas,2023-12-01,3,3
CLIZA,chagas viviendas,viviendas roceadas,2023-12-01,2,2
COCHABAMBA,chagas viviendas,viviendas roceadas,2023-12-01,124,124
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2023-12-01,7,7
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas roceadas,2023-12-01,2,2
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2023-12-01,4,4
EL TORNO,chagas viviendas,viviendas roceadas,2023-12-01,6,6
EL VILLAR,chagas viviendas,viviendas roceadas,2023-12-01,8,8
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2023-12-01,18,18
INCAHUASI,chagas viviendas,viviendas roceadas,2023-12-01,26,26
INQUISIVI,chagas viviendas,viviendas roceadas,2023-12-01,47,47
MACHARETI,chagas viviendas,viviendas roceadas,2023-12-01,52,52
MAIRANA,chagas viviendas,viviendas roceadas,2023-12-01,7,7
MIZQUE,chagas viviendas,viviendas roceadas,2023-12-01,189,189
PADILLA,chagas viviendas,viviendas roceadas,2023-12-01,1,1
PASORAPA,chagas viviendas,viviendas roceadas,2023-12-01,13,13
POJO (CBBA),chagas viviendas,viviendas roceadas,2023-12-01,5,5
PUNA,chagas viviendas,viviendas roceadas,2023-12-01,1,1
PUNATA,chagas viviendas,viviendas roceadas,2023-12-01,8,8
QUILLACOLLO,chagas viviendas,viviendas roceadas,2023-12-01,18,18
RAQAYPAMPA(ETA),chagas viviendas,viviendas roceadas,2023-12-01,21,21
RAVELO,chagas viviendas,viviendas roceadas,2023-12-01,21,21
SACABA,chagas viviendas,viviendas roceadas,2023-12-01,7,7
SAN BENITO,chagas viviendas,viviendas roceadas,2023-12-01,2,2
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2023-12-01,1,1
SAN LUCAS,chagas viviendas,viviendas roceadas,2023-12-01,12,12
SANTIVAÑES,chagas viviendas,viviendas roceadas,2023-12-01,28,28
SICAYA,chagas viviendas,viviendas roceadas,2023-12-01,36,36
SIPE SIPE,chagas viviendas,viviendas roceadas,2023-12-01,14,14
TAPACARI,chagas viviendas,viviendas roceadas,2023-12-01,7,7
TARATA,chagas viviendas,viviendas roceadas,2023-12-01,2,2
TARIJA,chagas viviendas,viviendas roceadas,2023-12-01,5,5
TOMINA,chagas viviendas,viviendas roceadas,2023-12-01,30,30
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2023-12-01,1,1
TRIGAL,chagas viviendas,viviendas roceadas,2023-12-01,4,4
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2023-12-01,13,13
VILA VILA,chagas viviendas,viviendas roceadas,2023-12-01,17,17
VILLA RIVERO,chagas viviendas,viviendas roceadas,2023-12-01,6,6
VILLA SERRANO,chagas viviendas,viviendas roceadas,2023-12-01,15,15
VINTO,chagas viviendas,viviendas roceadas,2023-12-01,2,2
YACUIBA,chagas viviendas,viviendas roceadas,2023-12-01,10,10
YOTALA,chagas viviendas,viviendas roceadas,2023-12-01,19,19
YUNCHARA,chagas viviendas,viviendas roceadas,2023-12-01,10,10
