municipality,group,variable,month,Viviendas Positivas,TOTAL
TOMINA,chagas viviendas,viviendas positivas,2023-09-01,22,22
TORO TORO,chagas viviendas,viviendas positivas,2023-09-01,4,4
TUPIZA,chagas viviendas,viviendas positivas,2023-09-01,2,2
VILLA MONTES,chagas viviendas,viviendas positivas,2023-09-01,8,8
VILLA RIVERO,chagas viviendas,viviendas positivas,2023-09-01,1,1
VILLA SERRANO,chagas viviendas,viviendas positivas,2023-09-01,8,8
VINTO,chagas viviendas,viviendas positivas,2023-09-01,2,2
ACACIO,chagas viviendas,viviendas positivas,2023-10-01,3,3
AIQUILE,chagas viviendas,viviendas positivas,2023-10-01,3,3
ARAMPAMPA,chagas viviendas,viviendas positivas,2023-10-01,1,1
ARANI,chagas viviendas,viviendas positivas,2023-10-01,4,4
ARBIETO,chagas viviendas,viviendas positivas,2023-10-01,9,9
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2023-10-01,4,4
BETANZOS,chagas viviendas,viviendas positivas,2023-10-01,1,1
CAMARGO,chagas viviendas,viviendas positivas,2023-10-01,3,3
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2023-10-01,3,3
CAPINOTA,chagas viviendas,viviendas positivas,2023-10-01,7,7
CARAPARI,chagas viviendas,viviendas positivas,2023-10-01,17,17
CKOCHAS,chagas viviendas,viviendas positivas,2023-10-01,14,14
COCHABAMBA,chagas viviendas,viviendas positivas,2023-10-01,4,4
COLCAPIRHUA,chagas viviendas,viviendas positivas,2023-10-01,24,24
COMARAPA,chagas viviendas,viviendas positivas,2023-10-01,6,6
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas positivas,2023-10-01,1,1
EL TORNO,chagas viviendas,viviendas positivas,2023-10-01,9,9
INCAHUASI,chagas viviendas,viviendas positivas,2023-10-01,10,10
LA ASUNTA,chagas viviendas,viviendas positivas,2023-10-01,3,3
LAS CARRERAS,chagas viviendas,viviendas positivas,2023-10-01,6,6
MACHARETI,chagas viviendas,viviendas positivas,2023-10-01,9,9
MAIRANA,chagas viviendas,viviendas positivas,2023-10-01,9,9
MIZQUE,chagas viviendas,viviendas positivas,2023-10-01,12,12
OCURI,chagas viviendas,viviendas positivas,2023-10-01,2,2
PADILLA,chagas viviendas,viviendas positivas,2023-10-01,1,1
PASORAPA,chagas viviendas,viviendas positivas,2023-10-01,5,5
POCONA,chagas viviendas,viviendas positivas,2023-10-01,7,7
POJO (CBBA),chagas viviendas,viviendas positivas,2023-10-01,4,4
POROMA,chagas viviendas,viviendas positivas,2023-10-01,29,29
PUCARA,chagas viviendas,viviendas positivas,2023-10-01,1,1
PUNA,chagas viviendas,viviendas positivas,2023-10-01,3,3
PUNATA,chagas viviendas,viviendas positivas,2023-10-01,8,8
SACABA,chagas viviendas,viviendas positivas,2023-10-01,2,2
SAIPINA,chagas viviendas,viviendas positivas,2023-10-01,5,5
SAN BENITO,chagas viviendas,viviendas positivas,2023-10-01,1,1
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2023-10-01,4,4
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2023-10-01,25,25
SANTIVAÑES,chagas viviendas,viviendas positivas,2023-10-01,1,1
SICAYA,chagas viviendas,viviendas positivas,2023-10-01,18,18
SIPE SIPE,chagas viviendas,viviendas positivas,2023-10-01,12,12
SUCRE,chagas viviendas,viviendas positivas,2023-10-01,7,7
TACACHI,chagas viviendas,viviendas positivas,2023-10-01,2,2
TARATA,chagas viviendas,viviendas positivas,2023-10-01,3,3
TOLATA,chagas viviendas,viviendas positivas,2023-10-01,1,1
TORO TORO,chagas viviendas,viviendas positivas,2023-10-01,39,39
TOTORA(CBBA),chagas viviendas,viviendas positivas,2023-10-01,2,2
TUPIZA,chagas viviendas,viviendas positivas,2023-10-01,26,26
VALLEGRANDE,chagas viviendas,viviendas positivas,2023-10-01,10,10
VILLA MONTES,chagas viviendas,viviendas positivas,2023-10-01,4,4
VILLA RIVERO,chagas viviendas,viviendas positivas,2023-10-01,1,1
VILLA SERRANO,chagas viviendas,viviendas positivas,2023-10-01,1,1
VITICHI,chagas viviendas,viviendas positivas,2023-10-01,14,14
YACUIBA,chagas viviendas,viviendas positivas,2023-10-01,10,10
YAMPARAEZ,chagas viviendas,viviendas positivas,2023-10-01,3,3
YOTALA,chagas viviendas,viviendas positivas,2023-10-01,7,7
ACACIO,chagas viviendas,viviendas positivas,2023-11-01,1,1
AIQUILE,chagas viviendas,viviendas positivas,2023-11-01,1,1
ANZALDO,chagas viviendas,viviendas positivas,2023-11-01,4,4
ARANI,chagas viviendas,viviendas positivas,2023-11-01,2,2
ARBIETO,chagas viviendas,viviendas positivas,2023-11-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2023-11-01,3,3
CAMARGO,chagas viviendas,viviendas positivas,2023-11-01,7,7
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2023-11-01,5,5
CAPINOTA,chagas viviendas,viviendas positivas,2023-11-01,6,6
CARAPARI,chagas viviendas,viviendas positivas,2023-11-01,17,17
CKOCHAS,chagas viviendas,viviendas positivas,2023-11-01,3,3
COCAPATA,chagas viviendas,viviendas positivas,2023-11-01,6,6
COCHABAMBA,chagas viviendas,viviendas positivas,2023-11-01,2,2
COLCAPIRHUA,chagas viviendas,viviendas positivas,2023-11-01,4,4
COTAGAITA,chagas viviendas,viviendas positivas,2023-11-01,13,13
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas positivas,2023-11-01,1,1
CULPINA,chagas viviendas,viviendas positivas,2023-11-01,17,17
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2023-11-01,1,1
EL TORNO,chagas viviendas,viviendas positivas,2023-11-01,3,3
EL VILLAR,chagas viviendas,viviendas positivas,2023-11-01,6,6
INCAHUASI,chagas viviendas,viviendas positivas,2023-11-01,17,17
LAGUNILLAS,chagas viviendas,viviendas positivas,2023-11-01,3,3
LAS CARRERAS,chagas viviendas,viviendas positivas,2023-11-01,6,6
MAIRANA,chagas viviendas,viviendas positivas,2023-11-01,6,6
MONTEAGUDO,chagas viviendas,viviendas positivas,2023-11-01,13,13
MOROCHATA,chagas viviendas,viviendas positivas,2023-11-01,4,4
OCURI,chagas viviendas,viviendas positivas,2023-11-01,1,1
OMEREQUE,chagas viviendas,viviendas positivas,2023-11-01,3,3
PALCA,chagas viviendas,viviendas positivas,2023-11-01,4,4
PAMPA GRANDE,chagas viviendas,viviendas positivas,2023-11-01,8,8
PASORAPA,chagas viviendas,viviendas positivas,2023-11-01,11,11
POCOATA,chagas viviendas,viviendas positivas,2023-11-01,30,30
POJO (CBBA),chagas viviendas,viviendas positivas,2023-11-01,8,8
PUCARA,chagas viviendas,viviendas positivas,2023-11-01,3,3
PUNA,chagas viviendas,viviendas positivas,2023-11-01,1,1
PUNATA,chagas viviendas,viviendas positivas,2023-11-01,4,4
RAVELO,chagas viviendas,viviendas positivas,2023-11-01,13,13
SAN BENITO,chagas viviendas,viviendas positivas,2023-11-01,3,3
SANTIVAÑES,chagas viviendas,viviendas positivas,2023-11-01,1,1
SAPAHAQUI,chagas viviendas,viviendas positivas,2023-11-01,12,12
SIPE SIPE,chagas viviendas,viviendas positivas,2023-11-01,7,7
TACOBAMBA,chagas viviendas,viviendas positivas,2023-11-01,5,5
TARABUCO,chagas viviendas,viviendas positivas,2023-11-01,37,37
TARATA,chagas viviendas,viviendas positivas,2023-11-01,1,1
TARIJA,chagas viviendas,viviendas positivas,2023-11-01,1,1
TOLATA,chagas viviendas,viviendas positivas,2023-11-01,1,1
TOMINA,chagas viviendas,viviendas positivas,2023-11-01,4,4
TORO TORO,chagas viviendas,viviendas positivas,2023-11-01,21,21
TOTORA(CBBA),chagas viviendas,viviendas positivas,2023-11-01,3,3
TRIGAL,chagas viviendas,viviendas positivas,2023-11-01,4,4
TUPIZA,chagas viviendas,viviendas positivas,2023-11-01,4,4
VALLEGRANDE,chagas viviendas,viviendas positivas,2023-11-01,4,4
VILA VILA,chagas viviendas,viviendas positivas,2023-11-01,4,4
VILLA MONTES,chagas viviendas,viviendas positivas,2023-11-01,5,5
VILLA RIVERO,chagas viviendas,viviendas positivas,2023-11-01,2,2
VITICHI,chagas viviendas,viviendas positivas,2023-11-01,1,1
YOTALA,chagas viviendas,viviendas positivas,2023-11-01,6,6
AIQUILE,chagas viviendas,viviendas positivas,2023-12-01,7,7
ANZALDO,chagas viviendas,viviendas positivas,2023-12-01,7,7
ARANI,chagas viviendas,viviendas positivas,2023-12-01,2,2
ARBIETO,chagas viviendas,viviendas positivas,2023-12-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2023-12-01,4,4
BETANZOS,chagas viviendas,viviendas positivas,2023-12-01,17,17
CAMARGO,chagas viviendas,viviendas positivas,2023-12-01,1,1
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2023-12-01,1,1
CAPINOTA,chagas viviendas,viviendas positivas,2023-12-01,4,4
CARAPARI,chagas viviendas,viviendas positivas,2023-12-01,14,14
CKOCHAS,chagas viviendas,viviendas positivas,2023-12-01,3,3
COCHABAMBA,chagas viviendas,viviendas positivas,2023-12-01,4,4
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas positivas,2023-12-01,1,1
EL TORNO,chagas viviendas,viviendas positivas,2023-12-01,5,5
INCAHUASI,chagas viviendas,viviendas positivas,2023-12-01,12,12
INQUISIVI,chagas viviendas,viviendas positivas,2023-12-01,9,9
MAIRANA,chagas viviendas,viviendas positivas,2023-12-01,9,9
MIZQUE,chagas viviendas,viviendas positivas,2023-12-01,1,1
MONTEAGUDO,chagas viviendas,viviendas positivas,2023-12-01,1,1
PAMPA GRANDE,chagas viviendas,viviendas positivas,2023-12-01,4,4
POJO (CBBA),chagas viviendas,viviendas positivas,2023-12-01,2,2
PUNA,chagas viviendas,viviendas positivas,2023-12-01,1,1
PUNATA,chagas viviendas,viviendas positivas,2023-12-01,6,6
RAQAYPAMPA(ETA),chagas viviendas,viviendas positivas,2023-12-01,9,9
RAVELO,chagas viviendas,viviendas positivas,2023-12-01,6,6
SACABA,chagas viviendas,viviendas positivas,2023-12-01,2,2
SAN BENITO,chagas viviendas,viviendas positivas,2023-12-01,1,1
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2023-12-01,1,1
SIPE SIPE,chagas viviendas,viviendas positivas,2023-12-01,3,3
TARABUCO,chagas viviendas,viviendas positivas,2023-12-01,36,36
TARATA,chagas viviendas,viviendas positivas,2023-12-01,3,3
TOMINA,chagas viviendas,viviendas positivas,2023-12-01,14,14
TOTORA(CBBA),chagas viviendas,viviendas positivas,2023-12-01,1,1
TRIGAL,chagas viviendas,viviendas positivas,2023-12-01,4,4
VALLEGRANDE,chagas viviendas,viviendas positivas,2023-12-01,3,3
VILA VILA,chagas viviendas,viviendas positivas,2023-12-01,4,4
VILLA RIVERO,chagas viviendas,viviendas positivas,2023-12-01,3,3
YACUIBA,chagas viviendas,viviendas positivas,2023-12-01,4,4
YOTALA,chagas viviendas,viviendas positivas,2023-12-01,7,7
YUNCHARA,chagas viviendas,viviendas positivas,2023-12-01,2,2
