,group,variable,month,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
EL PUENTE(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,0,2,142,136,142,138,280
EL TORNO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,55,59,144,143,199,202,401
EL VILLAR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,3,1,103,92,106,93,199
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,12,12,162,171,174,183,357
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,120,116,125,124,245,240,485
ESCARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,0,1,4,4,4,5,9
ESCOMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,5,4,20,24,25,28,53
ESMERALDA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,0,0,3,2,3,2,5
EUCALIPTUS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,6,6,56,54,62,60,122
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,1,0,26,21,27,21,48
EXALTACION,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,2,0,24,20,26,20,46
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,13,12,112,99,125,111,236
FILADELFIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,8,11,57,27,65,38,103
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,29,42,130,123,159,165,324
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,9,6,37,38,46,44,90
GUANAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,7,5,83,78,90,83,173
GUAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,3,8,16,20,19,28,47
GUAYARAMERIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,13,15,169,144,182,159,341
GUTIERREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,21,18,119,137,140,155,295
HUACARETA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,15,19,109,119,124,138,262
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,12,11,68,71,80,82,162
HUACHACALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,0,0,8,9,8,9,17
HUANUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,20,17,83,86,103,103,206
HUARACAJE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,0,0,14,13,14,13,27
HUARINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,1,3,18,13,19,16,35
HUAYLLAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,3,6,40,34,43,40,83
HUMANATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,2,5,14,18,16,23,39
ICHOCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,4,4,39,32,43,36,79
ICLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,1,3,261,290,262,293,555
INCAHUASI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,14,16,115,132,129,148,277
INGAVI (HUMAITA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,1,4,21,17,22,21,43
INQUISIVI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,3,2,92,91,95,93,188
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,7,6,101,93,108,99,207
IXIAMAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,4,4,75,90,79,94,173
JESUS DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,6,4,62,51,68,55,123
LA ASUNTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,43,34,120,142,163,176,339
LA GUARDIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,22,35,415,396,437,431,868
LA PAZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,981,909,2170,2046,3151,2955,6106
LA RIVERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,0,0,1,0,1,0,1
LAGUNILLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,4,1,154,112,158,113,271
LAJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,3,8,54,61,57,69,126
LAS CARRERAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,2,2,75,53,77,55,132
LICOMA PAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,2,1,9,8,11,9,20
LLALLAGUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,17,18,144,144,161,162,323
LLICA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,0,1,23,26,23,27,50
LORETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,18,14,17,28,35,42,77
LURIBAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,24,25,54,62,78,87,165
MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,10,3,32,57,42,60,102
MACHARETI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,1,1,185,132,186,133,319
MAGDALENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,13,16,53,60,66,76,142
MAIRANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,6,8,39,32,45,40,85
MALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,2,3,27,23,29,26,55
MAPIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,0,0,61,61,61,61,122
MECAPACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,18,14,34,52,52,66,118
MINEROS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,11,11,122,107,133,118,251
MIZQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,27,39,152,176,179,215,394
MOCOMOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,10,13,59,69,69,82,151
MOJINETE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,0,0,3,8,3,8,11
MOJOCOYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,7,2,83,110,90,112,202
MONTEAGUDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,30,31,276,296,306,327,633
MONTERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,245,176,610,544,855,720,1575
MORO MORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,2,0,19,13,21,13,34
MOROCHATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,25,27,71,96,96,123,219
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,0,3,1,4,1,7,8
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,1,2,29,28,30,30,60
OCURI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,15,11,139,152,154,163,317
OKINAWA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,1,3,77,88,78,91,169
OMEREQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,9,9,44,46,53,55,108
ORURO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,237,204,853,804,1090,1008,2098
PADCAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,16,9,206,200,222,209,431
PADILLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,3,5,196,214,199,219,418
PAILON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,16,20,162,171,178,191,369
PALCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,18,11,57,65,75,76,151
PALOS BLANCOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,26,18,224,211,250,229,479
PAMPA AULLAGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,4,3,20,21,24,24,48
PAMPA GRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,2,4,30,26,32,30,62
PAPEL PAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,2,7,8,15,10,22,32
PASORAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,18,10,51,40,69,50,119
PATACAMAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,1,6,35,31,36,37,73
PAZÑA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,19,11,69,94,88,105,193
PELECHUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,4,0,50,40,54,40,94
POCOATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,14,31,163,143,177,174,351
POCONA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,46,30,43,53,89,83,172
POJO (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,15,11,85,72,100,83,183
POOPO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,3,1,39,44,42,45,87
PORCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,4,0,24,36,28,36,64
POROMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,23,27,236,227,259,254,513
PORONGO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,28,25,44,64,72,89,161
PORTACHUELO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,8,15,97,108,105,123,228
PORVENIR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,8,6,70,57,78,63,141
POSTRER VALLE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,3,2,13,22,16,24,40
POTOSI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,65,65,257,249,322,314,636
PRESTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,2,1,125,142,127,143,270
PUCARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,0,0,18,20,18,20,38
PUCARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,19,25,99,111,118,136,254
PUERTO ACOSTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,12,13,19,18,31,31,62
PUERTO CARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,4,9,85,75,89,84,173
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,7,4,98,115,105,119,224
PUERTO PEREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,1,3,12,17,13,20,33
PUERTO QUIJARRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,3,1,19,39,22,40,62
PUERTO RICO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,10,11,50,48,60,59,119
PUERTO SILES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,1,1,37,40,38,41,79
PUERTO SUAREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,18,16,25,32,43,48,91
PUERTO VILLARROEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,79,78,382,320,461,398,859
PUNA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,23,39,185,140,208,179,387
PUNATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,49,51,55,66,104,117,221
QUIABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,1,4,13,10,14,14,28
QUILLACOLLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,207,140,222,190,429,330,759
QUIME,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,11,13,50,59,61,72,133
QUIRUSILLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,3,6,16,15,19,21,40
RAVELO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,15,14,262,240,277,254,531
REYES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,0,0,112,121,112,121,233
RIBERALTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,122,117,613,547,735,664,1399
ROBORE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,2,1,81,79,83,80,163
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,0,0,109,99,109,99,208
SABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,3,3,22,15,25,18,43
SACABA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,112,101,486,477,598,578,1176
SACABAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,13,11,38,55,51,66,117
SACACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,8,11,156,194,164,205,369
SAIPINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,3,1,63,72,66,73,139
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,9,7,129,101,138,108,246
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,8,3,21,12,29,15,44
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,0,1,7,12,7,13,20
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,15,29,102,97,117,126,243
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,3,4,15,9,18,13,31
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,2,3,14,11,16,14,30
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,9,18,134,127,143,145,288
SAN BENITO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,41,28,51,46,92,74,166
SAN BORJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,0,0,456,439,456,439,895
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,2,4,79,79,81,83,164
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,9,10,66,71,75,81,156
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,54,52,269,231,323,283,606
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,80,83,539,494,619,577,1196
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,4,4,27,16,31,20,51
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,30,24,38,31,68,55,123
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,0,2,25,36,25,38,63
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,25,25,69,65,94,90,184
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,4,9,69,73,73,82,155
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,30,21,189,121,219,142,361
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,3,4,14,21,17,25,42
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,14,13,109,112,123,125,248
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,48,30,4726,702,4774,732,5506
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,7,4,38,43,45,47,92
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,12,9,88,103,100,112,212
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,0,0,24,19,24,19,43
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,14,8,135,111,149,119,268
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,24,20,236,207,260,227,487
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,3,4,56,60,59,64,123
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,0,1,0,2,0,3,3
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,1,2,18,16,19,18,37
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,8,10,6,12,14,22,36
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,15,9,49,42,64,51,115
SAN RAMON BENI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,16,15,23,40,39,55,94
SAN RAMON SCZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,4,3,23,23,27,26,53
SANTA ANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,43,47,63,60,106,107,213
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,889,844,1851,1739,2740,2583,5323
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,16,12,45,40,61,52,113
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,17,16,194,182,211,198,409
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,1,3,11,7,12,10,22
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,11,1,85,94,96,95,191
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,3,7,12,18,15,25,40
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,3,4,21,36,24,40,64
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,3,4,31,24,34,28,62
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,5,4,43,41,48,45,93
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,6,6,62,63,68,69,137
SENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,8,6,57,46,65,52,117
SHINAOTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,49,51,153,134,202,185,387
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,3,2,129,101,132,103,235
SICAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,0,0,31,38,31,38,69
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,65,61,92,90,157,151,308
SOPACHUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,1,0,182,172,183,172,355
SORACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,6,8,149,130,155,138,293
SORATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,25,27,77,88,102,115,217
SUCRE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,324,296,1658,1658,1982,1954,3936
TACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,8,8,2,1,10,9,19
TACACOMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,17,8,25,18,42,26,68
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,3,6,59,57,62,63,125
TACOPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,6,15,139,128,145,143,288
TAHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,0,1,1,0,1,1,2
TAPACARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,36,32,165,181,201,213,414
TARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,6,2,391,357,397,359,756
TARACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,2,2,17,23,19,25,44
TARATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,5,7,33,57,38,64,102
TARIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,247,223,513,474,760,697,1457
TARVITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,8,5,350,358,358,363,721
TEOPONTE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,1,0,80,102,81,102,183
TIAWANACU,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,19,21,38,49,57,70,127
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,7,8,65,91,72,99,171
TIPUANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,3,8,64,82,67,90,157
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,227,201,249,248,476,449,925
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,5,6,81,99,86,105,191
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,0,0,13,11,13,11,24
TOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,3,9,20,21,23,30,53
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,0,0,1,2,1,2,3
TOLATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,6,13,31,28,37,41,78
TOLEDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,1,1,43,34,44,35,79
TOMAVE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,9,10,94,93,103,103,206
TOMINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,14,10,200,235,214,245,459
TORO TORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,3,3,61,83,64,86,150
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,27,30,21,20,48,50,98
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,4,2,82,92,86,94,180
TRIGAL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,1,2,5,12,6,14,20
TRINIDAD,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,176,168,249,246,425,414,839
TUPIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,0,0,304,245,304,245,549
TURCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,2,4,44,49,46,53,99
UMALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,9,13,50,30,59,43,102
UNCIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,17,20,59,69,76,89,165
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,46,32,117,111,163,143,306
URUBICHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,0,0,208,227,208,227,435
UYUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,6,12,107,97,113,109,222
VACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,9,2,13,20,22,22,44
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,9,7,55,48,64,55,119
VIACHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2010-08-01,51,45,157,155,208,200,408
