,group,variable,month,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
ROBORE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,2,2,97,98,99,100,199
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,35,17,42,40,77,57,134
SABAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,2,1,10,11,12,12,24
SACABA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,122,138,447,463,569,601,1170
SACABAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,8,8,15,16,23,24,47
SACACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,17,17,135,122,152,139,291
SAIPINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,1,6,18,28,19,34,53
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,6,2,81,69,87,71,158
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,11,4,27,31,38,35,73
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,0,0,7,5,7,5,12
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,7,9,17,24,24,33,57
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,0,2,8,14,8,16,24
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,0,1,8,10,8,11,19
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,9,0,117,0,126,0,126
SAN BENITO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,35,29,57,45,92,74,166
SAN BORJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,4,6,182,177,186,183,369
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,8,8,29,35,37,43,80
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,18,11,40,58,58,69,127
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,33,25,130,86,163,111,274
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,61,72,247,266,308,338,646
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,19,4,2,0,21,4,25
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,13,11,43,37,56,48,104
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,0,1,13,34,13,35,48
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,89,56,0,0,89,56,145
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,2,0,43,30,45,30,75
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,91,0,117,0,208,0,208
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,5,3,13,18,18,21,39
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,89,66,41,39,130,105,235
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,333,273,0,0,333,273,606
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,8,6,43,45,51,51,102
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,3,4,32,36,35,40,75
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,0,0,13,11,13,11,24
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,0,4,82,62,82,66,148
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,21,22,104,102,125,124,249
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,4,4,26,24,30,28,58
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,0,1,0,2,0,3,3
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,2,2,22,14,24,16,40
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,0,0,4,2,4,2,6
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,3,6,29,24,32,30,62
SAN RAMON BENI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,3,5,17,15,20,20,40
SAN RAMON SCZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,7,0,77,0,84,0,84
SANTA ANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,115,75,28,22,143,97,240
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,947,861,1775,1673,2722,2534,5256
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,2,2,43,38,45,40,85
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,11,10,48,30,59,40,99
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,2,3,15,21,17,24,41
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,6,2,42,42,48,44,92
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,5,11,12,9,17,20,37
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,3,3,14,29,17,32,49
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,5,4,23,30,28,34,62
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,3,2,25,22,28,24,52
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,3,1,40,49,43,50,93
SENA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,2,1,24,13,26,14,40
SHINAOTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,102,81,97,74,199,155,354
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,1,1,108,111,109,112,221
SICAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,0,0,34,15,34,15,49
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,35,20,135,127,170,147,317
SOPACHUY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,71,72,0,0,71,72,143
SORACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,11,13,76,62,87,75,162
SORATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,22,16,54,61,76,77,153
SUCRE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,718,665,70,60,788,725,1513
TACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,0,2,3,4,3,6,9
TACACOMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,25,13,16,22,41,35,76
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,12,8,28,25,40,33,73
TACOPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,3,6,63,64,66,70,136
TAHUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,0,0,3,4,3,4,7
TAPACARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,63,32,192,60,255,92,347
TARABUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,169,158,1,1,170,159,329
TARACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,12,4,25,14,37,18,55
TARATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,11,5,60,61,71,66,137
TARIJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,481,434,393,324,874,758,1632
TARVITA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,136,142,0,0,136,142,278
TEOPONTE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,6,17,37,31,43,48,91
TIAWANACU,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,5,8,50,68,55,76,131
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,3,0,0,9,3,9,12
TIPUANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,6,7,33,45,39,52,91
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,142,86,144,158,286,244,530
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,96,95,25,30,121,125,246
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,0,0,4,5,4,5,9
TOCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,2,1,28,30,30,31,61
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,0,0,1,1,1,1,2
TOLATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,13,14,4,6,17,20,37
TOLEDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,3,1,24,24,27,25,52
TOMAVE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,18,20,31,34,49,54,103
TOMINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,76,82,0,0,76,82,158
TORO TORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,9,9,16,16,25,25,50
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,52,8,111,0,163,8,171
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,2,4,24,19,26,23,49
TRIGAL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,2,3,21,6,23,9,32
TRINIDAD,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,155,112,266,98,421,210,631
TUPIZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,3,1,205,196,208,197,405
TURCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,0,2,27,25,27,27,54
UMALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,5,6,47,27,52,33,85
UNCIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,19,21,55,60,74,81,155
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,34,34,97,87,131,121,252
UYUNI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,8,6,112,109,120,115,235
VACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,8,20,33,39,41,59,100
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,11,8,43,36,54,44,98
VIACHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,33,51,202,131,235,182,417
VILA VILA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,1,5,30,31,31,36,67
VILLA CHARCAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,66,60,9,6,75,66,141
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,22,20,259,220,281,240,521
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,3,0,41,34,44,34,78
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,17,20,14,10,31,30,61
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,98,65,0,0,98,65,163
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,162,148,210,173,372,321,693
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,4,2,45,47,49,49,98
VILLAZON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,29,18,234,221,263,239,502
VINTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,84,64,78,83,162,147,309
VITICHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,3,0,14,6,17,6,23
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,1,2,16,10,17,12,29
WARNES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,97,75,144,111,241,186,427
YACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,12,7,42,23,54,30,84
YACUIBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,89,62,337,304,426,366,792
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,47,53,0,0,47,53,100
YANACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,5,7,12,19,17,26,43
YAPACANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,0,6,255,219,255,225,480
YOCALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,10,14,34,37,44,51,95
YOTALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,63,67,0,0,63,67,130
YUNCHARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,3,5,53,54,56,59,115
YUNGUYO DE LITORAL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,0,0,1,0,1,0,1
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-01-01,51,44,0,0,51,44,95
ACACIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-02-01,4,4,37,38,41,42,83
ACHACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-02-01,29,32,174,172,203,204,407
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-02-01,15,18,24,16,39,34,73
AIQUILE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-02-01,27,32,74,68,101,100,201
ALALAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-02-01,9,8,16,19,25,27,52
ALCALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-02-01,6,4,20,18,26,22,48
ALTO BENI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-02-01,0,0,39,34,39,34,73
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-02-01,7,4,51,62,58,66,124
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-02-01,2,4,18,19,20,23,43
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-02-01,1,4,22,13,23,17,40
ANZALDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-02-01,23,22,27,24,50,46,96
APOLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-02-01,13,14,76,61,89,75,164
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-02-01,5,4,16,27,21,31,52
ARANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-02-01,17,13,74,45,91,58,149
ARBIETO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-02-01,15,0,67,67,82,67,149
ARQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-02-01,29,24,51,39,80,63,143
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-02-01,161,170,0,0,161,170,331
ATOCHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-02-01,0,1,75,63,75,64,139
AUCAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-02-01,3,0,9,17,12,17,29
AYATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-02-01,6,6,52,40,58,46,104
AYO AYO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-02-01,8,3,42,42,50,45,95
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-02-01,31,21,111,99,142,120,262
AZURDUY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-02-01,17,22,65,61,82,83,165
BATALLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-02-01,22,8,65,63,87,71,158
BAURES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-02-01,0,0,16,20,16,20,36
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-02-01,0,0,8,3,8,3,11
BELEN DE URMIRI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-02-01,0,0,11,10,11,10,21
BELLA FLOR,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-02-01,3,4,14,10,17,14,31
BERMEJO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-02-01,44,23,78,57,122,80,202
BETANZOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2010-02-01,30,13,210,175,240,188,428
