municipality,group,variable,month,Niñas(os) de 1 año con dosis completa de hierro,TOTAL
TARIJA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,189,189
TARVITA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,20,20
TEOPONTE,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,18,18
TIAHUANACU,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,12,12
TINGUIPAYA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,13,13
TIPUANI,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,11,11
TIQUIPAYA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,72,72
TIRAQUE (CBBA),micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,32,32
TITO YUPANQUI (PARQUIPUJIO),micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,1,1
TOCO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,12,12
TOLATA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,10,10
TOLEDO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,3,3
TOMAVE,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,8,8
TOMINA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,13,13
TORO TORO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,12,12
TOTORA(CBBA),micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,24,24
TOTORA(ORR),micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,3,3
TRIGAL,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,1,1
TRINIDAD,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,74,74
TUPIZA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,47,47
TURCO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,2,2
UMALA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,3,3
UNCIA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,37,37
URIONDO (A. CONCEPCION),micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,19,19
URUBICHA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,3,3
UYUNI,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,37,37
VACAS,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,10,10
VALLEGRANDE,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,24,24
VIACHA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,91,91
VILA VILA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,5,5
VILLA CHARCAS,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,20,20
VILLA MONTES,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,82,82
VILLA NUEVA (LOMA ALTA),micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,4,4
VILLA RIVERO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,13,13
VILLA SERRANO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,8,8
VILLA TUNARI,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,147,147
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,9,9
VILLAZON,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,48,48
VINTO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,81,81
VITICHI,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,6,6
WALDO BALLIVIAN,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,1,1
WARNES,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,244,244
YACO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,7,7
YACUIBA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,137,137
YAMPARAEZ,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,5,5
YANACACHI,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,9,9
YAPACANI,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,76,76
YOCALLA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,8,8
YOTALA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,14,14
YUNCHARA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,6,6
YUNGUYO DE LITORAL,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-02-01,1,1
ACACIO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,1,1
ACHACACHI,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,18,18
ACHOCALLA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,29,29
AIQUILE,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,24,24
ALALAY,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,1,1
ALCALA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,1,1
ALTO BENI,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,18,18
ANCORAIMES,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,14,14
ANDAMARCA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,9,9
ANTEQUERA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,2,2
ANZALDO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,2,2
APOLO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,18,18
ARAMPAMPA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,3,3
ARANI,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,10,10
ARBIETO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,22,22
ARQUE,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,15,15
ASCENCION DE GUARAYOS,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,82,82
ATOCHA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,16,16
AUCAPATA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,5,5
AYATA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,9,9
AYO AYO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,33,33
AZURDUY,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,19,19
BATALLAS,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,20,20
BELEN DE ANDAMARCA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,5,5
BELEN DE URMIRI,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,1,1
BELLA FLOR,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,7,7
BERMEJO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,33,33
BETANZOS,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,39,39
BOLIVAR,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,6,6
BOLPEBRA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,1,1
BOYUIBE,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,5,5
BUENA VISTA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,15,15
CABEZAS,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,48,48
CAIROMA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,16,16
"CAIZA ""D""",micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,12,12
CAJUATA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,10,10
CALACOTO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,3,3
CALAMARCA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,18,18
CAMARGO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,19,19
CAMATAQUI (C. VILLA ABECIA),micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,2,2
CAMIRI,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,31,31
CAPINOTA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,24,24
CAQUIAVIRI,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,6,6
CARACOLLO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,18,18
CARANAVI,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,39,39
CARAPARI,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,15,15
CARIPUYO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,12,12
CARMEN RIVERO TORREZ,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,25,25
CATACORA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,4,4
CHACARILLA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,3,3
CHALLAPATA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,31,31
CHAQUI,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,7,7
CHARAGUA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,63,63
CHARAÑA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,4,4
CHAYANTA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,11,11
CHIMORE,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,50,50
CHIPAYA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,1,1
CHOQUE COTA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,1,1
CHUA COCANI,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,5,5
CHULUMANI (V. DE LA LIBERTAD),micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,21,21
CHUMA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,12,12
CKOCHAS,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,15,15
CLIZA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,25,25
COBIJA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,87,87
COCAPATA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,34,34
COCHABAMBA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,457,457
COLCAPIRHUA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,46,46
"COLCHA ""K""",micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,17,17
COLLANA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,2,2
COLOMI,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,40,40
COLPA BELGICA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,7,7
COLQUECHACA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,24,24
COLQUENCHA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,10,10
COLQUIRI,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,32,32
COMANCHE,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,3,3
COMARAPA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,13,13
CONCEPCION,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,5,5
COPACABANA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,7,7
CORIPATA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,13,13
CORO CORO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,10,10
COROICO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,17,17
CORQUE,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,9,9
COTAGAITA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,22,22
COTOCA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,94,94
CRUZ DE MACHACAMARCA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,1,1
CUATRO CAÑADAS,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,5,5
CUEVO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,4,4
CULPINA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,25,25
CURAHUARA DE CARANGAS,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,3,3
CURVA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,5,5
DESAGUADERO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,7,7
EL ALTO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,835,835
EL CHORO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,3,3
EL PUENTE(STC),micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,17,17
EL PUENTE(TJA),micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,8,8
EL TORNO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,61,61
EL VILLAR,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,5,5
ENTRE RIOS TRJ,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,23,23
ENTRE RIOS CBBA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,72,72
ESCOMA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,7,7
EUCALIPTUS,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,4,4
EUREKA (SANTOS MERCADO),micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,12,12
EXALTACION,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,2,2
FERNANDEZ ALONSO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,14,14
FILADELFIA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,19,19
GAIOC JATUN AYLLU YURA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,5,5
GENERAL SAAVEDRA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,19,19
GIA-TIM,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,11,11
GUANAY,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,36,36
GUAQUI,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,7,7
GUAYARAMERIN,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,5,5
GUTIERREZ,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,1,1
HUACARETA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,15,15
HUACAYA (VILLA DE HUACAYA),micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,3,3
HUACHACALLA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,3,3
HUANUNI,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,21,21
HUARINA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,10,10
HUATAJATA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,3,3
HUAYLLAMARCA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,3,3
HUMANATA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,5,5
ICHOCA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,4,4
ICLA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,2,2
INCAHUASI,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,20,20
INGAVI (HUMAITA),micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,1,1
INQUISIVI,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,4,4
IRUPANA (VILLA DE LANZA),micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,24,24
IXIAMAS,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,21,21
JESUS DE MACHACA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,14,14
LA ASUNTA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,54,54
LA GUARDIA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,56,56
LA PAZ,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,415,415
LAGUNILLAS,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,3,3
LAJA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,20,20
LAS CARRERAS,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,1,1
LICOMA PAMPA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,3,3
LLALLAGUA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,67,67
LLICA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,4,4
LURIBAY,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,13,13
MACHACAMARCA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,3,3
MACHARETI,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,8,8
MAGDALENA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,12,12
MAIRANA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,18,18
MALLA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,3,3
MAPIRI,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,22,22
MECAPACA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,10,10
MINEROS,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,47,47
MIZQUE,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,20,20
MOCOMOCO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,8,8
MOJOCOYA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,3,3
MONTEAGUDO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,29,29
MONTERO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,153,153
MORO MORO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,2,2
MOROCHATA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,11,11
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,5,5
NAZACARA DE PACAJES,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,4,4
OCURI,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,11,11
OKINAWA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,41,41
OMEREQUE,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,8,8
ORURO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,398,398
PADCAYA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,12,12
PADILLA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,10,10
PAILON,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,22,22
PALCA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,47,47
PALOS BLANCOS,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,40,40
PAMPA AULLAGAS,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,2,2
PAPEL PAMPA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,7,7
PASORAPA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,2,2
PATACAMAYA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,23,23
PAZÑA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,5,5
PELECHUCO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,13,13
POCOATA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,17,17
POCONA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,17,17
POJO (CBBA),micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,16,16
POOPO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,5,5
PORCO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,24,24
POROMA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,18,18
PORONGO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,12,12
PORTACHUELO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,18,18
PORVENIR,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,8,8
POTOSI,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,330,330
PRESTO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,3,3
PUCARANI,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,40,40
PUERTO ACOSTA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,13,13
PUERTO CARABUCO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,7,7
PUERTO GONZALO MORENO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,3,3
PUERTO PEREZ,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,6,6
PUERTO QUIJARRO,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,16,16
PUERTO SUAREZ,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,3,3
PUERTO VILLARROEL,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,95,95
PUNA,micronutrientes y lactancia materna,ninas(os) de 1 ano con dosis completa de hierro,2024-03-01,19,19
