municipality,group,variable,month,Niñas(os) RN con lactancia materna inmediata,TOTAL
SACABA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,227,227
SACABAMBA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,1,1
SACACA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,17,17
SAIPINA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,4,4
SALINAS DE GARCI MENDOZA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,6,6
SAMAIPATA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,2,2
SAN AGUSTIN,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,1,1
SAN ANDRES,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,6,6
SAN ANDRES DE MACHACA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,1,1
SAN ANTONIO DE ESMORUCO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,3,3
SAN BENITO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,3,3
SAN BORJA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,27,27
SAN BUENA VENTURA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,22,22
SAN CARLOS,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,25,25
SAN IGNACIO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,27,27
SAN IGNACIO DE VELASCO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,76,76
SAN JAVIER(BNI),micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,1,1
SAN JAVIER(STC),micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,20,20
SAN JOAQUIN,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,15,15
SAN JOSE DE CHIQUITOS,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,49,49
SAN JUAN DE YAPACANI,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,2,2
SAN JULIAN,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,55,55
SAN LORENZO(PND),micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,9,9
SAN LORENZO(TJA),micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,3,3
SAN LUCAS,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,38,38
SAN MATIAS,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,21,21
SAN MIGUEL DE VELASCO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,16,16
SAN PABLO DE LIPEZ,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,2,2
SAN PEDRO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,10,10
SAN PEDRO DE BUENA VISTA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,26,26
SAN PEDRO DE CURAHUARA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,8,8
SAN PEDRO DE MACHA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,21,21
SAN PEDRO DE TIQUINA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,1,1
SAN RAFAEL,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,2,2
SAN RAMON BENI,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,8,8
SAN RAMON SCZ,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,11,11
SANTA ANA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,29,29
SANTA CRUZ DE LA SIERRA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,1500,1500
SANTA ROSA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,18,18
SANTA ROSA DEL SARA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,6,6
SANTIAGO DE CALLAPA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,5,5
SANTIAGO DE HUARI,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,4,4
SANTIAGO DE HUATA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,1,1
SANTIAGO DE MACHACA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,2,2
SANTIVAÑES,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,3,3
SANTUARIO DE QUILLACAS,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,1,1
SAPAHAQUI,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,8,8
SENA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,7,7
SHINAOTA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,37,37
SICA SICA (VILLA AROMA),micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,11,11
SICAYA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,1,1
SIPE SIPE,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,38,38
SOPACHUY,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,6,6
SORACACHI,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,2,2
SORATA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,18,18
SUCRE,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,330,330
TACACOMA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,2,2
TACOBAMBA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,3,3
TACOPAYA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,5,5
TAHUA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,1,1
TAPACARI,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,14,14
TARABUCO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,6,6
TARACO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,2,2
TARATA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,3,3
TARIJA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,268,268
TARVITA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,13,13
TEOPONTE,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,13,13
TIAHUANACU,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,8,8
TINGUIPAYA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,12,12
TIPUANI,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,3,3
TIQUIPAYA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,70,70
TIRAQUE (CBBA),micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,13,13
TITO YUPANQUI (PARQUIPUJIO),micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,1,1
TOCO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,4,4
TOLEDO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,2,2
TOMAVE,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,4,4
TOMINA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,4,4
TORO TORO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,9,9
TOTORA(CBBA),micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,20,20
TOTORA(ORR),micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,4,4
TRINIDAD,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,187,187
TUPIZA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,64,64
UMALA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,4,4
UNCIA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,20,20
URIONDO (A. CONCEPCION),micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,3,3
URUBICHA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,4,4
UYUNI,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,38,38
VACAS,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,1,1
VALLEGRANDE,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,14,14
VIACHA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,24,24
VILA VILA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,6,6
VILLA CHARCAS,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,15,15
VILLA MONTES,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,76,76
VILLA NUEVA (LOMA ALTA),micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,4,4
VILLA RIVERO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,2,2
VILLA SERRANO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,5,5
VILLA TUNARI,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,142,142
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,7,7
VILLAZON,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,33,33
VINTO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,31,31
VITICHI,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,6,6
WALDO BALLIVIAN,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,1,1
WARNES,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,107,107
YACO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,9,9
YACUIBA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,133,133
YAMPARAEZ,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,5,5
YANACACHI,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,2,2
YAPACANI,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,89,89
YOCALLA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,3,3
YOTALA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,6,6
YUNCHARA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,2,2
ZUDAÑEZ,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-03-01,3,3
ACACIO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,3,3
ACHACACHI,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,44,44
ACHOCALLA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,14,14
AIQUILE,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,20,20
ALALAY,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,2,2
ALCALA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,1,1
ALTO BENI,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,6,6
ANCORAIMES,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,9,9
ANDAMARCA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,1,1
ANTEQUERA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,1,1
ANZALDO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,3,3
APOLO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,21,21
ARAMPAMPA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,3,3
ARANI,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,3,3
ARBIETO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,11,11
ARQUE,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,10,10
ASCENCION DE GUARAYOS,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,1,1
ATOCHA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,4,4
AUCAPATA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,4,4
AYATA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,5,5
AYO AYO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,21,21
AZURDUY,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,11,11
BATALLAS,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,13,13
BAURES,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,4,4
BERMEJO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,27,27
BETANZOS,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,20,20
BOLIVAR,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,9,9
BOYUIBE,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,3,3
BUENA VISTA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,2,2
CABEZAS,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,20,20
CAIROMA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,10,10
"CAIZA ""D""",micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,9,9
CAJUATA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,5,5
CALACOTO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,4,4
CALAMARCA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,9,9
CAMARGO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,13,13
CAMATAQUI (C. VILLA ABECIA),micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,2,2
CAMIRI,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,7,7
CAPINOTA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,14,14
CAQUIAVIRI,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,4,4
CARACOLLO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,25,25
CARANAVI,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,90,90
CARAPARI,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,6,6
CARIPUYO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,7,7
CARMEN RIVERO TORREZ,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,4,4
CATACORA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,1,1
CHACARILLA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,1,1
CHALLAPATA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,43,43
CHAQUI,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,7,7
CHARAGUA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,32,32
CHARAÑA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,2,2
CHAYANTA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,9,9
CHIMORE,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,32,32
CHIPAYA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,1,1
CHUA COCANI,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,3,3
CHULUMANI (V. DE LA LIBERTAD),micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,11,11
CHUMA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,5,5
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,4,4
CKOCHAS,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,12,12
CLIZA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,22,22
COBIJA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,47,47
COCAPATA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,14,14
COCHABAMBA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,859,859
COIPASA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,1,1
COLCAPIRHUA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,34,34
"COLCHA ""K""",micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,4,4
COLLANA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,2,2
COLOMI,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,13,13
COLPA BELGICA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,3,3
COLQUECHACA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,16,16
COLQUENCHA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,8,8
COLQUIRI,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,9,9
COMANCHE,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,1,1
COMARAPA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,21,21
CONCEPCION,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,4,4
COPACABANA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,8,8
CORIPATA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,11,11
CORO CORO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,6,6
COROICO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,13,13
CORQUE,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,1,1
COTAGAITA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,15,15
COTOCA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,95,95
CUATRO CAÑADAS,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,24,24
CUEVO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,1,1
CULPINA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,15,15
CURAHUARA DE CARANGAS,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,1,1
DESAGUADERO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,3,3
EL ALTO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,1051,1051
EL CHORO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,1,1
EL PUENTE(STC),micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,2,2
EL PUENTE(TJA),micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,5,5
EL TORNO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,52,52
EL VILLAR,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,3,3
ENTRE RIOS TRJ,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,3,3
ENTRE RIOS CBBA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,50,50
ESCOMA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,8,8
EUCALIPTUS,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,1,1
FERNANDEZ ALONSO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,9,9
FILADELFIA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,1,1
GAIOC JATUN AYLLU YURA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,1,1
GENERAL SAAVEDRA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,5,5
GIA-TIM,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,15,15
GUANAY,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,19,19
GUAQUI,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,10,10
GUAYARAMERIN,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,68,68
GUTIERREZ,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,7,7
HUACARAJE,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,3,3
HUACARETA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,7,7
HUACAYA (VILLA DE HUACAYA),micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,3,3
HUANUNI,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,26,26
HUARINA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,7,7
HUATAJATA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,1,1
HUAYLLAMARCA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,1,1
HUMANATA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,3,3
ICHOCA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,3,3
ICLA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,4,4
INCAHUASI,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,14,14
INGAVI (HUMAITA),micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,1,1
INQUISIVI,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,14,14
IRUPANA (VILLA DE LANZA),micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,8,8
IXIAMAS,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,2,2
JESUS DE MACHACA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,3,3
LA ASUNTA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,52,52
LA GUARDIA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,59,59
LA PAZ,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,362,362
LA RIVERA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,1,1
LAGUNILLAS,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,5,5
LAJA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,15,15
LAS CARRERAS,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,2,2
LLALLAGUA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,66,66
LORETO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,1,1
LURIBAY,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,8,8
MACHARETI,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,2,2
MAGDALENA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,3,3
MAIRANA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,18,18
MALLA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,1,1
MAPIRI,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,25,25
MECAPACA,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,3,3
MINEROS,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,10,10
MIZQUE,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,27,27
MOCOMOCO,micronutrientes y lactancia materna,ninas(os) rn con lactancia materna inmediata,2024-04-01,8,8
