municipality,group,variable,month,Mujeres puérperas con dosis completa de hierro,TOTAL
COCHABAMBA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,857,857
COLCAPIRHUA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,30,30
"COLCHA ""K""",micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,8,8
COLLANA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,1,1
COLOMI,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,18,18
COLPA BELGICA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,6,6
COLQUECHACA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,28,28
COLQUENCHA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,3,3
COLQUIRI,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,18,18
COMANCHE,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,1,1
COMARAPA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,21,21
CONCEPCION,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,26,26
COPACABANA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,6,6
CORIPATA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,16,16
CORO CORO,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,4,4
COROICO,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,21,21
CORQUE,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,1,1
COTAGAITA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,11,11
COTOCA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,66,66
CUATRO CAÑADAS,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,22,22
CUCHUMUELA (V. G. VILLARROEL),micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,1,1
CUEVO,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,7,7
CULPINA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,11,11
CURAHUARA DE CARANGAS,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,1,1
CURVA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,1,1
DESAGUADERO,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,3,3
EL ALTO,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,1027,1027
EL CHORO,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,2,2
EL PUENTE(STC),micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,7,7
EL PUENTE(TJA),micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,4,4
EL TORNO,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,46,46
EL VILLAR,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,4,4
ENTRE RIOS TRJ,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,11,11
ENTRE RIOS CBBA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,37,37
ESCOMA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,5,5
EUCALIPTUS,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,2,2
FERNANDEZ ALONSO,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,2,2
FILADELFIA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,3,3
GAIOC JATUN AYLLU YURA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,9,9
GENERAL SAAVEDRA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,5,5
GIA-TIM,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,6,6
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,14,14
GUANAY,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,12,12
GUAQUI,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,3,3
GUAYARAMERIN,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,52,52
GUTIERREZ,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,7,7
HUACARAJE,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,2,2
HUACARETA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,3,3
HUACHACALLA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,2,2
HUANUNI,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,17,17
HUARINA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,4,4
HUATAJATA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,2,2
HUAYLLAMARCA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,2,2
HUMANATA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,9,9
ICHOCA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,4,4
ICLA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,10,10
INCAHUASI,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,13,13
INQUISIVI,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,15,15
IRUPANA (VILLA DE LANZA),micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,12,12
IXIAMAS,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,8,8
JESUS DE MACHACA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,4,4
LA ASUNTA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,55,55
LA GUARDIA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,25,25
LA PAZ,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,504,504
LAGUNILLAS,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,4,4
LAJA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,10,10
LAS CARRERAS,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,1,1
LICOMA PAMPA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,5,5
LLALLAGUA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,64,64
LLICA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,4,4
LURIBAY,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,4,4
MACHACAMARCA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,1,1
MACHARETI,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,3,3
MAGDALENA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,7,7
MAIRANA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,17,17
MAPIRI,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,13,13
MECAPACA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,6,6
MINEROS,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,9,9
MIZQUE,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,21,21
MOCOMOCO,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,6,6
MOJOCOYA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,5,5
MONTEAGUDO,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,38,38
MONTERO,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,574,574
MOROCHATA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,12,12
OCURI,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,6,6
OKINAWA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,8,8
OMEREQUE,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,2,2
ORURO,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,411,411
PADCAYA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,10,10
PADILLA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,7,7
PAILON,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,36,36
PALCA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,12,12
PALOS BLANCOS,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,30,30
PAMPA GRANDE,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,2,2
PAPEL PAMPA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,4,4
PASORAPA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,1,1
PATACAMAYA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,27,27
PAZÑA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,3,3
PELECHUCO,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,5,5
POCOATA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,29,29
POCONA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,9,9
POJO (CBBA),micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,53,53
POOPO,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,6,6
PORCO,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,13,13
POROMA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,11,11
PORONGO,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,2,2
PORTACHUELO,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,22,22
PORVENIR,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,4,4
POSTRER VALLE,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,2,2
POTOSI,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,374,374
PRESTO,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,2,2
PUCARANI,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,34,34
PUERTO ACOSTA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,5,5
PUERTO CARABUCO,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,12,12
PUERTO GONZALO MORENO,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,5,5
PUERTO PEREZ,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,4,4
PUERTO RICO,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,3,3
PUERTO VILLARROEL,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,134,134
PUNA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,12,12
PUNATA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,67,67
QUIABAYA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,2,2
QUILLACOLLO,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,168,168
QUIME,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,8,8
RAQAYPAMPA(ETA),micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,12,12
RAVELO,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,5,5
REYES,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,6,6
RIBERALTA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,234,234
ROBORE,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,4,4
RURRENABAQUE,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,14,14
SABAYA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,4,4
SACABA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,191,191
SACABAMBA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,3,3
SACACA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,16,16
SAIPINA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,5,5
SALINAS DE GARCI MENDOZA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,3,3
SAMAIPATA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,4,4
SAN AGUSTIN,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,4,4
SAN ANDRES,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,2,2
SAN ANDRES DE MACHACA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,8,8
SAN BENITO,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,2,2
SAN BORJA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,48,48
SAN BUENA VENTURA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,23,23
SAN CARLOS,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,18,18
SAN IGNACIO,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,30,30
SAN IGNACIO DE VELASCO,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,100,100
SAN JAVIER(BNI),micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,1,1
SAN JAVIER(STC),micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,30,30
SAN JOAQUIN,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,5,5
SAN JOSE DE CHIQUITOS,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,25,25
SAN JULIAN,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,50,50
SAN LORENZO(PND),micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,8,8
SAN LORENZO(TJA),micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,3,3
SAN LUCAS,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,30,30
SAN MATIAS,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,17,17
SAN MIGUEL DE VELASCO,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,14,14
SAN PEDRO,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,11,11
SAN PEDRO DE BUENA VISTA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,32,32
SAN PEDRO DE CURAHUARA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,3,3
SAN PEDRO DE MACHA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,19,19
SAN RAFAEL,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,7,7
SAN RAMON BENI,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,4,4
SAN RAMON SCZ,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,8,8
SANTA ANA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,21,21
SANTA CRUZ DE LA SIERRA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,1382,1382
SANTA ROSA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,13,13
SANTA ROSA DEL SARA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,5,5
SANTIAGO DE CALLAPA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,4,4
SANTIAGO DE HUARI,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,2,2
SANTIAGO DE HUATA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,2,2
SANTIAGO DE MACHACA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,2,2
SANTIVAÑES,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,1,1
SANTUARIO DE QUILLACAS,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,3,3
SAPAHAQUI,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,7,7
SENA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,10,10
SHINAOTA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,40,40
SICA SICA (VILLA AROMA),micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,15,15
SICAYA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,5,5
SIPE SIPE,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,31,31
SOPACHUY,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,4,4
SORACACHI,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,9,9
SORATA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,12,12
SUCRE,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,409,409
TACACOMA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,4,4
TACOBAMBA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,10,10
TACOPAYA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,5,5
TAPACARI,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,20,20
TARABUCO,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,9,9
TARACO,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,4,4
TARATA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,4,4
TARIJA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,226,226
TARVITA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,5,5
TEOPONTE,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,11,11
TIAHUANACU,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,7,7
TINGUIPAYA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,12,12
TIPUANI,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,3,3
TIQUIPAYA,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,55,55
TIRAQUE (CBBA),micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,6,6
TITO YUPANQUI (PARQUIPUJIO),micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,1,1
TOCO,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,3,3
TODOS SANTOS,micronutrientes y lactancia materna,mujeres puerperas con dosis completa de hierro,2024-01-01,1,1
