municipality,group,variable,month,Niñas(os) de 2 años a menores de 5 años con 1ra dosis vitamina A,TOTAL
ANCORAIMES,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,35,35
ANDAMARCA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,12,12
ANTEQUERA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,8,8
ANZALDO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,12,12
APOLO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,42,42
ARAMPAMPA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,12,12
ARANI,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,14,14
ARBIETO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,74,74
ARQUE,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,45,45
ASCENCION DE GUARAYOS,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,79,79
ATOCHA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,31,31
AUCAPATA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,11,11
AYATA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,24,24
AYO AYO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,80,80
AZURDUY,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,36,36
BATALLAS,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,33,33
BAURES,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,12,12
BELEN DE ANDAMARCA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,1,1
BELLA FLOR,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,15,15
BERMEJO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,127,127
BETANZOS,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,103,103
BOLIVAR,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,12,12
BOLPEBRA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,4,4
BOYUIBE,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,20,20
BUENA VISTA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,29,29
CABEZAS,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,66,66
CAIROMA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,29,29
"CAIZA ""D""",micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,35,35
CAJUATA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,14,14
CALACOTO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,12,12
CALAMARCA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,29,29
CAMARGO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,46,46
CAMATAQUI (C. VILLA ABECIA),micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,10,10
CAMIRI,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,70,70
CAPINOTA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,104,104
CAQUIAVIRI,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,18,18
CARACOLLO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,52,52
CARANAVI,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,104,104
CARAPARI,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,46,46
CARIPUYO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,36,36
CARMEN RIVERO TORREZ,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,25,25
CATACORA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,5,5
CHACARILLA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,8,8
CHALLAPATA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,134,134
CHAQUI,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,29,29
CHARAGUA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,133,133
CHARAÑA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,2,2
CHAYANTA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,60,60
CHIMORE,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,80,80
CHIPAYA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,5,5
CHOQUE COTA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,4,4
CHUA COCANI,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,13,13
CHULUMANI (V. DE LA LIBERTAD),micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,24,24
CHUMA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,24,24
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,16,16
CKOCHAS,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,36,36
CLIZA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,47,47
COBIJA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,251,251
COCAPATA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,101,101
COCHABAMBA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,778,778
COIPASA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,1,1
COLCAPIRHUA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,66,66
"COLCHA ""K""",micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,33,33
COLLANA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,7,7
COLOMI,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,83,83
COLPA BELGICA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,16,16
COLQUECHACA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,56,56
COLQUENCHA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,15,15
COLQUIRI,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,36,36
COMANCHE,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,2,2
COMARAPA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,33,33
COMBAYA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,3,3
CONCEPCION,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,99,99
COPACABANA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,35,35
CORIPATA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,31,31
CORO CORO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,14,14
COROICO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,30,30
CORQUE,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,19,19
COTAGAITA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,53,53
COTOCA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,140,140
CUATRO CAÑADAS,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,103,103
CUCHUMUELA (V. G. VILLARROEL),micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,3,3
CUEVO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,12,12
CULPINA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,83,83
CURAHUARA DE CARANGAS,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,13,13
CURVA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,10,10
DESAGUADERO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,15,15
EL ALTO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,4272,4272
EL CHORO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,7,7
EL PUENTE(STC),micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,23,23
EL PUENTE(TJA),micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,34,34
EL TORNO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,131,131
EL VILLAR,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,12,12
ENTRE RIOS TRJ,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,80,80
ENTRE RIOS CBBA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,98,98
ESCARA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,2,2
ESCOMA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,25,25
ESMERALDA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,1,1
EUCALIPTUS,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,15,15
EUREKA (SANTOS MERCADO),micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,23,23
EXALTACION,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,3,3
FERNANDEZ ALONSO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,36,36
FILADELFIA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,48,48
GAIOC JATUN AYLLU YURA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,15,15
GENERAL SAAVEDRA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,37,37
GIA-TIM,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,10,10
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,43,43
GUANAY,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,68,68
GUAQUI,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,14,14
GUAYARAMERIN,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,71,71
GUTIERREZ,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,24,24
HUACARAJE,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,5,5
HUACARETA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,33,33
HUACAYA (VILLA DE HUACAYA),micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,8,8
HUANUNI,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,58,58
HUARINA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,14,14
HUATAJATA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,7,7
HUAYLLAMARCA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,15,15
HUMANATA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,11,11
ICHOCA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,9,9
ICLA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,22,22
INCAHUASI,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,48,48
INGAVI (HUMAITA),micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,8,8
INQUISIVI,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,21,21
IRUPANA (VILLA DE LANZA),micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,46,46
IXIAMAS,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,30,30
JESUS DE MACHACA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,35,35
LA ASUNTA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,91,91
LA GUARDIA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,17,17
LA PAZ,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,1091,1091
LAGUNILLAS,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,23,23
LAJA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,48,48
LAS CARRERAS,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,5,5
LICOMA PAMPA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,11,11
LLALLAGUA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,186,186
LLICA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,8,8
LORETO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,9,9
LURIBAY,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,17,17
MACHACAMARCA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,13,13
MACHARETI,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,15,15
MAGDALENA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,23,23
MAIRANA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,36,36
MALLA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,5,5
MAPIRI,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,37,37
MECAPACA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,26,26
MINEROS,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,66,66
MIZQUE,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,47,47
MOCOMOCO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,35,35
MOJINETE,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,1,1
MOJOCOYA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,27,27
MONTEAGUDO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,114,114
MONTERO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,307,307
MORO MORO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,2,2
MOROCHATA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,31,31
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,11,11
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,8,8
OCURI,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,43,43
OKINAWA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,33,33
OMEREQUE,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,25,25
ORURO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,860,860
PADCAYA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,41,41
PADILLA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,34,34
PAILON,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,79,79
PALCA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,70,70
PALOS BLANCOS,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,121,121
PAMPA AULLAGAS,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,12,12
PAMPA GRANDE,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,27,27
PAPEL PAMPA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,9,9
PASORAPA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,4,4
PATACAMAYA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,33,33
PAZÑA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,21,21
PELECHUCO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,28,28
POCOATA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,66,66
POCONA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,32,32
POJO (CBBA),micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,43,43
POOPO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,38,38
PORCO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,28,28
POROMA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,58,58
PORONGO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,31,31
PORTACHUELO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,51,51
PORVENIR,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,26,26
POSTRER VALLE,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,10,10
POTOSI,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,872,872
PRESTO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,14,14
PUCARA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,2,2
PUCARANI,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,108,108
PUERTO ACOSTA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,24,24
PUERTO CARABUCO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,18,18
PUERTO GONZALO MORENO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,19,19
PUERTO PEREZ,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,10,10
PUERTO QUIJARRO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,34,34
PUERTO RICO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,21,21
PUERTO SILES,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,1,1
PUERTO SUAREZ,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,56,56
PUERTO VILLARROEL,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,192,192
PUNA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,74,74
PUNATA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,107,107
QUIABAYA,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,11,11
QUILLACOLLO,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,386,386
QUIME,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,5,5
QUIRUSILLAS,micronutrientes y lactancia materna,ninas(os) de 2 anos a menores de 5 anos con 1ra dosis vitamina a,2024-03-01,10,10
