municipality,group,variable,month,Niñas(os) de 1 año que reciben alimento complementario,TOTAL
BOLPEBRA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,11,11
BOYUIBE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,73,73
BUENA VISTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,108,108
CABEZAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,93,93
CAIROMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,69,69
"CAIZA ""D""",micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,112,112
CAJUATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,36,36
CALACOTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,28,28
CALAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,111,111
CAMARGO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,15,15
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,41,41
CAMIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,259,259
CAPINOTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,191,191
CAQUIAVIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,80,80
CARACOLLO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,185,185
CARANAVI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,242,242
CARANGAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,2,2
CARAPARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,182,182
CARIPUYO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,70,70
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,45,45
CATACORA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,29,29
CHACARILLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,9,9
CHALLAPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,400,400
CHAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,117,117
CHARAGUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,53,53
CHARAÑA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,6,6
CHAYANTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,145,145
CHIMORE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,259,259
CHIPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,17,17
CHOQUE COTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,13,13
CHUA COCANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,26,26
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,7,7
CHUMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,97,97
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,81,81
CKOCHAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,140,140
CLIZA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,176,176
COBIJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,460,460
COCAPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,240,240
COCHABAMBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,2102,2102
COIPASA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,2,2
COLCAPIRHUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,275,275
"COLCHA ""K""",micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,92,92
COLLANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,21,21
COLOMI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,241,241
COLQUECHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,488,488
COLQUENCHA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,111,111
COLQUIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,103,103
COMANCHE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,19,19
COMARAPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,63,63
COMBAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,13,13
CONCEPCION,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,201,201
COPACABANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,64,64
CORIPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,66,66
CORO CORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,70,70
COROICO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,44,44
CORQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,33,33
COTAGAITA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,230,230
COTOCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,257,257
CRUZ DE MACHACAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,2,2
CUATRO CAÑADAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,189,189
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,25,25
CUEVO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,64,64
CULPINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,211,211
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,31,31
CURVA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,25,25
DESAGUADERO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,47,47
EL ALTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,2339,2339
EL CHORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,26,26
EL PUENTE(STC),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,152,152
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,119,119
EL TORNO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,2,2
EL VILLAR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,40,40
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,68,68
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,430,430
ESCARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,5,5
ESCOMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,41,41
ESMERALDA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,4,4
EUCALIPTUS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,52,52
EXALTACION,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,20,20
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,109,109
FILADELFIA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,7,7
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,12,12
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,80,80
GUANAY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,93,93
GUAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,7,7
GUAYARAMERIN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,174,174
GUTIERREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,1,1
HUACARETA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,83,83
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,22,22
HUACHACALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,11,11
HUANUNI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,167,167
HUARINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,36,36
HUATAJATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,8,8
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,22,22
HUMANATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,36,36
ICHOCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,46,46
ICLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,60,60
INCAHUASI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,61,61
INGAVI (HUMAITA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,30,30
INQUISIVI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,113,113
IXIAMAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,26,26
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,93,93
LA ASUNTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,392,392
LA GUARDIA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,193,193
LA PAZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,67,67
LAGUNILLAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,52,52
LAJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,192,192
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,23,23
LICOMA PAMPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,16,16
LLALLAGUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,564,564
LLICA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,17,17
LURIBAY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,83,83
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,30,30
MACHARETI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,50,50
MAIRANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,3,3
MALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,26,26
MAPIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,158,158
MECAPACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,2,2
MINEROS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,42,42
MIZQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,234,234
MOCOMOCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,90,90
MOJINETE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,3,3
MOJOCOYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,79,79
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,250,250
MONTERO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,17,17
MORO MORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,26,26
MOROCHATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,65,65
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,37,37
NAZACARA DE PACAJES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,9,9
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,8,8
OCURI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,181,181
OKINAWA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,57,57
OMEREQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,12,12
ORURO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,2584,2584
PADCAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,222,222
PADILLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,112,112
PAILON,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,67,67
PALCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,132,132
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,151,151
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,25,25
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,110,110
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,45,45
PASORAPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,34,34
PATACAMAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,147,147
PAZÑA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,25,25
PELECHUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,42,42
POCOATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,246,246
POCONA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,127,127
POJO (CBBA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,83,83
POOPO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,68,68
PORCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,189,189
POROMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,161,161
PORONGO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,112,112
PORVENIR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,42,42
POSTRER VALLE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,13,13
POTOSI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,2284,2284
PRESTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,78,78
PUCARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,20,20
PUCARANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,309,309
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,54,54
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,103,103
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,85,85
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,43,43
PUERTO QUIJARRO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,98,98
PUERTO SUAREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,57,57
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,432,432
PUNA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,206,206
QUIABAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,18,18
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,1287,1287
QUIME,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,79,79
QUIRUSILLAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,16,16
RAQAYPAMPA(ETA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,94,94
RAVELO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,205,205
RIBERALTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,201,201
ROBORE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,111,111
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,189,189
SABAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,28,28
SACABA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,1694,1694
SACABAMBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,40,40
SACACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,236,236
SAIPINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,83,83
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,99,99
SAMAIPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,125,125
SAN AGUSTIN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,8,8
SAN ANDRES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,109,109
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,19,19
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,19,19
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,98,98
SAN BENITO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,116,116
SAN BORJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,339,339
SAN BUENA VENTURA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,42,42
SAN CARLOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,149,149
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,828,828
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,136,136
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,23,23
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,94,94
SAN JULIAN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,7,7
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,90,90
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,127,127
SAN LUCAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,393,393
SAN MATIAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,9,9
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,8,8
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,25,25
SAN PEDRO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,203,203
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,408,408
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,55,55
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,11,11
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,9,9
SAN PEDRO(PND),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,20,20
SAN RAFAEL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,88,88
SAN RAMON BENI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,45,45
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,13,13
SANTA ANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,126,126
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,3326,3326
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,181,181
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,34,34
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,64,64
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,3,3
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,36,36
SANTIVAÑES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,57,57
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,47,47
SAPAHAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,73,73
SHINAOTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,215,215
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,163,163
SICAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,57,57
SIPE SIPE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,620,620
SOPACHUY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,81,81
SORACACHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,108,108
SORATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,134,134
SUCRE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,1909,1909
TACACHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,9,9
TACACOMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,63,63
TACOBAMBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,89,89
TACOPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,65,65
TAHUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,11,11
TAPACARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,296,296
TARABUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,165,165
TARACO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,32,32
TARATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,113,113
TARIJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,1271,1271
TARVITA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,51,51
TEOPONTE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,3,3
TIAHUANACU,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,87,87
TINGUIPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,215,215
TIPUANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,10,10
TIQUIPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2020-01-01,75,75
