municipality,group,variable,month,Niñas(os) de 6 meses con lactancia materna exclusiva,TOTAL
ANDAMARCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,3,3
ANTEQUERA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,1,1
ANZALDO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,3,3
APOLO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,5,5
ARAMPAMPA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,5,5
ARANI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,3,3
ARBIETO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,5,5
ARQUE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,4,4
ASCENCION DE GUARAYOS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,9,9
ATOCHA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,6,6
AUCAPATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,3,3
AYATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,3,3
AYO AYO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,16,16
AZURDUY,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,8,8
BAURES,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,9,9
BELEN DE ANDAMARCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,2,2
BELEN DE URMIRI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,1,1
BELLA FLOR,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,4,4
BERMEJO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,4,4
BETANZOS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,28,28
BOLIVAR,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,6,6
BOLPEBRA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,4,4
BOYUIBE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,8,8
BUENA VISTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,8,8
CABEZAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,17,17
CAIROMA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,10,10
"CAIZA ""D""",micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,15,15
CALAMARCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,6,6
CAMARGO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,19,19
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,2,2
CAMIRI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,36,36
CAPINOTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,16,16
CAQUIAVIRI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,2,2
CARACOLLO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,23,23
CARANAVI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,17,17
CARAPARI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,12,12
CARIPUYO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,6,6
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,4,4
CHACARILLA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,1,1
CHALLAPATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,39,39
CHAQUI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,8,8
CHARAGUA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,11,11
CHAYANTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,14,14
CHIMORE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,16,16
CHIPAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,2,2
CHOQUE COTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,12,12
CHUMA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,8,8
CKOCHAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,12,12
CLIZA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,3,3
COBIJA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,41,41
COCAPATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,7,7
COCHABAMBA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,94,94
COLCAPIRHUA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,4,4
"COLCHA ""K""",micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,11,11
COLOMI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,4,4
COLQUECHACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,107,107
COLQUENCHA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,5,5
COLQUIRI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,9,9
COMARAPA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,24,24
COMBAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,1,1
CONCEPCION,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,5,5
CORIPATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,1,1
CORO CORO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,2,2
COROICO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,2,2
CORQUE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,5,5
COTAGAITA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,24,24
COTOCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,18,18
CUATRO CAÑADAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,18,18
CUEVO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,2,2
CULPINA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,19,19
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,3,3
EL ALTO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,473,473
EL CHORO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,3,3
EL PUENTE(STC),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,8,8
EL PUENTE(TJA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,6,6
EL TORNO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,33,33
EL VILLAR,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,5,5
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,13,13
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,39,39
ESCOMA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,4,4
EUCALIPTUS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,5,5
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,5,5
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,7,7
FILADELFIA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,11,11
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,3,3
GUANAY,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,12,12
GUAQUI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,1,1
GUAYARAMERIN,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,21,21
GUTIERREZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,10,10
HUACARETA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,2,2
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,2,2
HUANUNI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,19,19
HUARACAJE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,16,16
HUAYLLAMARCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,6,6
ICHOCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,3,3
ICLA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,2,2
INCAHUASI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,11,11
INGAVI (HUMAITA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,5,5
INQUISIVI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,13,13
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,3,3
IXIAMAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,8,8
JESUS DE MACHACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,6,6
LA ASUNTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,36,36
LA GUARDIA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,172,172
LA PAZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,416,416
LAGUNILLAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,6,6
LAJA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,4,4
LAS CARRERAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,6,6
LLALLAGUA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,71,71
LLICA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,1,1
LORETO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,2,2
LURIBAY,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,9,9
MACHACAMARCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,2,2
MACHARETI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,2,2
MAGDALENA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,19,19
MAIRANA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,7,7
MALLA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,3,3
MAPIRI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,26,26
MECAPACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,1,1
MINEROS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,12,12
MIZQUE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,24,24
MOCOMOCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,14,14
MOJOCOYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,6,6
MONTEAGUDO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,10,10
MONTERO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,41,41
MOROCHATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,3,3
OCURI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,20,20
ORURO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,216,216
PADCAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,7,7
PADILLA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,6,6
PAILON,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,10,10
PALCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,6,6
PALOS BLANCOS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,1,1
PAMPA AULLAGAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,2,2
PAMPA GRANDE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,11,11
PAPEL PAMPA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,5,5
PATACAMAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,5,5
PAZÑA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,5,5
PELECHUCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,2,2
POCOATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,14,14
POCONA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,6,6
POJO (CBBA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,7,7
POOPO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,6,6
PORCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,8,8
POROMA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,15,15
PORONGO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,13,13
PORTACHUELO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,14,14
PORVENIR,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,1,1
POTOSI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,189,189
PRESTO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,12,12
PUCARA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,1,1
PUCARANI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,22,22
PUERTO ACOSTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,4,4
PUERTO CARABUCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,6,6
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,6,6
PUERTO PEREZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,4,4
PUERTO QUIJARRO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,9,9
PUERTO RICO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,13,13
PUERTO SUAREZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,6,6
PUERTO VILLARROEL,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,22,22
PUNA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,20,20
PUNATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,12,12
QUIABAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,1,1
QUILLACOLLO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,70,70
RAQAYPAMPA(ETA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,4,4
RAVELO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,22,22
REYES,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,13,13
RIBERALTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,91,91
ROBORE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,9,9
RURRENABAQUE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,44,44
SABAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,6,6
SACABA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,98,98
SACABAMBA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,1,1
SACACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,22,22
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,18,18
SAMAIPATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,13,13
SAN AGUSTIN,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,2,2
SAN ANDRES,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,5,5
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,15,15
SAN BENITO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,2,2
SAN BORJA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,32,32
SAN CARLOS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,21,21
SAN IGNACIO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,11,11
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,56,56
SAN JAVIER(BNI),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,13,13
SAN JAVIER(STC),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,20,20
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,18,18
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,7,7
SAN JULIAN,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,35,35
SAN LORENZO(PND),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,6,6
SAN LORENZO(TJA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,15,15
SAN LUCAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,30,30
SAN MATIAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,27,27
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,6,6
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,3,3
SAN PEDRO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,6,6
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,40,40
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,6,6
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,3,3
SAN RAFAEL,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,9,9
SAN RAMON BENI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,6,6
SANTA ANA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,10,10
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,571,571
SANTA ROSA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,22,22
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,8,8
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,1,1
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,5,5
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,3,3
SANTIVAÑES,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,1,1
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,4,4
SAPAHAQUI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,2,2
SENA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,8,8
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,11,11
SICAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,5,5
SIPE SIPE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,21,21
SOPACHUY,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,7,7
SORACACHI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,6,6
SORATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,20,20
SUCRE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,155,155
TACACOMA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,2,2
TACOBAMBA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,10,10
TACOPAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,5,5
TAPACARI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,11,11
TARABUCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,14,14
TARACO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,1,1
TARATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,7,7
TARIJA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,41,41
TARVITA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,9,9
TEOPONTE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,4,4
TIAHUANACU,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,6,6
TINGUIPAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,11,11
TIPUANI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,3,3
TIQUIPAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,23,23
TIRAQUE (CBBA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,7,7
TOCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,6,6
TOLATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,3,3
TOLEDO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,5,5
TOMAVE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,9,9
TOMINA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,5,5
TORO TORO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,13,13
TOTORA(CBBA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,16,16
TOTORA(ORR),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,5,5
TRINIDAD,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,139,139
TUPIZA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,22,22
TURCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,3,3
UMALA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,3,3
UNCIA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,27,27
URIONDO (A. CONCEPCION),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,7,7
URUBICHA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,11,11
UYUNI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,2,2
VACAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,6,6
VALLEGRANDE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,9,9
VIACHA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,15,15
VILA VILA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,7,7
VILLA CHARCAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,4,4
VILLA MONTES,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,5,5
VILLA NUEVA (LOMA ALTA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,1,1
VILLA RIVERO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2020-03-01,3,3
