municipality,group,variable,month,Mujeres embarazadas con dosis completa de hierro,TOTAL
BOYUIBE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,11,11
BUENA VISTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,34,34
CABEZAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,63,63
CAIROMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,24,24
"CAIZA ""D""",micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,10,10
CAJUATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,33,33
CALACOTO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,3,3
CALAMARCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,17,17
CAMARGO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,25,25
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,1,1
CAMIRI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,66,66
CAPINOTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,39,39
CAQUIAVIRI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,5,5
CARACOLLO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,36,36
CARANAVI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,110,110
CARANGAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,1,1
CARAPARI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,19,19
CARIPUYO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,8,8
CARMEN RIVERO TORREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,11,11
CATACORA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,2,2
CHALLAPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,57,57
CHAQUI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,8,8
CHARAGUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,77,77
CHARAÑA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,2,2
CHAYANTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,24,24
CHIMORE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,58,58
CHIPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,3,3
CHOQUE COTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,1,1
CHUA COCANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,43,43
CHUMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,8,8
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,18,18
CKOCHAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,19,19
CLIZA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,42,42
COBIJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,112,112
COCAPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,37,37
COCHABAMBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,1325,1325
COLCAPIRHUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,61,61
"COLCHA ""K""",micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,14,14
COLOMI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,55,55
COLPA BELGICA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,9,9
COLQUECHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,52,52
COLQUENCHA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,20,20
COLQUIRI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,17,17
COMANCHE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,4,4
COMARAPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,41,41
CONCEPCION,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,49,49
COPACABANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,13,13
CORIPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,35,35
CORO CORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,13,13
COROICO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,21,21
CORQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,5,5
COTAGAITA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,20,20
COTOCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,174,174
CUATRO CAÑADAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,38,38
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,1,1
CULPINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,27,27
CURVA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,6,6
DESAGUADERO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,8,8
EL ALTO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,1939,1939
EL CHORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,4,4
EL PUENTE(STC),micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,18,18
EL PUENTE(TJA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,13,13
EL TORNO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,104,104
EL VILLAR,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,2,2
ENTRE RIOS TRJ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,27,27
ENTRE RIOS CBBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,87,87
ESCOMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,7,7
EUCALIPTUS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,6,6
EUREKA (SANTOS MERCADO),micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,3,3
EXALTACION,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,5,5
FERNANDEZ ALONSO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,5,5
FILADELFIA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,12,12
GENERAL SAAVEDRA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,13,13
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,11,11
GUANAY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,33,33
GUAQUI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,5,5
GUAYARAMERIN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,118,118
GUTIERREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,18,18
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,3,3
HUACHACALLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,2,2
HUANUNI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,36,36
HUARACAJE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,5,5
HUARINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,2,2
HUATAJATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,5,5
HUAYLLAMARCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,5,5
HUMANATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,6,6
ICHOCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,5,5
ICLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,1,1
INCAHUASI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,14,14
INGAVI (HUMAITA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,6,6
INQUISIVI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,24,24
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,15,15
IXIAMAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,14,14
JESUS DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,22,22
LA ASUNTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,85,85
LA GUARDIA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,197,197
LA PAZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,1172,1172
LAGUNILLAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,16,16
LAJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,32,32
LAS CARRERAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,6,6
LICOMA PAMPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,1,1
LLALLAGUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,93,93
LLICA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,1,1
LORETO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,2,2
LURIBAY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,16,16
MACHACAMARCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,10,10
MACHARETI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,7,7
MAGDALENA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,7,7
MAIRANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,30,30
MALLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,2,2
MAPIRI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,46,46
MECAPACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,20,20
MINEROS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,30,30
MIZQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,16,16
MOCOMOCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,17,17
MOJOCOYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,8,8
MONTEAGUDO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,30,30
MONTERO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,282,282
MORO MORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,4,4
MOROCHATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,10,10
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,2,2
NAZACARA DE PACAJES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,2,2
OCURI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,17,17
OKINAWA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,14,14
OMEREQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,14,14
ORURO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,600,600
PADCAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,10,10
PADILLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,12,12
PAILON,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,64,64
PALCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,55,55
PALOS BLANCOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,40,40
PAMPA GRANDE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,9,9
PAPEL PAMPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,7,7
PASORAPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,2,2
PATACAMAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,24,24
PAZÑA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,10,10
PELECHUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,14,14
POCOATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,27,27
POCONA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,20,20
POJO (CBBA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,21,21
POOPO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,8,8
PORCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,22,22
POROMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,7,7
PORONGO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,22,22
PORTACHUELO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,40,40
PORVENIR,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,12,12
POSTRER VALLE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,3,3
POTOSI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,409,409
PRESTO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,6,6
PUCARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,5,5
PUCARANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,53,53
PUERTO ACOSTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,9,9
PUERTO CARABUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,10,10
PUERTO GONZALO MORENO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,11,11
PUERTO PEREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,13,13
PUERTO QUIJARRO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,39,39
PUERTO RICO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,15,15
PUERTO SUAREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,3,3
PUERTO VILLARROEL,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,137,137
PUNA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,23,23
PUNATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,69,69
QUIABAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,5,5
QUILLACOLLO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,339,339
QUIME,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,19,19
RAQAYPAMPA(ETA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,14,14
RAVELO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,20,20
REYES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,35,35
RIBERALTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,291,291
ROBORE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,42,42
RURRENABAQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,15,15
SABAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,14,14
SACABA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,361,361
SACABAMBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,7,7
SACACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,26,26
SAIPINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,4,4
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,7,7
SAMAIPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,7,7
SAN ANDRES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,19,19
SAN ANDRES DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,3,3
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,5,5
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,12,12
SAN BENITO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,20,20
SAN BORJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,109,109
SAN BUENA VENTURA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,17,17
SAN CARLOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,13,13
SAN IGNACIO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,66,66
SAN IGNACIO DE VELASCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,179,179
SAN JAVIER(BNI),micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,6,6
SAN JAVIER(STC),micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,25,25
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,49,49
SAN JUAN DE YAPACANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,5,5
SAN JULIAN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,64,64
SAN LORENZO(PND),micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,17,17
SAN LORENZO(TJA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,25,25
SAN LUCAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,43,43
SAN MATIAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,45,45
SAN MIGUEL DE VELASCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,22,22
SAN PABLO DE LIPEZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,2,2
SAN PEDRO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,17,17
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,40,40
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,3,3
SAN PEDRO DE QUEMES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,7,7
SAN PEDRO(PND),micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,1,1
SAN RAFAEL,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,15,15
SAN RAMON BENI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,5,5
SAN RAMON SCZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,22,22
SANTA ANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,23,23
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,4442,4442
SANTA ROSA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,20,20
SANTA ROSA DEL SARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,22,22
SANTIAGO DE CALLAPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,4,4
SANTIAGO DE HUARI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,10,10
SANTIAGO DE HUATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,7,7
SANTIAGO DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,6,6
SANTIVAÑES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,10,10
SANTUARIO DE QUILLACAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,3,3
SAPAHAQUI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,10,10
SENA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,12,12
SHINAOTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,46,46
SICA SICA (VILLA AROMA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,34,34
SICAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,9,9
SIPE SIPE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,123,123
SOPACHUY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,7,7
SORACACHI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,11,11
SORATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,18,18
SUCRE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,542,542
TACACOMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,13,13
TACOBAMBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,10,10
TACOPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,7,7
TAHUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,2,2
TAPACARI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,20,20
TARABUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,20,20
TARACO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,13,13
TARATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,18,18
TARIJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,264,264
TARVITA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,9,9
TEOPONTE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,11,11
TIAHUANACU,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,17,17
TINGUIPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,22,22
TIPUANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,18,18
TIQUIPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,70,70
TIRAQUE (CBBA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,35,35
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,1,1
TOCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,5,5
TOLATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,12,12
TOLEDO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,6,6
TOMAVE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,11,11
TOMINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,12,12
TORO TORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,16,16
TOTORA(CBBA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,35,35
TOTORA(ORR),micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,3,3
TRIGAL,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,3,3
TRINIDAD,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,417,417
TUPIZA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,74,74
TURCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,1,1
UMALA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,10,10
UNCIA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,74,74
URIONDO (A. CONCEPCION),micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,18,18
URUBICHA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,13,13
UYUNI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,45,45
VACAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2020-01-01,14,14
