municipality,group,variable,month,Mujeres puérperas con dosis única de vitamina A,TOTAL
TARACO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,7,7
TARATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,3,3
TARIJA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,314,314
TARVITA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,18,18
TEOPONTE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,11,11
TIAHUANACU,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,8,8
TINGUIPAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,18,18
TIPUANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,5,5
TIQUIPAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,65,65
TIRAQUE (CBBA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,18,18
TOCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,2,2
TOLATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,4,4
TOLEDO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,4,4
TOMAVE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,6,6
TOMINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,6,6
TORO TORO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,23,23
TOTORA(CBBA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,30,30
TOTORA(ORR),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,2,2
TRIGAL,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,1,1
TRINIDAD,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,8,8
TUPIZA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,75,75
UMALA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,8,8
UNCIA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,16,16
URIONDO (A. CONCEPCION),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,8,8
URUBICHA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,11,11
UYUNI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,72,72
VACAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,10,10
VALLEGRANDE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,14,14
VIACHA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,111,111
VILA VILA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,4,4
VILLA CHARCAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,23,23
VILLA MONTES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,69,69
VILLA RIVERO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,3,3
VILLA SERRANO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,6,6
VILLA TUNARI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,135,135
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,2,2
VILLAZON,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,46,46
VINTO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,54,54
VITICHI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,6,6
WALDO BALLIVIAN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,4,4
WARNES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,106,106
YACO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,6,6
YACUIBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,150,150
YAMPARAEZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,5,5
YANACACHI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,2,2
YAPACANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,98,98
YOCALLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,3,3
YOTALA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,11,11
YUNCHARA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,6,6
ZUDAÑEZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-03-01,6,6
ACACIO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,7,7
ACHACACHI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,66,66
ACHOCALLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,12,12
AIQUILE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,43,43
ALALAY,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,2,2
ALCALA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,2,2
ALTO BENI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,11,11
ANCORAIMES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,10,10
ANDAMARCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,4,4
ANZALDO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,4,4
APOLO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,30,30
ARAMPAMPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,8,8
ARANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,2,2
ARBIETO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,8,8
ARQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,12,12
ASCENCION DE GUARAYOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,62,62
ATOCHA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,11,11
AUCAPATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,6,6
AYATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,4,4
AYO AYO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,41,41
AZURDUY,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,10,10
BATALLAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,21,21
BAURES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,9,9
BELEN DE ANDAMARCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,1,1
BELEN DE URMIRI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,2,2
BELLA FLOR,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,3,3
BERMEJO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,66,66
BETANZOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,28,28
BOLIVAR,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,8,8
BOYUIBE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,5,5
BUENA VISTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,7,7
CABEZAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,22,22
CAIROMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,14,14
"CAIZA ""D""",micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,7,7
CAJUATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,19,19
CALACOTO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,3,3
CALAMARCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,19,19
CAMARGO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,13,13
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,1,1
CAMIRI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,62,62
CAPINOTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,23,23
CAQUIAVIRI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,9,9
CARACOLLO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,26,26
CARANAVI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,101,101
CARAPARI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,7,7
CARIPUYO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,13,13
CARMEN RIVERO TORREZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,4,4
CATACORA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,2,2
CHACARILLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,1,1
CHALLAPATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,40,40
CHAQUI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,6,6
CHARAGUA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,61,61
CHARAÑA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,2,2
CHAYANTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,24,24
CHIMORE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,36,36
CHIPAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,4,4
CHOQUE COTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,1,1
CHUA COCANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,3,3
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,26,26
CHUMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,12,12
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,18,18
CKOCHAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,25,25
CLIZA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,29,29
COBIJA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,88,88
COCAPATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,25,25
COCHABAMBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,395,395
COIPASA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,1,1
COLCAPIRHUA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,48,48
"COLCHA ""K""",micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,12,12
COLLANA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,2,2
COLOMI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,17,17
COLPA BELGICA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,3,3
COLQUECHACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,62,62
COLQUENCHA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,17,17
COLQUIRI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,17,17
COMANCHE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,6,6
COMARAPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,31,31
COMBAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,3,3
CONCEPCION,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,6,6
COPACABANA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,14,14
CORIPATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,16,16
CORO CORO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,10,10
COROICO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,19,19
CORQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,4,4
COTAGAITA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,17,17
COTOCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,91,91
CUATRO CAÑADAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,29,29
CUEVO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,3,3
CULPINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,27,27
CURAHUARA DE CARANGAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,3,3
CURVA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,1,1
DESAGUADERO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,12,12
EL ALTO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,1215,1215
EL CHORO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,4,4
EL PUENTE(STC),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,10,10
EL PUENTE(TJA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,7,7
EL TORNO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,81,81
EL VILLAR,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,1,1
ENTRE RIOS TRJ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,24,24
ENTRE RIOS CBBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,46,46
ESCOMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,10,10
EUCALIPTUS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,6,6
EUREKA (SANTOS MERCADO),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,1,1
FERNANDEZ ALONSO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,21,21
FILADELFIA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,10,10
GENERAL SAAVEDRA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,11,11
GUANAY,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,16,16
GUAQUI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,3,3
GUAYARAMERIN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,32,32
GUTIERREZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,18,18
HUACARETA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,7,7
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,4,4
HUACHACALLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,1,1
HUANUNI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,31,31
HUARACAJE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,2,2
HUARINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,10,10
HUATAJATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,1,1
HUAYLLAMARCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,2,2
HUMANATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,4,4
ICHOCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,5,5
ICLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,3,3
INCAHUASI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,14,14
INGAVI (HUMAITA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,1,1
INQUISIVI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,22,22
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,20,20
IXIAMAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,14,14
JESUS DE MACHACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,14,14
LA ASUNTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,63,63
LA GUARDIA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,68,68
LA PAZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,603,603
LA RIVERA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,1,1
LAGUNILLAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,9,9
LAJA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,20,20
LAS CARRERAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,3,3
LICOMA PAMPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,1,1
LLALLAGUA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,77,77
LLICA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,4,4
LURIBAY,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,10,10
MACHACAMARCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,3,3
MACHARETI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,7,7
MAGDALENA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,2,2
MAIRANA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,13,13
MALLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,1,1
MAPIRI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,32,32
MECAPACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,10,10
MINEROS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,21,21
MIZQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,31,31
MOCOMOCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,21,21
MOJINETE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,1,1
MOJOCOYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,13,13
MONTEAGUDO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,48,48
MONTERO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,47,47
MORO MORO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,2,2
MOROCHATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,10,10
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,5,5
NAZACARA DE PACAJES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,1,1
OCURI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,24,24
OKINAWA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,10,10
OMEREQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,5,5
ORURO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,439,439
PADCAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,11,11
PADILLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,22,22
PAILON,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,18,18
PALCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,24,24
PALOS BLANCOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,44,44
PAMPA AULLAGAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,5,5
PAMPA GRANDE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,7,7
PAPEL PAMPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,6,6
PASORAPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,1,1
PATACAMAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,23,23
PAZÑA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,4,4
PELECHUCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,7,7
POCOATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,24,24
POCONA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,10,10
POJO (CBBA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,18,18
POOPO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,5,5
PORCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,12,12
POROMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,13,13
PORTACHUELO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,29,29
PORVENIR,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,6,6
POTOSI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,209,209
PRESTO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,5,5
PUCARA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,1,1
PUCARANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,46,46
PUERTO ACOSTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,14,14
PUERTO CARABUCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,14,14
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,14,14
PUERTO PEREZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,9,9
PUERTO QUIJARRO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,21,21
PUERTO RICO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,10,10
PUERTO VILLARROEL,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,146,146
PUNA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,18,18
PUNATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,63,63
QUIABAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,2,2
QUILLACOLLO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,169,169
QUIME,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,3,3
QUIRUSILLAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,1,1
RAQAYPAMPA(ETA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,11,11
RAVELO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,15,15
REYES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,24,24
RIBERALTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,44,44
ROBORE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,22,22
RURRENABAQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,35,35
SABAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,5,5
SACABA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,229,229
SACABAMBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,4,4
SACACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,22,22
SAIPINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,7,7
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,8,8
SAMAIPATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,10,10
SAN AGUSTIN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,3,3
SAN ANDRES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,3,3
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,3,3
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,11,11
SAN BENITO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,4,4
SAN BORJA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,61,61
SAN BUENA VENTURA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,32,32
SAN CARLOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,29,29
SAN IGNACIO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,20,20
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,125,125
SAN JAVIER(BNI),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,4,4
SAN JAVIER(STC),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,23,23
SAN JOAQUIN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,4,4
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,42,42
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,4,4
SAN JULIAN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,50,50
SAN LORENZO(PND),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,11,11
SAN LORENZO(TJA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,10,10
SAN LUCAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,35,35
SAN MATIAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,36,36
SAN MIGUEL DE VELASCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,7,7
SAN PABLO DE LIPEZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,2,2
SAN PEDRO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,13,13
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,37,37
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,5,5
SAN PEDRO DE TIQUINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,4,4
SAN PEDRO(PND),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2020-04-01,1,1
