municipality,group,variable,month,Niñas(os) menores de 1 año con dosis completa de hierro,TOTAL
CARIPUYO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,12,12
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,10,10
CATACORA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,4,4
CHACARILLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,1,1
CHALLAPATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,49,49
CHAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,12,12
CHARAGUA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,62,62
CHARAÑA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,2,2
CHAYANTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,17,17
CHIMORE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,32,32
CHIPAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,20,20
CHUMA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,11,11
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,14,14
CKOCHAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,20,20
CLIZA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,21,21
COBIJA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,75,75
COCAPATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,24,24
COCHABAMBA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,653,653
COIPASA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,2,2
COLCAPIRHUA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,46,46
"COLCHA ""K""",micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,14,14
COLLANA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,3,3
COLOMI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,39,39
COLPA BELGICA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,2,2
COLQUECHACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,62,62
COLQUENCHA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,12,12
COLQUIRI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,11,11
COMARAPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,14,14
COMBAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,4,4
CONCEPCION,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,41,41
COPACABANA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,16,16
CORIPATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,3,3
CORO CORO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,5,5
COROICO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,21,21
CORQUE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,9,9
COTAGAITA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,25,25
COTOCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,81,81
CUATRO CAÑADAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,30,30
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,3,3
CUEVO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,8,8
CULPINA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,24,24
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,7,7
CURVA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,2,2
DESAGUADERO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,10,10
EL ALTO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,1150,1150
EL CHORO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,4,4
EL PUENTE(STC),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,18,18
EL PUENTE(TJA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,16,16
EL TORNO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,99,99
EL VILLAR,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,1,1
ENTRE RIOS TRJ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,27,27
ENTRE RIOS CBBA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,49,49
ESCOMA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,4,4
EUCALIPTUS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,8,8
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,3,3
EXALTACION,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,4,4
FERNANDEZ ALONSO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,23,23
FILADELFIA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,11,11
GENERAL SAAVEDRA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,35,35
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,6,6
GUANAY,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,19,19
GUAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,6,6
GUAYARAMERIN,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,57,57
GUTIERREZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,29,29
HUACARETA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,7,7
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,5,5
HUACHACALLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,3,3
HUANUNI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,37,37
HUARACAJE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,6,6
HUARINA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,6,6
HUATAJATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,3,3
HUAYLLAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,2,2
HUMANATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,4,4
ICHOCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,3,3
ICLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,5,5
INCAHUASI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,9,9
INGAVI (HUMAITA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,4,4
INQUISIVI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,15,15
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,15,15
IXIAMAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,9,9
JESUS DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,5,5
LA ASUNTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,29,29
LA GUARDIA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,199,199
LA PAZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,646,646
LAGUNILLAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,4,4
LAJA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,25,25
LAS CARRERAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,2,2
LICOMA PAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,1,1
LLALLAGUA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,74,74
LLICA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,3,3
LORETO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,5,5
LURIBAY,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,7,7
MACHACAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,8,8
MACHARETI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,9,9
MAGDALENA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,16,16
MAIRANA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,26,26
MALLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,3,3
MAPIRI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,29,29
MECAPACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,10,10
MINEROS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,21,21
MIZQUE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,33,33
MOCOMOCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,17,17
MOJOCOYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,5,5
MONTEAGUDO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,24,24
MONTERO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,228,228
MORO MORO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,9,9
MOROCHATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,9,9
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,4,4
NAZACARA DE PACAJES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,5,5
OCURI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,18,18
OKINAWA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,9,9
OMEREQUE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,14,14
ORURO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,392,392
PADCAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,28,28
PADILLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,15,15
PAILON,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,59,59
PALCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,37,37
PALOS BLANCOS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,34,34
PAMPA AULLAGAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,8,8
PAMPA GRANDE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,6,6
PAPEL PAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,7,7
PASORAPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,3,3
PATACAMAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,39,39
PAZÑA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,4,4
PELECHUCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,10,10
POCOATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,21,21
POCONA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,13,13
POJO (CBBA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,25,25
POOPO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,9,9
PORCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,15,15
POROMA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,16,16
PORONGO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,20,20
PORTACHUELO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,3,3
PORVENIR,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,8,8
POSTRER VALLE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,2,2
POTOSI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,309,309
PRESTO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,12,12
PUCARA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,1,1
PUCARANI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,49,49
PUERTO ACOSTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,13,13
PUERTO CARABUCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,12,12
PUERTO GONZALO MORENO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,9,9
PUERTO PEREZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,3,3
PUERTO QUIJARRO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,17,17
PUERTO RICO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,5,5
PUERTO VILLARROEL,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,81,81
PUNA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,19,19
PUNATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,37,37
QUIABAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,2,2
QUILLACOLLO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,180,180
QUIME,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,12,12
QUIRUSILLAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,1,1
RAQAYPAMPA(ETA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,14,14
RAVELO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,17,17
REYES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,22,22
RIBERALTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,188,188
ROBORE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,1,1
RURRENABAQUE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,28,28
SABAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,3,3
SACABA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,236,236
SACABAMBA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,7,7
SACACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,31,31
SAIPINA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,13,13
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,11,11
SAMAIPATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,18,18
SAN AGUSTIN,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,1,1
SAN ANDRES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,6,6
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,3,3
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,12,12
SAN BENITO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,12,12
SAN BORJA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,96,96
SAN BUENA VENTURA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,11,11
SAN CARLOS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,20,20
SAN IGNACIO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,27,27
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,108,108
SAN JAVIER(BNI),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,8,8
SAN JAVIER(STC),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,23,23
SAN JOAQUIN,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,15,15
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,35,35
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,17,17
SAN JULIAN,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,73,73
SAN LORENZO(PND),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,8,8
SAN LORENZO(TJA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,21,21
SAN LUCAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,32,32
SAN MATIAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,32,32
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,23,23
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,2,2
SAN PEDRO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,19,19
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,49,49
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,8,8
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,5,5
SAN PEDRO(PND),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,5,5
SAN RAFAEL,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,6,6
SAN RAMON BENI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,12,12
SAN RAMON SCZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,4,4
SANTA ANA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,2,2
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,1202,1202
SANTA ROSA DEL SARA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,15,15
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,4,4
SANTIAGO DE HUARI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,2,2
SANTIAGO DE HUATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,4,4
SANTIVAÑES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,11,11
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,2,2
SAPAHAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,12,12
SENA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,21,21
SHINAOTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,31,31
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,22,22
SICAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,4,4
SIPE SIPE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,71,71
SOPACHUY,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,3,3
SORACACHI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,13,13
SORATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,18,18
SUCRE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,393,393
TACACOMA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,8,8
TACOBAMBA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,13,13
TACOPAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2020-01-01,9,9
