,group,variable,month,TOTAL 2111 ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,TOTAL 2111 ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,TOTALES,TOTALES,TOTALES
,,,,DENTRO,FUERA,TOTAL DENTRO,TOTAL FUERA,TOTAL
VINTO,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,22,0.0,22,0.0,22.0
WARNES,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,6,0.0,6,0.0,6.0
YAPACANI,otras vacunaciones,      antirrabica en perros y gatos,2014-10-01,61,0.0,61,0.0,61.0
AIQUILE,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,2278,0.0,2278,0.0,2278.0
ALALAY,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,110,0.0,110,0.0,110.0
ALCALA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,3,0.0,3,0.0,3.0
ALTO BENI,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,28,0.0,28,0.0,28.0
ANCORAIMES,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,10,0.0,10,0.0,10.0
ANDAMARCA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,10,0.0,10,0.0,10.0
ANTEQUERA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,9,0.0,9,0.0,9.0
ANZALDO,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,22,0.0,22,0.0,22.0
APOLO,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,100,0.0,100,0.0,100.0
ARBIETO,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,445,0.0,445,0.0,445.0
ARQUE,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,18,0.0,18,0.0,18.0
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,20,0.0,20,0.0,20.0
BELEN DE ANDAMARCA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,6,0.0,6,0.0,6.0
BETANZOS,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,10,0.0,10,0.0,10.0
BOLIVAR,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,6,0.0,6,0.0,6.0
CABEZAS,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,32,0.0,32,0.0,32.0
CAMARGO,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,2,0.0,2,0.0,2.0
CAPINOTA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,4,0.0,4,0.0,4.0
CARACOLLO,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,364,0.0,364,0.0,364.0
CARAPARI,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,182,0.0,182,0.0,182.0
CARMEN RIVERO TORREZ,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,1100,0.0,1100,0.0,1100.0
CHALLAPATA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,115,0.0,115,0.0,115.0
CHIMORE,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,9,0.0,9,0.0,9.0
CHUMA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,48,0.0,48,0.0,48.0
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,45,0.0,45,0.0,45.0
CLIZA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,543,0.0,543,0.0,543.0
COBIJA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,1,,1,,
COCAPATA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,93,0.0,93,0.0,93.0
COCHABAMBA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,3643,0.0,3643,0.0,3643.0
COLCAPIRHUA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,450,0.0,450,0.0,450.0
"COLCHA ""K""",otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,16,0.0,16,0.0,16.0
COLOMI,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,3847,0.0,3847,0.0,3847.0
COROICO,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,12,0.0,12,0.0,12.0
CORQUE,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,10,0.0,10,0.0,10.0
COTAGAITA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,98,0.0,98,0.0,98.0
CUATRO CAÑADAS,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,36,0.0,36,0.0,36.0
CURVA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,28,0.0,28,0.0,28.0
EL ALTO,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,366,0.0,366,0.0,366.0
EL CHORO,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,2,0.0,2,0.0,2.0
EL PUENTE(STC),otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,54,0.0,54,0.0,54.0
EL TORNO,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,69,0.0,69,0.0,69.0
ENTRE RIOS TRJ,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,20,0.0,20,0.0,20.0
FERNANDEZ ALONSO,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,3,0.0,3,0.0,3.0
GENERAL SAAVEDRA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,1320,0.0,1320,0.0,1320.0
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,60,0.0,60,0.0,60.0
HUAYLLAMARCA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,10,0.0,10,0.0,10.0
IRUPANA (VILLA DE LANZA),otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,225,0.0,225,0.0,225.0
IXIAMAS,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,10,0.0,10,0.0,10.0
LA GUARDIA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,894,0.0,894,0.0,894.0
LA PAZ,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,70,0.0,70,0.0,70.0
MACHACAMARCA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,9,0.0,9,0.0,9.0
MINEROS,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,867,0.0,867,0.0,867.0
MIZQUE,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,4324,0.0,4324,0.0,4324.0
MONTEAGUDO,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,9,0.0,9,0.0,9.0
MONTERO,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,8529,0.0,8529,0.0,8529.0
MOROCHATA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,74,0.0,74,0.0,74.0
OCURI,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,14,0.0,14,0.0,14.0
OKINAWA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,40,0.0,40,0.0,40.0
OMEREQUE,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,29,0.0,29,0.0,29.0
ORURO,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,788,0.0,788,0.0,788.0
PADCAYA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,85,0.0,85,0.0,85.0
PAMPA AULLAGAS,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,10,0.0,10,0.0,10.0
POCONA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,8,0.0,8,0.0,8.0
POJO (CBBA),otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,41,0.0,41,0.0,41.0
POROMA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,30,0.0,30,0.0,30.0
PORONGO,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,7,0.0,7,0.0,7.0
PORTACHUELO,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,83,0.0,83,0.0,83.0
POTOSI,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,10,0.0,10,0.0,10.0
PUERTO ACOSTA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,37,0.0,37,0.0,37.0
PUERTO CARABUCO,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,33,0.0,33,0.0,33.0
PUERTO GONZALO MORENO,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,144,,144,,
PUERTO RICO,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,315,,315,,
PUNA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,30,0.0,30,0.0,30.0
PUNATA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,96,0.0,96,0.0,96.0
QUILLACOLLO,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,1360,0.0,1360,0.0,1360.0
SACABA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,41855,0.0,41855,0.0,41855.0
SACABAMBA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,7,0.0,7,0.0,7.0
SACACA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,281,0.0,281,0.0,281.0
SALINAS DE GARCI MENDOZA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,10,0.0,10,0.0,10.0
SAN AGUSTIN,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,5,0.0,5,0.0,5.0
SAN BORJA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,30,0.0,30,0.0,30.0
SAN CARLOS,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,42,,42,,
SAN IGNACIO DE VELASCO,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,5228,0.0,5228,0.0,5228.0
SAN JOSE DE CHIQUITOS,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,1010,0.0,1010,0.0,1010.0
SAN JULIAN,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,1952,0.0,1952,0.0,1952.0
SAN LUCAS,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,81,0.0,81,0.0,81.0
SAN MIGUEL DE VELASCO,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,18,0.0,18,0.0,18.0
SAN PEDRO,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,178,0.0,178,0.0,178.0
SAN PEDRO DE BUENA VISTA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,320,0.0,320,0.0,320.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,2702,0.0,2702,0.0,2702.0
SANTA ROSA DEL SARA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,5,0.0,5,0.0,5.0
SHINAOTA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,10,0.0,10,0.0,10.0
SICA SICA (VILLA AROMA),otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,71,0.0,71,0.0,71.0
SICAYA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,122,0.0,122,0.0,122.0
SIPE SIPE,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,442,0.0,442,0.0,442.0
SUCRE,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,22,0.0,22,0.0,22.0
TACOPAYA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,4,0.0,4,0.0,4.0
TAPACARI,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,162,0.0,162,0.0,162.0
TARATA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,46,0.0,46,0.0,46.0
TARIJA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,30,0.0,30,0.0,30.0
TEOPONTE,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,100,0.0,100,0.0,100.0
TIQUIPAYA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,2231,0.0,2231,0.0,2231.0
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,10,0.0,10,0.0,10.0
TOCO,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,106,0.0,106,0.0,106.0
TOLATA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,5,0.0,5,0.0,5.0
TORO TORO,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,227,0.0,227,0.0,227.0
TOTORA(CBBA),otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,45,0.0,45,0.0,45.0
VIACHA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,32,0.0,32,0.0,32.0
VILA VILA,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,307,0.0,307,0.0,307.0
VILLA MONTES,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,628,0.0,628,0.0,628.0
VILLA RIVERO,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,20,0.0,20,0.0,20.0
VILLA TUNARI,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,65,0.0,65,0.0,65.0
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,20,0.0,20,0.0,20.0
VILLAZON,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,1,0.0,1,0.0,1.0
VINTO,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,11175,0.0,11175,0.0,11175.0
WARNES,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,321,0.0,321,0.0,321.0
YAMPARAEZ,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,10,0.0,10,0.0,10.0
YAPACANI,otras vacunaciones,      antirrabica en perros y gatos,2014-11-01,1296,0.0,1296,0.0,1296.0
ACHOCALLA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,61,0.0,61,0.0,61.0
AIQUILE,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,218,0.0,218,0.0,218.0
ALALAY,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,51,0.0,51,0.0,51.0
ANTEQUERA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,9,0.0,9,0.0,9.0
ANZALDO,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,16,0.0,16,0.0,16.0
APOLO,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,492,0.0,492,0.0,492.0
ARANI,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,3855,0.0,3855,0.0,3855.0
ARBIETO,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,51,0.0,51,0.0,51.0
ARQUE,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,73,0.0,73,0.0,73.0
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,48,0.0,48,0.0,48.0
BAURES,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,17,0.0,17,0.0,17.0
BELEN DE ANDAMARCA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,5,0.0,5,0.0,5.0
BOLIVAR,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,40,0.0,40,0.0,40.0
BUENA VISTA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,7,0.0,7,0.0,7.0
CABEZAS,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,84,0.0,84,0.0,84.0
"CAIZA ""D""",otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,24,0.0,24,0.0,24.0
CARACOLLO,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,106,0.0,106,0.0,106.0
CHALLAPATA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,8,0.0,8,0.0,8.0
CHARAGUA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,90,0.0,90,0.0,90.0
CHUMA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,540,0.0,540,0.0,540.0
CLIZA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,277,0.0,277,0.0,277.0
COBIJA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,56,,56,,
COCAPATA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,46,0.0,46,0.0,46.0
COCHABAMBA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,1090,0.0,1090,0.0,1090.0
COLCAPIRHUA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,1104,0.0,1104,0.0,1104.0
"COLCHA ""K""",otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,694,0.0,694,0.0,694.0
COLOMI,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,197,0.0,197,0.0,197.0
COMBAYA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,20,0.0,20,0.0,20.0
COTAGAITA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,34,0.0,34,0.0,34.0
CURAHUARA DE CARANGAS,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,8,0.0,8,0.0,8.0
EL ALTO,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,165731,0.0,165731,0.0,165731.0
EL PUENTE(STC),otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,343,0.0,343,0.0,343.0
EL TORNO,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,120,0.0,120,0.0,120.0
ENTRE RIOS TRJ,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,20,0.0,20,0.0,20.0
ESMERALDA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,10,0.0,10,0.0,10.0
FERNANDEZ ALONSO,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,1666,0.0,1666,0.0,1666.0
FILADELFIA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,20,,20,,
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,276,0.0,276,0.0,276.0
HUAYLLAMARCA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,12,0.0,12,0.0,12.0
IRUPANA (VILLA DE LANZA),otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,55,0.0,55,0.0,55.0
LA GUARDIA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,200,0.0,200,0.0,200.0
LA PAZ,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,96422,0.0,96422,0.0,96422.0
LLICA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,308,0.0,308,0.0,308.0
MINEROS,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,35,0.0,35,0.0,35.0
MIZQUE,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,592,0.0,592,0.0,592.0
MONTEAGUDO,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,30,0.0,30,0.0,30.0
MONTERO,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,3729,0.0,3729,0.0,3729.0
MOROCHATA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,15,0.0,15,0.0,15.0
OMEREQUE,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,67,0.0,67,0.0,67.0
ORURO,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,8936,0.0,8936,0.0,8936.0
PAMPA AULLAGAS,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,90,0.0,90,0.0,90.0
PASORAPA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,101,0.0,101,0.0,101.0
POCOATA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,35,0.0,35,0.0,35.0
POCONA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,190,0.0,190,0.0,190.0
POJO (CBBA),otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,25,0.0,25,0.0,25.0
POROMA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,78,0.0,78,0.0,78.0
PORTACHUELO,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,135,0.0,135,0.0,135.0
POTOSI,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,57,0.0,57,0.0,57.0
PUERTO ACOSTA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,53,0.0,53,0.0,53.0
PUERTO CARABUCO,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,80,0.0,80,0.0,80.0
PUERTO PEREZ,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,20,0.0,20,0.0,20.0
PUERTO VILLARROEL,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,3,0.0,3,0.0,3.0
PUNATA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,13428,0.0,13428,0.0,13428.0
QUILLACOLLO,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,285,0.0,285,0.0,285.0
RAVELO,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,10,0.0,10,0.0,10.0
REYES,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,858,0.0,858,0.0,858.0
SACABA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,1779,0.0,1779,0.0,1779.0
SACACA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,70,0.0,70,0.0,70.0
SAN AGUSTIN,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,330,0.0,330,0.0,330.0
SAN ANTONIO DE LOMERIO,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,80,0.0,80,0.0,80.0
SAN BENITO,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,6130,0.0,6130,0.0,6130.0
SAN BORJA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,78,0.0,78,0.0,78.0
SAN IGNACIO DE VELASCO,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,793,0.0,793,0.0,793.0
SAN JAVIER(BNI),otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,45,0.0,45,0.0,45.0
SAN JULIAN,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,249,0.0,249,0.0,249.0
SAN MIGUEL DE VELASCO,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,13,0.0,13,0.0,13.0
SAN PEDRO,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,1503,0.0,1503,0.0,1503.0
SAN PEDRO DE BUENA VISTA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,7,0.0,7,0.0,7.0
SAN PEDRO DE QUEMES,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,74,0.0,74,0.0,74.0
SAN RAFAEL,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,376,0.0,376,0.0,376.0
SAN RAMON SCZ,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,538,0.0,538,0.0,538.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,419,0.0,419,0.0,419.0
SANTA ROSA DEL SARA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,786,0.0,786,0.0,786.0
SANTIAGO DE MACHACA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,20,0.0,20,0.0,20.0
SANTUARIO DE QUILLACAS,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,75,0.0,75,0.0,75.0
SHINAOTA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,20,0.0,20,0.0,20.0
SICAYA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,10,0.0,10,0.0,10.0
SIPE SIPE,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,287,0.0,287,0.0,287.0
SORACACHI,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,33,0.0,33,0.0,33.0
TAHUA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,30,0.0,30,0.0,30.0
TAPACARI,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,106,0.0,106,0.0,106.0
TARATA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,49,0.0,49,0.0,49.0
TINGUIPAYA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,10,0.0,10,0.0,10.0
TIQUIPAYA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,1295,0.0,1295,0.0,1295.0
TIRAQUE (CBBA),otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,250,0.0,250,0.0,250.0
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,10,0.0,10,0.0,10.0
TOCO,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,106,0.0,106,0.0,106.0
TOLATA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,40,0.0,40,0.0,40.0
TOMAVE,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,5,0.0,5,0.0,5.0
TOTORA(CBBA),otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,22,0.0,22,0.0,22.0
TRINIDAD,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,3,0.0,3,0.0,3.0
TUPIZA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,4,0.0,4,0.0,4.0
TURCO,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,20,0.0,20,0.0,20.0
UYUNI,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,780,0.0,780,0.0,780.0
VACAS,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,1190,0.0,1190,0.0,1190.0
VALLEGRANDE,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,43,0.0,43,0.0,43.0
VIACHA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,145,0.0,145,0.0,145.0
VILA VILA,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,98,0.0,98,0.0,98.0
VILLA RIVERO,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,2992,0.0,2992,0.0,2992.0
VILLA TUNARI,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,73,0.0,73,0.0,73.0
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,15,0.0,15,0.0,15.0
VILLAZON,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,4688,0.0,4688,0.0,4688.0
VINTO,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,294,0.0,294,0.0,294.0
WARNES,otras vacunaciones,      antirrabica en perros y gatos,2014-12-01,145,0.0,145,0.0,145.0
