municipality,group,variable,month,Días camas disponibles otros servicios,TOTAL
COCHABAMBA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,45570,45570
COLCAPIRHUA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,1116,1116
"COLCHA ""K""",internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,124,124
COLOMI,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,186,186
COLPA BELGICA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,217,217
COLQUECHACA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,372,372
COMARAPA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,434,434
CONCEPCION,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,271,271
COPACABANA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,217,217
CORIPATA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,93,93
COROICO,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,992,992
COTAGAITA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,276,276
COTOCA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,527,527
CUATRO CAÑADAS,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,461,461
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,31,31
CUEVO,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,217,217
CULPINA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,434,434
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,186,186
DESAGUADERO,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,62,62
EL ALTO,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,21266,21266
EL PUENTE(STC),internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,186,186
EL TORNO,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,775,775
EL VILLAR,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,248,248
ENTRE RIOS TRJ,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,496,496
ENTRE RIOS CBBA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,218,218
ESCOMA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,217,217
EUCALIPTUS,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,62,62
EXALTACION,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,62,62
FERNANDEZ ALONSO,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,372,372
FILADELFIA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,117,117
GUANAY,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,186,186
GUAQUI,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,62,62
GUAYARAMERIN,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,2790,2790
GUTIERREZ,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,950,950
HUACARETA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,494,494
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,109,109
HUANUNI,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,1678,1678
HUARACAJE,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,62,62
HUAYLLAMARCA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,62,62
ICLA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,434,434
INCAHUASI,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,294,294
INQUISIVI,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,62,62
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,372,372
IXIAMAS,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,186,186
JESUS DE MACHACA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,60,60
LA ASUNTA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,395,395
LA GUARDIA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,2356,2356
LA PAZ,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,76856,76856
LAGUNILLAS,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,124,124
LAS CARRERAS,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,434,434
LLALLAGUA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,1085,1085
LLICA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,62,62
MACHARETI,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,186,186
MAGDALENA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,248,248
MAIRANA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,155,155
MALLA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,31,31
MAPIRI,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,124,124
MINEROS,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,577,577
MIZQUE,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,605,605
MOJOCOYA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,248,248
MONTEAGUDO,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,1656,1656
MONTERO,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,3415,3415
MOROCHATA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,186,186
OCURI,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,248,248
OMEREQUE,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,217,217
ORURO,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,12307,12307
PADILLA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,589,589
PAILON,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,384,384
PALOS BLANCOS,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,312,312
PAMPA AULLAGAS,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,1,1
PASORAPA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,186,186
PATACAMAYA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,558,558
PAZÑA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,58,58
POCONA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,248,248
POJO (CBBA),internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,155,155
POOPO,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,93,93
PORCO,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,151,151
POROMA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,616,616
PORONGO,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,31,31
PORTACHUELO,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,1364,1364
PORVENIR,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,118,118
POTOSI,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,14198,14198
PRESTO,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,341,341
PUCARANI,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,62,62
PUERTO GONZALO MORENO,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,30,30
PUERTO PEREZ,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,31,31
PUERTO QUIJARRO,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,6,6
PUERTO RICO,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,127,127
PUERTO SUAREZ,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,866,866
PUERTO VILLARROEL,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,1705,1705
PUNA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,308,308
PUNATA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,1612,1612
QUILLACOLLO,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,1085,1085
QUIRUSILLAS,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,31,31
RAQAYPAMPA(ETA),internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,155,155
RAVELO,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,124,124
REYES,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,217,217
RIBERALTA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,3255,3255
ROBORE,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,1602,1602
RURRENABAQUE,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,651,651
SACABA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,2697,2697
SACABAMBA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,274,274
SACACA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,620,620
SAIPINA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,182,182
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,155,155
SAMAIPATA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,124,124
SAN BORJA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,682,682
SAN BUENA VENTURA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,217,217
SAN IGNACIO,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,805,805
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,2325,2325
SAN JAVIER(STC),internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,30,30
SAN JOAQUIN,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,124,124
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,775,775
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,74,74
SAN JULIAN,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,2631,2631
SAN LUCAS,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,986,986
SAN MATIAS,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,683,683
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,124,124
SAN PEDRO,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,2,2
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,372,372
SAN PEDRO DE TIQUINA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,93,93
SAN RAFAEL,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,186,186
SAN RAMON BENI,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,260,260
SAN RAMON SCZ,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,279,279
SANTA ANA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,465,465
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,48139,48139
SANTA ROSA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,372,372
SANTA ROSA DEL SARA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,372,372
SANTIAGO DE HUATA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,31,31
SANTIVAÑES,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,279,279
SAPAHAQUI,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,31,31
SENA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,91,91
SHINAOTA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,556,556
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,31,31
SICAYA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,31,31
SOPACHUY,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,903,903
SORATA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,279,279
SUCRE,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,37696,37696
TACACOMA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,62,62
TACOBAMBA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,62,62
TACOPAYA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,806,806
TAPACARI,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,93,93
TARABUCO,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,558,558
TARIJA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,17172,17172
TARVITA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,620,620
TIPUANI,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,31,31
TIQUIPAYA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,713,713
TIRAQUE (CBBA),internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,93,93
TOCO,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,93,93
TOMAVE,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,248,248
TOMINA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,372,372
TORO TORO,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,341,341
TOTORA(CBBA),internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,775,775
TOTORA(ORR),internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,2,2
TRINIDAD,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,6144,6144
TUPIZA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,2386,2386
UNCIA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,93,93
URUBICHA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,186,186
UYUNI,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,1147,1147
VACAS,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,62,62
VALLEGRANDE,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,368,368
VIACHA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,1550,1550
VILA VILA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,93,93
VILLA CHARCAS,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,269,269
VILLA MONTES,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,992,992
VILLA RIVERO,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,93,93
VILLA SERRANO,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,248,248
VILLA TUNARI,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,2230,2230
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,219,219
VILLAZON,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,1488,1488
VINTO,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,837,837
WARNES,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,336,336
YACO,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,58,58
YACUIBA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,4472,4472
YAMPARAEZ,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,310,310
YANACACHI,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,31,31
YAPACANI,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,1595,1595
YOCALLA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,31,31
YOTALA,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,217,217
ZUDAÑEZ,internaciones dias camas,dias camas disponibles otros servicios,2018-03-01,217,217
ACACIO,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,60,60
ACHACACHI,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,600,600
AIQUILE,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,962,962
ALCALA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,90,90
ANCORAIMES,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,60,60
ANDAMARCA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,60,60
ANTEQUERA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,30,30
ANZALDO,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,380,380
APOLO,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,270,270
ARAMPAMPA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,30,30
ARANI,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,30,30
ARBIETO,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,90,90
ARQUE,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,60,60
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,840,840
ATOCHA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,1440,1440
AYATA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,60,60
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,832,832
AZURDUY,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,330,330
BAURES,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,60,60
BELEN DE ANDAMARCA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,60,60
BERMEJO,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,2418,2418
BOLIVAR,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,31,31
BOLPEBRA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,30,30
BOYUIBE,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,330,330
BUENA VISTA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,189,189
CABEZAS,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,310,310
CAIROMA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,240,240
"CAIZA ""D""",internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,150,150
CAMARGO,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,990,990
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,90,90
CAMIRI,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,3212,3212
CAPINOTA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,480,480
CAQUIAVIRI,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,30,30
CARACOLLO,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,180,180
CARANAVI,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,840,840
CARIPUYO,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,30,30
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,277,277
CHALLAPATA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,780,780
CHAQUI,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,60,60
CHARAGUA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,990,990
CHAYANTA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,120,120
CHIMORE,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,450,450
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,780,780
CHUMA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,150,150
CKOCHAS,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,240,240
CLIZA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,450,450
COBIJA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,4059,4059
COCAPATA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,240,240
COCHABAMBA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,51842,51842
COLCAPIRHUA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,1080,1080
"COLCHA ""K""",internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,120,120
COLOMI,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,180,180
COLPA BELGICA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,90,90
COLQUECHACA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,360,360
COMARAPA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,420,420
CONCEPCION,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,235,235
COPACABANA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,210,210
CORIPATA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,120,120
CORO CORO,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,90,90
COROICO,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,960,960
COTAGAITA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,30,30
COTOCA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,510,510
CUATRO CAÑADAS,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,330,330
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,30,30
CUEVO,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,210,210
CULPINA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,362,362
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,180,180
EL ALTO,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,21700,21700
EL PUENTE(STC),internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,180,180
EL TORNO,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,660,660
EL VILLAR,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,241,241
ENTRE RIOS TRJ,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,480,480
ENTRE RIOS CBBA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,181,181
EUCALIPTUS,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,60,60
EXALTACION,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,90,90
FERNANDEZ ALONSO,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,300,300
FILADELFIA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,115,115
GUANAY,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,120,120
GUAQUI,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,60,60
GUAYARAMERIN,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,2700,2700
GUTIERREZ,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,930,930
HUACARETA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,533,533
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,111,111
HUACHACALLA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,30,30
HUANUNI,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,1680,1680
HUARACAJE,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,60,60
HUAYLLAMARCA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,60,60
ICLA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,420,420
INCAHUASI,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,330,330
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,390,390
IXIAMAS,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,180,180
LA ASUNTA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,371,371
LA GUARDIA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,2280,2280
LA PAZ,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,75035,75035
LAGUNILLAS,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,60,60
LAS CARRERAS,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,384,384
LLALLAGUA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,1050,1050
LLICA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,60,60
MACHARETI,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,120,120
MAGDALENA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,240,240
MAIRANA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,150,150
MAPIRI,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,120,120
MINEROS,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,452,452
MIZQUE,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,540,540
MOJINETE,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,30,30
MOJOCOYA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,240,240
MONTEAGUDO,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,1466,1466
MONTERO,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,3475,3475
MOROCHATA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,292,292
OCURI,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,240,240
OKINAWA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,360,360
OMEREQUE,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,209,209
ORURO,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,13477,13477
PADILLA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,570,570
PAILON,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,272,272
PALOS BLANCOS,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,300,300
PASORAPA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,180,180
PATACAMAYA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,240,240
PAZÑA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,60,60
POCOATA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,60,60
POCONA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,301,301
POJO (CBBA),internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,180,180
POOPO,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,90,90
PORCO,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,148,148
POROMA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,756,756
PORONGO,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,30,30
PORTACHUELO,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,1320,1320
PORVENIR,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,118,118
POTOSI,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,12600,12600
PRESTO,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,330,330
PUCARANI,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,60,60
PUERTO GONZALO MORENO,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,90,90
PUERTO PEREZ,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,30,30
PUERTO QUIJARRO,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,186,186
PUERTO RICO,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,110,110
PUERTO SUAREZ,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,1550,1550
PUERTO VILLARROEL,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,1710,1710
PUNA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,90,90
PUNATA,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,1560,1560
QUILLACOLLO,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,1080,1080
RAQAYPAMPA(ETA),internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,120,120
RAVELO,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,120,120
REYES,internaciones dias camas,dias camas disponibles otros servicios,2018-04-01,210,210
