,group,variable,month,NIÑOS DE 1 A 4 AÑOS NUEVO,NIÑOS DE 1 A 4 AÑOS NUEVO,NIÑOS DE 1 A 4 AÑOS REPETIDO,NIÑOS DE 1 A 4 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
TINGUIPAYA,consulta externa,ninos  de 1 a 4 anos,2019-02-01,140,128,3,7,143,135,278
TIPUANI,consulta externa,ninos  de 1 a 4 anos,2019-02-01,82,74,23,29,105,103,208
TIQUIPAYA,consulta externa,ninos  de 1 a 4 anos,2019-02-01,798,809,67,61,865,870,1735
TIRAQUE (CBBA),consulta externa,ninos  de 1 a 4 anos,2019-02-01,121,97,15,14,136,111,247
TITO YUPANQUI (PARQUIPUJIO),consulta externa,ninos  de 1 a 4 anos,2019-02-01,7,4,0,0,7,4,11
TOCO,consulta externa,ninos  de 1 a 4 anos,2019-02-01,50,44,44,45,94,89,183
TODOS SANTOS,consulta externa,ninos  de 1 a 4 anos,2019-02-01,1,2,0,0,1,2,3
TOLATA,consulta externa,ninos  de 1 a 4 anos,2019-02-01,76,79,36,27,112,106,218
TOLEDO,consulta externa,ninos  de 1 a 4 anos,2019-02-01,31,34,0,2,31,36,67
TOMAVE,consulta externa,ninos  de 1 a 4 anos,2019-02-01,107,94,0,0,107,94,201
TOMINA,consulta externa,ninos  de 1 a 4 anos,2019-02-01,167,166,4,5,171,171,342
TORO TORO,consulta externa,ninos  de 1 a 4 anos,2019-02-01,120,87,0,0,120,87,207
TOTORA(CBBA),consulta externa,ninos  de 1 a 4 anos,2019-02-01,135,91,4,3,139,94,233
TOTORA(ORR),consulta externa,ninos  de 1 a 4 anos,2019-02-01,33,49,5,3,38,52,90
TRIGAL,consulta externa,ninos  de 1 a 4 anos,2019-02-01,18,20,0,1,18,21,39
TRINIDAD,consulta externa,ninos  de 1 a 4 anos,2019-02-01,1481,1303,273,248,1754,1551,3305
TUPIZA,consulta externa,ninos  de 1 a 4 anos,2019-02-01,507,498,34,30,541,528,1069
TURCO,consulta externa,ninos  de 1 a 4 anos,2019-02-01,33,28,4,1,37,29,66
UMALA,consulta externa,ninos  de 1 a 4 anos,2019-02-01,67,50,1,0,68,50,118
UNCIA,consulta externa,ninos  de 1 a 4 anos,2019-02-01,225,201,7,4,232,205,437
URIONDO (A. CONCEPCION),consulta externa,ninos  de 1 a 4 anos,2019-02-01,192,211,37,52,229,263,492
URUBICHA,consulta externa,ninos  de 1 a 4 anos,2019-02-01,112,98,5,5,117,103,220
UYUNI,consulta externa,ninos  de 1 a 4 anos,2019-02-01,215,226,5,9,220,235,455
VACAS,consulta externa,ninos  de 1 a 4 anos,2019-02-01,92,66,38,25,130,91,221
VALLEGRANDE,consulta externa,ninos  de 1 a 4 anos,2019-02-01,112,94,56,69,168,163,331
VIACHA,consulta externa,ninos  de 1 a 4 anos,2019-02-01,602,522,138,123,740,645,1385
VILA VILA,consulta externa,ninos  de 1 a 4 anos,2019-02-01,38,54,0,1,38,55,93
VILLA CHARCAS,consulta externa,ninos  de 1 a 4 anos,2019-02-01,150,150,3,2,153,152,305
VILLA MONTES,consulta externa,ninos  de 1 a 4 anos,2019-02-01,542,508,28,34,570,542,1112
VILLA NUEVA (LOMA ALTA),consulta externa,ninos  de 1 a 4 anos,2019-02-01,24,39,0,2,24,41,65
VILLA RIVERO,consulta externa,ninos  de 1 a 4 anos,2019-02-01,109,73,26,19,135,92,227
VILLA SERRANO,consulta externa,ninos  de 1 a 4 anos,2019-02-01,205,205,0,3,205,208,413
VILLA TUNARI,consulta externa,ninos  de 1 a 4 anos,2019-02-01,1783,1601,178,154,1961,1755,3716
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,ninos  de 1 a 4 anos,2019-02-01,136,125,5,8,141,133,274
VILLAZON,consulta externa,ninos  de 1 a 4 anos,2019-02-01,364,317,37,43,401,360,761
VINTO,consulta externa,ninos  de 1 a 4 anos,2019-02-01,686,536,96,86,782,622,1404
VITICHI,consulta externa,ninos  de 1 a 4 anos,2019-02-01,66,57,0,0,66,57,123
WALDO BALLIVIAN,consulta externa,ninos  de 1 a 4 anos,2019-02-01,20,8,0,0,20,8,28
WARNES,consulta externa,ninos  de 1 a 4 anos,2019-02-01,1591,1463,213,252,1804,1715,3519
YACO,consulta externa,ninos  de 1 a 4 anos,2019-02-01,63,60,10,4,73,64,137
YACUIBA,consulta externa,ninos  de 1 a 4 anos,2019-02-01,1241,1181,212,205,1453,1386,2839
YAMPARAEZ,consulta externa,ninos  de 1 a 4 anos,2019-02-01,37,43,1,1,38,44,82
YANACACHI,consulta externa,ninos  de 1 a 4 anos,2019-02-01,47,42,2,2,49,44,93
YAPACANI,consulta externa,ninos  de 1 a 4 anos,2019-02-01,899,768,71,66,970,834,1804
YOCALLA,consulta externa,ninos  de 1 a 4 anos,2019-02-01,66,47,1,0,67,47,114
YOTALA,consulta externa,ninos  de 1 a 4 anos,2019-02-01,100,88,79,61,179,149,328
YUNCHARA,consulta externa,ninos  de 1 a 4 anos,2019-02-01,122,125,0,0,122,125,247
YUNGUYO DE LITORAL,consulta externa,ninos  de 1 a 4 anos,2019-02-01,2,4,0,0,2,4,6
ZUDAÑEZ,consulta externa,ninos  de 1 a 4 anos,2019-02-01,84,84,1,4,85,88,173
ACACIO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,40,35,0,0,40,35,75
ACHACACHI,consulta externa,ninos  de 1 a 4 anos,2019-03-01,178,184,28,24,206,208,414
ACHOCALLA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,175,161,4,5,179,166,345
AIQUILE,consulta externa,ninos  de 1 a 4 anos,2019-03-01,240,192,22,23,262,215,477
ALALAY,consulta externa,ninos  de 1 a 4 anos,2019-03-01,22,15,1,3,23,18,41
ALCALA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,53,45,1,1,54,46,100
ALTO BENI,consulta externa,ninos  de 1 a 4 anos,2019-03-01,221,214,3,2,224,216,440
ANCORAIMES,consulta externa,ninos  de 1 a 4 anos,2019-03-01,44,42,7,5,51,47,98
ANDAMARCA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,26,37,0,1,26,38,64
ANTEQUERA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,29,19,8,4,37,23,60
ANZALDO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,44,48,8,13,52,61,113
APOLO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,218,209,54,58,272,267,539
ARAMPAMPA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,23,43,0,0,23,43,66
ARANI,consulta externa,ninos  de 1 a 4 anos,2019-03-01,93,115,11,6,104,121,225
ARBIETO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,333,313,36,38,369,351,720
ARQUE,consulta externa,ninos  de 1 a 4 anos,2019-03-01,108,116,3,3,111,119,230
ASCENCION DE GUARAYOS,consulta externa,ninos  de 1 a 4 anos,2019-03-01,292,268,17,9,309,277,586
ATOCHA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,222,197,14,11,236,208,444
AUCAPATA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,36,34,0,0,36,34,70
AYATA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,48,36,4,4,52,40,92
AYO AYO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,57,60,15,10,72,70,142
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,ninos  de 1 a 4 anos,2019-03-01,259,202,6,5,265,207,472
AZURDUY,consulta externa,ninos  de 1 a 4 anos,2019-03-01,166,179,2,2,168,181,349
BATALLAS,consulta externa,ninos  de 1 a 4 anos,2019-03-01,39,44,49,39,88,83,171
BAURES,consulta externa,ninos  de 1 a 4 anos,2019-03-01,95,77,6,8,101,85,186
BELEN DE ANDAMARCA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,14,9,0,0,14,9,23
BELEN DE URMIRI,consulta externa,ninos  de 1 a 4 anos,2019-03-01,10,8,0,0,10,8,18
BELLA FLOR,consulta externa,ninos  de 1 a 4 anos,2019-03-01,60,52,5,3,65,55,120
BERMEJO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,823,825,37,30,860,855,1715
BETANZOS,consulta externa,ninos  de 1 a 4 anos,2019-03-01,261,236,6,4,267,240,507
BOLIVAR,consulta externa,ninos  de 1 a 4 anos,2019-03-01,41,37,2,0,43,37,80
BOLPEBRA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,28,31,1,1,29,32,61
BOYUIBE,consulta externa,ninos  de 1 a 4 anos,2019-03-01,85,82,4,1,89,83,172
BUENA VISTA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,228,196,19,15,247,211,458
CABEZAS,consulta externa,ninos  de 1 a 4 anos,2019-03-01,432,419,78,70,510,489,999
CAIROMA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,110,98,25,12,135,110,245
"CAIZA ""D""",consulta externa,ninos  de 1 a 4 anos,2019-03-01,126,106,1,0,127,106,233
CAJUATA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,168,145,1,3,169,148,317
CALACOTO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,40,32,4,1,44,33,77
CALAMARCA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,112,96,11,1,123,97,220
CAMARGO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,134,89,2,1,136,90,226
CAMATAQUI (C. VILLA ABECIA),consulta externa,ninos  de 1 a 4 anos,2019-03-01,13,16,0,0,13,16,29
CAMIRI,consulta externa,ninos  de 1 a 4 anos,2019-03-01,561,476,42,51,603,527,1130
CAPINOTA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,347,302,68,44,415,346,761
CAQUIAVIRI,consulta externa,ninos  de 1 a 4 anos,2019-03-01,53,68,4,5,57,73,130
CARACOLLO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,326,245,4,5,330,250,580
CARANAVI,consulta externa,ninos  de 1 a 4 anos,2019-03-01,602,617,240,208,842,825,1667
CARANGAS,consulta externa,ninos  de 1 a 4 anos,2019-03-01,0,1,1,0,1,1,2
CARAPARI,consulta externa,ninos  de 1 a 4 anos,2019-03-01,187,203,51,30,238,233,471
CARIPUYO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,47,34,2,1,49,35,84
CARMEN RIVERO TORREZ,consulta externa,ninos  de 1 a 4 anos,2019-03-01,63,71,11,9,74,80,154
CATACORA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,19,21,2,11,21,32,53
CHACARILLA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,14,11,1,4,15,15,30
CHALLAPATA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,268,195,14,7,282,202,484
CHAQUI,consulta externa,ninos  de 1 a 4 anos,2019-03-01,88,88,0,3,88,91,179
CHARAGUA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,550,481,68,50,618,531,1149
CHARAÑA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,5,7,1,2,6,9,15
CHAYANTA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,116,94,0,1,116,95,211
CHIMORE,consulta externa,ninos  de 1 a 4 anos,2019-03-01,613,525,75,65,688,590,1278
CHIPAYA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,16,18,2,0,18,18,36
CHOQUE COTA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,6,4,0,0,6,4,10
CHUA COCANI,consulta externa,ninos  de 1 a 4 anos,2019-03-01,11,8,1,2,12,10,22
CHULUMANI (V. DE LA LIBERTAD),consulta externa,ninos  de 1 a 4 anos,2019-03-01,263,206,26,12,289,218,507
CHUMA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,50,54,0,1,50,55,105
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,ninos  de 1 a 4 anos,2019-03-01,44,50,0,1,44,51,95
CKOCHAS,consulta externa,ninos  de 1 a 4 anos,2019-03-01,152,123,2,2,154,125,279
CLIZA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,163,136,42,32,205,168,373
COBIJA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,846,765,116,82,962,847,1809
COCAPATA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,253,244,11,2,264,246,510
COCHABAMBA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,9448,8572,2622,2516,12070,11088,23158
COIPASA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,2,9,0,0,2,9,11
COLCAPIRHUA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,285,287,226,261,511,548,1059
"COLCHA ""K""",consulta externa,ninos  de 1 a 4 anos,2019-03-01,222,222,23,12,245,234,479
COLLANA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,37,46,1,1,38,47,85
COLOMI,consulta externa,ninos  de 1 a 4 anos,2019-03-01,239,216,29,25,268,241,509
COLPA BELGICA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,101,97,13,19,114,116,230
COLQUECHACA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,354,287,3,2,357,289,646
COLQUENCHA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,73,54,10,3,83,57,140
COLQUIRI,consulta externa,ninos  de 1 a 4 anos,2019-03-01,127,125,11,8,138,133,271
COMANCHE,consulta externa,ninos  de 1 a 4 anos,2019-03-01,13,18,1,0,14,18,32
COMARAPA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,195,179,27,30,222,209,431
COMBAYA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,8,13,1,0,9,13,22
CONCEPCION,consulta externa,ninos  de 1 a 4 anos,2019-03-01,198,153,28,8,226,161,387
COPACABANA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,55,64,10,11,65,75,140
CORIPATA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,217,177,43,39,260,216,476
CORO CORO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,67,74,6,9,73,83,156
COROICO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,135,154,53,58,188,212,400
CORQUE,consulta externa,ninos  de 1 a 4 anos,2019-03-01,38,53,2,2,40,55,95
COTAGAITA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,330,289,18,20,348,309,657
COTOCA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,754,747,139,124,893,871,1764
CRUZ DE MACHACAMARCA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,2,0,0,0,2,0,2
CUATRO CAÑADAS,consulta externa,ninos  de 1 a 4 anos,2019-03-01,333,267,94,59,427,326,753
CUCHUMUELA (V. G. VILLARROEL),consulta externa,ninos  de 1 a 4 anos,2019-03-01,15,18,5,1,20,19,39
CUEVO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,59,72,12,21,71,93,164
CULPINA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,130,140,0,6,130,146,276
CURAHUARA DE CARANGAS,consulta externa,ninos  de 1 a 4 anos,2019-03-01,38,26,2,0,40,26,66
CURVA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,35,22,6,2,41,24,65
DESAGUADERO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,22,28,3,4,25,32,57
EL ALTO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,8221,7485,2751,2495,10972,9980,20952
EL CHORO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,46,52,1,0,47,52,99
EL PUENTE(STC),consulta externa,ninos  de 1 a 4 anos,2019-03-01,226,205,9,4,235,209,444
EL PUENTE(TJA),consulta externa,ninos  de 1 a 4 anos,2019-03-01,202,164,16,17,218,181,399
EL TORNO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,810,788,169,190,979,978,1957
EL VILLAR,consulta externa,ninos  de 1 a 4 anos,2019-03-01,41,34,1,1,42,35,77
ENTRE RIOS TRJ,consulta externa,ninos  de 1 a 4 anos,2019-03-01,348,306,4,5,352,311,663
ENTRE RIOS CBBA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,646,627,100,74,746,701,1447
ESCARA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,6,3,0,0,6,3,9
ESCOMA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,32,31,39,29,71,60,131
ESMERALDA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,8,1,1,1,9,2,11
EUCALIPTUS,consulta externa,ninos  de 1 a 4 anos,2019-03-01,43,30,0,0,43,30,73
EUREKA (SANTOS MERCADO),consulta externa,ninos  de 1 a 4 anos,2019-03-01,17,20,0,0,17,20,37
EXALTACION,consulta externa,ninos  de 1 a 4 anos,2019-03-01,55,63,1,0,56,63,119
FERNANDEZ ALONSO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,215,166,20,14,235,180,415
FILADELFIA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,123,117,1,0,124,117,241
GENERAL SAAVEDRA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,287,317,59,55,346,372,718
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,ninos  de 1 a 4 anos,2019-03-01,74,63,8,14,82,77,159
GUANAY,consulta externa,ninos  de 1 a 4 anos,2019-03-01,213,235,48,53,261,288,549
GUAQUI,consulta externa,ninos  de 1 a 4 anos,2019-03-01,19,35,0,0,19,35,54
GUAYARAMERIN,consulta externa,ninos  de 1 a 4 anos,2019-03-01,488,445,41,43,529,488,1017
GUTIERREZ,consulta externa,ninos  de 1 a 4 anos,2019-03-01,316,244,42,43,358,287,645
HUACARETA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,102,106,28,18,130,124,254
HUACAYA (VILLA DE HUACAYA),consulta externa,ninos  de 1 a 4 anos,2019-03-01,61,48,11,11,72,59,131
HUACHACALLA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,8,5,0,2,8,7,15
HUANUNI,consulta externa,ninos  de 1 a 4 anos,2019-03-01,234,183,52,26,286,209,495
HUARACAJE,consulta externa,ninos  de 1 a 4 anos,2019-03-01,60,55,1,4,61,59,120
HUARINA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,49,45,10,7,59,52,111
HUATAJATA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,12,7,10,11,22,18,40
HUAYLLAMARCA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,37,23,3,2,40,25,65
HUMANATA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,34,28,0,0,34,28,62
ICHOCA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,32,41,1,2,33,43,76
ICLA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,164,151,33,26,197,177,374
INCAHUASI,consulta externa,ninos  de 1 a 4 anos,2019-03-01,203,205,1,1,204,206,410
INGAVI (HUMAITA),consulta externa,ninos  de 1 a 4 anos,2019-03-01,36,29,4,0,40,29,69
INQUISIVI,consulta externa,ninos  de 1 a 4 anos,2019-03-01,93,99,2,2,95,101,196
IRUPANA (VILLA DE LANZA),consulta externa,ninos  de 1 a 4 anos,2019-03-01,210,178,41,35,251,213,464
IXIAMAS,consulta externa,ninos  de 1 a 4 anos,2019-03-01,208,183,6,3,214,186,400
JESUS DE MACHACA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,81,86,54,61,135,147,282
LA ASUNTA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,462,430,27,38,489,468,957
LA GUARDIA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,1387,910,215,179,1602,1089,2691
LA PAZ,consulta externa,ninos  de 1 a 4 anos,2019-03-01,8883,7919,2265,2091,11148,10010,21158
LA RIVERA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,2,1,0,0,2,1,3
LAGUNILLAS,consulta externa,ninos  de 1 a 4 anos,2019-03-01,120,138,21,22,141,160,301
LAJA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,108,110,9,13,117,123,240
LAS CARRERAS,consulta externa,ninos  de 1 a 4 anos,2019-03-01,41,60,0,0,41,60,101
LICOMA PAMPA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,35,36,0,2,35,38,73
LLALLAGUA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,595,509,14,7,609,516,1125
LLICA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,37,27,1,0,38,27,65
LORETO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,81,82,3,2,84,84,168
LURIBAY,consulta externa,ninos  de 1 a 4 anos,2019-03-01,80,84,20,9,100,93,193
MACHACAMARCA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,31,25,4,2,35,27,62
MACHARETI,consulta externa,ninos  de 1 a 4 anos,2019-03-01,120,108,4,2,124,110,234
MAGDALENA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,153,146,3,1,156,147,303
MAIRANA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,157,147,7,15,164,162,326
MALLA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,16,22,0,1,16,23,39
MAPIRI,consulta externa,ninos  de 1 a 4 anos,2019-03-01,182,199,10,8,192,207,399
MECAPACA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,100,73,16,23,116,96,212
MINEROS,consulta externa,ninos  de 1 a 4 anos,2019-03-01,252,235,71,82,323,317,640
MIZQUE,consulta externa,ninos  de 1 a 4 anos,2019-03-01,323,264,30,23,353,287,640
MOCOMOCO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,52,47,7,2,59,49,108
MOJINETE,consulta externa,ninos  de 1 a 4 anos,2019-03-01,13,10,0,2,13,12,25
MOJOCOYA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,78,69,6,12,84,81,165
MONTEAGUDO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,314,301,63,66,377,367,744
MONTERO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,1654,1384,362,294,2016,1678,3694
MORO MORO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,31,17,4,1,35,18,53
MOROCHATA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,97,98,8,4,105,102,207
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,ninos  de 1 a 4 anos,2019-03-01,54,54,2,0,56,54,110
NAZACARA DE PACAJES,consulta externa,ninos  de 1 a 4 anos,2019-03-01,2,2,3,6,5,8,13
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,ninos  de 1 a 4 anos,2019-03-01,39,39,2,0,41,39,80
OCURI,consulta externa,ninos  de 1 a 4 anos,2019-03-01,122,115,1,1,123,116,239
OKINAWA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,209,218,17,27,226,245,471
OMEREQUE,consulta externa,ninos  de 1 a 4 anos,2019-03-01,125,99,10,2,135,101,236
ORURO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,3698,3386,726,571,4424,3957,8381
PADCAYA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,310,287,16,12,326,299,625
PADILLA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,123,155,0,3,123,158,281
PAILON,consulta externa,ninos  de 1 a 4 anos,2019-03-01,364,305,26,30,390,335,725
PALCA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,152,153,5,1,157,154,311
PALOS BLANCOS,consulta externa,ninos  de 1 a 4 anos,2019-03-01,686,627,42,51,728,678,1406
PAMPA AULLAGAS,consulta externa,ninos  de 1 a 4 anos,2019-03-01,17,23,7,4,24,27,51
PAMPA GRANDE,consulta externa,ninos  de 1 a 4 anos,2019-03-01,106,92,15,10,121,102,223
PAPEL PAMPA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,75,45,1,0,76,45,121
PASORAPA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,26,24,0,1,26,25,51
PATACAMAYA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,154,142,5,8,159,150,309
PAZÑA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,48,53,0,2,48,55,103
PELECHUCO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,82,107,15,5,97,112,209
POCOATA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,139,128,2,0,141,128,269
POCONA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,131,147,0,1,131,148,279
POJO (CBBA),consulta externa,ninos  de 1 a 4 anos,2019-03-01,103,98,20,12,123,110,233
POOPO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,69,56,3,7,72,63,135
PORCO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,121,107,3,2,124,109,233
POROMA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,202,177,2,0,204,177,381
PORONGO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,183,169,14,12,197,181,378
PORTACHUELO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,190,211,5,4,195,215,410
PORVENIR,consulta externa,ninos  de 1 a 4 anos,2019-03-01,133,116,17,15,150,131,281
POSTRER VALLE,consulta externa,ninos  de 1 a 4 anos,2019-03-01,19,22,0,0,19,22,41
POTOSI,consulta externa,ninos  de 1 a 4 anos,2019-03-01,3040,2826,252,241,3292,3067,6359
PRESTO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,119,117,1,0,120,117,237
PUCARA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,20,10,6,2,26,12,38
PUCARANI,consulta externa,ninos  de 1 a 4 anos,2019-03-01,148,162,9,16,157,178,335
PUERTO ACOSTA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,51,43,11,9,62,52,114
PUERTO CARABUCO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,46,42,16,17,62,59,121
PUERTO GONZALO MORENO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,126,117,28,32,154,149,303
PUERTO PEREZ,consulta externa,ninos  de 1 a 4 anos,2019-03-01,17,25,0,0,17,25,42
PUERTO QUIJARRO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,136,137,18,22,154,159,313
PUERTO RICO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,158,136,3,2,161,138,299
PUERTO SILES,consulta externa,ninos  de 1 a 4 anos,2019-03-01,15,17,1,1,16,18,34
PUERTO SUAREZ,consulta externa,ninos  de 1 a 4 anos,2019-03-01,297,274,15,17,312,291,603
PUERTO VILLARROEL,consulta externa,ninos  de 1 a 4 anos,2019-03-01,1281,1090,93,75,1374,1165,2539
PUNA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,144,130,1,1,145,131,276
PUNATA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,336,298,50,40,386,338,724
QUIABAYA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,14,14,8,5,22,19,41
QUILLACOLLO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,1044,967,456,351,1500,1318,2818
QUIME,consulta externa,ninos  de 1 a 4 anos,2019-03-01,70,69,0,1,70,70,140
QUIRUSILLAS,consulta externa,ninos  de 1 a 4 anos,2019-03-01,8,13,3,1,11,14,25
RAQAYPAMPA(ETA),consulta externa,ninos  de 1 a 4 anos,2019-03-01,84,55,2,0,86,55,141
RAVELO,consulta externa,ninos  de 1 a 4 anos,2019-03-01,198,161,7,9,205,170,375
REYES,consulta externa,ninos  de 1 a 4 anos,2019-03-01,156,168,7,8,163,176,339
RIBERALTA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,966,868,120,113,1086,981,2067
ROBORE,consulta externa,ninos  de 1 a 4 anos,2019-03-01,243,194,11,7,254,201,455
RURRENABAQUE,consulta externa,ninos  de 1 a 4 anos,2019-03-01,310,340,12,4,322,344,666
SABAYA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,58,48,2,6,60,54,114
SACABA,consulta externa,ninos  de 1 a 4 anos,2019-03-01,1692,1522,392,389,2084,1911,3995
