municipality,group,variable,month,Días camas disponibles maternidad,TOTAL
AYO AYO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,120,120
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas disponibles maternidad,2013-04-01,1140,1140
AZURDUY,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
BATALLAS,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
BAURES,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
BELEN DE ANDAMARCA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,30,30
BERMEJO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,365,365
BETANZOS,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,180,180
BOLIVAR,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
BOYUIBE,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,120,120
BUENA VISTA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,252,252
CABEZAS,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,120,120
CAIROMA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,120,120
"CAIZA ""D""",internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
CAJUATA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,120,120
CALAMARCA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,180,180
CAMARGO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,480,480
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles maternidad,2013-04-01,90,90
CAMIRI,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,540,540
CAPINOTA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,244,244
CARACOLLO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,120,120
CARANAVI,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,360,360
CARAPARI,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
CARIPUYO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,30,30
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,137,137
CHALLAPATA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,240,240
CHAQUI,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,26,26
CHARAGUA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,270,270
CHARAÑA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,30,30
CHAYANTA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
CHIMORE,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,300,300
CHIPAYA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,58,58
CHOQUE COTA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles maternidad,2013-04-01,270,270
CHUMA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,18,18
CKOCHAS,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,30,30
CLIZA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,390,390
COBIJA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,1097,1097
COCAPATA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,294,294
COCHABAMBA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,11559,11559
COIPASA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,58,58
COLCAPIRHUA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,421,421
"COLCHA ""K""",internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
COLOMI,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,390,390
COLPA BELGICA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
COLQUECHACA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,120,120
COLQUENCHA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,90,90
COLQUIRI,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,120,120
COMARAPA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,239,239
COMBAYA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,30,30
CONCEPCION,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,150,150
COPACABANA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,150,150
CORIPATA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,90,90
CORO CORO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,29,29
COROICO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,240,240
CORQUE,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,56,56
COTAGAITA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,150,150
COTOCA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,690,690
CUATRO CAÑADAS,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,449,449
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas disponibles maternidad,2013-04-01,29,29
CUEVO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
CULPINA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,390,390
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
DESAGUADERO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
EL ALTO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,5580,5580
EL CHORO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
EL PUENTE(STC),internaciones dias camas,dias camas disponibles maternidad,2013-04-01,150,150
EL PUENTE(TJA),internaciones dias camas,dias camas disponibles maternidad,2013-04-01,90,90
EL TORNO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,570,570
EL VILLAR,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,300,300
ENTRE RIOS TRJ,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,102,102
ENTRE RIOS CBBA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,390,390
ESCOMA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,120,120
EUCALIPTUS,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,45,45
EXALTACION,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,30,30
FERNANDEZ ALONSO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,298,298
GENERAL SAAVEDRA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,120,120
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,dias camas disponibles maternidad,2013-04-01,120,120
GUANAY,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,240,240
GUAYARAMERIN,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,602,602
GUTIERREZ,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
HUACARETA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,324,324
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas disponibles maternidad,2013-04-01,51,51
HUACHACALLA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,89,89
HUANUNI,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,240,240
HUARACAJE,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
HUARINA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,30,30
HUAYLLAMARCA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,90,90
ICLA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,180,180
INCAHUASI,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,270,270
INGAVI (HUMAITA),internaciones dias camas,dias camas disponibles maternidad,2013-04-01,1,1
INQUISIVI,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas disponibles maternidad,2013-04-01,90,90
IXIAMAS,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
JESUS DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,149,149
LA ASUNTA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,270,270
LA GUARDIA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,840,840
LA PAZ,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,13710,13710
LAGUNILLAS,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,30,30
LAJA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,30,30
LAS CARRERAS,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,271,271
LICOMA PAMPA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,30,30
LLALLAGUA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,360,360
LLICA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
LURIBAY,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,120,120
MACHACAMARCA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
MACHARETI,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,180,180
MAGDALENA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,150,150
MAIRANA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,90,90
MALLA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
MAPIRI,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,150,150
MECAPACA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,90,90
MINEROS,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,180,180
MIZQUE,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,810,810
MOCOMOCO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
MOJOCOYA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,252,252
MONTEAGUDO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,690,690
MONTERO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,1260,1260
MORO MORO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,90,90
MOROCHATA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,270,270
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
OCURI,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,240,240
OKINAWA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,180,180
OMEREQUE,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,240,240
ORURO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,3714,3714
PADILLA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,390,390
PAILON,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,298,298
PALCA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
PALOS BLANCOS,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,420,420
PAMPA AULLAGAS,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,30,30
PAMPA GRANDE,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
PAPEL PAMPA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,30,30
PASORAPA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,180,180
PATACAMAYA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,330,330
PAZÑA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,120,120
PELECHUCO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,120,120
POCOATA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,90,90
POCONA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,480,480
POJO (CBBA),internaciones dias camas,dias camas disponibles maternidad,2013-04-01,300,300
POOPO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,90,90
PORCO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,76,76
POROMA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,632,632
PORONGO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,361,361
PORTACHUELO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,630,630
PORVENIR,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
POSTRER VALLE,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
POTOSI,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,2040,2040
PRESTO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,192,192
PUCARA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,30,30
PUCARANI,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,150,150
PUERTO ACOSTA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,30,30
PUERTO CARABUCO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,31,31
PUERTO GONZALO MORENO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,75,75
PUERTO QUIJARRO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,750,750
PUERTO RICO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,136,136
PUERTO SILES,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,29,29
PUERTO SUAREZ,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,360,360
PUERTO VILLARROEL,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,1200,1200
PUNA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,120,120
PUNATA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,631,631
QUILLACOLLO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,420,420
QUIME,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,90,90
QUIRUSILLAS,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,30,30
RAVELO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
REYES,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,90,90
RIBERALTA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,750,750
ROBORE,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,297,297
RURRENABAQUE,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,120,120
SABAYA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,29,29
SACABA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,1350,1350
SACABAMBA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,120,120
SACACA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,90,90
SAIPINA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,131,131
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,206,206
SAMAIPATA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,150,150
SAN ANDRES DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
SAN BENITO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,180,180
SAN BORJA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,360,360
SAN BUENA VENTURA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,120,120
SAN CARLOS,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,420,420
SAN IGNACIO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,480,480
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,1290,1290
SAN JAVIER(BNI),internaciones dias camas,dias camas disponibles maternidad,2013-04-01,30,30
SAN JAVIER(STC),internaciones dias camas,dias camas disponibles maternidad,2013-04-01,120,120
SAN JOAQUIN,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,120,120
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,990,990
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,30,30
SAN JULIAN,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,630,630
SAN LORENZO(PND),internaciones dias camas,dias camas disponibles maternidad,2013-04-01,86,86
SAN LUCAS,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,600,600
SAN MATIAS,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,240,240
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,150,150
SAN PEDRO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,322,322
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,30,30
SAN RAFAEL,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,120,120
SAN RAMON BENI,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,90,90
SAN RAMON SCZ,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,210,210
SANTA ANA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,240,240
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,18593,18593
SANTA ROSA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,90,90
SANTA ROSA DEL SARA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,391,391
SANTIAGO DE CALLAPA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,180,180
SANTIAGO DE HUARI,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,150,150
SANTIAGO DE HUATA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
SANTIAGO DE MACHACA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
SANTIVAÑES,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,124,124
SANTUARIO DE QUILLACAS,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,56,56
SENA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,80,80
SHINAOTA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,510,510
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas disponibles maternidad,2013-04-01,237,237
SICAYA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
SIPE SIPE,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,930,930
SOPACHUY,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,267,267
SORACACHI,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,150,150
SORATA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,124,124
SUCRE,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,3823,3823
TACACHI,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
TACACOMA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
TACOPAYA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,180,180
TAPACARI,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,690,690
TARABUCO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,438,438
TARACO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,30,30
TARATA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,302,302
TARIJA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,1862,1862
TARVITA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,709,709
TEOPONTE,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,181,181
TIAWANACU,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
TIPUANI,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,150,150
TIQUIPAYA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,780,780
TIRAQUE (CBBA),internaciones dias camas,dias camas disponibles maternidad,2013-04-01,540,540
TOCO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,150,150
TOLATA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
TOLEDO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,30,30
TOMAVE,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
TOMINA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,540,540
TORO TORO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,30,30
TOTORA(CBBA),internaciones dias camas,dias camas disponibles maternidad,2013-04-01,360,360
TOTORA(ORR),internaciones dias camas,dias camas disponibles maternidad,2013-04-01,120,120
TRIGAL,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,30,30
TRINIDAD,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,1380,1380
TUPIZA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,510,510
TURCO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,90,90
UMALA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
UNCIA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,150,150
URUBICHA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,90,90
UYUNI,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,540,540
VACAS,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,242,242
VALLEGRANDE,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,210,210
VIACHA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,786,786
VILA VILA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,150,150
VILLA CHARCAS,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,195,195
VILLA MONTES,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,360,360
VILLA RIVERO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,120,120
VILLA SERRANO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,450,450
VILLA TUNARI,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,1470,1470
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas disponibles maternidad,2013-04-01,237,237
VILLAZON,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,390,390
VINTO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,215,215
VITICHI,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,120,120
WALDO BALLIVIAN,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,30,30
WARNES,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,1193,1193
YACO,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,60,60
YACUIBA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,660,660
YAMPARAEZ,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,180,180
YANACACHI,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,120,120
YAPACANI,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,599,599
YOTALA,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,90,90
ZUDAÑEZ,internaciones dias camas,dias camas disponibles maternidad,2013-04-01,120,120
ACHACACHI,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,341,341
ACHOCALLA,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,31,31
AIQUILE,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,527,527
ALALAY,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,124,124
ALCALA,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,124,124
ALTO BENI,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,155,155
ANCORAIMES,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,122,122
ANDAMARCA,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,124,124
ANTEQUERA,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,31,31
ANZALDO,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,93,93
APOLO,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,93,93
ARAMPAMPA,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,31,31
ARANI,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,212,212
ARBIETO,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,186,186
ARQUE,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,279,279
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,310,310
ATOCHA,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,248,248
AYO AYO,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,124,124
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas disponibles maternidad,2013-05-01,1116,1116
AZURDUY,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,235,235
BATALLAS,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,62,62
BAURES,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,62,62
BELEN DE ANDAMARCA,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,31,31
BERMEJO,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,389,389
BETANZOS,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,217,217
BOLIVAR,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,93,93
BOYUIBE,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,124,124
BUENA VISTA,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,200,200
CABEZAS,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,124,124
CAIROMA,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,155,155
"CAIZA ""D""",internaciones dias camas,dias camas disponibles maternidad,2013-05-01,62,62
CAJUATA,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,93,93
CALAMARCA,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,124,124
CAMARGO,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,490,490
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles maternidad,2013-05-01,93,93
CAMIRI,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,569,569
CAPINOTA,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,217,217
CAQUIAVIRI,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,91,91
CARACOLLO,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,93,93
CARANAVI,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,310,310
CARAPARI,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,60,60
CARIPUYO,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,31,31
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,175,175
CHALLAPATA,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,310,310
CHAQUI,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,25,25
CHARAGUA,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,276,276
CHAYANTA,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,62,62
CHIMORE,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,310,310
CHIPAYA,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,62,62
CHOQUE COTA,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,62,62
CHUA COCANI,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,31,31
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles maternidad,2013-05-01,217,217
CHUMA,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,31,31
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,16,16
CKOCHAS,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,31,31
CLIZA,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,403,403
COBIJA,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,899,899
COCAPATA,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,368,368
COCHABAMBA,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,11966,11966
COIPASA,internaciones dias camas,dias camas disponibles maternidad,2013-05-01,62,62
