municipality,group,variable,month,Días camas disponibles otros servicios,TOTAL
"CAIZA ""D""",internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,62,62
CAJUATA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,62,62
CAMARGO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,180,180
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,93,93
CAMIRI,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,2263,2263
CAPINOTA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,403,403
CARACOLLO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,217,217
CARANAVI,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,1085,1085
CARAPARI,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,84,84
CARIPUYO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,155,155
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,349,349
CHALLAPATA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,775,775
CHAQUI,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,31,31
CHARAGUA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,862,862
CHAYANTA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,124,124
CHIMORE,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,186,186
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,992,992
CKOCHAS,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,31,31
CLIZA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,341,341
COBIJA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,2514,2514
COCAPATA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,279,279
COCHABAMBA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,51925,51925
COLCAPIRHUA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,982,982
"COLCHA ""K""",internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,62,62
COLOMI,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,217,217
COLPA BELGICA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,266,266
COLQUECHACA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,124,124
COLQUIRI,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,217,217
COMARAPA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,800,800
CONCEPCION,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,496,496
COPACABANA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,248,248
CORIPATA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,62,62
COROICO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,992,992
CORQUE,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,62,62
COTAGAITA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,448,448
COTOCA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,682,682
CUATRO CAÑADAS,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,527,527
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,62,62
CUEVO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,186,186
CULPINA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,492,492
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,278,278
EL ALTO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,12989,12989
EL PUENTE(STC),internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,186,186
EL TORNO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,2945,2945
EL VILLAR,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,211,211
ENTRE RIOS TRJ,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,432,432
ENTRE RIOS CBBA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,155,155
ESCOMA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,527,527
EXALTACION,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,62,62
FERNANDEZ ALONSO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,459,459
FILADELFIA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,27,27
GENERAL SAAVEDRA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,248,248
GUANAY,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,124,124
GUAYARAMERIN,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,1264,1264
GUTIERREZ,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,640,640
HUACARETA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,524,524
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,180,180
HUACHACALLA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,62,62
HUANUNI,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,1612,1612
HUARACAJE,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,31,31
HUAYLLAMARCA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,62,62
HUMANATA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,62,62
ICLA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,62,62
INCAHUASI,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,308,308
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,372,372
IXIAMAS,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,180,180
JESUS DE MACHACA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,403,403
LA ASUNTA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,341,341
LA GUARDIA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,1147,1147
LA PAZ,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,69533,69533
LAGUNILLAS,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,124,124
LAS CARRERAS,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,123,123
LICOMA PAMPA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,31,31
LLALLAGUA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,1023,1023
LLICA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,62,62
LURIBAY,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,124,124
MACHACAMARCA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,62,62
MACHARETI,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,464,464
MAGDALENA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,248,248
MAIRANA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,62,62
MAPIRI,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,124,124
MINEROS,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,155,155
MIZQUE,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,682,682
MOJOCOYA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,294,294
MONTEAGUDO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,1519,1519
MONTERO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,3485,3485
MORO MORO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,93,93
MOROCHATA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,247,247
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,21,21
OCURI,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,372,372
OKINAWA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,217,217
OMEREQUE,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,124,124
ORURO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,15654,15654
PADILLA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,465,465
PAILON,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,346,346
PALOS BLANCOS,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,434,434
PASORAPA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,93,93
PATACAMAYA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,186,186
PAZÑA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,124,124
POCOATA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,124,124
POCONA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,310,310
POJO (CBBA),internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,217,217
POOPO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,93,93
PORCO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,62,62
POROMA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,589,589
PORONGO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,310,310
PORTACHUELO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,1178,1178
PORVENIR,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,124,124
POSTRER VALLE,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,62,62
POTOSI,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,10912,10912
PRESTO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,307,307
PUCARANI,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,186,186
PUERTO GONZALO MORENO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,46,46
PUERTO QUIJARRO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,180,180
PUERTO RICO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,258,258
PUERTO SILES,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,26,26
PUERTO SUAREZ,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,1184,1184
PUERTO VILLARROEL,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,1643,1643
PUNA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,124,124
PUNATA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,1550,1550
QUILLACOLLO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,930,930
QUIME,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,124,124
QUIRUSILLAS,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,31,31
RAVELO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,62,62
REYES,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,186,186
RIBERALTA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,3069,3069
ROBORE,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,929,929
RURRENABAQUE,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,403,403
SABAYA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,120,120
SACABA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,2139,2139
SACABAMBA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,124,124
SACACA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,310,310
SAIPINA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,127,127
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,124,124
SAMAIPATA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,93,93
SAN ANDRES,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,26,26
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,83,83
SAN BENITO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,124,124
SAN BORJA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,527,527
SAN BUENA VENTURA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,217,217
SAN CARLOS,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,1054,1054
SAN IGNACIO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,492,492
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,2480,2480
SAN JAVIER(STC),internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,124,124
SAN JOAQUIN,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,124,124
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,1240,1240
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,699,699
SAN JULIAN,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,775,775
SAN LORENZO(PND),internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,78,78
SAN LUCAS,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,616,616
SAN MATIAS,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,620,620
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,217,217
SAN PEDRO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,429,429
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,155,155
SAN RAFAEL,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,248,248
SAN RAMON BENI,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,128,128
SAN RAMON SCZ,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,1133,1133
SANTA ANA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,434,434
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,50933,50933
SANTA ROSA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,186,186
SANTA ROSA DEL SARA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,186,186
SANTIAGO DE HUARI,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,124,124
SANTIAGO DE MACHACA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,62,62
SANTIVAÑES,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,248,248
SANTUARIO DE QUILLACAS,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,94,94
SENA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,35,35
SHINAOTA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,649,649
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,395,395
SICAYA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,29,29
SOPACHUY,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,833,833
SORACACHI,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,30,30
SORATA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,620,620
SUCRE,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,33999,33999
TACACOMA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,124,124
TACOPAYA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,124,124
TAPACARI,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,309,309
TARABUCO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,527,527
TARATA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,186,186
TARIJA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,13944,13944
TARVITA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,609,609
TIPUANI,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,217,217
TIQUIPAYA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,744,744
TIRAQUE (CBBA),internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,93,93
TOCO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,62,62
TOLATA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,62,62
TOLEDO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,155,155
TOMAVE,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,62,62
TOMINA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,558,558
TORO TORO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,155,155
TOTORA(CBBA),internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,465,465
TRIGAL,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,62,62
TRINIDAD,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,6242,6242
TUPIZA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,3410,3410
TURCO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,155,155
UNCIA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,93,93
URUBICHA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,186,186
UYUNI,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,1267,1267
VACAS,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,155,155
VALLEGRANDE,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,682,682
VIACHA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,1076,1076
VILA VILA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,93,93
VILLA CHARCAS,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,91,91
VILLA MONTES,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,1116,1116
VILLA RIVERO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,93,93
VILLA SERRANO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,248,248
VILLA TUNARI,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,2139,2139
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,217,217
VILLAZON,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,1240,1240
VINTO,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,217,217
WARNES,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,755,755
YACUIBA,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,2474,2474
YAMPARAEZ,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,341,341
YANACACHI,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,62,62
YAPACANI,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,1147,1147
ZUDAÑEZ,internaciones dias camas,dias camas disponibles otros servicios,2013-01-01,93,93
ACHACACHI,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,420,420
AIQUILE,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,1400,1400
ALALAY,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,112,112
ALCALA,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,56,56
ANCORAIMES,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,56,56
ANTEQUERA,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,28,28
ANZALDO,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,364,364
APOLO,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,280,280
ARAMPAMPA,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,140,140
ARANI,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,56,56
ARBIETO,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,112,112
ARQUE,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,140,140
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,953,953
ATOCHA,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,516,516
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,784,784
AZURDUY,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,452,452
BATALLAS,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,112,112
BAURES,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,56,56
BELEN DE ANDAMARCA,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,28,28
BERMEJO,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,1355,1355
BETANZOS,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,196,196
BOLIVAR,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,56,56
BOYUIBE,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,308,308
BUENA VISTA,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,227,227
CABEZAS,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,308,308
CAIROMA,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,224,224
"CAIZA ""D""",internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,56,56
CAMARGO,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,180,180
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,84,84
CAMIRI,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,2044,2044
CAPINOTA,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,336,336
CARACOLLO,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,196,196
CARANAVI,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,980,980
CARAPARI,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,79,79
CARIPUYO,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,140,140
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,336,336
CHALLAPATA,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,700,700
CHAQUI,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,28,28
CHARAGUA,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,796,796
CHAYANTA,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,112,112
CHIMORE,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,168,168
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,896,896
CKOCHAS,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,28,28
CLIZA,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,308,308
COBIJA,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,2507,2507
COCAPATA,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,224,224
COCHABAMBA,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,46946,46946
COLCAPIRHUA,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,862,862
"COLCHA ""K""",internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,56,56
COLOMI,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,196,196
COLPA BELGICA,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,245,245
COLQUECHACA,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,112,112
COLQUIRI,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,196,196
COMARAPA,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,745,745
CONCEPCION,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,448,448
COPACABANA,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,224,224
CORIPATA,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,56,56
CORO CORO,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,168,168
COROICO,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,896,896
COTAGAITA,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,420,420
COTOCA,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,616,616
CUATRO CAÑADAS,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,540,540
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,55,55
CUEVO,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,168,168
CULPINA,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,448,448
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,252,252
DESAGUADERO,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,56,56
EL ALTO,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,11760,11760
EL PUENTE(STC),internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,168,168
EL TORNO,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,2660,2660
EL VILLAR,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,196,196
ENTRE RIOS TRJ,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,224,224
ENTRE RIOS CBBA,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,140,140
ESCOMA,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,476,476
EUCALIPTUS,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,140,140
EXALTACION,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,56,56
FERNANDEZ ALONSO,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,430,430
FILADELFIA,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,108,108
GENERAL SAAVEDRA,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,224,224
GUANAY,internaciones dias camas,dias camas disponibles otros servicios,2013-02-01,112,112
