municipality,group,variable,month,Días camas ocupadas otros servicios,TOTAL
ROBORE,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,219,219
RURRENABAQUE,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,416,416
SABAYA,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,4,4
SACABA,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,757,757
SACABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,16,16
SACACA,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,7,7
SAIPINA,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,28,28
SAMAIPATA,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,45,45
SAN ANDRES,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,5,5
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,41,41
SAN BORJA,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,238,238
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,93,93
SAN CARLOS,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,388,388
SAN IGNACIO,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,368,368
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,1211,1211
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,94,94
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,44,44
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,426,426
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,169,169
SAN JULIAN,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,280,280
SAN LORENZO(PND),internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,15,15
SAN LUCAS,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,62,62
SAN MATIAS,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,63,63
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,68,68
SAN PEDRO,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,1195,1195
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,2,2
SAN RAFAEL,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,75,75
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,123,123
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,103,103
SANTA ANA,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,242,242
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,37868,37868
SANTA ROSA,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,112,112
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,6,6
SANTUARIO DE QUILLACAS,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,1,1
SENA,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,58,58
SHINAOTA,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,124,124
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,2,2
SOPACHUY,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,85,85
SORATA,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,7,7
SUCRE,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,24248,24248
TACOPAYA,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,6,6
TAPACARI,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,2,2
TARABUCO,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,201,201
TARIJA,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,9161,9161
TARVITA,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,24,24
TIPUANI,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,111,111
TIQUIPAYA,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,180,180
TOLATA,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,6,6
TOMAVE,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,1,1
TOMINA,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,85,85
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,34,34
TRIGAL,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,14,14
TRINIDAD,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,2824,2824
TUPIZA,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,1394,1394
UNCIA,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,5,5
URUBICHA,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,24,24
UYUNI,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,389,389
VALLEGRANDE,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,437,437
VIACHA,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,294,294
VILLA MONTES,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,489,489
VILLA RIVERO,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,6,6
VILLA SERRANO,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,52,52
VILLA TUNARI,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,832,832
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,39,39
VILLAZON,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,707,707
VINTO,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,3,3
WARNES,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,370,370
YACUIBA,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,2238,2238
YAMPARAEZ,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,16,16
YANACACHI,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,4,4
YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,448,448
YOTALA,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,7,7
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas otros servicios,2013-01-01,47,47
ACHACACHI,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,66,66
AIQUILE,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,183,183
ALCALA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,2,2
ANCORAIMES,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,1,1
ANZALDO,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,111,111
APOLO,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,54,54
ARAMPAMPA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,1,1
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,392,392
ATOCHA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,76,76
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,31,31
AZURDUY,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,14,14
BAURES,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,47,47
BERMEJO,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,554,554
BETANZOS,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,31,31
BOYUIBE,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,55,55
BUENA VISTA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,40,40
CABEZAS,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,20,20
"CAIZA ""D""",internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,1,1
CAMARGO,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,210,210
CAMIRI,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,1078,1078
CAPINOTA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,8,8
CARACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,11,11
CARANAVI,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,333,333
CARAPARI,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,5,5
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,18,18
CHALLAPATA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,195,195
CHARAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,317,317
CHAYANTA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,13,13
CHIMORE,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,15,15
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,340,340
CKOCHAS,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,2,2
CLIZA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,47,47
COBIJA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,1187,1187
COCHABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,30112,30112
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,202,202
"COLCHA ""K""",internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,3,3
COLPA BELGICA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,40,40
COLQUECHACA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,2,2
COLQUIRI,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,6,6
COMARAPA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,83,83
CONCEPCION,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,39,39
COPACABANA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,6,6
CORIPATA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,2,2
CORO CORO,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,1,1
COROICO,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,321,321
COTAGAITA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,26,26
COTOCA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,195,195
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,147,147
CUEVO,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,17,17
CULPINA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,38,38
DESAGUADERO,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,8,8
EL ALTO,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,6741,6741
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,20,20
EL TORNO,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,698,698
EL VILLAR,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,10,10
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,21,21
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,4,4
ESCOMA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,44,44
EXALTACION,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,5,5
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,224,224
FILADELFIA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,4,4
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,23,23
GUANAY,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,32,32
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,1418,1418
GUTIERREZ,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,70,70
HUACARETA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,24,24
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,4,4
HUACHACALLA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,1,1
HUANUNI,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,292,292
HUARACAJE,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,34,34
HUMANATA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,1,1
INCAHUASI,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,13,13
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,42,42
IXIAMAS,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,46,46
JESUS DE MACHACA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,23,23
LA ASUNTA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,60,60
LA GUARDIA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,165,165
LA PAZ,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,41791,41791
LAS CARRERAS,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,8,8
LLALLAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,270,270
MACHACAMARCA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,2,2
MACHARETI,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,23,23
MAGDALENA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,98,98
MAIRANA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,75,75
MAPIRI,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,66,66
MINEROS,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,75,75
MIZQUE,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,38,38
MOJOCOYA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,9,9
MONTEAGUDO,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,509,509
MONTERO,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,1746,1746
MOROCHATA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,4,4
OCURI,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,1,1
OKINAWA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,10,10
OMEREQUE,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,4,4
ORURO,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,6885,6885
PADILLA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,151,151
PAILON,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,54,54
PASORAPA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,8,8
PATACAMAYA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,21,21
POCOATA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,5,5
POROMA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,8,8
PORTACHUELO,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,431,431
POSTRER VALLE,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,5,5
POTOSI,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,5854,5854
PRESTO,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,3,3
PUERTO CARABUCO,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,1,1
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,9,9
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,58,58
PUERTO RICO,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,178,178
PUERTO SILES,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,5,5
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,200,200
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,480,480
PUNA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,14,14
PUNATA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,496,496
QUILLACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,123,123
REYES,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,79,79
RIBERALTA,internaciones dias camas,dias camas ocupadas otros servicios,2013-02-01,2189,2189
