municipality,group,variable,month,Días camas ocupadas maternidad,TOTAL
TARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,134,134
TARACO,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,1,1
TARATA,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,9,9
TARIJA,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,1450,1450
TARVITA,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,54,54
TEOPONTE,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,16,16
TIAWANACU,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,12,12
TIPUANI,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,15,15
TIQUIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,368,368
TIRAQUE (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,58,58
TITO YUPANQUI (PARQUIPUJIO),internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,1,1
TOCO,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,4,4
TOLATA,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,6,6
TOLEDO,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,6,6
TOMAVE,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,1,1
TOMINA,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,26,26
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,70,70
TOTORA(ORR),internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,2,2
TRIGAL,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,8,8
TRINIDAD,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,879,879
TUPIZA,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,260,260
TURCO,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,2,2
UMALA,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,2,2
UNCIA,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,25,25
URUBICHA,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,21,21
UYUNI,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,144,144
VACAS,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,12,12
VALLEGRANDE,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,126,126
VIACHA,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,72,72
VILA VILA,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,4,4
VILLA CHARCAS,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,33,33
VILLA MONTES,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,291,291
VILLA RIVERO,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,14,14
VILLA SERRANO,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,25,25
VILLA TUNARI,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,561,561
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,24,24
VILLAZON,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,195,195
VINTO,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,118,118
VITICHI,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,6,6
WARNES,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,219,219
YACO,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,4,4
YACUIBA,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,607,607
YAMPARAEZ,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,8,8
YANACACHI,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,8,8
YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,219,219
YOTALA,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,33,33
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas maternidad,2013-03-01,7,7
ACACIO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,1,1
ACHACACHI,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,36,36
ACHOCALLA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,5,5
AIQUILE,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,55,55
ALALAY,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,2,2
ALCALA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,2,2
ALTO BENI,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,13,13
ANCORAIMES,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,13,13
ANTEQUERA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,2,2
ANZALDO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,10,10
APOLO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,23,23
ARANI,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,5,5
ARBIETO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,8,8
ARQUE,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,8,8
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,173,173
ATOCHA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,27,27
AUCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,1,1
AYATA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,2,2
AYO AYO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,44,44
AZURDUY,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,12,12
BATALLAS,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,18,18
BAURES,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,23,23
BERMEJO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,104,104
BETANZOS,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,37,37
BOYUIBE,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,9,9
BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,27,27
CABEZAS,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,27,27
CAIROMA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,10,10
"CAIZA ""D""",internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,6,6
CAJUATA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,21,21
CALAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,11,11
CAMARGO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,98,98
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,3,3
CAMIRI,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,310,310
CAPINOTA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,26,26
CARACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,30,30
CARANAVI,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,196,196
CARIPUYO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,2,2
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,14,14
CHALLAPATA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,132,132
CHAQUI,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,4,4
CHARAGUA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,99,99
CHARAÑA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,2,2
CHAYANTA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,28,28
CHIMORE,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,24,24
CHIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,108,108
CHUMA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,12,12
CKOCHAS,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,4,4
CLIZA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,97,97
COBIJA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,666,666
COCAPATA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,21,21
COCHABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,6199,6199
COIPASA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,2,2
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,66,66
COLOMI,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,36,36
COLPA BELGICA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,4,4
COLQUECHACA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,18,18
COLQUENCHA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,12,12
COLQUIRI,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,3,3
COMARAPA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,53,53
COMBAYA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,1,1
CONCEPCION,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,83,83
COPACABANA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,9,9
CORIPATA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,11,11
CORO CORO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,1,1
COROICO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,57,57
CORQUE,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,2,2
COTAGAITA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,55,55
COTOCA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,192,192
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,51,51
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,1,1
CUEVO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,7,7
CULPINA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,56,56
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,2,2
DESAGUADERO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,8,8
EL ALTO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,3687,3687
EL CHORO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,6,6
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,16,16
EL PUENTE(TJA),internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,16,16
EL TORNO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,612,612
EL VILLAR,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,3,3
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,23,23
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,32,32
ESCOMA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,17,17
EUCALIPTUS,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,15,15
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,169,169
FILADELFIA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,4,4
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,10,10
GRAL. J.J. PEREZ (CHARAZANI),internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,4,4
GUANAY,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,20,20
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,451,451
GUTIERREZ,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,28,28
HUACARETA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,18,18
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,10,10
HUACHACALLA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,1,1
HUANUNI,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,47,47
HUARACAJE,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,19,19
HUARINA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,6,6
HUAYLLAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,3,3
ICLA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,11,11
INCAHUASI,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,56,56
INGAVI (HUMAITA),internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,2,2
INQUISIVI,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,8,8
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,22,22
IXIAMAS,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,12,12
JESUS DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,9,9
LA ASUNTA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,44,44
LA GUARDIA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,113,113
LA PAZ,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,5328,5328
LAGUNILLAS,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,1,1
LAJA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,1,1
LAS CARRERAS,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,10,10
LICOMA PAMPA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,2,2
LLALLAGUA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,222,222
LLICA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,10,10
LURIBAY,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,4,4
MACHACAMARCA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,15,15
MACHARETI,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,24,24
MAGDALENA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,103,103
MAIRANA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,51,51
MALLA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,2,2
MAPIRI,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,22,22
MECAPACA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,11,11
MINEROS,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,50,50
MIZQUE,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,123,123
MOCOMOCO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,2,2
MOJOCOYA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,18,18
MONTEAGUDO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,226,226
MONTERO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,806,806
MORO MORO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,2,2
MOROCHATA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,5,5
OCURI,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,20,20
OKINAWA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,42,42
OMEREQUE,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,6,6
ORURO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,1816,1816
PADILLA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,50,50
PAILON,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,63,63
PALCA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,3,3
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,47,47
PAMPA AULLAGAS,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,1,1
PAMPA GRANDE,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,31,31
PAPEL PAMPA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,10,10
PASORAPA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,4,4
PATACAMAYA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,47,47
PAZÑA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,2,2
PELECHUCO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,4,4
POCOATA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,2,2
POCONA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,18,18
POJO (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,19,19
POOPO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,3,3
PORCO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,14,14
POROMA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,27,27
PORONGO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,7,7
PORTACHUELO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,188,188
PORVENIR,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,4,4
POSTRER VALLE,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,6,6
POTOSI,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,1282,1282
PRESTO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,18,18
PUCARANI,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,20,20
PUERTO ACOSTA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,2,2
PUERTO CARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,2,2
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,10,10
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,71,71
PUERTO RICO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,14,14
PUERTO SILES,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,1,1
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,156,156
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,163,163
PUNA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,9,9
PUNATA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,231,231
QUILLACOLLO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,372,372
QUIME,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,12,12
QUIRUSILLAS,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,1,1
RAVELO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,9,9
REYES,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,35,35
RIBERALTA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,452,452
ROBORE,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,61,61
RURRENABAQUE,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,195,195
SABAYA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,1,1
SACABA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,357,357
SACABAMBA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,4,4
SACACA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,28,28
SAIPINA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,19,19
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,10,10
SAMAIPATA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,63,63
SAN ANDRES,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,14,14
SAN ANDRES DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,3,3
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,30,30
SAN BENITO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,17,17
SAN BORJA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,268,268
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,48,48
SAN CARLOS,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,210,210
SAN IGNACIO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,88,88
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,434,434
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,42,42
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,20,20
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,101,101
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,16,16
SAN JULIAN,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,180,180
SAN LORENZO(PND),internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,4,4
SAN LUCAS,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,30,30
SAN MATIAS,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,72,72
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,28,28
SAN PEDRO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,163,163
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,25,25
SAN PEDRO DE QUEMES,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,2,2
SAN RAFAEL,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,16,16
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,58,58
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,36,36
SANTA ANA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,169,169
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,10442,10442
SANTA ROSA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,43,43
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,36,36
SANTIAGO DE CALLAPA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,5,5
SANTIAGO DE HUARI,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,4,4
SANTIAGO DE HUATA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,6,6
SANTIAGO DE MACHACA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,10,10
SANTIVAÑES,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,13,13
SANTUARIO DE QUILLACAS,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,4,4
SENA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,10,10
SHINAOTA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,126,126
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,53,53
SIPE SIPE,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,33,33
SOPACHUY,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,29,29
SORACACHI,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,9,9
SORATA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,11,11
SUCRE,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,1992,1992
TACACOMA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,10,10
TACOPAYA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,14,14
TAPACARI,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,6,6
TARABUCO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,79,79
TARACO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,2,2
TARATA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,8,8
TARIJA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,1438,1438
TARVITA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,32,32
TEOPONTE,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,9,9
TIAWANACU,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,67,67
TIPUANI,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,4,4
TIQUIPAYA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,306,306
TIRAQUE (CBBA),internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,25,25
TOCO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,6,6
TOLATA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,6,6
TOLEDO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,4,4
TOMAVE,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,6,6
TOMINA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,27,27
TORO TORO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,6,6
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,98,98
TOTORA(ORR),internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,12,12
TRINIDAD,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,773,773
TUPIZA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,267,267
UMALA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,3,3
UNCIA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,45,45
URUBICHA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,18,18
UYUNI,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,202,202
VACAS,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,11,11
VALLEGRANDE,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,111,111
VIACHA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,75,75
VILA VILA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,2,2
VILLA CHARCAS,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,18,18
VILLA MONTES,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,300,300
VILLA RIVERO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,8,8
VILLA SERRANO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,42,42
VILLA TUNARI,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,546,546
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,21,21
VILLAZON,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,166,166
VINTO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,120,120
VITICHI,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,7,7
WALDO BALLIVIAN,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,1,1
WARNES,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,227,227
YACO,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,2,2
YACUIBA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,538,538
YAMPARAEZ,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,7,7
YANACACHI,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,7,7
YAPACANI,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,226,226
YOTALA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,46,46
YUNCHARA,internaciones dias camas,dias camas ocupadas maternidad,2013-04-01,1,1
