municipality,group,variable,month,Nº de actividades realizadas con participación,TOTAL
PALCA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,27,27
PALOS BLANCOS,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,18,18
PAMPA AULLAGAS,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,3,3
PAMPA GRANDE,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,5,5
PASORAPA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,20,20
PATACAMAYA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,18,18
PAZÑA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,1,1
PELECHUCO,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,9,9
POCOATA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,21,21
POCONA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,15,15
POJO (CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,29,29
POOPO,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,3,3
PORCO,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,1,1
POROMA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,81,81
PORONGO,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,7,7
PORTACHUELO,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,6,6
PORVENIR,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,4,4
POSTRER VALLE,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,2,2
POTOSI,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,62,62
PRESTO,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,33,33
PUCARA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,3,3
PUCARANI,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,7,7
PUERTO ACOSTA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,3,3
PUERTO CARABUCO,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,9,9
PUERTO GONZALO MORENO,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,8,8
PUERTO PEREZ,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,2,2
PUERTO QUIJARRO,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,13,13
PUERTO SILES,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,1,1
PUERTO SUAREZ,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,5,5
PUERTO VILLARROEL,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,18,18
PUNA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,80,80
PUNATA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,40,40
QUIABAYA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,21,21
QUILLACOLLO,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,482,482
QUIME,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,12,12
QUIRUSILLAS,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,1,1
RAVELO,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,80,80
REYES,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,1,1
RIBERALTA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,63,63
ROBORE,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,12,12
SABAYA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,5,5
SACABA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,95,95
SACABAMBA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,2,2
SACACA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,96,96
SAIPINA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,1,1
SALINAS DE GARCI MENDOZA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,28,28
SAMAIPATA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,1,1
SAN ANDRES,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,20,20
SAN ANDRES DE MACHACA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,14,14
SAN ANTONIO DE ESMORUCO,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,1,1
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,11,11
SAN BENITO,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,9,9
SAN BORJA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,67,67
SAN CARLOS,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,3,3
SAN IGNACIO,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,269,269
SAN IGNACIO DE VELASCO,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,82,82
SAN JAVIER(BNI),actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,2,2
SAN JAVIER(STC),actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,1,1
SAN JOAQUIN,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,2,2
SAN JOSE DE CHIQUITOS,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,9,9
SAN JUAN DE YAPACANI,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,4,4
SAN JULIAN,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,49,49
SAN LORENZO(PND),actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,3,3
SAN LORENZO(TJA),actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,30,30
SAN LUCAS,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,118,118
SAN MATIAS,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,1,1
SAN MIGUEL DE VELASCO,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,36,36
SAN PABLO DE LIPEZ,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,5,5
SAN PEDRO,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,31,31
SAN PEDRO DE BUENA VISTA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,33,33
SAN PEDRO DE CURAHUARA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,1,1
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,18,18
SAN RAFAEL,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,5,5
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,58,58
SANTA ROSA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,4,4
SANTA ROSA DEL SARA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,6,6
SANTIAGO DE CALLAPA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,8,8
SANTIAGO DE HUARI,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,1,1
SANTIVAÑES,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,9,9
SANTUARIO DE QUILLACAS,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,7,7
SAPAHAQUI,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,18,18
SICA SICA (VILLA AROMA),actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,19,19
SIPE SIPE,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,9,9
SOPACHUY,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,40,40
SORACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,17,17
SORATA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,90,90
SUCRE,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,339,339
TAPACARI,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,61,61
TARABUCO,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,90,90
TARACO,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,4,4
TARATA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,12,12
TARIJA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,1025,1025
TARVITA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,58,58
TEOPONTE,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,20,20
TIAWANACU,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,8,8
TINGUIPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,36,36
TIPUANI,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,1,1
TIQUIPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,337,337
TIRAQUE (CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,16,16
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,6,6
TODOS SANTOS,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,2,2
TOLATA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,1,1
TOLEDO,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,22,22
TOMAVE,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,8,8
TOMINA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,34,34
TORO TORO,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,65,65
TOTORA(CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,9,9
TOTORA(ORR),actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,4,4
TRIGAL,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,5,5
TRINIDAD,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,121,121
TUPIZA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,39,39
TURCO,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,16,16
UMALA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,24,24
UNCIA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,45,45
URIONDO (A. CONCEPCION),actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,81,81
URUBICHA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,2,2
VACAS,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,10,10
VALLEGRANDE,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,20,20
VIACHA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,10,10
VILA VILA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,8,8
VILLA MONTES,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,20,20
VILLA NUEVA (LOMA ALTA),actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,2,2
VILLA RIVERO,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,18,18
VILLA SERRANO,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,59,59
VILLA TUNARI,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,69,69
VILLAZON,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,39,39
VINTO,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,12,12
VITICHI,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,43,43
WARNES,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,10,10
YACO,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,15,15
YACUIBA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,128,128
YAMPARAEZ,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,41,41
YANACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,4,4
YAPACANI,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,7,7
YOCALLA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,1,1
YOTALA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,70,70
YUNCHARA,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,80,80
ZUDAÑEZ,actividades con la comunidad,no de actividades realizadas con participacion,2008-06-01,29,29
ACACIO,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,10,10
ACHACACHI,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,72,72
ACHOCALLA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,7,7
AIQUILE,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,9,9
ALALAY,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,4,4
ALCALA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,20,20
ANCORAIMES,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,1,1
ANDAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,36,36
ANTEQUERA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,2,2
ANZALDO,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,2,2
APOLO,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,14,14
ARAMPAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,37,37
ARANI,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,3,3
ARBIETO,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,2,2
ARQUE,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,5,5
ASCENCION DE GUARAYOS,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,1,1
ATOCHA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,3,3
AUCAPATA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,1,1
AYATA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,28,28
AZURDUY,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,42,42
BATALLAS,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,10,10
BAURES,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,10,10
BELEN DE ANDAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,2,2
BELLA FLOR,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,10,10
BERMEJO,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,147,147
BETANZOS,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,63,63
BOLIVAR,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,35,35
BUENA VISTA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,5,5
CABEZAS,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,3,3
CAIROMA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,12,12
"CAIZA ""D""",actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,20,20
CAJUATA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,14,14
CALACOTO,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,4,4
CALAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,33,33
CAMARGO,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,59,59
CAMATAQUI (C. VILLA ABECIA),actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,14,14
CAMIRI,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,6,6
CAPINOTA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,13,13
CARACOLLO,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,14,14
CARANAVI,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,55,55
CARAPARI,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,24,24
CARIPUYO,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,42,42
CATACORA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,1,1
CHALLAPATA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,116,116
CHAQUI,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,6,6
CHARAGUA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,8,8
CHARAÑA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,1,1
CHIMORE,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,19,19
CHIPAYA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,2,2
CHUMA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,25,25
CLIZA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,1,1
COBIJA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,2,2
COCHABAMBA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,954,954
COIPASA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,1,1
COLCAPIRHUA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,52,52
COLOMI,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,13,13
COLPA BELGICA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,1,1
COLQUECHACA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,1,1
COLQUENCHA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,1,1
COLQUIRI,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,50,50
COMANCHE,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,2,2
COMARAPA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,1,1
COMBAYA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,7,7
CONCEPCION,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,28,28
COROICO,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,8,8
CORQUE,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,27,27
COTAGAITA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,65,65
COTOCA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,3,3
CUATRO CAÑADAS,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,8,8
CUCHUMUELA (V. G. VILLARROEL),actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,5,5
CUEVO,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,9,9
CULPINA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,85,85
CURAHUARA DE CARANGAS,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,7,7
CURVA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,3,3
DESAGUADERO,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,5,5
EL ALTO,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,692,692
EL CHORO,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,19,19
EL PUENTE(STC),actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,7,7
EL PUENTE(TJA),actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,33,33
EL TORNO,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,13,13
EL VILLAR,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,14,14
ENTRE RIOS,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,16,16
ENTRE RIOS,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,139,139
ESCARA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,3,3
EUCALIPTUS,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,22,22
EXALTACION,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,2,2
FERNANDEZ ALONSO,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,7,7
FILADELFIA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,2,2
GENERAL SAAVEDRA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,11,11
GUAQUI,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,2,2
GUAYARAMERIN,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,24,24
GUTIERREZ,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,9,9
HUACHACALLA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,3,3
HUANUNI,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,120,120
HUAYLLAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,5,5
ICHOCA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,55,55
ICLA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,33,33
INCAHUASI,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,73,73
INQUISIVI,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,33,33
IRUPANA (VILLA DE LANZA),actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,2,2
IXIAMAS,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,9,9
JESUS DE MACHACA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,12,12
LA ASUNTA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,2,2
LA GUARDIA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,73,73
LA PAZ,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,460,460
LA RIVERA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,1,1
LAGUNILLAS,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,26,26
LAJA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,14,14
LAS CARRERAS,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,31,31
LICOMA PAMPA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,7,7
LLICA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,7,7
LORETO,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,18,18
LURIBAY,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,1,1
MACHACAMARCA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,15,15
MAGDALENA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,17,17
MALLA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,1,1
MAPIRI,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,3,3
MECAPACA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,10,10
MINEROS,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,2,2
MIZQUE,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,18,18
MOJINETE,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,3,3
MOJOCOYA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,26,26
MONTERO,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,58,58
MORO MORO,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,8,8
MOROCHATA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,60,60
NACEBE (SANTA ROSA DEL ABUNA),actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,5,5
NUEVO MANOA (NUEVA ESPERANZA),actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,1,1
OCURI,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,46,46
OKINAWA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,3,3
OMEREQUE,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,14,14
ORURO,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,513,513
PADCAYA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,87,87
PADILLA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,67,67
PAILON,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,5,5
PALCA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,17,17
PALOS BLANCOS,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,54,54
PAMPA AULLAGAS,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,1,1
PAMPA GRANDE,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,1,1
PASORAPA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,14,14
PATACAMAYA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,4,4
PAZÑA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,6,6
PELECHUCO,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,6,6
POCOATA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,19,19
POCONA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,9,9
POJO (CBBA),actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,16,16
POOPO,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,3,3
POROMA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,73,73
PORONGO,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,7,7
PORTACHUELO,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,27,27
PORVENIR,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,6,6
POSTRER VALLE,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,2,2
POTOSI,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,81,81
PRESTO,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,79,79
PUCARA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,11,11
PUCARANI,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,2,2
PUERTO ACOSTA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,3,3
PUERTO CARABUCO,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,11,11
PUERTO GONZALO MORENO,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,4,4
PUERTO QUIJARRO,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,8,8
PUERTO RICO,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,1,1
PUERTO SUAREZ,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,28,28
PUERTO VILLARROEL,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,32,32
PUNA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,65,65
PUNATA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,34,34
QUIABAYA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,13,13
QUILLACOLLO,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,15,15
QUIME,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,13,13
RAVELO,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,40,40
REYES,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,1,1
RIBERALTA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,63,63
ROBORE,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,6,6
SABAYA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,4,4
SACABA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,46,46
SACABAMBA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,1,1
SACACA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,67,67
SAIPINA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,1,1
SALINAS DE GARCI MENDOZA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,24,24
SAMAIPATA,actividades con la comunidad,no de actividades realizadas con participacion,2008-07-01,1,1
