,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
YANACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-01-01,1,1,24,15,25,16,41
YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-01-01,50,38,193,183,243,221,464
YOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-01-01,1,2,25,31,26,33,59
YOTALA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-01-01,4,1,22,24,26,25,51
YUNCHARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-01-01,0,2,4,7,4,9,13
YUNGUYO DE LITORAL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-01-01,0,0,3,2,3,2,5
ZUDAÑEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-01-01,4,2,16,18,20,20,40
ACACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,0,6,4,6,4,10
ACHACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,12,12,97,98,109,110,219
ACHOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,14,10,169,171,183,181,364
AIQUILE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,11,8,92,80,103,88,191
ALALAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,3,0,3,0,6,0,6
ALCALA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,1,10,8,11,9,20
ALTO BENI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,2,4,56,51,58,55,113
ANCORAIMES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,0,35,27,36,27,63
ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,0,16,8,17,8,25
ANTEQUERA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,1,12,10,12,11,23
ANZALDO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,2,15,19,15,21,36
APOLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,13,13,59,60,72,73,145
ARAMPAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,3,4,4,4,7,11
ARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,2,50,52,51,54,105
ARBIETO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,24,15,130,115,154,130,284
ARQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,7,7,60,46,67,53,120
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,43,41,237,220,280,261,541
ATOCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,6,7,44,59,50,66,116
AUCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,6,6,25,21,31,27,58
AYATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,4,3,42,33,46,36,82
AYO AYO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,2,1,41,34,43,35,78
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,35,22,77,88,112,110,222
AZURDUY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,2,4,31,31,33,35,68
BATALLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,3,98,83,98,86,184
BAURES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,5,1,34,19,39,20,59
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,0,1,4,1,4,5
BELEN DE URMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,0,1,2,1,2,3
BELLA FLOR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,2,5,5,6,7,13
BERMEJO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,52,73,92,83,144,156,300
BETANZOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,26,11,118,94,144,105,249
BOLIVAR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,1,14,16,15,17,32
BOLPEBRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,1,4,2,4,3,7
BOYUIBE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,3,1,21,28,24,29,53
BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,6,4,86,87,92,91,183
CABEZAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,12,16,86,114,98,130,228
CAIROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,4,53,42,54,46,100
"CAIZA ""D""",control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,5,8,49,44,54,52,106
CAJUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,4,4,62,44,66,48,114
CALACOTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,0,3,7,3,7,10
CALAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,3,3,58,45,61,48,109
CAMARGO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,8,11,48,52,56,63,119
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,2,0,8,8,10,8,18
CAMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,13,5,113,130,126,135,261
CAPINOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,19,18,168,175,187,193,380
CAQUIAVIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,1,49,36,50,37,87
CARACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,6,4,93,101,99,105,204
CARANAVI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,43,50,246,199,289,249,538
CARAPARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,7,12,72,59,79,71,150
CARIPUYO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,2,1,30,24,32,25,57
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,14,9,35,35,49,44,93
CATACORA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,1,5,7,5,8,13
CHACARILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,0,6,9,7,9,16
CHALLAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,20,17,135,134,155,151,306
CHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,3,4,28,35,31,39,70
CHARAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,42,38,116,102,158,140,298
CHARAÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,1,5,11,5,12,17
CHAYANTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,8,5,59,54,67,59,126
CHIMORE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,91,87,72,73,163,160,323
CHIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,0,11,6,11,6,17
CHOQUE COTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,1,3,1,3,2,5
CHUA COCANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,2,0,13,10,15,10,25
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,12,20,42,62,54,82,136
CHUMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,4,16,30,17,34,51
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,7,9,38,36,45,45,90
CKOCHAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,6,0,37,48,43,48,91
CLIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,28,25,43,45,71,70,141
COBIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,60,65,297,244,357,309,666
COCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,31,29,77,86,108,115,223
COCHABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,933,910,2436,2272,3369,3182,6551
COIPASA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,0,1,2,2,2,4
COLCAPIRHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,59,50,220,197,279,247,526
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,4,2,55,44,59,46,105
COLLANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,1,7,4,7,5,12
COLOMI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,23,19,134,132,157,151,308
COLPA BELGICA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,5,7,21,29,26,36,62
COLQUECHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,6,9,93,59,99,68,167
COLQUENCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,8,49,49,49,57,106
COLQUIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,10,7,20,20,30,27,57
COMANCHE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,0,19,16,20,16,36
COMARAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,4,11,90,105,94,116,210
COMBAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,0,4,2,4,2,6
CONCEPCION,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,16,14,138,151,154,165,319
COPACABANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,2,1,28,25,30,26,56
CORIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,6,11,91,83,97,94,191
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,2,34,28,35,30,65
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,37,19,54,46,91,65,156
CORQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,3,2,18,36,21,38,59
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,5,9,84,113,89,122,211
COTOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,87,83,463,378,550,461,1011
CRUZ DE MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,1,0,0,1,1,2
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,14,15,127,143,141,158,299
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,0,6,4,6,4,10
CUEVO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,5,1,14,15,19,16,35
CULPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,10,6,74,46,84,52,136
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,1,12,5,13,6,19
CURVA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,0,11,8,12,8,20
DESAGUADERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,3,1,24,25,27,26,53
EL ALTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1027,1010,3330,3201,4357,4211,8568
EL CHORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,2,0,9,14,11,14,25
EL PUENTE(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,8,6,70,51,78,57,135
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,3,4,29,36,32,40,72
EL TORNO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,37,37,325,308,362,345,707
EL VILLAR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,2,11,6,11,8,19
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,11,7,114,80,125,87,212
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,35,34,218,244,253,278,531
ESCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,0,2,2,2,2,4
ESCOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,1,14,20,15,21,36
ESMERALDA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,0,0,1,1,1,2
EUCALIPTUS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,2,2,18,13,20,15,35
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,0,0,3,1,3,4
EXALTACION,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,6,16,6,10,12,26,38
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,7,5,72,53,79,58,137
FILADELFIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,4,4,36,25,40,29,69
GAIOC JATUN AYLLU YURA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,3,2,19,24,22,26,48
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,9,9,90,94,99,103,202
GIA-TIM,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,2,3,20,17,22,20,42
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,6,1,43,36,49,37,86
GUANAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,3,6,100,103,103,109,212
GUAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,1,37,26,38,27,65
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,54,72,177,167,231,239,470
GUTIERREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,16,19,73,91,89,110,199
HUACARAJE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,1,21,13,22,14,36
HUACARETA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,6,27,31,27,37,64
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,2,9,7,10,9,19
HUACHACALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,0,4,5,4,5,9
HUANUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,7,5,18,11,25,16,41
HUARINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,4,21,19,22,23,45
HUATAJATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,1,6,7,6,8,14
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,0,17,17,17,17,34
HUMANATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,2,6,5,7,7,14
ICHOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,6,4,8,11,14,15,29
ICLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,3,2,11,15,14,17,31
INCAHUASI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,5,6,38,55,43,61,104
INGAVI (HUMAITA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,3,8,14,9,17,26
INQUISIVI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,0,43,31,44,31,75
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,18,12,26,42,44,54,98
IXIAMAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,10,4,33,54,43,58,101
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,5,5,52,37,57,42,99
LA ASUNTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,53,59,230,203,283,262,545
LA GUARDIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,101,111,538,475,639,586,1225
LA PAZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1497,1440,2000,2000,3497,3440,6937
LA RIVERA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,0,0,0,1,0,1
LAGUNILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,2,7,16,29,18,36,54
LAJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,4,7,96,81,100,88,188
LAS CARRERAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,1,6,10,6,11,17
LICOMA PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,6,2,9,6,15,8,23
LLALLAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,13,11,137,125,150,136,286
LLICA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,1,8,19,8,20,28
LORETO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,3,9,9,13,12,22,34
LURIBAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,4,3,39,30,43,33,76
MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,0,14,11,14,11,25
MACHARETI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,3,22,19,23,22,45
MAGDALENA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,9,11,66,60,75,71,146
MAIRANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,12,3,71,68,83,71,154
MALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,2,1,1,1,3,4
MAPIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,17,15,138,102,155,117,272
MECAPACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,1,10,21,10,22,32
MINEROS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,14,14,126,148,140,162,302
MIZQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,11,10,118,115,129,125,254
MOCOMOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,3,35,24,36,27,63
MOJINETE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,0,1,0,1,0,1
MOJOCOYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,3,3,24,27,27,30,57
MONTEAGUDO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,23,25,120,103,143,128,271
MONTERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,103,84,633,614,736,698,1434
MORO MORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,2,9,7,9,9,18
MOROCHATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,3,38,26,39,29,68
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,2,6,23,7,25,32
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,1,6,3,7,4,11
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,3,9,7,9,10,19
OCURI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,8,10,35,28,43,38,81
OKINAWA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,6,4,56,87,62,91,153
OMEREQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,1,45,36,45,37,82
ORURO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,224,241,1344,1307,1568,1548,3116
PADCAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,9,11,82,62,91,73,164
PADILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,7,7,49,41,56,48,104
PAILON,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,51,54,152,164,203,218,421
PALCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,27,34,94,85,121,119,240
PALOS BLANCOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,44,47,105,101,149,148,297
PAMPA AULLAGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,1,13,10,14,11,25
PAMPA GRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,2,4,50,40,52,44,96
PAPEL PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,2,2,11,10,13,12,25
PASORAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,2,6,10,7,12,19
PATACAMAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,4,12,57,68,61,80,141
PAZÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,4,21,15,22,19,41
PELECHUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,2,6,41,41,43,47,90
POCOATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,8,4,56,68,64,72,136
POCONA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,7,10,45,27,52,37,89
POJO (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,22,15,47,49,69,64,133
POOPO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,5,2,24,30,29,32,61
PORCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,6,9,88,86,94,95,189
POROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,4,5,38,42,42,47,89
PORONGO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,10,2,65,63,75,65,140
PORTACHUELO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,8,11,98,99,106,110,216
PORVENIR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,2,5,39,36,41,41,82
POSTRER VALLE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,0,0,5,3,5,3,8
POTOSI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,284,276,1225,1160,1509,1436,2945
PRESTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,3,13,18,14,21,35
PUCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,1,0,6,3,7,3,10
PUCARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,6,10,149,145,155,155,310
PUERTO ACOSTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,7,3,19,17,26,20,46
PUERTO CARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2024-02-01,3,1,40,26,43,27,70
