,group,variable,month,CONTROL DEL NIÑO(A) DE 1 AÑO A MENOR DE 2 AÑOS FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) DE 1 AÑO A MENOR DE 2 AÑOS FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) DE 1 AÑO A MENOR DE 2 AÑOS FUERA DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) DE 1 AÑO A MENOR DE 2 AÑOS FUERA DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
VILLA TUNARI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-03-01,1,2,16,10,17,12,29
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-03-01,1,0,6,1,7,1,8
VILLAZON,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-03-01,2,3,7,9,9,12,21
VINTO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-03-01,7,4,94,91,101,95,196
VITICHI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-03-01,0,0,1,6,1,6,7
WARNES,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-03-01,3,6,4,8,7,14,21
YACO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-03-01,0,2,12,10,12,12,24
YACUIBA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-03-01,1,0,11,5,12,5,17
YAMPARAEZ,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-03-01,0,1,6,4,6,5,11
YANACACHI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-03-01,0,1,3,1,3,2,5
YAPACANI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-03-01,26,26,167,152,193,178,371
YOCALLA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-03-01,0,1,6,6,6,7,13
YOTALA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-03-01,2,1,19,15,21,16,37
YUNCHARA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-03-01,0,0,16,21,16,21,37
ZUDAÑEZ,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-03-01,0,1,14,11,14,12,26
ACACIO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,11,3,11,3,14
ACHACACHI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,4,7,8,8,12,20
ACHOCALLA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,0,0,2,1,2,3
AIQUILE,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,3,4,48,40,51,44,95
ALALAY,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,2,5,1,6,3,9
ALCALA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,12,9,12,9,21
ALTO BENI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,1,1,1,1,2
ANCORAIMES,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,0,5,3,6,3,9
ANDAMARCA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,3,9,3,9,12
ANTEQUERA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,0,1,0,1,1
ANZALDO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,1,9,20,9,21,30
APOLO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,3,3,8,10,11,13,24
ARAMPAMPA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,2,2,14,19,16,21,37
ARANI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,9,14,9,14,23
ARBIETO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,0,10,25,11,25,36
ARQUE,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,30,14,30,14,44
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,1,1,1,1,2
ATOCHA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,1,1,1,1,2
AYATA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,2,1,2,4,4,5,9
AYO AYO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,1,6,2,6,3,9
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,2,4,30,29,32,33,65
AZURDUY,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,23,28,23,28,51
BATALLAS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,2,0,2,1,4,1,5
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,3,3,3,3,6
BELEN DE URMIRI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,2,0,4,2,6,2,8
BELLA FLOR,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,9,6,9,6,15
BERMEJO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,0,4,0,4,4
BETANZOS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,2,3,56,42,58,45,103
BOLIVAR,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,3,11,4,12,7,19
BOLPEBRA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,1,0,1,0,1
BOYUIBE,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,2,4,2,4,6
CABEZAS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,2,2,5,3,7,10
CAIROMA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,1,4,2,4,3,7
"CAIZA ""D""",control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,0,2,3,3,3,6
CALACOTO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,14,7,14,7,21
CALAMARCA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,7,4,7,4,11
CAMARGO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,4,21,9,22,13,35
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,0,5,6,6,6,12
CAMIRI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,2,0,4,2,6,2,8
CAPINOTA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,1,1,2,2,3,5
CAQUIAVIRI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,2,8,2,8,10
CARACOLLO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,1,9,3,9,4,13
CARANAVI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,1,4,11,4,12,16
CARAPARI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,0,1,0,1,1
CARIPUYO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,2,3,17,9,19,12,31
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,2,0,1,1,3,1,4
CATACORA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,4,2,4,2,6
CHALLAPATA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,2,57,43,58,45,103
CHAQUI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,2,1,11,18,13,19,32
CHARAGUA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,16,11,23,29,39,40,79
CHARAÑA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,3,6,3,6,9
CHAYANTA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,4,2,16,16,20,18,38
CHIMORE,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,2,12,19,12,21,33
CHOQUE COTA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,3,3,3,3,6
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,1,2,1,2,3
CHUMA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,2,2,22,16,24,18,42
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,4,3,6,12,10,15,25
CKOCHAS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,2,3,31,17,33,20,53
CLIZA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,11,9,11,9,20
COBIJA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,1,3,6,3,7,10
COCAPATA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,4,2,50,44,54,46,100
COCHABAMBA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,11,6,20,23,31,29,60
COLCAPIRHUA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,1,23,22,24,23,47
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,3,13,7,14,10,24
COLLANA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,1,0,1,0,1
COLOMI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,2,10,12,11,14,25
COLPA BELGICA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,1,0,0,1,1,2
COLQUECHACA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,7,4,37,39,44,43,87
COLQUIRI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,1,23,32,24,33,57
COMANCHE,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,2,2,2,2,4
COMARAPA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,0,1,0,1,1
COMBAYA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,2,0,8,7,10,7,17
CONCEPCION,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,8,6,28,38,36,44,80
COPACABANA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,2,1,3,3,5,4,9
CORO CORO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,0,13,19,14,19,33
COROICO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,11,5,11,5,16
CORQUE,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,0,2,0,2,2
COTAGAITA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,1,10,9,11,10,21
COTOCA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,3,2,5,9,8,11,19
CRUZ DE MACHACAMARCA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,0,2,0,2,2
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,7,15,8,16,15,31
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,3,0,7,10,10,10,20
CUEVO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,1,9,6,10,7,17
CULPINA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,1,18,20,19,21,40
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,1,3,1,3,4
CURVA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,0,3,3,4,3,7
DESAGUADERO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,1,0,1,0,2,2
EL ALTO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,91,75,985,942,1076,1017,2093
EL CHORO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,3,1,3,1,4
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,0,4,5,5,5,10
EL TORNO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,1,0,1,0,1
EL VILLAR,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,9,3,9,3,12
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,0,8,9,9,9,18
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,2,0,9,7,11,7,18
ESCOMA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,1,2,1,2,3
ESMERALDA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,0,1,0,1,1
EUCALIPTUS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,1,0,1,0,1
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,3,0,1,0,4,4
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,6,4,17,24,23,28,51
FILADELFIA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,1,19,28,19,29,48
GAIOC JATUN AYLLU YURA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,9,8,9,8,17
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,1,2,0,2,1,3
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,6,2,6,7,12,9,21
GUANAY,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,4,1,17,11,21,12,33
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,0,2,1,3,1,4
GUTIERREZ,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,1,1,1,1,2,3
HUACARETA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,11,5,11,5,16
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,1,5,7,5,8,13
HUANUNI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,3,39,36,39,39,78
HUARINA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,2,0,2,0,2
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,1,4,1,4,5
HUMANATA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,5,6,5,6,11
ICHOCA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,0,19,13,20,13,33
ICLA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,11,12,11,12,23
INCAHUASI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,8,33,37,33,45,78
INGAVI (HUMAITA),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,2,3,3,0,5,3,8
INQUISIVI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,2,24,17,24,19,43
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,12,7,12,7,19
IXIAMAS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,1,3,1,3,4
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,1,3,1,4,2,6
LA ASUNTA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,0,13,18,14,18,32
LA GUARDIA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,3,4,3,4,7
LA PAZ,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,2,0,2,1,4,1,5
LAGUNILLAS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,2,2,4,5,6,7,13
LAJA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,2,2,4,1,6,3,9
LICOMA PAMPA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,0,2,0,2,2
LLALLAGUA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,15,17,113,109,128,126,254
LLICA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,0,1,4,2,4,6
LURIBAY,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,2,1,2,1,3
MACHACAMARCA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,1,1,1,1,2
MACHARETI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,2,5,3,6,5,11
MAIRANA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,0,10,5,11,5,16
MALLA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,0,2,2,3,2,5
MAPIRI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,0,1,0,1,1
MECAPACA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,5,1,5,1,6
MINEROS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,1,2,1,2,3
MIZQUE,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,4,1,10,3,14,4,18
MOCOMOCO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,3,24,16,25,19,44
MOJINETE,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,2,0,2,0,2
MOJOCOYA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,1,6,8,6,9,15
MONTEAGUDO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,7,5,7,5,12
MONTERO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,0,2,0,3,0,3
MOROCHATA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,23,22,23,22,45
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,1,2,1,2,2,4
OCURI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,4,1,30,37,34,38,72
OMEREQUE,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,5,4,3,7,8,11,19
ORURO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,5,4,84,61,89,65,154
PADCAYA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,1,1,1,1,2
PADILLA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,4,5,4,5,9
PAILON,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,1,8,5,9,6,15
PALCA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,3,3,2,3,5,6,11
PALOS BLANCOS,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,2,2,9,15,11,17,28
PAPEL PAMPA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,0,1,1,2,1,3
PASORAPA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,1,3,2,3,3,6
PATACAMAYA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,1,1,4,2,5,7
PAZÑA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,3,2,3,2,5
PELECHUCO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,1,1,1,1,2
POCOATA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,5,3,60,65,65,68,133
POCONA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,2,5,2,5,7
POJO (CBBA),control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,5,0,5,0,5
POOPO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,4,1,4,1,5
PORCO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,12,11,12,11,23
POROMA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,1,32,36,33,37,70
PORONGO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,2,2,7,6,9,8,17
POSTRER VALLE,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,1,0,1,0,1
POTOSI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,10,14,103,101,113,115,228
PRESTO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,16,16,16,16,32
PUCARA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,1,0,1,0,1
PUCARANI,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,9,2,17,16,26,18,44
PUERTO ACOSTA,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,1,0,8,3,9,3,12
PUERTO CARABUCO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,12,8,12,8,20
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,0,6,5,6,5,11
PUERTO PEREZ,control de crecimiento infantil,control del nino(a) de 1 ano a menor de 2 anos fuera del establecimiento,2024-04-01,0,1,8,8,8,9,17
