,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,0,2,1,3,1,4
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,1,15,7,16,8,24
FILADELFIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,1,5,3,5,4,9
GAIOC JATUN AYLLU YURA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,0,11,7,12,7,19
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,1,1,3,2,4,6
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,8,1,6,10,14,11,25
GUANAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,3,1,9,8,12,9,21
GUAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,0,0,0,1,0,1
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,1,0,1,0,1
GUTIERREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,2,2,2,2,4
HUACARETA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,3,4,3,4,7
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,4,5,4,5,9
HUANUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,2,2,35,34,37,36,73
HUARINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,3,2,1,2,4,6
HUATAJATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,2,0,2,0,2
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,2,3,2,3,5
HUMANATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,3,3,4,4,7,11
ICHOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,2,1,9,12,11,13,24
ICLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,2,2,12,12,14,14,28
INCAHUASI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,2,2,34,38,36,40,76
INGAVI (HUMAITA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,1,1,2,1,3,4
INQUISIVI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,4,1,14,21,18,22,40
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,4,2,15,8,19,10,29
IXIAMAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,0,1,0,2,0,2
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,1,4,2,5,3,8
LA ASUNTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,4,2,4,2,6
LA GUARDIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,7,4,13,4,20,8,28
LA PAZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,1,3,1,4,2,6
LAGUNILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,2,1,9,7,11,8,19
LAJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,4,7,0,0,4,7,11
LAS CARRERAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,1,1,1,1,2
LICOMA PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,0,1,0,1,1
LLALLAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,31,27,118,150,149,177,326
LLICA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,1,2,1,2,3
LORETO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,0,3,0,4,0,4
LURIBAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,6,3,6,3,9
MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,1,0,1,0,1
MACHARETI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,1,2,0,2,1,3
MAIRANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,4,8,4,8,12
MALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,1,3,4,4,5,9
MAPIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,0,2,0,2,2
MECAPACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,3,3,8,5,11,8,19
MINEROS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,1,1,2,2,3,5
MIZQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,3,16,8,16,11,27
MOCOMOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,3,6,19,15,22,21,43
MOJINETE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,4,0,4,0,4
MOJOCOYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,6,2,6,2,8
MONTEAGUDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,12,3,12,3,15
MONTERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,3,0,3,0,3
MORO MORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,1,2,0,3,1,4
MOROCHATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,7,6,31,30,38,36,74
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,3,5,3,5,8
OCURI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,5,2,39,47,44,49,93
OMEREQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,0,7,6,8,6,14
ORURO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,10,5,60,72,70,77,147
PADCAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,1,7,1,7,2,9
PADILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,1,1,4,1,5,6
PAILON,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,4,2,2,2,6,4,10
PALCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,3,7,3,5,6,12,18
PALOS BLANCOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,2,2,6,11,8,13,21
PAMPA GRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,0,2,0,3,0,3
PAPEL PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,2,4,1,5,3,8
PASORAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,0,1,1,2,1,3
PATACAMAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,3,1,9,11,12,12,24
PAZÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,0,3,6,4,6,10
PELECHUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,1,1,1,2,2,4
POCOATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,5,4,65,64,70,68,138
POCONA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,2,0,8,4,10,4,14
POOPO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,1,5,2,5,3,8
PORCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,0,9,11,10,11,21
POROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,5,3,26,18,31,21,52
PORONGO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,2,0,2,0,2
PORVENIR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,2,1,2,1,3
POSTRER VALLE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,1,0,1,0,2,2
POTOSI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,22,17,101,106,123,123,246
PRESTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,2,2,11,16,13,18,31
PUCARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,9,14,7,11,16,25,41
PUERTO ACOSTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,2,0,4,6,6,6,12
PUERTO CARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,0,8,14,9,14,23
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,2,4,2,4,6
PUERTO PEREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,2,6,3,6,5,11
PUERTO RICO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,5,0,5,0,5
PUERTO SUAREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,1,0,1,0,2,2
PUERTO VILLARROEL,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,2,8,6,8,8,16
PUNA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,2,2,34,42,36,44,80
PUNATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,2,0,57,60,59,60,119
QUIABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,2,0,5,2,7,2,9
QUILLACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,15,13,248,269,263,282,545
QUIME,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,3,1,3,1,4
QUIRUSILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,2,0,2,0,2
RAQAYPAMPA(ETA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,7,7,7,7,14
RAVELO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,2,2,59,52,61,54,115
REYES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,4,1,4,1,5
RIBERALTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,2,4,6,6,8,10,18
ROBORE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,1,0,1,0,1
RURRENABAQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,0,2,4,3,4,7
SABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,2,2,2,2,4
SACABA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,5,6,155,113,160,119,279
SACABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,3,0,3,0,3
SACACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,5,7,56,45,61,52,113
SAIPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,0,4,0,4,4
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,1,19,11,20,12,32
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,2,2,1,2,3,5
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,2,2,2,2,4
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,7,8,7,8,15
SAN BENITO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,0,0,1,1,1,2
SAN BORJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,4,7,27,26,31,33,64
SAN BUENA VENTURA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,0,2,3,3,3,6
SAN CARLOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,1,0,0,0,1,1
SAN IGNACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,11,11,8,5,19,16,35
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,4,8,22,28,26,36,62
SAN JAVIER(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,4,2,4,2,6
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,25,16,12,5,37,21,58
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,2,8,9,9,11,20
SAN JULIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,4,6,6,6,10,12,22
SAN LORENZO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,1,7,12,8,13,21
SAN LORENZO(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,1,4,8,5,9,14
SAN LUCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,7,7,57,63,64,70,134
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,0,15,15,16,15,31
SAN PEDRO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,1,2,1,2,3
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,14,11,77,64,91,75,166
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,4,1,4,1,5
SAN PEDRO DE MACHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,4,6,33,40,37,46,83
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,1,2,1,2,3
SAN PEDRO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,0,5,8,6,8,14
SAN RAFAEL,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,1,6,4,6,5,11
SAN RAMON SCZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,2,2,2,2,4
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,21,19,57,54,78,73,151
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,1,1,1,1,2,3
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,0,1,0,2,0,2
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,7,12,7,12,19
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,3,4,5,5,8,13
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,4,3,4,3,7
SAPAHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,2,1,5,6,7,7,14
SENA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,16,12,16,12,28
SHINAOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,1,14,11,14,12,26
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,6,1,1,3,7,4,11
SICAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,1,3,3,3,4,7
SIPE SIPE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,4,1,30,43,34,44,78
SOPACHUY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,15,9,15,9,24
SORACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,2,11,12,11,14,25
SORATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,8,2,19,12,27,14,41
SUCRE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,0,6,10,7,10,17
TACACOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,0,1,0,1,1
TACOBAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,3,2,31,26,34,28,62
TACOPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,1,11,17,11,18,29
TAHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,2,0,2,0,2
TAPACARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,11,7,33,27,44,34,78
TARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,21,18,21,18,39
TARACO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,1,0,1,0,1
TARATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,2,0,0,0,2,0,2
TARIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,12,6,39,36,51,42,93
TARVITA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,3,42,18,43,21,64
TEOPONTE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,6,3,6,3,9
TIAHUANACU,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,1,2,3,2,4,6
TINGUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,6,4,29,43,35,47,82
TIQUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,9,8,58,53,67,61,128
TIRAQUE (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,3,3,24,26,27,29,56
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,0,0,0,1,0,1
TOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,7,1,7,1,8
TOLATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,1,1,1,1,2
TOMAVE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,2,12,14,13,16,29
TOMINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,6,12,6,12,18
TORO TORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,2,2,38,28,40,30,70
TOTORA(CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,14,10,14,10,24
TOTORA(ORR),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,1,2,1,2,3
TUPIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,2,3,15,4,17,7,24
TURCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,1,0,1,0,1
UMALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,2,6,2,6,8
UNCIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,2,3,29,30,31,33,64
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,0,2,0,2,2
UYUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,0,6,8,7,8,15
VALLEGRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,1,2,1,2,2,4
VIACHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,1,5,54,6,55,61
VILA VILA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,11,11,11,11,22
VILLA CHARCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,4,5,27,21,31,26,57
VILLA MONTES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,3,4,6,5,9,14
VILLA SERRANO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,1,10,13,11,14,25
VILLA TUNARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,5,4,10,5,15,9,24
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,1,2,1,2,3
VILLAZON,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,5,7,5,7,12
VINTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,13,6,110,106,123,112,235
VITICHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,0,4,2,5,2,7
WARNES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,1,2,1,2,2,4
YACO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,5,3,22,6,27,9,36
YACUIBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,7,9,1,4,8,13,21
YAMPARAEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,1,1,8,1,9,10
YANACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,3,3,3,3,6
YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,21,18,141,157,162,175,337
YOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,7,7,7,7,14
YOTALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,9,5,9,5,14
YUNCHARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,1,2,14,14,15,16,31
ZUDAÑEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-06-01,0,0,15,7,15,7,22
ACACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-07-01,0,0,10,8,10,8,18
ACHACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-07-01,6,3,13,15,19,18,37
ACHOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-07-01,0,0,2,3,2,3,5
AIQUILE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-07-01,2,0,32,28,34,28,62
ALALAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-07-01,0,0,3,4,3,4,7
ALCALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-07-01,1,0,10,9,11,9,20
ALTO BENI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-07-01,0,0,1,8,1,8,9
ANCORAIMES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-07-01,1,2,2,1,3,3,6
ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-07-01,0,3,7,5,7,8,15
ANTEQUERA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-07-01,0,0,3,1,3,1,4
ANZALDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-07-01,2,0,7,14,9,14,23
APOLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-07-01,2,2,8,5,10,7,17
ARAMPAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-07-01,2,0,8,3,10,3,13
ARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2024-07-01,1,0,8,4,9,4,13
