,group,variable,month,CONTROL DEL NIÑO(A) DE 2 AÑOS A MENOR DE 5 AÑOS DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) DE 2 AÑOS A MENOR DE 5 AÑOS DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) DE 2 AÑOS A MENOR DE 5 AÑOS DENTRO DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) DE 2 AÑOS A MENOR DE 5 AÑOS DENTRO DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
APOLO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,10,14,31,34,41,48,89
ARAMPAMPA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,1,4,1,4,2,6
ARANI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,4,4,37,60,41,64,105
ARBIETO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,13,15,107,89,120,104,224
ARQUE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,3,0,35,45,38,45,83
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,16,39,143,289,159,328,487
ATOCHA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,17,10,48,42,65,52,117
AUCAPATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,1,4,11,12,12,16,28
AYATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,5,4,16,18,21,22,43
AYO AYO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,1,12,14,12,15,27
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,19,14,56,58,75,72,147
AZURDUY,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,8,6,68,53,76,59,135
BATALLAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,10,8,51,44,61,52,113
BAURES,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,10,6,24,13,34,19,53
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,1,2,0,1,1,3,4
BELEN DE URMIRI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,0,1,0,1,0,1
BELLA FLOR,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,2,11,11,11,13,24
BERMEJO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,27,29,28,27,55,56,111
BETANZOS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,12,7,72,75,84,82,166
BOLIVAR,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,1,7,5,7,6,13
BOLPEBRA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,4,1,6,6,10,7,17
BOYUIBE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,3,1,16,22,19,23,42
BUENA VISTA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,18,14,63,47,81,61,142
CABEZAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,6,6,34,44,40,50,90
CAIROMA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,2,5,35,23,37,28,65
"CAIZA ""D""",control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,7,8,28,27,35,35,70
CAJUATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,3,4,34,38,37,42,79
CALACOTO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,0,8,1,8,1,9
CALAMARCA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,1,4,33,36,34,40,74
CAMARGO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,2,2,32,30,34,32,66
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,1,1,11,5,12,6,18
CAMIRI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,11,25,77,64,88,89,177
CAPINOTA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,12,13,85,71,97,84,181
CAQUIAVIRI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,2,1,26,16,28,17,45
CARACOLLO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,3,0,70,77,73,77,150
CARANAVI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,19,27,146,122,165,149,314
CARAPARI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,8,7,28,29,36,36,72
CARIPUYO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,1,3,7,12,8,15,23
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,12,7,10,12,22,19,41
CATACORA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,2,0,1,2,3,2,5
CHACARILLA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,2,8,6,8,8,16
CHALLAPATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,4,3,80,54,84,57,141
CHAQUI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,8,5,11,21,19,26,45
CHARAGUA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,37,28,92,79,129,107,236
CHARAÑA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,1,4,6,4,7,11
CHAYANTA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,7,10,35,30,42,40,82
CHIMORE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,85,70,106,120,191,190,381
CHIPAYA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,0,5,5,5,5,10
CHOQUE COTA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,0,8,1,8,1,9
CHUA COCANI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,1,4,2,2,3,6,9
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,14,14,38,49,52,63,115
CHUMA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,3,0,17,10,20,10,30
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,5,4,10,5,15,9,24
CKOCHAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,5,3,38,30,43,33,76
CLIZA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,28,18,36,45,64,63,127
COBIJA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,26,27,94,85,120,112,232
COCAPATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,14,15,90,86,104,101,205
COCHABAMBA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,659,622,1081,1088,1740,1710,3450
COIPASA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,0,2,0,2,0,2
COLCAPIRHUA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,57,49,98,97,155,146,301
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,6,3,47,28,53,31,84
COLLANA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,0,6,8,6,8,14
COLOMI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,10,8,106,130,116,138,254
COLPA BELGICA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,2,10,6,9,8,19,27
COLQUECHACA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,6,6,15,17,21,23,44
COLQUENCHA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,10,8,37,26,47,34,81
COLQUIRI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,10,7,44,28,54,35,89
COMANCHE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,2,0,2,3,4,3,7
COMARAPA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,15,12,55,37,70,49,119
COMBAYA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,0,1,5,1,5,6
CONCEPCION,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,21,21,70,72,91,93,184
COPACABANA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,5,5,18,9,23,14,37
CORIPATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,8,2,75,51,83,53,136
CORO CORO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,2,3,23,19,25,22,47
COROICO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,12,17,33,31,45,48,93
CORQUE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,1,1,13,8,14,9,23
COTAGAITA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,7,12,74,68,81,80,161
COTOCA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,57,77,247,227,304,304,608
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,32,35,40,50,72,85,157
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,3,0,8,3,11,3,14
CUEVO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,13,21,2,2,15,23,38
CULPINA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,5,8,45,62,50,70,120
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,0,6,4,6,4,10
CURVA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,1,2,1,3,2,5,7
DESAGUADERO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,1,1,10,19,11,20,31
EL ALTO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,457,422,1478,1307,1935,1729,3664
EL CHORO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,2,3,15,9,17,12,29
EL PUENTE(STC),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,17,13,25,24,42,37,79
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,4,3,24,36,28,39,67
EL TORNO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,58,55,218,210,276,265,541
EL VILLAR,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,0,26,19,26,19,45
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,8,5,78,63,86,68,154
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,55,44,139,139,194,183,377
ESCARA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,0,0,1,0,1,1
ESCOMA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,1,2,28,18,29,20,49
ESMERALDA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,0,5,2,5,2,7
EUCALIPTUS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,0,16,14,16,14,30
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,1,0,2,0,3,0,3
EXALTACION,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,8,6,10,2,18,8,26
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,3,5,27,29,30,34,64
FILADELFIA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,0,12,7,12,7,19
GAIOC JATUN AYLLU YURA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,1,2,10,4,11,6,17
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,9,5,60,58,69,63,132
GIA-TIM,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,9,7,15,14,24,21,45
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,18,19,4,4,22,23,45
GUANAY,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,6,9,78,68,84,77,161
GUAQUI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,9,6,19,17,28,23,51
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,37,35,88,88,125,123,248
GUTIERREZ,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,8,10,31,44,39,54,93
HUACARAJE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,0,28,30,28,30,58
HUACARETA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,2,5,20,22,22,27,49
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,0,9,11,9,11,20
HUACHACALLA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,1,1,3,0,4,1,5
HUANUNI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,2,23,29,23,31,54
HUARINA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,3,3,20,16,23,19,42
HUATAJATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,1,0,6,4,7,4,11
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,0,23,20,23,20,43
HUMANATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,2,1,9,2,11,3,14
ICHOCA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,2,2,4,1,6,3,9
ICLA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,1,1,43,44,44,45,89
INCAHUASI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,16,9,34,44,50,53,103
INGAVI (HUMAITA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,1,1,5,1,6,7
INQUISIVI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,2,20,27,20,29,49
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,19,25,44,33,63,58,121
IXIAMAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,1,1,26,27,27,28,55
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,2,2,33,22,35,24,59
LA ASUNTA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,32,31,51,64,83,95,178
LA GUARDIA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,170,176,194,173,364,349,713
LA PAZ,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,1341,1157,2369,1169,3710,2326,6036
LA RIVERA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,0,0,1,0,1,1
LAGUNILLAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,3,1,23,18,26,19,45
LAJA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,6,10,40,52,46,62,108
LAS CARRERAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,3,2,16,18,19,20,39
LICOMA PAMPA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,0,13,8,13,8,21
LLALLAGUA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,27,24,49,34,76,58,134
LLICA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,3,2,10,2,13,15
LORETO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,1,3,10,8,11,11,22
LURIBAY,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,1,3,13,13,14,16,30
MACHACAMARCA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,1,11,17,11,18,29
MACHARETI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,4,4,28,24,32,28,60
MAGDALENA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,16,10,58,48,74,58,132
MAIRANA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,13,16,42,37,55,53,108
MALLA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,1,0,2,3,3,3,6
MAPIRI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,8,8,52,45,60,53,113
MECAPACA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,3,3,34,25,37,28,65
MINEROS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,9,11,76,70,85,81,166
MIZQUE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,16,10,31,70,47,80,127
MOCOMOCO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,4,5,19,15,23,20,43
MOJINETE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,1,0,1,0,2,2
MOJOCOYA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,1,2,24,24,25,26,51
MONTEAGUDO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,49,52,73,78,122,130,252
MONTERO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,64,55,261,272,325,327,652
MORO MORO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,4,3,3,3,7,6,13
MOROCHATA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,2,4,20,32,22,36,58
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,6,0,22,13,28,13,41
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,0,3,2,3,2,5
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,0,2,1,2,1,3
OCURI,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,4,0,13,4,17,4,21
OKINAWA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,3,5,36,31,39,36,75
OMEREQUE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,1,5,31,30,32,35,67
ORURO,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,214,182,494,526,708,708,1416
PADCAYA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,7,3,33,41,40,44,84
PADILLA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,1,3,58,70,59,73,132
PAILON,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,59,39,108,74,167,113,280
PALCA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,20,18,53,26,73,44,117
PALOS BLANCOS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,44,42,102,107,146,149,295
PAMPA AULLAGAS,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,3,0,12,9,15,9,24
PAMPA GRANDE,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,9,10,23,26,32,36,68
PAPEL PAMPA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,5,1,13,13,18,14,32
PASORAPA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,0,0,3,4,3,4,7
PATACAMAYA,control de crecimiento infantil,control del nino(a) de 2 anos a menor de 5 anos dentro del establecimiento,2024-01-01,2,0,25,30,27,30,57
