municipality,group,variable,month,Cesáreas,TOTAL
SANTA ROSA,atencion de partos en servicio,cesareas,2006-05-01,4,4
SIPE SIPE,atencion de partos en servicio,cesareas,2006-05-01,3,3
SOPACHUY,atencion de partos en servicio,cesareas,2006-05-01,4,4
SUCRE,atencion de partos en servicio,cesareas,2006-05-01,130,130
TARIJA,atencion de partos en servicio,cesareas,2006-05-01,109,109
TIQUIPAYA,atencion de partos en servicio,cesareas,2006-05-01,5,5
TIRAQUE (CBBA),atencion de partos en servicio,cesareas,2006-05-01,9,9
TRINIDAD,atencion de partos en servicio,cesareas,2006-05-01,65,65
TUPIZA,atencion de partos en servicio,cesareas,2006-05-01,5,5
UNCIA,atencion de partos en servicio,cesareas,2006-05-01,5,5
UYUNI,atencion de partos en servicio,cesareas,2006-05-01,12,12
VALLEGRANDE,atencion de partos en servicio,cesareas,2006-05-01,8,8
VILLA MONTES,atencion de partos en servicio,cesareas,2006-05-01,19,19
VILLA TUNARI,atencion de partos en servicio,cesareas,2006-05-01,15,15
VILLAZON,atencion de partos en servicio,cesareas,2006-05-01,5,5
WARNES,atencion de partos en servicio,cesareas,2006-05-01,28,28
YACUIBA,atencion de partos en servicio,cesareas,2006-05-01,23,23
YAPACANI,atencion de partos en servicio,cesareas,2006-05-01,8,8
ZUDAÑEZ,atencion de partos en servicio,cesareas,2006-05-01,1,1
AIQUILE,atencion de partos en servicio,cesareas,2006-06-01,10,10
ASCENCION DE GUARAYOS,atencion de partos en servicio,cesareas,2006-06-01,6,6
ATOCHA,atencion de partos en servicio,cesareas,2006-06-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,cesareas,2006-06-01,2,2
AZURDUY,atencion de partos en servicio,cesareas,2006-06-01,2,2
BAURES,atencion de partos en servicio,cesareas,2006-06-01,1,1
BERMEJO,atencion de partos en servicio,cesareas,2006-06-01,6,6
BETANZOS,atencion de partos en servicio,cesareas,2006-06-01,2,2
CAMARGO,atencion de partos en servicio,cesareas,2006-06-01,8,8
CAMIRI,atencion de partos en servicio,cesareas,2006-06-01,23,23
CARANAVI,atencion de partos en servicio,cesareas,2006-06-01,2,2
CHALLAPATA,atencion de partos en servicio,cesareas,2006-06-01,3,3
CHARAGUA,atencion de partos en servicio,cesareas,2006-06-01,11,11
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,cesareas,2006-06-01,2,2
COBIJA,atencion de partos en servicio,cesareas,2006-06-01,37,37
COCHABAMBA,atencion de partos en servicio,cesareas,2006-06-01,536,536
COLCAPIRHUA,atencion de partos en servicio,cesareas,2006-06-01,4,4
COMARAPA,atencion de partos en servicio,cesareas,2006-06-01,7,7
CONCEPCION,atencion de partos en servicio,cesareas,2006-06-01,6,6
COPACABANA,atencion de partos en servicio,cesareas,2006-06-01,2,2
COROICO,atencion de partos en servicio,cesareas,2006-06-01,11,11
COTOCA,atencion de partos en servicio,cesareas,2006-06-01,12,12
CULPINA,atencion de partos en servicio,cesareas,2006-06-01,1,1
EL ALTO,atencion de partos en servicio,cesareas,2006-06-01,172,172
EL TORNO,atencion de partos en servicio,cesareas,2006-06-01,12,12
GUAYARAMERIN,atencion de partos en servicio,cesareas,2006-06-01,25,25
LA PAZ,atencion de partos en servicio,cesareas,2006-06-01,396,396
LLALLAGUA,atencion de partos en servicio,cesareas,2006-06-01,12,12
MAGDALENA,atencion de partos en servicio,cesareas,2006-06-01,3,3
MAIRANA,atencion de partos en servicio,cesareas,2006-06-01,4,4
MONTEAGUDO,atencion de partos en servicio,cesareas,2006-06-01,10,10
MONTERO,atencion de partos en servicio,cesareas,2006-06-01,87,87
ORURO,atencion de partos en servicio,cesareas,2006-06-01,160,160
PADILLA,atencion de partos en servicio,cesareas,2006-06-01,5,5
PORTACHUELO,atencion de partos en servicio,cesareas,2006-06-01,17,17
POTOSI,atencion de partos en servicio,cesareas,2006-06-01,64,64
PUERTO ACOSTA,atencion de partos en servicio,cesareas,2006-06-01,5,5
PUERTO QUIJARRO,atencion de partos en servicio,cesareas,2006-06-01,2,2
PUERTO SUAREZ,atencion de partos en servicio,cesareas,2006-06-01,5,5
PUERTO VILLARROEL,atencion de partos en servicio,cesareas,2006-06-01,20,20
PUNATA,atencion de partos en servicio,cesareas,2006-06-01,16,16
QUILLACOLLO,atencion de partos en servicio,cesareas,2006-06-01,56,56
REYES,atencion de partos en servicio,cesareas,2006-06-01,2,2
RIBERALTA,atencion de partos en servicio,cesareas,2006-06-01,50,50
ROBORE,atencion de partos en servicio,cesareas,2006-06-01,7,7
RURRENABAQUE,atencion de partos en servicio,cesareas,2006-06-01,7,7
SACABA,atencion de partos en servicio,cesareas,2006-06-01,16,16
SAMAIPATA,atencion de partos en servicio,cesareas,2006-06-01,3,3
SAN BORJA,atencion de partos en servicio,cesareas,2006-06-01,14,14
SAN BUENA VENTURA,atencion de partos en servicio,cesareas,2006-06-01,1,1
SAN CARLOS,atencion de partos en servicio,cesareas,2006-06-01,21,21
SAN IGNACIO,atencion de partos en servicio,cesareas,2006-06-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en servicio,cesareas,2006-06-01,32,32
SAN JAVIER(STC),atencion de partos en servicio,cesareas,2006-06-01,5,5
SAN JOAQUIN,atencion de partos en servicio,cesareas,2006-06-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,cesareas,2006-06-01,6,6
SAN JUAN DE YAPACANI,atencion de partos en servicio,cesareas,2006-06-01,5,5
SAN JULIAN,atencion de partos en servicio,cesareas,2006-06-01,1,1
SAN LUCAS,atencion de partos en servicio,cesareas,2006-06-01,3,3
SAN RAMON,atencion de partos en servicio,cesareas,2006-06-01,10,10
SANTA ANA,atencion de partos en servicio,cesareas,2006-06-01,5,5
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,cesareas,2006-06-01,1280,1280
SANTA ROSA,atencion de partos en servicio,cesareas,2006-06-01,2,2
SIPE SIPE,atencion de partos en servicio,cesareas,2006-06-01,7,7
SOPACHUY,atencion de partos en servicio,cesareas,2006-06-01,4,4
SORATA,atencion de partos en servicio,cesareas,2006-06-01,1,1
SUCRE,atencion de partos en servicio,cesareas,2006-06-01,135,135
TARABUCO,atencion de partos en servicio,cesareas,2006-06-01,2,2
TARIJA,atencion de partos en servicio,cesareas,2006-06-01,113,113
TIQUIPAYA,atencion de partos en servicio,cesareas,2006-06-01,3,3
TIRAQUE (CBBA),atencion de partos en servicio,cesareas,2006-06-01,5,5
TOTORA(CBBA),atencion de partos en servicio,cesareas,2006-06-01,6,6
TRINIDAD,atencion de partos en servicio,cesareas,2006-06-01,59,59
TUPIZA,atencion de partos en servicio,cesareas,2006-06-01,5,5
UNCIA,atencion de partos en servicio,cesareas,2006-06-01,5,5
UYUNI,atencion de partos en servicio,cesareas,2006-06-01,2,2
VALLEGRANDE,atencion de partos en servicio,cesareas,2006-06-01,8,8
VILLA MONTES,atencion de partos en servicio,cesareas,2006-06-01,21,21
VILLA TUNARI,atencion de partos en servicio,cesareas,2006-06-01,18,18
VILLAZON,atencion de partos en servicio,cesareas,2006-06-01,5,5
WARNES,atencion de partos en servicio,cesareas,2006-06-01,27,27
YACUIBA,atencion de partos en servicio,cesareas,2006-06-01,36,36
YAPACANI,atencion de partos en servicio,cesareas,2006-06-01,2,2
ZUDAÑEZ,atencion de partos en servicio,cesareas,2006-06-01,1,1
AIQUILE,atencion de partos en servicio,cesareas,2006-07-01,3,3
ASCENCION DE GUARAYOS,atencion de partos en servicio,cesareas,2006-07-01,16,16
ATOCHA,atencion de partos en servicio,cesareas,2006-07-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,cesareas,2006-07-01,2,2
BERMEJO,atencion de partos en servicio,cesareas,2006-07-01,6,6
BETANZOS,atencion de partos en servicio,cesareas,2006-07-01,6,6
CAMARGO,atencion de partos en servicio,cesareas,2006-07-01,15,15
CAMIRI,atencion de partos en servicio,cesareas,2006-07-01,34,34
CARANAVI,atencion de partos en servicio,cesareas,2006-07-01,6,6
CHARAGUA,atencion de partos en servicio,cesareas,2006-07-01,5,5
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,cesareas,2006-07-01,1,1
COBIJA,atencion de partos en servicio,cesareas,2006-07-01,38,38
COCHABAMBA,atencion de partos en servicio,cesareas,2006-07-01,567,567
COLCAPIRHUA,atencion de partos en servicio,cesareas,2006-07-01,13,13
COMARAPA,atencion de partos en servicio,cesareas,2006-07-01,7,7
CONCEPCION,atencion de partos en servicio,cesareas,2006-07-01,7,7
COROICO,atencion de partos en servicio,cesareas,2006-07-01,11,11
COTOCA,atencion de partos en servicio,cesareas,2006-07-01,3,3
EL ALTO,atencion de partos en servicio,cesareas,2006-07-01,181,181
EL TORNO,atencion de partos en servicio,cesareas,2006-07-01,13,13
GUAYARAMERIN,atencion de partos en servicio,cesareas,2006-07-01,18,18
LA PAZ,atencion de partos en servicio,cesareas,2006-07-01,451,451
LLALLAGUA,atencion de partos en servicio,cesareas,2006-07-01,12,12
MAGDALENA,atencion de partos en servicio,cesareas,2006-07-01,3,3
MAIRANA,atencion de partos en servicio,cesareas,2006-07-01,2,2
MONTEAGUDO,atencion de partos en servicio,cesareas,2006-07-01,8,8
MONTERO,atencion de partos en servicio,cesareas,2006-07-01,84,84
ORURO,atencion de partos en servicio,cesareas,2006-07-01,154,154
PADILLA,atencion de partos en servicio,cesareas,2006-07-01,4,4
PORTACHUELO,atencion de partos en servicio,cesareas,2006-07-01,20,20
POTOSI,atencion de partos en servicio,cesareas,2006-07-01,72,72
PUERTO ACOSTA,atencion de partos en servicio,cesareas,2006-07-01,5,5
PUERTO QUIJARRO,atencion de partos en servicio,cesareas,2006-07-01,4,4
PUERTO SUAREZ,atencion de partos en servicio,cesareas,2006-07-01,10,10
PUERTO VILLARROEL,atencion de partos en servicio,cesareas,2006-07-01,21,21
PUNATA,atencion de partos en servicio,cesareas,2006-07-01,5,5
QUILLACOLLO,atencion de partos en servicio,cesareas,2006-07-01,59,59
REYES,atencion de partos en servicio,cesareas,2006-07-01,3,3
RIBERALTA,atencion de partos en servicio,cesareas,2006-07-01,50,50
ROBORE,atencion de partos en servicio,cesareas,2006-07-01,6,6
RURRENABAQUE,atencion de partos en servicio,cesareas,2006-07-01,5,5
SACABA,atencion de partos en servicio,cesareas,2006-07-01,13,13
SAMAIPATA,atencion de partos en servicio,cesareas,2006-07-01,4,4
SAN BORJA,atencion de partos en servicio,cesareas,2006-07-01,12,12
SAN CARLOS,atencion de partos en servicio,cesareas,2006-07-01,18,18
SAN IGNACIO,atencion de partos en servicio,cesareas,2006-07-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicio,cesareas,2006-07-01,23,23
SAN JAVIER(STC),atencion de partos en servicio,cesareas,2006-07-01,2,2
SAN JOAQUIN,atencion de partos en servicio,cesareas,2006-07-01,3,3
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,cesareas,2006-07-01,5,5
SAN JUAN DE YAPACANI,atencion de partos en servicio,cesareas,2006-07-01,2,2
SAN JULIAN,atencion de partos en servicio,cesareas,2006-07-01,7,7
SAN LUCAS,atencion de partos en servicio,cesareas,2006-07-01,3,3
SAN RAMON,atencion de partos en servicio,cesareas,2006-07-01,3,3
SAN RAMON,atencion de partos en servicio,cesareas,2006-07-01,6,6
SANTA ANA,atencion de partos en servicio,cesareas,2006-07-01,15,15
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,cesareas,2006-07-01,1244,1244
SANTA ROSA,atencion de partos en servicio,cesareas,2006-07-01,5,5
SIPE SIPE,atencion de partos en servicio,cesareas,2006-07-01,2,2
SOPACHUY,atencion de partos en servicio,cesareas,2006-07-01,1,1
SUCRE,atencion de partos en servicio,cesareas,2006-07-01,147,147
TARABUCO,atencion de partos en servicio,cesareas,2006-07-01,1,1
TARIJA,atencion de partos en servicio,cesareas,2006-07-01,68,68
TIQUIPAYA,atencion de partos en servicio,cesareas,2006-07-01,8,8
TIRAQUE (CBBA),atencion de partos en servicio,cesareas,2006-07-01,9,9
TRINIDAD,atencion de partos en servicio,cesareas,2006-07-01,66,66
TUPIZA,atencion de partos en servicio,cesareas,2006-07-01,9,9
UNCIA,atencion de partos en servicio,cesareas,2006-07-01,7,7
UYUNI,atencion de partos en servicio,cesareas,2006-07-01,5,5
VALLEGRANDE,atencion de partos en servicio,cesareas,2006-07-01,14,14
VILLA MONTES,atencion de partos en servicio,cesareas,2006-07-01,22,22
VILLA TUNARI,atencion de partos en servicio,cesareas,2006-07-01,40,40
VILLAZON,atencion de partos en servicio,cesareas,2006-07-01,4,4
WARNES,atencion de partos en servicio,cesareas,2006-07-01,21,21
YACUIBA,atencion de partos en servicio,cesareas,2006-07-01,40,40
YAPACANI,atencion de partos en servicio,cesareas,2006-07-01,8,8
ACHACACHI,atencion de partos en servicio,cesareas,2006-08-01,2,2
AIQUILE,atencion de partos en servicio,cesareas,2006-08-01,13,13
ASCENCION DE GUARAYOS,atencion de partos en servicio,cesareas,2006-08-01,13,13
ATOCHA,atencion de partos en servicio,cesareas,2006-08-01,3,3
AZURDUY,atencion de partos en servicio,cesareas,2006-08-01,1,1
BERMEJO,atencion de partos en servicio,cesareas,2006-08-01,15,15
BETANZOS,atencion de partos en servicio,cesareas,2006-08-01,3,3
CAMARGO,atencion de partos en servicio,cesareas,2006-08-01,7,7
CAMIRI,atencion de partos en servicio,cesareas,2006-08-01,39,39
CARANAVI,atencion de partos en servicio,cesareas,2006-08-01,15,15
CHARAGUA,atencion de partos en servicio,cesareas,2006-08-01,6,6
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,cesareas,2006-08-01,3,3
COBIJA,atencion de partos en servicio,cesareas,2006-08-01,26,26
COCHABAMBA,atencion de partos en servicio,cesareas,2006-08-01,550,550
COLCAPIRHUA,atencion de partos en servicio,cesareas,2006-08-01,10,10
COMARAPA,atencion de partos en servicio,cesareas,2006-08-01,15,15
CONCEPCION,atencion de partos en servicio,cesareas,2006-08-01,3,3
COROICO,atencion de partos en servicio,cesareas,2006-08-01,8,8
COTOCA,atencion de partos en servicio,cesareas,2006-08-01,6,6
EL ALTO,atencion de partos en servicio,cesareas,2006-08-01,159,159
EL TORNO,atencion de partos en servicio,cesareas,2006-08-01,9,9
GUAYARAMERIN,atencion de partos en servicio,cesareas,2006-08-01,25,25
LA PAZ,atencion de partos en servicio,cesareas,2006-08-01,469,469
LLALLAGUA,atencion de partos en servicio,cesareas,2006-08-01,17,17
MAGDALENA,atencion de partos en servicio,cesareas,2006-08-01,6,6
MAIRANA,atencion de partos en servicio,cesareas,2006-08-01,11,11
MONTEAGUDO,atencion de partos en servicio,cesareas,2006-08-01,11,11
MONTERO,atencion de partos en servicio,cesareas,2006-08-01,78,78
ORURO,atencion de partos en servicio,cesareas,2006-08-01,196,196
PADILLA,atencion de partos en servicio,cesareas,2006-08-01,6,6
PORTACHUELO,atencion de partos en servicio,cesareas,2006-08-01,17,17
POTOSI,atencion de partos en servicio,cesareas,2006-08-01,62,62
PUERTO ACOSTA,atencion de partos en servicio,cesareas,2006-08-01,6,6
PUERTO QUIJARRO,atencion de partos en servicio,cesareas,2006-08-01,3,3
PUERTO SUAREZ,atencion de partos en servicio,cesareas,2006-08-01,4,4
PUERTO VILLARROEL,atencion de partos en servicio,cesareas,2006-08-01,22,22
PUNATA,atencion de partos en servicio,cesareas,2006-08-01,15,15
QUILLACOLLO,atencion de partos en servicio,cesareas,2006-08-01,48,48
REYES,atencion de partos en servicio,cesareas,2006-08-01,2,2
RIBERALTA,atencion de partos en servicio,cesareas,2006-08-01,65,65
ROBORE,atencion de partos en servicio,cesareas,2006-08-01,4,4
RURRENABAQUE,atencion de partos en servicio,cesareas,2006-08-01,4,4
SACABA,atencion de partos en servicio,cesareas,2006-08-01,16,16
SAMAIPATA,atencion de partos en servicio,cesareas,2006-08-01,5,5
SAN BORJA,atencion de partos en servicio,cesareas,2006-08-01,13,13
SAN CARLOS,atencion de partos en servicio,cesareas,2006-08-01,15,15
SAN IGNACIO,atencion de partos en servicio,cesareas,2006-08-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicio,cesareas,2006-08-01,19,19
SAN JAVIER(STC),atencion de partos en servicio,cesareas,2006-08-01,3,3
SAN JOAQUIN,atencion de partos en servicio,cesareas,2006-08-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,cesareas,2006-08-01,5,5
SAN JUAN DE YAPACANI,atencion de partos en servicio,cesareas,2006-08-01,1,1
SAN JULIAN,atencion de partos en servicio,cesareas,2006-08-01,10,10
SAN LUCAS,atencion de partos en servicio,cesareas,2006-08-01,1,1
SAN RAMON,atencion de partos en servicio,cesareas,2006-08-01,8,8
SANTA ANA,atencion de partos en servicio,cesareas,2006-08-01,4,4
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,cesareas,2006-08-01,1143,1143
SANTA ROSA,atencion de partos en servicio,cesareas,2006-08-01,1,1
SIPE SIPE,atencion de partos en servicio,cesareas,2006-08-01,7,7
SOPACHUY,atencion de partos en servicio,cesareas,2006-08-01,2,2
SUCRE,atencion de partos en servicio,cesareas,2006-08-01,127,127
TARABUCO,atencion de partos en servicio,cesareas,2006-08-01,2,2
TARIJA,atencion de partos en servicio,cesareas,2006-08-01,116,116
TIQUIPAYA,atencion de partos en servicio,cesareas,2006-08-01,7,7
TIRAQUE (CBBA),atencion de partos en servicio,cesareas,2006-08-01,6,6
TOTORA(CBBA),atencion de partos en servicio,cesareas,2006-08-01,1,1
TRINIDAD,atencion de partos en servicio,cesareas,2006-08-01,63,63
TUPIZA,atencion de partos en servicio,cesareas,2006-08-01,4,4
UNCIA,atencion de partos en servicio,cesareas,2006-08-01,4,4
UYUNI,atencion de partos en servicio,cesareas,2006-08-01,8,8
VALLEGRANDE,atencion de partos en servicio,cesareas,2006-08-01,11,11
VILLA MONTES,atencion de partos en servicio,cesareas,2006-08-01,23,23
VILLA TUNARI,atencion de partos en servicio,cesareas,2006-08-01,30,30
VILLAZON,atencion de partos en servicio,cesareas,2006-08-01,6,6
VINTO,atencion de partos en servicio,cesareas,2006-08-01,1,1
WARNES,atencion de partos en servicio,cesareas,2006-08-01,24,24
YACUIBA,atencion de partos en servicio,cesareas,2006-08-01,33,33
YAPACANI,atencion de partos en servicio,cesareas,2006-08-01,4,4
ZUDAÑEZ,atencion de partos en servicio,cesareas,2006-08-01,1,1
ACHACACHI,atencion de partos en servicio,cesareas,2006-09-01,3,3
AIQUILE,atencion de partos en servicio,cesareas,2006-09-01,11,11
APOLO,atencion de partos en servicio,cesareas,2006-09-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicio,cesareas,2006-09-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,cesareas,2006-09-01,1,1
BAURES,atencion de partos en servicio,cesareas,2006-09-01,3,3
BERMEJO,atencion de partos en servicio,cesareas,2006-09-01,6,6
BETANZOS,atencion de partos en servicio,cesareas,2006-09-01,1,1
CAMARGO,atencion de partos en servicio,cesareas,2006-09-01,11,11
CAMIRI,atencion de partos en servicio,cesareas,2006-09-01,25,25
CARANAVI,atencion de partos en servicio,cesareas,2006-09-01,17,17
CHALLAPATA,atencion de partos en servicio,cesareas,2006-09-01,2,2
CHARAGUA,atencion de partos en servicio,cesareas,2006-09-01,6,6
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,cesareas,2006-09-01,4,4
COBIJA,atencion de partos en servicio,cesareas,2006-09-01,28,28
COCHABAMBA,atencion de partos en servicio,cesareas,2006-09-01,538,538
COLCAPIRHUA,atencion de partos en servicio,cesareas,2006-09-01,9,9
COMARAPA,atencion de partos en servicio,cesareas,2006-09-01,7,7
CONCEPCION,atencion de partos en servicio,cesareas,2006-09-01,6,6
COPACABANA,atencion de partos en servicio,cesareas,2006-09-01,2,2
COROICO,atencion de partos en servicio,cesareas,2006-09-01,7,7
COTOCA,atencion de partos en servicio,cesareas,2006-09-01,10,10
EL ALTO,atencion de partos en servicio,cesareas,2006-09-01,188,188
EL TORNO,atencion de partos en servicio,cesareas,2006-09-01,12,12
GUAYARAMERIN,atencion de partos en servicio,cesareas,2006-09-01,13,13
LA PAZ,atencion de partos en servicio,cesareas,2006-09-01,493,493
LLALLAGUA,atencion de partos en servicio,cesareas,2006-09-01,14,14
MAGDALENA,atencion de partos en servicio,cesareas,2006-09-01,6,6
MAIRANA,atencion de partos en servicio,cesareas,2006-09-01,3,3
MONTEAGUDO,atencion de partos en servicio,cesareas,2006-09-01,6,6
MONTERO,atencion de partos en servicio,cesareas,2006-09-01,68,68
OCURI,atencion de partos en servicio,cesareas,2006-09-01,1,1
ORURO,atencion de partos en servicio,cesareas,2006-09-01,181,181
PADILLA,atencion de partos en servicio,cesareas,2006-09-01,6,6
PORTACHUELO,atencion de partos en servicio,cesareas,2006-09-01,20,20
POTOSI,atencion de partos en servicio,cesareas,2006-09-01,69,69
PUERTO ACOSTA,atencion de partos en servicio,cesareas,2006-09-01,3,3
PUERTO QUIJARRO,atencion de partos en servicio,cesareas,2006-09-01,2,2
PUERTO SUAREZ,atencion de partos en servicio,cesareas,2006-09-01,8,8
PUERTO VILLARROEL,atencion de partos en servicio,cesareas,2006-09-01,22,22
PUNATA,atencion de partos en servicio,cesareas,2006-09-01,13,13
QUILLACOLLO,atencion de partos en servicio,cesareas,2006-09-01,57,57
REYES,atencion de partos en servicio,cesareas,2006-09-01,4,4
RIBERALTA,atencion de partos en servicio,cesareas,2006-09-01,56,56
ROBORE,atencion de partos en servicio,cesareas,2006-09-01,6,6
RURRENABAQUE,atencion de partos en servicio,cesareas,2006-09-01,8,8
SACABA,atencion de partos en servicio,cesareas,2006-09-01,18,18
SAMAIPATA,atencion de partos en servicio,cesareas,2006-09-01,4,4
SAN BORJA,atencion de partos en servicio,cesareas,2006-09-01,9,9
SAN BUENA VENTURA,atencion de partos en servicio,cesareas,2006-09-01,4,4
SAN CARLOS,atencion de partos en servicio,cesareas,2006-09-01,20,20
SAN IGNACIO DE VELASCO,atencion de partos en servicio,cesareas,2006-09-01,25,25
SAN JAVIER(STC),atencion de partos en servicio,cesareas,2006-09-01,3,3
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,cesareas,2006-09-01,4,4
SAN JULIAN,atencion de partos en servicio,cesareas,2006-09-01,10,10
SAN LUCAS,atencion de partos en servicio,cesareas,2006-09-01,5,5
SAN MATIAS,atencion de partos en servicio,cesareas,2006-09-01,1,1
SAN RAMON,atencion de partos en servicio,cesareas,2006-09-01,3,3
SAN RAMON,atencion de partos en servicio,cesareas,2006-09-01,7,7
SANTA ANA,atencion de partos en servicio,cesareas,2006-09-01,7,7
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,cesareas,2006-09-01,1024,1024
SANTA ROSA,atencion de partos en servicio,cesareas,2006-09-01,3,3
SIPE SIPE,atencion de partos en servicio,cesareas,2006-09-01,8,8
SOPACHUY,atencion de partos en servicio,cesareas,2006-09-01,2,2
SORATA,atencion de partos en servicio,cesareas,2006-09-01,1,1
SUCRE,atencion de partos en servicio,cesareas,2006-09-01,143,143
TARABUCO,atencion de partos en servicio,cesareas,2006-09-01,4,4
TARIJA,atencion de partos en servicio,cesareas,2006-09-01,120,120
TIQUIPAYA,atencion de partos en servicio,cesareas,2006-09-01,2,2
TIRAQUE (CBBA),atencion de partos en servicio,cesareas,2006-09-01,3,3
TRINIDAD,atencion de partos en servicio,cesareas,2006-09-01,55,55
TUPIZA,atencion de partos en servicio,cesareas,2006-09-01,8,8
UNCIA,atencion de partos en servicio,cesareas,2006-09-01,5,5
UYUNI,atencion de partos en servicio,cesareas,2006-09-01,10,10
VALLEGRANDE,atencion de partos en servicio,cesareas,2006-09-01,14,14
VILLA MONTES,atencion de partos en servicio,cesareas,2006-09-01,23,23
VILLA TUNARI,atencion de partos en servicio,cesareas,2006-09-01,33,33
VILLAZON,atencion de partos en servicio,cesareas,2006-09-01,4,4
WARNES,atencion de partos en servicio,cesareas,2006-09-01,27,27
YACUIBA,atencion de partos en servicio,cesareas,2006-09-01,31,31
YAPACANI,atencion de partos en servicio,cesareas,2006-09-01,5,5
YOTALA,atencion de partos en servicio,cesareas,2006-09-01,3,3
ZUDAÑEZ,atencion de partos en servicio,cesareas,2006-09-01,1,1
AIQUILE,atencion de partos en servicio,cesareas,2006-10-01,11,11
ASCENCION DE GUARAYOS,atencion de partos en servicio,cesareas,2006-10-01,13,13
ATOCHA,atencion de partos en servicio,cesareas,2006-10-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,cesareas,2006-10-01,3,3
AZURDUY,atencion de partos en servicio,cesareas,2006-10-01,1,1
BERMEJO,atencion de partos en servicio,cesareas,2006-10-01,11,11
BETANZOS,atencion de partos en servicio,cesareas,2006-10-01,2,2
CAMARGO,atencion de partos en servicio,cesareas,2006-10-01,14,14
CAMIRI,atencion de partos en servicio,cesareas,2006-10-01,26,26
CARANAVI,atencion de partos en servicio,cesareas,2006-10-01,12,12
CHALLAPATA,atencion de partos en servicio,cesareas,2006-10-01,2,2
CHARAGUA,atencion de partos en servicio,cesareas,2006-10-01,4,4
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,cesareas,2006-10-01,2,2
COBIJA,atencion de partos en servicio,cesareas,2006-10-01,31,31
COCHABAMBA,atencion de partos en servicio,cesareas,2006-10-01,525,525
COLCAPIRHUA,atencion de partos en servicio,cesareas,2006-10-01,6,6
COMARAPA,atencion de partos en servicio,cesareas,2006-10-01,7,7
CONCEPCION,atencion de partos en servicio,cesareas,2006-10-01,7,7
COPACABANA,atencion de partos en servicio,cesareas,2006-10-01,3,3
COROICO,atencion de partos en servicio,cesareas,2006-10-01,9,9
COTOCA,atencion de partos en servicio,cesareas,2006-10-01,8,8
EL ALTO,atencion de partos en servicio,cesareas,2006-10-01,180,180
EL TORNO,atencion de partos en servicio,cesareas,2006-10-01,14,14
GUAYARAMERIN,atencion de partos en servicio,cesareas,2006-10-01,14,14
LA PAZ,atencion de partos en servicio,cesareas,2006-10-01,447,447
LLALLAGUA,atencion de partos en servicio,cesareas,2006-10-01,14,14
MAGDALENA,atencion de partos en servicio,cesareas,2006-10-01,4,4
MAIRANA,atencion de partos en servicio,cesareas,2006-10-01,8,8
MOJOCOYA,atencion de partos en servicio,cesareas,2006-10-01,1,1
MONTEAGUDO,atencion de partos en servicio,cesareas,2006-10-01,13,13
MONTERO,atencion de partos en servicio,cesareas,2006-10-01,72,72
OCURI,atencion de partos en servicio,cesareas,2006-10-01,2,2
ORURO,atencion de partos en servicio,cesareas,2006-10-01,166,166
PADILLA,atencion de partos en servicio,cesareas,2006-10-01,7,7
PORTACHUELO,atencion de partos en servicio,cesareas,2006-10-01,15,15
POTOSI,atencion de partos en servicio,cesareas,2006-10-01,71,71
PUERTO ACOSTA,atencion de partos en servicio,cesareas,2006-10-01,4,4
PUERTO QUIJARRO,atencion de partos en servicio,cesareas,2006-10-01,4,4
PUERTO SUAREZ,atencion de partos en servicio,cesareas,2006-10-01,8,8
PUERTO VILLARROEL,atencion de partos en servicio,cesareas,2006-10-01,14,14
PUNATA,atencion de partos en servicio,cesareas,2006-10-01,17,17
QUILLACOLLO,atencion de partos en servicio,cesareas,2006-10-01,60,60
REYES,atencion de partos en servicio,cesareas,2006-10-01,4,4
RIBERALTA,atencion de partos en servicio,cesareas,2006-10-01,47,47
ROBORE,atencion de partos en servicio,cesareas,2006-10-01,6,6
RURRENABAQUE,atencion de partos en servicio,cesareas,2006-10-01,6,6
SACABA,atencion de partos en servicio,cesareas,2006-10-01,19,19
SAMAIPATA,atencion de partos en servicio,cesareas,2006-10-01,4,4
