municipality,group,variable,month,Mujeres con primer control post parto,TOTAL
OKINAWA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,13,13
OMEREQUE,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,5,5
ORURO,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,379,379
PADCAYA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,17,17
PADILLA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,33,33
PAILON,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,15,15
PALCA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,8,8
PALOS BLANCOS,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,38,38
PAMPA AULLAGAS,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,6,6
PAMPA GRANDE,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,3,3
PAPEL PAMPA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,3,3
PASORAPA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,2,2
PATACAMAYA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,14,14
PAZÑA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,12,12
PELECHUCO,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,8,8
POCOATA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,29,29
POCONA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,22,22
POJO (CBBA),atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,19,19
POOPO,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,10,10
PORCO,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,13,13
POROMA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,32,32
PORONGO,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,13,13
PORTACHUELO,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,14,14
PORVENIR,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,5,5
POSTRER VALLE,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,4,4
POTOSI,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,275,275
PRESTO,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,18,18
PUCARA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,2,2
PUCARANI,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,31,31
PUERTO ACOSTA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,36,36
PUERTO CARABUCO,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,20,20
PUERTO GONZALO MORENO,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,10,10
PUERTO PEREZ,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,9,9
PUERTO QUIJARRO,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,21,21
PUERTO RICO,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,2,2
PUERTO SILES,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,2,2
PUERTO SUAREZ,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,24,24
PUERTO VILLARROEL,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,145,145
PUNA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,50,50
PUNATA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,39,39
QUIABAYA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,3,3
QUILLACOLLO,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,40,40
QUIME,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,8,8
QUIRUSILLAS,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,3,3
RAVELO,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,36,36
REYES,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,14,14
RIBERALTA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,5,5
ROBORE,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,27,27
RURRENABAQUE,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,9,9
SABAYA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,5,5
SACABA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,114,114
SACABAMBA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,10,10
SACACA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,31,31
SAIPINA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,5,5
SALINAS DE GARCI MENDOZA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,16,16
SAMAIPATA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,4,4
SAN AGUSTIN,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,8,8
SAN ANDRES,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,13,13
SAN ANDRES DE MACHACA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,3,3
SAN ANTONIO DE ESMORUCO,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,8,8
SAN BENITO,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,16,16
SAN BORJA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,57,57
SAN BUENA VENTURA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,14,14
SAN CARLOS,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,20,20
SAN IGNACIO,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,49,49
SAN IGNACIO DE VELASCO,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,47,47
SAN JAVIER(BNI),atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,2,2
SAN JAVIER(STC),atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,18,18
SAN JOAQUIN,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,9,9
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,26,26
SAN JUAN DE YAPACANI,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,18,18
SAN JULIAN,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,41,41
SAN LORENZO(PND),atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,9,9
SAN LORENZO(TJA),atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,26,26
SAN LUCAS,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,63,63
SAN MATIAS,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,20,20
SAN MIGUEL DE VELASCO,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,21,21
SAN PABLO DE LIPEZ,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,4,4
SAN PEDRO,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,20,20
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,13,13
SAN PEDRO DE CURAHUARA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,8,8
SAN PEDRO DE TIQUINA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,8,8
SAN PEDRO(PND),atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,3,3
SAN RAFAEL,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,5,5
SAN RAMON,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,13,13
SAN RAMON,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,4,4
SANTA ANA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,31,31
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,1644,1644
SANTA ROSA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,25,25
SANTA ROSA DEL SARA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,34,34
SANTIAGO DE CALLAPA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,5,5
SANTIAGO DE HUARI,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,5,5
SANTIVAÑES,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,5,5
SANTUARIO DE QUILLACAS,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,8,8
SAPAHAQUI,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,7,7
SENA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,6,6
SICA SICA (VILLA AROMA),atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,19,19
SICAYA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,11,11
SIPE SIPE,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,27,27
SOPACHUY,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,17,17
SORACACHI,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,13,13
SORATA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,23,23
SUCRE,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,385,385
TACOBAMBA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,9,9
TACOPAYA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,27,27
TAHUA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,3,3
TAPACARI,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,78,78
TARABUCO,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,50,50
TARACO,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,4,4
TARATA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,13,13
TARIJA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,157,157
TARVITA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,33,33
TEOPONTE,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,12,12
TIAWANACU,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,18,18
TINGUIPAYA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,38,38
TIPUANI,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,15,15
TIQUIPAYA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,46,46
TIRAQUE (CBBA),atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,72,72
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,3,3
TOCO,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,4,4
TOLATA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,2,2
TOLEDO,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,6,6
TOMAVE,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,4,4
TOMINA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,7,7
TORO TORO,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,4,4
TOTORA(CBBA),atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,25,25
TOTORA(ORR),atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,4,4
TRINIDAD,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,85,85
TUPIZA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,63,63
TURCO,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,6,6
UMALA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,2,2
UNCIA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,41,41
URIONDO (A. CONCEPCION),atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,10,10
URUBICHA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,6,6
UYUNI,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,17,17
VACAS,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,19,19
VALLEGRANDE,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,8,8
VIACHA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,29,29
VILA VILA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,5,5
VILLA MONTES,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,21,21
VILLA RIVERO,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,3,3
VILLA SERRANO,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,14,14
VILLA TUNARI,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,128,128
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,14,14
VILLAZON,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,65,65
VINTO,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,25,25
VITICHI,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,6,6
WALDO BALLIVIAN,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,2,2
WARNES,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,56,56
YACO,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,13,13
YACUIBA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,64,64
YAMPARAEZ,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,13,13
YANACACHI,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,5,5
YAPACANI,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,89,89
YOCALLA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,2,2
YOTALA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,14,14
YUNCHARA,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,5,5
ZUDAÑEZ,atencion de partos en servicio,mujeres con primer control post parto,2006-07-01,26,26
ACACIO,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,8,8
ACHACACHI,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,31,31
ACHOCALLA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,9,9
AIQUILE,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,29,29
ALCALA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,7,7
ANCORAIMES,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,23,23
ANDAMARCA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,6,6
ANTEQUERA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,2,2
ANZALDO,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,6,6
APOLO,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,27,27
ARAMPAMPA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,11,11
ARANI,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,8,8
ARBIETO,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,5,5
ARQUE,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,24,24
ASCENCION DE GUARAYOS,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,74,74
ATOCHA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,13,13
AUCAPATA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,3,3
AYATA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,14,14
AYO AYO,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,35,35
AZURDUY,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,47,47
BATALLAS,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,21,21
BAURES,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,7,7
BELEN DE ANDAMARCA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,3,3
BELEN DE URMIRI,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,1,1
BELLA FLOR,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,3,3
BERMEJO,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,36,36
BETANZOS,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,57,57
BOLIVAR,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,12,12
BOLPEBRA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,3,3
BOYUIBE,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,4,4
BUENA VISTA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,18,18
CABEZAS,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,20,20
CAIROMA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,17,17
"CAIZA ""D""",atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,18,18
CAJUATA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,5,5
CALACOTO,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,8,8
CALAMARCA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,20,20
CAMARGO,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,36,36
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,8,8
CAMIRI,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,36,36
CAPINOTA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,35,35
CAQUIAVIRI,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,14,14
CARACOLLO,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,32,32
CARANAVI,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,83,83
CARAPARI,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,6,6
CARIPUYO,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,14,14
CARMEN RIVERO TORREZ,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,1,1
CATACORA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,1,1
CHACARILLA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,4,4
CHALLAPATA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,54,54
CHAQUI,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,4,4
CHARAGUA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,32,32
CHAYANTA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,22,22
CHIMORE,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,16,16
CHIPAYA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,1,1
CHOQUE COTA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,7,7
CHUMA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,11,11
CLIZA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,17,17
COBIJA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,44,44
COCHABAMBA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,755,755
COLCAPIRHUA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,65,65
"COLCHA ""K""",atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,7,7
COLOMI,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,24,24
COLPA BELGICA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,7,7
COLQUECHACA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,65,65
COLQUENCHA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,8,8
COLQUIRI,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,32,32
COMANCHE,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,4,4
COMARAPA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,28,28
COMBAYA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,6,6
CONCEPCION,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,10,10
COPACABANA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,11,11
CORIPATA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,14,14
CORO CORO,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,9,9
COROICO,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,20,20
CORQUE,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,13,13
COTAGAITA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,34,34
COTOCA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,43,43
CUATRO CAÑADAS,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,6,6
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,5,5
CUEVO,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,10,10
CULPINA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,44,44
CURAHUARA DE CARANGAS,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,1,1
CURVA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,3,3
DESAGUADERO,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,7,7
EL ALTO,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,746,746
EL CHORO,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,3,3
EL PUENTE(STC),atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,12,12
EL PUENTE(TJA),atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,8,8
EL TORNO,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,65,65
EL VILLAR,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,9,9
ENTRE RIOS,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,26,26
ENTRE RIOS,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,20,20
ESMERALDA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,1,1
EUCALIPTUS,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,9,9
EXALTACION,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,7,7
FERNANDEZ ALONSO,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,23,23
FILADELFIA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,1,1
GENERAL SAAVEDRA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,29,29
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,14,14
GUANAY,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,34,34
GUAQUI,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,11,11
GUAYARAMERIN,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,69,69
GUTIERREZ,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,4,4
HUACARETA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,16,16
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,2,2
HUANUNI,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,6,6
HUARACAJE,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,6,6
HUAYLLAMARCA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,5,5
ICHOCA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,9,9
ICLA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,27,27
INCAHUASI,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,57,57
INGAVI (HUMAITA),atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,4,4
INQUISIVI,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,23,23
IRUPANA (VILLA DE LANZA),atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,13,13
IXIAMAS,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,17,17
JESUS DE MACHACA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,19,19
LA ASUNTA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,42,42
LA GUARDIA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,71,71
LA PAZ,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,1291,1291
LAGUNILLAS,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,6,6
LAJA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,20,20
LAS CARRERAS,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,13,13
LICOMA PAMPA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,2,2
LLALLAGUA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,55,55
LLICA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,1,1
LORETO,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,4,4
LURIBAY,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,9,9
MACHACAMARCA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,2,2
MACHARETI,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,6,6
MAGDALENA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,20,20
MAIRANA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,12,12
MALLA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,1,1
MAPIRI,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,16,16
MECAPACA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,16,16
MINEROS,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,33,33
MIZQUE,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,37,37
MOCOMOCO,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,31,31
MOJOCOYA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,11,11
MONTEAGUDO,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,57,57
MONTERO,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,192,192
MORO MORO,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,3,3
MOROCHATA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,74,74
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,4,4
OCURI,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,33,33
OKINAWA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,17,17
OMEREQUE,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,10,10
ORURO,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,589,589
PADCAYA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,12,12
PADILLA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,34,34
PAILON,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,34,34
PALCA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,7,7
PALOS BLANCOS,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,35,35
PAMPA AULLAGAS,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,4,4
PAMPA GRANDE,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,21,21
PAPEL PAMPA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,8,8
PASORAPA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,9,9
PATACAMAYA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,15,15
PAZÑA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,4,4
PELECHUCO,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,5,5
POCOATA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,36,36
POCONA,atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,17,17
POJO (CBBA),atencion de partos en servicio,mujeres con primer control post parto,2006-08-01,26,26
