municipality,group,variable,month,Vaginales,TOTAL
CHIPAYA,atencion de partos en servicio,vaginales,2006-04-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,vaginales,2006-04-01,35,35
CHUMA,atencion de partos en servicio,vaginales,2006-04-01,2,2
CLIZA,atencion de partos en servicio,vaginales,2006-04-01,17,17
COBIJA,atencion de partos en servicio,vaginales,2006-04-01,67,67
COCHABAMBA,atencion de partos en servicio,vaginales,2006-04-01,839,839
COIPASA,atencion de partos en servicio,vaginales,2006-04-01,1,1
COLCAPIRHUA,atencion de partos en servicio,vaginales,2006-04-01,25,25
COLLANA,atencion de partos en servicio,vaginales,2006-04-01,2,2
COLOMI,atencion de partos en servicio,vaginales,2006-04-01,27,27
COLPA BELGICA,atencion de partos en servicio,vaginales,2006-04-01,1,1
COLQUECHACA,atencion de partos en servicio,vaginales,2006-04-01,6,6
COLQUIRI,atencion de partos en servicio,vaginales,2006-04-01,10,10
COMARAPA,atencion de partos en servicio,vaginales,2006-04-01,20,20
CONCEPCION,atencion de partos en servicio,vaginales,2006-04-01,21,21
COPACABANA,atencion de partos en servicio,vaginales,2006-04-01,9,9
CORIPATA,atencion de partos en servicio,vaginales,2006-04-01,18,18
CORO CORO,atencion de partos en servicio,vaginales,2006-04-01,1,1
COROICO,atencion de partos en servicio,vaginales,2006-04-01,24,24
CORQUE,atencion de partos en servicio,vaginales,2006-04-01,1,1
COTAGAITA,atencion de partos en servicio,vaginales,2006-04-01,18,18
COTOCA,atencion de partos en servicio,vaginales,2006-04-01,37,37
CUATRO CAÑADAS,atencion de partos en servicio,vaginales,2006-04-01,21,21
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicio,vaginales,2006-04-01,3,3
CUEVO,atencion de partos en servicio,vaginales,2006-04-01,2,2
CULPINA,atencion de partos en servicio,vaginales,2006-04-01,16,16
CURAHUARA DE CARANGAS,atencion de partos en servicio,vaginales,2006-04-01,3,3
DESAGUADERO,atencion de partos en servicio,vaginales,2006-04-01,4,4
EL ALTO,atencion de partos en servicio,vaginales,2006-04-01,861,861
EL PUENTE(STC),atencion de partos en servicio,vaginales,2006-04-01,6,6
EL PUENTE(TJA),atencion de partos en servicio,vaginales,2006-04-01,7,7
EL TORNO,atencion de partos en servicio,vaginales,2006-04-01,47,47
EL VILLAR,atencion de partos en servicio,vaginales,2006-04-01,6,6
ENTRE RIOS,atencion de partos en servicio,vaginales,2006-04-01,14,14
ENTRE RIOS,atencion de partos en servicio,vaginales,2006-04-01,28,28
EUCALIPTUS,atencion de partos en servicio,vaginales,2006-04-01,5,5
EXALTACION,atencion de partos en servicio,vaginales,2006-04-01,4,4
FERNANDEZ ALONSO,atencion de partos en servicio,vaginales,2006-04-01,22,22
FILADELFIA,atencion de partos en servicio,vaginales,2006-04-01,3,3
GENERAL SAAVEDRA,atencion de partos en servicio,vaginales,2006-04-01,21,21
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicio,vaginales,2006-04-01,3,3
GUANAY,atencion de partos en servicio,vaginales,2006-04-01,15,15
GUAQUI,atencion de partos en servicio,vaginales,2006-04-01,2,2
GUAYARAMERIN,atencion de partos en servicio,vaginales,2006-04-01,83,83
GUTIERREZ,atencion de partos en servicio,vaginales,2006-04-01,15,15
HUACARETA,atencion de partos en servicio,vaginales,2006-04-01,15,15
HUANUNI,atencion de partos en servicio,vaginales,2006-04-01,35,35
HUARACAJE,atencion de partos en servicio,vaginales,2006-04-01,8,8
HUAYLLAMARCA,atencion de partos en servicio,vaginales,2006-04-01,5,5
ICLA,atencion de partos en servicio,vaginales,2006-04-01,5,5
INCAHUASI,atencion de partos en servicio,vaginales,2006-04-01,17,17
INQUISIVI,atencion de partos en servicio,vaginales,2006-04-01,9,9
IRUPANA (VILLA DE LANZA),atencion de partos en servicio,vaginales,2006-04-01,9,9
IXIAMAS,atencion de partos en servicio,vaginales,2006-04-01,5,5
JESUS DE MACHACA,atencion de partos en servicio,vaginales,2006-04-01,3,3
LA ASUNTA,atencion de partos en servicio,vaginales,2006-04-01,24,24
LA GUARDIA,atencion de partos en servicio,vaginales,2006-04-01,34,34
LA PAZ,atencion de partos en servicio,vaginales,2006-04-01,1060,1060
LA RIVERA,atencion de partos en servicio,vaginales,2006-04-01,1,1
LAGUNILLAS,atencion de partos en servicio,vaginales,2006-04-01,7,7
LAJA,atencion de partos en servicio,vaginales,2006-04-01,2,2
LAS CARRERAS,atencion de partos en servicio,vaginales,2006-04-01,7,7
LICOMA PAMPA,atencion de partos en servicio,vaginales,2006-04-01,2,2
LLALLAGUA,atencion de partos en servicio,vaginales,2006-04-01,55,55
LLICA,atencion de partos en servicio,vaginales,2006-04-01,1,1
LORETO,atencion de partos en servicio,vaginales,2006-04-01,1,1
LURIBAY,atencion de partos en servicio,vaginales,2006-04-01,5,5
MACHACAMARCA,atencion de partos en servicio,vaginales,2006-04-01,2,2
MACHARETI,atencion de partos en servicio,vaginales,2006-04-01,7,7
MAGDALENA,atencion de partos en servicio,vaginales,2006-04-01,7,7
MAIRANA,atencion de partos en servicio,vaginales,2006-04-01,17,17
MAPIRI,atencion de partos en servicio,vaginales,2006-04-01,22,22
MECAPACA,atencion de partos en servicio,vaginales,2006-04-01,9,9
MINEROS,atencion de partos en servicio,vaginales,2006-04-01,33,33
MIZQUE,atencion de partos en servicio,vaginales,2006-04-01,22,22
MOCOMOCO,atencion de partos en servicio,vaginales,2006-04-01,4,4
MOJOCOYA,atencion de partos en servicio,vaginales,2006-04-01,1,1
MONTEAGUDO,atencion de partos en servicio,vaginales,2006-04-01,26,26
MONTERO,atencion de partos en servicio,vaginales,2006-04-01,193,193
MORO MORO,atencion de partos en servicio,vaginales,2006-04-01,1,1
MOROCHATA,atencion de partos en servicio,vaginales,2006-04-01,7,7
OCURI,atencion de partos en servicio,vaginales,2006-04-01,9,9
OKINAWA,atencion de partos en servicio,vaginales,2006-04-01,14,14
OMEREQUE,atencion de partos en servicio,vaginales,2006-04-01,4,4
ORURO,atencion de partos en servicio,vaginales,2006-04-01,306,306
PADCAYA,atencion de partos en servicio,vaginales,2006-04-01,13,13
PADILLA,atencion de partos en servicio,vaginales,2006-04-01,16,16
PAILON,atencion de partos en servicio,vaginales,2006-04-01,25,25
PALCA,atencion de partos en servicio,vaginales,2006-04-01,6,6
PALOS BLANCOS,atencion de partos en servicio,vaginales,2006-04-01,30,30
PAMPA AULLAGAS,atencion de partos en servicio,vaginales,2006-04-01,1,1
PAMPA GRANDE,atencion de partos en servicio,vaginales,2006-04-01,13,13
PAPEL PAMPA,atencion de partos en servicio,vaginales,2006-04-01,1,1
PASORAPA,atencion de partos en servicio,vaginales,2006-04-01,3,3
PATACAMAYA,atencion de partos en servicio,vaginales,2006-04-01,11,11
PAZÑA,atencion de partos en servicio,vaginales,2006-04-01,5,5
POCOATA,atencion de partos en servicio,vaginales,2006-04-01,7,7
POCONA,atencion de partos en servicio,vaginales,2006-04-01,16,16
POJO (CBBA),atencion de partos en servicio,vaginales,2006-04-01,15,15
POOPO,atencion de partos en servicio,vaginales,2006-04-01,3,3
PORCO,atencion de partos en servicio,vaginales,2006-04-01,11,11
POROMA,atencion de partos en servicio,vaginales,2006-04-01,8,8
PORONGO,atencion de partos en servicio,vaginales,2006-04-01,6,6
PORTACHUELO,atencion de partos en servicio,vaginales,2006-04-01,24,24
PORVENIR,atencion de partos en servicio,vaginales,2006-04-01,2,2
POTOSI,atencion de partos en servicio,vaginales,2006-04-01,249,249
PRESTO,atencion de partos en servicio,vaginales,2006-04-01,1,1
PUCARA,atencion de partos en servicio,vaginales,2006-04-01,1,1
PUCARANI,atencion de partos en servicio,vaginales,2006-04-01,4,4
PUERTO ACOSTA,atencion de partos en servicio,vaginales,2006-04-01,10,10
PUERTO CARABUCO,atencion de partos en servicio,vaginales,2006-04-01,3,3
PUERTO GONZALO MORENO,atencion de partos en servicio,vaginales,2006-04-01,5,5
PUERTO QUIJARRO,atencion de partos en servicio,vaginales,2006-04-01,16,16
PUERTO RICO,atencion de partos en servicio,vaginales,2006-04-01,7,7
PUERTO SUAREZ,atencion de partos en servicio,vaginales,2006-04-01,18,18
PUERTO VILLARROEL,atencion de partos en servicio,vaginales,2006-04-01,88,88
PUNA,atencion de partos en servicio,vaginales,2006-04-01,16,16
PUNATA,atencion de partos en servicio,vaginales,2006-04-01,23,23
QUILLACOLLO,atencion de partos en servicio,vaginales,2006-04-01,116,116
QUIME,atencion de partos en servicio,vaginales,2006-04-01,3,3
QUIRUSILLAS,atencion de partos en servicio,vaginales,2006-04-01,1,1
RAVELO,atencion de partos en servicio,vaginales,2006-04-01,14,14
REYES,atencion de partos en servicio,vaginales,2006-04-01,16,16
RIBERALTA,atencion de partos en servicio,vaginales,2006-04-01,189,189
ROBORE,atencion de partos en servicio,vaginales,2006-04-01,28,28
RURRENABAQUE,atencion de partos en servicio,vaginales,2006-04-01,24,24
SABAYA,atencion de partos en servicio,vaginales,2006-04-01,4,4
SACABA,atencion de partos en servicio,vaginales,2006-04-01,113,113
SACABAMBA,atencion de partos en servicio,vaginales,2006-04-01,7,7
SACACA,atencion de partos en servicio,vaginales,2006-04-01,3,3
SAIPINA,atencion de partos en servicio,vaginales,2006-04-01,6,6
SALINAS DE GARCI MENDOZA,atencion de partos en servicio,vaginales,2006-04-01,1,1
SAMAIPATA,atencion de partos en servicio,vaginales,2006-04-01,12,12
SAN ANDRES,atencion de partos en servicio,vaginales,2006-04-01,5,5
SAN ANTONIO DE ESMORUCO,atencion de partos en servicio,vaginales,2006-04-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicio,vaginales,2006-04-01,13,13
SAN BENITO,atencion de partos en servicio,vaginales,2006-04-01,12,12
SAN BORJA,atencion de partos en servicio,vaginales,2006-04-01,59,59
SAN BUENA VENTURA,atencion de partos en servicio,vaginales,2006-04-01,13,13
SAN CARLOS,atencion de partos en servicio,vaginales,2006-04-01,42,42
SAN IGNACIO,atencion de partos en servicio,vaginales,2006-04-01,23,23
SAN IGNACIO DE VELASCO,atencion de partos en servicio,vaginales,2006-04-01,88,88
SAN JAVIER(STC),atencion de partos en servicio,vaginales,2006-04-01,23,23
SAN JOAQUIN,atencion de partos en servicio,vaginales,2006-04-01,7,7
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,vaginales,2006-04-01,28,28
SAN JUAN DE YAPACANI,atencion de partos en servicio,vaginales,2006-04-01,14,14
SAN JULIAN,atencion de partos en servicio,vaginales,2006-04-01,79,79
SAN LORENZO(PND),atencion de partos en servicio,vaginales,2006-04-01,2,2
SAN LORENZO(TJA),atencion de partos en servicio,vaginales,2006-04-01,9,9
SAN LUCAS,atencion de partos en servicio,vaginales,2006-04-01,34,34
SAN MATIAS,atencion de partos en servicio,vaginales,2006-04-01,13,13
SAN MIGUEL DE VELASCO,atencion de partos en servicio,vaginales,2006-04-01,11,11
SAN PEDRO,atencion de partos en servicio,vaginales,2006-04-01,25,25
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,vaginales,2006-04-01,5,5
SAN PEDRO DE TIQUINA,atencion de partos en servicio,vaginales,2006-04-01,1,1
SAN RAFAEL,atencion de partos en servicio,vaginales,2006-04-01,11,11
SAN RAMON,atencion de partos en servicio,vaginales,2006-04-01,19,19
SAN RAMON,atencion de partos en servicio,vaginales,2006-04-01,25,25
SANTA ANA,atencion de partos en servicio,vaginales,2006-04-01,22,22
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,vaginales,2006-04-01,1623,1623
SANTA ROSA,atencion de partos en servicio,vaginales,2006-04-01,15,15
SANTA ROSA DEL SARA,atencion de partos en servicio,vaginales,2006-04-01,31,31
SANTIAGO DE CALLAPA,atencion de partos en servicio,vaginales,2006-04-01,1,1
SANTIAGO DE HUARI,atencion de partos en servicio,vaginales,2006-04-01,1,1
SANTIAGO DE MACHACA,atencion de partos en servicio,vaginales,2006-04-01,2,2
SANTIVAÑES,atencion de partos en servicio,vaginales,2006-04-01,4,4
SAPAHAQUI,atencion de partos en servicio,vaginales,2006-04-01,2,2
SENA,atencion de partos en servicio,vaginales,2006-04-01,5,5
SICA SICA (VILLA AROMA),atencion de partos en servicio,vaginales,2006-04-01,8,8
SICAYA,atencion de partos en servicio,vaginales,2006-04-01,1,1
SIPE SIPE,atencion de partos en servicio,vaginales,2006-04-01,35,35
SOPACHUY,atencion de partos en servicio,vaginales,2006-04-01,6,6
SORACACHI,atencion de partos en servicio,vaginales,2006-04-01,2,2
SORATA,atencion de partos en servicio,vaginales,2006-04-01,20,20
SUCRE,atencion de partos en servicio,vaginales,2006-04-01,273,273
TACACOMA,atencion de partos en servicio,vaginales,2006-04-01,7,7
TACOBAMBA,atencion de partos en servicio,vaginales,2006-04-01,1,1
TACOPAYA,atencion de partos en servicio,vaginales,2006-04-01,1,1
TAHUA,atencion de partos en servicio,vaginales,2006-04-01,3,3
TAPACARI,atencion de partos en servicio,vaginales,2006-04-01,13,13
TARABUCO,atencion de partos en servicio,vaginales,2006-04-01,30,30
TARATA,atencion de partos en servicio,vaginales,2006-04-01,4,4
TARIJA,atencion de partos en servicio,vaginales,2006-04-01,234,234
TARVITA,atencion de partos en servicio,vaginales,2006-04-01,16,16
TEOPONTE,atencion de partos en servicio,vaginales,2006-04-01,6,6
TIAWANACU,atencion de partos en servicio,vaginales,2006-04-01,12,12
TINGUIPAYA,atencion de partos en servicio,vaginales,2006-04-01,2,2
TIPUANI,atencion de partos en servicio,vaginales,2006-04-01,18,18
TIQUIPAYA,atencion de partos en servicio,vaginales,2006-04-01,47,47
TIRAQUE (CBBA),atencion de partos en servicio,vaginales,2006-04-01,71,71
TOCO,atencion de partos en servicio,vaginales,2006-04-01,5,5
TOLATA,atencion de partos en servicio,vaginales,2006-04-01,3,3
TOLEDO,atencion de partos en servicio,vaginales,2006-04-01,2,2
TOMAVE,atencion de partos en servicio,vaginales,2006-04-01,6,6
TOMINA,atencion de partos en servicio,vaginales,2006-04-01,11,11
TORO TORO,atencion de partos en servicio,vaginales,2006-04-01,5,5
TOTORA(CBBA),atencion de partos en servicio,vaginales,2006-04-01,24,24
TOTORA(ORR),atencion de partos en servicio,vaginales,2006-04-01,2,2
TRIGAL,atencion de partos en servicio,vaginales,2006-04-01,1,1
TRINIDAD,atencion de partos en servicio,vaginales,2006-04-01,199,199
TUPIZA,atencion de partos en servicio,vaginales,2006-04-01,54,54
UNCIA,atencion de partos en servicio,vaginales,2006-04-01,32,32
URIONDO (A. CONCEPCION),atencion de partos en servicio,vaginales,2006-04-01,11,11
URUBICHA,atencion de partos en servicio,vaginales,2006-04-01,12,12
UYUNI,atencion de partos en servicio,vaginales,2006-04-01,33,33
VACAS,atencion de partos en servicio,vaginales,2006-04-01,11,11
VALLEGRANDE,atencion de partos en servicio,vaginales,2006-04-01,19,19
VIACHA,atencion de partos en servicio,vaginales,2006-04-01,13,13
VILLA MONTES,atencion de partos en servicio,vaginales,2006-04-01,39,39
VILLA NUEVA (LOMA ALTA),atencion de partos en servicio,vaginales,2006-04-01,1,1
VILLA RIVERO,atencion de partos en servicio,vaginales,2006-04-01,6,6
VILLA SERRANO,atencion de partos en servicio,vaginales,2006-04-01,12,12
VILLA TUNARI,atencion de partos en servicio,vaginales,2006-04-01,81,81
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicio,vaginales,2006-04-01,9,9
VILLAZON,atencion de partos en servicio,vaginales,2006-04-01,35,35
VINTO,atencion de partos en servicio,vaginales,2006-04-01,39,39
VITICHI,atencion de partos en servicio,vaginales,2006-04-01,2,2
WALDO BALLIVIAN,atencion de partos en servicio,vaginales,2006-04-01,1,1
WARNES,atencion de partos en servicio,vaginales,2006-04-01,61,61
YACO,atencion de partos en servicio,vaginales,2006-04-01,1,1
YACUIBA,atencion de partos en servicio,vaginales,2006-04-01,120,120
YAMPARAEZ,atencion de partos en servicio,vaginales,2006-04-01,11,11
YANACACHI,atencion de partos en servicio,vaginales,2006-04-01,5,5
YAPACANI,atencion de partos en servicio,vaginales,2006-04-01,71,71
YOCALLA,atencion de partos en servicio,vaginales,2006-04-01,3,3
YOTALA,atencion de partos en servicio,vaginales,2006-04-01,11,11
YUNCHARA,atencion de partos en servicio,vaginales,2006-04-01,3,3
ZUDAÑEZ,atencion de partos en servicio,vaginales,2006-04-01,8,8
ACACIO,atencion de partos en servicio,vaginales,2006-05-01,3,3
ACHACACHI,atencion de partos en servicio,vaginales,2006-05-01,18,18
ACHOCALLA,atencion de partos en servicio,vaginales,2006-05-01,8,8
AIQUILE,atencion de partos en servicio,vaginales,2006-05-01,24,24
ALALAY,atencion de partos en servicio,vaginales,2006-05-01,1,1
ALCALA,atencion de partos en servicio,vaginales,2006-05-01,1,1
ANCORAIMES,atencion de partos en servicio,vaginales,2006-05-01,2,2
ANDAMARCA,atencion de partos en servicio,vaginales,2006-05-01,3,3
ANZALDO,atencion de partos en servicio,vaginales,2006-05-01,3,3
APOLO,atencion de partos en servicio,vaginales,2006-05-01,9,9
ARAMPAMPA,atencion de partos en servicio,vaginales,2006-05-01,6,6
ARANI,atencion de partos en servicio,vaginales,2006-05-01,6,6
ARBIETO,atencion de partos en servicio,vaginales,2006-05-01,1,1
ARQUE,atencion de partos en servicio,vaginales,2006-05-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicio,vaginales,2006-05-01,64,64
ATOCHA,atencion de partos en servicio,vaginales,2006-05-01,8,8
AUCAPATA,atencion de partos en servicio,vaginales,2006-05-01,1,1
AYO AYO,atencion de partos en servicio,vaginales,2006-05-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,vaginales,2006-05-01,19,19
AZURDUY,atencion de partos en servicio,vaginales,2006-05-01,15,15
BATALLAS,atencion de partos en servicio,vaginales,2006-05-01,4,4
BAURES,atencion de partos en servicio,vaginales,2006-05-01,6,6
BELEN DE ANDAMARCA,atencion de partos en servicio,vaginales,2006-05-01,1,1
BERMEJO,atencion de partos en servicio,vaginales,2006-05-01,26,26
BETANZOS,atencion de partos en servicio,vaginales,2006-05-01,33,33
BOLIVAR,atencion de partos en servicio,vaginales,2006-05-01,3,3
BOLPEBRA,atencion de partos en servicio,vaginales,2006-05-01,1,1
BOYUIBE,atencion de partos en servicio,vaginales,2006-05-01,6,6
BUENA VISTA,atencion de partos en servicio,vaginales,2006-05-01,18,18
CABEZAS,atencion de partos en servicio,vaginales,2006-05-01,18,18
CAIROMA,atencion de partos en servicio,vaginales,2006-05-01,4,4
"CAIZA ""D""",atencion de partos en servicio,vaginales,2006-05-01,8,8
CAJUATA,atencion de partos en servicio,vaginales,2006-05-01,10,10
CALACOTO,atencion de partos en servicio,vaginales,2006-05-01,5,5
CALAMARCA,atencion de partos en servicio,vaginales,2006-05-01,8,8
CAMARGO,atencion de partos en servicio,vaginales,2006-05-01,24,24
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicio,vaginales,2006-05-01,2,2
CAMIRI,atencion de partos en servicio,vaginales,2006-05-01,41,41
CAPINOTA,atencion de partos en servicio,vaginales,2006-05-01,31,31
CAQUIAVIRI,atencion de partos en servicio,vaginales,2006-05-01,3,3
CARACOLLO,atencion de partos en servicio,vaginales,2006-05-01,15,15
CARANAVI,atencion de partos en servicio,vaginales,2006-05-01,54,54
CARAPARI,atencion de partos en servicio,vaginales,2006-05-01,8,8
CARIPUYO,atencion de partos en servicio,vaginales,2006-05-01,5,5
CARMEN RIVERO TORREZ,atencion de partos en servicio,vaginales,2006-05-01,10,10
CHACARILLA,atencion de partos en servicio,vaginales,2006-05-01,2,2
CHALLAPATA,atencion de partos en servicio,vaginales,2006-05-01,25,25
CHAQUI,atencion de partos en servicio,vaginales,2006-05-01,8,8
CHARAGUA,atencion de partos en servicio,vaginales,2006-05-01,43,43
CHARAÑA,atencion de partos en servicio,vaginales,2006-05-01,1,1
CHAYANTA,atencion de partos en servicio,vaginales,2006-05-01,11,11
CHIMORE,atencion de partos en servicio,vaginales,2006-05-01,14,14
CHIPAYA,atencion de partos en servicio,vaginales,2006-05-01,4,4
CHOQUE COTA,atencion de partos en servicio,vaginales,2006-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,vaginales,2006-05-01,19,19
CHUMA,atencion de partos en servicio,vaginales,2006-05-01,3,3
CLIZA,atencion de partos en servicio,vaginales,2006-05-01,15,15
COBIJA,atencion de partos en servicio,vaginales,2006-05-01,50,50
COCHABAMBA,atencion de partos en servicio,vaginales,2006-05-01,923,923
COLCAPIRHUA,atencion de partos en servicio,vaginales,2006-05-01,31,31
"COLCHA ""K""",atencion de partos en servicio,vaginales,2006-05-01,3,3
COLLANA,atencion de partos en servicio,vaginales,2006-05-01,1,1
COLOMI,atencion de partos en servicio,vaginales,2006-05-01,24,24
COLPA BELGICA,atencion de partos en servicio,vaginales,2006-05-01,5,5
COLQUECHACA,atencion de partos en servicio,vaginales,2006-05-01,11,11
COLQUIRI,atencion de partos en servicio,vaginales,2006-05-01,10,10
COMARAPA,atencion de partos en servicio,vaginales,2006-05-01,24,24
CONCEPCION,atencion de partos en servicio,vaginales,2006-05-01,29,29
COPACABANA,atencion de partos en servicio,vaginales,2006-05-01,12,12
CORIPATA,atencion de partos en servicio,vaginales,2006-05-01,7,7
CORO CORO,atencion de partos en servicio,vaginales,2006-05-01,3,3
COROICO,atencion de partos en servicio,vaginales,2006-05-01,15,15
CORQUE,atencion de partos en servicio,vaginales,2006-05-01,1,1
COTAGAITA,atencion de partos en servicio,vaginales,2006-05-01,19,19
COTOCA,atencion de partos en servicio,vaginales,2006-05-01,53,53
CUATRO CAÑADAS,atencion de partos en servicio,vaginales,2006-05-01,28,28
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicio,vaginales,2006-05-01,2,2
CUEVO,atencion de partos en servicio,vaginales,2006-05-01,5,5
CULPINA,atencion de partos en servicio,vaginales,2006-05-01,10,10
CURAHUARA DE CARANGAS,atencion de partos en servicio,vaginales,2006-05-01,1,1
DESAGUADERO,atencion de partos en servicio,vaginales,2006-05-01,6,6
EL ALTO,atencion de partos en servicio,vaginales,2006-05-01,838,838
EL PUENTE(STC),atencion de partos en servicio,vaginales,2006-05-01,18,18
EL PUENTE(TJA),atencion de partos en servicio,vaginales,2006-05-01,6,6
EL TORNO,atencion de partos en servicio,vaginales,2006-05-01,51,51
EL VILLAR,atencion de partos en servicio,vaginales,2006-05-01,8,8
ENTRE RIOS,atencion de partos en servicio,vaginales,2006-05-01,16,16
ENTRE RIOS,atencion de partos en servicio,vaginales,2006-05-01,19,19
EUCALIPTUS,atencion de partos en servicio,vaginales,2006-05-01,5,5
EXALTACION,atencion de partos en servicio,vaginales,2006-05-01,5,5
FERNANDEZ ALONSO,atencion de partos en servicio,vaginales,2006-05-01,14,14
FILADELFIA,atencion de partos en servicio,vaginales,2006-05-01,1,1
GENERAL SAAVEDRA,atencion de partos en servicio,vaginales,2006-05-01,16,16
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicio,vaginales,2006-05-01,2,2
GUANAY,atencion de partos en servicio,vaginales,2006-05-01,16,16
GUAYARAMERIN,atencion de partos en servicio,vaginales,2006-05-01,88,88
GUTIERREZ,atencion de partos en servicio,vaginales,2006-05-01,12,12
HUACARETA,atencion de partos en servicio,vaginales,2006-05-01,9,9
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicio,vaginales,2006-05-01,1,1
HUACHACALLA,atencion de partos en servicio,vaginales,2006-05-01,2,2
HUANUNI,atencion de partos en servicio,vaginales,2006-05-01,20,20
HUARACAJE,atencion de partos en servicio,vaginales,2006-05-01,5,5
HUAYLLAMARCA,atencion de partos en servicio,vaginales,2006-05-01,3,3
ICLA,atencion de partos en servicio,vaginales,2006-05-01,8,8
INCAHUASI,atencion de partos en servicio,vaginales,2006-05-01,24,24
INQUISIVI,atencion de partos en servicio,vaginales,2006-05-01,10,10
IRUPANA (VILLA DE LANZA),atencion de partos en servicio,vaginales,2006-05-01,13,13
IXIAMAS,atencion de partos en servicio,vaginales,2006-05-01,8,8
JESUS DE MACHACA,atencion de partos en servicio,vaginales,2006-05-01,4,4
LA ASUNTA,atencion de partos en servicio,vaginales,2006-05-01,30,30
LA GUARDIA,atencion de partos en servicio,vaginales,2006-05-01,52,52
LA PAZ,atencion de partos en servicio,vaginales,2006-05-01,1082,1082
LAGUNILLAS,atencion de partos en servicio,vaginales,2006-05-01,3,3
LAJA,atencion de partos en servicio,vaginales,2006-05-01,1,1
LAS CARRERAS,atencion de partos en servicio,vaginales,2006-05-01,1,1
LICOMA PAMPA,atencion de partos en servicio,vaginales,2006-05-01,6,6
LLALLAGUA,atencion de partos en servicio,vaginales,2006-05-01,48,48
LLICA,atencion de partos en servicio,vaginales,2006-05-01,6,6
LORETO,atencion de partos en servicio,vaginales,2006-05-01,1,1
LURIBAY,atencion de partos en servicio,vaginales,2006-05-01,1,1
MACHACAMARCA,atencion de partos en servicio,vaginales,2006-05-01,4,4
MACHARETI,atencion de partos en servicio,vaginales,2006-05-01,1,1
MAGDALENA,atencion de partos en servicio,vaginales,2006-05-01,10,10
MAIRANA,atencion de partos en servicio,vaginales,2006-05-01,15,15
MAPIRI,atencion de partos en servicio,vaginales,2006-05-01,20,20
MECAPACA,atencion de partos en servicio,vaginales,2006-05-01,2,2
MINEROS,atencion de partos en servicio,vaginales,2006-05-01,32,32
MIZQUE,atencion de partos en servicio,vaginales,2006-05-01,32,32
MOCOMOCO,atencion de partos en servicio,vaginales,2006-05-01,3,3
MOJOCOYA,atencion de partos en servicio,vaginales,2006-05-01,10,10
MONTEAGUDO,atencion de partos en servicio,vaginales,2006-05-01,30,30
MONTERO,atencion de partos en servicio,vaginales,2006-05-01,202,202
MORO MORO,atencion de partos en servicio,vaginales,2006-05-01,2,2
MOROCHATA,atencion de partos en servicio,vaginales,2006-05-01,15,15
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicio,vaginales,2006-05-01,2,2
OCURI,atencion de partos en servicio,vaginales,2006-05-01,10,10
OKINAWA,atencion de partos en servicio,vaginales,2006-05-01,19,19
OMEREQUE,atencion de partos en servicio,vaginales,2006-05-01,7,7
ORURO,atencion de partos en servicio,vaginales,2006-05-01,323,323
PADCAYA,atencion de partos en servicio,vaginales,2006-05-01,18,18
PADILLA,atencion de partos en servicio,vaginales,2006-05-01,21,21
PAILON,atencion de partos en servicio,vaginales,2006-05-01,22,22
PALCA,atencion de partos en servicio,vaginales,2006-05-01,4,4
PALOS BLANCOS,atencion de partos en servicio,vaginales,2006-05-01,26,26
PAMPA AULLAGAS,atencion de partos en servicio,vaginales,2006-05-01,2,2
PAMPA GRANDE,atencion de partos en servicio,vaginales,2006-05-01,6,6
PAPEL PAMPA,atencion de partos en servicio,vaginales,2006-05-01,3,3
PASORAPA,atencion de partos en servicio,vaginales,2006-05-01,2,2
PATACAMAYA,atencion de partos en servicio,vaginales,2006-05-01,22,22
PAZÑA,atencion de partos en servicio,vaginales,2006-05-01,1,1
POCOATA,atencion de partos en servicio,vaginales,2006-05-01,13,13
POCONA,atencion de partos en servicio,vaginales,2006-05-01,18,18
POJO (CBBA),atencion de partos en servicio,vaginales,2006-05-01,11,11
POOPO,atencion de partos en servicio,vaginales,2006-05-01,2,2
PORCO,atencion de partos en servicio,vaginales,2006-05-01,13,13
POROMA,atencion de partos en servicio,vaginales,2006-05-01,13,13
PORONGO,atencion de partos en servicio,vaginales,2006-05-01,7,7
PORTACHUELO,atencion de partos en servicio,vaginales,2006-05-01,18,18
PORVENIR,atencion de partos en servicio,vaginales,2006-05-01,6,6
POSTRER VALLE,atencion de partos en servicio,vaginales,2006-05-01,2,2
POTOSI,atencion de partos en servicio,vaginales,2006-05-01,234,234
