municipality,group,variable,month,Restauraciones,TOTAL
LA ASUNTA,consultas odontologicas,restauraciones,2006-10-01,2,2
LA GUARDIA,consultas odontologicas,restauraciones,2006-10-01,233,233
LA PAZ,consultas odontologicas,restauraciones,2006-10-01,10666,10666
LAGUNILLAS,consultas odontologicas,restauraciones,2006-10-01,11,11
LAJA,consultas odontologicas,restauraciones,2006-10-01,22,22
LLALLAGUA,consultas odontologicas,restauraciones,2006-10-01,220,220
LLICA,consultas odontologicas,restauraciones,2006-10-01,11,11
LORETO,consultas odontologicas,restauraciones,2006-10-01,5,5
LURIBAY,consultas odontologicas,restauraciones,2006-10-01,6,6
MACHACAMARCA,consultas odontologicas,restauraciones,2006-10-01,7,7
MACHARETI,consultas odontologicas,restauraciones,2006-10-01,23,23
MAGDALENA,consultas odontologicas,restauraciones,2006-10-01,56,56
MAIRANA,consultas odontologicas,restauraciones,2006-10-01,77,77
MAPIRI,consultas odontologicas,restauraciones,2006-10-01,146,146
MECAPACA,consultas odontologicas,restauraciones,2006-10-01,30,30
MINEROS,consultas odontologicas,restauraciones,2006-10-01,13,13
MIZQUE,consultas odontologicas,restauraciones,2006-10-01,66,66
MOCOMOCO,consultas odontologicas,restauraciones,2006-10-01,8,8
MOJOCOYA,consultas odontologicas,restauraciones,2006-10-01,8,8
MONTEAGUDO,consultas odontologicas,restauraciones,2006-10-01,50,50
MONTERO,consultas odontologicas,restauraciones,2006-10-01,416,416
MORO MORO,consultas odontologicas,restauraciones,2006-10-01,22,22
MOROCHATA,consultas odontologicas,restauraciones,2006-10-01,35,35
OCURI,consultas odontologicas,restauraciones,2006-10-01,30,30
OKINAWA,consultas odontologicas,restauraciones,2006-10-01,69,69
OMEREQUE,consultas odontologicas,restauraciones,2006-10-01,42,42
ORURO,consultas odontologicas,restauraciones,2006-10-01,2228,2228
PADCAYA,consultas odontologicas,restauraciones,2006-10-01,26,26
PADILLA,consultas odontologicas,restauraciones,2006-10-01,113,113
PALCA,consultas odontologicas,restauraciones,2006-10-01,8,8
PALOS BLANCOS,consultas odontologicas,restauraciones,2006-10-01,84,84
PAMPA AULLAGAS,consultas odontologicas,restauraciones,2006-10-01,12,12
PAMPA GRANDE,consultas odontologicas,restauraciones,2006-10-01,27,27
PAPEL PAMPA,consultas odontologicas,restauraciones,2006-10-01,6,6
PASORAPA,consultas odontologicas,restauraciones,2006-10-01,37,37
PATACAMAYA,consultas odontologicas,restauraciones,2006-10-01,25,25
PAZÑA,consultas odontologicas,restauraciones,2006-10-01,62,62
POCOATA,consultas odontologicas,restauraciones,2006-10-01,23,23
POCONA,consultas odontologicas,restauraciones,2006-10-01,31,31
POJO (CBBA),consultas odontologicas,restauraciones,2006-10-01,42,42
POOPO,consultas odontologicas,restauraciones,2006-10-01,97,97
PORCO,consultas odontologicas,restauraciones,2006-10-01,13,13
POROMA,consultas odontologicas,restauraciones,2006-10-01,7,7
PORONGO,consultas odontologicas,restauraciones,2006-10-01,79,79
PORTACHUELO,consultas odontologicas,restauraciones,2006-10-01,160,160
PORVENIR,consultas odontologicas,restauraciones,2006-10-01,2,2
POSTRER VALLE,consultas odontologicas,restauraciones,2006-10-01,32,32
POTOSI,consultas odontologicas,restauraciones,2006-10-01,624,624
PRESTO,consultas odontologicas,restauraciones,2006-10-01,8,8
PUCARA,consultas odontologicas,restauraciones,2006-10-01,25,25
PUCARANI,consultas odontologicas,restauraciones,2006-10-01,6,6
PUERTO ACOSTA,consultas odontologicas,restauraciones,2006-10-01,276,276
PUERTO CARABUCO,consultas odontologicas,restauraciones,2006-10-01,41,41
PUERTO GONZALO MORENO,consultas odontologicas,restauraciones,2006-10-01,3,3
PUERTO QUIJARRO,consultas odontologicas,restauraciones,2006-10-01,54,54
PUERTO SUAREZ,consultas odontologicas,restauraciones,2006-10-01,129,129
PUERTO VILLARROEL,consultas odontologicas,restauraciones,2006-10-01,203,203
PUNA,consultas odontologicas,restauraciones,2006-10-01,126,126
PUNATA,consultas odontologicas,restauraciones,2006-10-01,249,249
QUILLACOLLO,consultas odontologicas,restauraciones,2006-10-01,616,616
QUIME,consultas odontologicas,restauraciones,2006-10-01,82,82
QUIRUSILLAS,consultas odontologicas,restauraciones,2006-10-01,37,37
RAVELO,consultas odontologicas,restauraciones,2006-10-01,23,23
REYES,consultas odontologicas,restauraciones,2006-10-01,74,74
RIBERALTA,consultas odontologicas,restauraciones,2006-10-01,61,61
ROBORE,consultas odontologicas,restauraciones,2006-10-01,74,74
RURRENABAQUE,consultas odontologicas,restauraciones,2006-10-01,69,69
SABAYA,consultas odontologicas,restauraciones,2006-10-01,11,11
SACABA,consultas odontologicas,restauraciones,2006-10-01,567,567
SACABAMBA,consultas odontologicas,restauraciones,2006-10-01,17,17
SACACA,consultas odontologicas,restauraciones,2006-10-01,79,79
SAIPINA,consultas odontologicas,restauraciones,2006-10-01,181,181
SALINAS DE GARCI MENDOZA,consultas odontologicas,restauraciones,2006-10-01,24,24
SAMAIPATA,consultas odontologicas,restauraciones,2006-10-01,128,128
SAN AGUSTIN,consultas odontologicas,restauraciones,2006-10-01,8,8
SAN ANDRES DE MACHACA,consultas odontologicas,restauraciones,2006-10-01,14,14
SAN BENITO,consultas odontologicas,restauraciones,2006-10-01,96,96
SAN BORJA,consultas odontologicas,restauraciones,2006-10-01,96,96
SAN BUENA VENTURA,consultas odontologicas,restauraciones,2006-10-01,59,59
SAN CARLOS,consultas odontologicas,restauraciones,2006-10-01,73,73
SAN IGNACIO,consultas odontologicas,restauraciones,2006-10-01,45,45
SAN IGNACIO DE VELASCO,consultas odontologicas,restauraciones,2006-10-01,142,142
SAN JAVIER(STC),consultas odontologicas,restauraciones,2006-10-01,40,40
SAN JOAQUIN,consultas odontologicas,restauraciones,2006-10-01,27,27
SAN JOSE DE CHIQUITOS,consultas odontologicas,restauraciones,2006-10-01,43,43
SAN JUAN DE YAPACANI,consultas odontologicas,restauraciones,2006-10-01,34,34
SAN JULIAN,consultas odontologicas,restauraciones,2006-10-01,206,206
SAN LORENZO(PND),consultas odontologicas,restauraciones,2006-10-01,9,9
SAN LORENZO(TJA),consultas odontologicas,restauraciones,2006-10-01,137,137
SAN LUCAS,consultas odontologicas,restauraciones,2006-10-01,111,111
SAN MATIAS,consultas odontologicas,restauraciones,2006-10-01,38,38
SAN MIGUEL DE VELASCO,consultas odontologicas,restauraciones,2006-10-01,113,113
SAN PEDRO,consultas odontologicas,restauraciones,2006-10-01,71,71
SAN PEDRO DE BUENA VISTA,consultas odontologicas,restauraciones,2006-10-01,28,28
SAN PEDRO DE TIQUINA,consultas odontologicas,restauraciones,2006-10-01,2,2
SAN PEDRO(PND),consultas odontologicas,restauraciones,2006-10-01,2,2
SAN RAFAEL,consultas odontologicas,restauraciones,2006-10-01,46,46
SAN RAMON,consultas odontologicas,restauraciones,2006-10-01,29,29
SAN RAMON,consultas odontologicas,restauraciones,2006-10-01,48,48
SANTA ANA,consultas odontologicas,restauraciones,2006-10-01,8,8
SANTA CRUZ DE LA SIERRA,consultas odontologicas,restauraciones,2006-10-01,7688,7688
SANTA ROSA,consultas odontologicas,restauraciones,2006-10-01,52,52
SANTA ROSA DEL SARA,consultas odontologicas,restauraciones,2006-10-01,132,132
SANTIAGO DE HUARI,consultas odontologicas,restauraciones,2006-10-01,176,176
SANTIAGO DE MACHACA,consultas odontologicas,restauraciones,2006-10-01,2,2
SANTUARIO DE QUILLACAS,consultas odontologicas,restauraciones,2006-10-01,34,34
SAPAHAQUI,consultas odontologicas,restauraciones,2006-10-01,12,12
SENA,consultas odontologicas,restauraciones,2006-10-01,52,52
SICA SICA (VILLA AROMA),consultas odontologicas,restauraciones,2006-10-01,37,37
SICAYA,consultas odontologicas,restauraciones,2006-10-01,38,38
SIPE SIPE,consultas odontologicas,restauraciones,2006-10-01,362,362
SOPACHUY,consultas odontologicas,restauraciones,2006-10-01,38,38
SORACACHI,consultas odontologicas,restauraciones,2006-10-01,3,3
SORATA,consultas odontologicas,restauraciones,2006-10-01,3,3
SUCRE,consultas odontologicas,restauraciones,2006-10-01,2726,2726
TACACOMA,consultas odontologicas,restauraciones,2006-10-01,74,74
TACOPAYA,consultas odontologicas,restauraciones,2006-10-01,22,22
TAHUA,consultas odontologicas,restauraciones,2006-10-01,2,2
TAPACARI,consultas odontologicas,restauraciones,2006-10-01,16,16
TARABUCO,consultas odontologicas,restauraciones,2006-10-01,36,36
TARACO,consultas odontologicas,restauraciones,2006-10-01,20,20
TARATA,consultas odontologicas,restauraciones,2006-10-01,33,33
TARIJA,consultas odontologicas,restauraciones,2006-10-01,677,677
TARVITA,consultas odontologicas,restauraciones,2006-10-01,50,50
TIAWANACU,consultas odontologicas,restauraciones,2006-10-01,75,75
TINGUIPAYA,consultas odontologicas,restauraciones,2006-10-01,40,40
TIPUANI,consultas odontologicas,restauraciones,2006-10-01,10,10
TIQUIPAYA,consultas odontologicas,restauraciones,2006-10-01,352,352
TIRAQUE (CBBA),consultas odontologicas,restauraciones,2006-10-01,275,275
TOLATA,consultas odontologicas,restauraciones,2006-10-01,69,69
TOLEDO,consultas odontologicas,restauraciones,2006-10-01,115,115
TOMAVE,consultas odontologicas,restauraciones,2006-10-01,15,15
TOMINA,consultas odontologicas,restauraciones,2006-10-01,76,76
TORO TORO,consultas odontologicas,restauraciones,2006-10-01,19,19
TOTORA(CBBA),consultas odontologicas,restauraciones,2006-10-01,80,80
TOTORA(ORR),consultas odontologicas,restauraciones,2006-10-01,22,22
TRIGAL,consultas odontologicas,restauraciones,2006-10-01,46,46
TRINIDAD,consultas odontologicas,restauraciones,2006-10-01,362,362
TUPIZA,consultas odontologicas,restauraciones,2006-10-01,73,73
TURCO,consultas odontologicas,restauraciones,2006-10-01,16,16
UNCIA,consultas odontologicas,restauraciones,2006-10-01,54,54
URIONDO (A. CONCEPCION),consultas odontologicas,restauraciones,2006-10-01,30,30
URUBICHA,consultas odontologicas,restauraciones,2006-10-01,17,17
UYUNI,consultas odontologicas,restauraciones,2006-10-01,31,31
VALLEGRANDE,consultas odontologicas,restauraciones,2006-10-01,276,276
VIACHA,consultas odontologicas,restauraciones,2006-10-01,222,222
VILA VILA,consultas odontologicas,restauraciones,2006-10-01,8,8
VILLA MONTES,consultas odontologicas,restauraciones,2006-10-01,94,94
VILLA RIVERO,consultas odontologicas,restauraciones,2006-10-01,47,47
VILLA SERRANO,consultas odontologicas,restauraciones,2006-10-01,172,172
VILLA TUNARI,consultas odontologicas,restauraciones,2006-10-01,347,347
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,restauraciones,2006-10-01,196,196
VILLAZON,consultas odontologicas,restauraciones,2006-10-01,130,130
VINTO,consultas odontologicas,restauraciones,2006-10-01,161,161
VITICHI,consultas odontologicas,restauraciones,2006-10-01,4,4
WARNES,consultas odontologicas,restauraciones,2006-10-01,341,341
YACUIBA,consultas odontologicas,restauraciones,2006-10-01,231,231
YAMPARAEZ,consultas odontologicas,restauraciones,2006-10-01,40,40
YANACACHI,consultas odontologicas,restauraciones,2006-10-01,44,44
YAPACANI,consultas odontologicas,restauraciones,2006-10-01,104,104
YOCALLA,consultas odontologicas,restauraciones,2006-10-01,23,23
YOTALA,consultas odontologicas,restauraciones,2006-10-01,39,39
YUNCHARA,consultas odontologicas,restauraciones,2006-10-01,58,58
ZUDAÑEZ,consultas odontologicas,restauraciones,2006-10-01,19,19
ACACIO,consultas odontologicas,restauraciones,2006-11-01,33,33
ACHACACHI,consultas odontologicas,restauraciones,2006-11-01,211,211
ACHOCALLA,consultas odontologicas,restauraciones,2006-11-01,10,10
AIQUILE,consultas odontologicas,restauraciones,2006-11-01,356,356
ALCALA,consultas odontologicas,restauraciones,2006-11-01,48,48
ANCORAIMES,consultas odontologicas,restauraciones,2006-11-01,14,14
ANDAMARCA,consultas odontologicas,restauraciones,2006-11-01,6,6
ANTEQUERA,consultas odontologicas,restauraciones,2006-11-01,27,27
ANZALDO,consultas odontologicas,restauraciones,2006-11-01,28,28
APOLO,consultas odontologicas,restauraciones,2006-11-01,38,38
ARQUE,consultas odontologicas,restauraciones,2006-11-01,93,93
ASCENCION DE GUARAYOS,consultas odontologicas,restauraciones,2006-11-01,63,63
ATOCHA,consultas odontologicas,restauraciones,2006-11-01,257,257
AYATA,consultas odontologicas,restauraciones,2006-11-01,2,2
AYO AYO,consultas odontologicas,restauraciones,2006-11-01,26,26
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,restauraciones,2006-11-01,91,91
AZURDUY,consultas odontologicas,restauraciones,2006-11-01,73,73
BATALLAS,consultas odontologicas,restauraciones,2006-11-01,20,20
BAURES,consultas odontologicas,restauraciones,2006-11-01,40,40
BELLA FLOR,consultas odontologicas,restauraciones,2006-11-01,40,40
BERMEJO,consultas odontologicas,restauraciones,2006-11-01,92,92
BETANZOS,consultas odontologicas,restauraciones,2006-11-01,25,25
BOLIVAR,consultas odontologicas,restauraciones,2006-11-01,7,7
BOLPEBRA,consultas odontologicas,restauraciones,2006-11-01,27,27
BOYUIBE,consultas odontologicas,restauraciones,2006-11-01,85,85
BUENA VISTA,consultas odontologicas,restauraciones,2006-11-01,43,43
CABEZAS,consultas odontologicas,restauraciones,2006-11-01,52,52
CAIROMA,consultas odontologicas,restauraciones,2006-11-01,17,17
"CAIZA ""D""",consultas odontologicas,restauraciones,2006-11-01,12,12
CALACOTO,consultas odontologicas,restauraciones,2006-11-01,14,14
CALAMARCA,consultas odontologicas,restauraciones,2006-11-01,111,111
CAMARGO,consultas odontologicas,restauraciones,2006-11-01,91,91
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,restauraciones,2006-11-01,63,63
CAMIRI,consultas odontologicas,restauraciones,2006-11-01,646,646
CAPINOTA,consultas odontologicas,restauraciones,2006-11-01,148,148
CAQUIAVIRI,consultas odontologicas,restauraciones,2006-11-01,11,11
CARACOLLO,consultas odontologicas,restauraciones,2006-11-01,72,72
CARANAVI,consultas odontologicas,restauraciones,2006-11-01,120,120
CARAPARI,consultas odontologicas,restauraciones,2006-11-01,10,10
CARIPUYO,consultas odontologicas,restauraciones,2006-11-01,56,56
CARMEN RIVERO TORREZ,consultas odontologicas,restauraciones,2006-11-01,4,4
CHALLAPATA,consultas odontologicas,restauraciones,2006-11-01,101,101
CHAQUI,consultas odontologicas,restauraciones,2006-11-01,16,16
CHARAGUA,consultas odontologicas,restauraciones,2006-11-01,37,37
CHAYANTA,consultas odontologicas,restauraciones,2006-11-01,65,65
CHIMORE,consultas odontologicas,restauraciones,2006-11-01,84,84
CHOQUE COTA,consultas odontologicas,restauraciones,2006-11-01,14,14
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,restauraciones,2006-11-01,44,44
CHUMA,consultas odontologicas,restauraciones,2006-11-01,58,58
CLIZA,consultas odontologicas,restauraciones,2006-11-01,81,81
COBIJA,consultas odontologicas,restauraciones,2006-11-01,215,215
COCHABAMBA,consultas odontologicas,restauraciones,2006-11-01,5875,5875
COLCAPIRHUA,consultas odontologicas,restauraciones,2006-11-01,78,78
"COLCHA ""K""",consultas odontologicas,restauraciones,2006-11-01,2,2
COLOMI,consultas odontologicas,restauraciones,2006-11-01,73,73
COLPA BELGICA,consultas odontologicas,restauraciones,2006-11-01,114,114
COLQUECHACA,consultas odontologicas,restauraciones,2006-11-01,5,5
COLQUENCHA,consultas odontologicas,restauraciones,2006-11-01,5,5
COLQUIRI,consultas odontologicas,restauraciones,2006-11-01,31,31
COMARAPA,consultas odontologicas,restauraciones,2006-11-01,277,277
CONCEPCION,consultas odontologicas,restauraciones,2006-11-01,24,24
COPACABANA,consultas odontologicas,restauraciones,2006-11-01,24,24
CORIPATA,consultas odontologicas,restauraciones,2006-11-01,92,92
CORO CORO,consultas odontologicas,restauraciones,2006-11-01,43,43
COROICO,consultas odontologicas,restauraciones,2006-11-01,172,172
CORQUE,consultas odontologicas,restauraciones,2006-11-01,45,45
COTAGAITA,consultas odontologicas,restauraciones,2006-11-01,95,95
COTOCA,consultas odontologicas,restauraciones,2006-11-01,52,52
CUEVO,consultas odontologicas,restauraciones,2006-11-01,34,34
CULPINA,consultas odontologicas,restauraciones,2006-11-01,17,17
CURAHUARA DE CARANGAS,consultas odontologicas,restauraciones,2006-11-01,46,46
DESAGUADERO,consultas odontologicas,restauraciones,2006-11-01,72,72
EL ALTO,consultas odontologicas,restauraciones,2006-11-01,6352,6352
EL PUENTE(STC),consultas odontologicas,restauraciones,2006-11-01,19,19
EL PUENTE(TJA),consultas odontologicas,restauraciones,2006-11-01,8,8
EL TORNO,consultas odontologicas,restauraciones,2006-11-01,233,233
EL VILLAR,consultas odontologicas,restauraciones,2006-11-01,10,10
ENTRE RIOS,consultas odontologicas,restauraciones,2006-11-01,113,113
ENTRE RIOS,consultas odontologicas,restauraciones,2006-11-01,25,25
EUCALIPTUS,consultas odontologicas,restauraciones,2006-11-01,42,42
EUREKA (SANTOS MERCADO),consultas odontologicas,restauraciones,2006-11-01,4,4
EXALTACION,consultas odontologicas,restauraciones,2006-11-01,47,47
FERNANDEZ ALONSO,consultas odontologicas,restauraciones,2006-11-01,126,126
FILADELFIA,consultas odontologicas,restauraciones,2006-11-01,61,61
GENERAL SAAVEDRA,consultas odontologicas,restauraciones,2006-11-01,42,42
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,restauraciones,2006-11-01,48,48
GUANAY,consultas odontologicas,restauraciones,2006-11-01,136,136
GUAQUI,consultas odontologicas,restauraciones,2006-11-01,65,65
GUAYARAMERIN,consultas odontologicas,restauraciones,2006-11-01,305,305
GUTIERREZ,consultas odontologicas,restauraciones,2006-11-01,53,53
HUACARETA,consultas odontologicas,restauraciones,2006-11-01,182,182
HUACHACALLA,consultas odontologicas,restauraciones,2006-11-01,36,36
HUANUNI,consultas odontologicas,restauraciones,2006-11-01,134,134
HUARACAJE,consultas odontologicas,restauraciones,2006-11-01,35,35
HUAYLLAMARCA,consultas odontologicas,restauraciones,2006-11-01,29,29
ICHOCA,consultas odontologicas,restauraciones,2006-11-01,4,4
ICLA,consultas odontologicas,restauraciones,2006-11-01,30,30
INCAHUASI,consultas odontologicas,restauraciones,2006-11-01,47,47
INQUISIVI,consultas odontologicas,restauraciones,2006-11-01,4,4
IRUPANA (VILLA DE LANZA),consultas odontologicas,restauraciones,2006-11-01,73,73
IXIAMAS,consultas odontologicas,restauraciones,2006-11-01,233,233
JESUS DE MACHACA,consultas odontologicas,restauraciones,2006-11-01,10,10
LA ASUNTA,consultas odontologicas,restauraciones,2006-11-01,37,37
LA GUARDIA,consultas odontologicas,restauraciones,2006-11-01,297,297
LA PAZ,consultas odontologicas,restauraciones,2006-11-01,12113,12113
LAGUNILLAS,consultas odontologicas,restauraciones,2006-11-01,6,6
LAJA,consultas odontologicas,restauraciones,2006-11-01,28,28
LLALLAGUA,consultas odontologicas,restauraciones,2006-11-01,219,219
LLICA,consultas odontologicas,restauraciones,2006-11-01,14,14
LURIBAY,consultas odontologicas,restauraciones,2006-11-01,5,5
MACHACAMARCA,consultas odontologicas,restauraciones,2006-11-01,37,37
MACHARETI,consultas odontologicas,restauraciones,2006-11-01,27,27
MAGDALENA,consultas odontologicas,restauraciones,2006-11-01,19,19
MAIRANA,consultas odontologicas,restauraciones,2006-11-01,84,84
MAPIRI,consultas odontologicas,restauraciones,2006-11-01,253,253
MECAPACA,consultas odontologicas,restauraciones,2006-11-01,39,39
MINEROS,consultas odontologicas,restauraciones,2006-11-01,12,12
MIZQUE,consultas odontologicas,restauraciones,2006-11-01,66,66
MOCOMOCO,consultas odontologicas,restauraciones,2006-11-01,18,18
MOJOCOYA,consultas odontologicas,restauraciones,2006-11-01,28,28
MONTEAGUDO,consultas odontologicas,restauraciones,2006-11-01,38,38
MONTERO,consultas odontologicas,restauraciones,2006-11-01,395,395
MORO MORO,consultas odontologicas,restauraciones,2006-11-01,27,27
MOROCHATA,consultas odontologicas,restauraciones,2006-11-01,45,45
NUEVO MANOA (NUEVA ESPERANZA),consultas odontologicas,restauraciones,2006-11-01,5,5
OCURI,consultas odontologicas,restauraciones,2006-11-01,40,40
OKINAWA,consultas odontologicas,restauraciones,2006-11-01,49,49
OMEREQUE,consultas odontologicas,restauraciones,2006-11-01,28,28
ORURO,consultas odontologicas,restauraciones,2006-11-01,2146,2146
PADCAYA,consultas odontologicas,restauraciones,2006-11-01,20,20
PADILLA,consultas odontologicas,restauraciones,2006-11-01,85,85
PALCA,consultas odontologicas,restauraciones,2006-11-01,5,5
PALOS BLANCOS,consultas odontologicas,restauraciones,2006-11-01,50,50
PAMPA AULLAGAS,consultas odontologicas,restauraciones,2006-11-01,15,15
PAPEL PAMPA,consultas odontologicas,restauraciones,2006-11-01,8,8
PASORAPA,consultas odontologicas,restauraciones,2006-11-01,5,5
PATACAMAYA,consultas odontologicas,restauraciones,2006-11-01,10,10
PAZÑA,consultas odontologicas,restauraciones,2006-11-01,80,80
POCOATA,consultas odontologicas,restauraciones,2006-11-01,11,11
POJO (CBBA),consultas odontologicas,restauraciones,2006-11-01,21,21
POOPO,consultas odontologicas,restauraciones,2006-11-01,28,28
PORCO,consultas odontologicas,restauraciones,2006-11-01,26,26
POROMA,consultas odontologicas,restauraciones,2006-11-01,9,9
PORONGO,consultas odontologicas,restauraciones,2006-11-01,93,93
PORTACHUELO,consultas odontologicas,restauraciones,2006-11-01,159,159
PORVENIR,consultas odontologicas,restauraciones,2006-11-01,10,10
POSTRER VALLE,consultas odontologicas,restauraciones,2006-11-01,54,54
POTOSI,consultas odontologicas,restauraciones,2006-11-01,641,641
PRESTO,consultas odontologicas,restauraciones,2006-11-01,35,35
PUCARA,consultas odontologicas,restauraciones,2006-11-01,11,11
PUCARANI,consultas odontologicas,restauraciones,2006-11-01,25,25
PUERTO ACOSTA,consultas odontologicas,restauraciones,2006-11-01,164,164
PUERTO CARABUCO,consultas odontologicas,restauraciones,2006-11-01,54,54
PUERTO GONZALO MORENO,consultas odontologicas,restauraciones,2006-11-01,25,25
PUERTO QUIJARRO,consultas odontologicas,restauraciones,2006-11-01,48,48
PUERTO RICO,consultas odontologicas,restauraciones,2006-11-01,38,38
PUERTO SILES,consultas odontologicas,restauraciones,2006-11-01,4,4
PUERTO SUAREZ,consultas odontologicas,restauraciones,2006-11-01,146,146
PUERTO VILLARROEL,consultas odontologicas,restauraciones,2006-11-01,273,273
PUNA,consultas odontologicas,restauraciones,2006-11-01,111,111
PUNATA,consultas odontologicas,restauraciones,2006-11-01,269,269
QUILLACOLLO,consultas odontologicas,restauraciones,2006-11-01,610,610
QUIME,consultas odontologicas,restauraciones,2006-11-01,69,69
QUIRUSILLAS,consultas odontologicas,restauraciones,2006-11-01,24,24
REYES,consultas odontologicas,restauraciones,2006-11-01,63,63
RIBERALTA,consultas odontologicas,restauraciones,2006-11-01,118,118
ROBORE,consultas odontologicas,restauraciones,2006-11-01,41,41
RURRENABAQUE,consultas odontologicas,restauraciones,2006-11-01,55,55
SABAYA,consultas odontologicas,restauraciones,2006-11-01,10,10
SACABA,consultas odontologicas,restauraciones,2006-11-01,526,526
SACABAMBA,consultas odontologicas,restauraciones,2006-11-01,4,4
SACACA,consultas odontologicas,restauraciones,2006-11-01,93,93
SAIPINA,consultas odontologicas,restauraciones,2006-11-01,30,30
SALINAS DE GARCI MENDOZA,consultas odontologicas,restauraciones,2006-11-01,49,49
SAMAIPATA,consultas odontologicas,restauraciones,2006-11-01,189,189
SAN AGUSTIN,consultas odontologicas,restauraciones,2006-11-01,18,18
SAN ANDRES DE MACHACA,consultas odontologicas,restauraciones,2006-11-01,12,12
SAN BENITO,consultas odontologicas,restauraciones,2006-11-01,39,39
SAN BORJA,consultas odontologicas,restauraciones,2006-11-01,39,39
SAN BUENA VENTURA,consultas odontologicas,restauraciones,2006-11-01,28,28
SAN CARLOS,consultas odontologicas,restauraciones,2006-11-01,87,87
SAN IGNACIO,consultas odontologicas,restauraciones,2006-11-01,132,132
SAN IGNACIO DE VELASCO,consultas odontologicas,restauraciones,2006-11-01,205,205
SAN JAVIER(STC),consultas odontologicas,restauraciones,2006-11-01,23,23
SAN JOAQUIN,consultas odontologicas,restauraciones,2006-11-01,53,53
SAN JOSE DE CHIQUITOS,consultas odontologicas,restauraciones,2006-11-01,81,81
SAN JUAN DE YAPACANI,consultas odontologicas,restauraciones,2006-11-01,37,37
SAN LORENZO(PND),consultas odontologicas,restauraciones,2006-11-01,16,16
SAN LORENZO(TJA),consultas odontologicas,restauraciones,2006-11-01,144,144
SAN LUCAS,consultas odontologicas,restauraciones,2006-11-01,175,175
SAN MATIAS,consultas odontologicas,restauraciones,2006-11-01,48,48
SAN PEDRO,consultas odontologicas,restauraciones,2006-11-01,73,73
SAN PEDRO DE BUENA VISTA,consultas odontologicas,restauraciones,2006-11-01,61,61
SAN RAFAEL,consultas odontologicas,restauraciones,2006-11-01,73,73
SAN RAMON,consultas odontologicas,restauraciones,2006-11-01,60,60
SAN RAMON,consultas odontologicas,restauraciones,2006-11-01,93,93
SANTA ANA,consultas odontologicas,restauraciones,2006-11-01,52,52
SANTA CRUZ DE LA SIERRA,consultas odontologicas,restauraciones,2006-11-01,6388,6388
SANTA ROSA,consultas odontologicas,restauraciones,2006-11-01,23,23
SANTA ROSA DEL SARA,consultas odontologicas,restauraciones,2006-11-01,99,99
SANTIAGO DE HUARI,consultas odontologicas,restauraciones,2006-11-01,175,175
SANTIAGO DE MACHACA,consultas odontologicas,restauraciones,2006-11-01,3,3
SANTUARIO DE QUILLACAS,consultas odontologicas,restauraciones,2006-11-01,7,7
SAPAHAQUI,consultas odontologicas,restauraciones,2006-11-01,12,12
SENA,consultas odontologicas,restauraciones,2006-11-01,18,18
SICA SICA (VILLA AROMA),consultas odontologicas,restauraciones,2006-11-01,65,65
SICAYA,consultas odontologicas,restauraciones,2006-11-01,68,68
SIPE SIPE,consultas odontologicas,restauraciones,2006-11-01,389,389
SOPACHUY,consultas odontologicas,restauraciones,2006-11-01,41,41
SORATA,consultas odontologicas,restauraciones,2006-11-01,10,10
SUCRE,consultas odontologicas,restauraciones,2006-11-01,2649,2649
TACACOMA,consultas odontologicas,restauraciones,2006-11-01,57,57
TAHUA,consultas odontologicas,restauraciones,2006-11-01,6,6
TAPACARI,consultas odontologicas,restauraciones,2006-11-01,12,12
TARABUCO,consultas odontologicas,restauraciones,2006-11-01,41,41
TARACO,consultas odontologicas,restauraciones,2006-11-01,20,20
TARATA,consultas odontologicas,restauraciones,2006-11-01,61,61
TARIJA,consultas odontologicas,restauraciones,2006-11-01,798,798
TARVITA,consultas odontologicas,restauraciones,2006-11-01,70,70
TIAWANACU,consultas odontologicas,restauraciones,2006-11-01,31,31
TIPUANI,consultas odontologicas,restauraciones,2006-11-01,19,19
TIQUIPAYA,consultas odontologicas,restauraciones,2006-11-01,296,296
TIRAQUE (CBBA),consultas odontologicas,restauraciones,2006-11-01,337,337
TOCO,consultas odontologicas,restauraciones,2006-11-01,13,13
TOLATA,consultas odontologicas,restauraciones,2006-11-01,42,42
TOLEDO,consultas odontologicas,restauraciones,2006-11-01,74,74
TOMAVE,consultas odontologicas,restauraciones,2006-11-01,55,55
TOMINA,consultas odontologicas,restauraciones,2006-11-01,75,75
TORO TORO,consultas odontologicas,restauraciones,2006-11-01,22,22
TOTORA(CBBA),consultas odontologicas,restauraciones,2006-11-01,74,74
TOTORA(ORR),consultas odontologicas,restauraciones,2006-11-01,3,3
TRIGAL,consultas odontologicas,restauraciones,2006-11-01,65,65
TRINIDAD,consultas odontologicas,restauraciones,2006-11-01,359,359
TUPIZA,consultas odontologicas,restauraciones,2006-11-01,269,269
TURCO,consultas odontologicas,restauraciones,2006-11-01,24,24
UNCIA,consultas odontologicas,restauraciones,2006-11-01,71,71
