,group,variable,month,FALLECIDOS A PARTIR DE LAS 48 HRS. CANTIDAD,FALLECIDOS A PARTIR DE LAS 48 HRS. CANTIDAD,TOTALES,TOTALES,TOTALES
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2024-06-01,97,78,97,78,175
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2024-06-01,21,25,21,25,46
TARABUCO,internaciones,fallecidos a partir de las 48 hrs.,2024-06-01,1,0,1,0,1
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2024-06-01,24,20,24,20,44
TIQUIPAYA,internaciones,fallecidos a partir de las 48 hrs.,2024-06-01,1,1,1,1,2
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2024-06-01,10,10,10,10,20
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2024-06-01,0,1,0,1,1
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2024-06-01,4,0,4,0,4
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2024-06-01,1,1,1,1,2
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2024-06-01,1,1,1,1,2
WARNES,internaciones,fallecidos a partir de las 48 hrs.,2024-06-01,0,2,0,2,2
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2024-06-01,4,3,4,3,7
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2024-06-01,1,1,1,1,2
ANZALDO,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,4,0,4,0,4
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,0,2,0,2,2
CARACOLLO,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,0,1,0,1,1
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,1,0,1,0,1
CARMEN RIVERO TORREZ,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,0,1,0,1,1
CHARAGUA,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,2,8,2,8,10
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,90,82,90,82,172
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,0,2,0,2,2
COROICO,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,2,0,2,0,2
COTOCA,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,4,1,4,1,5
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,12,14,12,14,26
ENTRE RIOS CBBA,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,1,0,1,0,1
GUTIERREZ,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,0,1,0,1,1
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,2,1,2,1,3
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,50,65,50,65,115
MAGDALENA,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,0,1,0,1,1
MAIRANA,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,0,1,0,1,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,1,2,1,2,3
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,19,6,19,6,25
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,27,27,27,27,54
PADILLA,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,1,0,1,0,1
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,7,7,7,7,14
PUERTO QUIJARRO,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,0,1,0,1,1
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,0,1,0,1,1
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,0,1,0,1,1
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,1,3,1,3,4
QUILLACOLLO,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,1,0,1,0,1
REYES,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,12,3,12,3,15
ROBORE,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,0,1,0,1,1
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,3,0,3,0,3
SAN BORJA,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,1,1,1,1,2
SAN BUENA VENTURA,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,0,1,0,1,1
SAN IGNACIO,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,1,1,1,1,2
SAN JULIAN,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,1,0,1,0,1
SAN MATIAS,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,2,5,2,5,7
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,94,85,94,85,179
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,23,24,23,24,47
TARABUCO,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,1,0,1,0,1
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,36,24,36,24,60
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,8,6,8,6,14
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,0,2,0,2,2
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,0,1,0,1,1
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,1,1,1,1,2
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,5,3,5,3,8
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,2,0,2,0,2
WARNES,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,3,3,3,3,6
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,3,3,3,3,6
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2024-07-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,2,2,2,2,4
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,1,1,1,1,2
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,2,1,2,1,3
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,51,71,51,71,122
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,1,2,1,2,3
COROICO,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,0,1,0,1,1
COTOCA,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,3,1,3,1,4
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,21,13,21,13,34
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,1,0,1,0,1
ENTRE RIOS CBBA,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,3,2,3,2,5
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,1,3,1,3,4
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,68,61,68,61,129
LLALLAGUA,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,0,1,0,1,1
MAGDALENA,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,2,0,2,0,2
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,1,1,1,1,2
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,8,11,8,11,19
OCURI,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,0,0,0,0,0
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,32,27,32,27,59
PADILLA,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,0,1,0,1,1
PALOS BLANCOS,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,0,2,0,2,2
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,15,28,15,28,43
PUERTO GONZALO MORENO,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,1,0,1,0,1
PUERTO QUIJARRO,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,0,1,0,1,1
PUERTO RICO,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,1,0,1,0,1
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,2,0,2,0,2
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,1,2,1,2,3
QUILLACOLLO,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,1,0,1,0,1
REYES,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,5,4,5,4,9
RURRENABAQUE,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,1,1,1,1,2
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,1,5,1,5,6
SAN BORJA,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,1,0,1,0,1
SAN JAVIER(STC),internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,1,0,1,0,1
SAN JULIAN,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,0,1,0,1,1
SAN MATIAS,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,44,46,44,46,90
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,29,27,29,27,56
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,27,16,27,16,43
TIPUANI,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,1,0,1,0,1
TIQUIPAYA,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,1,3,1,3,4
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,18,7,18,7,25
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,3,2,3,2,5
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,1,1,1,1,2
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,1,4,1,4,5
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,0,2,0,2,2
VINTO,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,1,0,1,0,1
WARNES,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,7,3,7,3,10
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,4,1,4,1,5
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2024-08-01,1,2,1,2,3
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,4,1,4,1,5
BOYUIBE,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,1,5,1,5,6
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,1,0,1,0,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,4,5,4,5,9
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,67,64,67,64,131
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,0,1,0,1,1
COTOCA,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,2,0,2,0,2
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,13,20,13,20,33
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,0,1,0,1,1
ENTRE RIOS CBBA,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,3,0,3,0,3
LA ASUNTA,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,0,1,0,1,1
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,1,3,1,3,4
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,63,58,63,58,121
LLALLAGUA,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,1,0,1,0,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,2,2,2,2,4
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,6,36,6,36,42
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,20,15,20,15,35
PADILLA,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,3,0,3,0,3
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,23,25,23,25,48
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,0,2,0,2,2
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,3,1,3,1,4
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,4,1,4,1,5
QUILLACOLLO,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,3,1,3,1,4
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,4,7,4,7,11
ROBORE,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,0,1,0,1,1
RURRENABAQUE,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,0,1,0,1,1
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,1,4,1,4,5
SAN IGNACIO,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,3,2,3,2,5
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,0,2,0,2,2
SAN PEDRO,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,71,56,71,56,127
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,26,27,26,27,53
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,27,21,27,21,48
TIQUIPAYA,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,0,2,0,2,2
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,10,7,10,7,17
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,0,2,0,2,2
UNCIA,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,4,1,4,1,5
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,2,0,2,0,2
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,2,7,2,7,9
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,1,0,1,0,1
WARNES,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,3,1,3,1,4
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,4,2,4,2,6
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2024-09-01,3,0,3,0,3
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,3,3,3,3,6
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,2,1,2,1,3
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,1,0,1,0,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,1,4,1,4,5
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,73,82,73,82,155
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,0,1,0,1,1
COROICO,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,1,0,1,0,1
COTOCA,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,1,4,1,4,5
CUATRO CAÑADAS,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,27,16,27,16,43
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,3,2,3,2,5
ENTRE RIOS CBBA,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,2,0,2,0,2
GUANAY,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,4,4,4,4,8
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,4,0,4,0,4
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,51,56,51,56,107
LLALLAGUA,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,2,1,2,1,3
MAIRANA,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,0,1,0,1,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,2,0,2,0,2
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,10,8,10,8,18
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,22,30,22,30,52
PADILLA,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,1,0,1,0,1
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,18,17,18,17,35
PUERTO QUIJARRO,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,0,1,0,1,1
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,1,0,1,0,1
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,2,2,2,2,4
QUILLACOLLO,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,5,8,5,8,13
RURRENABAQUE,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,1,2,1,2,3
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,1,1,1,1,2
SAN BORJA,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,2,3,2,3,5
SAN JULIAN,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,1,0,1,0,1
SAN RAMON BENI,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,73,62,73,62,135
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,37,29,37,29,66
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,20,18,20,18,38
TIQUIPAYA,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,0,1,0,1,1
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,10,5,10,5,15
UNCIA,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,2,1,2,1,3
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,1,1,1,1,2
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,1,0,1,0,1
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,6,2,6,2,8
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,1,1,1,1,2
WARNES,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,2,1,2,1,3
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,1,2,1,2,3
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2024-10-01,1,2,1,2,3
ACHACACHI,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,0,1,0,1,1
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,2,0,2,0,2
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,1,0,1,0,1
BOYUIBE,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,1,2,1,2,3
CAPINOTA,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,1,0,1,0,1
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,1,0,1,0,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,4,4,4,4,8
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,59,55,59,55,114
COROICO,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,1,0,1,0,1
COTOCA,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,3,1,3,1,4
CUATRO CAÑADAS,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,21,16,21,16,37
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,2,0,2,0,2
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,0,1,0,1,1
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,3,1,3,1,4
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,42,43,42,43,85
LLALLAGUA,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,2,0,2,0,2
MAIRANA,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,1,0,1,0,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,0,1,0,1,1
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,18,12,18,12,30
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,17,20,17,20,37
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,1,0,1,0,1
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,15,14,15,14,29
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,3,1,3,1,4
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,1,1,1,1,2
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,2,1,2,1,3
QUILLACOLLO,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,2,3,2,3,5
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,4,5,4,5,9
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,2,2,2,2,4
SAN IGNACIO,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,1,0,1,0,1
SAN PEDRO,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,67,54,67,54,121
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,25,23,25,23,48
TARABUCO,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,1,0,1,0,1
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,18,20,18,20,38
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,5,2,5,2,7
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,2,3,2,3,5
UNCIA,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,1,1,1,1,2
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,1,2,1,2,3
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,1,1,1,1,2
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,1,2,1,2,3
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,1,1,1,1,2
VINTO,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,1,1,1,1,2
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,1,1,1,1,2
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2024-11-01,1,1,1,1,2
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 hrs.,2024-12-01,1,1,1,1,2
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2024-12-01,3,2,3,2,5
CAMARGO,internaciones,fallecidos a partir de las 48 hrs.,2024-12-01,0,1,0,1,1
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2024-12-01,2,0,2,0,2
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2024-12-01,2,4,2,4,6
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2024-12-01,67,66,67,66,133
COTOCA,internaciones,fallecidos a partir de las 48 hrs.,2024-12-01,1,1,1,1,2
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2024-12-01,27,19,27,19,46
FERNANDEZ ALONSO,internaciones,fallecidos a partir de las 48 hrs.,2024-12-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2024-12-01,2,2,2,2,4
IRUPANA (VILLA DE LANZA),internaciones,fallecidos a partir de las 48 hrs.,2024-12-01,1,0,1,0,1
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2024-12-01,3,0,3,0,3
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2024-12-01,53,44,53,44,97
LLALLAGUA,internaciones,fallecidos a partir de las 48 hrs.,2024-12-01,0,1,0,1,1
MAGDALENA,internaciones,fallecidos a partir de las 48 hrs.,2024-12-01,1,0,1,0,1
MIZQUE,internaciones,fallecidos a partir de las 48 hrs.,2024-12-01,0,1,0,1,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2024-12-01,0,1,0,1,1
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2024-12-01,9,10,9,10,19
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2024-12-01,29,32,29,32,61
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2024-12-01,13,7,13,7,20
PUERTO QUIJARRO,internaciones,fallecidos a partir de las 48 hrs.,2024-12-01,1,0,1,0,1
