,group,variable,month,INGRESOS ESPONTÁNEOS CANTIDAD,INGRESOS ESPONTÁNEOS CANTIDAD,TOTALES,TOTALES,TOTALES
CKOCHAS,internaciones,ingresos espontaneos,2024-01-01,0,5,0,5,5
CLIZA,internaciones,ingresos espontaneos,2024-01-01,18,53,18,53,71
COBIJA,internaciones,ingresos espontaneos,2024-01-01,308,395,308,395,703
COCAPATA,internaciones,ingresos espontaneos,2024-01-01,0,6,0,6,6
COCHABAMBA,internaciones,ingresos espontaneos,2024-01-01,2988,4949,2988,4949,7937
COIPASA,internaciones,ingresos espontaneos,2024-01-01,0,1,0,1,1
COLCAPIRHUA,internaciones,ingresos espontaneos,2024-01-01,83,131,83,131,214
"COLCHA ""K""",internaciones,ingresos espontaneos,2024-01-01,5,5,5,5,10
COLOMI,internaciones,ingresos espontaneos,2024-01-01,0,20,0,20,20
COLPA BELGICA,internaciones,ingresos espontaneos,2024-01-01,0,11,0,11,11
COLQUECHACA,internaciones,ingresos espontaneos,2024-01-01,0,12,0,12,12
COLQUIRI,internaciones,ingresos espontaneos,2024-01-01,0,3,0,3,3
COMARAPA,internaciones,ingresos espontaneos,2024-01-01,10,45,10,45,55
CORIPATA,internaciones,ingresos espontaneos,2024-01-01,0,14,0,14,14
CORO CORO,internaciones,ingresos espontaneos,2024-01-01,0,2,0,2,2
COROICO,internaciones,ingresos espontaneos,2024-01-01,20,42,20,42,62
CORQUE,internaciones,ingresos espontaneos,2024-01-01,0,1,0,1,1
COTAGAITA,internaciones,ingresos espontaneos,2024-01-01,2,8,2,8,10
COTOCA,internaciones,ingresos espontaneos,2024-01-01,173,298,173,298,471
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2024-01-01,8,8,8,8,16
CUCHUMUELA (V. G. VILLARROEL),internaciones,ingresos espontaneos,2024-01-01,0,2,0,2,2
CUEVO,internaciones,ingresos espontaneos,2024-01-01,1,3,1,3,4
CULPINA,internaciones,ingresos espontaneos,2024-01-01,3,14,3,14,17
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2024-01-01,0,1,0,1,1
DESAGUADERO,internaciones,ingresos espontaneos,2024-01-01,0,2,0,2,2
EL ALTO,internaciones,ingresos espontaneos,2024-01-01,908,1749,908,1749,2657
EL PUENTE(STC),internaciones,ingresos espontaneos,2024-01-01,53,60,53,60,113
EL PUENTE(TJA),internaciones,ingresos espontaneos,2024-01-01,0,3,0,3,3
EL TORNO,internaciones,ingresos espontaneos,2024-01-01,50,100,50,100,150
EL VILLAR,internaciones,ingresos espontaneos,2024-01-01,0,2,0,2,2
ENTRE RIOS TRJ,internaciones,ingresos espontaneos,2024-01-01,11,24,11,24,35
ENTRE RIOS CBBA,internaciones,ingresos espontaneos,2024-01-01,23,71,23,71,94
ESCOMA,internaciones,ingresos espontaneos,2024-01-01,3,8,3,8,11
EUCALIPTUS,internaciones,ingresos espontaneos,2024-01-01,0,2,0,2,2
EXALTACION,internaciones,ingresos espontaneos,2024-01-01,1,5,1,5,6
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2024-01-01,11,16,11,16,27
GAIOC JATUN AYLLU YURA,internaciones,ingresos espontaneos,2024-01-01,0,8,0,8,8
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2024-01-01,5,17,5,17,22
GIA-TIM,internaciones,ingresos espontaneos,2024-01-01,1,0,1,0,1
GUANAY,internaciones,ingresos espontaneos,2024-01-01,13,26,13,26,39
GUAQUI,internaciones,ingresos espontaneos,2024-01-01,0,2,0,2,2
GUAYARAMERIN,internaciones,ingresos espontaneos,2024-01-01,88,185,88,185,273
GUTIERREZ,internaciones,ingresos espontaneos,2024-01-01,10,33,10,33,43
HUACARAJE,internaciones,ingresos espontaneos,2024-01-01,4,12,4,12,16
HUACARETA,internaciones,ingresos espontaneos,2024-01-01,4,19,4,19,23
HUACHACALLA,internaciones,ingresos espontaneos,2024-01-01,1,3,1,3,4
HUANUNI,internaciones,ingresos espontaneos,2024-01-01,65,59,65,59,124
HUARINA,internaciones,ingresos espontaneos,2024-01-01,0,3,0,3,3
HUATAJATA,internaciones,ingresos espontaneos,2024-01-01,0,2,0,2,2
HUMANATA,internaciones,ingresos espontaneos,2024-01-01,0,2,0,2,2
ICLA,internaciones,ingresos espontaneos,2024-01-01,3,13,3,13,16
INCAHUASI,internaciones,ingresos espontaneos,2024-01-01,0,4,0,4,4
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2024-01-01,5,9,5,9,14
IXIAMAS,internaciones,ingresos espontaneos,2024-01-01,2,9,2,9,11
JESUS DE MACHACA,internaciones,ingresos espontaneos,2024-01-01,1,2,1,2,3
LA ASUNTA,internaciones,ingresos espontaneos,2024-01-01,11,67,11,67,78
LA GUARDIA,internaciones,ingresos espontaneos,2024-01-01,304,354,304,354,658
LA PAZ,internaciones,ingresos espontaneos,2024-01-01,2838,4878,2838,4878,7716
LAGUNILLAS,internaciones,ingresos espontaneos,2024-01-01,2,5,2,5,7
LAJA,internaciones,ingresos espontaneos,2024-01-01,0,2,0,2,2
LAS CARRERAS,internaciones,ingresos espontaneos,2024-01-01,0,1,0,1,1
LICOMA PAMPA,internaciones,ingresos espontaneos,2024-01-01,0,4,0,4,4
LLALLAGUA,internaciones,ingresos espontaneos,2024-01-01,123,236,123,236,359
LLICA,internaciones,ingresos espontaneos,2024-01-01,0,2,0,2,2
LORETO,internaciones,ingresos espontaneos,2024-01-01,4,3,4,3,7
LURIBAY,internaciones,ingresos espontaneos,2024-01-01,1,6,1,6,7
MACHACAMARCA,internaciones,ingresos espontaneos,2024-01-01,0,1,0,1,1
MACHARETI,internaciones,ingresos espontaneos,2024-01-01,14,19,14,19,33
MAGDALENA,internaciones,ingresos espontaneos,2024-01-01,17,28,17,28,45
MAIRANA,internaciones,ingresos espontaneos,2024-01-01,10,34,10,34,44
MAPIRI,internaciones,ingresos espontaneos,2024-01-01,1,13,1,13,14
MECAPACA,internaciones,ingresos espontaneos,2024-01-01,0,2,0,2,2
MINEROS,internaciones,ingresos espontaneos,2024-01-01,14,21,14,21,35
MIZQUE,internaciones,ingresos espontaneos,2024-01-01,24,54,24,54,78
MOCOMOCO,internaciones,ingresos espontaneos,2024-01-01,1,2,1,2,3
MOJOCOYA,internaciones,ingresos espontaneos,2024-01-01,1,5,1,5,6
MONTEAGUDO,internaciones,ingresos espontaneos,2024-01-01,47,98,47,98,145
MONTERO,internaciones,ingresos espontaneos,2024-01-01,266,440,266,440,706
MORO MORO,internaciones,ingresos espontaneos,2024-01-01,0,1,0,1,1
MOROCHATA,internaciones,ingresos espontaneos,2024-01-01,0,4,0,4,4
OCURI,internaciones,ingresos espontaneos,2024-01-01,3,4,3,4,7
OMEREQUE,internaciones,ingresos espontaneos,2024-01-01,5,17,5,17,22
ORURO,internaciones,ingresos espontaneos,2024-01-01,1090,1880,1090,1880,2970
PADILLA,internaciones,ingresos espontaneos,2024-01-01,24,34,24,34,58
PAILON,internaciones,ingresos espontaneos,2024-01-01,43,121,43,121,164
PALCA,internaciones,ingresos espontaneos,2024-01-01,0,4,0,4,4
PALOS BLANCOS,internaciones,ingresos espontaneos,2024-01-01,20,51,20,51,71
PAMPA AULLAGAS,internaciones,ingresos espontaneos,2024-01-01,2,1,2,1,3
PAMPA GRANDE,internaciones,ingresos espontaneos,2024-01-01,6,9,6,9,15
PAPEL PAMPA,internaciones,ingresos espontaneos,2024-01-01,0,4,0,4,4
PASORAPA,internaciones,ingresos espontaneos,2024-01-01,0,1,0,1,1
PATACAMAYA,internaciones,ingresos espontaneos,2024-01-01,9,59,9,59,68
PAZÑA,internaciones,ingresos espontaneos,2024-01-01,0,2,0,2,2
PELECHUCO,internaciones,ingresos espontaneos,2024-01-01,0,1,0,1,1
POCOATA,internaciones,ingresos espontaneos,2024-01-01,0,15,0,15,15
POCONA,internaciones,ingresos espontaneos,2024-01-01,0,12,0,12,12
POJO (CBBA),internaciones,ingresos espontaneos,2024-01-01,0,10,0,10,10
POOPO,internaciones,ingresos espontaneos,2024-01-01,0,5,0,5,5
PORCO,internaciones,ingresos espontaneos,2024-01-01,0,5,0,5,5
POROMA,internaciones,ingresos espontaneos,2024-01-01,1,10,1,10,11
PORONGO,internaciones,ingresos espontaneos,2024-01-01,35,67,35,67,102
PORTACHUELO,internaciones,ingresos espontaneos,2024-01-01,49,102,49,102,151
PORVENIR,internaciones,ingresos espontaneos,2024-01-01,0,4,0,4,4
POSTRER VALLE,internaciones,ingresos espontaneos,2024-01-01,1,2,1,2,3
POTOSI,internaciones,ingresos espontaneos,2024-01-01,832,1241,832,1241,2073
PRESTO,internaciones,ingresos espontaneos,2024-01-01,6,18,6,18,24
PUCARANI,internaciones,ingresos espontaneos,2024-01-01,0,10,0,10,10
PUERTO ACOSTA,internaciones,ingresos espontaneos,2024-01-01,0,2,0,2,2
PUERTO CARABUCO,internaciones,ingresos espontaneos,2024-01-01,0,4,0,4,4
PUERTO GONZALO MORENO,internaciones,ingresos espontaneos,2024-01-01,1,8,1,8,9
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2024-01-01,25,69,25,69,94
PUERTO RICO,internaciones,ingresos espontaneos,2024-01-01,5,18,5,18,23
PUERTO SUAREZ,internaciones,ingresos espontaneos,2024-01-01,62,79,62,79,141
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2024-01-01,127,253,127,253,380
PUNA,internaciones,ingresos espontaneos,2024-01-01,0,11,0,11,11
PUNATA,internaciones,ingresos espontaneos,2024-01-01,132,201,132,201,333
QUIABAYA,internaciones,ingresos espontaneos,2024-01-01,0,1,0,1,1
QUILLACOLLO,internaciones,ingresos espontaneos,2024-01-01,151,386,151,386,537
QUIME,internaciones,ingresos espontaneos,2024-01-01,0,6,0,6,6
QUIRUSILLAS,internaciones,ingresos espontaneos,2024-01-01,1,1,1,1,2
RAQAYPAMPA(ETA),internaciones,ingresos espontaneos,2024-01-01,2,5,2,5,7
RAVELO,internaciones,ingresos espontaneos,2024-01-01,0,1,0,1,1
REYES,internaciones,ingresos espontaneos,2024-01-01,7,15,7,15,22
RIBERALTA,internaciones,ingresos espontaneos,2024-01-01,196,431,196,431,627
ROBORE,internaciones,ingresos espontaneos,2024-01-01,60,99,60,99,159
RURRENABAQUE,internaciones,ingresos espontaneos,2024-01-01,25,35,25,35,60
SABAYA,internaciones,ingresos espontaneos,2024-01-01,10,15,10,15,25
SACABA,internaciones,ingresos espontaneos,2024-01-01,261,544,261,544,805
SACABAMBA,internaciones,ingresos espontaneos,2024-01-01,3,6,3,6,9
SACACA,internaciones,ingresos espontaneos,2024-01-01,0,6,0,6,6
SAIPINA,internaciones,ingresos espontaneos,2024-01-01,0,11,0,11,11
SALINAS DE GARCI MENDOZA,internaciones,ingresos espontaneos,2024-01-01,2,4,2,4,6
SAMAIPATA,internaciones,ingresos espontaneos,2024-01-01,5,12,5,12,17
SAN ANDRES,internaciones,ingresos espontaneos,2024-01-01,4,0,4,0,4
SAN ANTONIO DE LOMERIO,internaciones,ingresos espontaneos,2024-01-01,5,7,5,7,12
SAN BENITO,internaciones,ingresos espontaneos,2024-01-01,0,2,0,2,2
SAN BORJA,internaciones,ingresos espontaneos,2024-01-01,85,137,85,137,222
SAN BUENA VENTURA,internaciones,ingresos espontaneos,2024-01-01,14,48,14,48,62
SAN IGNACIO,internaciones,ingresos espontaneos,2024-01-01,19,46,19,46,65
SAN IGNACIO DE VELASCO,internaciones,ingresos espontaneos,2024-01-01,142,281,142,281,423
SAN JAVIER(BNI),internaciones,ingresos espontaneos,2024-01-01,1,2,1,2,3
SAN JAVIER(STC),internaciones,ingresos espontaneos,2024-01-01,4,46,4,46,50
SAN JOAQUIN,internaciones,ingresos espontaneos,2024-01-01,10,6,10,6,16
SAN JOSE DE CHIQUITOS,internaciones,ingresos espontaneos,2024-01-01,66,61,66,61,127
SAN JULIAN,internaciones,ingresos espontaneos,2024-01-01,216,237,216,237,453
SAN LORENZO(PND),internaciones,ingresos espontaneos,2024-01-01,0,2,0,2,2
SAN LORENZO(TJA),internaciones,ingresos espontaneos,2024-01-01,0,5,0,5,5
SAN LUCAS,internaciones,ingresos espontaneos,2024-01-01,24,52,24,52,76
SAN MATIAS,internaciones,ingresos espontaneos,2024-01-01,16,60,16,60,76
SAN MIGUEL DE VELASCO,internaciones,ingresos espontaneos,2024-01-01,12,21,12,21,33
SAN PEDRO,internaciones,ingresos espontaneos,2024-01-01,18,34,18,34,52
SAN PEDRO DE BUENA VISTA,internaciones,ingresos espontaneos,2024-01-01,0,6,0,6,6
SAN PEDRO DE CURAHUARA,internaciones,ingresos espontaneos,2024-01-01,0,1,0,1,1
SAN PEDRO DE MACHA,internaciones,ingresos espontaneos,2024-01-01,0,6,0,6,6
SAN RAFAEL,internaciones,ingresos espontaneos,2024-01-01,7,21,7,21,28
SAN RAMON BENI,internaciones,ingresos espontaneos,2024-01-01,4,16,4,16,20
SAN RAMON SCZ,internaciones,ingresos espontaneos,2024-01-01,11,33,11,33,44
SANTA ANA,internaciones,ingresos espontaneos,2024-01-01,16,43,16,43,59
SANTA CRUZ DE LA SIERRA,internaciones,ingresos espontaneos,2024-01-01,3588,6384,3588,6384,9972
SANTA ROSA,internaciones,ingresos espontaneos,2024-01-01,27,28,27,28,55
SANTA ROSA DEL SARA,internaciones,ingresos espontaneos,2024-01-01,25,43,25,43,68
SANTIAGO DE HUARI,internaciones,ingresos espontaneos,2024-01-01,1,2,1,2,3
SANTIAGO DE MACHACA,internaciones,ingresos espontaneos,2024-01-01,0,1,0,1,1
SANTIVAÑES,internaciones,ingresos espontaneos,2024-01-01,0,1,0,1,1
SAPAHAQUI,internaciones,ingresos espontaneos,2024-01-01,0,5,0,5,5
SENA,internaciones,ingresos espontaneos,2024-01-01,5,9,5,9,14
SHINAOTA,internaciones,ingresos espontaneos,2024-01-01,22,85,22,85,107
SICA SICA (VILLA AROMA),internaciones,ingresos espontaneos,2024-01-01,0,8,0,8,8
SICAYA,internaciones,ingresos espontaneos,2024-01-01,0,3,0,3,3
SIPE SIPE,internaciones,ingresos espontaneos,2024-01-01,0,30,0,30,30
SOPACHUY,internaciones,ingresos espontaneos,2024-01-01,2,8,2,8,10
SORACACHI,internaciones,ingresos espontaneos,2024-01-01,0,5,0,5,5
SORATA,internaciones,ingresos espontaneos,2024-01-01,1,6,1,6,7
SUCRE,internaciones,ingresos espontaneos,2024-01-01,974,1808,974,1808,2782
TACACOMA,internaciones,ingresos espontaneos,2024-01-01,4,6,4,6,10
TACOPAYA,internaciones,ingresos espontaneos,2024-01-01,2,6,2,6,8
TAPACARI,internaciones,ingresos espontaneos,2024-01-01,1,4,1,4,5
TARABUCO,internaciones,ingresos espontaneos,2024-01-01,22,31,22,31,53
TARACO,internaciones,ingresos espontaneos,2024-01-01,0,2,0,2,2
TARATA,internaciones,ingresos espontaneos,2024-01-01,0,7,0,7,7
TARIJA,internaciones,ingresos espontaneos,2024-01-01,978,1396,978,1396,2374
TARVITA,internaciones,ingresos espontaneos,2024-01-01,1,9,1,9,10
TEOPONTE,internaciones,ingresos espontaneos,2024-01-01,0,10,0,10,10
TIAHUANACU,internaciones,ingresos espontaneos,2024-01-01,0,6,0,6,6
TINGUIPAYA,internaciones,ingresos espontaneos,2024-01-01,0,2,0,2,2
TIPUANI,internaciones,ingresos espontaneos,2024-01-01,2,12,2,12,14
TIQUIPAYA,internaciones,ingresos espontaneos,2024-01-01,47,177,47,177,224
TIRAQUE (CBBA),internaciones,ingresos espontaneos,2024-01-01,0,4,0,4,4
TOCO,internaciones,ingresos espontaneos,2024-01-01,0,2,0,2,2
TOLATA,internaciones,ingresos espontaneos,2024-01-01,0,1,0,1,1
TOLEDO,internaciones,ingresos espontaneos,2024-01-01,0,3,0,3,3
TOMINA,internaciones,ingresos espontaneos,2024-01-01,3,4,3,4,7
TORO TORO,internaciones,ingresos espontaneos,2024-01-01,0,7,0,7,7
TOTORA(CBBA),internaciones,ingresos espontaneos,2024-01-01,1,11,1,11,12
TOTORA(ORR),internaciones,ingresos espontaneos,2024-01-01,0,2,0,2,2
TRIGAL,internaciones,ingresos espontaneos,2024-01-01,1,3,1,3,4
TRINIDAD,internaciones,ingresos espontaneos,2024-01-01,360,408,360,408,768
TUPIZA,internaciones,ingresos espontaneos,2024-01-01,43,69,43,69,112
TURCO,internaciones,ingresos espontaneos,2024-01-01,0,1,0,1,1
UMALA,internaciones,ingresos espontaneos,2024-01-01,0,1,0,1,1
UNCIA,internaciones,ingresos espontaneos,2024-01-01,33,56,33,56,89
URUBICHA,internaciones,ingresos espontaneos,2024-01-01,0,5,0,5,5
UYUNI,internaciones,ingresos espontaneos,2024-01-01,64,121,64,121,185
VACAS,internaciones,ingresos espontaneos,2024-01-01,0,3,0,3,3
VALLEGRANDE,internaciones,ingresos espontaneos,2024-01-01,70,123,70,123,193
VIACHA,internaciones,ingresos espontaneos,2024-01-01,19,76,19,76,95
VILA VILA,internaciones,ingresos espontaneos,2024-01-01,0,3,0,3,3
VILLA CHARCAS,internaciones,ingresos espontaneos,2024-01-01,0,5,0,5,5
VILLA MONTES,internaciones,ingresos espontaneos,2024-01-01,50,141,50,141,191
VILLA RIVERO,internaciones,ingresos espontaneos,2024-01-01,3,3,3,3,6
VILLA SERRANO,internaciones,ingresos espontaneos,2024-01-01,0,3,0,3,3
VILLA TUNARI,internaciones,ingresos espontaneos,2024-01-01,145,223,145,223,368
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos espontaneos,2024-01-01,2,10,2,10,12
VILLAZON,internaciones,ingresos espontaneos,2024-01-01,65,117,65,117,182
VINTO,internaciones,ingresos espontaneos,2024-01-01,85,176,85,176,261
VITICHI,internaciones,ingresos espontaneos,2024-01-01,0,2,0,2,2
WALDO BALLIVIAN,internaciones,ingresos espontaneos,2024-01-01,0,1,0,1,1
WARNES,internaciones,ingresos espontaneos,2024-01-01,37,167,37,167,204
YACO,internaciones,ingresos espontaneos,2024-01-01,0,1,0,1,1
YACUIBA,internaciones,ingresos espontaneos,2024-01-01,162,373,162,373,535
YAMPARAEZ,internaciones,ingresos espontaneos,2024-01-01,0,2,0,2,2
YAPACANI,internaciones,ingresos espontaneos,2024-01-01,109,193,109,193,302
YOTALA,internaciones,ingresos espontaneos,2024-01-01,0,2,0,2,2
ZUDAÑEZ,internaciones,ingresos espontaneos,2024-01-01,4,11,4,11,15
ACHACACHI,internaciones,ingresos espontaneos,2024-02-01,15,62,15,62,77
ACHOCALLA,internaciones,ingresos espontaneos,2024-02-01,0,5,0,5,5
AIQUILE,internaciones,ingresos espontaneos,2024-02-01,17,44,17,44,61
ALCALA,internaciones,ingresos espontaneos,2024-02-01,0,1,0,1,1
ALTO BENI,internaciones,ingresos espontaneos,2024-02-01,5,12,5,12,17
ANDAMARCA,internaciones,ingresos espontaneos,2024-02-01,1,0,1,0,1
ANTEQUERA,internaciones,ingresos espontaneos,2024-02-01,0,1,0,1,1
ANZALDO,internaciones,ingresos espontaneos,2024-02-01,5,3,5,3,8
APOLO,internaciones,ingresos espontaneos,2024-02-01,0,20,0,20,20
ARAMPAMPA,internaciones,ingresos espontaneos,2024-02-01,0,2,0,2,2
ARQUE,internaciones,ingresos espontaneos,2024-02-01,0,2,0,2,2
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2024-02-01,96,183,96,183,279
ATOCHA,internaciones,ingresos espontaneos,2024-02-01,31,34,31,34,65
AUCAPATA,internaciones,ingresos espontaneos,2024-02-01,0,1,0,1,1
AYATA,internaciones,ingresos espontaneos,2024-02-01,1,5,1,5,6
AYO AYO,internaciones,ingresos espontaneos,2024-02-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2024-02-01,1,20,1,20,21
AZURDUY,internaciones,ingresos espontaneos,2024-02-01,4,15,4,15,19
BATALLAS,internaciones,ingresos espontaneos,2024-02-01,0,3,0,3,3
BAURES,internaciones,ingresos espontaneos,2024-02-01,6,5,6,5,11
BERMEJO,internaciones,ingresos espontaneos,2024-02-01,39,55,39,55,94
BETANZOS,internaciones,ingresos espontaneos,2024-02-01,0,21,0,21,21
BOLIVAR,internaciones,ingresos espontaneos,2024-02-01,4,3,4,3,7
BOYUIBE,internaciones,ingresos espontaneos,2024-02-01,5,9,5,9,14
BUENA VISTA,internaciones,ingresos espontaneos,2024-02-01,22,22,22,22,44
CABEZAS,internaciones,ingresos espontaneos,2024-02-01,6,25,6,25,31
CAIROMA,internaciones,ingresos espontaneos,2024-02-01,0,3,0,3,3
"CAIZA ""D""",internaciones,ingresos espontaneos,2024-02-01,0,9,0,9,9
CAJUATA,internaciones,ingresos espontaneos,2024-02-01,14,27,14,27,41
CALAMARCA,internaciones,ingresos espontaneos,2024-02-01,0,3,0,3,3
CAMARGO,internaciones,ingresos espontaneos,2024-02-01,24,44,24,44,68
CAMIRI,internaciones,ingresos espontaneos,2024-02-01,14,25,14,25,39
CAPINOTA,internaciones,ingresos espontaneos,2024-02-01,9,32,9,32,41
CARACOLLO,internaciones,ingresos espontaneos,2024-02-01,0,12,0,12,12
CARANAVI,internaciones,ingresos espontaneos,2024-02-01,50,109,50,109,159
CARAPARI,internaciones,ingresos espontaneos,2024-02-01,2,10,2,10,12
CARIPUYO,internaciones,ingresos espontaneos,2024-02-01,0,3,0,3,3
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2024-02-01,8,23,8,23,31
CATACORA,internaciones,ingresos espontaneos,2024-02-01,0,1,0,1,1
CHALLAPATA,internaciones,ingresos espontaneos,2024-02-01,31,92,31,92,123
CHAQUI,internaciones,ingresos espontaneos,2024-02-01,0,3,0,3,3
CHARAGUA,internaciones,ingresos espontaneos,2024-02-01,36,94,36,94,130
CHAYANTA,internaciones,ingresos espontaneos,2024-02-01,0,12,0,12,12
CHIMORE,internaciones,ingresos espontaneos,2024-02-01,18,45,18,45,63
CHUA COCANI,internaciones,ingresos espontaneos,2024-02-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2024-02-01,3,21,3,21,24
CHUMA,internaciones,ingresos espontaneos,2024-02-01,1,6,1,6,7
CKOCHAS,internaciones,ingresos espontaneos,2024-02-01,0,3,0,3,3
CLIZA,internaciones,ingresos espontaneos,2024-02-01,13,69,13,69,82
COBIJA,internaciones,ingresos espontaneos,2024-02-01,235,342,235,342,577
COCAPATA,internaciones,ingresos espontaneos,2024-02-01,3,5,3,5,8
COCHABAMBA,internaciones,ingresos espontaneos,2024-02-01,2725,4296,2725,4296,7021
COLCAPIRHUA,internaciones,ingresos espontaneos,2024-02-01,65,128,65,128,193
"COLCHA ""K""",internaciones,ingresos espontaneos,2024-02-01,4,8,4,8,12
COLLANA,internaciones,ingresos espontaneos,2024-02-01,0,1,0,1,1
COLOMI,internaciones,ingresos espontaneos,2024-02-01,0,14,0,14,14
COLQUECHACA,internaciones,ingresos espontaneos,2024-02-01,0,14,0,14,14
COLQUENCHA,internaciones,ingresos espontaneos,2024-02-01,0,9,0,9,9
COLQUIRI,internaciones,ingresos espontaneos,2024-02-01,1,5,1,5,6
COMARAPA,internaciones,ingresos espontaneos,2024-02-01,3,32,3,32,35
CONCEPCION,internaciones,ingresos espontaneos,2024-02-01,6,45,6,45,51
COPACABANA,internaciones,ingresos espontaneos,2024-02-01,0,1,0,1,1
CORIPATA,internaciones,ingresos espontaneos,2024-02-01,0,7,0,7,7
CORO CORO,internaciones,ingresos espontaneos,2024-02-01,0,2,0,2,2
