,group,variable,month,FALLECIDOS ANTES DE LAS 48 HRS. CANTIDAD,FALLECIDOS ANTES DE LAS 48 HRS. CANTIDAD,TOTALES,TOTALES,TOTALES
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 hrs.,2024-06-01,0,1,0,1,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,2,1,2,1,3
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,28,21,28,21,49
COLCAPIRHUA,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,0,1,0,1,1
CONCEPCION,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,1,14,1,14,15
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,11,16,11,16,27
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,6,2,6,2,8
GUTIERREZ,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,36,24,36,24,60
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,0,2,0,2,2
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,1,0,1,0,1
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,1,3,1,3,4
ORURO,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,8,10,8,10,18
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,1,0,1,0,1
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,13,14,13,14,27
PUERTO QUIJARRO,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,0,1,0,1,1
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,0,1,0,1,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,0,1,0,1,1
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,4,0,4,0,4
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,0,1,0,1,1
REYES,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,2,0,2,0,2
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,2,7,2,7,9
ROBORE,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,2,0,2,0,2
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,1,0,1,0,1
SACABA,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,2,1,2,1,3
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,3,0,3,0,3
SAN JULIAN,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,2,0,2,0,2
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,54,59,54,59,113
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,9,9,9,9,18
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,11,13,11,13,24
TIQUIPAYA,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,0,1,0,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,5,1,5,1,6
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,0,3,0,3,3
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,0,1,0,1,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,1,1,1,1,2
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,1,1,1,1,2
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,1,4,1,4,5
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,2,3,2,3,5
VINTO,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,0,1,0,1,1
WARNES,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,2,1,2,1,3
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,1,3,1,3,4
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2024-06-01,1,1,1,1,2
ACHACACHI,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,1,0,1,0,1
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,1,2,1,2,3
ANZALDO,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,1,0,1,0,1
APOLO,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,1,1,1,1,2
BAURES,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,3,1,3,1,4
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,4,2,4,2,6
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,0,1,0,1,1
CARMEN RIVERO TORREZ,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,1,1,1,1,2
CHALLAPATA,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,0,1,0,1,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,1,0,1,0,1
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,30,32,30,32,62
COROICO,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,1,1,1,1,2
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,13,13,13,13,26
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,2,0,2,0,2
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,4,2,4,2,6
LA ASUNTA,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,1,0,1,0,1
LA GUARDIA,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,2,0,2,0,2
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,23,22,23,22,45
MACHARETI,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,2,0,2,0,2
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,1,0,1,0,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,1,1,1,1,2
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,10,3,10,3,13
ORURO,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,11,16,11,16,27
PADILLA,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,0,1,0,1,1
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,1,0,1,0,1
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,22,10,22,10,32
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,2,1,2,1,3
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,2,2,2,2,4
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,4,2,4,2,6
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,1,1,1,1,2
REYES,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,2,0,2,0,2
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,4,0,4,0,4
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,0,1,0,1,1
SACABA,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,2,3,2,3,5
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,1,1,1,1,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,3,0,3,0,3
SAN JAVIER(STC),internaciones,fallecidos antes de las 48 hrs.,2024-07-01,28,62,28,62,90
SAN MIGUEL DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,36,35,36,35,71
SANTA ROSA,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,1,0,1,0,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,10,9,10,9,19
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,17,10,17,10,27
TORO TORO,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,0,1,0,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,5,3,5,3,8
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,2,2,2,2,4
UNCIA,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,4,1,4,1,5
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,3,1,3,1,4
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,0,1,0,1,1
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,1,1,1,1,2
WARNES,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,3,2,3,2,5
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2024-07-01,2,2,2,2,4
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,1,1,1,1,2
ANZALDO,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,0,1,0,1,1
BAURES,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,2,5,2,5,7
CAJUATA,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,0,2,0,2,2
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,1,2,1,2,3
CARMEN RIVERO TORREZ,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,0,1,0,1,1
CHALLAPATA,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,0,1,0,1,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,1,3,1,3,4
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,33,35,33,35,68
COROICO,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,2,0,2,0,2
CULPINA,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,18,7,18,7,25
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,1,4,1,4,5
ENTRE RIOS TRJ,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,1,0,1,0,1
ENTRE RIOS CBBA,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,0,4,0,4,4
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,2,2,2,2,4
LA ASUNTA,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,1,0,1,0,1
LA GUARDIA,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,1,1,1,1,2
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,18,18,18,18,36
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,0,1,0,1,1
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,1,1,1,1,2
MINEROS,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,2,0,2,0,2
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,7,1,7,1,8
OCURI,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,0,0,0,0,0
ORURO,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,10,16,10,16,26
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,1,0,1,0,1
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,6,2,6,2,8
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,0,2,0,2,2
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,0,1,0,1,1
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,2,3,2,3,5
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,1,1,1,1,2
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,1,3,1,3,4
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,1,0,1,0,1
SACABA,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,3,0,3,0,3
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,1,1,1,1,2
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,1,0,1,0,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,2,7,2,7,9
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,86,72,86,72,158
SANTA ROSA,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,1,0,1,0,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,14,11,14,11,25
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,16,12,16,12,28
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,5,4,5,4,9
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,4,1,4,1,5
UNCIA,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,5,1,5,1,6
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,2,0,2,0,2
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,4,1,4,1,5
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,1,3,1,3,4
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,4,7,4,7,11
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,2,1,2,1,3
WARNES,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,2,0,2,0,2
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,1,3,1,3,4
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2024-08-01,3,2,3,2,5
APOLO,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,1,2,1,2,3
AZURDUY,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,0,1,0,1,1
BAURES,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,1,2,1,2,3
BOYUIBE,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,1,2,1,2,3
CHALLAPATA,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,1,0,1,0,1
CHUMA,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,0,1,0,1,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,1,2,1,2,3
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,28,21,28,21,49
COLCAPIRHUA,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,0,1,0,1,1
COROICO,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,2,1,2,1,3
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,10,12,10,12,22
ENTRE RIOS TRJ,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,1,0,1,0,1
ENTRE RIOS CBBA,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,1,1,1,1,2
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,5,1,5,1,6
HUACARAJE,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,1,0,1,0,1
LA GUARDIA,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,1,3,1,3,4
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,15,28,15,28,43
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,1,0,1,0,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,2,0,2,0,2
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,6,6,6,6,12
ORURO,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,11,8,11,8,19
PORCO,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,0,11,0,11,11
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,8,4,8,4,12
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,0,1,0,1,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,1,1,1,1,2
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,3,1,3,1,4
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,3,2,3,2,5
SACABA,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,1,3,1,3,4
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,1,0,1,0,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,0,1,0,1,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,3,2,3,2,5
SAN JAVIER(STC),internaciones,fallecidos antes de las 48 hrs.,2024-09-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,28,20,28,20,48
SANTA ROSA,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,1,0,1,0,1
SANTA ROSA DEL SARA,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,1,0,1,0,1
SHINAOTA,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,1,0,1,0,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,11,11,11,11,22
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,19,17,19,17,36
TIQUIPAYA,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,1,0,1,0,1
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,5,3,5,3,8
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,1,0,1,0,1
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,4,0,4,0,4
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,1,1,1,1,2
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,0,1,0,1,1
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,3,6,3,6,9
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2024-09-01,2,0,2,0,2
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,1,0,1,0,1
AZURDUY,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,2,2,2,2,4
BOYUIBE,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,3,1,3,1,4
CAPINOTA,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,1,1,1,1,2
CHALLAPATA,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,1,0,1,0,1
CHARAGUA,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,3,0,3,0,3
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,1,3,1,3,4
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,35,32,35,32,67
COLCAPIRHUA,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,0,1,0,1,1
COLQUECHACA,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,3,0,3,0,3
COROICO,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,1,1,1,1,2
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,19,19,19,19,38
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,0,1,0,1,1
ENTRE RIOS CBBA,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,0,1,0,1,1
GUANAY,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,2,1,2,1,3
HUANUNI,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,1,0,1,0,1
LA ASUNTA,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,18,23,18,23,41
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,2,1,2,1,3
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,2,2,2,2,4
MAIRANA,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,1,0,1,0,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,1,1,1,1,2
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,6,5,6,5,11
ORURO,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,15,15,15,15,30
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,13,7,13,7,20
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,2,0,2,0,2
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,1,0,1,0,1
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,3,1,3,1,4
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,3,0,3,0,3
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,3,3,3,3,6
ROBORE,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,2,0,2,0,2
SACABA,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,2,1,2,1,3
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,2,1,2,1,3
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,2,1,2,1,3
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,31,36,31,36,67
SANTA ROSA,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,0,1,0,1,1
SORATA,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,1,0,1,0,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,10,13,10,13,23
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,11,5,11,5,16
TIPUANI,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,1,0,1,0,1
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,5,8,5,8,13
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,0,1,0,1,1
UNCIA,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,1,1,1,1,2
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,1,1,1,1,2
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,0,1,0,1,1
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,3,5,3,5,8
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,2,0,2,0,2
VINTO,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,1,0,1,0,1
WARNES,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,3,2,3,2,5
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,2,2,2,2,4
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2024-10-01,1,0,1,0,1
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,0,1,0,1,1
APOLO,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,1,1,1,1,2
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,2,2,2,2,4
CHARAGUA,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,2,3,2,3,5
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,19,28,19,28,47
COLOMI,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,0,2,0,2,2
CONCEPCION,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,1,0,1,0,1
COROICO,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,12,15,12,15,27
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,2,4,2,4,6
GUTIERREZ,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 hrs.,2024-11-01,0,1,0,1,1
LA GUARDIA,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,3,3,3,3,6
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,12,12,12,12,24
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,1,1,1,1,2
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,1,0,1,0,1
MAIRANA,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,0,1,0,1,1
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,5,1,5,1,6
ORURO,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,11,7,11,7,18
PADILLA,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,0,1,0,1,1
PALOS BLANCOS,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,1,0,1,0,1
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2024-11-01,0,1,0,1,1
