,group,variable,month,INGRESOS ESPONTÁNEOS CANTIDAD,INGRESOS ESPONTÁNEOS CANTIDAD,TOTALES,TOTALES,TOTALES
COCAPATA,internaciones,ingresos espontaneos,2023-01-01,0,7,0,7,7
COCHABAMBA,internaciones,ingresos espontaneos,2023-01-01,2782,4666,2782,4666,7448
COIPASA,internaciones,ingresos espontaneos,2023-01-01,0,3,0,3,3
COLCAPIRHUA,internaciones,ingresos espontaneos,2023-01-01,47,73,47,73,120
"COLCHA ""K""",internaciones,ingresos espontaneos,2023-01-01,2,5,2,5,7
COLLANA,internaciones,ingresos espontaneos,2023-01-01,0,2,0,2,2
COLOMI,internaciones,ingresos espontaneos,2023-01-01,0,21,0,21,21
COLPA BELGICA,internaciones,ingresos espontaneos,2023-01-01,8,12,8,12,20
COLQUECHACA,internaciones,ingresos espontaneos,2023-01-01,0,18,0,18,18
COLQUENCHA,internaciones,ingresos espontaneos,2023-01-01,0,7,0,7,7
COLQUIRI,internaciones,ingresos espontaneos,2023-01-01,7,6,7,6,13
COMARAPA,internaciones,ingresos espontaneos,2023-01-01,7,35,7,35,42
CONCEPCION,internaciones,ingresos espontaneos,2023-01-01,5,60,5,60,65
CORIPATA,internaciones,ingresos espontaneos,2023-01-01,0,15,0,15,15
CORO CORO,internaciones,ingresos espontaneos,2023-01-01,0,1,0,1,1
COROICO,internaciones,ingresos espontaneos,2023-01-01,23,40,23,40,63
CORQUE,internaciones,ingresos espontaneos,2023-01-01,0,3,0,3,3
COTAGAITA,internaciones,ingresos espontaneos,2023-01-01,1,13,1,13,14
COTOCA,internaciones,ingresos espontaneos,2023-01-01,179,348,179,348,527
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2023-01-01,27,64,27,64,91
CUCHUMUELA (V. G. VILLARROEL),internaciones,ingresos espontaneos,2023-01-01,1,2,1,2,3
CUEVO,internaciones,ingresos espontaneos,2023-01-01,0,1,0,1,1
CULPINA,internaciones,ingresos espontaneos,2023-01-01,7,30,7,30,37
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2023-01-01,1,1,1,1,2
DESAGUADERO,internaciones,ingresos espontaneos,2023-01-01,0,6,0,6,6
EL ALTO,internaciones,ingresos espontaneos,2023-01-01,826,1714,826,1714,2540
EL PUENTE(STC),internaciones,ingresos espontaneos,2023-01-01,27,38,27,38,65
EL PUENTE(TJA),internaciones,ingresos espontaneos,2023-01-01,0,6,0,6,6
EL TORNO,internaciones,ingresos espontaneos,2023-01-01,102,182,102,182,284
EL VILLAR,internaciones,ingresos espontaneos,2023-01-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,ingresos espontaneos,2023-01-01,8,19,8,19,27
ENTRE RIOS CBBA,internaciones,ingresos espontaneos,2023-01-01,11,51,11,51,62
ESCOMA,internaciones,ingresos espontaneos,2023-01-01,4,19,4,19,23
EUCALIPTUS,internaciones,ingresos espontaneos,2023-01-01,0,2,0,2,2
EXALTACION,internaciones,ingresos espontaneos,2023-01-01,2,6,2,6,8
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2023-01-01,11,26,11,26,37
GAIOC JATUN AYLLU YURA,internaciones,ingresos espontaneos,2023-01-01,0,2,0,2,2
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2023-01-01,5,12,5,12,17
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2023-01-01,0,4,0,4,4
GUANAY,internaciones,ingresos espontaneos,2023-01-01,4,22,4,22,26
GUAYARAMERIN,internaciones,ingresos espontaneos,2023-01-01,53,65,53,65,118
GUTIERREZ,internaciones,ingresos espontaneos,2023-01-01,18,42,18,42,60
HUACARAJE,internaciones,ingresos espontaneos,2023-01-01,6,3,6,3,9
HUACARETA,internaciones,ingresos espontaneos,2023-01-01,3,16,3,16,19
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2023-01-01,0,4,0,4,4
HUANUNI,internaciones,ingresos espontaneos,2023-01-01,44,70,44,70,114
HUARINA,internaciones,ingresos espontaneos,2023-01-01,0,7,0,7,7
ICLA,internaciones,ingresos espontaneos,2023-01-01,1,7,1,7,8
INCAHUASI,internaciones,ingresos espontaneos,2023-01-01,0,4,0,4,4
INQUISIVI,internaciones,ingresos espontaneos,2023-01-01,0,6,0,6,6
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2023-01-01,5,11,5,11,16
IXIAMAS,internaciones,ingresos espontaneos,2023-01-01,4,16,4,16,20
JESUS DE MACHACA,internaciones,ingresos espontaneos,2023-01-01,0,6,0,6,6
LA ASUNTA,internaciones,ingresos espontaneos,2023-01-01,2,58,2,58,60
LA GUARDIA,internaciones,ingresos espontaneos,2023-01-01,115,165,115,165,280
LA PAZ,internaciones,ingresos espontaneos,2023-01-01,2916,4716,2916,4716,7632
LAGUNILLAS,internaciones,ingresos espontaneos,2023-01-01,1,5,1,5,6
LAJA,internaciones,ingresos espontaneos,2023-01-01,0,9,0,9,9
LAS CARRERAS,internaciones,ingresos espontaneos,2023-01-01,0,4,0,4,4
LICOMA PAMPA,internaciones,ingresos espontaneos,2023-01-01,0,2,0,2,2
LLALLAGUA,internaciones,ingresos espontaneos,2023-01-01,114,235,114,235,349
LORETO,internaciones,ingresos espontaneos,2023-01-01,1,3,1,3,4
LURIBAY,internaciones,ingresos espontaneos,2023-01-01,0,6,0,6,6
MACHARETI,internaciones,ingresos espontaneos,2023-01-01,4,11,4,11,15
MAGDALENA,internaciones,ingresos espontaneos,2023-01-01,29,49,29,49,78
MAIRANA,internaciones,ingresos espontaneos,2023-01-01,21,36,21,36,57
MAPIRI,internaciones,ingresos espontaneos,2023-01-01,2,41,2,41,43
MINEROS,internaciones,ingresos espontaneos,2023-01-01,6,19,6,19,25
MIZQUE,internaciones,ingresos espontaneos,2023-01-01,19,42,19,42,61
MOCOMOCO,internaciones,ingresos espontaneos,2023-01-01,1,3,1,3,4
MOJOCOYA,internaciones,ingresos espontaneos,2023-01-01,0,5,0,5,5
MONTEAGUDO,internaciones,ingresos espontaneos,2023-01-01,63,129,63,129,192
MONTERO,internaciones,ingresos espontaneos,2023-01-01,415,577,415,577,992
MORO MORO,internaciones,ingresos espontaneos,2023-01-01,0,2,0,2,2
MOROCHATA,internaciones,ingresos espontaneos,2023-01-01,0,2,0,2,2
OCURI,internaciones,ingresos espontaneos,2023-01-01,0,5,0,5,5
OKINAWA,internaciones,ingresos espontaneos,2023-01-01,0,3,0,3,3
OMEREQUE,internaciones,ingresos espontaneos,2023-01-01,7,11,7,11,18
ORURO,internaciones,ingresos espontaneos,2023-01-01,761,1381,761,1381,2142
PADILLA,internaciones,ingresos espontaneos,2023-01-01,15,36,15,36,51
PAILON,internaciones,ingresos espontaneos,2023-01-01,39,77,39,77,116
PALCA,internaciones,ingresos espontaneos,2023-01-01,2,4,2,4,6
PALOS BLANCOS,internaciones,ingresos espontaneos,2023-01-01,7,39,7,39,46
PAMPA GRANDE,internaciones,ingresos espontaneos,2023-01-01,0,5,0,5,5
PASORAPA,internaciones,ingresos espontaneos,2023-01-01,0,1,0,1,1
PATACAMAYA,internaciones,ingresos espontaneos,2023-01-01,1,32,1,32,33
PELECHUCO,internaciones,ingresos espontaneos,2023-01-01,0,1,0,1,1
POCOATA,internaciones,ingresos espontaneos,2023-01-01,0,13,0,13,13
POCONA,internaciones,ingresos espontaneos,2023-01-01,0,8,0,8,8
POJO (CBBA),internaciones,ingresos espontaneos,2023-01-01,1,15,1,15,16
POOPO,internaciones,ingresos espontaneos,2023-01-01,0,1,0,1,1
PORCO,internaciones,ingresos espontaneos,2023-01-01,2,7,2,7,9
POROMA,internaciones,ingresos espontaneos,2023-01-01,0,3,0,3,3
PORONGO,internaciones,ingresos espontaneos,2023-01-01,26,52,26,52,78
PORTACHUELO,internaciones,ingresos espontaneos,2023-01-01,61,109,61,109,170
PORVENIR,internaciones,ingresos espontaneos,2023-01-01,0,4,0,4,4
POTOSI,internaciones,ingresos espontaneos,2023-01-01,830,1146,830,1146,1976
PRESTO,internaciones,ingresos espontaneos,2023-01-01,4,14,4,14,18
PUCARA,internaciones,ingresos espontaneos,2023-01-01,0,1,0,1,1
PUCARANI,internaciones,ingresos espontaneos,2023-01-01,3,14,3,14,17
PUERTO GONZALO MORENO,internaciones,ingresos espontaneos,2023-01-01,0,1,0,1,1
PUERTO PEREZ,internaciones,ingresos espontaneos,2023-01-01,0,1,0,1,1
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2023-01-01,16,26,16,26,42
PUERTO RICO,internaciones,ingresos espontaneos,2023-01-01,6,8,6,8,14
PUERTO SUAREZ,internaciones,ingresos espontaneos,2023-01-01,62,85,62,85,147
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2023-01-01,95,173,95,173,268
PUNA,internaciones,ingresos espontaneos,2023-01-01,0,6,0,6,6
PUNATA,internaciones,ingresos espontaneos,2023-01-01,98,228,98,228,326
QUIABAYA,internaciones,ingresos espontaneos,2023-01-01,0,1,0,1,1
QUILLACOLLO,internaciones,ingresos espontaneos,2023-01-01,117,335,117,335,452
QUIME,internaciones,ingresos espontaneos,2023-01-01,0,2,0,2,2
QUIRUSILLAS,internaciones,ingresos espontaneos,2023-01-01,0,1,0,1,1
RAQAYPAMPA(ETA),internaciones,ingresos espontaneos,2023-01-01,1,4,1,4,5
RAVELO,internaciones,ingresos espontaneos,2023-01-01,0,5,0,5,5
REYES,internaciones,ingresos espontaneos,2023-01-01,8,31,8,31,39
RIBERALTA,internaciones,ingresos espontaneos,2023-01-01,192,444,192,444,636
ROBORE,internaciones,ingresos espontaneos,2023-01-01,27,81,27,81,108
RURRENABAQUE,internaciones,ingresos espontaneos,2023-01-01,41,77,41,77,118
SABAYA,internaciones,ingresos espontaneos,2023-01-01,3,8,3,8,11
SACABA,internaciones,ingresos espontaneos,2023-01-01,215,665,215,665,880
SACABAMBA,internaciones,ingresos espontaneos,2023-01-01,1,4,1,4,5
SACACA,internaciones,ingresos espontaneos,2023-01-01,0,10,0,10,10
SAIPINA,internaciones,ingresos espontaneos,2023-01-01,1,6,1,6,7
SALINAS DE GARCI MENDOZA,internaciones,ingresos espontaneos,2023-01-01,0,5,0,5,5
SAMAIPATA,internaciones,ingresos espontaneos,2023-01-01,3,9,3,9,12
SAN ANDRES,internaciones,ingresos espontaneos,2023-01-01,14,12,14,12,26
SAN ANTONIO DE LOMERIO,internaciones,ingresos espontaneos,2023-01-01,12,3,12,3,15
SAN BENITO,internaciones,ingresos espontaneos,2023-01-01,0,3,0,3,3
SAN BORJA,internaciones,ingresos espontaneos,2023-01-01,95,211,95,211,306
SAN BUENA VENTURA,internaciones,ingresos espontaneos,2023-01-01,13,32,13,32,45
SAN IGNACIO,internaciones,ingresos espontaneos,2023-01-01,26,71,26,71,97
SAN IGNACIO DE VELASCO,internaciones,ingresos espontaneos,2023-01-01,128,273,128,273,401
SAN JAVIER(BNI),internaciones,ingresos espontaneos,2023-01-01,5,2,5,2,7
SAN JAVIER(STC),internaciones,ingresos espontaneos,2023-01-01,9,48,9,48,57
SAN JOAQUIN,internaciones,ingresos espontaneos,2023-01-01,2,0,2,0,2
SAN JOSE DE CHIQUITOS,internaciones,ingresos espontaneos,2023-01-01,64,163,64,163,227
SAN JUAN DE YAPACANI,internaciones,ingresos espontaneos,2023-01-01,3,5,3,5,8
SAN JULIAN,internaciones,ingresos espontaneos,2023-01-01,211,206,211,206,417
SAN LORENZO(TJA),internaciones,ingresos espontaneos,2023-01-01,0,1,0,1,1
SAN LUCAS,internaciones,ingresos espontaneos,2023-01-01,3,35,3,35,38
SAN MATIAS,internaciones,ingresos espontaneos,2023-01-01,23,60,23,60,83
SAN MIGUEL DE VELASCO,internaciones,ingresos espontaneos,2023-01-01,6,27,6,27,33
SAN PEDRO,internaciones,ingresos espontaneos,2023-01-01,58,70,58,70,128
SAN PEDRO DE BUENA VISTA,internaciones,ingresos espontaneos,2023-01-01,0,9,0,9,9
SAN PEDRO DE MACHA,internaciones,ingresos espontaneos,2023-01-01,0,11,0,11,11
SAN RAFAEL,internaciones,ingresos espontaneos,2023-01-01,4,12,4,12,16
SAN RAMON BENI,internaciones,ingresos espontaneos,2023-01-01,0,15,0,15,15
SAN RAMON SCZ,internaciones,ingresos espontaneos,2023-01-01,8,31,8,31,39
SANTA ANA,internaciones,ingresos espontaneos,2023-01-01,20,77,20,77,97
SANTA CRUZ DE LA SIERRA,internaciones,ingresos espontaneos,2023-01-01,3792,7153,3792,7153,10945
SANTA ROSA,internaciones,ingresos espontaneos,2023-01-01,11,33,11,33,44
SANTA ROSA DEL SARA,internaciones,ingresos espontaneos,2023-01-01,26,51,26,51,77
SANTIAGO DE CALLAPA,internaciones,ingresos espontaneos,2023-01-01,0,1,0,1,1
SANTIAGO DE HUARI,internaciones,ingresos espontaneos,2023-01-01,0,2,0,2,2
SANTIAGO DE HUATA,internaciones,ingresos espontaneos,2023-01-01,0,2,0,2,2
SANTIAGO DE MACHACA,internaciones,ingresos espontaneos,2023-01-01,0,1,0,1,1
SANTIVAÑES,internaciones,ingresos espontaneos,2023-01-01,1,5,1,5,6
SAPAHAQUI,internaciones,ingresos espontaneos,2023-01-01,0,2,0,2,2
SENA,internaciones,ingresos espontaneos,2023-01-01,0,3,0,3,3
SHINAOTA,internaciones,ingresos espontaneos,2023-01-01,14,70,14,70,84
SICA SICA (VILLA AROMA),internaciones,ingresos espontaneos,2023-01-01,0,12,0,12,12
SICAYA,internaciones,ingresos espontaneos,2023-01-01,0,2,0,2,2
SIPE SIPE,internaciones,ingresos espontaneos,2023-01-01,0,44,0,44,44
SOPACHUY,internaciones,ingresos espontaneos,2023-01-01,5,10,5,10,15
SORATA,internaciones,ingresos espontaneos,2023-01-01,0,10,0,10,10
SUCRE,internaciones,ingresos espontaneos,2023-01-01,888,1692,888,1692,2580
TACACOMA,internaciones,ingresos espontaneos,2023-01-01,0,2,0,2,2
TACOPAYA,internaciones,ingresos espontaneos,2023-01-01,2,6,2,6,8
TAHUA,internaciones,ingresos espontaneos,2023-01-01,0,2,0,2,2
TARABUCO,internaciones,ingresos espontaneos,2023-01-01,29,48,29,48,77
TARACO,internaciones,ingresos espontaneos,2023-01-01,0,2,0,2,2
TARATA,internaciones,ingresos espontaneos,2023-01-01,0,7,0,7,7
TARIJA,internaciones,ingresos espontaneos,2023-01-01,721,1214,721,1214,1935
TARVITA,internaciones,ingresos espontaneos,2023-01-01,2,16,2,16,18
TEOPONTE,internaciones,ingresos espontaneos,2023-01-01,0,6,0,6,6
TIAHUANACU,internaciones,ingresos espontaneos,2023-01-01,0,13,0,13,13
TINGUIPAYA,internaciones,ingresos espontaneos,2023-01-01,0,2,0,2,2
TIPUANI,internaciones,ingresos espontaneos,2023-01-01,5,8,5,8,13
TIQUIPAYA,internaciones,ingresos espontaneos,2023-01-01,42,171,42,171,213
TIRAQUE (CBBA),internaciones,ingresos espontaneos,2023-01-01,0,10,0,10,10
TOCO,internaciones,ingresos espontaneos,2023-01-01,0,1,0,1,1
TOLATA,internaciones,ingresos espontaneos,2023-01-01,0,2,0,2,2
TOMAVE,internaciones,ingresos espontaneos,2023-01-01,0,2,0,2,2
TOMINA,internaciones,ingresos espontaneos,2023-01-01,0,5,0,5,5
TORO TORO,internaciones,ingresos espontaneos,2023-01-01,0,7,0,7,7
TOTORA(CBBA),internaciones,ingresos espontaneos,2023-01-01,1,30,1,30,31
TOTORA(ORR),internaciones,ingresos espontaneos,2023-01-01,0,3,0,3,3
TRIGAL,internaciones,ingresos espontaneos,2023-01-01,1,2,1,2,3
TRINIDAD,internaciones,ingresos espontaneos,2023-01-01,502,862,502,862,1364
TUPIZA,internaciones,ingresos espontaneos,2023-01-01,295,334,295,334,629
TURCO,internaciones,ingresos espontaneos,2023-01-01,0,3,0,3,3
UMALA,internaciones,ingresos espontaneos,2023-01-01,0,2,0,2,2
UNCIA,internaciones,ingresos espontaneos,2023-01-01,0,5,0,5,5
URUBICHA,internaciones,ingresos espontaneos,2023-01-01,19,33,19,33,52
UYUNI,internaciones,ingresos espontaneos,2023-01-01,41,142,41,142,183
VACAS,internaciones,ingresos espontaneos,2023-01-01,0,6,0,6,6
VALLEGRANDE,internaciones,ingresos espontaneos,2023-01-01,60,123,60,123,183
VIACHA,internaciones,ingresos espontaneos,2023-01-01,28,96,28,96,124
VILA VILA,internaciones,ingresos espontaneos,2023-01-01,0,2,0,2,2
VILLA CHARCAS,internaciones,ingresos espontaneos,2023-01-01,0,13,0,13,13
VILLA MONTES,internaciones,ingresos espontaneos,2023-01-01,47,163,47,163,210
VILLA RIVERO,internaciones,ingresos espontaneos,2023-01-01,0,4,0,4,4
VILLA SERRANO,internaciones,ingresos espontaneos,2023-01-01,0,3,0,3,3
VILLA TUNARI,internaciones,ingresos espontaneos,2023-01-01,75,171,75,171,246
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos espontaneos,2023-01-01,0,4,0,4,4
VILLAZON,internaciones,ingresos espontaneos,2023-01-01,48,116,48,116,164
VINTO,internaciones,ingresos espontaneos,2023-01-01,43,119,43,119,162
VITICHI,internaciones,ingresos espontaneos,2023-01-01,0,2,0,2,2
WALDO BALLIVIAN,internaciones,ingresos espontaneos,2023-01-01,0,1,0,1,1
WARNES,internaciones,ingresos espontaneos,2023-01-01,63,67,63,67,130
YACUIBA,internaciones,ingresos espontaneos,2023-01-01,169,339,169,339,508
YAMPARAEZ,internaciones,ingresos espontaneos,2023-01-01,0,8,0,8,8
YAPACANI,internaciones,ingresos espontaneos,2023-01-01,98,210,98,210,308
YOTALA,internaciones,ingresos espontaneos,2023-01-01,1,0,1,0,1
ZUDAÑEZ,internaciones,ingresos espontaneos,2023-01-01,2,7,2,7,9
ACACIO,internaciones,ingresos espontaneos,2023-02-01,0,1,0,1,1
ACHACACHI,internaciones,ingresos espontaneos,2023-02-01,8,39,8,39,47
ACHOCALLA,internaciones,ingresos espontaneos,2023-02-01,0,12,0,12,12
AIQUILE,internaciones,ingresos espontaneos,2023-02-01,18,44,18,44,62
ALCALA,internaciones,ingresos espontaneos,2023-02-01,0,3,0,3,3
ALTO BENI,internaciones,ingresos espontaneos,2023-02-01,3,7,3,7,10
ANCORAIMES,internaciones,ingresos espontaneos,2023-02-01,0,1,0,1,1
ANDAMARCA,internaciones,ingresos espontaneos,2023-02-01,0,1,0,1,1
ANZALDO,internaciones,ingresos espontaneos,2023-02-01,8,7,8,7,15
APOLO,internaciones,ingresos espontaneos,2023-02-01,1,11,1,11,12
ARAMPAMPA,internaciones,ingresos espontaneos,2023-02-01,0,1,0,1,1
ARANI,internaciones,ingresos espontaneos,2023-02-01,0,5,0,5,5
ARBIETO,internaciones,ingresos espontaneos,2023-02-01,0,3,0,3,3
ARQUE,internaciones,ingresos espontaneos,2023-02-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2023-02-01,73,151,73,151,224
ATOCHA,internaciones,ingresos espontaneos,2023-02-01,36,32,36,32,68
AYATA,internaciones,ingresos espontaneos,2023-02-01,0,3,0,3,3
AYO AYO,internaciones,ingresos espontaneos,2023-02-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2023-02-01,3,17,3,17,20
AZURDUY,internaciones,ingresos espontaneos,2023-02-01,2,16,2,16,18
BATALLAS,internaciones,ingresos espontaneos,2023-02-01,0,6,0,6,6
BAURES,internaciones,ingresos espontaneos,2023-02-01,11,25,11,25,36
BELLA FLOR,internaciones,ingresos espontaneos,2023-02-01,0,2,0,2,2
BERMEJO,internaciones,ingresos espontaneos,2023-02-01,51,73,51,73,124
BETANZOS,internaciones,ingresos espontaneos,2023-02-01,0,19,0,19,19
BOLIVAR,internaciones,ingresos espontaneos,2023-02-01,0,1,0,1,1
BOYUIBE,internaciones,ingresos espontaneos,2023-02-01,14,23,14,23,37
BUENA VISTA,internaciones,ingresos espontaneos,2023-02-01,32,61,32,61,93
CABEZAS,internaciones,ingresos espontaneos,2023-02-01,22,35,22,35,57
CAIROMA,internaciones,ingresos espontaneos,2023-02-01,0,2,0,2,2
"CAIZA ""D""",internaciones,ingresos espontaneos,2023-02-01,0,5,0,5,5
CAJUATA,internaciones,ingresos espontaneos,2023-02-01,6,12,6,12,18
CALAMARCA,internaciones,ingresos espontaneos,2023-02-01,0,3,0,3,3
CAMARGO,internaciones,ingresos espontaneos,2023-02-01,26,38,26,38,64
CAMIRI,internaciones,ingresos espontaneos,2023-02-01,183,329,183,329,512
CAPINOTA,internaciones,ingresos espontaneos,2023-02-01,7,22,7,22,29
CAQUIAVIRI,internaciones,ingresos espontaneos,2023-02-01,0,1,0,1,1
CARACOLLO,internaciones,ingresos espontaneos,2023-02-01,0,7,0,7,7
CARANAVI,internaciones,ingresos espontaneos,2023-02-01,29,103,29,103,132
CARANGAS,internaciones,ingresos espontaneos,2023-02-01,0,1,0,1,1
CARAPARI,internaciones,ingresos espontaneos,2023-02-01,0,2,0,2,2
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2023-02-01,21,37,21,37,58
CHALLAPATA,internaciones,ingresos espontaneos,2023-02-01,37,88,37,88,125
CHAQUI,internaciones,ingresos espontaneos,2023-02-01,0,7,0,7,7
CHARAGUA,internaciones,ingresos espontaneos,2023-02-01,45,78,45,78,123
CHAYANTA,internaciones,ingresos espontaneos,2023-02-01,0,1,0,1,1
CHIMORE,internaciones,ingresos espontaneos,2023-02-01,10,63,10,63,73
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2023-02-01,15,33,15,33,48
CHUMA,internaciones,ingresos espontaneos,2023-02-01,2,4,2,4,6
CHUQUIHUTA AYLLU JUCUMANI,internaciones,ingresos espontaneos,2023-02-01,0,3,0,3,3
CKOCHAS,internaciones,ingresos espontaneos,2023-02-01,0,6,0,6,6
CLIZA,internaciones,ingresos espontaneos,2023-02-01,16,51,16,51,67
COBIJA,internaciones,ingresos espontaneos,2023-02-01,215,335,215,335,550
COCAPATA,internaciones,ingresos espontaneos,2023-02-01,3,12,3,12,15
COCHABAMBA,internaciones,ingresos espontaneos,2023-02-01,2457,4027,2457,4027,6484
COLCAPIRHUA,internaciones,ingresos espontaneos,2023-02-01,40,67,40,67,107
"COLCHA ""K""",internaciones,ingresos espontaneos,2023-02-01,0,3,0,3,3
COLLANA,internaciones,ingresos espontaneos,2023-02-01,0,1,0,1,1
COLOMI,internaciones,ingresos espontaneos,2023-02-01,0,20,0,20,20
COLPA BELGICA,internaciones,ingresos espontaneos,2023-02-01,25,23,25,23,48
COLQUECHACA,internaciones,ingresos espontaneos,2023-02-01,0,9,0,9,9
COLQUENCHA,internaciones,ingresos espontaneos,2023-02-01,0,5,0,5,5
COLQUIRI,internaciones,ingresos espontaneos,2023-02-01,14,8,14,8,22
COMARAPA,internaciones,ingresos espontaneos,2023-02-01,7,31,7,31,38
CONCEPCION,internaciones,ingresos espontaneos,2023-02-01,16,54,16,54,70
COPACABANA,internaciones,ingresos espontaneos,2023-02-01,0,2,0,2,2
CORIPATA,internaciones,ingresos espontaneos,2023-02-01,0,13,0,13,13
CORO CORO,internaciones,ingresos espontaneos,2023-02-01,0,2,0,2,2
COROICO,internaciones,ingresos espontaneos,2023-02-01,20,38,20,38,58
CORQUE,internaciones,ingresos espontaneos,2023-02-01,0,2,0,2,2
COTAGAITA,internaciones,ingresos espontaneos,2023-02-01,0,8,0,8,8
COTOCA,internaciones,ingresos espontaneos,2023-02-01,196,336,196,336,532
