,group,variable,month,FALLECIDOS A PARTIR DE LAS 48 HRS. CANTIDAD,FALLECIDOS A PARTIR DE LAS 48 HRS. CANTIDAD,TOTALES,TOTALES,TOTALES
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,51,59,51,59,110
LLALLAGUA,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,2,0,2,0,2
MAGDALENA,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,1,0,1,0,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,0,1,0,1,1
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,11,4,11,4,15
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,31,28,31,28,59
PALOS BLANCOS,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,0,1,0,1,1
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,16,14,16,14,30
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,0,1,0,1,1
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,0,2,0,2,2
QUILLACOLLO,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,1,1,1,1,2
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,4,3,4,3,7
ROBORE,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,1,0,1,0,1
RURRENABAQUE,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,0,1,0,1,1
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,1,3,1,3,4
SAN BUENA VENTURA,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,1,3,1,3,4
SAN LUCAS,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,1,0,1,0,1
SAN MATIAS,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,91,103,91,103,194
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,21,21,21,21,42
TARABUCO,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,0,0,0,0,0
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,23,21,23,21,44
TIQUIPAYA,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,2,0,2,0,2
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,15,18,15,18,33
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,0,1,0,1,1
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,6,3,6,3,9
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,0,1,0,1,1
WARNES,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,3,1,3,1,4
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,5,0,5,0,5
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2023-12-01,0,1,0,1,1
