,group,variable,month,CONTRAREFERIDOS CANTIDAD,CONTRAREFERIDOS CANTIDAD,TOTALES,TOTALES,TOTALES
CARMEN RIVERO TORREZ,internaciones,contrareferidos,2023-08-01,1,5,1,5,6
CHALLAPATA,internaciones,contrareferidos,2023-08-01,2,1,2,1,3
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2023-08-01,7,10,7,10,17
COBIJA,internaciones,contrareferidos,2023-08-01,92,180,92,180,272
COCHABAMBA,internaciones,contrareferidos,2023-08-01,236,923,236,923,1159
COLCAPIRHUA,internaciones,contrareferidos,2023-08-01,2,5,2,5,7
COROICO,internaciones,contrareferidos,2023-08-01,15,36,15,36,51
COTOCA,internaciones,contrareferidos,2023-08-01,83,102,83,102,185
EL ALTO,internaciones,contrareferidos,2023-08-01,301,752,301,752,1053
EL PUENTE(STC),internaciones,contrareferidos,2023-08-01,2,1,2,1,3
ESCOMA,internaciones,contrareferidos,2023-08-01,3,12,3,12,15
GUANAY,internaciones,contrareferidos,2023-08-01,0,1,0,1,1
GUAYARAMERIN,internaciones,contrareferidos,2023-08-01,47,106,47,106,153
HUANUNI,internaciones,contrareferidos,2023-08-01,9,25,9,25,34
LA PAZ,internaciones,contrareferidos,2023-08-01,177,847,177,847,1024
MAGDALENA,internaciones,contrareferidos,2023-08-01,2,3,2,3,5
MIZQUE,internaciones,contrareferidos,2023-08-01,1,0,1,0,1
MONTEAGUDO,internaciones,contrareferidos,2023-08-01,21,21,21,21,42
MONTERO,internaciones,contrareferidos,2023-08-01,162,427,162,427,589
ORURO,internaciones,contrareferidos,2023-08-01,141,527,141,527,668
PADILLA,internaciones,contrareferidos,2023-08-01,16,48,16,48,64
POTOSI,internaciones,contrareferidos,2023-08-01,277,575,277,575,852
PUERTO VILLARROEL,internaciones,contrareferidos,2023-08-01,113,203,113,203,316
PUNATA,internaciones,contrareferidos,2023-08-01,112,240,112,240,352
QUILLACOLLO,internaciones,contrareferidos,2023-08-01,0,163,0,163,163
RIBERALTA,internaciones,contrareferidos,2023-08-01,72,102,72,102,174
SACABA,internaciones,contrareferidos,2023-08-01,15,117,15,117,132
SAN BUENA VENTURA,internaciones,contrareferidos,2023-08-01,7,13,7,13,20
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2023-08-01,12,18,12,18,30
SAN JUAN DE YAPACANI,internaciones,contrareferidos,2023-08-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2023-08-01,464,2345,464,2345,2809
SANTA ROSA DEL SARA,internaciones,contrareferidos,2023-08-01,0,1,0,1,1
SHINAOTA,internaciones,contrareferidos,2023-08-01,1,3,1,3,4
SUCRE,internaciones,contrareferidos,2023-08-01,438,780,438,780,1218
TARABUCO,internaciones,contrareferidos,2023-08-01,24,44,24,44,68
TARIJA,internaciones,contrareferidos,2023-08-01,145,441,145,441,586
TRINIDAD,internaciones,contrareferidos,2023-08-01,118,317,118,317,435
VALLEGRANDE,internaciones,contrareferidos,2023-08-01,2,2,2,2,4
VILLA MONTES,internaciones,contrareferidos,2023-08-01,5,19,5,19,24
VILLA TUNARI,internaciones,contrareferidos,2023-08-01,52,123,52,123,175
VILLAZON,internaciones,contrareferidos,2023-08-01,3,4,3,4,7
WARNES,internaciones,contrareferidos,2023-08-01,59,172,59,172,231
YACUIBA,internaciones,contrareferidos,2023-08-01,153,265,153,265,418
ACHACACHI,internaciones,contrareferidos,2023-09-01,0,4,0,4,4
AIQUILE,internaciones,contrareferidos,2023-09-01,12,8,12,8,20
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2023-09-01,14,24,14,24,38
BERMEJO,internaciones,contrareferidos,2023-09-01,60,84,60,84,144
CAMARGO,internaciones,contrareferidos,2023-09-01,15,38,15,38,53
CAMIRI,internaciones,contrareferidos,2023-09-01,0,84,0,84,84
CARANAVI,internaciones,contrareferidos,2023-09-01,26,77,26,77,103
CHALLAPATA,internaciones,contrareferidos,2023-09-01,2,12,2,12,14
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2023-09-01,9,24,9,24,33
COBIJA,internaciones,contrareferidos,2023-09-01,89,151,89,151,240
COCHABAMBA,internaciones,contrareferidos,2023-09-01,207,883,207,883,1090
COLCAPIRHUA,internaciones,contrareferidos,2023-09-01,3,0,3,0,3
COROICO,internaciones,contrareferidos,2023-09-01,19,33,19,33,52
COTOCA,internaciones,contrareferidos,2023-09-01,68,154,68,154,222
EL ALTO,internaciones,contrareferidos,2023-09-01,312,766,312,766,1078
ESCOMA,internaciones,contrareferidos,2023-09-01,2,4,2,4,6
GUAYARAMERIN,internaciones,contrareferidos,2023-09-01,50,131,50,131,181
HUANUNI,internaciones,contrareferidos,2023-09-01,7,26,7,26,33
LA PAZ,internaciones,contrareferidos,2023-09-01,162,856,162,856,1018
MIZQUE,internaciones,contrareferidos,2023-09-01,2,1,2,1,3
MOCOMOCO,internaciones,contrareferidos,2023-09-01,1,0,1,0,1
MONTEAGUDO,internaciones,contrareferidos,2023-09-01,16,22,16,22,38
MONTERO,internaciones,contrareferidos,2023-09-01,136,361,136,361,497
ORURO,internaciones,contrareferidos,2023-09-01,141,591,141,591,732
PADILLA,internaciones,contrareferidos,2023-09-01,14,26,14,26,40
POTOSI,internaciones,contrareferidos,2023-09-01,260,610,260,610,870
PUERTO VILLARROEL,internaciones,contrareferidos,2023-09-01,111,224,111,224,335
PUNATA,internaciones,contrareferidos,2023-09-01,96,254,96,254,350
QUILLACOLLO,internaciones,contrareferidos,2023-09-01,1,157,1,157,158
RIBERALTA,internaciones,contrareferidos,2023-09-01,89,358,89,358,447
SACABA,internaciones,contrareferidos,2023-09-01,6,103,6,103,109
SAN BUENA VENTURA,internaciones,contrareferidos,2023-09-01,6,18,6,18,24
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2023-09-01,11,8,11,8,19
SAN JOAQUIN,internaciones,contrareferidos,2023-09-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2023-09-01,451,2195,451,2195,2646
SHINAOTA,internaciones,contrareferidos,2023-09-01,1,0,1,0,1
SUCRE,internaciones,contrareferidos,2023-09-01,438,801,438,801,1239
TARABUCO,internaciones,contrareferidos,2023-09-01,26,39,26,39,65
TARIJA,internaciones,contrareferidos,2023-09-01,105,322,105,322,427
TRINIDAD,internaciones,contrareferidos,2023-09-01,132,342,132,342,474
VALLEGRANDE,internaciones,contrareferidos,2023-09-01,4,2,4,2,6
VILLA MONTES,internaciones,contrareferidos,2023-09-01,9,16,9,16,25
VILLA TUNARI,internaciones,contrareferidos,2023-09-01,36,89,36,89,125
VILLAZON,internaciones,contrareferidos,2023-09-01,3,9,3,9,12
WARNES,internaciones,contrareferidos,2023-09-01,11,34,11,34,45
YACUIBA,internaciones,contrareferidos,2023-09-01,137,254,137,254,391
ACHACACHI,internaciones,contrareferidos,2023-10-01,2,5,2,5,7
AIQUILE,internaciones,contrareferidos,2023-10-01,8,8,8,8,16
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2023-10-01,10,19,10,19,29
BERMEJO,internaciones,contrareferidos,2023-10-01,68,80,68,80,148
CAMARGO,internaciones,contrareferidos,2023-10-01,9,33,9,33,42
CAMIRI,internaciones,contrareferidos,2023-10-01,0,73,0,73,73
CARANAVI,internaciones,contrareferidos,2023-10-01,15,64,15,64,79
CARAPARI,internaciones,contrareferidos,2023-10-01,0,1,0,1,1
CHALLAPATA,internaciones,contrareferidos,2023-10-01,3,14,3,14,17
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2023-10-01,6,28,6,28,34
COBIJA,internaciones,contrareferidos,2023-10-01,129,179,129,179,308
COCHABAMBA,internaciones,contrareferidos,2023-10-01,258,799,258,799,1057
COLCAPIRHUA,internaciones,contrareferidos,2023-10-01,1,1,1,1,2
"COLCHA ""K""",internaciones,contrareferidos,2023-10-01,0,1,0,1,1
COROICO,internaciones,contrareferidos,2023-10-01,20,37,20,37,57
COTOCA,internaciones,contrareferidos,2023-10-01,48,115,48,115,163
EL ALTO,internaciones,contrareferidos,2023-10-01,300,801,300,801,1101
EL TORNO,internaciones,contrareferidos,2023-10-01,0,1,0,1,1
ESCOMA,internaciones,contrareferidos,2023-10-01,3,9,3,9,12
GUAYARAMERIN,internaciones,contrareferidos,2023-10-01,66,107,66,107,173
HUANUNI,internaciones,contrareferidos,2023-10-01,11,38,11,38,49
LA PAZ,internaciones,contrareferidos,2023-10-01,191,929,191,929,1120
MAIRANA,internaciones,contrareferidos,2023-10-01,1,1,1,1,2
MIZQUE,internaciones,contrareferidos,2023-10-01,4,4,4,4,8
MONTEAGUDO,internaciones,contrareferidos,2023-10-01,34,19,34,19,53
MONTERO,internaciones,contrareferidos,2023-10-01,150,370,150,370,520
ORURO,internaciones,contrareferidos,2023-10-01,159,557,159,557,716
PADILLA,internaciones,contrareferidos,2023-10-01,16,20,16,20,36
POTOSI,internaciones,contrareferidos,2023-10-01,248,638,248,638,886
PUERTO RICO,internaciones,contrareferidos,2023-10-01,1,0,1,0,1
PUERTO VILLARROEL,internaciones,contrareferidos,2023-10-01,91,225,91,225,316
PUNATA,internaciones,contrareferidos,2023-10-01,91,239,91,239,330
QUILLACOLLO,internaciones,contrareferidos,2023-10-01,5,181,5,181,186
RIBERALTA,internaciones,contrareferidos,2023-10-01,92,378,92,378,470
SACABA,internaciones,contrareferidos,2023-10-01,2,98,2,98,100
SAN BUENA VENTURA,internaciones,contrareferidos,2023-10-01,5,13,5,13,18
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2023-10-01,13,28,13,28,41
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2023-10-01,736,2357,736,2357,3093
SHINAOTA,internaciones,contrareferidos,2023-10-01,2,0,2,0,2
SUCRE,internaciones,contrareferidos,2023-10-01,432,889,432,889,1321
TARABUCO,internaciones,contrareferidos,2023-10-01,26,40,26,40,66
TARIJA,internaciones,contrareferidos,2023-10-01,109,380,109,380,489
TRINIDAD,internaciones,contrareferidos,2023-10-01,160,429,160,429,589
VALLEGRANDE,internaciones,contrareferidos,2023-10-01,2,4,2,4,6
VILLA MONTES,internaciones,contrareferidos,2023-10-01,2,2,2,2,4
VILLA TUNARI,internaciones,contrareferidos,2023-10-01,32,96,32,96,128
VILLAZON,internaciones,contrareferidos,2023-10-01,5,4,5,4,9
WARNES,internaciones,contrareferidos,2023-10-01,56,186,56,186,242
YACUIBA,internaciones,contrareferidos,2023-10-01,174,278,174,278,452
ACHACACHI,internaciones,contrareferidos,2023-11-01,1,3,1,3,4
AIQUILE,internaciones,contrareferidos,2023-11-01,1,7,1,7,8
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2023-11-01,12,14,12,14,26
BERMEJO,internaciones,contrareferidos,2023-11-01,55,90,55,90,145
CAMARGO,internaciones,contrareferidos,2023-11-01,12,42,12,42,54
CAMIRI,internaciones,contrareferidos,2023-11-01,0,63,0,63,63
CARANAVI,internaciones,contrareferidos,2023-11-01,17,52,17,52,69
CARMEN RIVERO TORREZ,internaciones,contrareferidos,2023-11-01,1,4,1,4,5
CHALLAPATA,internaciones,contrareferidos,2023-11-01,6,5,6,5,11
CHARAGUA,internaciones,contrareferidos,2023-11-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2023-11-01,10,21,10,21,31
CLIZA,internaciones,contrareferidos,2023-11-01,0,1,0,1,1
COBIJA,internaciones,contrareferidos,2023-11-01,106,176,106,176,282
COCHABAMBA,internaciones,contrareferidos,2023-11-01,247,788,247,788,1035
COLCAPIRHUA,internaciones,contrareferidos,2023-11-01,1,0,1,0,1
COMARAPA,internaciones,contrareferidos,2023-11-01,0,1,0,1,1
COROICO,internaciones,contrareferidos,2023-11-01,13,46,13,46,59
COTOCA,internaciones,contrareferidos,2023-11-01,36,127,36,127,163
EL ALTO,internaciones,contrareferidos,2023-11-01,310,726,310,726,1036
EL PUENTE(STC),internaciones,contrareferidos,2023-11-01,0,2,0,2,2
EL TORNO,internaciones,contrareferidos,2023-11-01,0,1,0,1,1
ESCOMA,internaciones,contrareferidos,2023-11-01,0,4,0,4,4
GUAYARAMERIN,internaciones,contrareferidos,2023-11-01,45,125,45,125,170
HUANUNI,internaciones,contrareferidos,2023-11-01,7,22,7,22,29
LA PAZ,internaciones,contrareferidos,2023-11-01,157,827,157,827,984
LAS CARRERAS,internaciones,contrareferidos,2023-11-01,1,0,1,0,1
MAGDALENA,internaciones,contrareferidos,2023-11-01,0,1,0,1,1
MONTEAGUDO,internaciones,contrareferidos,2023-11-01,16,23,16,23,39
MONTERO,internaciones,contrareferidos,2023-11-01,169,325,169,325,494
ORURO,internaciones,contrareferidos,2023-11-01,151,498,151,498,649
PADILLA,internaciones,contrareferidos,2023-11-01,11,28,11,28,39
POTOSI,internaciones,contrareferidos,2023-11-01,255,627,255,627,882
PUCARANI,internaciones,contrareferidos,2023-11-01,0,1,0,1,1
PUERTO QUIJARRO,internaciones,contrareferidos,2023-11-01,3,3,3,3,6
PUERTO VILLARROEL,internaciones,contrareferidos,2023-11-01,87,213,87,213,300
PUNATA,internaciones,contrareferidos,2023-11-01,107,240,107,240,347
QUILLACOLLO,internaciones,contrareferidos,2023-11-01,1,198,1,198,199
REYES,internaciones,contrareferidos,2023-11-01,0,1,0,1,1
RIBERALTA,internaciones,contrareferidos,2023-11-01,77,333,77,333,410
SACABA,internaciones,contrareferidos,2023-11-01,12,117,12,117,129
SAN BUENA VENTURA,internaciones,contrareferidos,2023-11-01,3,10,3,10,13
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2023-11-01,14,22,14,22,36
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2023-11-01,585,1999,585,1999,2584
SHINAOTA,internaciones,contrareferidos,2023-11-01,2,4,2,4,6
SUCRE,internaciones,contrareferidos,2023-11-01,396,853,396,853,1249
TARABUCO,internaciones,contrareferidos,2023-11-01,20,40,20,40,60
TARIJA,internaciones,contrareferidos,2023-11-01,138,369,138,369,507
TRINIDAD,internaciones,contrareferidos,2023-11-01,125,374,125,374,499
VALLEGRANDE,internaciones,contrareferidos,2023-11-01,2,1,2,1,3
VILLA MONTES,internaciones,contrareferidos,2023-11-01,1,3,1,3,4
VILLA TUNARI,internaciones,contrareferidos,2023-11-01,30,98,30,98,128
VILLAZON,internaciones,contrareferidos,2023-11-01,5,5,5,5,10
WARNES,internaciones,contrareferidos,2023-11-01,61,170,61,170,231
YACUIBA,internaciones,contrareferidos,2023-11-01,159,223,159,223,382
YAPACANI,internaciones,contrareferidos,2023-11-01,0,1,0,1,1
ACHACACHI,internaciones,contrareferidos,2023-12-01,0,2,0,2,2
AIQUILE,internaciones,contrareferidos,2023-12-01,1,1,1,1,2
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2023-12-01,4,13,4,13,17
BERMEJO,internaciones,contrareferidos,2023-12-01,74,99,74,99,173
CAMARGO,internaciones,contrareferidos,2023-12-01,14,27,14,27,41
CAMIRI,internaciones,contrareferidos,2023-12-01,2,77,2,77,79
CARANAVI,internaciones,contrareferidos,2023-12-01,17,71,17,71,88
CHALLAPATA,internaciones,contrareferidos,2023-12-01,0,12,0,12,12
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2023-12-01,6,22,6,22,28
COBIJA,internaciones,contrareferidos,2023-12-01,44,55,44,55,99
COCHABAMBA,internaciones,contrareferidos,2023-12-01,240,835,240,835,1075
COROICO,internaciones,contrareferidos,2023-12-01,14,31,14,31,45
COTOCA,internaciones,contrareferidos,2023-12-01,32,49,32,49,81
EL ALTO,internaciones,contrareferidos,2023-12-01,326,892,326,892,1218
ENTRE RIOS TRJ,internaciones,contrareferidos,2023-12-01,1,2,1,2,3
ESCOMA,internaciones,contrareferidos,2023-12-01,0,4,0,4,4
GUAYARAMERIN,internaciones,contrareferidos,2023-12-01,41,91,41,91,132
HUANUNI,internaciones,contrareferidos,2023-12-01,3,30,3,30,33
ICLA,internaciones,contrareferidos,2023-12-01,1,0,1,0,1
LA PAZ,internaciones,contrareferidos,2023-12-01,165,808,165,808,973
MAIRANA,internaciones,contrareferidos,2023-12-01,0,9,0,9,9
MIZQUE,internaciones,contrareferidos,2023-12-01,0,2,0,2,2
MONTEAGUDO,internaciones,contrareferidos,2023-12-01,16,24,16,24,40
MONTERO,internaciones,contrareferidos,2023-12-01,152,373,152,373,525
ORURO,internaciones,contrareferidos,2023-12-01,115,547,115,547,662
PADILLA,internaciones,contrareferidos,2023-12-01,8,18,8,18,26
POTOSI,internaciones,contrareferidos,2023-12-01,217,638,217,638,855
PUERTO VILLARROEL,internaciones,contrareferidos,2023-12-01,114,216,114,216,330
PUNATA,internaciones,contrareferidos,2023-12-01,109,249,109,249,358
QUILLACOLLO,internaciones,contrareferidos,2023-12-01,2,176,2,176,178
RIBERALTA,internaciones,contrareferidos,2023-12-01,92,378,92,378,470
SACABA,internaciones,contrareferidos,2023-12-01,6,114,6,114,120
SAN BUENA VENTURA,internaciones,contrareferidos,2023-12-01,7,7,7,7,14
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2023-12-01,8,18,8,18,26
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2023-12-01,426,2026,426,2026,2452
SHINAOTA,internaciones,contrareferidos,2023-12-01,1,1,1,1,2
SUCRE,internaciones,contrareferidos,2023-12-01,413,784,413,784,1197
TARABUCO,internaciones,contrareferidos,2023-12-01,15,35,15,35,50
TARIJA,internaciones,contrareferidos,2023-12-01,101,353,101,353,454
TRINIDAD,internaciones,contrareferidos,2023-12-01,126,151,126,151,277
TUPIZA,internaciones,contrareferidos,2023-12-01,46,127,46,127,173
UYUNI,internaciones,contrareferidos,2023-12-01,1,1,1,1,2
VALLEGRANDE,internaciones,contrareferidos,2023-12-01,0,3,0,3,3
VILLA MONTES,internaciones,contrareferidos,2023-12-01,2,5,2,5,7
VILLA TUNARI,internaciones,contrareferidos,2023-12-01,46,116,46,116,162
VILLAZON,internaciones,contrareferidos,2023-12-01,2,3,2,3,5
WARNES,internaciones,contrareferidos,2023-12-01,53,161,53,161,214
YACUIBA,internaciones,contrareferidos,2023-12-01,127,214,127,214,341
