,group,variable,month,FALLECIDOS ANTES DE LAS 48 HRS. CANTIDAD,FALLECIDOS ANTES DE LAS 48 HRS. CANTIDAD,TOTALES,TOTALES,TOTALES
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2023-01-01,37,41,37,41,78
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2023-01-01,9,8,9,8,17
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2023-01-01,20,12,20,12,32
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2023-01-01,8,6,8,6,14
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2023-01-01,2,1,2,1,3
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2023-01-01,0,1,0,1,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2023-01-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2023-01-01,1,2,1,2,3
VILLA SERRANO,internaciones,fallecidos antes de las 48 hrs.,2023-01-01,2,0,2,0,2
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2023-01-01,1,3,1,3,4
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,1,1,1,1,2
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,4,1,4,1,5
CAMARGO,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,2,0,2,0,2
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,0,1,0,1,1
CHARAGUA,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,1,2,1,2,3
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,2,2,2,2,4
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,33,28,33,28,61
COLCAPIRHUA,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,1,1,1,1,2
CULPINA,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,1,1,1,1,2
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,17,11,17,11,28
ENTRE RIOS CBBA,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,1,0,1,0,1
GUANAY,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,3,1,3,1,4
GUTIERREZ,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,0,1,0,1,1
LA GUARDIA,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,4,1,4,1,5
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,15,21,15,21,36
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,1,1,1,1,2
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,1,1,1,1,2
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,7,3,7,3,10
OCURI,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,0,1,0,1,1
ORURO,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,10,10,10,10,20
PALOS BLANCOS,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,1,0,1,0,1
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,1,1,1,1,2
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,3,6,3,6,9
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,3,1,3,1,4
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,0,5,0,5,5
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,1,1,1,1,2
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,9,2,9,2,11
ROBORE,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,0,1,0,1,1
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,0,1,0,1,1
SAN ANTONIO DE LOMERIO,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,1,1,1,1,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,3,3,3,3,6
SAN JULIAN,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,1,0,1,0,1
SAN MATIAS,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,40,27,40,27,67
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,8,13,8,13,21
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,20,6,20,6,26
TIQUIPAYA,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,1,1,1,1,2
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,10,5,10,5,15
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,1,0,1,0,1
UNCIA,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,1,0,1,0,1
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,1,0,1,0,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,1,1,1,1,2
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,1,1,1,1,2
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,4,4,4,4,8
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2023-02-01,1,1,1,1,2
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,0,0,0,0,0
APOLO,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,0,1,0,1,1
ARBIETO,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,7,5,7,5,12
CAMARGO,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,2,0,2,0,2
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,5,0,5,0,5
CARACOLLO,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,0,1,0,1,1
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,0,1,0,1,1
CARMEN RIVERO TORREZ,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,1,0,1,0,1
CHALLAPATA,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 hrs.,2023-03-01,0,1,0,1,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,1,2,1,2,3
COCAPATA,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,0,1,0,1,1
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,25,28,25,28,53
COLCAPIRHUA,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,16,13,16,13,29
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,1,1,1,1,2
ENTRE RIOS TRJ,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,1,0,1,0,1
ENTRE RIOS CBBA,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,5,0,5,0,5
HUACARETA,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,1,0,1,0,1
ICLA,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,1,0,1,0,1
LA GUARDIA,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,2,2,2,2,4
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,20,23,20,23,43
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,2,1,2,1,3
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,1,1,1,1,2
MINEROS,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,0,1,0,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,0,1,0,1,1
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,8,5,8,5,13
ORURO,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,11,12,11,12,23
PADILLA,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,1,0,1,0,1
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,0,1,0,1,1
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,12,5,12,5,17
PRESTO,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,0,1,0,1,1
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,2,0,2,0,2
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,0,1,0,1,1
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,3,1,3,1,4
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,7,2,7,2,9
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,1,0,1,0,1
SACABA,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,2,1,2,1,3
SAN IGNACIO,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,0,4,0,4,4
SAN MIGUEL DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,1,1,1,1,2
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,39,34,39,34,73
SANTA ROSA,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,0,1,0,1,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,8,7,8,7,15
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,0,2,0,2,2
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,11,12,11,12,23
TIQUIPAYA,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,0,1,0,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,6,9,6,9,15
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,3,2,3,2,5
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,1,0,1,0,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,0,1,0,1,1
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,4,5,4,5,9
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,3,0,3,0,3
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,2,0,2,0,2
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,8,9,8,9,17
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2023-03-01,1,0,1,0,1
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,1,0,1,0,1
BAURES,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,8,5,8,5,13
BOYUIBE,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,0,1,0,1,1
CAMARGO,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,3,1,3,1,4
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,5,1,5,1,6
CAPINOTA,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,0,1,0,1,1
CHALLAPATA,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,0,1,0,1,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,5,3,5,3,8
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,33,29,33,29,62
COLCAPIRHUA,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,1,1,1,1,2
COROICO,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,1,0,1,0,1
CULPINA,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,14,10,14,10,24
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,1,4,1,4,5
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,3,0,3,0,3
GUTIERREZ,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,0,1,0,1,1
HUACARAJE,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,1,0,1,0,1
HUANUNI,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 hrs.,2023-04-01,0,1,0,1,1
LA GUARDIA,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,6,1,6,1,7
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,20,23,20,23,43
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,1,0,1,0,1
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,0,3,0,3,3
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,2,1,2,1,3
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,5,2,5,2,7
ORURO,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,12,7,12,7,19
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,8,7,8,7,15
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,1,0,1,0,1
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,3,0,3,0,3
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,0,4,0,4,4
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,2,0,2,0,2
SACABA,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,6,4,6,4,10
SACABAMBA,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,0,1,0,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,2,3,2,3,5
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,1,0,1,0,1
SAN MIGUEL DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,1,0,1,0,1
SAN PEDRO,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,15,13,15,13,28
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,39,35,39,35,74
SANTA ROSA,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,3,0,3,0,3
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,12,19,12,19,31
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,15,17,15,17,32
TIQUIPAYA,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,0,1,0,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,5,2,5,2,7
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,2,0,2,0,2
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,1,1,1,1,2
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,2,1,2,1,3
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,0,0,0,0,0
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,3,1,3,1,4
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,6,6,6,6,12
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2023-04-01,1,2,1,2,3
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,1,0,1,0,1
AZURDUY,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,4,3,4,3,7
CAMARGO,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,4,0,4,0,4
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,7,2,7,2,9
COCAPATA,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,1,0,1,0,1
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,30,28,30,28,58
COLCAPIRHUA,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,1,1,1,1,2
COROICO,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,2,1,2,1,3
CULPINA,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,19,15,19,15,34
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,0,2,0,2,2
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,3,0,3,0,3
HUANUNI,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,38,33,38,33,71
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,2,2,2,2,4
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,1,0,1,0,1
MINEROS,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,16,37,16,37,53
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,16,7,16,7,23
ORURO,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,14,13,14,13,27
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,0,1,0,1,1
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,9,7,9,7,16
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,0,2,0,2,2
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,4,0,4,0,4
QUILLACOLLO,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,3,1,3,1,4
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,5,3,5,3,8
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,0,1,0,1,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,0,2,0,2,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,0,2,0,2,2
SAN RAMON BENI,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,37,33,37,33,70
SANTA ROSA,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,0,1,0,1,1
SOPACHUY,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,0,1,0,1,1
SORATA,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,0,1,0,1,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,11,9,11,9,20
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,0,1,0,1,1
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,17,19,17,19,36
TIQUIPAYA,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,2,0,2,0,2
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,9,9,9,9,18
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,2,0,2,0,2
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,1,2,1,2,3
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,1,2,1,2,3
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,0,1,0,1,1
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,1,2,1,2,3
VINTO,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2023-05-01,2,5,2,5,7
ACHOCALLA,internaciones,fallecidos antes de las 48 hrs.,2023-06-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2023-06-01,4,0,4,0,4
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2023-06-01,2,2,2,2,4
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2023-06-01,2,3,2,3,5
BOYUIBE,internaciones,fallecidos antes de las 48 hrs.,2023-06-01,1,0,1,0,1
CAMARGO,internaciones,fallecidos antes de las 48 hrs.,2023-06-01,1,1,1,1,2
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2023-06-01,1,1,1,1,2
CARMEN RIVERO TORREZ,internaciones,fallecidos antes de las 48 hrs.,2023-06-01,1,0,1,0,1
CHALLAPATA,internaciones,fallecidos antes de las 48 hrs.,2023-06-01,0,1,0,1,1
CHARAGUA,internaciones,fallecidos antes de las 48 hrs.,2023-06-01,1,1,1,1,2
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2023-06-01,3,0,3,0,3
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2023-06-01,28,30,28,30,58
COROICO,internaciones,fallecidos antes de las 48 hrs.,2023-06-01,2,1,2,1,3
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2023-06-01,16,8,16,8,24
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2023-06-01,1,1,1,1,2
GUANAY,internaciones,fallecidos antes de las 48 hrs.,2023-06-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2023-06-01,6,2,6,2,8
LA GUARDIA,internaciones,fallecidos antes de las 48 hrs.,2023-06-01,1,2,1,2,3
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2023-06-01,22,17,22,17,39
LLALLAGUA,internaciones,fallecidos antes de las 48 hrs.,2023-06-01,1,1,1,1,2
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2023-06-01,0,2,0,2,2
MAPIRI,internaciones,fallecidos antes de las 48 hrs.,2023-06-01,0,1,0,1,1
MINEROS,internaciones,fallecidos antes de las 48 hrs.,2023-06-01,1,0,1,0,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2023-06-01,1,1,1,1,2
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2023-06-01,3,3,3,3,6
ORURO,internaciones,fallecidos antes de las 48 hrs.,2023-06-01,10,15,10,15,25
