municipality,group,variable,month,Egresos,TOTAL
TIRAQUE (CBBA),internaciones,egresos,2009-04-01,216,216
TOCO,internaciones,egresos,2009-04-01,3,3
TOLATA,internaciones,egresos,2009-04-01,2,2
TOLEDO,internaciones,egresos,2009-04-01,8,8
TOMAVE,internaciones,egresos,2009-04-01,8,8
TOMINA,internaciones,egresos,2009-04-01,28,28
TORO TORO,internaciones,egresos,2009-04-01,2,2
TOTORA(CBBA),internaciones,egresos,2009-04-01,38,38
TOTORA(ORR),internaciones,egresos,2009-04-01,6,6
TRIGAL,internaciones,egresos,2009-04-01,2,2
TRINIDAD,internaciones,egresos,2009-04-01,1180,1180
TUPIZA,internaciones,egresos,2009-04-01,194,194
TURCO,internaciones,egresos,2009-04-01,3,3
UMALA,internaciones,egresos,2009-04-01,2,2
UNCIA,internaciones,egresos,2009-04-01,195,195
URUBICHA,internaciones,egresos,2009-04-01,22,22
UYUNI,internaciones,egresos,2009-04-01,83,83
VACAS,internaciones,egresos,2009-04-01,11,11
VALLEGRANDE,internaciones,egresos,2009-04-01,150,150
VIACHA,internaciones,egresos,2009-04-01,45,45
VILA VILA,internaciones,egresos,2009-04-01,1,1
VILLA MONTES,internaciones,egresos,2009-04-01,237,237
VILLA RIVERO,internaciones,egresos,2009-04-01,5,5
VILLA SERRANO,internaciones,egresos,2009-04-01,34,34
VILLA TUNARI,internaciones,egresos,2009-04-01,423,423
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2009-04-01,24,24
VILLAZON,internaciones,egresos,2009-04-01,142,142
VINTO,internaciones,egresos,2009-04-01,152,152
VITICHI,internaciones,egresos,2009-04-01,12,12
WARNES,internaciones,egresos,2009-04-01,117,117
YACUIBA,internaciones,egresos,2009-04-01,857,857
YAMPARAEZ,internaciones,egresos,2009-04-01,15,15
YANACACHI,internaciones,egresos,2009-04-01,3,3
YAPACANI,internaciones,egresos,2009-04-01,348,348
YOCALLA,internaciones,egresos,2009-04-01,1,1
YOTALA,internaciones,egresos,2009-04-01,25,25
ZUDAÑEZ,internaciones,egresos,2009-04-01,40,40
ACACIO,internaciones,egresos,2009-05-01,3,3
ACHACACHI,internaciones,egresos,2009-05-01,56,56
AIQUILE,internaciones,egresos,2009-05-01,137,137
ALCALA,internaciones,egresos,2009-05-01,2,2
ANCORAIMES,internaciones,egresos,2009-05-01,6,6
ANTEQUERA,internaciones,egresos,2009-05-01,5,5
ANZALDO,internaciones,egresos,2009-05-01,6,6
APOLO,internaciones,egresos,2009-05-01,27,27
ARANI,internaciones,egresos,2009-05-01,21,21
ARBIETO,internaciones,egresos,2009-05-01,11,11
ARQUE,internaciones,egresos,2009-05-01,4,4
ASCENCION DE GUARAYOS,internaciones,egresos,2009-05-01,184,184
ATOCHA,internaciones,egresos,2009-05-01,33,33
AYATA,internaciones,egresos,2009-05-01,3,3
AYO AYO,internaciones,egresos,2009-05-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2009-05-01,51,51
AZURDUY,internaciones,egresos,2009-05-01,12,12
BATALLAS,internaciones,egresos,2009-05-01,10,10
BAURES,internaciones,egresos,2009-05-01,18,18
BELEN DE ANDAMARCA,internaciones,egresos,2009-05-01,1,1
BERMEJO,internaciones,egresos,2009-05-01,285,285
BETANZOS,internaciones,egresos,2009-05-01,51,51
BOYUIBE,internaciones,egresos,2009-05-01,45,45
BUENA VISTA,internaciones,egresos,2009-05-01,40,40
CABEZAS,internaciones,egresos,2009-05-01,23,23
CAIROMA,internaciones,egresos,2009-05-01,5,5
"CAIZA ""D""",internaciones,egresos,2009-05-01,3,3
CAJUATA,internaciones,egresos,2009-05-01,18,18
CALAMARCA,internaciones,egresos,2009-05-01,3,3
CAMARGO,internaciones,egresos,2009-05-01,224,224
CAMATAQUI (C. VILLA ABECIA),internaciones,egresos,2009-05-01,8,8
CAMIRI,internaciones,egresos,2009-05-01,372,372
CAPINOTA,internaciones,egresos,2009-05-01,57,57
CAQUIAVIRI,internaciones,egresos,2009-05-01,2,2
CARACOLLO,internaciones,egresos,2009-05-01,30,30
CARANAVI,internaciones,egresos,2009-05-01,198,198
CARIPUYO,internaciones,egresos,2009-05-01,8,8
CARMEN RIVERO TORREZ,internaciones,egresos,2009-05-01,24,24
CHALLAPATA,internaciones,egresos,2009-05-01,98,98
CHAQUI,internaciones,egresos,2009-05-01,8,8
CHARAGUA,internaciones,egresos,2009-05-01,140,140
CHAYANTA,internaciones,egresos,2009-05-01,17,17
CHIMORE,internaciones,egresos,2009-05-01,4,4
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2009-05-01,75,75
CHUMA,internaciones,egresos,2009-05-01,5,5
CLIZA,internaciones,egresos,2009-05-01,53,53
COBIJA,internaciones,egresos,2009-05-01,444,444
COCHABAMBA,internaciones,egresos,2009-05-01,7202,7202
COLCAPIRHUA,internaciones,egresos,2009-05-01,153,153
COLLANA,internaciones,egresos,2009-05-01,3,3
COLOMI,internaciones,egresos,2009-05-01,28,28
COLPA BELGICA,internaciones,egresos,2009-05-01,16,16
COLQUECHACA,internaciones,egresos,2009-05-01,3,3
COLQUENCHA,internaciones,egresos,2009-05-01,4,4
COLQUIRI,internaciones,egresos,2009-05-01,19,19
COMARAPA,internaciones,egresos,2009-05-01,86,86
CONCEPCION,internaciones,egresos,2009-05-01,90,90
COPACABANA,internaciones,egresos,2009-05-01,17,17
CORIPATA,internaciones,egresos,2009-05-01,25,25
CORO CORO,internaciones,egresos,2009-05-01,9,9
COROICO,internaciones,egresos,2009-05-01,95,95
COTAGAITA,internaciones,egresos,2009-05-01,25,25
COTOCA,internaciones,egresos,2009-05-01,140,140
CUATRO CAÑADAS,internaciones,egresos,2009-05-01,84,84
CUEVO,internaciones,egresos,2009-05-01,9,9
CULPINA,internaciones,egresos,2009-05-01,38,38
CURAHUARA DE CARANGAS,internaciones,egresos,2009-05-01,28,28
DESAGUADERO,internaciones,egresos,2009-05-01,3,3
EL ALTO,internaciones,egresos,2009-05-01,2758,2758
EL CHORO,internaciones,egresos,2009-05-01,5,5
EL PUENTE(STC),internaciones,egresos,2009-05-01,27,27
EL TORNO,internaciones,egresos,2009-05-01,210,210
ENTRE RIOS,internaciones,egresos,2009-05-01,26,26
ENTRE RIOS,internaciones,egresos,2009-05-01,32,32
EUCALIPTUS,internaciones,egresos,2009-05-01,6,6
EXALTACION,internaciones,egresos,2009-05-01,4,4
FERNANDEZ ALONSO,internaciones,egresos,2009-05-01,56,56
FILADELFIA,internaciones,egresos,2009-05-01,6,6
GENERAL SAAVEDRA,internaciones,egresos,2009-05-01,12,12
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2009-05-01,7,7
GUANAY,internaciones,egresos,2009-05-01,24,24
GUAQUI,internaciones,egresos,2009-05-01,1,1
GUAYARAMERIN,internaciones,egresos,2009-05-01,511,511
GUTIERREZ,internaciones,egresos,2009-05-01,35,35
HUACARETA,internaciones,egresos,2009-05-01,3,3
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2009-05-01,3,3
HUACHACALLA,internaciones,egresos,2009-05-01,3,3
HUANUNI,internaciones,egresos,2009-05-01,77,77
HUARACAJE,internaciones,egresos,2009-05-01,9,9
ICLA,internaciones,egresos,2009-05-01,2,2
INCAHUASI,internaciones,egresos,2009-05-01,9,9
INQUISIVI,internaciones,egresos,2009-05-01,2,2
IRUPANA (VILLA DE LANZA),internaciones,egresos,2009-05-01,28,28
IXIAMAS,internaciones,egresos,2009-05-01,14,14
JESUS DE MACHACA,internaciones,egresos,2009-05-01,60,60
LA ASUNTA,internaciones,egresos,2009-05-01,69,69
LA GUARDIA,internaciones,egresos,2009-05-01,113,113
LA PAZ,internaciones,egresos,2009-05-01,7273,7273
LAGUNILLAS,internaciones,egresos,2009-05-01,20,20
LAJA,internaciones,egresos,2009-05-01,5,5
LICOMA PAMPA,internaciones,egresos,2009-05-01,2,2
LLALLAGUA,internaciones,egresos,2009-05-01,210,210
LURIBAY,internaciones,egresos,2009-05-01,3,3
MACHARETI,internaciones,egresos,2009-05-01,10,10
MAGDALENA,internaciones,egresos,2009-05-01,80,80
MAIRANA,internaciones,egresos,2009-05-01,43,43
MAPIRI,internaciones,egresos,2009-05-01,33,33
MINEROS,internaciones,egresos,2009-05-01,16,16
MIZQUE,internaciones,egresos,2009-05-01,38,38
MOCOMOCO,internaciones,egresos,2009-05-01,2,2
MOJOCOYA,internaciones,egresos,2009-05-01,10,10
MONTEAGUDO,internaciones,egresos,2009-05-01,153,153
MONTERO,internaciones,egresos,2009-05-01,677,677
MORO MORO,internaciones,egresos,2009-05-01,2,2
MOROCHATA,internaciones,egresos,2009-05-01,11,11
NACEBE (SANTA ROSA DEL ABUNA),internaciones,egresos,2009-05-01,1,1
OCURI,internaciones,egresos,2009-05-01,19,19
OKINAWA,internaciones,egresos,2009-05-01,14,14
OMEREQUE,internaciones,egresos,2009-05-01,9,9
ORURO,internaciones,egresos,2009-05-01,2236,2236
PADILLA,internaciones,egresos,2009-05-01,66,66
PAILON,internaciones,egresos,2009-05-01,61,61
PALCA,internaciones,egresos,2009-05-01,2,2
PALOS BLANCOS,internaciones,egresos,2009-05-01,75,75
PAMPA GRANDE,internaciones,egresos,2009-05-01,32,32
PAPEL PAMPA,internaciones,egresos,2009-05-01,1,1
PASORAPA,internaciones,egresos,2009-05-01,12,12
PATACAMAYA,internaciones,egresos,2009-05-01,81,81
PELECHUCO,internaciones,egresos,2009-05-01,1,1
POCONA,internaciones,egresos,2009-05-01,18,18
POJO (CBBA),internaciones,egresos,2009-05-01,19,19
POOPO,internaciones,egresos,2009-05-01,5,5
POROMA,internaciones,egresos,2009-05-01,24,24
PORONGO,internaciones,egresos,2009-05-01,16,16
PORTACHUELO,internaciones,egresos,2009-05-01,189,189
PORVENIR,internaciones,egresos,2009-05-01,6,6
POSTRER VALLE,internaciones,egresos,2009-05-01,2,2
POTOSI,internaciones,egresos,2009-05-01,1593,1593
PRESTO,internaciones,egresos,2009-05-01,16,16
PUCARA,internaciones,egresos,2009-05-01,2,2
PUCARANI,internaciones,egresos,2009-05-01,5,5
PUERTO ACOSTA,internaciones,egresos,2009-05-01,53,53
PUERTO CARABUCO,internaciones,egresos,2009-05-01,3,3
PUERTO GONZALO MORENO,internaciones,egresos,2009-05-01,2,2
PUERTO PEREZ,internaciones,egresos,2009-05-01,1,1
PUERTO QUIJARRO,internaciones,egresos,2009-05-01,42,42
PUERTO RICO,internaciones,egresos,2009-05-01,32,32
PUERTO SILES,internaciones,egresos,2009-05-01,2,2
PUERTO SUAREZ,internaciones,egresos,2009-05-01,105,105
PUERTO VILLARROEL,internaciones,egresos,2009-05-01,253,253
PUNA,internaciones,egresos,2009-05-01,17,17
PUNATA,internaciones,egresos,2009-05-01,259,259
QUILLACOLLO,internaciones,egresos,2009-05-01,261,261
QUIME,internaciones,egresos,2009-05-01,8,8
QUIRUSILLAS,internaciones,egresos,2009-05-01,2,2
RAVELO,internaciones,egresos,2009-05-01,8,8
REYES,internaciones,egresos,2009-05-01,22,22
RIBERALTA,internaciones,egresos,2009-05-01,725,725
ROBORE,internaciones,egresos,2009-05-01,112,112
RURRENABAQUE,internaciones,egresos,2009-05-01,134,134
SACABA,internaciones,egresos,2009-05-01,451,451
SACABAMBA,internaciones,egresos,2009-05-01,9,9
SACACA,internaciones,egresos,2009-05-01,29,29
SAIPINA,internaciones,egresos,2009-05-01,21,21
SAMAIPATA,internaciones,egresos,2009-05-01,25,25
SAN ANDRES,internaciones,egresos,2009-05-01,4,4
SAN ANDRES DE MACHACA,internaciones,egresos,2009-05-01,1,1
SAN ANTONIO DE LOMERIO,internaciones,egresos,2009-05-01,11,11
SAN BENITO,internaciones,egresos,2009-05-01,12,12
SAN BORJA,internaciones,egresos,2009-05-01,160,160
SAN BUENA VENTURA,internaciones,egresos,2009-05-01,58,58
SAN CARLOS,internaciones,egresos,2009-05-01,134,134
SAN IGNACIO,internaciones,egresos,2009-05-01,72,72
SAN IGNACIO DE VELASCO,internaciones,egresos,2009-05-01,487,487
SAN JAVIER(BNI),internaciones,egresos,2009-05-01,1,1
SAN JAVIER(STC),internaciones,egresos,2009-05-01,85,85
SAN JOAQUIN,internaciones,egresos,2009-05-01,52,52
SAN JOSE DE CHIQUITOS,internaciones,egresos,2009-05-01,169,169
SAN JUAN DE YAPACANI,internaciones,egresos,2009-05-01,121,121
SAN JULIAN,internaciones,egresos,2009-05-01,120,120
SAN LORENZO(PND),internaciones,egresos,2009-05-01,10,10
SAN LORENZO(TJA),internaciones,egresos,2009-05-01,15,15
SAN LUCAS,internaciones,egresos,2009-05-01,33,33
SAN MATIAS,internaciones,egresos,2009-05-01,97,97
SAN MIGUEL DE VELASCO,internaciones,egresos,2009-05-01,63,63
SAN PEDRO,internaciones,egresos,2009-05-01,8,8
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2009-05-01,21,21
SAN RAFAEL,internaciones,egresos,2009-05-01,33,33
SAN RAMON,internaciones,egresos,2009-05-01,31,31
SAN RAMON,internaciones,egresos,2009-05-01,23,23
SANTA ANA,internaciones,egresos,2009-05-01,122,122
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2009-05-01,9530,9530
SANTA ROSA,internaciones,egresos,2009-05-01,105,105
SANTA ROSA DEL SARA,internaciones,egresos,2009-05-01,95,95
SANTIAGO DE CALLAPA,internaciones,egresos,2009-05-01,2,2
SANTIVAÑES,internaciones,egresos,2009-05-01,2,2
SAPAHAQUI,internaciones,egresos,2009-05-01,4,4
SENA,internaciones,egresos,2009-05-01,14,14
SICA SICA (VILLA AROMA),internaciones,egresos,2009-05-01,18,18
SICAYA,internaciones,egresos,2009-05-01,5,5
SIPE SIPE,internaciones,egresos,2009-05-01,26,26
SOPACHUY,internaciones,egresos,2009-05-01,33,33
SORACACHI,internaciones,egresos,2009-05-01,3,3
SORATA,internaciones,egresos,2009-05-01,39,39
SUCRE,internaciones,egresos,2009-05-01,3116,3116
TACACHI,internaciones,egresos,2009-05-01,1,1
TACACOMA,internaciones,egresos,2009-05-01,2,2
TACOPAYA,internaciones,egresos,2009-05-01,1,1
TAPACARI,internaciones,egresos,2009-05-01,17,17
TARABUCO,internaciones,egresos,2009-05-01,88,88
TARACO,internaciones,egresos,2009-05-01,5,5
TARATA,internaciones,egresos,2009-05-01,5,5
TARIJA,internaciones,egresos,2009-05-01,1772,1772
TARVITA,internaciones,egresos,2009-05-01,51,51
TEOPONTE,internaciones,egresos,2009-05-01,16,16
TIAWANACU,internaciones,egresos,2009-05-01,14,14
TIPUANI,internaciones,egresos,2009-05-01,37,37
TIQUIPAYA,internaciones,egresos,2009-05-01,105,105
TIRAQUE (CBBA),internaciones,egresos,2009-05-01,167,167
TOLEDO,internaciones,egresos,2009-05-01,8,8
TOMAVE,internaciones,egresos,2009-05-01,2,2
TOMINA,internaciones,egresos,2009-05-01,18,18
TORO TORO,internaciones,egresos,2009-05-01,4,4
TOTORA(CBBA),internaciones,egresos,2009-05-01,25,25
TOTORA(ORR),internaciones,egresos,2009-05-01,1,1
TRINIDAD,internaciones,egresos,2009-05-01,1218,1218
TUPIZA,internaciones,egresos,2009-05-01,239,239
TURCO,internaciones,egresos,2009-05-01,5,5
UMALA,internaciones,egresos,2009-05-01,2,2
UNCIA,internaciones,egresos,2009-05-01,70,70
URUBICHA,internaciones,egresos,2009-05-01,29,29
UYUNI,internaciones,egresos,2009-05-01,76,76
VACAS,internaciones,egresos,2009-05-01,12,12
VALLEGRANDE,internaciones,egresos,2009-05-01,141,141
VIACHA,internaciones,egresos,2009-05-01,87,87
VILA VILA,internaciones,egresos,2009-05-01,1,1
VILLA MONTES,internaciones,egresos,2009-05-01,276,276
VILLA RIVERO,internaciones,egresos,2009-05-01,6,6
VILLA TUNARI,internaciones,egresos,2009-05-01,378,378
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2009-05-01,19,19
VILLAZON,internaciones,egresos,2009-05-01,179,179
VINTO,internaciones,egresos,2009-05-01,173,173
VITICHI,internaciones,egresos,2009-05-01,7,7
WARNES,internaciones,egresos,2009-05-01,350,350
YACO,internaciones,egresos,2009-05-01,1,1
YACUIBA,internaciones,egresos,2009-05-01,751,751
YAMPARAEZ,internaciones,egresos,2009-05-01,9,9
YANACACHI,internaciones,egresos,2009-05-01,2,2
YAPACANI,internaciones,egresos,2009-05-01,387,387
YOCALLA,internaciones,egresos,2009-05-01,1,1
YOTALA,internaciones,egresos,2009-05-01,90,90
ZUDAÑEZ,internaciones,egresos,2009-05-01,28,28
ACHACACHI,internaciones,egresos,2009-06-01,49,49
ACHOCALLA,internaciones,egresos,2009-06-01,3,3
AIQUILE,internaciones,egresos,2009-06-01,120,120
ALALAY,internaciones,egresos,2009-06-01,2,2
ALCALA,internaciones,egresos,2009-06-01,2,2
ANCORAIMES,internaciones,egresos,2009-06-01,4,4
ANDAMARCA,internaciones,egresos,2009-06-01,1,1
ANZALDO,internaciones,egresos,2009-06-01,3,3
APOLO,internaciones,egresos,2009-06-01,31,31
ARAMPAMPA,internaciones,egresos,2009-06-01,6,6
ARANI,internaciones,egresos,2009-06-01,20,20
ARBIETO,internaciones,egresos,2009-06-01,8,8
ARQUE,internaciones,egresos,2009-06-01,1,1
ASCENCION DE GUARAYOS,internaciones,egresos,2009-06-01,167,167
ATOCHA,internaciones,egresos,2009-06-01,47,47
AYATA,internaciones,egresos,2009-06-01,2,2
AYO AYO,internaciones,egresos,2009-06-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2009-06-01,43,43
AZURDUY,internaciones,egresos,2009-06-01,33,33
BATALLAS,internaciones,egresos,2009-06-01,7,7
BAURES,internaciones,egresos,2009-06-01,20,20
BERMEJO,internaciones,egresos,2009-06-01,244,244
BETANZOS,internaciones,egresos,2009-06-01,52,52
BOYUIBE,internaciones,egresos,2009-06-01,34,34
BUENA VISTA,internaciones,egresos,2009-06-01,15,15
CABEZAS,internaciones,egresos,2009-06-01,20,20
CAIROMA,internaciones,egresos,2009-06-01,5,5
"CAIZA ""D""",internaciones,egresos,2009-06-01,2,2
CAJUATA,internaciones,egresos,2009-06-01,14,14
CALAMARCA,internaciones,egresos,2009-06-01,6,6
CAMARGO,internaciones,egresos,2009-06-01,344,344
CAMATAQUI (C. VILLA ABECIA),internaciones,egresos,2009-06-01,6,6
CAMIRI,internaciones,egresos,2009-06-01,405,405
CAPINOTA,internaciones,egresos,2009-06-01,68,68
CAQUIAVIRI,internaciones,egresos,2009-06-01,3,3
CARACOLLO,internaciones,egresos,2009-06-01,43,43
CARANAVI,internaciones,egresos,2009-06-01,203,203
CARIPUYO,internaciones,egresos,2009-06-01,3,3
CARMEN RIVERO TORREZ,internaciones,egresos,2009-06-01,31,31
CHALLAPATA,internaciones,egresos,2009-06-01,114,114
CHAQUI,internaciones,egresos,2009-06-01,4,4
CHARAGUA,internaciones,egresos,2009-06-01,111,111
CHAYANTA,internaciones,egresos,2009-06-01,12,12
CHIMORE,internaciones,egresos,2009-06-01,4,4
CHUMA,internaciones,egresos,2009-06-01,7,7
CLIZA,internaciones,egresos,2009-06-01,58,58
COBIJA,internaciones,egresos,2009-06-01,424,424
COCHABAMBA,internaciones,egresos,2009-06-01,7399,7399
COLCAPIRHUA,internaciones,egresos,2009-06-01,132,132
COLOMI,internaciones,egresos,2009-06-01,29,29
COLPA BELGICA,internaciones,egresos,2009-06-01,20,20
COLQUECHACA,internaciones,egresos,2009-06-01,4,4
COLQUENCHA,internaciones,egresos,2009-06-01,3,3
COLQUIRI,internaciones,egresos,2009-06-01,23,23
COMARAPA,internaciones,egresos,2009-06-01,73,73
CONCEPCION,internaciones,egresos,2009-06-01,81,81
COPACABANA,internaciones,egresos,2009-06-01,19,19
CORIPATA,internaciones,egresos,2009-06-01,12,12
CORO CORO,internaciones,egresos,2009-06-01,3,3
COROICO,internaciones,egresos,2009-06-01,103,103
COTAGAITA,internaciones,egresos,2009-06-01,25,25
COTOCA,internaciones,egresos,2009-06-01,111,111
CUATRO CAÑADAS,internaciones,egresos,2009-06-01,53,53
CUEVO,internaciones,egresos,2009-06-01,3,3
CULPINA,internaciones,egresos,2009-06-01,51,51
CURAHUARA DE CARANGAS,internaciones,egresos,2009-06-01,25,25
DESAGUADERO,internaciones,egresos,2009-06-01,4,4
EL ALTO,internaciones,egresos,2009-06-01,2952,2952
EL CHORO,internaciones,egresos,2009-06-01,3,3
EL PUENTE(STC),internaciones,egresos,2009-06-01,6,6
EL TORNO,internaciones,egresos,2009-06-01,265,265
ENTRE RIOS,internaciones,egresos,2009-06-01,30,30
ENTRE RIOS,internaciones,egresos,2009-06-01,10,10
EUCALIPTUS,internaciones,egresos,2009-06-01,9,9
EXALTACION,internaciones,egresos,2009-06-01,7,7
FERNANDEZ ALONSO,internaciones,egresos,2009-06-01,60,60
FILADELFIA,internaciones,egresos,2009-06-01,10,10
GENERAL SAAVEDRA,internaciones,egresos,2009-06-01,24,24
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2009-06-01,5,5
GUANAY,internaciones,egresos,2009-06-01,23,23
GUAQUI,internaciones,egresos,2009-06-01,2,2
GUAYARAMERIN,internaciones,egresos,2009-06-01,447,447
GUTIERREZ,internaciones,egresos,2009-06-01,14,14
HUACARETA,internaciones,egresos,2009-06-01,14,14
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2009-06-01,12,12
HUANUNI,internaciones,egresos,2009-06-01,55,55
HUARACAJE,internaciones,egresos,2009-06-01,9,9
ICLA,internaciones,egresos,2009-06-01,6,6
INCAHUASI,internaciones,egresos,2009-06-01,21,21
INGAVI (HUMAITA),internaciones,egresos,2009-06-01,2,2
INQUISIVI,internaciones,egresos,2009-06-01,5,5
IRUPANA (VILLA DE LANZA),internaciones,egresos,2009-06-01,23,23
IXIAMAS,internaciones,egresos,2009-06-01,26,26
JESUS DE MACHACA,internaciones,egresos,2009-06-01,120,120
LA ASUNTA,internaciones,egresos,2009-06-01,75,75
LA GUARDIA,internaciones,egresos,2009-06-01,156,156
LA PAZ,internaciones,egresos,2009-06-01,7220,7220
LAGUNILLAS,internaciones,egresos,2009-06-01,10,10
LAJA,internaciones,egresos,2009-06-01,6,6
LICOMA PAMPA,internaciones,egresos,2009-06-01,3,3
LLALLAGUA,internaciones,egresos,2009-06-01,251,251
LURIBAY,internaciones,egresos,2009-06-01,2,2
MACHARETI,internaciones,egresos,2009-06-01,5,5
MAGDALENA,internaciones,egresos,2009-06-01,63,63
MAIRANA,internaciones,egresos,2009-06-01,37,37
MALLA,internaciones,egresos,2009-06-01,1,1
MAPIRI,internaciones,egresos,2009-06-01,24,24
MECAPACA,internaciones,egresos,2009-06-01,7,7
MINEROS,internaciones,egresos,2009-06-01,20,20
MIZQUE,internaciones,egresos,2009-06-01,62,62
MOCOMOCO,internaciones,egresos,2009-06-01,5,5
MOJOCOYA,internaciones,egresos,2009-06-01,9,9
MONTEAGUDO,internaciones,egresos,2009-06-01,167,167
MONTERO,internaciones,egresos,2009-06-01,696,696
MORO MORO,internaciones,egresos,2009-06-01,3,3
MOROCHATA,internaciones,egresos,2009-06-01,6,6
NACEBE (SANTA ROSA DEL ABUNA),internaciones,egresos,2009-06-01,4,4
OCURI,internaciones,egresos,2009-06-01,7,7
OKINAWA,internaciones,egresos,2009-06-01,5,5
ORURO,internaciones,egresos,2009-06-01,2130,2130
PADILLA,internaciones,egresos,2009-06-01,79,79
PAILON,internaciones,egresos,2009-06-01,58,58
PALOS BLANCOS,internaciones,egresos,2009-06-01,71,71
PAMPA GRANDE,internaciones,egresos,2009-06-01,18,18
PASORAPA,internaciones,egresos,2009-06-01,9,9
PATACAMAYA,internaciones,egresos,2009-06-01,58,58
POCONA,internaciones,egresos,2009-06-01,16,16
POJO (CBBA),internaciones,egresos,2009-06-01,15,15
POOPO,internaciones,egresos,2009-06-01,5,5
PORCO,internaciones,egresos,2009-06-01,4,4
POROMA,internaciones,egresos,2009-06-01,15,15
PORONGO,internaciones,egresos,2009-06-01,12,12
PORTACHUELO,internaciones,egresos,2009-06-01,178,178
PORVENIR,internaciones,egresos,2009-06-01,8,8
POTOSI,internaciones,egresos,2009-06-01,1516,1516
PRESTO,internaciones,egresos,2009-06-01,7,7
PUCARA,internaciones,egresos,2009-06-01,2,2
PUCARANI,internaciones,egresos,2009-06-01,9,9
PUERTO ACOSTA,internaciones,egresos,2009-06-01,5,5
PUERTO CARABUCO,internaciones,egresos,2009-06-01,5,5
PUERTO QUIJARRO,internaciones,egresos,2009-06-01,34,34
PUERTO RICO,internaciones,egresos,2009-06-01,19,19
PUERTO SILES,internaciones,egresos,2009-06-01,4,4
PUERTO SUAREZ,internaciones,egresos,2009-06-01,84,84
PUERTO VILLARROEL,internaciones,egresos,2009-06-01,178,178
PUNA,internaciones,egresos,2009-06-01,18,18
PUNATA,internaciones,egresos,2009-06-01,251,251
QUILLACOLLO,internaciones,egresos,2009-06-01,255,255
QUIME,internaciones,egresos,2009-06-01,6,6
QUIRUSILLAS,internaciones,egresos,2009-06-01,2,2
RAVELO,internaciones,egresos,2009-06-01,9,9
REYES,internaciones,egresos,2009-06-01,38,38
RIBERALTA,internaciones,egresos,2009-06-01,677,677
ROBORE,internaciones,egresos,2009-06-01,78,78
RURRENABAQUE,internaciones,egresos,2009-06-01,121,121
SACABA,internaciones,egresos,2009-06-01,380,380
SACABAMBA,internaciones,egresos,2009-06-01,4,4
SACACA,internaciones,egresos,2009-06-01,16,16
SAIPINA,internaciones,egresos,2009-06-01,19,19
SAMAIPATA,internaciones,egresos,2009-06-01,22,22
SAN ANDRES,internaciones,egresos,2009-06-01,4,4
SAN ANDRES DE MACHACA,internaciones,egresos,2009-06-01,5,5
SAN ANTONIO DE LOMERIO,internaciones,egresos,2009-06-01,11,11
SAN BENITO,internaciones,egresos,2009-06-01,17,17
SAN BORJA,internaciones,egresos,2009-06-01,132,132
SAN BUENA VENTURA,internaciones,egresos,2009-06-01,55,55
SAN CARLOS,internaciones,egresos,2009-06-01,107,107
SAN IGNACIO,internaciones,egresos,2009-06-01,80,80
SAN IGNACIO DE VELASCO,internaciones,egresos,2009-06-01,402,402
SAN JAVIER(BNI),internaciones,egresos,2009-06-01,5,5
SAN JAVIER(STC),internaciones,egresos,2009-06-01,62,62
SAN JOAQUIN,internaciones,egresos,2009-06-01,42,42
SAN JOSE DE CHIQUITOS,internaciones,egresos,2009-06-01,146,146
SAN JUAN DE YAPACANI,internaciones,egresos,2009-06-01,96,96
SAN JULIAN,internaciones,egresos,2009-06-01,204,204
SAN LORENZO(PND),internaciones,egresos,2009-06-01,16,16
SAN LORENZO(TJA),internaciones,egresos,2009-06-01,24,24
SAN LUCAS,internaciones,egresos,2009-06-01,67,67
SAN MATIAS,internaciones,egresos,2009-06-01,90,90
SAN MIGUEL DE VELASCO,internaciones,egresos,2009-06-01,41,41
SAN PEDRO,internaciones,egresos,2009-06-01,8,8
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2009-06-01,20,20
SAN PEDRO DE CURAHUARA,internaciones,egresos,2009-06-01,1,1
SAN PEDRO DE TIQUINA,internaciones,egresos,2009-06-01,1,1
SAN RAFAEL,internaciones,egresos,2009-06-01,34,34
SAN RAMON,internaciones,egresos,2009-06-01,40,40
SAN RAMON,internaciones,egresos,2009-06-01,24,24
SANTA ANA,internaciones,egresos,2009-06-01,90,90
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2009-06-01,9881,9881
SANTA ROSA,internaciones,egresos,2009-06-01,35,35
SANTA ROSA DEL SARA,internaciones,egresos,2009-06-01,45,45
SANTIAGO DE CALLAPA,internaciones,egresos,2009-06-01,1,1
SANTIAGO DE MACHACA,internaciones,egresos,2009-06-01,2,2
