municipality,group,variable,month,Días camas ocupadas maternidad,TOTAL
HUACAYA (VILLA DE HUACAYA),internaciones,dias camas ocupadas maternidad,2009-07-01,6,6
HUACHACALLA,internaciones,dias camas ocupadas maternidad,2009-07-01,5,5
HUANUNI,internaciones,dias camas ocupadas maternidad,2009-07-01,33,33
HUARACAJE,internaciones,dias camas ocupadas maternidad,2009-07-01,8,8
HUAYLLAMARCA,internaciones,dias camas ocupadas maternidad,2009-07-01,2,2
ICLA,internaciones,dias camas ocupadas maternidad,2009-07-01,5,5
INCAHUASI,internaciones,dias camas ocupadas maternidad,2009-07-01,55,55
INQUISIVI,internaciones,dias camas ocupadas maternidad,2009-07-01,5,5
IRUPANA (VILLA DE LANZA),internaciones,dias camas ocupadas maternidad,2009-07-01,10,10
IXIAMAS,internaciones,dias camas ocupadas maternidad,2009-07-01,20,20
LA ASUNTA,internaciones,dias camas ocupadas maternidad,2009-07-01,47,47
LA GUARDIA,internaciones,dias camas ocupadas maternidad,2009-07-01,66,66
LA PAZ,internaciones,dias camas ocupadas maternidad,2009-07-01,5403,5403
LAGUNILLAS,internaciones,dias camas ocupadas maternidad,2009-07-01,7,7
LAJA,internaciones,dias camas ocupadas maternidad,2009-07-01,7,7
LAS CARRERAS,internaciones,dias camas ocupadas maternidad,2009-07-01,8,8
LICOMA PAMPA,internaciones,dias camas ocupadas maternidad,2009-07-01,8,8
LLALLAGUA,internaciones,dias camas ocupadas maternidad,2009-07-01,230,230
LLICA,internaciones,dias camas ocupadas maternidad,2009-07-01,6,6
LURIBAY,internaciones,dias camas ocupadas maternidad,2009-07-01,8,8
MACHARETI,internaciones,dias camas ocupadas maternidad,2009-07-01,16,16
MAGDALENA,internaciones,dias camas ocupadas maternidad,2009-07-01,60,60
MAIRANA,internaciones,dias camas ocupadas maternidad,2009-07-01,57,57
MAPIRI,internaciones,dias camas ocupadas maternidad,2009-07-01,23,23
MECAPACA,internaciones,dias camas ocupadas maternidad,2009-07-01,8,8
MIZQUE,internaciones,dias camas ocupadas maternidad,2009-07-01,66,66
MOCOMOCO,internaciones,dias camas ocupadas maternidad,2009-07-01,3,3
MOJOCOYA,internaciones,dias camas ocupadas maternidad,2009-07-01,17,17
MONTEAGUDO,internaciones,dias camas ocupadas maternidad,2009-07-01,175,175
MONTERO,internaciones,dias camas ocupadas maternidad,2009-07-01,444,444
MORO MORO,internaciones,dias camas ocupadas maternidad,2009-07-01,6,6
MOROCHATA,internaciones,dias camas ocupadas maternidad,2009-07-01,11,11
NACEBE (SANTA ROSA DEL ABUNA),internaciones,dias camas ocupadas maternidad,2009-07-01,3,3
OCURI,internaciones,dias camas ocupadas maternidad,2009-07-01,150,150
OKINAWA,internaciones,dias camas ocupadas maternidad,2009-07-01,26,26
OMEREQUE,internaciones,dias camas ocupadas maternidad,2009-07-01,5,5
ORURO,internaciones,dias camas ocupadas maternidad,2009-07-01,4719,4719
PADILLA,internaciones,dias camas ocupadas maternidad,2009-07-01,68,68
PAILON,internaciones,dias camas ocupadas maternidad,2009-07-01,48,48
PALOS BLANCOS,internaciones,dias camas ocupadas maternidad,2009-07-01,30,30
PAMPA GRANDE,internaciones,dias camas ocupadas maternidad,2009-07-01,18,18
PAPEL PAMPA,internaciones,dias camas ocupadas maternidad,2009-07-01,3,3
PASORAPA,internaciones,dias camas ocupadas maternidad,2009-07-01,21,21
PATACAMAYA,internaciones,dias camas ocupadas maternidad,2009-07-01,44,44
PAZÑA,internaciones,dias camas ocupadas maternidad,2009-07-01,6,6
POCOATA,internaciones,dias camas ocupadas maternidad,2009-07-01,10,10
POCONA,internaciones,dias camas ocupadas maternidad,2009-07-01,36,36
POJO (CBBA),internaciones,dias camas ocupadas maternidad,2009-07-01,37,37
POOPO,internaciones,dias camas ocupadas maternidad,2009-07-01,7,7
PORCO,internaciones,dias camas ocupadas maternidad,2009-07-01,6,6
POROMA,internaciones,dias camas ocupadas maternidad,2009-07-01,31,31
PORONGO,internaciones,dias camas ocupadas maternidad,2009-07-01,8,8
PORTACHUELO,internaciones,dias camas ocupadas maternidad,2009-07-01,125,125
PORVENIR,internaciones,dias camas ocupadas maternidad,2009-07-01,4,4
POTOSI,internaciones,dias camas ocupadas maternidad,2009-07-01,1280,1280
PRESTO,internaciones,dias camas ocupadas maternidad,2009-07-01,21,21
PUCARANI,internaciones,dias camas ocupadas maternidad,2009-07-01,8,8
PUERTO ACOSTA,internaciones,dias camas ocupadas maternidad,2009-07-01,24,24
PUERTO CARABUCO,internaciones,dias camas ocupadas maternidad,2009-07-01,4,4
PUERTO QUIJARRO,internaciones,dias camas ocupadas maternidad,2009-07-01,14,14
PUERTO RICO,internaciones,dias camas ocupadas maternidad,2009-07-01,15,15
PUERTO SILES,internaciones,dias camas ocupadas maternidad,2009-07-01,5,5
PUERTO SUAREZ,internaciones,dias camas ocupadas maternidad,2009-07-01,104,104
PUERTO VILLARROEL,internaciones,dias camas ocupadas maternidad,2009-07-01,172,172
PUNA,internaciones,dias camas ocupadas maternidad,2009-07-01,32,32
PUNATA,internaciones,dias camas ocupadas maternidad,2009-07-01,261,261
QUILLACOLLO,internaciones,dias camas ocupadas maternidad,2009-07-01,335,335
QUIME,internaciones,dias camas ocupadas maternidad,2009-07-01,11,11
QUIRUSILLAS,internaciones,dias camas ocupadas maternidad,2009-07-01,5,5
RAVELO,internaciones,dias camas ocupadas maternidad,2009-07-01,16,16
REYES,internaciones,dias camas ocupadas maternidad,2009-07-01,45,45
RIBERALTA,internaciones,dias camas ocupadas maternidad,2009-07-01,329,329
ROBORE,internaciones,dias camas ocupadas maternidad,2009-07-01,63,63
RURRENABAQUE,internaciones,dias camas ocupadas maternidad,2009-07-01,159,159
SACABA,internaciones,dias camas ocupadas maternidad,2009-07-01,385,385
SACABAMBA,internaciones,dias camas ocupadas maternidad,2009-07-01,8,8
SACACA,internaciones,dias camas ocupadas maternidad,2009-07-01,64,64
SAIPINA,internaciones,dias camas ocupadas maternidad,2009-07-01,8,8
SALINAS DE GARCI MENDOZA,internaciones,dias camas ocupadas maternidad,2009-07-01,5,5
SAMAIPATA,internaciones,dias camas ocupadas maternidad,2009-07-01,15,15
SAN ANDRES,internaciones,dias camas ocupadas maternidad,2009-07-01,10,10
SAN ANDRES DE MACHACA,internaciones,dias camas ocupadas maternidad,2009-07-01,2,2
SAN ANTONIO DE LOMERIO,internaciones,dias camas ocupadas maternidad,2009-07-01,10,10
SAN BENITO,internaciones,dias camas ocupadas maternidad,2009-07-01,31,31
SAN BORJA,internaciones,dias camas ocupadas maternidad,2009-07-01,125,125
SAN BUENA VENTURA,internaciones,dias camas ocupadas maternidad,2009-07-01,64,64
SAN CARLOS,internaciones,dias camas ocupadas maternidad,2009-07-01,129,129
SAN IGNACIO,internaciones,dias camas ocupadas maternidad,2009-07-01,97,97
SAN IGNACIO DE VELASCO,internaciones,dias camas ocupadas maternidad,2009-07-01,359,359
SAN JAVIER(BNI),internaciones,dias camas ocupadas maternidad,2009-07-01,1,1
SAN JAVIER(STC),internaciones,dias camas ocupadas maternidad,2009-07-01,32,32
SAN JOAQUIN,internaciones,dias camas ocupadas maternidad,2009-07-01,17,17
SAN JOSE DE CHIQUITOS,internaciones,dias camas ocupadas maternidad,2009-07-01,140,140
SAN JUAN DE YAPACANI,internaciones,dias camas ocupadas maternidad,2009-07-01,39,39
SAN JULIAN,internaciones,dias camas ocupadas maternidad,2009-07-01,126,126
SAN LORENZO(TJA),internaciones,dias camas ocupadas maternidad,2009-07-01,26,26
SAN LUCAS,internaciones,dias camas ocupadas maternidad,2009-07-01,61,61
SAN MATIAS,internaciones,dias camas ocupadas maternidad,2009-07-01,36,36
SAN MIGUEL DE VELASCO,internaciones,dias camas ocupadas maternidad,2009-07-01,66,66
SAN PEDRO,internaciones,dias camas ocupadas maternidad,2009-07-01,334,334
SAN PEDRO DE BUENA VISTA,internaciones,dias camas ocupadas maternidad,2009-07-01,23,23
SAN RAFAEL,internaciones,dias camas ocupadas maternidad,2009-07-01,10,10
SAN RAMON,internaciones,dias camas ocupadas maternidad,2009-07-01,30,30
SAN RAMON,internaciones,dias camas ocupadas maternidad,2009-07-01,50,50
SANTA ANA,internaciones,dias camas ocupadas maternidad,2009-07-01,48,48
SANTA CRUZ DE LA SIERRA,internaciones,dias camas ocupadas maternidad,2009-07-01,9824,9824
SANTA ROSA,internaciones,dias camas ocupadas maternidad,2009-07-01,29,29
SANTA ROSA DEL SARA,internaciones,dias camas ocupadas maternidad,2009-07-01,54,54
SANTIAGO DE CALLAPA,internaciones,dias camas ocupadas maternidad,2009-07-01,3,3
SANTIAGO DE HUARI,internaciones,dias camas ocupadas maternidad,2009-07-01,9,9
SANTIAGO DE MACHACA,internaciones,dias camas ocupadas maternidad,2009-07-01,2,2
SANTIVAÑES,internaciones,dias camas ocupadas maternidad,2009-07-01,2,2
SAPAHAQUI,internaciones,dias camas ocupadas maternidad,2009-07-01,3,3
SENA,internaciones,dias camas ocupadas maternidad,2009-07-01,8,8
SICA SICA (VILLA AROMA),internaciones,dias camas ocupadas maternidad,2009-07-01,14,14
SICAYA,internaciones,dias camas ocupadas maternidad,2009-07-01,4,4
SIPE SIPE,internaciones,dias camas ocupadas maternidad,2009-07-01,27,27
SOPACHUY,internaciones,dias camas ocupadas maternidad,2009-07-01,18,18
SORACACHI,internaciones,dias camas ocupadas maternidad,2009-07-01,2,2
SORATA,internaciones,dias camas ocupadas maternidad,2009-07-01,21,21
SUCRE,internaciones,dias camas ocupadas maternidad,2009-07-01,1917,1917
TACACHI,internaciones,dias camas ocupadas maternidad,2009-07-01,2,2
TACACOMA,internaciones,dias camas ocupadas maternidad,2009-07-01,3,3
TACOPAYA,internaciones,dias camas ocupadas maternidad,2009-07-01,4,4
TARABUCO,internaciones,dias camas ocupadas maternidad,2009-07-01,89,89
TARACO,internaciones,dias camas ocupadas maternidad,2009-07-01,1,1
TARATA,internaciones,dias camas ocupadas maternidad,2009-07-01,10,10
TARIJA,internaciones,dias camas ocupadas maternidad,2009-07-01,1157,1157
TARVITA,internaciones,dias camas ocupadas maternidad,2009-07-01,84,84
TEOPONTE,internaciones,dias camas ocupadas maternidad,2009-07-01,11,11
TIAWANACU,internaciones,dias camas ocupadas maternidad,2009-07-01,19,19
TIPUANI,internaciones,dias camas ocupadas maternidad,2009-07-01,38,38
TIQUIPAYA,internaciones,dias camas ocupadas maternidad,2009-07-01,120,120
TIRAQUE (CBBA),internaciones,dias camas ocupadas maternidad,2009-07-01,248,248
TOCO,internaciones,dias camas ocupadas maternidad,2009-07-01,4,4
TOLATA,internaciones,dias camas ocupadas maternidad,2009-07-01,13,13
TOMAVE,internaciones,dias camas ocupadas maternidad,2009-07-01,11,11
TOMINA,internaciones,dias camas ocupadas maternidad,2009-07-01,43,43
TORO TORO,internaciones,dias camas ocupadas maternidad,2009-07-01,20,20
TOTORA(CBBA),internaciones,dias camas ocupadas maternidad,2009-07-01,75,75
TOTORA(ORR),internaciones,dias camas ocupadas maternidad,2009-07-01,2,2
TRIGAL,internaciones,dias camas ocupadas maternidad,2009-07-01,2,2
TRINIDAD,internaciones,dias camas ocupadas maternidad,2009-07-01,972,972
TUPIZA,internaciones,dias camas ocupadas maternidad,2009-07-01,174,174
TURCO,internaciones,dias camas ocupadas maternidad,2009-07-01,8,8
UMALA,internaciones,dias camas ocupadas maternidad,2009-07-01,1,1
UNCIA,internaciones,dias camas ocupadas maternidad,2009-07-01,33,33
URUBICHA,internaciones,dias camas ocupadas maternidad,2009-07-01,12,12
UYUNI,internaciones,dias camas ocupadas maternidad,2009-07-01,124,124
VACAS,internaciones,dias camas ocupadas maternidad,2009-07-01,14,14
VALLEGRANDE,internaciones,dias camas ocupadas maternidad,2009-07-01,111,111
VIACHA,internaciones,dias camas ocupadas maternidad,2009-07-01,110,110
VILA VILA,internaciones,dias camas ocupadas maternidad,2009-07-01,1,1
VILLA MONTES,internaciones,dias camas ocupadas maternidad,2009-07-01,133,133
VILLA SERRANO,internaciones,dias camas ocupadas maternidad,2009-07-01,36,36
VILLA TUNARI,internaciones,dias camas ocupadas maternidad,2009-07-01,305,305
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,dias camas ocupadas maternidad,2009-07-01,20,20
VILLAZON,internaciones,dias camas ocupadas maternidad,2009-07-01,183,183
VINTO,internaciones,dias camas ocupadas maternidad,2009-07-01,59,59
VITICHI,internaciones,dias camas ocupadas maternidad,2009-07-01,12,12
WARNES,internaciones,dias camas ocupadas maternidad,2009-07-01,192,192
YACO,internaciones,dias camas ocupadas maternidad,2009-07-01,4,4
YACUIBA,internaciones,dias camas ocupadas maternidad,2009-07-01,591,591
YAMPARAEZ,internaciones,dias camas ocupadas maternidad,2009-07-01,23,23
YANACACHI,internaciones,dias camas ocupadas maternidad,2009-07-01,2,2
YAPACANI,internaciones,dias camas ocupadas maternidad,2009-07-01,85,85
YOCALLA,internaciones,dias camas ocupadas maternidad,2009-07-01,4,4
YOTALA,internaciones,dias camas ocupadas maternidad,2009-07-01,47,47
ZUDAÑEZ,internaciones,dias camas ocupadas maternidad,2009-07-01,13,13
ACACIO,internaciones,dias camas ocupadas maternidad,2009-08-01,10,10
ACHACACHI,internaciones,dias camas ocupadas maternidad,2009-08-01,38,38
ACHOCALLA,internaciones,dias camas ocupadas maternidad,2009-08-01,7,7
AIQUILE,internaciones,dias camas ocupadas maternidad,2009-08-01,111,111
ALALAY,internaciones,dias camas ocupadas maternidad,2009-08-01,2,2
ALCALA,internaciones,dias camas ocupadas maternidad,2009-08-01,26,26
ANCORAIMES,internaciones,dias camas ocupadas maternidad,2009-08-01,4,4
ANZALDO,internaciones,dias camas ocupadas maternidad,2009-08-01,12,12
APOLO,internaciones,dias camas ocupadas maternidad,2009-08-01,31,31
ARANI,internaciones,dias camas ocupadas maternidad,2009-08-01,33,33
ARBIETO,internaciones,dias camas ocupadas maternidad,2009-08-01,20,20
ARQUE,internaciones,dias camas ocupadas maternidad,2009-08-01,2,2
ASCENCION DE GUARAYOS,internaciones,dias camas ocupadas maternidad,2009-08-01,233,233
ATOCHA,internaciones,dias camas ocupadas maternidad,2009-08-01,31,31
AUCAPATA,internaciones,dias camas ocupadas maternidad,2009-08-01,2,2
AYATA,internaciones,dias camas ocupadas maternidad,2009-08-01,3,3
AYO AYO,internaciones,dias camas ocupadas maternidad,2009-08-01,13,13
AYOPAYA (V. DE INDEPENDENCIA),internaciones,dias camas ocupadas maternidad,2009-08-01,29,29
AZURDUY,internaciones,dias camas ocupadas maternidad,2009-08-01,3,3
BATALLAS,internaciones,dias camas ocupadas maternidad,2009-08-01,10,10
BAURES,internaciones,dias camas ocupadas maternidad,2009-08-01,15,15
BELEN DE URMIRI,internaciones,dias camas ocupadas maternidad,2009-08-01,3,3
BERMEJO,internaciones,dias camas ocupadas maternidad,2009-08-01,149,149
BETANZOS,internaciones,dias camas ocupadas maternidad,2009-08-01,72,72
BOLIVAR,internaciones,dias camas ocupadas maternidad,2009-08-01,3,3
BOYUIBE,internaciones,dias camas ocupadas maternidad,2009-08-01,11,11
BUENA VISTA,internaciones,dias camas ocupadas maternidad,2009-08-01,22,22
CABEZAS,internaciones,dias camas ocupadas maternidad,2009-08-01,26,26
CAIROMA,internaciones,dias camas ocupadas maternidad,2009-08-01,6,6
"CAIZA ""D""",internaciones,dias camas ocupadas maternidad,2009-08-01,12,12
CAJUATA,internaciones,dias camas ocupadas maternidad,2009-08-01,10,10
CALACOTO,internaciones,dias camas ocupadas maternidad,2009-08-01,2,2
CALAMARCA,internaciones,dias camas ocupadas maternidad,2009-08-01,7,7
CAMARGO,internaciones,dias camas ocupadas maternidad,2009-08-01,54,54
CAMATAQUI (C. VILLA ABECIA),internaciones,dias camas ocupadas maternidad,2009-08-01,9,9
CAMIRI,internaciones,dias camas ocupadas maternidad,2009-08-01,246,246
CAPINOTA,internaciones,dias camas ocupadas maternidad,2009-08-01,50,50
CAQUIAVIRI,internaciones,dias camas ocupadas maternidad,2009-08-01,3,3
CARACOLLO,internaciones,dias camas ocupadas maternidad,2009-08-01,31,31
CARANAVI,internaciones,dias camas ocupadas maternidad,2009-08-01,44,44
CARIPUYO,internaciones,dias camas ocupadas maternidad,2009-08-01,10,10
CARMEN RIVERO TORREZ,internaciones,dias camas ocupadas maternidad,2009-08-01,3,3
CHALLAPATA,internaciones,dias camas ocupadas maternidad,2009-08-01,94,94
CHAQUI,internaciones,dias camas ocupadas maternidad,2009-08-01,6,6
CHARAGUA,internaciones,dias camas ocupadas maternidad,2009-08-01,58,58
CHAYANTA,internaciones,dias camas ocupadas maternidad,2009-08-01,25,25
CHIMORE,internaciones,dias camas ocupadas maternidad,2009-08-01,24,24
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas ocupadas maternidad,2009-08-01,21,21
CHUMA,internaciones,dias camas ocupadas maternidad,2009-08-01,8,8
CLIZA,internaciones,dias camas ocupadas maternidad,2009-08-01,30,30
COBIJA,internaciones,dias camas ocupadas maternidad,2009-08-01,325,325
COCHABAMBA,internaciones,dias camas ocupadas maternidad,2009-08-01,5091,5091
COLCAPIRHUA,internaciones,dias camas ocupadas maternidad,2009-08-01,146,146
COLLANA,internaciones,dias camas ocupadas maternidad,2009-08-01,2,2
COLOMI,internaciones,dias camas ocupadas maternidad,2009-08-01,37,37
COLQUECHACA,internaciones,dias camas ocupadas maternidad,2009-08-01,12,12
COLQUENCHA,internaciones,dias camas ocupadas maternidad,2009-08-01,4,4
COLQUIRI,internaciones,dias camas ocupadas maternidad,2009-08-01,10,10
COMANCHE,internaciones,dias camas ocupadas maternidad,2009-08-01,2,2
COMARAPA,internaciones,dias camas ocupadas maternidad,2009-08-01,115,115
CONCEPCION,internaciones,dias camas ocupadas maternidad,2009-08-01,70,70
COPACABANA,internaciones,dias camas ocupadas maternidad,2009-08-01,9,9
CORIPATA,internaciones,dias camas ocupadas maternidad,2009-08-01,7,7
COROICO,internaciones,dias camas ocupadas maternidad,2009-08-01,74,74
CORQUE,internaciones,dias camas ocupadas maternidad,2009-08-01,1,1
COTAGAITA,internaciones,dias camas ocupadas maternidad,2009-08-01,37,37
COTOCA,internaciones,dias camas ocupadas maternidad,2009-08-01,103,103
CUATRO CAÑADAS,internaciones,dias camas ocupadas maternidad,2009-08-01,28,28
CUEVO,internaciones,dias camas ocupadas maternidad,2009-08-01,8,8
CULPINA,internaciones,dias camas ocupadas maternidad,2009-08-01,45,45
CURAHUARA DE CARANGAS,internaciones,dias camas ocupadas maternidad,2009-08-01,17,17
DESAGUADERO,internaciones,dias camas ocupadas maternidad,2009-08-01,6,6
EL ALTO,internaciones,dias camas ocupadas maternidad,2009-08-01,3080,3080
EL PUENTE(STC),internaciones,dias camas ocupadas maternidad,2009-08-01,22,22
EL TORNO,internaciones,dias camas ocupadas maternidad,2009-08-01,122,122
EL VILLAR,internaciones,dias camas ocupadas maternidad,2009-08-01,31,31
ENTRE RIOS,internaciones,dias camas ocupadas maternidad,2009-08-01,27,27
ENTRE RIOS,internaciones,dias camas ocupadas maternidad,2009-08-01,67,67
EUCALIPTUS,internaciones,dias camas ocupadas maternidad,2009-08-01,14,14
EXALTACION,internaciones,dias camas ocupadas maternidad,2009-08-01,1,1
FERNANDEZ ALONSO,internaciones,dias camas ocupadas maternidad,2009-08-01,208,208
FILADELFIA,internaciones,dias camas ocupadas maternidad,2009-08-01,6,6
GENERAL SAAVEDRA,internaciones,dias camas ocupadas maternidad,2009-08-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),internaciones,dias camas ocupadas maternidad,2009-08-01,33,33
GUANAY,internaciones,dias camas ocupadas maternidad,2009-08-01,21,21
GUAQUI,internaciones,dias camas ocupadas maternidad,2009-08-01,9,9
GUAYARAMERIN,internaciones,dias camas ocupadas maternidad,2009-08-01,409,409
GUTIERREZ,internaciones,dias camas ocupadas maternidad,2009-08-01,18,18
HUACARETA,internaciones,dias camas ocupadas maternidad,2009-08-01,18,18
HUACHACALLA,internaciones,dias camas ocupadas maternidad,2009-08-01,4,4
HUANUNI,internaciones,dias camas ocupadas maternidad,2009-08-01,16,16
HUARACAJE,internaciones,dias camas ocupadas maternidad,2009-08-01,9,9
HUAYLLAMARCA,internaciones,dias camas ocupadas maternidad,2009-08-01,10,10
ICLA,internaciones,dias camas ocupadas maternidad,2009-08-01,8,8
INCAHUASI,internaciones,dias camas ocupadas maternidad,2009-08-01,46,46
INQUISIVI,internaciones,dias camas ocupadas maternidad,2009-08-01,5,5
IRUPANA (VILLA DE LANZA),internaciones,dias camas ocupadas maternidad,2009-08-01,15,15
IXIAMAS,internaciones,dias camas ocupadas maternidad,2009-08-01,17,17
JESUS DE MACHACA,internaciones,dias camas ocupadas maternidad,2009-08-01,5,5
LA ASUNTA,internaciones,dias camas ocupadas maternidad,2009-08-01,45,45
LA GUARDIA,internaciones,dias camas ocupadas maternidad,2009-08-01,65,65
LA PAZ,internaciones,dias camas ocupadas maternidad,2009-08-01,5158,5158
LAGUNILLAS,internaciones,dias camas ocupadas maternidad,2009-08-01,7,7
LAJA,internaciones,dias camas ocupadas maternidad,2009-08-01,6,6
LAS CARRERAS,internaciones,dias camas ocupadas maternidad,2009-08-01,2,2
LICOMA PAMPA,internaciones,dias camas ocupadas maternidad,2009-08-01,2,2
LLALLAGUA,internaciones,dias camas ocupadas maternidad,2009-08-01,207,207
LLICA,internaciones,dias camas ocupadas maternidad,2009-08-01,4,4
LURIBAY,internaciones,dias camas ocupadas maternidad,2009-08-01,2,2
MACHACAMARCA,internaciones,dias camas ocupadas maternidad,2009-08-01,14,14
MACHARETI,internaciones,dias camas ocupadas maternidad,2009-08-01,13,13
MAGDALENA,internaciones,dias camas ocupadas maternidad,2009-08-01,58,58
MAIRANA,internaciones,dias camas ocupadas maternidad,2009-08-01,28,28
MAPIRI,internaciones,dias camas ocupadas maternidad,2009-08-01,23,23
MECAPACA,internaciones,dias camas ocupadas maternidad,2009-08-01,5,5
MINEROS,internaciones,dias camas ocupadas maternidad,2009-08-01,32,32
MIZQUE,internaciones,dias camas ocupadas maternidad,2009-08-01,39,39
MOCOMOCO,internaciones,dias camas ocupadas maternidad,2009-08-01,4,4
MOJOCOYA,internaciones,dias camas ocupadas maternidad,2009-08-01,15,15
MONTEAGUDO,internaciones,dias camas ocupadas maternidad,2009-08-01,193,193
MONTERO,internaciones,dias camas ocupadas maternidad,2009-08-01,406,406
MOROCHATA,internaciones,dias camas ocupadas maternidad,2009-08-01,15,15
NACEBE (SANTA ROSA DEL ABUNA),internaciones,dias camas ocupadas maternidad,2009-08-01,2,2
OCURI,internaciones,dias camas ocupadas maternidad,2009-08-01,30,30
OKINAWA,internaciones,dias camas ocupadas maternidad,2009-08-01,20,20
OMEREQUE,internaciones,dias camas ocupadas maternidad,2009-08-01,8,8
ORURO,internaciones,dias camas ocupadas maternidad,2009-08-01,1440,1440
PADILLA,internaciones,dias camas ocupadas maternidad,2009-08-01,92,92
PAILON,internaciones,dias camas ocupadas maternidad,2009-08-01,44,44
PALOS BLANCOS,internaciones,dias camas ocupadas maternidad,2009-08-01,44,44
PAMPA AULLAGAS,internaciones,dias camas ocupadas maternidad,2009-08-01,2,2
PAMPA GRANDE,internaciones,dias camas ocupadas maternidad,2009-08-01,16,16
PAPEL PAMPA,internaciones,dias camas ocupadas maternidad,2009-08-01,1,1
PASORAPA,internaciones,dias camas ocupadas maternidad,2009-08-01,6,6
PATACAMAYA,internaciones,dias camas ocupadas maternidad,2009-08-01,74,74
PAZÑA,internaciones,dias camas ocupadas maternidad,2009-08-01,16,16
PELECHUCO,internaciones,dias camas ocupadas maternidad,2009-08-01,2,2
POCOATA,internaciones,dias camas ocupadas maternidad,2009-08-01,21,21
POCONA,internaciones,dias camas ocupadas maternidad,2009-08-01,36,36
POJO (CBBA),internaciones,dias camas ocupadas maternidad,2009-08-01,48,48
PORCO,internaciones,dias camas ocupadas maternidad,2009-08-01,16,16
POROMA,internaciones,dias camas ocupadas maternidad,2009-08-01,57,57
PORONGO,internaciones,dias camas ocupadas maternidad,2009-08-01,13,13
PORTACHUELO,internaciones,dias camas ocupadas maternidad,2009-08-01,125,125
PORVENIR,internaciones,dias camas ocupadas maternidad,2009-08-01,7,7
POTOSI,internaciones,dias camas ocupadas maternidad,2009-08-01,1038,1038
PRESTO,internaciones,dias camas ocupadas maternidad,2009-08-01,21,21
PUCARA,internaciones,dias camas ocupadas maternidad,2009-08-01,3,3
PUCARANI,internaciones,dias camas ocupadas maternidad,2009-08-01,10,10
PUERTO ACOSTA,internaciones,dias camas ocupadas maternidad,2009-08-01,65,65
PUERTO CARABUCO,internaciones,dias camas ocupadas maternidad,2009-08-01,2,2
PUERTO GONZALO MORENO,internaciones,dias camas ocupadas maternidad,2009-08-01,3,3
PUERTO QUIJARRO,internaciones,dias camas ocupadas maternidad,2009-08-01,28,28
PUERTO RICO,internaciones,dias camas ocupadas maternidad,2009-08-01,16,16
PUERTO SUAREZ,internaciones,dias camas ocupadas maternidad,2009-08-01,49,49
PUERTO VILLARROEL,internaciones,dias camas ocupadas maternidad,2009-08-01,152,152
PUNA,internaciones,dias camas ocupadas maternidad,2009-08-01,53,53
PUNATA,internaciones,dias camas ocupadas maternidad,2009-08-01,361,361
QUILLACOLLO,internaciones,dias camas ocupadas maternidad,2009-08-01,313,313
QUIME,internaciones,dias camas ocupadas maternidad,2009-08-01,2,2
RAVELO,internaciones,dias camas ocupadas maternidad,2009-08-01,8,8
REYES,internaciones,dias camas ocupadas maternidad,2009-08-01,54,54
RIBERALTA,internaciones,dias camas ocupadas maternidad,2009-08-01,294,294
ROBORE,internaciones,dias camas ocupadas maternidad,2009-08-01,53,53
RURRENABAQUE,internaciones,dias camas ocupadas maternidad,2009-08-01,159,159
SACABA,internaciones,dias camas ocupadas maternidad,2009-08-01,376,376
SACABAMBA,internaciones,dias camas ocupadas maternidad,2009-08-01,15,15
SACACA,internaciones,dias camas ocupadas maternidad,2009-08-01,30,30
SAIPINA,internaciones,dias camas ocupadas maternidad,2009-08-01,6,6
SALINAS DE GARCI MENDOZA,internaciones,dias camas ocupadas maternidad,2009-08-01,12,12
SAMAIPATA,internaciones,dias camas ocupadas maternidad,2009-08-01,17,17
SAN ANDRES,internaciones,dias camas ocupadas maternidad,2009-08-01,8,8
SAN ANTONIO DE LOMERIO,internaciones,dias camas ocupadas maternidad,2009-08-01,4,4
SAN BENITO,internaciones,dias camas ocupadas maternidad,2009-08-01,24,24
SAN BORJA,internaciones,dias camas ocupadas maternidad,2009-08-01,113,113
SAN BUENA VENTURA,internaciones,dias camas ocupadas maternidad,2009-08-01,35,35
SAN CARLOS,internaciones,dias camas ocupadas maternidad,2009-08-01,116,116
SAN IGNACIO,internaciones,dias camas ocupadas maternidad,2009-08-01,64,64
SAN IGNACIO DE VELASCO,internaciones,dias camas ocupadas maternidad,2009-08-01,307,307
SAN JAVIER(STC),internaciones,dias camas ocupadas maternidad,2009-08-01,34,34
SAN JOAQUIN,internaciones,dias camas ocupadas maternidad,2009-08-01,16,16
SAN JOSE DE CHIQUITOS,internaciones,dias camas ocupadas maternidad,2009-08-01,151,151
SAN JUAN DE YAPACANI,internaciones,dias camas ocupadas maternidad,2009-08-01,14,14
SAN JULIAN,internaciones,dias camas ocupadas maternidad,2009-08-01,96,96
SAN LORENZO(PND),internaciones,dias camas ocupadas maternidad,2009-08-01,10,10
SAN LORENZO(TJA),internaciones,dias camas ocupadas maternidad,2009-08-01,41,41
SAN LUCAS,internaciones,dias camas ocupadas maternidad,2009-08-01,50,50
SAN MATIAS,internaciones,dias camas ocupadas maternidad,2009-08-01,62,62
SAN MIGUEL DE VELASCO,internaciones,dias camas ocupadas maternidad,2009-08-01,53,53
