municipality,group,variable,month,Fallecidos antes de las 48 horas,TOTAL
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2009-07-01,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2009-07-01,3,3
SAN CARLOS,internaciones,fallecidos antes de las 48 horas,2009-07-01,2,2
SAN IGNACIO,internaciones,fallecidos antes de las 48 horas,2009-07-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2009-07-01,6,6
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2009-07-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2009-07-01,47,47
SANTA ROSA,internaciones,fallecidos antes de las 48 horas,2009-07-01,1,1
SENA,internaciones,fallecidos antes de las 48 horas,2009-07-01,1,1
SOPACHUY,internaciones,fallecidos antes de las 48 horas,2009-07-01,1,1
SORATA,internaciones,fallecidos antes de las 48 horas,2009-07-01,1,1
SUCRE,internaciones,fallecidos antes de las 48 horas,2009-07-01,31,31
TARABUCO,internaciones,fallecidos antes de las 48 horas,2009-07-01,1,1
TARIJA,internaciones,fallecidos antes de las 48 horas,2009-07-01,21,21
TARVITA,internaciones,fallecidos antes de las 48 horas,2009-07-01,1,1
TIPUANI,internaciones,fallecidos antes de las 48 horas,2009-07-01,1,1
TIRAQUE (CBBA),internaciones,fallecidos antes de las 48 horas,2009-07-01,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2009-07-01,5,5
TUPIZA,internaciones,fallecidos antes de las 48 horas,2009-07-01,1,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2009-07-01,2,2
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2009-07-01,1,1
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2009-07-01,5,5
VILLAZON,internaciones,fallecidos antes de las 48 horas,2009-07-01,3,3
VINTO,internaciones,fallecidos antes de las 48 horas,2009-07-01,2,2
WARNES,internaciones,fallecidos antes de las 48 horas,2009-07-01,2,2
YACUIBA,internaciones,fallecidos antes de las 48 horas,2009-07-01,6,6
YAPACANI,internaciones,fallecidos antes de las 48 horas,2009-07-01,1,1
AIQUILE,internaciones,fallecidos antes de las 48 horas,2009-08-01,2,2
APOLO,internaciones,fallecidos antes de las 48 horas,2009-08-01,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2009-08-01,1,1
AZURDUY,internaciones,fallecidos antes de las 48 horas,2009-08-01,1,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2009-08-01,4,4
CAMARGO,internaciones,fallecidos antes de las 48 horas,2009-08-01,5,5
CAMIRI,internaciones,fallecidos antes de las 48 horas,2009-08-01,3,3
CARANAVI,internaciones,fallecidos antes de las 48 horas,2009-08-01,1,1
CARIPUYO,internaciones,fallecidos antes de las 48 horas,2009-08-01,1,1
CHALLAPATA,internaciones,fallecidos antes de las 48 horas,2009-08-01,2,2
COBIJA,internaciones,fallecidos antes de las 48 horas,2009-08-01,4,4
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2009-08-01,66,66
COMARAPA,internaciones,fallecidos antes de las 48 horas,2009-08-01,2,2
COROICO,internaciones,fallecidos antes de las 48 horas,2009-08-01,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2009-08-01,14,14
EL TORNO,internaciones,fallecidos antes de las 48 horas,2009-08-01,2,2
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2009-08-01,5,5
LA PAZ,internaciones,fallecidos antes de las 48 horas,2009-08-01,92,92
LAS CARRERAS,internaciones,fallecidos antes de las 48 horas,2009-08-01,1,1
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2009-08-01,1,1
MAIRANA,internaciones,fallecidos antes de las 48 horas,2009-08-01,1,1
MONTERO,internaciones,fallecidos antes de las 48 horas,2009-08-01,1,1
ORURO,internaciones,fallecidos antes de las 48 horas,2009-08-01,33,33
PADILLA,internaciones,fallecidos antes de las 48 horas,2009-08-01,1,1
POCOATA,internaciones,fallecidos antes de las 48 horas,2009-08-01,1,1
POROMA,internaciones,fallecidos antes de las 48 horas,2009-08-01,4,4
POTOSI,internaciones,fallecidos antes de las 48 horas,2009-08-01,27,27
PUNA,internaciones,fallecidos antes de las 48 horas,2009-08-01,1,1
PUNATA,internaciones,fallecidos antes de las 48 horas,2009-08-01,1,1
QUILLACOLLO,internaciones,fallecidos antes de las 48 horas,2009-08-01,1,1
REYES,internaciones,fallecidos antes de las 48 horas,2009-08-01,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2009-08-01,6,6
ROBORE,internaciones,fallecidos antes de las 48 horas,2009-08-01,1,1
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2009-08-01,2,2
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2009-08-01,1,1
SAN CARLOS,internaciones,fallecidos antes de las 48 horas,2009-08-01,3,3
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2009-08-01,2,2
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 horas,2009-08-01,1,1
SAN JUAN DE YAPACANI,internaciones,fallecidos antes de las 48 horas,2009-08-01,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2009-08-01,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2009-08-01,44,44
SUCRE,internaciones,fallecidos antes de las 48 horas,2009-08-01,14,14
TARABUCO,internaciones,fallecidos antes de las 48 horas,2009-08-01,1,1
TARIJA,internaciones,fallecidos antes de las 48 horas,2009-08-01,3,3
TEOPONTE,internaciones,fallecidos antes de las 48 horas,2009-08-01,1,1
TIRAQUE (CBBA),internaciones,fallecidos antes de las 48 horas,2009-08-01,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2009-08-01,8,8
TUPIZA,internaciones,fallecidos antes de las 48 horas,2009-08-01,1,1
UYUNI,internaciones,fallecidos antes de las 48 horas,2009-08-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,fallecidos antes de las 48 horas,2009-08-01,1,1
VILLAZON,internaciones,fallecidos antes de las 48 horas,2009-08-01,1,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2009-08-01,7,7
ACHACACHI,internaciones,fallecidos antes de las 48 horas,2009-09-01,1,1
AIQUILE,internaciones,fallecidos antes de las 48 horas,2009-09-01,1,1
APOLO,internaciones,fallecidos antes de las 48 horas,2009-09-01,1,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2009-09-01,1,1
CAJUATA,internaciones,fallecidos antes de las 48 horas,2009-09-01,1,1
CAMARGO,internaciones,fallecidos antes de las 48 horas,2009-09-01,2,2
CAMIRI,internaciones,fallecidos antes de las 48 horas,2009-09-01,1,1
CARMEN RIVERO TORREZ,internaciones,fallecidos antes de las 48 horas,2009-09-01,1,1
CHALLAPATA,internaciones,fallecidos antes de las 48 horas,2009-09-01,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2009-09-01,1,1
COBIJA,internaciones,fallecidos antes de las 48 horas,2009-09-01,5,5
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2009-09-01,58,58
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2009-09-01,2,2
COROICO,internaciones,fallecidos antes de las 48 horas,2009-09-01,2,2
EL ALTO,internaciones,fallecidos antes de las 48 horas,2009-09-01,16,16
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2009-09-01,3,3
ICLA,internaciones,fallecidos antes de las 48 horas,2009-09-01,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2009-09-01,96,96
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2009-09-01,1,1
MAGDALENA,internaciones,fallecidos antes de las 48 horas,2009-09-01,1,1
MONTERO,internaciones,fallecidos antes de las 48 horas,2009-09-01,4,4
ORURO,internaciones,fallecidos antes de las 48 horas,2009-09-01,40,40
PADILLA,internaciones,fallecidos antes de las 48 horas,2009-09-01,3,3
PALCA,internaciones,fallecidos antes de las 48 horas,2009-09-01,1,1
PALOS BLANCOS,internaciones,fallecidos antes de las 48 horas,2009-09-01,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2009-09-01,14,14
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2009-09-01,1,1
PUNATA,internaciones,fallecidos antes de las 48 horas,2009-09-01,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2009-09-01,9,9
ROBORE,internaciones,fallecidos antes de las 48 horas,2009-09-01,1,1
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2009-09-01,1,1
SAIPINA,internaciones,fallecidos antes de las 48 horas,2009-09-01,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2009-09-01,2,2
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2009-09-01,2,2
SAN CARLOS,internaciones,fallecidos antes de las 48 horas,2009-09-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2009-09-01,4,4
SAN MIGUEL DE VELASCO,internaciones,fallecidos antes de las 48 horas,2009-09-01,86,86
SAN RAMON,internaciones,fallecidos antes de las 48 horas,2009-09-01,2,2
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2009-09-01,4,4
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2009-09-01,38,38
SANTA ROSA,internaciones,fallecidos antes de las 48 horas,2009-09-01,1,1
SORATA,internaciones,fallecidos antes de las 48 horas,2009-09-01,1,1
SUCRE,internaciones,fallecidos antes de las 48 horas,2009-09-01,29,29
TARIJA,internaciones,fallecidos antes de las 48 horas,2009-09-01,19,19
TIPUANI,internaciones,fallecidos antes de las 48 horas,2009-09-01,1,1
TIRAQUE (CBBA),internaciones,fallecidos antes de las 48 horas,2009-09-01,1,1
TOMINA,internaciones,fallecidos antes de las 48 horas,2009-09-01,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2009-09-01,10,10
TUPIZA,internaciones,fallecidos antes de las 48 horas,2009-09-01,2,2
UYUNI,internaciones,fallecidos antes de las 48 horas,2009-09-01,1,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2009-09-01,1,1
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2009-09-01,7,7
VILLAZON,internaciones,fallecidos antes de las 48 horas,2009-09-01,3,3
VINTO,internaciones,fallecidos antes de las 48 horas,2009-09-01,1,1
WARNES,internaciones,fallecidos antes de las 48 horas,2009-09-01,2,2
YACUIBA,internaciones,fallecidos antes de las 48 horas,2009-09-01,10,10
BERMEJO,internaciones,fallecidos antes de las 48 horas,2009-10-01,3,3
BUENA VISTA,internaciones,fallecidos antes de las 48 horas,2009-10-01,1,1
CARMEN RIVERO TORREZ,internaciones,fallecidos antes de las 48 horas,2009-10-01,2,2
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2009-10-01,2,2
COBIJA,internaciones,fallecidos antes de las 48 horas,2009-10-01,3,3
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2009-10-01,54,54
COTOCA,internaciones,fallecidos antes de las 48 horas,2009-10-01,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2009-10-01,17,17
ENTRE RIOS,internaciones,fallecidos antes de las 48 horas,2009-10-01,1,1
GUANAY,internaciones,fallecidos antes de las 48 horas,2009-10-01,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2009-10-01,4,4
LA PAZ,internaciones,fallecidos antes de las 48 horas,2009-10-01,59,59
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2009-10-01,1,1
MAGDALENA,internaciones,fallecidos antes de las 48 horas,2009-10-01,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2009-10-01,2,2
MONTERO,internaciones,fallecidos antes de las 48 horas,2009-10-01,3,3
ORURO,internaciones,fallecidos antes de las 48 horas,2009-10-01,28,28
PAILON,internaciones,fallecidos antes de las 48 horas,2009-10-01,1,1
PORTACHUELO,internaciones,fallecidos antes de las 48 horas,2009-10-01,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2009-10-01,24,24
PRESTO,internaciones,fallecidos antes de las 48 horas,2009-10-01,1,1
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2009-10-01,1,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2009-10-01,3,3
PUNA,internaciones,fallecidos antes de las 48 horas,2009-10-01,1,1
PUNATA,internaciones,fallecidos antes de las 48 horas,2009-10-01,1,1
QUILLACOLLO,internaciones,fallecidos antes de las 48 horas,2009-10-01,1,1
REYES,internaciones,fallecidos antes de las 48 horas,2009-10-01,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2009-10-01,13,13
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2009-10-01,3,3
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2009-10-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2009-10-01,1,1
SAN JAVIER(STC),internaciones,fallecidos antes de las 48 horas,2009-10-01,1,1
SAN JUAN DE YAPACANI,internaciones,fallecidos antes de las 48 horas,2009-10-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2009-10-01,31,31
SUCRE,internaciones,fallecidos antes de las 48 horas,2009-10-01,25,25
TARIJA,internaciones,fallecidos antes de las 48 horas,2009-10-01,37,37
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2009-10-01,2,2
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2009-10-01,5,5
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2009-10-01,7,7
VILLAZON,internaciones,fallecidos antes de las 48 horas,2009-10-01,2,2
WARNES,internaciones,fallecidos antes de las 48 horas,2009-10-01,1,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2009-10-01,4,4
YAPACANI,internaciones,fallecidos antes de las 48 horas,2009-10-01,1,1
ACHACACHI,internaciones,fallecidos antes de las 48 horas,2009-11-01,1,1
AIQUILE,internaciones,fallecidos antes de las 48 horas,2009-11-01,2,2
BERMEJO,internaciones,fallecidos antes de las 48 horas,2009-11-01,2,2
CAMIRI,internaciones,fallecidos antes de las 48 horas,2009-11-01,3,3
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2009-11-01,1,1
COBIJA,internaciones,fallecidos antes de las 48 horas,2009-11-01,5,5
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2009-11-01,54,54
COMARAPA,internaciones,fallecidos antes de las 48 horas,2009-11-01,1,1
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2009-11-01,2,2
EL ALTO,internaciones,fallecidos antes de las 48 horas,2009-11-01,13,13
EL TORNO,internaciones,fallecidos antes de las 48 horas,2009-11-01,2,2
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2009-11-01,3,3
HUACARETA,internaciones,fallecidos antes de las 48 horas,2009-11-01,3,3
LA PAZ,internaciones,fallecidos antes de las 48 horas,2009-11-01,66,66
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2009-11-01,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2009-11-01,5,5
MONTERO,internaciones,fallecidos antes de las 48 horas,2009-11-01,1,1
ORURO,internaciones,fallecidos antes de las 48 horas,2009-11-01,20,20
PAILON,internaciones,fallecidos antes de las 48 horas,2009-11-01,2,2
PALOS BLANCOS,internaciones,fallecidos antes de las 48 horas,2009-11-01,3,3
POTOSI,internaciones,fallecidos antes de las 48 horas,2009-11-01,20,20
PUERTO ACOSTA,internaciones,fallecidos antes de las 48 horas,2009-11-01,1,1
PUERTO QUIJARRO,internaciones,fallecidos antes de las 48 horas,2009-11-01,1,1
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2009-11-01,3,3
PUNATA,internaciones,fallecidos antes de las 48 horas,2009-11-01,1,1
QUILLACOLLO,internaciones,fallecidos antes de las 48 horas,2009-11-01,2,2
REYES,internaciones,fallecidos antes de las 48 horas,2009-11-01,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2009-11-01,12,12
ROBORE,internaciones,fallecidos antes de las 48 horas,2009-11-01,3,3
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2009-11-01,2,2
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2009-11-01,1,1
SAN CARLOS,internaciones,fallecidos antes de las 48 horas,2009-11-01,2,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2009-11-01,6,6
SAN JAVIER(STC),internaciones,fallecidos antes de las 48 horas,2009-11-01,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2009-11-01,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2009-11-01,36,36
SORATA,internaciones,fallecidos antes de las 48 horas,2009-11-01,1,1
SUCRE,internaciones,fallecidos antes de las 48 horas,2009-11-01,19,19
TACACOMA,internaciones,fallecidos antes de las 48 horas,2009-11-01,1,1
TARIJA,internaciones,fallecidos antes de las 48 horas,2009-11-01,33,33
TIPUANI,internaciones,fallecidos antes de las 48 horas,2009-11-01,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2009-11-01,4,4
TUPIZA,internaciones,fallecidos antes de las 48 horas,2009-11-01,1,1
UYUNI,internaciones,fallecidos antes de las 48 horas,2009-11-01,1,1
VIACHA,internaciones,fallecidos antes de las 48 horas,2009-11-01,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2009-11-01,2,2
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2009-11-01,4,4
VILLAZON,internaciones,fallecidos antes de las 48 horas,2009-11-01,3,3
YACUIBA,internaciones,fallecidos antes de las 48 horas,2009-11-01,4,4
YAPACANI,internaciones,fallecidos antes de las 48 horas,2009-11-01,1,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2009-12-01,1,1
BOYUIBE,internaciones,fallecidos antes de las 48 horas,2009-12-01,1,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2009-12-01,2,2
CHALLAPATA,internaciones,fallecidos antes de las 48 horas,2009-12-01,1,1
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2009-12-01,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2009-12-01,2,2
COBIJA,internaciones,fallecidos antes de las 48 horas,2009-12-01,3,3
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2009-12-01,61,61
COTAGAITA,internaciones,fallecidos antes de las 48 horas,2009-12-01,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2009-12-01,19,19
EL TORNO,internaciones,fallecidos antes de las 48 horas,2009-12-01,2,2
EL VILLAR,internaciones,fallecidos antes de las 48 horas,2009-12-01,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2009-12-01,2,2
LA PAZ,internaciones,fallecidos antes de las 48 horas,2009-12-01,72,72
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2009-12-01,1,1
MONTERO,internaciones,fallecidos antes de las 48 horas,2009-12-01,1,1
ORURO,internaciones,fallecidos antes de las 48 horas,2009-12-01,16,16
PADILLA,internaciones,fallecidos antes de las 48 horas,2009-12-01,2,2
PALOS BLANCOS,internaciones,fallecidos antes de las 48 horas,2009-12-01,1,1
PATACAMAYA,internaciones,fallecidos antes de las 48 horas,2009-12-01,1,1
POCONA,internaciones,fallecidos antes de las 48 horas,2009-12-01,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2009-12-01,17,17
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2009-12-01,1,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2009-12-01,1,1
PUNATA,internaciones,fallecidos antes de las 48 horas,2009-12-01,2,2
REYES,internaciones,fallecidos antes de las 48 horas,2009-12-01,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2009-12-01,9,9
ROBORE,internaciones,fallecidos antes de las 48 horas,2009-12-01,1,1
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2009-12-01,1,1
SACABA,internaciones,fallecidos antes de las 48 horas,2009-12-01,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2009-12-01,1,1
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2009-12-01,1,1
SAN CARLOS,internaciones,fallecidos antes de las 48 horas,2009-12-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2009-12-01,7,7
SAN JAVIER(STC),internaciones,fallecidos antes de las 48 horas,2009-12-01,1,1
SAN MIGUEL DE VELASCO,internaciones,fallecidos antes de las 48 horas,2009-12-01,1,1
SAN RAMON,internaciones,fallecidos antes de las 48 horas,2009-12-01,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2009-12-01,23,23
SUCRE,internaciones,fallecidos antes de las 48 horas,2009-12-01,31,31
TARABUCO,internaciones,fallecidos antes de las 48 horas,2009-12-01,1,1
TARIJA,internaciones,fallecidos antes de las 48 horas,2009-12-01,25,25
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2009-12-01,15,15
TUPIZA,internaciones,fallecidos antes de las 48 horas,2009-12-01,1,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2009-12-01,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2009-12-01,6,6
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2009-12-01,1,1
VILLAZON,internaciones,fallecidos antes de las 48 horas,2009-12-01,3,3
YACUIBA,internaciones,fallecidos antes de las 48 horas,2009-12-01,11,11
YAPACANI,internaciones,fallecidos antes de las 48 horas,2009-12-01,1,1
