municipality,group,variable,month,Ingresos espontáneos,TOTAL
YOCALLA,internaciones,ingresos espontaneos,2009-09-01,8,8
YOTALA,internaciones,ingresos espontaneos,2009-09-01,18,18
ZUDAÑEZ,internaciones,ingresos espontaneos,2009-09-01,16,16
ACACIO,internaciones,ingresos espontaneos,2009-10-01,7,7
ACHACACHI,internaciones,ingresos espontaneos,2009-10-01,53,53
ACHOCALLA,internaciones,ingresos espontaneos,2009-10-01,6,6
AIQUILE,internaciones,ingresos espontaneos,2009-10-01,106,106
ALALAY,internaciones,ingresos espontaneos,2009-10-01,8,8
ALCALA,internaciones,ingresos espontaneos,2009-10-01,7,7
ANCORAIMES,internaciones,ingresos espontaneos,2009-10-01,11,11
ANTEQUERA,internaciones,ingresos espontaneos,2009-10-01,1,1
APOLO,internaciones,ingresos espontaneos,2009-10-01,16,16
ARAMPAMPA,internaciones,ingresos espontaneos,2009-10-01,1,1
ARANI,internaciones,ingresos espontaneos,2009-10-01,27,27
ARBIETO,internaciones,ingresos espontaneos,2009-10-01,9,9
ARQUE,internaciones,ingresos espontaneos,2009-10-01,5,5
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2009-10-01,168,168
ATOCHA,internaciones,ingresos espontaneos,2009-10-01,42,42
AYATA,internaciones,ingresos espontaneos,2009-10-01,3,3
AYO AYO,internaciones,ingresos espontaneos,2009-10-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2009-10-01,44,44
AZURDUY,internaciones,ingresos espontaneos,2009-10-01,20,20
BATALLAS,internaciones,ingresos espontaneos,2009-10-01,26,26
BAURES,internaciones,ingresos espontaneos,2009-10-01,23,23
BERMEJO,internaciones,ingresos espontaneos,2009-10-01,274,274
BETANZOS,internaciones,ingresos espontaneos,2009-10-01,48,48
BOYUIBE,internaciones,ingresos espontaneos,2009-10-01,30,30
BUENA VISTA,internaciones,ingresos espontaneos,2009-10-01,13,13
CABEZAS,internaciones,ingresos espontaneos,2009-10-01,21,21
CAIROMA,internaciones,ingresos espontaneos,2009-10-01,3,3
CAJUATA,internaciones,ingresos espontaneos,2009-10-01,14,14
CALAMARCA,internaciones,ingresos espontaneos,2009-10-01,14,14
CAMARGO,internaciones,ingresos espontaneos,2009-10-01,232,232
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2009-10-01,6,6
CAMIRI,internaciones,ingresos espontaneos,2009-10-01,365,365
CARACOLLO,internaciones,ingresos espontaneos,2009-10-01,37,37
CARANAVI,internaciones,ingresos espontaneos,2009-10-01,190,190
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2009-10-01,25,25
CHALLAPATA,internaciones,ingresos espontaneos,2009-10-01,109,109
CHAQUI,internaciones,ingresos espontaneos,2009-10-01,1,1
CHARAGUA,internaciones,ingresos espontaneos,2009-10-01,108,108
CHAYANTA,internaciones,ingresos espontaneos,2009-10-01,11,11
CHIMORE,internaciones,ingresos espontaneos,2009-10-01,17,17
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2009-10-01,101,101
CHUMA,internaciones,ingresos espontaneos,2009-10-01,5,5
CLIZA,internaciones,ingresos espontaneos,2009-10-01,62,62
COBIJA,internaciones,ingresos espontaneos,2009-10-01,375,375
COCHABAMBA,internaciones,ingresos espontaneos,2009-10-01,7595,7595
COLCAPIRHUA,internaciones,ingresos espontaneos,2009-10-01,208,208
"COLCHA ""K""",internaciones,ingresos espontaneos,2009-10-01,3,3
COLLANA,internaciones,ingresos espontaneos,2009-10-01,1,1
COLOMI,internaciones,ingresos espontaneos,2009-10-01,18,18
COLPA BELGICA,internaciones,ingresos espontaneos,2009-10-01,20,20
COLQUECHACA,internaciones,ingresos espontaneos,2009-10-01,5,5
COLQUENCHA,internaciones,ingresos espontaneos,2009-10-01,2,2
COLQUIRI,internaciones,ingresos espontaneos,2009-10-01,22,22
COMANCHE,internaciones,ingresos espontaneos,2009-10-01,2,2
COMARAPA,internaciones,ingresos espontaneos,2009-10-01,66,66
CONCEPCION,internaciones,ingresos espontaneos,2009-10-01,76,76
COPACABANA,internaciones,ingresos espontaneos,2009-10-01,15,15
CORIPATA,internaciones,ingresos espontaneos,2009-10-01,17,17
CORO CORO,internaciones,ingresos espontaneos,2009-10-01,3,3
COROICO,internaciones,ingresos espontaneos,2009-10-01,87,87
COTAGAITA,internaciones,ingresos espontaneos,2009-10-01,31,31
COTOCA,internaciones,ingresos espontaneos,2009-10-01,109,109
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2009-10-01,47,47
CUCHUMUELA (V. G. VILLARROEL),internaciones,ingresos espontaneos,2009-10-01,2,2
CUEVO,internaciones,ingresos espontaneos,2009-10-01,13,13
CULPINA,internaciones,ingresos espontaneos,2009-10-01,53,53
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2009-10-01,23,23
DESAGUADERO,internaciones,ingresos espontaneos,2009-10-01,11,11
EL ALTO,internaciones,ingresos espontaneos,2009-10-01,2870,2870
EL PUENTE(STC),internaciones,ingresos espontaneos,2009-10-01,30,30
EL TORNO,internaciones,ingresos espontaneos,2009-10-01,255,255
ENTRE RIOS,internaciones,ingresos espontaneos,2009-10-01,38,38
ENTRE RIOS,internaciones,ingresos espontaneos,2009-10-01,40,40
EUCALIPTUS,internaciones,ingresos espontaneos,2009-10-01,9,9
EXALTACION,internaciones,ingresos espontaneos,2009-10-01,8,8
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2009-10-01,33,33
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2009-10-01,18,18
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2009-10-01,9,9
GUANAY,internaciones,ingresos espontaneos,2009-10-01,28,28
GUAQUI,internaciones,ingresos espontaneos,2009-10-01,5,5
GUAYARAMERIN,internaciones,ingresos espontaneos,2009-10-01,499,499
GUTIERREZ,internaciones,ingresos espontaneos,2009-10-01,23,23
HUACARETA,internaciones,ingresos espontaneos,2009-10-01,20,20
HUACHACALLA,internaciones,ingresos espontaneos,2009-10-01,2,2
HUANUNI,internaciones,ingresos espontaneos,2009-10-01,41,41
HUARACAJE,internaciones,ingresos espontaneos,2009-10-01,14,14
HUAYLLAMARCA,internaciones,ingresos espontaneos,2009-10-01,4,4
INCAHUASI,internaciones,ingresos espontaneos,2009-10-01,25,25
INQUISIVI,internaciones,ingresos espontaneos,2009-10-01,5,5
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2009-10-01,48,48
IXIAMAS,internaciones,ingresos espontaneos,2009-10-01,22,22
JESUS DE MACHACA,internaciones,ingresos espontaneos,2009-10-01,21,21
LA ASUNTA,internaciones,ingresos espontaneos,2009-10-01,62,62
LA GUARDIA,internaciones,ingresos espontaneos,2009-10-01,165,165
LA PAZ,internaciones,ingresos espontaneos,2009-10-01,6429,6429
LAGUNILLAS,internaciones,ingresos espontaneos,2009-10-01,3,3
LAJA,internaciones,ingresos espontaneos,2009-10-01,2,2
LAS CARRERAS,internaciones,ingresos espontaneos,2009-10-01,3,3
LLALLAGUA,internaciones,ingresos espontaneos,2009-10-01,454,454
LURIBAY,internaciones,ingresos espontaneos,2009-10-01,6,6
MACHARETI,internaciones,ingresos espontaneos,2009-10-01,8,8
MAGDALENA,internaciones,ingresos espontaneos,2009-10-01,68,68
MAIRANA,internaciones,ingresos espontaneos,2009-10-01,47,47
MALLA,internaciones,ingresos espontaneos,2009-10-01,2,2
MAPIRI,internaciones,ingresos espontaneos,2009-10-01,18,18
MECAPACA,internaciones,ingresos espontaneos,2009-10-01,7,7
MINEROS,internaciones,ingresos espontaneos,2009-10-01,18,18
MIZQUE,internaciones,ingresos espontaneos,2009-10-01,59,59
MOCOMOCO,internaciones,ingresos espontaneos,2009-10-01,3,3
MOJOCOYA,internaciones,ingresos espontaneos,2009-10-01,4,4
MONTEAGUDO,internaciones,ingresos espontaneos,2009-10-01,147,147
MONTERO,internaciones,ingresos espontaneos,2009-10-01,677,677
MORO MORO,internaciones,ingresos espontaneos,2009-10-01,1,1
MOROCHATA,internaciones,ingresos espontaneos,2009-10-01,17,17
NACEBE (SANTA ROSA DEL ABUNA),internaciones,ingresos espontaneos,2009-10-01,5,5
OCURI,internaciones,ingresos espontaneos,2009-10-01,4,4
OKINAWA,internaciones,ingresos espontaneos,2009-10-01,5,5
OMEREQUE,internaciones,ingresos espontaneos,2009-10-01,12,12
ORURO,internaciones,ingresos espontaneos,2009-10-01,4002,4002
PADILLA,internaciones,ingresos espontaneos,2009-10-01,64,64
PAILON,internaciones,ingresos espontaneos,2009-10-01,62,62
PALCA,internaciones,ingresos espontaneos,2009-10-01,1,1
PALOS BLANCOS,internaciones,ingresos espontaneos,2009-10-01,63,63
PAMPA GRANDE,internaciones,ingresos espontaneos,2009-10-01,16,16
PAPEL PAMPA,internaciones,ingresos espontaneos,2009-10-01,2,2
PASORAPA,internaciones,ingresos espontaneos,2009-10-01,7,7
PATACAMAYA,internaciones,ingresos espontaneos,2009-10-01,56,56
POCOATA,internaciones,ingresos espontaneos,2009-10-01,10,10
POCONA,internaciones,ingresos espontaneos,2009-10-01,13,13
POJO (CBBA),internaciones,ingresos espontaneos,2009-10-01,20,20
POOPO,internaciones,ingresos espontaneos,2009-10-01,8,8
PORCO,internaciones,ingresos espontaneos,2009-10-01,6,6
POROMA,internaciones,ingresos espontaneos,2009-10-01,13,13
PORONGO,internaciones,ingresos espontaneos,2009-10-01,11,11
PORTACHUELO,internaciones,ingresos espontaneos,2009-10-01,213,213
PORVENIR,internaciones,ingresos espontaneos,2009-10-01,12,12
POTOSI,internaciones,ingresos espontaneos,2009-10-01,1613,1613
PRESTO,internaciones,ingresos espontaneos,2009-10-01,13,13
PUCARA,internaciones,ingresos espontaneos,2009-10-01,3,3
PUCARANI,internaciones,ingresos espontaneos,2009-10-01,9,9
PUERTO ACOSTA,internaciones,ingresos espontaneos,2009-10-01,41,41
PUERTO CARABUCO,internaciones,ingresos espontaneos,2009-10-01,4,4
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2009-10-01,34,34
PUERTO RICO,internaciones,ingresos espontaneos,2009-10-01,25,25
PUERTO SILES,internaciones,ingresos espontaneos,2009-10-01,3,3
PUERTO SUAREZ,internaciones,ingresos espontaneos,2009-10-01,95,95
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2009-10-01,181,181
PUNA,internaciones,ingresos espontaneos,2009-10-01,22,22
PUNATA,internaciones,ingresos espontaneos,2009-10-01,198,198
QUILLACOLLO,internaciones,ingresos espontaneos,2009-10-01,157,157
QUIME,internaciones,ingresos espontaneos,2009-10-01,5,5
REYES,internaciones,ingresos espontaneos,2009-10-01,23,23
RIBERALTA,internaciones,ingresos espontaneos,2009-10-01,502,502
ROBORE,internaciones,ingresos espontaneos,2009-10-01,110,110
RURRENABAQUE,internaciones,ingresos espontaneos,2009-10-01,124,124
SACABA,internaciones,ingresos espontaneos,2009-10-01,451,451
SACABAMBA,internaciones,ingresos espontaneos,2009-10-01,21,21
SACACA,internaciones,ingresos espontaneos,2009-10-01,18,18
SAIPINA,internaciones,ingresos espontaneos,2009-10-01,7,7
SALINAS DE GARCI MENDOZA,internaciones,ingresos espontaneos,2009-10-01,2,2
SAMAIPATA,internaciones,ingresos espontaneos,2009-10-01,30,30
SAN ANDRES DE MACHACA,internaciones,ingresos espontaneos,2009-10-01,3,3
SAN ANTONIO DE LOMERIO,internaciones,ingresos espontaneos,2009-10-01,19,19
SAN BENITO,internaciones,ingresos espontaneos,2009-10-01,12,12
SAN BORJA,internaciones,ingresos espontaneos,2009-10-01,144,144
SAN BUENA VENTURA,internaciones,ingresos espontaneos,2009-10-01,70,70
SAN CARLOS,internaciones,ingresos espontaneos,2009-10-01,125,125
SAN IGNACIO,internaciones,ingresos espontaneos,2009-10-01,66,66
SAN IGNACIO DE VELASCO,internaciones,ingresos espontaneos,2009-10-01,436,436
SAN JAVIER(STC),internaciones,ingresos espontaneos,2009-10-01,68,68
SAN JOAQUIN,internaciones,ingresos espontaneos,2009-10-01,92,92
SAN JOSE DE CHIQUITOS,internaciones,ingresos espontaneos,2009-10-01,155,155
SAN JUAN DE YAPACANI,internaciones,ingresos espontaneos,2009-10-01,157,157
SAN JULIAN,internaciones,ingresos espontaneos,2009-10-01,137,137
SAN LORENZO(PND),internaciones,ingresos espontaneos,2009-10-01,6,6
SAN LORENZO(TJA),internaciones,ingresos espontaneos,2009-10-01,17,17
SAN LUCAS,internaciones,ingresos espontaneos,2009-10-01,64,64
SAN MATIAS,internaciones,ingresos espontaneos,2009-10-01,75,75
SAN MIGUEL DE VELASCO,internaciones,ingresos espontaneos,2009-10-01,72,72
SAN PEDRO,internaciones,ingresos espontaneos,2009-10-01,21,21
SAN RAFAEL,internaciones,ingresos espontaneos,2009-10-01,33,33
SAN RAMON,internaciones,ingresos espontaneos,2009-10-01,50,50
SAN RAMON,internaciones,ingresos espontaneos,2009-10-01,37,37
SANTA ANA,internaciones,ingresos espontaneos,2009-10-01,93,93
SANTA CRUZ DE LA SIERRA,internaciones,ingresos espontaneos,2009-10-01,10150,10150
SANTA ROSA,internaciones,ingresos espontaneos,2009-10-01,44,44
SANTA ROSA DEL SARA,internaciones,ingresos espontaneos,2009-10-01,49,49
SANTIAGO DE CALLAPA,internaciones,ingresos espontaneos,2009-10-01,8,8
SANTIAGO DE HUARI,internaciones,ingresos espontaneos,2009-10-01,23,23
SANTIAGO DE MACHACA,internaciones,ingresos espontaneos,2009-10-01,2,2
SAPAHAQUI,internaciones,ingresos espontaneos,2009-10-01,1,1
SENA,internaciones,ingresos espontaneos,2009-10-01,18,18
SICA SICA (VILLA AROMA),internaciones,ingresos espontaneos,2009-10-01,19,19
SICAYA,internaciones,ingresos espontaneos,2009-10-01,1,1
SIPE SIPE,internaciones,ingresos espontaneos,2009-10-01,40,40
SOPACHUY,internaciones,ingresos espontaneos,2009-10-01,19,19
SORACACHI,internaciones,ingresos espontaneos,2009-10-01,3,3
SORATA,internaciones,ingresos espontaneos,2009-10-01,27,27
SUCRE,internaciones,ingresos espontaneos,2009-10-01,3004,3004
TACACHI,internaciones,ingresos espontaneos,2009-10-01,4,4
TACACOMA,internaciones,ingresos espontaneos,2009-10-01,3,3
TACOPAYA,internaciones,ingresos espontaneos,2009-10-01,3,3
TAPACARI,internaciones,ingresos espontaneos,2009-10-01,14,14
TARABUCO,internaciones,ingresos espontaneos,2009-10-01,88,88
TARACO,internaciones,ingresos espontaneos,2009-10-01,4,4
TARATA,internaciones,ingresos espontaneos,2009-10-01,3,3
TARIJA,internaciones,ingresos espontaneos,2009-10-01,1672,1672
TARVITA,internaciones,ingresos espontaneos,2009-10-01,55,55
TEOPONTE,internaciones,ingresos espontaneos,2009-10-01,14,14
TIAWANACU,internaciones,ingresos espontaneos,2009-10-01,14,14
TIPUANI,internaciones,ingresos espontaneos,2009-10-01,58,58
TIQUIPAYA,internaciones,ingresos espontaneos,2009-10-01,116,116
TIRAQUE (CBBA),internaciones,ingresos espontaneos,2009-10-01,174,174
TOCO,internaciones,ingresos espontaneos,2009-10-01,1,1
TOLATA,internaciones,ingresos espontaneos,2009-10-01,5,5
TOLEDO,internaciones,ingresos espontaneos,2009-10-01,1,1
TOMAVE,internaciones,ingresos espontaneos,2009-10-01,9,9
TOMINA,internaciones,ingresos espontaneos,2009-10-01,11,11
TORO TORO,internaciones,ingresos espontaneos,2009-10-01,3,3
TOTORA(CBBA),internaciones,ingresos espontaneos,2009-10-01,35,35
TOTORA(ORR),internaciones,ingresos espontaneos,2009-10-01,7,7
TRIGAL,internaciones,ingresos espontaneos,2009-10-01,9,9
TRINIDAD,internaciones,ingresos espontaneos,2009-10-01,1327,1327
TUPIZA,internaciones,ingresos espontaneos,2009-10-01,147,147
UMALA,internaciones,ingresos espontaneos,2009-10-01,3,3
UNCIA,internaciones,ingresos espontaneos,2009-10-01,35,35
URUBICHA,internaciones,ingresos espontaneos,2009-10-01,19,19
UYUNI,internaciones,ingresos espontaneos,2009-10-01,139,139
VACAS,internaciones,ingresos espontaneos,2009-10-01,15,15
VALLEGRANDE,internaciones,ingresos espontaneos,2009-10-01,143,143
VIACHA,internaciones,ingresos espontaneos,2009-10-01,86,86
VILA VILA,internaciones,ingresos espontaneos,2009-10-01,1,1
VILLA MONTES,internaciones,ingresos espontaneos,2009-10-01,198,198
VILLA RIVERO,internaciones,ingresos espontaneos,2009-10-01,35,35
VILLA SERRANO,internaciones,ingresos espontaneos,2009-10-01,25,25
VILLA TUNARI,internaciones,ingresos espontaneos,2009-10-01,293,293
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos espontaneos,2009-10-01,2,2
VILLAZON,internaciones,ingresos espontaneos,2009-10-01,193,193
VINTO,internaciones,ingresos espontaneos,2009-10-01,119,119
VITICHI,internaciones,ingresos espontaneos,2009-10-01,9,9
WARNES,internaciones,ingresos espontaneos,2009-10-01,56,56
YACO,internaciones,ingresos espontaneos,2009-10-01,1,1
YACUIBA,internaciones,ingresos espontaneos,2009-10-01,799,799
YAMPARAEZ,internaciones,ingresos espontaneos,2009-10-01,18,18
YANACACHI,internaciones,ingresos espontaneos,2009-10-01,2,2
YAPACANI,internaciones,ingresos espontaneos,2009-10-01,557,557
YOCALLA,internaciones,ingresos espontaneos,2009-10-01,4,4
ZUDAÑEZ,internaciones,ingresos espontaneos,2009-10-01,18,18
ACACIO,internaciones,ingresos espontaneos,2009-11-01,7,7
ACHACACHI,internaciones,ingresos espontaneos,2009-11-01,52,52
ACHOCALLA,internaciones,ingresos espontaneos,2009-11-01,2,2
AIQUILE,internaciones,ingresos espontaneos,2009-11-01,113,113
ALALAY,internaciones,ingresos espontaneos,2009-11-01,2,2
ALCALA,internaciones,ingresos espontaneos,2009-11-01,2,2
ANCORAIMES,internaciones,ingresos espontaneos,2009-11-01,13,13
ANZALDO,internaciones,ingresos espontaneos,2009-11-01,5,5
APOLO,internaciones,ingresos espontaneos,2009-11-01,17,17
ARANI,internaciones,ingresos espontaneos,2009-11-01,25,25
ARBIETO,internaciones,ingresos espontaneos,2009-11-01,5,5
ARQUE,internaciones,ingresos espontaneos,2009-11-01,5,5
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2009-11-01,121,121
ATOCHA,internaciones,ingresos espontaneos,2009-11-01,40,40
AUCAPATA,internaciones,ingresos espontaneos,2009-11-01,1,1
AYATA,internaciones,ingresos espontaneos,2009-11-01,2,2
AYO AYO,internaciones,ingresos espontaneos,2009-11-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2009-11-01,41,41
AZURDUY,internaciones,ingresos espontaneos,2009-11-01,36,36
BATALLAS,internaciones,ingresos espontaneos,2009-11-01,14,14
BAURES,internaciones,ingresos espontaneos,2009-11-01,36,36
BERMEJO,internaciones,ingresos espontaneos,2009-11-01,295,295
BETANZOS,internaciones,ingresos espontaneos,2009-11-01,43,43
BOYUIBE,internaciones,ingresos espontaneos,2009-11-01,27,27
BUENA VISTA,internaciones,ingresos espontaneos,2009-11-01,34,34
CAIROMA,internaciones,ingresos espontaneos,2009-11-01,3,3
CAJUATA,internaciones,ingresos espontaneos,2009-11-01,20,20
CALAMARCA,internaciones,ingresos espontaneos,2009-11-01,7,7
CAMARGO,internaciones,ingresos espontaneos,2009-11-01,135,135
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2009-11-01,6,6
CAMIRI,internaciones,ingresos espontaneos,2009-11-01,404,404
CAPINOTA,internaciones,ingresos espontaneos,2009-11-01,65,65
CAQUIAVIRI,internaciones,ingresos espontaneos,2009-11-01,1,1
CARACOLLO,internaciones,ingresos espontaneos,2009-11-01,23,23
CARANAVI,internaciones,ingresos espontaneos,2009-11-01,160,160
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2009-11-01,34,34
CHALLAPATA,internaciones,ingresos espontaneos,2009-11-01,99,99
CHAQUI,internaciones,ingresos espontaneos,2009-11-01,6,6
CHARAGUA,internaciones,ingresos espontaneos,2009-11-01,98,98
CHAYANTA,internaciones,ingresos espontaneos,2009-11-01,17,17
CHIMORE,internaciones,ingresos espontaneos,2009-11-01,18,18
CHIPAYA,internaciones,ingresos espontaneos,2009-11-01,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2009-11-01,82,82
CHUMA,internaciones,ingresos espontaneos,2009-11-01,7,7
CLIZA,internaciones,ingresos espontaneos,2009-11-01,46,46
COBIJA,internaciones,ingresos espontaneos,2009-11-01,398,398
COCHABAMBA,internaciones,ingresos espontaneos,2009-11-01,6982,6982
COLCAPIRHUA,internaciones,ingresos espontaneos,2009-11-01,204,204
"COLCHA ""K""",internaciones,ingresos espontaneos,2009-11-01,2,2
COLLANA,internaciones,ingresos espontaneos,2009-11-01,2,2
COLOMI,internaciones,ingresos espontaneos,2009-11-01,32,32
COLPA BELGICA,internaciones,ingresos espontaneos,2009-11-01,33,33
COLQUECHACA,internaciones,ingresos espontaneos,2009-11-01,6,6
COLQUENCHA,internaciones,ingresos espontaneos,2009-11-01,7,7
COLQUIRI,internaciones,ingresos espontaneos,2009-11-01,18,18
COMANCHE,internaciones,ingresos espontaneos,2009-11-01,1,1
COMARAPA,internaciones,ingresos espontaneos,2009-11-01,55,55
COMBAYA,internaciones,ingresos espontaneos,2009-11-01,1,1
CONCEPCION,internaciones,ingresos espontaneos,2009-11-01,86,86
COPACABANA,internaciones,ingresos espontaneos,2009-11-01,14,14
CORIPATA,internaciones,ingresos espontaneos,2009-11-01,20,20
CORO CORO,internaciones,ingresos espontaneos,2009-11-01,3,3
COROICO,internaciones,ingresos espontaneos,2009-11-01,75,75
CORQUE,internaciones,ingresos espontaneos,2009-11-01,1,1
COTAGAITA,internaciones,ingresos espontaneos,2009-11-01,33,33
COTOCA,internaciones,ingresos espontaneos,2009-11-01,114,114
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2009-11-01,37,37
CUCHUMUELA (V. G. VILLARROEL),internaciones,ingresos espontaneos,2009-11-01,1,1
CUEVO,internaciones,ingresos espontaneos,2009-11-01,15,15
CULPINA,internaciones,ingresos espontaneos,2009-11-01,52,52
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2009-11-01,27,27
DESAGUADERO,internaciones,ingresos espontaneos,2009-11-01,4,4
EL ALTO,internaciones,ingresos espontaneos,2009-11-01,2827,2827
EL PUENTE(STC),internaciones,ingresos espontaneos,2009-11-01,14,14
EL TORNO,internaciones,ingresos espontaneos,2009-11-01,286,286
EL VILLAR,internaciones,ingresos espontaneos,2009-11-01,13,13
ENTRE RIOS,internaciones,ingresos espontaneos,2009-11-01,30,30
EUCALIPTUS,internaciones,ingresos espontaneos,2009-11-01,10,10
EXALTACION,internaciones,ingresos espontaneos,2009-11-01,4,4
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2009-11-01,60,60
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2009-11-01,12,12
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2009-11-01,2,2
GUANAY,internaciones,ingresos espontaneos,2009-11-01,32,32
GUAQUI,internaciones,ingresos espontaneos,2009-11-01,3,3
GUAYARAMERIN,internaciones,ingresos espontaneos,2009-11-01,495,495
GUTIERREZ,internaciones,ingresos espontaneos,2009-11-01,37,37
HUACARETA,internaciones,ingresos espontaneos,2009-11-01,32,32
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2009-11-01,2,2
HUANUNI,internaciones,ingresos espontaneos,2009-11-01,35,35
HUARACAJE,internaciones,ingresos espontaneos,2009-11-01,8,8
HUAYLLAMARCA,internaciones,ingresos espontaneos,2009-11-01,3,3
ICHOCA,internaciones,ingresos espontaneos,2009-11-01,4,4
ICLA,internaciones,ingresos espontaneos,2009-11-01,5,5
INCAHUASI,internaciones,ingresos espontaneos,2009-11-01,30,30
INQUISIVI,internaciones,ingresos espontaneos,2009-11-01,1,1
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2009-11-01,16,16
IXIAMAS,internaciones,ingresos espontaneos,2009-11-01,18,18
LA ASUNTA,internaciones,ingresos espontaneos,2009-11-01,58,58
LA GUARDIA,internaciones,ingresos espontaneos,2009-11-01,153,153
LA PAZ,internaciones,ingresos espontaneos,2009-11-01,6833,6833
LAGUNILLAS,internaciones,ingresos espontaneos,2009-11-01,7,7
LAJA,internaciones,ingresos espontaneos,2009-11-01,9,9
LLALLAGUA,internaciones,ingresos espontaneos,2009-11-01,445,445
LORETO,internaciones,ingresos espontaneos,2009-11-01,1,1
LURIBAY,internaciones,ingresos espontaneos,2009-11-01,2,2
MACHARETI,internaciones,ingresos espontaneos,2009-11-01,15,15
MAGDALENA,internaciones,ingresos espontaneos,2009-11-01,76,76
MAIRANA,internaciones,ingresos espontaneos,2009-11-01,48,48
MAPIRI,internaciones,ingresos espontaneos,2009-11-01,13,13
MECAPACA,internaciones,ingresos espontaneos,2009-11-01,6,6
MINEROS,internaciones,ingresos espontaneos,2009-11-01,30,30
MIZQUE,internaciones,ingresos espontaneos,2009-11-01,49,49
MOCOMOCO,internaciones,ingresos espontaneos,2009-11-01,4,4
MOJOCOYA,internaciones,ingresos espontaneos,2009-11-01,6,6
MONTEAGUDO,internaciones,ingresos espontaneos,2009-11-01,169,169
MONTERO,internaciones,ingresos espontaneos,2009-11-01,672,672
MOROCHATA,internaciones,ingresos espontaneos,2009-11-01,6,6
NACEBE (SANTA ROSA DEL ABUNA),internaciones,ingresos espontaneos,2009-11-01,4,4
OCURI,internaciones,ingresos espontaneos,2009-11-01,4,4
OMEREQUE,internaciones,ingresos espontaneos,2009-11-01,4,4
ORURO,internaciones,ingresos espontaneos,2009-11-01,1885,1885
PADILLA,internaciones,ingresos espontaneos,2009-11-01,42,42
PAILON,internaciones,ingresos espontaneos,2009-11-01,64,64
PALOS BLANCOS,internaciones,ingresos espontaneos,2009-11-01,60,60
PAMPA GRANDE,internaciones,ingresos espontaneos,2009-11-01,21,21
PAPEL PAMPA,internaciones,ingresos espontaneos,2009-11-01,6,6
PASORAPA,internaciones,ingresos espontaneos,2009-11-01,8,8
PATACAMAYA,internaciones,ingresos espontaneos,2009-11-01,60,60
PAZÑA,internaciones,ingresos espontaneos,2009-11-01,2,2
POCOATA,internaciones,ingresos espontaneos,2009-11-01,13,13
POCONA,internaciones,ingresos espontaneos,2009-11-01,16,16
POJO (CBBA),internaciones,ingresos espontaneos,2009-11-01,16,16
POOPO,internaciones,ingresos espontaneos,2009-11-01,1,1
PORCO,internaciones,ingresos espontaneos,2009-11-01,14,14
POROMA,internaciones,ingresos espontaneos,2009-11-01,24,24
PORONGO,internaciones,ingresos espontaneos,2009-11-01,9,9
PORTACHUELO,internaciones,ingresos espontaneos,2009-11-01,228,228
PORVENIR,internaciones,ingresos espontaneos,2009-11-01,11,11
POSTRER VALLE,internaciones,ingresos espontaneos,2009-11-01,7,7
POTOSI,internaciones,ingresos espontaneos,2009-11-01,1627,1627
PRESTO,internaciones,ingresos espontaneos,2009-11-01,12,12
PUCARA,internaciones,ingresos espontaneos,2009-11-01,3,3
PUCARANI,internaciones,ingresos espontaneos,2009-11-01,7,7
PUERTO ACOSTA,internaciones,ingresos espontaneos,2009-11-01,46,46
PUERTO CARABUCO,internaciones,ingresos espontaneos,2009-11-01,1,1
PUERTO GONZALO MORENO,internaciones,ingresos espontaneos,2009-11-01,7,7
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2009-11-01,47,47
PUERTO SILES,internaciones,ingresos espontaneos,2009-11-01,2,2
PUERTO SUAREZ,internaciones,ingresos espontaneos,2009-11-01,86,86
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2009-11-01,187,187
