municipality,group,variable,month,Viviendas evaluadas,TOTAL
URIONDO (A. CONCEPCION),chagas,viviendas evaluadas,2007-10-01,292,292
VILA VILA,chagas,viviendas evaluadas,2007-10-01,22,22
VINTO,chagas,viviendas evaluadas,2007-10-01,139,139
AIQUILE,chagas,viviendas evaluadas,2007-11-01,287,287
ANZALDO,chagas,viviendas evaluadas,2007-11-01,36,36
ARAMPAMPA,chagas,viviendas evaluadas,2007-11-01,96,96
ARANI,chagas,viviendas evaluadas,2007-11-01,344,344
CABEZAS,chagas,viviendas evaluadas,2007-11-01,4,4
CAMATAQUI (C. VILLA ABECIA),chagas,viviendas evaluadas,2007-11-01,214,214
CHARAGUA,chagas,viviendas evaluadas,2007-11-01,113,113
CLIZA,chagas,viviendas evaluadas,2007-11-01,7,7
CUEVO,chagas,viviendas evaluadas,2007-11-01,49,49
CULPINA,chagas,viviendas evaluadas,2007-11-01,354,354
EL TORNO,chagas,viviendas evaluadas,2007-11-01,326,326
HUACARETA,chagas,viviendas evaluadas,2007-11-01,462,462
LA GUARDIA,chagas,viviendas evaluadas,2007-11-01,3,3
LURIBAY,chagas,viviendas evaluadas,2007-11-01,740,740
MAIRANA,chagas,viviendas evaluadas,2007-11-01,94,94
MIZQUE,chagas,viviendas evaluadas,2007-11-01,17,17
MOJOCOYA,chagas,viviendas evaluadas,2007-11-01,95,95
MONTEAGUDO,chagas,viviendas evaluadas,2007-11-01,1174,1174
MORO MORO,chagas,viviendas evaluadas,2007-11-01,278,278
OMEREQUE,chagas,viviendas evaluadas,2007-11-01,311,311
PADCAYA,chagas,viviendas evaluadas,2007-11-01,283,283
PADILLA,chagas,viviendas evaluadas,2007-11-01,2,2
PASORAPA,chagas,viviendas evaluadas,2007-11-01,15,15
POCONA,chagas,viviendas evaluadas,2007-11-01,121,121
POJO (CBBA),chagas,viviendas evaluadas,2007-11-01,470,470
POROMA,chagas,viviendas evaluadas,2007-11-01,19,19
PORONGO,chagas,viviendas evaluadas,2007-11-01,37,37
POSTRER VALLE,chagas,viviendas evaluadas,2007-11-01,63,63
QUILLACOLLO,chagas,viviendas evaluadas,2007-11-01,415,415
QUIRUSILLAS,chagas,viviendas evaluadas,2007-11-01,84,84
RAVELO,chagas,viviendas evaluadas,2007-11-01,170,170
RIBERALTA,chagas,viviendas evaluadas,2007-11-01,145,145
SACABA,chagas,viviendas evaluadas,2007-11-01,579,579
SAIPINA,chagas,viviendas evaluadas,2007-11-01,58,58
SAMAIPATA,chagas,viviendas evaluadas,2007-11-01,148,148
SAN BENITO,chagas,viviendas evaluadas,2007-11-01,39,39
SICAYA,chagas,viviendas evaluadas,2007-11-01,64,64
SIPE SIPE,chagas,viviendas evaluadas,2007-11-01,66,66
TACOBAMBA,chagas,viviendas evaluadas,2007-11-01,3,3
TAPACARI,chagas,viviendas evaluadas,2007-11-01,6,6
TARATA,chagas,viviendas evaluadas,2007-11-01,3,3
TARIJA,chagas,viviendas evaluadas,2007-11-01,144,144
TIQUIPAYA,chagas,viviendas evaluadas,2007-11-01,264,264
TOMINA,chagas,viviendas evaluadas,2007-11-01,23,23
TOTORA(CBBA),chagas,viviendas evaluadas,2007-11-01,46,46
TUPIZA,chagas,viviendas evaluadas,2007-11-01,355,355
URIONDO (A. CONCEPCION),chagas,viviendas evaluadas,2007-11-01,291,291
VALLEGRANDE,chagas,viviendas evaluadas,2007-11-01,11,11
VILA VILA,chagas,viviendas evaluadas,2007-11-01,230,230
VINTO,chagas,viviendas evaluadas,2007-11-01,117,117
ACACIO,chagas,viviendas evaluadas,2007-12-01,46,46
AIQUILE,chagas,viviendas evaluadas,2007-12-01,51,51
ALALAY,chagas,viviendas evaluadas,2007-12-01,32,32
ANZALDO,chagas,viviendas evaluadas,2007-12-01,44,44
ARAMPAMPA,chagas,viviendas evaluadas,2007-12-01,20,20
AZURDUY,chagas,viviendas evaluadas,2007-12-01,2,2
BERMEJO,chagas,viviendas evaluadas,2007-12-01,3,3
CABEZAS,chagas,viviendas evaluadas,2007-12-01,67,67
CAPINOTA,chagas,viviendas evaluadas,2007-12-01,155,155
COCHABAMBA,chagas,viviendas evaluadas,2007-12-01,18,18
COLCAPIRHUA,chagas,viviendas evaluadas,2007-12-01,134,134
COLQUECHACA,chagas,viviendas evaluadas,2007-12-01,24,24
COTOCA,chagas,viviendas evaluadas,2007-12-01,91,91
EL TORNO,chagas,viviendas evaluadas,2007-12-01,362,362
EL VILLAR,chagas,viviendas evaluadas,2007-12-01,126,126
LA GUARDIA,chagas,viviendas evaluadas,2007-12-01,73,73
LURIBAY,chagas,viviendas evaluadas,2007-12-01,355,355
MAIRANA,chagas,viviendas evaluadas,2007-12-01,4,4
MIZQUE,chagas,viviendas evaluadas,2007-12-01,65,65
MOJOCOYA,chagas,viviendas evaluadas,2007-12-01,57,57
MONTEAGUDO,chagas,viviendas evaluadas,2007-12-01,1076,1076
MORO MORO,chagas,viviendas evaluadas,2007-12-01,42,42
OCURI,chagas,viviendas evaluadas,2007-12-01,227,227
OMEREQUE,chagas,viviendas evaluadas,2007-12-01,104,104
PADCAYA,chagas,viviendas evaluadas,2007-12-01,301,301
PAILON,chagas,viviendas evaluadas,2007-12-01,8,8
POCONA,chagas,viviendas evaluadas,2007-12-01,86,86
POJO (CBBA),chagas,viviendas evaluadas,2007-12-01,521,521
POROMA,chagas,viviendas evaluadas,2007-12-01,278,278
PORONGO,chagas,viviendas evaluadas,2007-12-01,10,10
POSTRER VALLE,chagas,viviendas evaluadas,2007-12-01,22,22
PUCARA,chagas,viviendas evaluadas,2007-12-01,2,2
QUILLACOLLO,chagas,viviendas evaluadas,2007-12-01,419,419
QUIRUSILLAS,chagas,viviendas evaluadas,2007-12-01,76,76
RAVELO,chagas,viviendas evaluadas,2007-12-01,35,35
SACABA,chagas,viviendas evaluadas,2007-12-01,452,452
SAIPINA,chagas,viviendas evaluadas,2007-12-01,81,81
SAMAIPATA,chagas,viviendas evaluadas,2007-12-01,287,287
SAN JOSE DE CHIQUITOS,chagas,viviendas evaluadas,2007-12-01,7,7
SAN PEDRO DE BUENA VISTA,chagas,viviendas evaluadas,2007-12-01,309,309
SIPE SIPE,chagas,viviendas evaluadas,2007-12-01,16,16
SUCRE,chagas,viviendas evaluadas,2007-12-01,211,211
TACOPAYA,chagas,viviendas evaluadas,2007-12-01,35,35
TARATA,chagas,viviendas evaluadas,2007-12-01,49,49
TIQUIPAYA,chagas,viviendas evaluadas,2007-12-01,175,175
TOMINA,chagas,viviendas evaluadas,2007-12-01,15,15
TOTORA(CBBA),chagas,viviendas evaluadas,2007-12-01,98,98
TUPIZA,chagas,viviendas evaluadas,2007-12-01,93,93
URIONDO (A. CONCEPCION),chagas,viviendas evaluadas,2007-12-01,174,174
VILA VILA,chagas,viviendas evaluadas,2007-12-01,17,17
VINTO,chagas,viviendas evaluadas,2007-12-01,100,100
ZUDAÑEZ,chagas,viviendas evaluadas,2007-12-01,6,6
