municipality,group,variable,month,Días camas disponibles maternidad,TOTAL
SAN MIGUEL DE VELASCO,internaciones,dias camas disponibles maternidad,2008-03-01,279,279
SAN PEDRO,internaciones,dias camas disponibles maternidad,2008-03-01,338,338
SAN PEDRO DE BUENA VISTA,internaciones,dias camas disponibles maternidad,2008-03-01,31,31
SAN PEDRO DE CURAHUARA,internaciones,dias camas disponibles maternidad,2008-03-01,62,62
SAN RAFAEL,internaciones,dias camas disponibles maternidad,2008-03-01,124,124
SAN RAMON,internaciones,dias camas disponibles maternidad,2008-03-01,124,124
SAN RAMON,internaciones,dias camas disponibles maternidad,2008-03-01,93,93
SANTA ANA,internaciones,dias camas disponibles maternidad,2008-03-01,186,186
SANTA CRUZ DE LA SIERRA,internaciones,dias camas disponibles maternidad,2008-03-01,14022,14022
SANTA ROSA,internaciones,dias camas disponibles maternidad,2008-03-01,93,93
SANTA ROSA DEL SARA,internaciones,dias camas disponibles maternidad,2008-03-01,403,403
SANTIAGO DE HUARI,internaciones,dias camas disponibles maternidad,2008-03-01,62,62
SANTIAGO DE MACHACA,internaciones,dias camas disponibles maternidad,2008-03-01,62,62
SANTIVAÑES,internaciones,dias camas disponibles maternidad,2008-03-01,186,186
SANTUARIO DE QUILLACAS,internaciones,dias camas disponibles maternidad,2008-03-01,93,93
SAPAHAQUI,internaciones,dias camas disponibles maternidad,2008-03-01,31,31
SICA SICA (VILLA AROMA),internaciones,dias camas disponibles maternidad,2008-03-01,278,278
SICAYA,internaciones,dias camas disponibles maternidad,2008-03-01,93,93
SIPE SIPE,internaciones,dias camas disponibles maternidad,2008-03-01,310,310
SOPACHUY,internaciones,dias camas disponibles maternidad,2008-03-01,210,210
SORACACHI,internaciones,dias camas disponibles maternidad,2008-03-01,62,62
SORATA,internaciones,dias camas disponibles maternidad,2008-03-01,181,181
SUCRE,internaciones,dias camas disponibles maternidad,2008-03-01,3937,3937
TACACHI,internaciones,dias camas disponibles maternidad,2008-03-01,31,31
TACACOMA,internaciones,dias camas disponibles maternidad,2008-03-01,31,31
TACOPAYA,internaciones,dias camas disponibles maternidad,2008-03-01,184,184
TAPACARI,internaciones,dias camas disponibles maternidad,2008-03-01,403,403
TARABUCO,internaciones,dias camas disponibles maternidad,2008-03-01,186,186
TARACO,internaciones,dias camas disponibles maternidad,2008-03-01,29,29
TARATA,internaciones,dias camas disponibles maternidad,2008-03-01,248,248
TARIJA,internaciones,dias camas disponibles maternidad,2008-03-01,1180,1180
TARVITA,internaciones,dias camas disponibles maternidad,2008-03-01,806,806
TEOPONTE,internaciones,dias camas disponibles maternidad,2008-03-01,93,93
TIAWANACU,internaciones,dias camas disponibles maternidad,2008-03-01,91,91
TIPUANI,internaciones,dias camas disponibles maternidad,2008-03-01,217,217
TIQUIPAYA,internaciones,dias camas disponibles maternidad,2008-03-01,589,589
TIRAQUE (CBBA),internaciones,dias camas disponibles maternidad,2008-03-01,961,961
TOCO,internaciones,dias camas disponibles maternidad,2008-03-01,124,124
TOLATA,internaciones,dias camas disponibles maternidad,2008-03-01,62,62
TOLEDO,internaciones,dias camas disponibles maternidad,2008-03-01,155,155
TOMAVE,internaciones,dias camas disponibles maternidad,2008-03-01,268,268
TOMINA,internaciones,dias camas disponibles maternidad,2008-03-01,434,434
TORO TORO,internaciones,dias camas disponibles maternidad,2008-03-01,31,31
TOTORA(CBBA),internaciones,dias camas disponibles maternidad,2008-03-01,360,360
TOTORA(ORR),internaciones,dias camas disponibles maternidad,2008-03-01,248,248
TRIGAL,internaciones,dias camas disponibles maternidad,2008-03-01,31,31
TRINIDAD,internaciones,dias camas disponibles maternidad,2008-03-01,1298,1298
TUPIZA,internaciones,dias camas disponibles maternidad,2008-03-01,310,310
TURCO,internaciones,dias camas disponibles maternidad,2008-03-01,93,93
UNCIA,internaciones,dias camas disponibles maternidad,2008-03-01,248,248
URIONDO (A. CONCEPCION),internaciones,dias camas disponibles maternidad,2008-03-01,56,56
URUBICHA,internaciones,dias camas disponibles maternidad,2008-03-01,62,62
UYUNI,internaciones,dias camas disponibles maternidad,2008-03-01,310,310
VACAS,internaciones,dias camas disponibles maternidad,2008-03-01,217,217
VALLEGRANDE,internaciones,dias camas disponibles maternidad,2008-03-01,216,216
VIACHA,internaciones,dias camas disponibles maternidad,2008-03-01,371,371
VILA VILA,internaciones,dias camas disponibles maternidad,2008-03-01,124,124
VILLA MONTES,internaciones,dias camas disponibles maternidad,2008-03-01,143,143
VILLA NUEVA (LOMA ALTA),internaciones,dias camas disponibles maternidad,2008-03-01,6,6
VILLA RIVERO,internaciones,dias camas disponibles maternidad,2008-03-01,93,93
VILLA SERRANO,internaciones,dias camas disponibles maternidad,2008-03-01,434,434
VILLA TUNARI,internaciones,dias camas disponibles maternidad,2008-03-01,1456,1456
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,dias camas disponibles maternidad,2008-03-01,248,248
VILLAZON,internaciones,dias camas disponibles maternidad,2008-03-01,372,372
VINTO,internaciones,dias camas disponibles maternidad,2008-03-01,279,279
VITICHI,internaciones,dias camas disponibles maternidad,2008-03-01,124,124
WARNES,internaciones,dias camas disponibles maternidad,2008-03-01,650,650
YACO,internaciones,dias camas disponibles maternidad,2008-03-01,31,31
YACUIBA,internaciones,dias camas disponibles maternidad,2008-03-01,635,635
YAMPARAEZ,internaciones,dias camas disponibles maternidad,2008-03-01,254,254
YANACACHI,internaciones,dias camas disponibles maternidad,2008-03-01,62,62
YAPACANI,internaciones,dias camas disponibles maternidad,2008-03-01,583,583
YOCALLA,internaciones,dias camas disponibles maternidad,2008-03-01,30,30
YOTALA,internaciones,dias camas disponibles maternidad,2008-03-01,124,124
ZUDAÑEZ,internaciones,dias camas disponibles maternidad,2008-03-01,124,124
ACHACACHI,internaciones,dias camas disponibles maternidad,2008-04-01,210,210
ACHOCALLA,internaciones,dias camas disponibles maternidad,2008-04-01,61,61
AIQUILE,internaciones,dias camas disponibles maternidad,2008-04-01,360,360
ALALAY,internaciones,dias camas disponibles maternidad,2008-04-01,232,232
ALCALA,internaciones,dias camas disponibles maternidad,2008-04-01,120,120
ANCORAIMES,internaciones,dias camas disponibles maternidad,2008-04-01,30,30
ANTEQUERA,internaciones,dias camas disponibles maternidad,2008-04-01,60,60
ANZALDO,internaciones,dias camas disponibles maternidad,2008-04-01,60,60
APOLO,internaciones,dias camas disponibles maternidad,2008-04-01,120,120
ARAMPAMPA,internaciones,dias camas disponibles maternidad,2008-04-01,26,26
ARANI,internaciones,dias camas disponibles maternidad,2008-04-01,210,210
ARBIETO,internaciones,dias camas disponibles maternidad,2008-04-01,90,90
ARQUE,internaciones,dias camas disponibles maternidad,2008-04-01,120,120
ASCENCION DE GUARAYOS,internaciones,dias camas disponibles maternidad,2008-04-01,330,330
ATOCHA,internaciones,dias camas disponibles maternidad,2008-04-01,360,360
AYATA,internaciones,dias camas disponibles maternidad,2008-04-01,90,90
AYO AYO,internaciones,dias camas disponibles maternidad,2008-04-01,90,90
AYOPAYA (V. DE INDEPENDENCIA),internaciones,dias camas disponibles maternidad,2008-04-01,780,780
AZURDUY,internaciones,dias camas disponibles maternidad,2008-04-01,390,390
BATALLAS,internaciones,dias camas disponibles maternidad,2008-04-01,90,90
BAURES,internaciones,dias camas disponibles maternidad,2008-04-01,60,60
BERMEJO,internaciones,dias camas disponibles maternidad,2008-04-01,376,376
BETANZOS,internaciones,dias camas disponibles maternidad,2008-04-01,420,420
BOLIVAR,internaciones,dias camas disponibles maternidad,2008-04-01,90,90
BOYUIBE,internaciones,dias camas disponibles maternidad,2008-04-01,120,120
BUENA VISTA,internaciones,dias camas disponibles maternidad,2008-04-01,359,359
CABEZAS,internaciones,dias camas disponibles maternidad,2008-04-01,90,90
CAIROMA,internaciones,dias camas disponibles maternidad,2008-04-01,60,60
"CAIZA ""D""",internaciones,dias camas disponibles maternidad,2008-04-01,180,180
CAJUATA,internaciones,dias camas disponibles maternidad,2008-04-01,90,90
CALAMARCA,internaciones,dias camas disponibles maternidad,2008-04-01,30,30
CAMARGO,internaciones,dias camas disponibles maternidad,2008-04-01,330,330
CAMATAQUI (C. VILLA ABECIA),internaciones,dias camas disponibles maternidad,2008-04-01,30,30
CAMIRI,internaciones,dias camas disponibles maternidad,2008-04-01,720,720
CAPINOTA,internaciones,dias camas disponibles maternidad,2008-04-01,269,269
CAQUIAVIRI,internaciones,dias camas disponibles maternidad,2008-04-01,30,30
CARACOLLO,internaciones,dias camas disponibles maternidad,2008-04-01,150,150
CARANAVI,internaciones,dias camas disponibles maternidad,2008-04-01,385,385
CARMEN RIVERO TORREZ,internaciones,dias camas disponibles maternidad,2008-04-01,32,32
CHALLAPATA,internaciones,dias camas disponibles maternidad,2008-04-01,300,300
CHAQUI,internaciones,dias camas disponibles maternidad,2008-04-01,90,90
CHARAGUA,internaciones,dias camas disponibles maternidad,2008-04-01,330,330
CHAYANTA,internaciones,dias camas disponibles maternidad,2008-04-01,62,62
CHIMORE,internaciones,dias camas disponibles maternidad,2008-04-01,192,192
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas disponibles maternidad,2008-04-01,151,151
CHUMA,internaciones,dias camas disponibles maternidad,2008-04-01,180,180
CLIZA,internaciones,dias camas disponibles maternidad,2008-04-01,90,90
COBIJA,internaciones,dias camas disponibles maternidad,2008-04-01,660,660
COCHABAMBA,internaciones,dias camas disponibles maternidad,2008-04-01,12210,12210
COLCAPIRHUA,internaciones,dias camas disponibles maternidad,2008-04-01,420,420
COLLANA,internaciones,dias camas disponibles maternidad,2008-04-01,60,60
COLOMI,internaciones,dias camas disponibles maternidad,2008-04-01,390,390
COLPA BELGICA,internaciones,dias camas disponibles maternidad,2008-04-01,60,60
COLQUENCHA,internaciones,dias camas disponibles maternidad,2008-04-01,30,30
COLQUIRI,internaciones,dias camas disponibles maternidad,2008-04-01,90,90
COMARAPA,internaciones,dias camas disponibles maternidad,2008-04-01,271,271
CONCEPCION,internaciones,dias camas disponibles maternidad,2008-04-01,150,150
COPACABANA,internaciones,dias camas disponibles maternidad,2008-04-01,120,120
CORIPATA,internaciones,dias camas disponibles maternidad,2008-04-01,60,60
CORO CORO,internaciones,dias camas disponibles maternidad,2008-04-01,150,150
COROICO,internaciones,dias camas disponibles maternidad,2008-04-01,240,240
COTAGAITA,internaciones,dias camas disponibles maternidad,2008-04-01,40,40
COTOCA,internaciones,dias camas disponibles maternidad,2008-04-01,630,630
CUATRO CAÑADAS,internaciones,dias camas disponibles maternidad,2008-04-01,240,240
CUCHUMUELA (V. G. VILLARROEL),internaciones,dias camas disponibles maternidad,2008-04-01,30,30
CUEVO,internaciones,dias camas disponibles maternidad,2008-04-01,60,60
CULPINA,internaciones,dias camas disponibles maternidad,2008-04-01,210,210
CURAHUARA DE CARANGAS,internaciones,dias camas disponibles maternidad,2008-04-01,90,90
DESAGUADERO,internaciones,dias camas disponibles maternidad,2008-04-01,60,60
EL ALTO,internaciones,dias camas disponibles maternidad,2008-04-01,4890,4890
EL PUENTE(STC),internaciones,dias camas disponibles maternidad,2008-04-01,151,151
EL PUENTE(TJA),internaciones,dias camas disponibles maternidad,2008-04-01,52,52
EL TORNO,internaciones,dias camas disponibles maternidad,2008-04-01,450,450
EL VILLAR,internaciones,dias camas disponibles maternidad,2008-04-01,270,270
ENTRE RIOS,internaciones,dias camas disponibles maternidad,2008-04-01,330,330
ENTRE RIOS,internaciones,dias camas disponibles maternidad,2008-04-01,180,180
EUCALIPTUS,internaciones,dias camas disponibles maternidad,2008-04-01,90,90
EXALTACION,internaciones,dias camas disponibles maternidad,2008-04-01,60,60
FERNANDEZ ALONSO,internaciones,dias camas disponibles maternidad,2008-04-01,570,570
FILADELFIA,internaciones,dias camas disponibles maternidad,2008-04-01,60,60
GENERAL SAAVEDRA,internaciones,dias camas disponibles maternidad,2008-04-01,120,120
GRAL. J.J. PEREZ (CHARAZANI),internaciones,dias camas disponibles maternidad,2008-04-01,120,120
GUANAY,internaciones,dias camas disponibles maternidad,2008-04-01,180,180
GUAQUI,internaciones,dias camas disponibles maternidad,2008-04-01,30,30
GUAYARAMERIN,internaciones,dias camas disponibles maternidad,2008-04-01,333,333
GUTIERREZ,internaciones,dias camas disponibles maternidad,2008-04-01,90,90
HUACARETA,internaciones,dias camas disponibles maternidad,2008-04-01,210,210
HUACAYA (VILLA DE HUACAYA),internaciones,dias camas disponibles maternidad,2008-04-01,120,120
HUACHACALLA,internaciones,dias camas disponibles maternidad,2008-04-01,90,90
HUANUNI,internaciones,dias camas disponibles maternidad,2008-04-01,240,240
HUARACAJE,internaciones,dias camas disponibles maternidad,2008-04-01,30,30
HUAYLLAMARCA,internaciones,dias camas disponibles maternidad,2008-04-01,180,180
ICHOCA,internaciones,dias camas disponibles maternidad,2008-04-01,30,30
ICLA,internaciones,dias camas disponibles maternidad,2008-04-01,390,390
INCAHUASI,internaciones,dias camas disponibles maternidad,2008-04-01,300,300
INQUISIVI,internaciones,dias camas disponibles maternidad,2008-04-01,60,60
IRUPANA (VILLA DE LANZA),internaciones,dias camas disponibles maternidad,2008-04-01,63,63
IXIAMAS,internaciones,dias camas disponibles maternidad,2008-04-01,87,87
JESUS DE MACHACA,internaciones,dias camas disponibles maternidad,2008-04-01,60,60
LA ASUNTA,internaciones,dias camas disponibles maternidad,2008-04-01,272,272
LA GUARDIA,internaciones,dias camas disponibles maternidad,2008-04-01,530,530
LA PAZ,internaciones,dias camas disponibles maternidad,2008-04-01,12663,12663
LAGUNILLAS,internaciones,dias camas disponibles maternidad,2008-04-01,60,60
LAJA,internaciones,dias camas disponibles maternidad,2008-04-01,90,90
LAS CARRERAS,internaciones,dias camas disponibles maternidad,2008-04-01,60,60
LLALLAGUA,internaciones,dias camas disponibles maternidad,2008-04-01,360,360
LLICA,internaciones,dias camas disponibles maternidad,2008-04-01,60,60
LURIBAY,internaciones,dias camas disponibles maternidad,2008-04-01,30,30
MACHACAMARCA,internaciones,dias camas disponibles maternidad,2008-04-01,30,30
MACHARETI,internaciones,dias camas disponibles maternidad,2008-04-01,150,150
MAGDALENA,internaciones,dias camas disponibles maternidad,2008-04-01,120,120
MAIRANA,internaciones,dias camas disponibles maternidad,2008-04-01,240,240
MAPIRI,internaciones,dias camas disponibles maternidad,2008-04-01,120,120
MECAPACA,internaciones,dias camas disponibles maternidad,2008-04-01,30,30
MINEROS,internaciones,dias camas disponibles maternidad,2008-04-01,150,150
MIZQUE,internaciones,dias camas disponibles maternidad,2008-04-01,630,630
MOCOMOCO,internaciones,dias camas disponibles maternidad,2008-04-01,30,30
MOJOCOYA,internaciones,dias camas disponibles maternidad,2008-04-01,240,240
MONTEAGUDO,internaciones,dias camas disponibles maternidad,2008-04-01,390,390
MONTERO,internaciones,dias camas disponibles maternidad,2008-04-01,840,840
MORO MORO,internaciones,dias camas disponibles maternidad,2008-04-01,90,90
MOROCHATA,internaciones,dias camas disponibles maternidad,2008-04-01,180,180
NACEBE (SANTA ROSA DEL ABUNA),internaciones,dias camas disponibles maternidad,2008-04-01,52,52
OCURI,internaciones,dias camas disponibles maternidad,2008-04-01,150,150
OKINAWA,internaciones,dias camas disponibles maternidad,2008-04-01,270,270
OMEREQUE,internaciones,dias camas disponibles maternidad,2008-04-01,180,180
ORURO,internaciones,dias camas disponibles maternidad,2008-04-01,3321,3321
PADILLA,internaciones,dias camas disponibles maternidad,2008-04-01,390,390
PAILON,internaciones,dias camas disponibles maternidad,2008-04-01,227,227
PALCA,internaciones,dias camas disponibles maternidad,2008-04-01,3,3
PALOS BLANCOS,internaciones,dias camas disponibles maternidad,2008-04-01,240,240
PAMPA AULLAGAS,internaciones,dias camas disponibles maternidad,2008-04-01,30,30
PAMPA GRANDE,internaciones,dias camas disponibles maternidad,2008-04-01,150,150
PAPEL PAMPA,internaciones,dias camas disponibles maternidad,2008-04-01,30,30
PASORAPA,internaciones,dias camas disponibles maternidad,2008-04-01,120,120
PATACAMAYA,internaciones,dias camas disponibles maternidad,2008-04-01,120,120
PAZÑA,internaciones,dias camas disponibles maternidad,2008-04-01,90,90
PELECHUCO,internaciones,dias camas disponibles maternidad,2008-04-01,60,60
POCOATA,internaciones,dias camas disponibles maternidad,2008-04-01,141,141
POCONA,internaciones,dias camas disponibles maternidad,2008-04-01,416,416
POJO (CBBA),internaciones,dias camas disponibles maternidad,2008-04-01,218,218
POOPO,internaciones,dias camas disponibles maternidad,2008-04-01,90,90
PORCO,internaciones,dias camas disponibles maternidad,2008-04-01,54,54
POROMA,internaciones,dias camas disponibles maternidad,2008-04-01,332,332
PORONGO,internaciones,dias camas disponibles maternidad,2008-04-01,270,270
PORTACHUELO,internaciones,dias camas disponibles maternidad,2008-04-01,480,480
PORVENIR,internaciones,dias camas disponibles maternidad,2008-04-01,60,60
POSTRER VALLE,internaciones,dias camas disponibles maternidad,2008-04-01,30,30
POTOSI,internaciones,dias camas disponibles maternidad,2008-04-01,1140,1140
PRESTO,internaciones,dias camas disponibles maternidad,2008-04-01,204,204
PUCARA,internaciones,dias camas disponibles maternidad,2008-04-01,30,30
PUCARANI,internaciones,dias camas disponibles maternidad,2008-04-01,55,55
PUERTO ACOSTA,internaciones,dias camas disponibles maternidad,2008-04-01,210,210
PUERTO CARABUCO,internaciones,dias camas disponibles maternidad,2008-04-01,120,120
PUERTO PEREZ,internaciones,dias camas disponibles maternidad,2008-04-01,30,30
PUERTO QUIJARRO,internaciones,dias camas disponibles maternidad,2008-04-01,61,61
PUERTO RICO,internaciones,dias camas disponibles maternidad,2008-04-01,26,26
PUERTO SUAREZ,internaciones,dias camas disponibles maternidad,2008-04-01,300,300
PUERTO VILLARROEL,internaciones,dias camas disponibles maternidad,2008-04-01,1030,1030
PUNA,internaciones,dias camas disponibles maternidad,2008-04-01,299,299
PUNATA,internaciones,dias camas disponibles maternidad,2008-04-01,600,600
QUILLACOLLO,internaciones,dias camas disponibles maternidad,2008-04-01,390,390
QUIME,internaciones,dias camas disponibles maternidad,2008-04-01,60,60
QUIRUSILLAS,internaciones,dias camas disponibles maternidad,2008-04-01,30,30
RAVELO,internaciones,dias camas disponibles maternidad,2008-04-01,60,60
REYES,internaciones,dias camas disponibles maternidad,2008-04-01,90,90
RIBERALTA,internaciones,dias camas disponibles maternidad,2008-04-01,690,690
ROBORE,internaciones,dias camas disponibles maternidad,2008-04-01,300,300
RURRENABAQUE,internaciones,dias camas disponibles maternidad,2008-04-01,180,180
SABAYA,internaciones,dias camas disponibles maternidad,2008-04-01,54,54
SACABA,internaciones,dias camas disponibles maternidad,2008-04-01,1380,1380
SACABAMBA,internaciones,dias camas disponibles maternidad,2008-04-01,60,60
SACACA,internaciones,dias camas disponibles maternidad,2008-04-01,90,90
SAIPINA,internaciones,dias camas disponibles maternidad,2008-04-01,90,90
SALINAS DE GARCI MENDOZA,internaciones,dias camas disponibles maternidad,2008-04-01,120,120
SAMAIPATA,internaciones,dias camas disponibles maternidad,2008-04-01,210,210
SAN AGUSTIN,internaciones,dias camas disponibles maternidad,2008-04-01,30,30
SAN ANTONIO DE LOMERIO,internaciones,dias camas disponibles maternidad,2008-04-01,30,30
SAN BENITO,internaciones,dias camas disponibles maternidad,2008-04-01,180,180
SAN BORJA,internaciones,dias camas disponibles maternidad,2008-04-01,330,330
SAN BUENA VENTURA,internaciones,dias camas disponibles maternidad,2008-04-01,150,150
SAN CARLOS,internaciones,dias camas disponibles maternidad,2008-04-01,300,300
SAN IGNACIO,internaciones,dias camas disponibles maternidad,2008-04-01,360,360
SAN IGNACIO DE VELASCO,internaciones,dias camas disponibles maternidad,2008-04-01,1081,1081
SAN JAVIER(BNI),internaciones,dias camas disponibles maternidad,2008-04-01,29,29
SAN JAVIER(STC),internaciones,dias camas disponibles maternidad,2008-04-01,120,120
SAN JOAQUIN,internaciones,dias camas disponibles maternidad,2008-04-01,120,120
SAN JOSE DE CHIQUITOS,internaciones,dias camas disponibles maternidad,2008-04-01,570,570
SAN JUAN DE YAPACANI,internaciones,dias camas disponibles maternidad,2008-04-01,297,297
SAN JULIAN,internaciones,dias camas disponibles maternidad,2008-04-01,570,570
SAN LORENZO(TJA),internaciones,dias camas disponibles maternidad,2008-04-01,30,30
SAN LUCAS,internaciones,dias camas disponibles maternidad,2008-04-01,420,420
SAN MATIAS,internaciones,dias camas disponibles maternidad,2008-04-01,332,332
SAN MIGUEL DE VELASCO,internaciones,dias camas disponibles maternidad,2008-04-01,150,150
SAN PEDRO,internaciones,dias camas disponibles maternidad,2008-04-01,270,270
SAN PEDRO DE BUENA VISTA,internaciones,dias camas disponibles maternidad,2008-04-01,30,30
SAN RAFAEL,internaciones,dias camas disponibles maternidad,2008-04-01,120,120
SAN RAMON,internaciones,dias camas disponibles maternidad,2008-04-01,120,120
SAN RAMON,internaciones,dias camas disponibles maternidad,2008-04-01,90,90
SANTA ANA,internaciones,dias camas disponibles maternidad,2008-04-01,420,420
SANTA CRUZ DE LA SIERRA,internaciones,dias camas disponibles maternidad,2008-04-01,12847,12847
SANTA ROSA,internaciones,dias camas disponibles maternidad,2008-04-01,90,90
SANTA ROSA DEL SARA,internaciones,dias camas disponibles maternidad,2008-04-01,420,420
SANTIAGO DE CALLAPA,internaciones,dias camas disponibles maternidad,2008-04-01,60,60
SANTIAGO DE MACHACA,internaciones,dias camas disponibles maternidad,2008-04-01,30,30
SANTIVAÑES,internaciones,dias camas disponibles maternidad,2008-04-01,240,240
SANTUARIO DE QUILLACAS,internaciones,dias camas disponibles maternidad,2008-04-01,60,60
SICA SICA (VILLA AROMA),internaciones,dias camas disponibles maternidad,2008-04-01,270,270
SICAYA,internaciones,dias camas disponibles maternidad,2008-04-01,90,90
SIPE SIPE,internaciones,dias camas disponibles maternidad,2008-04-01,240,240
SOPACHUY,internaciones,dias camas disponibles maternidad,2008-04-01,210,210
SORACACHI,internaciones,dias camas disponibles maternidad,2008-04-01,120,120
SORATA,internaciones,dias camas disponibles maternidad,2008-04-01,180,180
SUCRE,internaciones,dias camas disponibles maternidad,2008-04-01,3810,3810
TACACHI,internaciones,dias camas disponibles maternidad,2008-04-01,30,30
TACACOMA,internaciones,dias camas disponibles maternidad,2008-04-01,60,60
TACOPAYA,internaciones,dias camas disponibles maternidad,2008-04-01,270,270
TAPACARI,internaciones,dias camas disponibles maternidad,2008-04-01,420,420
TARABUCO,internaciones,dias camas disponibles maternidad,2008-04-01,180,180
TARACO,internaciones,dias camas disponibles maternidad,2008-04-01,30,30
TARATA,internaciones,dias camas disponibles maternidad,2008-04-01,270,270
TARIJA,internaciones,dias camas disponibles maternidad,2008-04-01,1151,1151
TARVITA,internaciones,dias camas disponibles maternidad,2008-04-01,670,670
TEOPONTE,internaciones,dias camas disponibles maternidad,2008-04-01,90,90
TIAWANACU,internaciones,dias camas disponibles maternidad,2008-04-01,90,90
TIPUANI,internaciones,dias camas disponibles maternidad,2008-04-01,240,240
TIQUIPAYA,internaciones,dias camas disponibles maternidad,2008-04-01,570,570
TIRAQUE (CBBA),internaciones,dias camas disponibles maternidad,2008-04-01,840,840
TOCO,internaciones,dias camas disponibles maternidad,2008-04-01,120,120
TOLATA,internaciones,dias camas disponibles maternidad,2008-04-01,60,60
TOLEDO,internaciones,dias camas disponibles maternidad,2008-04-01,154,154
TOMAVE,internaciones,dias camas disponibles maternidad,2008-04-01,231,231
TOMINA,internaciones,dias camas disponibles maternidad,2008-04-01,538,538
TORO TORO,internaciones,dias camas disponibles maternidad,2008-04-01,30,30
TOTORA(CBBA),internaciones,dias camas disponibles maternidad,2008-04-01,332,332
TOTORA(ORR),internaciones,dias camas disponibles maternidad,2008-04-01,122,122
TRIGAL,internaciones,dias camas disponibles maternidad,2008-04-01,30,30
TRINIDAD,internaciones,dias camas disponibles maternidad,2008-04-01,2042,2042
TUPIZA,internaciones,dias camas disponibles maternidad,2008-04-01,300,300
TURCO,internaciones,dias camas disponibles maternidad,2008-04-01,60,60
UMALA,internaciones,dias camas disponibles maternidad,2008-04-01,30,30
UNCIA,internaciones,dias camas disponibles maternidad,2008-04-01,240,240
URIONDO (A. CONCEPCION),internaciones,dias camas disponibles maternidad,2008-04-01,43,43
URUBICHA,internaciones,dias camas disponibles maternidad,2008-04-01,60,60
UYUNI,internaciones,dias camas disponibles maternidad,2008-04-01,330,330
VACAS,internaciones,dias camas disponibles maternidad,2008-04-01,240,240
VALLEGRANDE,internaciones,dias camas disponibles maternidad,2008-04-01,300,300
VIACHA,internaciones,dias camas disponibles maternidad,2008-04-01,300,300
VILA VILA,internaciones,dias camas disponibles maternidad,2008-04-01,120,120
VILLA MONTES,internaciones,dias camas disponibles maternidad,2008-04-01,145,145
VILLA RIVERO,internaciones,dias camas disponibles maternidad,2008-04-01,90,90
VILLA SERRANO,internaciones,dias camas disponibles maternidad,2008-04-01,417,417
VILLA TUNARI,internaciones,dias camas disponibles maternidad,2008-04-01,1412,1412
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,dias camas disponibles maternidad,2008-04-01,240,240
VILLAZON,internaciones,dias camas disponibles maternidad,2008-04-01,360,360
VINTO,internaciones,dias camas disponibles maternidad,2008-04-01,270,270
VITICHI,internaciones,dias camas disponibles maternidad,2008-04-01,120,120
WARNES,internaciones,dias camas disponibles maternidad,2008-04-01,688,688
YACO,internaciones,dias camas disponibles maternidad,2008-04-01,30,30
YACUIBA,internaciones,dias camas disponibles maternidad,2008-04-01,1412,1412
YAMPARAEZ,internaciones,dias camas disponibles maternidad,2008-04-01,150,150
YANACACHI,internaciones,dias camas disponibles maternidad,2008-04-01,62,62
YAPACANI,internaciones,dias camas disponibles maternidad,2008-04-01,704,704
YOCALLA,internaciones,dias camas disponibles maternidad,2008-04-01,30,30
YOTALA,internaciones,dias camas disponibles maternidad,2008-04-01,120,120
ZUDAÑEZ,internaciones,dias camas disponibles maternidad,2008-04-01,120,120
ACACIO,internaciones,dias camas disponibles maternidad,2008-05-01,31,31
ACHACACHI,internaciones,dias camas disponibles maternidad,2008-05-01,155,155
ACHOCALLA,internaciones,dias camas disponibles maternidad,2008-05-01,62,62
AIQUILE,internaciones,dias camas disponibles maternidad,2008-05-01,248,248
ALALAY,internaciones,dias camas disponibles maternidad,2008-05-01,248,248
ALCALA,internaciones,dias camas disponibles maternidad,2008-05-01,124,124
ANCORAIMES,internaciones,dias camas disponibles maternidad,2008-05-01,62,62
ANDAMARCA,internaciones,dias camas disponibles maternidad,2008-05-01,64,64
ANTEQUERA,internaciones,dias camas disponibles maternidad,2008-05-01,62,62
ANZALDO,internaciones,dias camas disponibles maternidad,2008-05-01,62,62
APOLO,internaciones,dias camas disponibles maternidad,2008-05-01,155,155
ARAMPAMPA,internaciones,dias camas disponibles maternidad,2008-05-01,31,31
ARANI,internaciones,dias camas disponibles maternidad,2008-05-01,217,217
ARBIETO,internaciones,dias camas disponibles maternidad,2008-05-01,93,93
ARQUE,internaciones,dias camas disponibles maternidad,2008-05-01,124,124
ASCENCION DE GUARAYOS,internaciones,dias camas disponibles maternidad,2008-05-01,341,341
ATOCHA,internaciones,dias camas disponibles maternidad,2008-05-01,434,434
AUCAPATA,internaciones,dias camas disponibles maternidad,2008-05-01,62,62
AYATA,internaciones,dias camas disponibles maternidad,2008-05-01,93,93
AYO AYO,internaciones,dias camas disponibles maternidad,2008-05-01,186,186
AYOPAYA (V. DE INDEPENDENCIA),internaciones,dias camas disponibles maternidad,2008-05-01,712,712
AZURDUY,internaciones,dias camas disponibles maternidad,2008-05-01,496,496
BATALLAS,internaciones,dias camas disponibles maternidad,2008-05-01,62,62
BAURES,internaciones,dias camas disponibles maternidad,2008-05-01,62,62
BERMEJO,internaciones,dias camas disponibles maternidad,2008-05-01,397,397
BETANZOS,internaciones,dias camas disponibles maternidad,2008-05-01,434,434
