municipality,group,variable,month,Egresos,TOTAL
WARNES,internaciones,egresos,2008-02-01,120,120
YACUIBA,internaciones,egresos,2008-02-01,753,753
YAMPARAEZ,internaciones,egresos,2008-02-01,15,15
YANACACHI,internaciones,egresos,2008-02-01,7,7
YAPACANI,internaciones,egresos,2008-02-01,669,669
YOCALLA,internaciones,egresos,2008-02-01,5,5
YOTALA,internaciones,egresos,2008-02-01,16,16
ZUDAÑEZ,internaciones,egresos,2008-02-01,29,29
ACHACACHI,internaciones,egresos,2008-03-01,45,45
ACHOCALLA,internaciones,egresos,2008-03-01,7,7
AIQUILE,internaciones,egresos,2008-03-01,123,123
ALCALA,internaciones,egresos,2008-03-01,8,8
ANCORAIMES,internaciones,egresos,2008-03-01,1,1
ANDAMARCA,internaciones,egresos,2008-03-01,1,1
ANTEQUERA,internaciones,egresos,2008-03-01,5,5
APOLO,internaciones,egresos,2008-03-01,37,37
ARANI,internaciones,egresos,2008-03-01,5,5
ARQUE,internaciones,egresos,2008-03-01,5,5
ASCENCION DE GUARAYOS,internaciones,egresos,2008-03-01,207,207
ATOCHA,internaciones,egresos,2008-03-01,222,222
AUCAPATA,internaciones,egresos,2008-03-01,1,1
AYATA,internaciones,egresos,2008-03-01,4,4
AYO AYO,internaciones,egresos,2008-03-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2008-03-01,50,50
AZURDUY,internaciones,egresos,2008-03-01,14,14
BATALLAS,internaciones,egresos,2008-03-01,7,7
BAURES,internaciones,egresos,2008-03-01,7,7
BERMEJO,internaciones,egresos,2008-03-01,248,248
BETANZOS,internaciones,egresos,2008-03-01,36,36
BOYUIBE,internaciones,egresos,2008-03-01,21,21
BUENA VISTA,internaciones,egresos,2008-03-01,21,21
CABEZAS,internaciones,egresos,2008-03-01,17,17
CAIROMA,internaciones,egresos,2008-03-01,10,10
CAJUATA,internaciones,egresos,2008-03-01,14,14
CALAMARCA,internaciones,egresos,2008-03-01,1,1
CAMARGO,internaciones,egresos,2008-03-01,218,218
CAMATAQUI (C. VILLA ABECIA),internaciones,egresos,2008-03-01,9,9
CAMIRI,internaciones,egresos,2008-03-01,343,343
CAPINOTA,internaciones,egresos,2008-03-01,59,59
CARACOLLO,internaciones,egresos,2008-03-01,31,31
CARANAVI,internaciones,egresos,2008-03-01,171,171
CARAPARI,internaciones,egresos,2008-03-01,4,4
CARMEN RIVERO TORREZ,internaciones,egresos,2008-03-01,23,23
CHALLAPATA,internaciones,egresos,2008-03-01,79,79
CHAQUI,internaciones,egresos,2008-03-01,3,3
CHARAGUA,internaciones,egresos,2008-03-01,136,136
CHAYANTA,internaciones,egresos,2008-03-01,20,20
CHIMORE,internaciones,egresos,2008-03-01,19,19
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2008-03-01,93,93
CHUMA,internaciones,egresos,2008-03-01,3,3
CLIZA,internaciones,egresos,2008-03-01,41,41
COBIJA,internaciones,egresos,2008-03-01,379,379
COCHABAMBA,internaciones,egresos,2008-03-01,7198,7198
COLCAPIRHUA,internaciones,egresos,2008-03-01,131,131
"COLCHA ""K""",internaciones,egresos,2008-03-01,1,1
COLLANA,internaciones,egresos,2008-03-01,1,1
COLOMI,internaciones,egresos,2008-03-01,31,31
COLPA BELGICA,internaciones,egresos,2008-03-01,13,13
COLQUENCHA,internaciones,egresos,2008-03-01,1,1
COLQUIRI,internaciones,egresos,2008-03-01,22,22
COMARAPA,internaciones,egresos,2008-03-01,96,96
CONCEPCION,internaciones,egresos,2008-03-01,75,75
COPACABANA,internaciones,egresos,2008-03-01,23,23
CORIPATA,internaciones,egresos,2008-03-01,12,12
CORO CORO,internaciones,egresos,2008-03-01,4,4
COROICO,internaciones,egresos,2008-03-01,125,125
COTAGAITA,internaciones,egresos,2008-03-01,34,34
COTOCA,internaciones,egresos,2008-03-01,160,160
CUATRO CAÑADAS,internaciones,egresos,2008-03-01,79,79
CUCHUMUELA (V. G. VILLARROEL),internaciones,egresos,2008-03-01,1,1
CUEVO,internaciones,egresos,2008-03-01,7,7
CULPINA,internaciones,egresos,2008-03-01,30,30
CURAHUARA DE CARANGAS,internaciones,egresos,2008-03-01,5,5
DESAGUADERO,internaciones,egresos,2008-03-01,8,8
EL ALTO,internaciones,egresos,2008-03-01,2916,2916
EL PUENTE(STC),internaciones,egresos,2008-03-01,23,23
EL TORNO,internaciones,egresos,2008-03-01,188,188
EL VILLAR,internaciones,egresos,2008-03-01,9,9
ENTRE RIOS,internaciones,egresos,2008-03-01,29,29
ENTRE RIOS,internaciones,egresos,2008-03-01,30,30
EUCALIPTUS,internaciones,egresos,2008-03-01,6,6
EXALTACION,internaciones,egresos,2008-03-01,7,7
FERNANDEZ ALONSO,internaciones,egresos,2008-03-01,18,18
FILADELFIA,internaciones,egresos,2008-03-01,4,4
GENERAL SAAVEDRA,internaciones,egresos,2008-03-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2008-03-01,2,2
GUANAY,internaciones,egresos,2008-03-01,38,38
GUAQUI,internaciones,egresos,2008-03-01,5,5
GUAYARAMERIN,internaciones,egresos,2008-03-01,556,556
GUTIERREZ,internaciones,egresos,2008-03-01,26,26
HUACARETA,internaciones,egresos,2008-03-01,11,11
HUACHACALLA,internaciones,egresos,2008-03-01,3,3
HUANUNI,internaciones,egresos,2008-03-01,51,51
HUARACAJE,internaciones,egresos,2008-03-01,7,7
ICLA,internaciones,egresos,2008-03-01,8,8
INCAHUASI,internaciones,egresos,2008-03-01,16,16
INQUISIVI,internaciones,egresos,2008-03-01,3,3
IRUPANA (VILLA DE LANZA),internaciones,egresos,2008-03-01,17,17
IXIAMAS,internaciones,egresos,2008-03-01,12,12
JESUS DE MACHACA,internaciones,egresos,2008-03-01,10,10
LA ASUNTA,internaciones,egresos,2008-03-01,48,48
LA GUARDIA,internaciones,egresos,2008-03-01,188,188
LA PAZ,internaciones,egresos,2008-03-01,6852,6852
LAGUNILLAS,internaciones,egresos,2008-03-01,5,5
LAJA,internaciones,egresos,2008-03-01,5,5
LICOMA PAMPA,internaciones,egresos,2008-03-01,1,1
LLALLAGUA,internaciones,egresos,2008-03-01,247,247
LLICA,internaciones,egresos,2008-03-01,7,7
LURIBAY,internaciones,egresos,2008-03-01,3,3
MACHACAMARCA,internaciones,egresos,2008-03-01,5,5
MACHARETI,internaciones,egresos,2008-03-01,12,12
MAGDALENA,internaciones,egresos,2008-03-01,57,57
MAIRANA,internaciones,egresos,2008-03-01,56,56
MALLA,internaciones,egresos,2008-03-01,1,1
MAPIRI,internaciones,egresos,2008-03-01,28,28
MECAPACA,internaciones,egresos,2008-03-01,6,6
MINEROS,internaciones,egresos,2008-03-01,8,8
MIZQUE,internaciones,egresos,2008-03-01,59,59
MOCOMOCO,internaciones,egresos,2008-03-01,1,1
MOJOCOYA,internaciones,egresos,2008-03-01,9,9
MONTEAGUDO,internaciones,egresos,2008-03-01,131,131
MONTERO,internaciones,egresos,2008-03-01,650,650
MORO MORO,internaciones,egresos,2008-03-01,4,4
MOROCHATA,internaciones,egresos,2008-03-01,21,21
NACEBE (SANTA ROSA DEL ABUNA),internaciones,egresos,2008-03-01,2,2
OCURI,internaciones,egresos,2008-03-01,13,13
OKINAWA,internaciones,egresos,2008-03-01,7,7
OMEREQUE,internaciones,egresos,2008-03-01,6,6
ORURO,internaciones,egresos,2008-03-01,2226,2226
PADILLA,internaciones,egresos,2008-03-01,67,67
PAILON,internaciones,egresos,2008-03-01,63,63
PALCA,internaciones,egresos,2008-03-01,2,2
PALOS BLANCOS,internaciones,egresos,2008-03-01,71,71
PAMPA GRANDE,internaciones,egresos,2008-03-01,11,11
PAPEL PAMPA,internaciones,egresos,2008-03-01,2,2
PATACAMAYA,internaciones,egresos,2008-03-01,43,43
PAZÑA,internaciones,egresos,2008-03-01,1,1
PELECHUCO,internaciones,egresos,2008-03-01,1,1
POCOATA,internaciones,egresos,2008-03-01,3,3
POCONA,internaciones,egresos,2008-03-01,17,17
POJO (CBBA),internaciones,egresos,2008-03-01,16,16
POOPO,internaciones,egresos,2008-03-01,7,7
PORCO,internaciones,egresos,2008-03-01,5,5
POROMA,internaciones,egresos,2008-03-01,11,11
PORONGO,internaciones,egresos,2008-03-01,5,5
PORTACHUELO,internaciones,egresos,2008-03-01,199,199
PORVENIR,internaciones,egresos,2008-03-01,5,5
POSTRER VALLE,internaciones,egresos,2008-03-01,1,1
POTOSI,internaciones,egresos,2008-03-01,927,927
PRESTO,internaciones,egresos,2008-03-01,3,3
PUCARA,internaciones,egresos,2008-03-01,3,3
PUCARANI,internaciones,egresos,2008-03-01,5,5
PUERTO ACOSTA,internaciones,egresos,2008-03-01,69,69
PUERTO CARABUCO,internaciones,egresos,2008-03-01,3,3
PUERTO GONZALO MORENO,internaciones,egresos,2008-03-01,2,2
PUERTO QUIJARRO,internaciones,egresos,2008-03-01,64,64
PUERTO RICO,internaciones,egresos,2008-03-01,33,33
PUERTO SUAREZ,internaciones,egresos,2008-03-01,140,140
PUERTO VILLARROEL,internaciones,egresos,2008-03-01,210,210
PUNA,internaciones,egresos,2008-03-01,32,32
PUNATA,internaciones,egresos,2008-03-01,236,236
QUILLACOLLO,internaciones,egresos,2008-03-01,274,274
QUIME,internaciones,egresos,2008-03-01,6,6
RAVELO,internaciones,egresos,2008-03-01,3,3
REYES,internaciones,egresos,2008-03-01,29,29
RIBERALTA,internaciones,egresos,2008-03-01,789,789
ROBORE,internaciones,egresos,2008-03-01,109,109
RURRENABAQUE,internaciones,egresos,2008-03-01,122,122
SACABA,internaciones,egresos,2008-03-01,357,357
SACABAMBA,internaciones,egresos,2008-03-01,15,15
SACACA,internaciones,egresos,2008-03-01,18,18
SAIPINA,internaciones,egresos,2008-03-01,8,8
SAMAIPATA,internaciones,egresos,2008-03-01,28,28
SAN ANDRES DE MACHACA,internaciones,egresos,2008-03-01,1,1
SAN ANTONIO DE LOMERIO,internaciones,egresos,2008-03-01,10,10
SAN BENITO,internaciones,egresos,2008-03-01,2,2
SAN BORJA,internaciones,egresos,2008-03-01,164,164
SAN BUENA VENTURA,internaciones,egresos,2008-03-01,57,57
SAN CARLOS,internaciones,egresos,2008-03-01,187,187
SAN IGNACIO,internaciones,egresos,2008-03-01,78,78
SAN IGNACIO DE VELASCO,internaciones,egresos,2008-03-01,331,331
SAN JAVIER(STC),internaciones,egresos,2008-03-01,70,70
SAN JOAQUIN,internaciones,egresos,2008-03-01,53,53
SAN JOSE DE CHIQUITOS,internaciones,egresos,2008-03-01,82,82
SAN JUAN DE YAPACANI,internaciones,egresos,2008-03-01,128,128
SAN JULIAN,internaciones,egresos,2008-03-01,109,109
SAN LORENZO(TJA),internaciones,egresos,2008-03-01,4,4
SAN LUCAS,internaciones,egresos,2008-03-01,61,61
SAN MATIAS,internaciones,egresos,2008-03-01,97,97
SAN MIGUEL DE VELASCO,internaciones,egresos,2008-03-01,50,50
SAN PEDRO,internaciones,egresos,2008-03-01,12,12
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2008-03-01,6,6
SAN PEDRO DE CURAHUARA,internaciones,egresos,2008-03-01,1,1
SAN RAFAEL,internaciones,egresos,2008-03-01,24,24
SAN RAMON,internaciones,egresos,2008-03-01,45,45
SAN RAMON,internaciones,egresos,2008-03-01,34,34
SANTA ANA,internaciones,egresos,2008-03-01,158,158
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2008-03-01,9263,9263
SANTA ROSA,internaciones,egresos,2008-03-01,58,58
SANTA ROSA DEL SARA,internaciones,egresos,2008-03-01,47,47
SANTIAGO DE MACHACA,internaciones,egresos,2008-03-01,3,3
SANTIVAÑES,internaciones,egresos,2008-03-01,2,2
SAPAHAQUI,internaciones,egresos,2008-03-01,1,1
SICA SICA (VILLA AROMA),internaciones,egresos,2008-03-01,13,13
SIPE SIPE,internaciones,egresos,2008-03-01,61,61
SOPACHUY,internaciones,egresos,2008-03-01,35,35
SORACACHI,internaciones,egresos,2008-03-01,3,3
SORATA,internaciones,egresos,2008-03-01,38,38
SUCRE,internaciones,egresos,2008-03-01,3060,3060
TACACHI,internaciones,egresos,2008-03-01,2,2
TACACOMA,internaciones,egresos,2008-03-01,2,2
TACOPAYA,internaciones,egresos,2008-03-01,1,1
TAPACARI,internaciones,egresos,2008-03-01,10,10
TARABUCO,internaciones,egresos,2008-03-01,50,50
TARACO,internaciones,egresos,2008-03-01,1,1
TARATA,internaciones,egresos,2008-03-01,6,6
TARIJA,internaciones,egresos,2008-03-01,1727,1727
TARVITA,internaciones,egresos,2008-03-01,41,41
TEOPONTE,internaciones,egresos,2008-03-01,6,6
TIAWANACU,internaciones,egresos,2008-03-01,6,6
TIPUANI,internaciones,egresos,2008-03-01,34,34
TIQUIPAYA,internaciones,egresos,2008-03-01,120,120
TIRAQUE (CBBA),internaciones,egresos,2008-03-01,197,197
TOCO,internaciones,egresos,2008-03-01,6,6
TOLATA,internaciones,egresos,2008-03-01,7,7
TOLEDO,internaciones,egresos,2008-03-01,5,5
TOMAVE,internaciones,egresos,2008-03-01,16,16
TOMINA,internaciones,egresos,2008-03-01,18,18
TORO TORO,internaciones,egresos,2008-03-01,3,3
TOTORA(CBBA),internaciones,egresos,2008-03-01,32,32
TOTORA(ORR),internaciones,egresos,2008-03-01,3,3
TRIGAL,internaciones,egresos,2008-03-01,3,3
TRINIDAD,internaciones,egresos,2008-03-01,1162,1162
TUPIZA,internaciones,egresos,2008-03-01,324,324
TURCO,internaciones,egresos,2008-03-01,1,1
UNCIA,internaciones,egresos,2008-03-01,165,165
URIONDO (A. CONCEPCION),internaciones,egresos,2008-03-01,8,8
URUBICHA,internaciones,egresos,2008-03-01,19,19
UYUNI,internaciones,egresos,2008-03-01,126,126
VACAS,internaciones,egresos,2008-03-01,20,20
VALLEGRANDE,internaciones,egresos,2008-03-01,100,100
VIACHA,internaciones,egresos,2008-03-01,39,39
VILA VILA,internaciones,egresos,2008-03-01,1,1
VILLA MONTES,internaciones,egresos,2008-03-01,310,310
VILLA NUEVA (LOMA ALTA),internaciones,egresos,2008-03-01,3,3
VILLA RIVERO,internaciones,egresos,2008-03-01,8,8
VILLA SERRANO,internaciones,egresos,2008-03-01,22,22
VILLA TUNARI,internaciones,egresos,2008-03-01,325,325
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2008-03-01,11,11
VILLAZON,internaciones,egresos,2008-03-01,181,181
VINTO,internaciones,egresos,2008-03-01,54,54
VITICHI,internaciones,egresos,2008-03-01,5,5
WARNES,internaciones,egresos,2008-03-01,212,212
YACO,internaciones,egresos,2008-03-01,1,1
YACUIBA,internaciones,egresos,2008-03-01,689,689
YAMPARAEZ,internaciones,egresos,2008-03-01,12,12
YANACACHI,internaciones,egresos,2008-03-01,2,2
YAPACANI,internaciones,egresos,2008-03-01,690,690
YOCALLA,internaciones,egresos,2008-03-01,8,8
YOTALA,internaciones,egresos,2008-03-01,17,17
ZUDAÑEZ,internaciones,egresos,2008-03-01,33,33
ACHACACHI,internaciones,egresos,2008-04-01,37,37
ACHOCALLA,internaciones,egresos,2008-04-01,9,9
AIQUILE,internaciones,egresos,2008-04-01,145,145
ALCALA,internaciones,egresos,2008-04-01,6,6
ANCORAIMES,internaciones,egresos,2008-04-01,5,5
ANTEQUERA,internaciones,egresos,2008-04-01,2,2
ANZALDO,internaciones,egresos,2008-04-01,3,3
APOLO,internaciones,egresos,2008-04-01,48,48
ARANI,internaciones,egresos,2008-04-01,15,15
ARQUE,internaciones,egresos,2008-04-01,3,3
ASCENCION DE GUARAYOS,internaciones,egresos,2008-04-01,194,194
ATOCHA,internaciones,egresos,2008-04-01,169,169
AYATA,internaciones,egresos,2008-04-01,3,3
AYO AYO,internaciones,egresos,2008-04-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2008-04-01,52,52
AZURDUY,internaciones,egresos,2008-04-01,12,12
BATALLAS,internaciones,egresos,2008-04-01,11,11
BAURES,internaciones,egresos,2008-04-01,7,7
BERMEJO,internaciones,egresos,2008-04-01,217,217
BETANZOS,internaciones,egresos,2008-04-01,41,41
BOLIVAR,internaciones,egresos,2008-04-01,2,2
BOYUIBE,internaciones,egresos,2008-04-01,15,15
BUENA VISTA,internaciones,egresos,2008-04-01,21,21
CABEZAS,internaciones,egresos,2008-04-01,26,26
CAIROMA,internaciones,egresos,2008-04-01,8,8
"CAIZA ""D""",internaciones,egresos,2008-04-01,3,3
CAJUATA,internaciones,egresos,2008-04-01,13,13
CALAMARCA,internaciones,egresos,2008-04-01,5,5
CAMARGO,internaciones,egresos,2008-04-01,195,195
CAMATAQUI (C. VILLA ABECIA),internaciones,egresos,2008-04-01,6,6
CAMIRI,internaciones,egresos,2008-04-01,261,261
CAPINOTA,internaciones,egresos,2008-04-01,60,60
CAQUIAVIRI,internaciones,egresos,2008-04-01,1,1
CARACOLLO,internaciones,egresos,2008-04-01,23,23
CARANAVI,internaciones,egresos,2008-04-01,187,187
CARAPARI,internaciones,egresos,2008-04-01,9,9
CARMEN RIVERO TORREZ,internaciones,egresos,2008-04-01,11,11
CHALLAPATA,internaciones,egresos,2008-04-01,73,73
CHAQUI,internaciones,egresos,2008-04-01,3,3
CHARAGUA,internaciones,egresos,2008-04-01,135,135
CHIMORE,internaciones,egresos,2008-04-01,18,18
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2008-04-01,90,90
CHUMA,internaciones,egresos,2008-04-01,9,9
CLIZA,internaciones,egresos,2008-04-01,47,47
COBIJA,internaciones,egresos,2008-04-01,343,343
COCHABAMBA,internaciones,egresos,2008-04-01,7271,7271
COLCAPIRHUA,internaciones,egresos,2008-04-01,151,151
COLLANA,internaciones,egresos,2008-04-01,1,1
COLOMI,internaciones,egresos,2008-04-01,30,30
COLPA BELGICA,internaciones,egresos,2008-04-01,9,9
COLQUENCHA,internaciones,egresos,2008-04-01,1,1
COLQUIRI,internaciones,egresos,2008-04-01,21,21
COMARAPA,internaciones,egresos,2008-04-01,99,99
CONCEPCION,internaciones,egresos,2008-04-01,69,69
COPACABANA,internaciones,egresos,2008-04-01,29,29
CORIPATA,internaciones,egresos,2008-04-01,12,12
CORO CORO,internaciones,egresos,2008-04-01,8,8
COROICO,internaciones,egresos,2008-04-01,99,99
COTAGAITA,internaciones,egresos,2008-04-01,29,29
COTOCA,internaciones,egresos,2008-04-01,108,108
CUATRO CAÑADAS,internaciones,egresos,2008-04-01,59,59
CUEVO,internaciones,egresos,2008-04-01,10,10
CULPINA,internaciones,egresos,2008-04-01,34,34
CURAHUARA DE CARANGAS,internaciones,egresos,2008-04-01,10,10
DESAGUADERO,internaciones,egresos,2008-04-01,5,5
EL ALTO,internaciones,egresos,2008-04-01,2967,2967
EL PUENTE(STC),internaciones,egresos,2008-04-01,31,31
EL PUENTE(TJA),internaciones,egresos,2008-04-01,4,4
EL TORNO,internaciones,egresos,2008-04-01,194,194
EL VILLAR,internaciones,egresos,2008-04-01,11,11
ENTRE RIOS,internaciones,egresos,2008-04-01,29,29
ENTRE RIOS,internaciones,egresos,2008-04-01,26,26
EUCALIPTUS,internaciones,egresos,2008-04-01,7,7
EXALTACION,internaciones,egresos,2008-04-01,1,1
FERNANDEZ ALONSO,internaciones,egresos,2008-04-01,17,17
FILADELFIA,internaciones,egresos,2008-04-01,4,4
GENERAL SAAVEDRA,internaciones,egresos,2008-04-01,9,9
GRAL. J.J. PEREZ (CHARAZANI),internaciones,egresos,2008-04-01,3,3
GUANAY,internaciones,egresos,2008-04-01,28,28
GUAQUI,internaciones,egresos,2008-04-01,4,4
GUAYARAMERIN,internaciones,egresos,2008-04-01,557,557
GUTIERREZ,internaciones,egresos,2008-04-01,18,18
HUACARETA,internaciones,egresos,2008-04-01,13,13
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2008-04-01,1,1
HUACHACALLA,internaciones,egresos,2008-04-01,2,2
HUANUNI,internaciones,egresos,2008-04-01,35,35
HUARACAJE,internaciones,egresos,2008-04-01,8,8
ICHOCA,internaciones,egresos,2008-04-01,1,1
INCAHUASI,internaciones,egresos,2008-04-01,23,23
INQUISIVI,internaciones,egresos,2008-04-01,3,3
IRUPANA (VILLA DE LANZA),internaciones,egresos,2008-04-01,22,22
IXIAMAS,internaciones,egresos,2008-04-01,25,25
LA ASUNTA,internaciones,egresos,2008-04-01,50,50
LA GUARDIA,internaciones,egresos,2008-04-01,154,154
LA PAZ,internaciones,egresos,2008-04-01,6959,6959
LAGUNILLAS,internaciones,egresos,2008-04-01,8,8
LAJA,internaciones,egresos,2008-04-01,2,2
LAS CARRERAS,internaciones,egresos,2008-04-01,6,6
LLALLAGUA,internaciones,egresos,2008-04-01,237,237
LLICA,internaciones,egresos,2008-04-01,6,6
LURIBAY,internaciones,egresos,2008-04-01,3,3
MACHACAMARCA,internaciones,egresos,2008-04-01,2,2
MACHARETI,internaciones,egresos,2008-04-01,24,24
MAGDALENA,internaciones,egresos,2008-04-01,57,57
MAIRANA,internaciones,egresos,2008-04-01,31,31
MAPIRI,internaciones,egresos,2008-04-01,46,46
MECAPACA,internaciones,egresos,2008-04-01,1,1
MINEROS,internaciones,egresos,2008-04-01,15,15
MIZQUE,internaciones,egresos,2008-04-01,52,52
MOCOMOCO,internaciones,egresos,2008-04-01,1,1
MOJOCOYA,internaciones,egresos,2008-04-01,6,6
MONTEAGUDO,internaciones,egresos,2008-04-01,123,123
MONTERO,internaciones,egresos,2008-04-01,762,762
MORO MORO,internaciones,egresos,2008-04-01,3,3
MOROCHATA,internaciones,egresos,2008-04-01,6,6
NACEBE (SANTA ROSA DEL ABUNA),internaciones,egresos,2008-04-01,6,6
OCURI,internaciones,egresos,2008-04-01,20,20
OKINAWA,internaciones,egresos,2008-04-01,6,6
OMEREQUE,internaciones,egresos,2008-04-01,14,14
ORURO,internaciones,egresos,2008-04-01,2053,2053
PADILLA,internaciones,egresos,2008-04-01,72,72
PAILON,internaciones,egresos,2008-04-01,64,64
PALCA,internaciones,egresos,2008-04-01,1,1
PALOS BLANCOS,internaciones,egresos,2008-04-01,47,47
PAMPA GRANDE,internaciones,egresos,2008-04-01,11,11
PAPEL PAMPA,internaciones,egresos,2008-04-01,1,1
PASORAPA,internaciones,egresos,2008-04-01,2,2
PATACAMAYA,internaciones,egresos,2008-04-01,61,61
PAZÑA,internaciones,egresos,2008-04-01,4,4
PELECHUCO,internaciones,egresos,2008-04-01,1,1
POCOATA,internaciones,egresos,2008-04-01,7,7
POCONA,internaciones,egresos,2008-04-01,19,19
POJO (CBBA),internaciones,egresos,2008-04-01,10,10
POOPO,internaciones,egresos,2008-04-01,5,5
PORCO,internaciones,egresos,2008-04-01,3,3
POROMA,internaciones,egresos,2008-04-01,6,6
PORONGO,internaciones,egresos,2008-04-01,4,4
PORTACHUELO,internaciones,egresos,2008-04-01,203,203
PORVENIR,internaciones,egresos,2008-04-01,2,2
POSTRER VALLE,internaciones,egresos,2008-04-01,3,3
POTOSI,internaciones,egresos,2008-04-01,1509,1509
PRESTO,internaciones,egresos,2008-04-01,13,13
PUCARA,internaciones,egresos,2008-04-01,1,1
PUCARANI,internaciones,egresos,2008-04-01,7,7
PUERTO ACOSTA,internaciones,egresos,2008-04-01,69,69
PUERTO CARABUCO,internaciones,egresos,2008-04-01,6,6
PUERTO PEREZ,internaciones,egresos,2008-04-01,1,1
PUERTO QUIJARRO,internaciones,egresos,2008-04-01,54,54
PUERTO RICO,internaciones,egresos,2008-04-01,7,7
PUERTO SUAREZ,internaciones,egresos,2008-04-01,153,153
PUERTO VILLARROEL,internaciones,egresos,2008-04-01,237,237
PUNA,internaciones,egresos,2008-04-01,13,13
PUNATA,internaciones,egresos,2008-04-01,273,273
QUILLACOLLO,internaciones,egresos,2008-04-01,242,242
QUIME,internaciones,egresos,2008-04-01,10,10
RAVELO,internaciones,egresos,2008-04-01,5,5
REYES,internaciones,egresos,2008-04-01,23,23
RIBERALTA,internaciones,egresos,2008-04-01,803,803
ROBORE,internaciones,egresos,2008-04-01,99,99
RURRENABAQUE,internaciones,egresos,2008-04-01,133,133
SACABA,internaciones,egresos,2008-04-01,344,344
SACABAMBA,internaciones,egresos,2008-04-01,4,4
SACACA,internaciones,egresos,2008-04-01,21,21
SAIPINA,internaciones,egresos,2008-04-01,17,17
SAMAIPATA,internaciones,egresos,2008-04-01,31,31
SAN AGUSTIN,internaciones,egresos,2008-04-01,2,2
SAN ANTONIO DE LOMERIO,internaciones,egresos,2008-04-01,20,20
SAN BENITO,internaciones,egresos,2008-04-01,6,6
SAN BORJA,internaciones,egresos,2008-04-01,216,216
SAN BUENA VENTURA,internaciones,egresos,2008-04-01,54,54
SAN CARLOS,internaciones,egresos,2008-04-01,160,160
SAN IGNACIO,internaciones,egresos,2008-04-01,52,52
SAN IGNACIO DE VELASCO,internaciones,egresos,2008-04-01,410,410
SAN JAVIER(STC),internaciones,egresos,2008-04-01,66,66
SAN JOAQUIN,internaciones,egresos,2008-04-01,52,52
SAN JOSE DE CHIQUITOS,internaciones,egresos,2008-04-01,70,70
SAN JUAN DE YAPACANI,internaciones,egresos,2008-04-01,124,124
SAN JULIAN,internaciones,egresos,2008-04-01,148,148
SAN LORENZO(TJA),internaciones,egresos,2008-04-01,3,3
SAN LUCAS,internaciones,egresos,2008-04-01,55,55
SAN MATIAS,internaciones,egresos,2008-04-01,82,82
SAN MIGUEL DE VELASCO,internaciones,egresos,2008-04-01,87,87
SAN PEDRO,internaciones,egresos,2008-04-01,13,13
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2008-04-01,6,6
SAN RAFAEL,internaciones,egresos,2008-04-01,44,44
SAN RAMON,internaciones,egresos,2008-04-01,54,54
SAN RAMON,internaciones,egresos,2008-04-01,29,29
SANTA ANA,internaciones,egresos,2008-04-01,139,139
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2008-04-01,9759,9759
SANTA ROSA,internaciones,egresos,2008-04-01,45,45
SANTA ROSA DEL SARA,internaciones,egresos,2008-04-01,51,51
SANTIAGO DE CALLAPA,internaciones,egresos,2008-04-01,2,2
SANTIAGO DE MACHACA,internaciones,egresos,2008-04-01,3,3
SANTIVAÑES,internaciones,egresos,2008-04-01,3,3
SICA SICA (VILLA AROMA),internaciones,egresos,2008-04-01,19,19
SIPE SIPE,internaciones,egresos,2008-04-01,55,55
SOPACHUY,internaciones,egresos,2008-04-01,43,43
SORACACHI,internaciones,egresos,2008-04-01,4,4
SORATA,internaciones,egresos,2008-04-01,37,37
SUCRE,internaciones,egresos,2008-04-01,2977,2977
TACACHI,internaciones,egresos,2008-04-01,2,2
TACACOMA,internaciones,egresos,2008-04-01,5,5
TACOPAYA,internaciones,egresos,2008-04-01,1,1
TAPACARI,internaciones,egresos,2008-04-01,7,7
TARABUCO,internaciones,egresos,2008-04-01,70,70
TARACO,internaciones,egresos,2008-04-01,3,3
TARATA,internaciones,egresos,2008-04-01,10,10
TARIJA,internaciones,egresos,2008-04-01,1677,1677
TARVITA,internaciones,egresos,2008-04-01,33,33
TEOPONTE,internaciones,egresos,2008-04-01,11,11
TIAWANACU,internaciones,egresos,2008-04-01,11,11
TIPUANI,internaciones,egresos,2008-04-01,42,42
TIQUIPAYA,internaciones,egresos,2008-04-01,107,107
TIRAQUE (CBBA),internaciones,egresos,2008-04-01,205,205
TOCO,internaciones,egresos,2008-04-01,7,7
TOLATA,internaciones,egresos,2008-04-01,4,4
TOLEDO,internaciones,egresos,2008-04-01,6,6
TOMAVE,internaciones,egresos,2008-04-01,11,11
TOMINA,internaciones,egresos,2008-04-01,13,13
TORO TORO,internaciones,egresos,2008-04-01,12,12
TOTORA(CBBA),internaciones,egresos,2008-04-01,32,32
TRIGAL,internaciones,egresos,2008-04-01,3,3
