municipality,group,variable,month,Días camas ocupadas otros servicios,TOTAL
"COLCHA ""K""",internaciones,dias camas ocupadas otros servicios,2008-01-01,2,2
COLOMI,internaciones,dias camas ocupadas otros servicios,2008-01-01,4,4
COLPA BELGICA,internaciones,dias camas ocupadas otros servicios,2008-01-01,41,41
COLQUENCHA,internaciones,dias camas ocupadas otros servicios,2008-01-01,3,3
COLQUIRI,internaciones,dias camas ocupadas otros servicios,2008-01-01,7,7
COMARAPA,internaciones,dias camas ocupadas otros servicios,2008-01-01,299,299
CONCEPCION,internaciones,dias camas ocupadas otros servicios,2008-01-01,130,130
COPACABANA,internaciones,dias camas ocupadas otros servicios,2008-01-01,17,17
CORIPATA,internaciones,dias camas ocupadas otros servicios,2008-01-01,8,8
COROICO,internaciones,dias camas ocupadas otros servicios,2008-01-01,176,176
COTAGAITA,internaciones,dias camas ocupadas otros servicios,2008-01-01,78,78
COTOCA,internaciones,dias camas ocupadas otros servicios,2008-01-01,284,284
CUATRO CAÑADAS,internaciones,dias camas ocupadas otros servicios,2008-01-01,55,55
CUEVO,internaciones,dias camas ocupadas otros servicios,2008-01-01,47,47
CULPINA,internaciones,dias camas ocupadas otros servicios,2008-01-01,27,27
CURAHUARA DE CARANGAS,internaciones,dias camas ocupadas otros servicios,2008-01-01,16,16
DESAGUADERO,internaciones,dias camas ocupadas otros servicios,2008-01-01,3,3
EL ALTO,internaciones,dias camas ocupadas otros servicios,2008-01-01,7043,7043
EL CHORO,internaciones,dias camas ocupadas otros servicios,2008-01-01,2,2
EL PUENTE(STC),internaciones,dias camas ocupadas otros servicios,2008-01-01,9,9
EL TORNO,internaciones,dias camas ocupadas otros servicios,2008-01-01,577,577
EL VILLAR,internaciones,dias camas ocupadas otros servicios,2008-01-01,3,3
ENTRE RIOS,internaciones,dias camas ocupadas otros servicios,2008-01-01,186,186
ENTRE RIOS,internaciones,dias camas ocupadas otros servicios,2008-01-01,3,3
FERNANDEZ ALONSO,internaciones,dias camas ocupadas otros servicios,2008-01-01,1271,1271
GENERAL SAAVEDRA,internaciones,dias camas ocupadas otros servicios,2008-01-01,46,46
GUANAY,internaciones,dias camas ocupadas otros servicios,2008-01-01,20,20
GUAYARAMERIN,internaciones,dias camas ocupadas otros servicios,2008-01-01,1103,1103
GUTIERREZ,internaciones,dias camas ocupadas otros servicios,2008-01-01,66,66
HUACARETA,internaciones,dias camas ocupadas otros servicios,2008-01-01,32,32
HUACHACALLA,internaciones,dias camas ocupadas otros servicios,2008-01-01,26,26
HUANUNI,internaciones,dias camas ocupadas otros servicios,2008-01-01,97,97
HUARACAJE,internaciones,dias camas ocupadas otros servicios,2008-01-01,18,18
ICLA,internaciones,dias camas ocupadas otros servicios,2008-01-01,1,1
INCAHUASI,internaciones,dias camas ocupadas otros servicios,2008-01-01,15,15
INQUISIVI,internaciones,dias camas ocupadas otros servicios,2008-01-01,2,2
IRUPANA (VILLA DE LANZA),internaciones,dias camas ocupadas otros servicios,2008-01-01,40,40
IXIAMAS,internaciones,dias camas ocupadas otros servicios,2008-01-01,25,25
JESUS DE MACHACA,internaciones,dias camas ocupadas otros servicios,2008-01-01,2,2
LA ASUNTA,internaciones,dias camas ocupadas otros servicios,2008-01-01,91,91
LA GUARDIA,internaciones,dias camas ocupadas otros servicios,2008-01-01,298,298
LA PAZ,internaciones,dias camas ocupadas otros servicios,2008-01-01,42215,42215
LAGUNILLAS,internaciones,dias camas ocupadas otros servicios,2008-01-01,22,22
LLALLAGUA,internaciones,dias camas ocupadas otros servicios,2008-01-01,484,484
LLICA,internaciones,dias camas ocupadas otros servicios,2008-01-01,4,4
LURIBAY,internaciones,dias camas ocupadas otros servicios,2008-01-01,13,13
MACHARETI,internaciones,dias camas ocupadas otros servicios,2008-01-01,15,15
MAGDALENA,internaciones,dias camas ocupadas otros servicios,2008-01-01,113,113
MAIRANA,internaciones,dias camas ocupadas otros servicios,2008-01-01,70,70
MAPIRI,internaciones,dias camas ocupadas otros servicios,2008-01-01,17,17
MINEROS,internaciones,dias camas ocupadas otros servicios,2008-01-01,24,24
MIZQUE,internaciones,dias camas ocupadas otros servicios,2008-01-01,52,52
MOJOCOYA,internaciones,dias camas ocupadas otros servicios,2008-01-01,1,1
MONTEAGUDO,internaciones,dias camas ocupadas otros servicios,2008-01-01,388,388
MONTERO,internaciones,dias camas ocupadas otros servicios,2008-01-01,1016,1016
MORO MORO,internaciones,dias camas ocupadas otros servicios,2008-01-01,4,4
MOROCHATA,internaciones,dias camas ocupadas otros servicios,2008-01-01,7,7
NACEBE (SANTA ROSA DEL ABUNA),internaciones,dias camas ocupadas otros servicios,2008-01-01,1,1
OCURI,internaciones,dias camas ocupadas otros servicios,2008-01-01,11,11
OMEREQUE,internaciones,dias camas ocupadas otros servicios,2008-01-01,2,2
ORURO,internaciones,dias camas ocupadas otros servicios,2008-01-01,6683,6683
PADILLA,internaciones,dias camas ocupadas otros servicios,2008-01-01,115,115
PAILON,internaciones,dias camas ocupadas otros servicios,2008-01-01,115,115
PALOS BLANCOS,internaciones,dias camas ocupadas otros servicios,2008-01-01,36,36
PAMPA AULLAGAS,internaciones,dias camas ocupadas otros servicios,2008-01-01,31,31
PAMPA GRANDE,internaciones,dias camas ocupadas otros servicios,2008-01-01,14,14
PATACAMAYA,internaciones,dias camas ocupadas otros servicios,2008-01-01,38,38
POCOATA,internaciones,dias camas ocupadas otros servicios,2008-01-01,5,5
POROMA,internaciones,dias camas ocupadas otros servicios,2008-01-01,1,1
PORONGO,internaciones,dias camas ocupadas otros servicios,2008-01-01,6,6
PORTACHUELO,internaciones,dias camas ocupadas otros servicios,2008-01-01,431,431
POSTRER VALLE,internaciones,dias camas ocupadas otros servicios,2008-01-01,3,3
POTOSI,internaciones,dias camas ocupadas otros servicios,2008-01-01,5647,5647
PUCARANI,internaciones,dias camas ocupadas otros servicios,2008-01-01,12,12
PUERTO ACOSTA,internaciones,dias camas ocupadas otros servicios,2008-01-01,153,153
PUERTO CARABUCO,internaciones,dias camas ocupadas otros servicios,2008-01-01,3,3
PUERTO QUIJARRO,internaciones,dias camas ocupadas otros servicios,2008-01-01,51,51
PUERTO RICO,internaciones,dias camas ocupadas otros servicios,2008-01-01,43,43
PUERTO SUAREZ,internaciones,dias camas ocupadas otros servicios,2008-01-01,300,300
PUERTO VILLARROEL,internaciones,dias camas ocupadas otros servicios,2008-01-01,322,322
PUNA,internaciones,dias camas ocupadas otros servicios,2008-01-01,22,22
PUNATA,internaciones,dias camas ocupadas otros servicios,2008-01-01,569,569
QUILLACOLLO,internaciones,dias camas ocupadas otros servicios,2008-01-01,214,214
QUIME,internaciones,dias camas ocupadas otros servicios,2008-01-01,6,6
QUIRUSILLAS,internaciones,dias camas ocupadas otros servicios,2008-01-01,6,6
REYES,internaciones,dias camas ocupadas otros servicios,2008-01-01,79,79
RIBERALTA,internaciones,dias camas ocupadas otros servicios,2008-01-01,1557,1557
ROBORE,internaciones,dias camas ocupadas otros servicios,2008-01-01,126,126
RURRENABAQUE,internaciones,dias camas ocupadas otros servicios,2008-01-01,223,223
SACABA,internaciones,dias camas ocupadas otros servicios,2008-01-01,634,634
SACACA,internaciones,dias camas ocupadas otros servicios,2008-01-01,18,18
SAIPINA,internaciones,dias camas ocupadas otros servicios,2008-01-01,36,36
SALINAS DE GARCI MENDOZA,internaciones,dias camas ocupadas otros servicios,2008-01-01,3,3
SAMAIPATA,internaciones,dias camas ocupadas otros servicios,2008-01-01,33,33
SAN ANTONIO DE LOMERIO,internaciones,dias camas ocupadas otros servicios,2008-01-01,18,18
SAN BORJA,internaciones,dias camas ocupadas otros servicios,2008-01-01,329,329
SAN BUENA VENTURA,internaciones,dias camas ocupadas otros servicios,2008-01-01,125,125
SAN CARLOS,internaciones,dias camas ocupadas otros servicios,2008-01-01,362,362
SAN IGNACIO,internaciones,dias camas ocupadas otros servicios,2008-01-01,74,74
SAN IGNACIO DE VELASCO,internaciones,dias camas ocupadas otros servicios,2008-01-01,642,642
SAN JAVIER(STC),internaciones,dias camas ocupadas otros servicios,2008-01-01,50,50
SAN JOAQUIN,internaciones,dias camas ocupadas otros servicios,2008-01-01,73,73
SAN JOSE DE CHIQUITOS,internaciones,dias camas ocupadas otros servicios,2008-01-01,152,152
SAN JUAN DE YAPACANI,internaciones,dias camas ocupadas otros servicios,2008-01-01,232,232
SAN JULIAN,internaciones,dias camas ocupadas otros servicios,2008-01-01,267,267
SAN LORENZO(TJA),internaciones,dias camas ocupadas otros servicios,2008-01-01,2,2
SAN LUCAS,internaciones,dias camas ocupadas otros servicios,2008-01-01,113,113
SAN MATIAS,internaciones,dias camas ocupadas otros servicios,2008-01-01,56,56
SAN MIGUEL DE VELASCO,internaciones,dias camas ocupadas otros servicios,2008-01-01,247,247
SAN PEDRO,internaciones,dias camas ocupadas otros servicios,2008-01-01,12,12
SAN PEDRO DE BUENA VISTA,internaciones,dias camas ocupadas otros servicios,2008-01-01,9,9
SAN RAFAEL,internaciones,dias camas ocupadas otros servicios,2008-01-01,46,46
SAN RAMON,internaciones,dias camas ocupadas otros servicios,2008-01-01,38,38
SAN RAMON,internaciones,dias camas ocupadas otros servicios,2008-01-01,59,59
SANTA ANA,internaciones,dias camas ocupadas otros servicios,2008-01-01,175,175
SANTA CRUZ DE LA SIERRA,internaciones,dias camas ocupadas otros servicios,2008-01-01,30521,30521
SANTA ROSA,internaciones,dias camas ocupadas otros servicios,2008-01-01,59,59
SANTA ROSA DEL SARA,internaciones,dias camas ocupadas otros servicios,2008-01-01,60,60
SANTIAGO DE HUARI,internaciones,dias camas ocupadas otros servicios,2008-01-01,2,2
SENA,internaciones,dias camas ocupadas otros servicios,2008-01-01,10,10
SIPE SIPE,internaciones,dias camas ocupadas otros servicios,2008-01-01,202,202
SOPACHUY,internaciones,dias camas ocupadas otros servicios,2008-01-01,73,73
SORATA,internaciones,dias camas ocupadas otros servicios,2008-01-01,20,20
SUCRE,internaciones,dias camas ocupadas otros servicios,2008-01-01,21100,21100
TARABUCO,internaciones,dias camas ocupadas otros servicios,2008-01-01,128,128
TARATA,internaciones,dias camas ocupadas otros servicios,2008-01-01,2,2
TARIJA,internaciones,dias camas ocupadas otros servicios,2008-01-01,7045,7045
TARVITA,internaciones,dias camas ocupadas otros servicios,2008-01-01,6,6
TIPUANI,internaciones,dias camas ocupadas otros servicios,2008-01-01,27,27
TIQUIPAYA,internaciones,dias camas ocupadas otros servicios,2008-01-01,72,72
TIRAQUE (CBBA),internaciones,dias camas ocupadas otros servicios,2008-01-01,203,203
TOLEDO,internaciones,dias camas ocupadas otros servicios,2008-01-01,7,7
TOMAVE,internaciones,dias camas ocupadas otros servicios,2008-01-01,5,5
TOMINA,internaciones,dias camas ocupadas otros servicios,2008-01-01,10,10
TORO TORO,internaciones,dias camas ocupadas otros servicios,2008-01-01,3,3
TOTORA(CBBA),internaciones,dias camas ocupadas otros servicios,2008-01-01,28,28
TRIGAL,internaciones,dias camas ocupadas otros servicios,2008-01-01,5,5
TRINIDAD,internaciones,dias camas ocupadas otros servicios,2008-01-01,3402,3402
TUPIZA,internaciones,dias camas ocupadas otros servicios,2008-01-01,1319,1319
UNCIA,internaciones,dias camas ocupadas otros servicios,2008-01-01,898,898
URIONDO (A. CONCEPCION),internaciones,dias camas ocupadas otros servicios,2008-01-01,15,15
URUBICHA,internaciones,dias camas ocupadas otros servicios,2008-01-01,16,16
UYUNI,internaciones,dias camas ocupadas otros servicios,2008-01-01,368,368
VACAS,internaciones,dias camas ocupadas otros servicios,2008-01-01,6,6
VALLEGRANDE,internaciones,dias camas ocupadas otros servicios,2008-01-01,285,285
VIACHA,internaciones,dias camas ocupadas otros servicios,2008-01-01,152,152
VILA VILA,internaciones,dias camas ocupadas otros servicios,2008-01-01,1,1
VILLA MONTES,internaciones,dias camas ocupadas otros servicios,2008-01-01,943,943
VILLA SERRANO,internaciones,dias camas ocupadas otros servicios,2008-01-01,24,24
VILLA TUNARI,internaciones,dias camas ocupadas otros servicios,2008-01-01,675,675
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,dias camas ocupadas otros servicios,2008-01-01,22,22
VILLAZON,internaciones,dias camas ocupadas otros servicios,2008-01-01,544,544
VINTO,internaciones,dias camas ocupadas otros servicios,2008-01-01,45,45
VITICHI,internaciones,dias camas ocupadas otros servicios,2008-01-01,9,9
WARNES,internaciones,dias camas ocupadas otros servicios,2008-01-01,226,226
YACUIBA,internaciones,dias camas ocupadas otros servicios,2008-01-01,1481,1481
YAMPARAEZ,internaciones,dias camas ocupadas otros servicios,2008-01-01,7,7
YAPACANI,internaciones,dias camas ocupadas otros servicios,2008-01-01,503,503
ZUDAÑEZ,internaciones,dias camas ocupadas otros servicios,2008-01-01,67,67
ACACIO,internaciones,dias camas ocupadas otros servicios,2008-02-01,2,2
ACHACACHI,internaciones,dias camas ocupadas otros servicios,2008-02-01,27,27
AIQUILE,internaciones,dias camas ocupadas otros servicios,2008-02-01,243,243
ALALAY,internaciones,dias camas ocupadas otros servicios,2008-02-01,1,1
ALCALA,internaciones,dias camas ocupadas otros servicios,2008-02-01,6,6
ANCORAIMES,internaciones,dias camas ocupadas otros servicios,2008-02-01,1,1
ANDAMARCA,internaciones,dias camas ocupadas otros servicios,2008-02-01,1,1
APOLO,internaciones,dias camas ocupadas otros servicios,2008-02-01,30,30
ARANI,internaciones,dias camas ocupadas otros servicios,2008-02-01,3,3
ARBIETO,internaciones,dias camas ocupadas otros servicios,2008-02-01,29,29
ARQUE,internaciones,dias camas ocupadas otros servicios,2008-02-01,2,2
ASCENCION DE GUARAYOS,internaciones,dias camas ocupadas otros servicios,2008-02-01,460,460
ATOCHA,internaciones,dias camas ocupadas otros servicios,2008-02-01,446,446
AYOPAYA (V. DE INDEPENDENCIA),internaciones,dias camas ocupadas otros servicios,2008-02-01,37,37
AZURDUY,internaciones,dias camas ocupadas otros servicios,2008-02-01,12,12
BATALLAS,internaciones,dias camas ocupadas otros servicios,2008-02-01,1,1
BAURES,internaciones,dias camas ocupadas otros servicios,2008-02-01,19,19
BERMEJO,internaciones,dias camas ocupadas otros servicios,2008-02-01,507,507
BETANZOS,internaciones,dias camas ocupadas otros servicios,2008-02-01,33,33
BOLIVAR,internaciones,dias camas ocupadas otros servicios,2008-02-01,2,2
BOYUIBE,internaciones,dias camas ocupadas otros servicios,2008-02-01,105,105
BUENA VISTA,internaciones,dias camas ocupadas otros servicios,2008-02-01,47,47
CABEZAS,internaciones,dias camas ocupadas otros servicios,2008-02-01,19,19
CAIROMA,internaciones,dias camas ocupadas otros servicios,2008-02-01,2,2
CAJUATA,internaciones,dias camas ocupadas otros servicios,2008-02-01,12,12
CAMARGO,internaciones,dias camas ocupadas otros servicios,2008-02-01,115,115
CAMATAQUI (C. VILLA ABECIA),internaciones,dias camas ocupadas otros servicios,2008-02-01,14,14
CAMIRI,internaciones,dias camas ocupadas otros servicios,2008-02-01,1229,1229
CAPINOTA,internaciones,dias camas ocupadas otros servicios,2008-02-01,92,92
CARACOLLO,internaciones,dias camas ocupadas otros servicios,2008-02-01,8,8
CARANAVI,internaciones,dias camas ocupadas otros servicios,2008-02-01,338,338
CARMEN RIVERO TORREZ,internaciones,dias camas ocupadas otros servicios,2008-02-01,36,36
CHALLAPATA,internaciones,dias camas ocupadas otros servicios,2008-02-01,115,115
CHARAGUA,internaciones,dias camas ocupadas otros servicios,2008-02-01,140,140
CHIMORE,internaciones,dias camas ocupadas otros servicios,2008-02-01,3,3
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas ocupadas otros servicios,2008-02-01,342,342
CHUMA,internaciones,dias camas ocupadas otros servicios,2008-02-01,6,6
CLIZA,internaciones,dias camas ocupadas otros servicios,2008-02-01,60,60
COBIJA,internaciones,dias camas ocupadas otros servicios,2008-02-01,1129,1129
COCHABAMBA,internaciones,dias camas ocupadas otros servicios,2008-02-01,26658,26658
COLCAPIRHUA,internaciones,dias camas ocupadas otros servicios,2008-02-01,170,170
"COLCHA ""K""",internaciones,dias camas ocupadas otros servicios,2008-02-01,1,1
COLPA BELGICA,internaciones,dias camas ocupadas otros servicios,2008-02-01,21,21
COLQUENCHA,internaciones,dias camas ocupadas otros servicios,2008-02-01,1,1
COLQUIRI,internaciones,dias camas ocupadas otros servicios,2008-02-01,10,10
COMARAPA,internaciones,dias camas ocupadas otros servicios,2008-02-01,324,324
COMBAYA,internaciones,dias camas ocupadas otros servicios,2008-02-01,1,1
CONCEPCION,internaciones,dias camas ocupadas otros servicios,2008-02-01,138,138
COPACABANA,internaciones,dias camas ocupadas otros servicios,2008-02-01,20,20
CORIPATA,internaciones,dias camas ocupadas otros servicios,2008-02-01,9,9
COROICO,internaciones,dias camas ocupadas otros servicios,2008-02-01,243,243
COTAGAITA,internaciones,dias camas ocupadas otros servicios,2008-02-01,53,53
COTOCA,internaciones,dias camas ocupadas otros servicios,2008-02-01,236,236
CUATRO CAÑADAS,internaciones,dias camas ocupadas otros servicios,2008-02-01,59,59
CUEVO,internaciones,dias camas ocupadas otros servicios,2008-02-01,33,33
CULPINA,internaciones,dias camas ocupadas otros servicios,2008-02-01,6,6
CURAHUARA DE CARANGAS,internaciones,dias camas ocupadas otros servicios,2008-02-01,13,13
EL ALTO,internaciones,dias camas ocupadas otros servicios,2008-02-01,6913,6913
EL PUENTE(STC),internaciones,dias camas ocupadas otros servicios,2008-02-01,11,11
EL TORNO,internaciones,dias camas ocupadas otros servicios,2008-02-01,559,559
ENTRE RIOS,internaciones,dias camas ocupadas otros servicios,2008-02-01,30,30
ENTRE RIOS,internaciones,dias camas ocupadas otros servicios,2008-02-01,3,3
EUCALIPTUS,internaciones,dias camas ocupadas otros servicios,2008-02-01,1,1
EXALTACION,internaciones,dias camas ocupadas otros servicios,2008-02-01,4,4
FERNANDEZ ALONSO,internaciones,dias camas ocupadas otros servicios,2008-02-01,965,965
GENERAL SAAVEDRA,internaciones,dias camas ocupadas otros servicios,2008-02-01,33,33
GUANAY,internaciones,dias camas ocupadas otros servicios,2008-02-01,6,6
GUAYARAMERIN,internaciones,dias camas ocupadas otros servicios,2008-02-01,846,846
GUTIERREZ,internaciones,dias camas ocupadas otros servicios,2008-02-01,36,36
HUACARETA,internaciones,dias camas ocupadas otros servicios,2008-02-01,67,67
HUACAYA (VILLA DE HUACAYA),internaciones,dias camas ocupadas otros servicios,2008-02-01,1,1
HUACHACALLA,internaciones,dias camas ocupadas otros servicios,2008-02-01,8,8
HUANUNI,internaciones,dias camas ocupadas otros servicios,2008-02-01,91,91
HUARACAJE,internaciones,dias camas ocupadas otros servicios,2008-02-01,12,12
ICLA,internaciones,dias camas ocupadas otros servicios,2008-02-01,12,12
INCAHUASI,internaciones,dias camas ocupadas otros servicios,2008-02-01,6,6
IRUPANA (VILLA DE LANZA),internaciones,dias camas ocupadas otros servicios,2008-02-01,32,32
IXIAMAS,internaciones,dias camas ocupadas otros servicios,2008-02-01,37,37
JESUS DE MACHACA,internaciones,dias camas ocupadas otros servicios,2008-02-01,12,12
LA ASUNTA,internaciones,dias camas ocupadas otros servicios,2008-02-01,54,54
LA GUARDIA,internaciones,dias camas ocupadas otros servicios,2008-02-01,228,228
LA PAZ,internaciones,dias camas ocupadas otros servicios,2008-02-01,39011,39011
LAGUNILLAS,internaciones,dias camas ocupadas otros servicios,2008-02-01,12,12
LLALLAGUA,internaciones,dias camas ocupadas otros servicios,2008-02-01,391,391
LLICA,internaciones,dias camas ocupadas otros servicios,2008-02-01,2,2
LURIBAY,internaciones,dias camas ocupadas otros servicios,2008-02-01,5,5
MACHARETI,internaciones,dias camas ocupadas otros servicios,2008-02-01,6,6
MAGDALENA,internaciones,dias camas ocupadas otros servicios,2008-02-01,112,112
MAIRANA,internaciones,dias camas ocupadas otros servicios,2008-02-01,38,38
MAPIRI,internaciones,dias camas ocupadas otros servicios,2008-02-01,3,3
MINEROS,internaciones,dias camas ocupadas otros servicios,2008-02-01,33,33
MIZQUE,internaciones,dias camas ocupadas otros servicios,2008-02-01,57,57
MOCOMOCO,internaciones,dias camas ocupadas otros servicios,2008-02-01,1,1
MOJOCOYA,internaciones,dias camas ocupadas otros servicios,2008-02-01,15,15
MONTEAGUDO,internaciones,dias camas ocupadas otros servicios,2008-02-01,267,267
MONTERO,internaciones,dias camas ocupadas otros servicios,2008-02-01,848,848
MORO MORO,internaciones,dias camas ocupadas otros servicios,2008-02-01,3,3
MOROCHATA,internaciones,dias camas ocupadas otros servicios,2008-02-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),internaciones,dias camas ocupadas otros servicios,2008-02-01,5,5
OCURI,internaciones,dias camas ocupadas otros servicios,2008-02-01,51,51
OKINAWA,internaciones,dias camas ocupadas otros servicios,2008-02-01,10,10
OMEREQUE,internaciones,dias camas ocupadas otros servicios,2008-02-01,8,8
ORURO,internaciones,dias camas ocupadas otros servicios,2008-02-01,6294,6294
PADILLA,internaciones,dias camas ocupadas otros servicios,2008-02-01,125,125
PAILON,internaciones,dias camas ocupadas otros servicios,2008-02-01,90,90
PALCA,internaciones,dias camas ocupadas otros servicios,2008-02-01,29,29
PALOS BLANCOS,internaciones,dias camas ocupadas otros servicios,2008-02-01,166,166
PAMPA GRANDE,internaciones,dias camas ocupadas otros servicios,2008-02-01,8,8
PATACAMAYA,internaciones,dias camas ocupadas otros servicios,2008-02-01,27,27
POCOATA,internaciones,dias camas ocupadas otros servicios,2008-02-01,4,4
POCONA,internaciones,dias camas ocupadas otros servicios,2008-02-01,1,1
POROMA,internaciones,dias camas ocupadas otros servicios,2008-02-01,2,2
PORONGO,internaciones,dias camas ocupadas otros servicios,2008-02-01,9,9
PORTACHUELO,internaciones,dias camas ocupadas otros servicios,2008-02-01,385,385
POSTRER VALLE,internaciones,dias camas ocupadas otros servicios,2008-02-01,4,4
POTOSI,internaciones,dias camas ocupadas otros servicios,2008-02-01,5431,5431
PRESTO,internaciones,dias camas ocupadas otros servicios,2008-02-01,11,11
PUERTO ACOSTA,internaciones,dias camas ocupadas otros servicios,2008-02-01,150,150
PUERTO CARABUCO,internaciones,dias camas ocupadas otros servicios,2008-02-01,2,2
PUERTO QUIJARRO,internaciones,dias camas ocupadas otros servicios,2008-02-01,116,116
PUERTO RICO,internaciones,dias camas ocupadas otros servicios,2008-02-01,42,42
PUERTO SUAREZ,internaciones,dias camas ocupadas otros servicios,2008-02-01,343,343
PUERTO VILLARROEL,internaciones,dias camas ocupadas otros servicios,2008-02-01,325,325
PUNA,internaciones,dias camas ocupadas otros servicios,2008-02-01,8,8
PUNATA,internaciones,dias camas ocupadas otros servicios,2008-02-01,634,634
QUILLACOLLO,internaciones,dias camas ocupadas otros servicios,2008-02-01,309,309
QUIME,internaciones,dias camas ocupadas otros servicios,2008-02-01,1,1
QUIRUSILLAS,internaciones,dias camas ocupadas otros servicios,2008-02-01,6,6
REYES,internaciones,dias camas ocupadas otros servicios,2008-02-01,56,56
RIBERALTA,internaciones,dias camas ocupadas otros servicios,2008-02-01,1107,1107
ROBORE,internaciones,dias camas ocupadas otros servicios,2008-02-01,184,184
RURRENABAQUE,internaciones,dias camas ocupadas otros servicios,2008-02-01,164,164
SACABA,internaciones,dias camas ocupadas otros servicios,2008-02-01,532,532
SACABAMBA,internaciones,dias camas ocupadas otros servicios,2008-02-01,26,26
SACACA,internaciones,dias camas ocupadas otros servicios,2008-02-01,31,31
SAIPINA,internaciones,dias camas ocupadas otros servicios,2008-02-01,19,19
SALINAS DE GARCI MENDOZA,internaciones,dias camas ocupadas otros servicios,2008-02-01,6,6
SAMAIPATA,internaciones,dias camas ocupadas otros servicios,2008-02-01,50,50
SAN ANTONIO DE LOMERIO,internaciones,dias camas ocupadas otros servicios,2008-02-01,11,11
SAN BORJA,internaciones,dias camas ocupadas otros servicios,2008-02-01,536,536
SAN BUENA VENTURA,internaciones,dias camas ocupadas otros servicios,2008-02-01,112,112
SAN CARLOS,internaciones,dias camas ocupadas otros servicios,2008-02-01,285,285
SAN IGNACIO,internaciones,dias camas ocupadas otros servicios,2008-02-01,89,89
SAN IGNACIO DE VELASCO,internaciones,dias camas ocupadas otros servicios,2008-02-01,559,559
SAN JAVIER(STC),internaciones,dias camas ocupadas otros servicios,2008-02-01,62,62
SAN JOAQUIN,internaciones,dias camas ocupadas otros servicios,2008-02-01,42,42
SAN JOSE DE CHIQUITOS,internaciones,dias camas ocupadas otros servicios,2008-02-01,145,145
SAN JUAN DE YAPACANI,internaciones,dias camas ocupadas otros servicios,2008-02-01,375,375
SAN JULIAN,internaciones,dias camas ocupadas otros servicios,2008-02-01,278,278
SAN LUCAS,internaciones,dias camas ocupadas otros servicios,2008-02-01,187,187
