municipality,group,variable,month,Días camas ocupadas maternidad,TOTAL
TIPUANI,internaciones,dias camas ocupadas maternidad,2008-03-01,32,32
TIQUIPAYA,internaciones,dias camas ocupadas maternidad,2008-03-01,111,111
TIRAQUE (CBBA),internaciones,dias camas ocupadas maternidad,2008-03-01,105,105
TOCO,internaciones,dias camas ocupadas maternidad,2008-03-01,1,1
TOLATA,internaciones,dias camas ocupadas maternidad,2008-03-01,14,14
TOLEDO,internaciones,dias camas ocupadas maternidad,2008-03-01,10,10
TOMAVE,internaciones,dias camas ocupadas maternidad,2008-03-01,10,10
TOMINA,internaciones,dias camas ocupadas maternidad,2008-03-01,38,38
TORO TORO,internaciones,dias camas ocupadas maternidad,2008-03-01,2,2
TOTORA(CBBA),internaciones,dias camas ocupadas maternidad,2008-03-01,91,91
TOTORA(ORR),internaciones,dias camas ocupadas maternidad,2008-03-01,6,6
TRIGAL,internaciones,dias camas ocupadas maternidad,2008-03-01,2,2
TRINIDAD,internaciones,dias camas ocupadas maternidad,2008-03-01,922,922
TUPIZA,internaciones,dias camas ocupadas maternidad,2008-03-01,99,99
TURCO,internaciones,dias camas ocupadas maternidad,2008-03-01,1,1
UNCIA,internaciones,dias camas ocupadas maternidad,2008-03-01,98,98
URIONDO (A. CONCEPCION),internaciones,dias camas ocupadas maternidad,2008-03-01,8,8
URUBICHA,internaciones,dias camas ocupadas maternidad,2008-03-01,18,18
UYUNI,internaciones,dias camas ocupadas maternidad,2008-03-01,138,138
VACAS,internaciones,dias camas ocupadas maternidad,2008-03-01,20,20
VALLEGRANDE,internaciones,dias camas ocupadas maternidad,2008-03-01,126,126
VIACHA,internaciones,dias camas ocupadas maternidad,2008-03-01,49,49
VILA VILA,internaciones,dias camas ocupadas maternidad,2008-03-01,1,1
VILLA MONTES,internaciones,dias camas ocupadas maternidad,2008-03-01,86,86
VILLA NUEVA (LOMA ALTA),internaciones,dias camas ocupadas maternidad,2008-03-01,6,6
VILLA RIVERO,internaciones,dias camas ocupadas maternidad,2008-03-01,8,8
VILLA SERRANO,internaciones,dias camas ocupadas maternidad,2008-03-01,44,44
VILLA TUNARI,internaciones,dias camas ocupadas maternidad,2008-03-01,329,329
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,dias camas ocupadas maternidad,2008-03-01,10,10
VILLAZON,internaciones,dias camas ocupadas maternidad,2008-03-01,137,137
VINTO,internaciones,dias camas ocupadas maternidad,2008-03-01,57,57
VITICHI,internaciones,dias camas ocupadas maternidad,2008-03-01,4,4
WARNES,internaciones,dias camas ocupadas maternidad,2008-03-01,376,376
YACO,internaciones,dias camas ocupadas maternidad,2008-03-01,2,2
YACUIBA,internaciones,dias camas ocupadas maternidad,2008-03-01,380,380
YAMPARAEZ,internaciones,dias camas ocupadas maternidad,2008-03-01,12,12
YANACACHI,internaciones,dias camas ocupadas maternidad,2008-03-01,4,4
YAPACANI,internaciones,dias camas ocupadas maternidad,2008-03-01,70,70
YOCALLA,internaciones,dias camas ocupadas maternidad,2008-03-01,10,10
YOTALA,internaciones,dias camas ocupadas maternidad,2008-03-01,20,20
ZUDAÑEZ,internaciones,dias camas ocupadas maternidad,2008-03-01,38,38
ACHACACHI,internaciones,dias camas ocupadas maternidad,2008-04-01,17,17
ACHOCALLA,internaciones,dias camas ocupadas maternidad,2008-04-01,13,13
AIQUILE,internaciones,dias camas ocupadas maternidad,2008-04-01,135,135
ALALAY,internaciones,dias camas ocupadas maternidad,2008-04-01,8,8
ALCALA,internaciones,dias camas ocupadas maternidad,2008-04-01,6,6
ANCORAIMES,internaciones,dias camas ocupadas maternidad,2008-04-01,1,1
ANTEQUERA,internaciones,dias camas ocupadas maternidad,2008-04-01,4,4
ANZALDO,internaciones,dias camas ocupadas maternidad,2008-04-01,6,6
APOLO,internaciones,dias camas ocupadas maternidad,2008-04-01,34,34
ARAMPAMPA,internaciones,dias camas ocupadas maternidad,2008-04-01,4,4
ARANI,internaciones,dias camas ocupadas maternidad,2008-04-01,17,17
ARBIETO,internaciones,dias camas ocupadas maternidad,2008-04-01,8,8
ARQUE,internaciones,dias camas ocupadas maternidad,2008-04-01,6,6
ASCENCION DE GUARAYOS,internaciones,dias camas ocupadas maternidad,2008-04-01,160,160
ATOCHA,internaciones,dias camas ocupadas maternidad,2008-04-01,184,184
AYATA,internaciones,dias camas ocupadas maternidad,2008-04-01,6,6
AYO AYO,internaciones,dias camas ocupadas maternidad,2008-04-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),internaciones,dias camas ocupadas maternidad,2008-04-01,36,36
AZURDUY,internaciones,dias camas ocupadas maternidad,2008-04-01,26,26
BATALLAS,internaciones,dias camas ocupadas maternidad,2008-04-01,11,11
BAURES,internaciones,dias camas ocupadas maternidad,2008-04-01,10,10
BERMEJO,internaciones,dias camas ocupadas maternidad,2008-04-01,103,103
BETANZOS,internaciones,dias camas ocupadas maternidad,2008-04-01,60,60
BOLIVAR,internaciones,dias camas ocupadas maternidad,2008-04-01,2,2
BOYUIBE,internaciones,dias camas ocupadas maternidad,2008-04-01,8,8
BUENA VISTA,internaciones,dias camas ocupadas maternidad,2008-04-01,28,28
CABEZAS,internaciones,dias camas ocupadas maternidad,2008-04-01,20,20
CAIROMA,internaciones,dias camas ocupadas maternidad,2008-04-01,8,8
"CAIZA ""D""",internaciones,dias camas ocupadas maternidad,2008-04-01,9,9
CAJUATA,internaciones,dias camas ocupadas maternidad,2008-04-01,7,7
CALAMARCA,internaciones,dias camas ocupadas maternidad,2008-04-01,5,5
CAMARGO,internaciones,dias camas ocupadas maternidad,2008-04-01,85,85
CAMATAQUI (C. VILLA ABECIA),internaciones,dias camas ocupadas maternidad,2008-04-01,11,11
CAMIRI,internaciones,dias camas ocupadas maternidad,2008-04-01,163,163
CAPINOTA,internaciones,dias camas ocupadas maternidad,2008-04-01,69,69
CAQUIAVIRI,internaciones,dias camas ocupadas maternidad,2008-04-01,2,2
CARACOLLO,internaciones,dias camas ocupadas maternidad,2008-04-01,36,36
CARANAVI,internaciones,dias camas ocupadas maternidad,2008-04-01,145,145
CARMEN RIVERO TORREZ,internaciones,dias camas ocupadas maternidad,2008-04-01,30,30
CHALLAPATA,internaciones,dias camas ocupadas maternidad,2008-04-01,69,69
CHAQUI,internaciones,dias camas ocupadas maternidad,2008-04-01,6,6
CHARAGUA,internaciones,dias camas ocupadas maternidad,2008-04-01,77,77
CHAYANTA,internaciones,dias camas ocupadas maternidad,2008-04-01,34,34
CHIMORE,internaciones,dias camas ocupadas maternidad,2008-04-01,29,29
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas ocupadas maternidad,2008-04-01,38,38
CHUMA,internaciones,dias camas ocupadas maternidad,2008-04-01,6,6
CLIZA,internaciones,dias camas ocupadas maternidad,2008-04-01,26,26
COBIJA,internaciones,dias camas ocupadas maternidad,2008-04-01,357,357
COCHABAMBA,internaciones,dias camas ocupadas maternidad,2008-04-01,4883,4883
COLCAPIRHUA,internaciones,dias camas ocupadas maternidad,2008-04-01,128,128
COLLANA,internaciones,dias camas ocupadas maternidad,2008-04-01,1,1
COLOMI,internaciones,dias camas ocupadas maternidad,2008-04-01,48,48
COLPA BELGICA,internaciones,dias camas ocupadas maternidad,2008-04-01,4,4
COLQUENCHA,internaciones,dias camas ocupadas maternidad,2008-04-01,1,1
COLQUIRI,internaciones,dias camas ocupadas maternidad,2008-04-01,16,16
COMARAPA,internaciones,dias camas ocupadas maternidad,2008-04-01,95,95
CONCEPCION,internaciones,dias camas ocupadas maternidad,2008-04-01,129,129
COPACABANA,internaciones,dias camas ocupadas maternidad,2008-04-01,48,48
CORIPATA,internaciones,dias camas ocupadas maternidad,2008-04-01,16,16
CORO CORO,internaciones,dias camas ocupadas maternidad,2008-04-01,13,13
COROICO,internaciones,dias camas ocupadas maternidad,2008-04-01,50,50
COTAGAITA,internaciones,dias camas ocupadas maternidad,2008-04-01,50,50
COTOCA,internaciones,dias camas ocupadas maternidad,2008-04-01,125,125
CUATRO CAÑADAS,internaciones,dias camas ocupadas maternidad,2008-04-01,32,32
CUEVO,internaciones,dias camas ocupadas maternidad,2008-04-01,5,5
CULPINA,internaciones,dias camas ocupadas maternidad,2008-04-01,66,66
CURAHUARA DE CARANGAS,internaciones,dias camas ocupadas maternidad,2008-04-01,12,12
DESAGUADERO,internaciones,dias camas ocupadas maternidad,2008-04-01,5,5
EL ALTO,internaciones,dias camas ocupadas maternidad,2008-04-01,2600,2600
EL PUENTE(STC),internaciones,dias camas ocupadas maternidad,2008-04-01,28,28
EL PUENTE(TJA),internaciones,dias camas ocupadas maternidad,2008-04-01,8,8
EL TORNO,internaciones,dias camas ocupadas maternidad,2008-04-01,179,179
EL VILLAR,internaciones,dias camas ocupadas maternidad,2008-04-01,38,38
ENTRE RIOS,internaciones,dias camas ocupadas maternidad,2008-04-01,23,23
ENTRE RIOS,internaciones,dias camas ocupadas maternidad,2008-04-01,23,23
EUCALIPTUS,internaciones,dias camas ocupadas maternidad,2008-04-01,8,8
EXALTACION,internaciones,dias camas ocupadas maternidad,2008-04-01,1,1
FERNANDEZ ALONSO,internaciones,dias camas ocupadas maternidad,2008-04-01,368,368
FILADELFIA,internaciones,dias camas ocupadas maternidad,2008-04-01,8,8
GENERAL SAAVEDRA,internaciones,dias camas ocupadas maternidad,2008-04-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),internaciones,dias camas ocupadas maternidad,2008-04-01,2,2
GUANAY,internaciones,dias camas ocupadas maternidad,2008-04-01,27,27
GUAQUI,internaciones,dias camas ocupadas maternidad,2008-04-01,4,4
GUAYARAMERIN,internaciones,dias camas ocupadas maternidad,2008-04-01,418,418
GUTIERREZ,internaciones,dias camas ocupadas maternidad,2008-04-01,16,16
HUACARETA,internaciones,dias camas ocupadas maternidad,2008-04-01,15,15
HUACHACALLA,internaciones,dias camas ocupadas maternidad,2008-04-01,2,2
HUANUNI,internaciones,dias camas ocupadas maternidad,2008-04-01,34,34
HUARACAJE,internaciones,dias camas ocupadas maternidad,2008-04-01,6,6
HUAYLLAMARCA,internaciones,dias camas ocupadas maternidad,2008-04-01,4,4
ICHOCA,internaciones,dias camas ocupadas maternidad,2008-04-01,2,2
ICLA,internaciones,dias camas ocupadas maternidad,2008-04-01,19,19
INCAHUASI,internaciones,dias camas ocupadas maternidad,2008-04-01,38,38
INQUISIVI,internaciones,dias camas ocupadas maternidad,2008-04-01,5,5
IRUPANA (VILLA DE LANZA),internaciones,dias camas ocupadas maternidad,2008-04-01,11,11
IXIAMAS,internaciones,dias camas ocupadas maternidad,2008-04-01,18,18
JESUS DE MACHACA,internaciones,dias camas ocupadas maternidad,2008-04-01,11,11
LA ASUNTA,internaciones,dias camas ocupadas maternidad,2008-04-01,76,76
LA GUARDIA,internaciones,dias camas ocupadas maternidad,2008-04-01,72,72
LA PAZ,internaciones,dias camas ocupadas maternidad,2008-04-01,5178,5178
LAGUNILLAS,internaciones,dias camas ocupadas maternidad,2008-04-01,6,6
LAJA,internaciones,dias camas ocupadas maternidad,2008-04-01,3,3
LAS CARRERAS,internaciones,dias camas ocupadas maternidad,2008-04-01,6,6
LLALLAGUA,internaciones,dias camas ocupadas maternidad,2008-04-01,219,219
LLICA,internaciones,dias camas ocupadas maternidad,2008-04-01,10,10
LURIBAY,internaciones,dias camas ocupadas maternidad,2008-04-01,1,1
MACHACAMARCA,internaciones,dias camas ocupadas maternidad,2008-04-01,4,4
MACHARETI,internaciones,dias camas ocupadas maternidad,2008-04-01,23,23
MAGDALENA,internaciones,dias camas ocupadas maternidad,2008-04-01,80,80
MAIRANA,internaciones,dias camas ocupadas maternidad,2008-04-01,11,11
MAPIRI,internaciones,dias camas ocupadas maternidad,2008-04-01,15,15
MECAPACA,internaciones,dias camas ocupadas maternidad,2008-04-01,1,1
MINEROS,internaciones,dias camas ocupadas maternidad,2008-04-01,44,44
MIZQUE,internaciones,dias camas ocupadas maternidad,2008-04-01,58,58
MOCOMOCO,internaciones,dias camas ocupadas maternidad,2008-04-01,1,1
MONTEAGUDO,internaciones,dias camas ocupadas maternidad,2008-04-01,130,130
MONTERO,internaciones,dias camas ocupadas maternidad,2008-04-01,665,665
MORO MORO,internaciones,dias camas ocupadas maternidad,2008-04-01,6,6
MOROCHATA,internaciones,dias camas ocupadas maternidad,2008-04-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),internaciones,dias camas ocupadas maternidad,2008-04-01,8,8
OCURI,internaciones,dias camas ocupadas maternidad,2008-04-01,12,12
OKINAWA,internaciones,dias camas ocupadas maternidad,2008-04-01,39,39
OMEREQUE,internaciones,dias camas ocupadas maternidad,2008-04-01,8,8
ORURO,internaciones,dias camas ocupadas maternidad,2008-04-01,1356,1356
PADILLA,internaciones,dias camas ocupadas maternidad,2008-04-01,89,89
PAILON,internaciones,dias camas ocupadas maternidad,2008-04-01,56,56
PALCA,internaciones,dias camas ocupadas maternidad,2008-04-01,1,1
PALOS BLANCOS,internaciones,dias camas ocupadas maternidad,2008-04-01,57,57
PAMPA AULLAGAS,internaciones,dias camas ocupadas maternidad,2008-04-01,4,4
PAMPA GRANDE,internaciones,dias camas ocupadas maternidad,2008-04-01,14,14
PAPEL PAMPA,internaciones,dias camas ocupadas maternidad,2008-04-01,1,1
PATACAMAYA,internaciones,dias camas ocupadas maternidad,2008-04-01,89,89
PAZÑA,internaciones,dias camas ocupadas maternidad,2008-04-01,14,14
PELECHUCO,internaciones,dias camas ocupadas maternidad,2008-04-01,2,2
POCOATA,internaciones,dias camas ocupadas maternidad,2008-04-01,9,9
POCONA,internaciones,dias camas ocupadas maternidad,2008-04-01,34,34
POJO (CBBA),internaciones,dias camas ocupadas maternidad,2008-04-01,22,22
POOPO,internaciones,dias camas ocupadas maternidad,2008-04-01,10,10
PORCO,internaciones,dias camas ocupadas maternidad,2008-04-01,6,6
POROMA,internaciones,dias camas ocupadas maternidad,2008-04-01,10,10
PORONGO,internaciones,dias camas ocupadas maternidad,2008-04-01,2,2
PORTACHUELO,internaciones,dias camas ocupadas maternidad,2008-04-01,111,111
PORVENIR,internaciones,dias camas ocupadas maternidad,2008-04-01,1,1
POSTRER VALLE,internaciones,dias camas ocupadas maternidad,2008-04-01,6,6
POTOSI,internaciones,dias camas ocupadas maternidad,2008-04-01,903,903
PRESTO,internaciones,dias camas ocupadas maternidad,2008-04-01,13,13
PUCARA,internaciones,dias camas ocupadas maternidad,2008-04-01,2,2
PUCARANI,internaciones,dias camas ocupadas maternidad,2008-04-01,5,5
PUERTO ACOSTA,internaciones,dias camas ocupadas maternidad,2008-04-01,20,20
PUERTO CARABUCO,internaciones,dias camas ocupadas maternidad,2008-04-01,4,4
PUERTO PEREZ,internaciones,dias camas ocupadas maternidad,2008-04-01,1,1
PUERTO QUIJARRO,internaciones,dias camas ocupadas maternidad,2008-04-01,45,45
PUERTO RICO,internaciones,dias camas ocupadas maternidad,2008-04-01,4,4
PUERTO SUAREZ,internaciones,dias camas ocupadas maternidad,2008-04-01,114,114
PUERTO VILLARROEL,internaciones,dias camas ocupadas maternidad,2008-04-01,197,197
PUNA,internaciones,dias camas ocupadas maternidad,2008-04-01,21,21
PUNATA,internaciones,dias camas ocupadas maternidad,2008-04-01,237,237
QUILLACOLLO,internaciones,dias camas ocupadas maternidad,2008-04-01,275,275
QUIME,internaciones,dias camas ocupadas maternidad,2008-04-01,4,4
RAVELO,internaciones,dias camas ocupadas maternidad,2008-04-01,10,10
REYES,internaciones,dias camas ocupadas maternidad,2008-04-01,38,38
RIBERALTA,internaciones,dias camas ocupadas maternidad,2008-04-01,393,393
ROBORE,internaciones,dias camas ocupadas maternidad,2008-04-01,69,69
RURRENABAQUE,internaciones,dias camas ocupadas maternidad,2008-04-01,200,200
SABAYA,internaciones,dias camas ocupadas maternidad,2008-04-01,6,6
SACABA,internaciones,dias camas ocupadas maternidad,2008-04-01,324,324
SACABAMBA,internaciones,dias camas ocupadas maternidad,2008-04-01,2,2
SACACA,internaciones,dias camas ocupadas maternidad,2008-04-01,40,40
SAIPINA,internaciones,dias camas ocupadas maternidad,2008-04-01,20,20
SALINAS DE GARCI MENDOZA,internaciones,dias camas ocupadas maternidad,2008-04-01,16,16
SAMAIPATA,internaciones,dias camas ocupadas maternidad,2008-04-01,25,25
SAN AGUSTIN,internaciones,dias camas ocupadas maternidad,2008-04-01,3,3
SAN ANTONIO DE LOMERIO,internaciones,dias camas ocupadas maternidad,2008-04-01,21,21
SAN BORJA,internaciones,dias camas ocupadas maternidad,2008-04-01,190,190
SAN BUENA VENTURA,internaciones,dias camas ocupadas maternidad,2008-04-01,25,25
SAN CARLOS,internaciones,dias camas ocupadas maternidad,2008-04-01,138,138
SAN IGNACIO,internaciones,dias camas ocupadas maternidad,2008-04-01,99,99
SAN IGNACIO DE VELASCO,internaciones,dias camas ocupadas maternidad,2008-04-01,305,305
SAN JAVIER(BNI),internaciones,dias camas ocupadas maternidad,2008-04-01,1,1
SAN JAVIER(STC),internaciones,dias camas ocupadas maternidad,2008-04-01,46,46
SAN JOAQUIN,internaciones,dias camas ocupadas maternidad,2008-04-01,24,24
SAN JOSE DE CHIQUITOS,internaciones,dias camas ocupadas maternidad,2008-04-01,97,97
SAN JUAN DE YAPACANI,internaciones,dias camas ocupadas maternidad,2008-04-01,29,29
SAN JULIAN,internaciones,dias camas ocupadas maternidad,2008-04-01,133,133
SAN LORENZO(TJA),internaciones,dias camas ocupadas maternidad,2008-04-01,3,3
SAN LUCAS,internaciones,dias camas ocupadas maternidad,2008-04-01,61,61
SAN MATIAS,internaciones,dias camas ocupadas maternidad,2008-04-01,49,49
SAN MIGUEL DE VELASCO,internaciones,dias camas ocupadas maternidad,2008-04-01,58,58
SAN PEDRO,internaciones,dias camas ocupadas maternidad,2008-04-01,33,33
SAN PEDRO DE BUENA VISTA,internaciones,dias camas ocupadas maternidad,2008-04-01,16,16
SAN RAFAEL,internaciones,dias camas ocupadas maternidad,2008-04-01,19,19
SAN RAMON,internaciones,dias camas ocupadas maternidad,2008-04-01,44,44
SAN RAMON,internaciones,dias camas ocupadas maternidad,2008-04-01,26,26
SANTA ANA,internaciones,dias camas ocupadas maternidad,2008-04-01,166,166
SANTA CRUZ DE LA SIERRA,internaciones,dias camas ocupadas maternidad,2008-04-01,8060,8060
SANTA ROSA,internaciones,dias camas ocupadas maternidad,2008-04-01,36,36
SANTA ROSA DEL SARA,internaciones,dias camas ocupadas maternidad,2008-04-01,29,29
SANTIAGO DE CALLAPA,internaciones,dias camas ocupadas maternidad,2008-04-01,2,2
SANTIAGO DE MACHACA,internaciones,dias camas ocupadas maternidad,2008-04-01,6,6
SANTIVAÑES,internaciones,dias camas ocupadas maternidad,2008-04-01,1,1
SANTUARIO DE QUILLACAS,internaciones,dias camas ocupadas maternidad,2008-04-01,2,2
SICA SICA (VILLA AROMA),internaciones,dias camas ocupadas maternidad,2008-04-01,15,15
SIPE SIPE,internaciones,dias camas ocupadas maternidad,2008-04-01,48,48
SOPACHUY,internaciones,dias camas ocupadas maternidad,2008-04-01,33,33
SORACACHI,internaciones,dias camas ocupadas maternidad,2008-04-01,10,10
SORATA,internaciones,dias camas ocupadas maternidad,2008-04-01,25,25
SUCRE,internaciones,dias camas ocupadas maternidad,2008-04-01,1911,1911
TACACHI,internaciones,dias camas ocupadas maternidad,2008-04-01,3,3
TACACOMA,internaciones,dias camas ocupadas maternidad,2008-04-01,9,9
TACOPAYA,internaciones,dias camas ocupadas maternidad,2008-04-01,3,3
TARABUCO,internaciones,dias camas ocupadas maternidad,2008-04-01,76,76
TARACO,internaciones,dias camas ocupadas maternidad,2008-04-01,3,3
TARATA,internaciones,dias camas ocupadas maternidad,2008-04-01,18,18
TARIJA,internaciones,dias camas ocupadas maternidad,2008-04-01,890,890
TARVITA,internaciones,dias camas ocupadas maternidad,2008-04-01,63,63
TEOPONTE,internaciones,dias camas ocupadas maternidad,2008-04-01,18,18
TIAWANACU,internaciones,dias camas ocupadas maternidad,2008-04-01,11,11
TIPUANI,internaciones,dias camas ocupadas maternidad,2008-04-01,19,19
TIQUIPAYA,internaciones,dias camas ocupadas maternidad,2008-04-01,112,112
TIRAQUE (CBBA),internaciones,dias camas ocupadas maternidad,2008-04-01,165,165
TOCO,internaciones,dias camas ocupadas maternidad,2008-04-01,3,3
TOLATA,internaciones,dias camas ocupadas maternidad,2008-04-01,8,8
TOLEDO,internaciones,dias camas ocupadas maternidad,2008-04-01,9,9
TOMAVE,internaciones,dias camas ocupadas maternidad,2008-04-01,9,9
TOMINA,internaciones,dias camas ocupadas maternidad,2008-04-01,20,20
TORO TORO,internaciones,dias camas ocupadas maternidad,2008-04-01,16,16
TOTORA(CBBA),internaciones,dias camas ocupadas maternidad,2008-04-01,58,58
TOTORA(ORR),internaciones,dias camas ocupadas maternidad,2008-04-01,2,2
TRIGAL,internaciones,dias camas ocupadas maternidad,2008-04-01,4,4
TRINIDAD,internaciones,dias camas ocupadas maternidad,2008-04-01,865,865
TUPIZA,internaciones,dias camas ocupadas maternidad,2008-04-01,157,157
TURCO,internaciones,dias camas ocupadas maternidad,2008-04-01,2,2
UMALA,internaciones,dias camas ocupadas maternidad,2008-04-01,1,1
UNCIA,internaciones,dias camas ocupadas maternidad,2008-04-01,80,80
URIONDO (A. CONCEPCION),internaciones,dias camas ocupadas maternidad,2008-04-01,17,17
URUBICHA,internaciones,dias camas ocupadas maternidad,2008-04-01,25,25
UYUNI,internaciones,dias camas ocupadas maternidad,2008-04-01,154,154
VACAS,internaciones,dias camas ocupadas maternidad,2008-04-01,17,17
VALLEGRANDE,internaciones,dias camas ocupadas maternidad,2008-04-01,140,140
VIACHA,internaciones,dias camas ocupadas maternidad,2008-04-01,62,62
VILA VILA,internaciones,dias camas ocupadas maternidad,2008-04-01,2,2
VILLA MONTES,internaciones,dias camas ocupadas maternidad,2008-04-01,81,81
VILLA RIVERO,internaciones,dias camas ocupadas maternidad,2008-04-01,2,2
VILLA SERRANO,internaciones,dias camas ocupadas maternidad,2008-04-01,23,23
VILLA TUNARI,internaciones,dias camas ocupadas maternidad,2008-04-01,372,372
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,dias camas ocupadas maternidad,2008-04-01,12,12
VILLAZON,internaciones,dias camas ocupadas maternidad,2008-04-01,159,159
VINTO,internaciones,dias camas ocupadas maternidad,2008-04-01,71,71
VITICHI,internaciones,dias camas ocupadas maternidad,2008-04-01,17,17
WARNES,internaciones,dias camas ocupadas maternidad,2008-04-01,186,186
YACO,internaciones,dias camas ocupadas maternidad,2008-04-01,1,1
YACUIBA,internaciones,dias camas ocupadas maternidad,2008-04-01,550,550
YAMPARAEZ,internaciones,dias camas ocupadas maternidad,2008-04-01,8,8
YANACACHI,internaciones,dias camas ocupadas maternidad,2008-04-01,2,2
YAPACANI,internaciones,dias camas ocupadas maternidad,2008-04-01,53,53
YOCALLA,internaciones,dias camas ocupadas maternidad,2008-04-01,2,2
YOTALA,internaciones,dias camas ocupadas maternidad,2008-04-01,35,35
ZUDAÑEZ,internaciones,dias camas ocupadas maternidad,2008-04-01,46,46
ACACIO,internaciones,dias camas ocupadas maternidad,2008-05-01,1,1
ACHACACHI,internaciones,dias camas ocupadas maternidad,2008-05-01,20,20
ACHOCALLA,internaciones,dias camas ocupadas maternidad,2008-05-01,9,9
AIQUILE,internaciones,dias camas ocupadas maternidad,2008-05-01,142,142
ALALAY,internaciones,dias camas ocupadas maternidad,2008-05-01,6,6
ALCALA,internaciones,dias camas ocupadas maternidad,2008-05-01,5,5
ANCORAIMES,internaciones,dias camas ocupadas maternidad,2008-05-01,5,5
ANDAMARCA,internaciones,dias camas ocupadas maternidad,2008-05-01,2,2
ANTEQUERA,internaciones,dias camas ocupadas maternidad,2008-05-01,4,4
ANZALDO,internaciones,dias camas ocupadas maternidad,2008-05-01,4,4
APOLO,internaciones,dias camas ocupadas maternidad,2008-05-01,18,18
ARANI,internaciones,dias camas ocupadas maternidad,2008-05-01,12,12
ARBIETO,internaciones,dias camas ocupadas maternidad,2008-05-01,5,5
ARQUE,internaciones,dias camas ocupadas maternidad,2008-05-01,2,2
ASCENCION DE GUARAYOS,internaciones,dias camas ocupadas maternidad,2008-05-01,139,139
ATOCHA,internaciones,dias camas ocupadas maternidad,2008-05-01,326,326
AUCAPATA,internaciones,dias camas ocupadas maternidad,2008-05-01,4,4
AYATA,internaciones,dias camas ocupadas maternidad,2008-05-01,6,6
AYO AYO,internaciones,dias camas ocupadas maternidad,2008-05-01,9,9
AYOPAYA (V. DE INDEPENDENCIA),internaciones,dias camas ocupadas maternidad,2008-05-01,50,50
AZURDUY,internaciones,dias camas ocupadas maternidad,2008-05-01,28,28
BATALLAS,internaciones,dias camas ocupadas maternidad,2008-05-01,18,18
BAURES,internaciones,dias camas ocupadas maternidad,2008-05-01,34,34
BERMEJO,internaciones,dias camas ocupadas maternidad,2008-05-01,141,141
BETANZOS,internaciones,dias camas ocupadas maternidad,2008-05-01,47,47
BOYUIBE,internaciones,dias camas ocupadas maternidad,2008-05-01,15,15
BUENA VISTA,internaciones,dias camas ocupadas maternidad,2008-05-01,20,20
CABEZAS,internaciones,dias camas ocupadas maternidad,2008-05-01,22,22
CAIROMA,internaciones,dias camas ocupadas maternidad,2008-05-01,6,6
CAJUATA,internaciones,dias camas ocupadas maternidad,2008-05-01,10,10
CALAMARCA,internaciones,dias camas ocupadas maternidad,2008-05-01,7,7
CAMARGO,internaciones,dias camas ocupadas maternidad,2008-05-01,60,60
CAMATAQUI (C. VILLA ABECIA),internaciones,dias camas ocupadas maternidad,2008-05-01,9,9
CAMIRI,internaciones,dias camas ocupadas maternidad,2008-05-01,235,235
CAPINOTA,internaciones,dias camas ocupadas maternidad,2008-05-01,74,74
CARACOLLO,internaciones,dias camas ocupadas maternidad,2008-05-01,59,59
CARANAVI,internaciones,dias camas ocupadas maternidad,2008-05-01,230,230
CARMEN RIVERO TORREZ,internaciones,dias camas ocupadas maternidad,2008-05-01,6,6
CHALLAPATA,internaciones,dias camas ocupadas maternidad,2008-05-01,67,67
CHAQUI,internaciones,dias camas ocupadas maternidad,2008-05-01,11,11
CHARAGUA,internaciones,dias camas ocupadas maternidad,2008-05-01,78,78
CHAYANTA,internaciones,dias camas ocupadas maternidad,2008-05-01,37,37
CHIMORE,internaciones,dias camas ocupadas maternidad,2008-05-01,24,24
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas ocupadas maternidad,2008-05-01,33,33
CHUMA,internaciones,dias camas ocupadas maternidad,2008-05-01,5,5
CLIZA,internaciones,dias camas ocupadas maternidad,2008-05-01,42,42
COBIJA,internaciones,dias camas ocupadas maternidad,2008-05-01,370,370
COCHABAMBA,internaciones,dias camas ocupadas maternidad,2008-05-01,4962,4962
COIPASA,internaciones,dias camas ocupadas maternidad,2008-05-01,2,2
COLCAPIRHUA,internaciones,dias camas ocupadas maternidad,2008-05-01,109,109
COLLANA,internaciones,dias camas ocupadas maternidad,2008-05-01,1,1
COLOMI,internaciones,dias camas ocupadas maternidad,2008-05-01,41,41
COLPA BELGICA,internaciones,dias camas ocupadas maternidad,2008-05-01,16,16
COLQUIRI,internaciones,dias camas ocupadas maternidad,2008-05-01,11,11
COMARAPA,internaciones,dias camas ocupadas maternidad,2008-05-01,68,68
COMBAYA,internaciones,dias camas ocupadas maternidad,2008-05-01,1,1
CONCEPCION,internaciones,dias camas ocupadas maternidad,2008-05-01,65,65
COPACABANA,internaciones,dias camas ocupadas maternidad,2008-05-01,13,13
CORIPATA,internaciones,dias camas ocupadas maternidad,2008-05-01,10,10
CORO CORO,internaciones,dias camas ocupadas maternidad,2008-05-01,8,8
COROICO,internaciones,dias camas ocupadas maternidad,2008-05-01,58,58
