municipality,group,variable,month,Fallecidos antes de las 48 horas,TOTAL
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2008-07-01,69,69
COLQUECHACA,internaciones,fallecidos antes de las 48 horas,2008-07-01,1,1
COMARAPA,internaciones,fallecidos antes de las 48 horas,2008-07-01,2,2
CONCEPCION,internaciones,fallecidos antes de las 48 horas,2008-07-01,1,1
COPACABANA,internaciones,fallecidos antes de las 48 horas,2008-07-01,2,2
COROICO,internaciones,fallecidos antes de las 48 horas,2008-07-01,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2008-07-01,21,21
EL VILLAR,internaciones,fallecidos antes de las 48 horas,2008-07-01,8,8
GUANAY,internaciones,fallecidos antes de las 48 horas,2008-07-01,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2008-07-01,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2008-07-01,68,68
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2008-07-01,3,3
ORURO,internaciones,fallecidos antes de las 48 horas,2008-07-01,33,33
PAILON,internaciones,fallecidos antes de las 48 horas,2008-07-01,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2008-07-01,18,18
PUERTO RICO,internaciones,fallecidos antes de las 48 horas,2008-07-01,1,1
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2008-07-01,1,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2008-07-01,1,1
PUNATA,internaciones,fallecidos antes de las 48 horas,2008-07-01,2,2
QUIME,internaciones,fallecidos antes de las 48 horas,2008-07-01,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2008-07-01,9,9
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2008-07-01,2,2
SACABA,internaciones,fallecidos antes de las 48 horas,2008-07-01,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2008-07-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2008-07-01,3,3
SAN JAVIER(STC),internaciones,fallecidos antes de las 48 horas,2008-07-01,3,3
SAN JUAN DE YAPACANI,internaciones,fallecidos antes de las 48 horas,2008-07-01,1,1
SAN MIGUEL DE VELASCO,internaciones,fallecidos antes de las 48 horas,2008-07-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2008-07-01,193,193
SANTA ROSA,internaciones,fallecidos antes de las 48 horas,2008-07-01,2,2
SUCRE,internaciones,fallecidos antes de las 48 horas,2008-07-01,26,26
TARIJA,internaciones,fallecidos antes de las 48 horas,2008-07-01,12,12
TOMINA,internaciones,fallecidos antes de las 48 horas,2008-07-01,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2008-07-01,4,4
TUPIZA,internaciones,fallecidos antes de las 48 horas,2008-07-01,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2008-07-01,5,5
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2008-07-01,3,3
VILLAZON,internaciones,fallecidos antes de las 48 horas,2008-07-01,2,2
WARNES,internaciones,fallecidos antes de las 48 horas,2008-07-01,1,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2008-07-01,7,7
YAMPARAEZ,internaciones,fallecidos antes de las 48 horas,2008-07-01,1,1
ACHACACHI,internaciones,fallecidos antes de las 48 horas,2008-08-01,1,1
AIQUILE,internaciones,fallecidos antes de las 48 horas,2008-08-01,1,1
ALALAY,internaciones,fallecidos antes de las 48 horas,2008-08-01,4,4
BERMEJO,internaciones,fallecidos antes de las 48 horas,2008-08-01,1,1
CAMARGO,internaciones,fallecidos antes de las 48 horas,2008-08-01,1,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2008-08-01,1,1
CARANAVI,internaciones,fallecidos antes de las 48 horas,2008-08-01,2,2
CHALLAPATA,internaciones,fallecidos antes de las 48 horas,2008-08-01,1,1
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2008-08-01,2,2
COBIJA,internaciones,fallecidos antes de las 48 horas,2008-08-01,3,3
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2008-08-01,61,61
COMARAPA,internaciones,fallecidos antes de las 48 horas,2008-08-01,1,1
COROICO,internaciones,fallecidos antes de las 48 horas,2008-08-01,2,2
CULPINA,internaciones,fallecidos antes de las 48 horas,2008-08-01,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2008-08-01,10,10
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2008-08-01,3,3
GUTIERREZ,internaciones,fallecidos antes de las 48 horas,2008-08-01,1,1
LA ASUNTA,internaciones,fallecidos antes de las 48 horas,2008-08-01,2,2
LA PAZ,internaciones,fallecidos antes de las 48 horas,2008-08-01,63,63
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2008-08-01,3,3
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2008-08-01,1,1
ORURO,internaciones,fallecidos antes de las 48 horas,2008-08-01,22,22
PADILLA,internaciones,fallecidos antes de las 48 horas,2008-08-01,2,2
PALOS BLANCOS,internaciones,fallecidos antes de las 48 horas,2008-08-01,1,1
PORTACHUELO,internaciones,fallecidos antes de las 48 horas,2008-08-01,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2008-08-01,23,23
PUERTO QUIJARRO,internaciones,fallecidos antes de las 48 horas,2008-08-01,1,1
PUNATA,internaciones,fallecidos antes de las 48 horas,2008-08-01,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2008-08-01,11,11
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2008-08-01,2,2
SACABA,internaciones,fallecidos antes de las 48 horas,2008-08-01,1,1
SACACA,internaciones,fallecidos antes de las 48 horas,2008-08-01,2,2
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2008-08-01,2,2
SAN CARLOS,internaciones,fallecidos antes de las 48 horas,2008-08-01,2,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2008-08-01,1,1
SAN JAVIER(STC),internaciones,fallecidos antes de las 48 horas,2008-08-01,1,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 horas,2008-08-01,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2008-08-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2008-08-01,48,48
SIPE SIPE,internaciones,fallecidos antes de las 48 horas,2008-08-01,1,1
SUCRE,internaciones,fallecidos antes de las 48 horas,2008-08-01,23,23
TARIJA,internaciones,fallecidos antes de las 48 horas,2008-08-01,12,12
TARVITA,internaciones,fallecidos antes de las 48 horas,2008-08-01,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2008-08-01,7,7
TUPIZA,internaciones,fallecidos antes de las 48 horas,2008-08-01,3,3
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2008-08-01,1,1
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2008-08-01,4,4
WARNES,internaciones,fallecidos antes de las 48 horas,2008-08-01,1,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2008-08-01,5,5
YAPACANI,internaciones,fallecidos antes de las 48 horas,2008-08-01,2,2
ACHACACHI,internaciones,fallecidos antes de las 48 horas,2008-09-01,2,2
AIQUILE,internaciones,fallecidos antes de las 48 horas,2008-09-01,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2008-09-01,2,2
BUENA VISTA,internaciones,fallecidos antes de las 48 horas,2008-09-01,10,10
CAIROMA,internaciones,fallecidos antes de las 48 horas,2008-09-01,1,1
CAMARGO,internaciones,fallecidos antes de las 48 horas,2008-09-01,2,2
CAMIRI,internaciones,fallecidos antes de las 48 horas,2008-09-01,4,4
CARANAVI,internaciones,fallecidos antes de las 48 horas,2008-09-01,2,2
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2008-09-01,2,2
COBIJA,internaciones,fallecidos antes de las 48 horas,2008-09-01,2,2
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2008-09-01,68,68
CORIPATA,internaciones,fallecidos antes de las 48 horas,2008-09-01,1,1
COROICO,internaciones,fallecidos antes de las 48 horas,2008-09-01,2,2
COTAGAITA,internaciones,fallecidos antes de las 48 horas,2008-09-01,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2008-09-01,8,8
EXALTACION,internaciones,fallecidos antes de las 48 horas,2008-09-01,6,6
LA PAZ,internaciones,fallecidos antes de las 48 horas,2008-09-01,54,54
MAGDALENA,internaciones,fallecidos antes de las 48 horas,2008-09-01,1,1
MIZQUE,internaciones,fallecidos antes de las 48 horas,2008-09-01,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2008-09-01,2,2
ORURO,internaciones,fallecidos antes de las 48 horas,2008-09-01,22,22
PADILLA,internaciones,fallecidos antes de las 48 horas,2008-09-01,1,1
POTOSI,internaciones,fallecidos antes de las 48 horas,2008-09-01,20,20
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2008-09-01,1,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2008-09-01,4,4
PUNATA,internaciones,fallecidos antes de las 48 horas,2008-09-01,2,2
QUILLACOLLO,internaciones,fallecidos antes de las 48 horas,2008-09-01,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2008-09-01,12,12
ROBORE,internaciones,fallecidos antes de las 48 horas,2008-09-01,1,1
SACABA,internaciones,fallecidos antes de las 48 horas,2008-09-01,1,1
SACACA,internaciones,fallecidos antes de las 48 horas,2008-09-01,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2008-09-01,2,2
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 horas,2008-09-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2008-09-01,3,3
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 horas,2008-09-01,1,1
SAN JUAN DE YAPACANI,internaciones,fallecidos antes de las 48 horas,2008-09-01,2,2
SAN JULIAN,internaciones,fallecidos antes de las 48 horas,2008-09-01,1,1
SAN MATIAS,internaciones,fallecidos antes de las 48 horas,2008-09-01,1,1
SAN RAMON,internaciones,fallecidos antes de las 48 horas,2008-09-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2008-09-01,37,37
SUCRE,internaciones,fallecidos antes de las 48 horas,2008-09-01,21,21
TARIJA,internaciones,fallecidos antes de las 48 horas,2008-09-01,18,18
TIRAQUE (CBBA),internaciones,fallecidos antes de las 48 horas,2008-09-01,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2008-09-01,6,6
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2008-09-01,2,2
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2008-09-01,1,1
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2008-09-01,2,2
VILLAZON,internaciones,fallecidos antes de las 48 horas,2008-09-01,2,2
WARNES,internaciones,fallecidos antes de las 48 horas,2008-09-01,1,1
YACUIBA,internaciones,fallecidos antes de las 48 horas,2008-09-01,1,1
YAPACANI,internaciones,fallecidos antes de las 48 horas,2008-09-01,1,1
AIQUILE,internaciones,fallecidos antes de las 48 horas,2008-10-01,1,1
APOLO,internaciones,fallecidos antes de las 48 horas,2008-10-01,2,2
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2008-10-01,1,1
ATOCHA,internaciones,fallecidos antes de las 48 horas,2008-10-01,1,1
BERMEJO,internaciones,fallecidos antes de las 48 horas,2008-10-01,2,2
CAMARGO,internaciones,fallecidos antes de las 48 horas,2008-10-01,2,2
CAMIRI,internaciones,fallecidos antes de las 48 horas,2008-10-01,5,5
CHALLAPATA,internaciones,fallecidos antes de las 48 horas,2008-10-01,1,1
CHAYANTA,internaciones,fallecidos antes de las 48 horas,2008-10-01,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2008-10-01,2,2
COBIJA,internaciones,fallecidos antes de las 48 horas,2008-10-01,2,2
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2008-10-01,73,73
COPACABANA,internaciones,fallecidos antes de las 48 horas,2008-10-01,2,2
COROICO,internaciones,fallecidos antes de las 48 horas,2008-10-01,1,1
COTAGAITA,internaciones,fallecidos antes de las 48 horas,2008-10-01,1,1
CUATRO CAÑADAS,internaciones,fallecidos antes de las 48 horas,2008-10-01,1,1
EL ALTO,internaciones,fallecidos antes de las 48 horas,2008-10-01,10,10
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2008-10-01,3,3
LA ASUNTA,internaciones,fallecidos antes de las 48 horas,2008-10-01,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2008-10-01,93,93
MAIRANA,internaciones,fallecidos antes de las 48 horas,2008-10-01,1,1
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2008-10-01,2,2
MONTERO,internaciones,fallecidos antes de las 48 horas,2008-10-01,2,2
ORURO,internaciones,fallecidos antes de las 48 horas,2008-10-01,21,21
POTOSI,internaciones,fallecidos antes de las 48 horas,2008-10-01,18,18
PRESTO,internaciones,fallecidos antes de las 48 horas,2008-10-01,1,1
PUERTO ACOSTA,internaciones,fallecidos antes de las 48 horas,2008-10-01,1,1
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2008-10-01,1,1
PUNATA,internaciones,fallecidos antes de las 48 horas,2008-10-01,4,4
REYES,internaciones,fallecidos antes de las 48 horas,2008-10-01,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2008-10-01,11,11
ROBORE,internaciones,fallecidos antes de las 48 horas,2008-10-01,1,1
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2008-10-01,1,1
SACABA,internaciones,fallecidos antes de las 48 horas,2008-10-01,1,1
SACACA,internaciones,fallecidos antes de las 48 horas,2008-10-01,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2008-10-01,4,4
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2008-10-01,5,5
SAN JOAQUIN,internaciones,fallecidos antes de las 48 horas,2008-10-01,2,2
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 horas,2008-10-01,2,2
SAN MIGUEL DE VELASCO,internaciones,fallecidos antes de las 48 horas,2008-10-01,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 horas,2008-10-01,4,4
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2008-10-01,33,33
SUCRE,internaciones,fallecidos antes de las 48 horas,2008-10-01,32,32
TARIJA,internaciones,fallecidos antes de las 48 horas,2008-10-01,13,13
TIRAQUE (CBBA),internaciones,fallecidos antes de las 48 horas,2008-10-01,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2008-10-01,2,2
TUPIZA,internaciones,fallecidos antes de las 48 horas,2008-10-01,1,1
UYUNI,internaciones,fallecidos antes de las 48 horas,2008-10-01,4,4
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2008-10-01,1,1
VILLAZON,internaciones,fallecidos antes de las 48 horas,2008-10-01,2,2
VINTO,internaciones,fallecidos antes de las 48 horas,2008-10-01,1,1
WARNES,internaciones,fallecidos antes de las 48 horas,2008-10-01,2,2
YACUIBA,internaciones,fallecidos antes de las 48 horas,2008-10-01,1,1
YAPACANI,internaciones,fallecidos antes de las 48 horas,2008-10-01,1,1
APOLO,internaciones,fallecidos antes de las 48 horas,2008-11-01,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2008-11-01,1,1
ATOCHA,internaciones,fallecidos antes de las 48 horas,2008-11-01,3,3
BERMEJO,internaciones,fallecidos antes de las 48 horas,2008-11-01,2,2
BETANZOS,internaciones,fallecidos antes de las 48 horas,2008-11-01,1,1
BUENA VISTA,internaciones,fallecidos antes de las 48 horas,2008-11-01,1,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2008-11-01,4,4
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2008-11-01,1,1
COBIJA,internaciones,fallecidos antes de las 48 horas,2008-11-01,5,5
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2008-11-01,64,64
COROICO,internaciones,fallecidos antes de las 48 horas,2008-11-01,2,2
EL ALTO,internaciones,fallecidos antes de las 48 horas,2008-11-01,19,19
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2008-11-01,6,6
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 horas,2008-11-01,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2008-11-01,94,94
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2008-11-01,3,3
MAGDALENA,internaciones,fallecidos antes de las 48 horas,2008-11-01,1,1
ORURO,internaciones,fallecidos antes de las 48 horas,2008-11-01,16,16
PADILLA,internaciones,fallecidos antes de las 48 horas,2008-11-01,1,1
PORTACHUELO,internaciones,fallecidos antes de las 48 horas,2008-11-01,2,2
POTOSI,internaciones,fallecidos antes de las 48 horas,2008-11-01,12,12
PUERTO ACOSTA,internaciones,fallecidos antes de las 48 horas,2008-11-01,1,1
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 horas,2008-11-01,1,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2008-11-01,1,1
PUNATA,internaciones,fallecidos antes de las 48 horas,2008-11-01,3,3
QUILLACOLLO,internaciones,fallecidos antes de las 48 horas,2008-11-01,1,1
REYES,internaciones,fallecidos antes de las 48 horas,2008-11-01,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2008-11-01,14,14
ROBORE,internaciones,fallecidos antes de las 48 horas,2008-11-01,1,1
SACABA,internaciones,fallecidos antes de las 48 horas,2008-11-01,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 horas,2008-11-01,2,2
SAN IGNACIO,internaciones,fallecidos antes de las 48 horas,2008-11-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2008-11-01,2,2
SAN JAVIER(STC),internaciones,fallecidos antes de las 48 horas,2008-11-01,2,2
SAN LUCAS,internaciones,fallecidos antes de las 48 horas,2008-11-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2008-11-01,27,27
SANTA ROSA,internaciones,fallecidos antes de las 48 horas,2008-11-01,1,1
SUCRE,internaciones,fallecidos antes de las 48 horas,2008-11-01,22,22
TARABUCO,internaciones,fallecidos antes de las 48 horas,2008-11-01,1,1
TARIJA,internaciones,fallecidos antes de las 48 horas,2008-11-01,15,15
TIPUANI,internaciones,fallecidos antes de las 48 horas,2008-11-01,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2008-11-01,10,10
TUPIZA,internaciones,fallecidos antes de las 48 horas,2008-11-01,3,3
VIACHA,internaciones,fallecidos antes de las 48 horas,2008-11-01,2,2
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2008-11-01,3,3
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2008-11-01,2,2
VILLAZON,internaciones,fallecidos antes de las 48 horas,2008-11-01,2,2
YACUIBA,internaciones,fallecidos antes de las 48 horas,2008-11-01,2,2
YAPACANI,internaciones,fallecidos antes de las 48 horas,2008-11-01,2,2
APOLO,internaciones,fallecidos antes de las 48 horas,2008-12-01,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 horas,2008-12-01,2,2
BERMEJO,internaciones,fallecidos antes de las 48 horas,2008-12-01,1,1
CAMARGO,internaciones,fallecidos antes de las 48 horas,2008-12-01,1,1
CAMIRI,internaciones,fallecidos antes de las 48 horas,2008-12-01,3,3
CARANAVI,internaciones,fallecidos antes de las 48 horas,2008-12-01,7,7
CHARAGUA,internaciones,fallecidos antes de las 48 horas,2008-12-01,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 horas,2008-12-01,4,4
COBIJA,internaciones,fallecidos antes de las 48 horas,2008-12-01,4,4
COCHABAMBA,internaciones,fallecidos antes de las 48 horas,2008-12-01,71,71
COROICO,internaciones,fallecidos antes de las 48 horas,2008-12-01,3,3
EL ALTO,internaciones,fallecidos antes de las 48 horas,2008-12-01,14,14
GUAYARAMERIN,internaciones,fallecidos antes de las 48 horas,2008-12-01,4,4
LA ASUNTA,internaciones,fallecidos antes de las 48 horas,2008-12-01,1,1
LA PAZ,internaciones,fallecidos antes de las 48 horas,2008-12-01,73,73
LLALLAGUA,internaciones,fallecidos antes de las 48 horas,2008-12-01,1,1
MAIRANA,internaciones,fallecidos antes de las 48 horas,2008-12-01,2,2
MONTEAGUDO,internaciones,fallecidos antes de las 48 horas,2008-12-01,2,2
MONTERO,internaciones,fallecidos antes de las 48 horas,2008-12-01,1,1
OCURI,internaciones,fallecidos antes de las 48 horas,2008-12-01,1,1
ORURO,internaciones,fallecidos antes de las 48 horas,2008-12-01,23,23
PADILLA,internaciones,fallecidos antes de las 48 horas,2008-12-01,3,3
POTOSI,internaciones,fallecidos antes de las 48 horas,2008-12-01,14,14
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 horas,2008-12-01,2,2
PUNATA,internaciones,fallecidos antes de las 48 horas,2008-12-01,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 horas,2008-12-01,9,9
ROBORE,internaciones,fallecidos antes de las 48 horas,2008-12-01,2,2
RURRENABAQUE,internaciones,fallecidos antes de las 48 horas,2008-12-01,1,1
SACABA,internaciones,fallecidos antes de las 48 horas,2008-12-01,1,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 horas,2008-12-01,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 horas,2008-12-01,4,4
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 horas,2008-12-01,1,1
SAN MIGUEL DE VELASCO,internaciones,fallecidos antes de las 48 horas,2008-12-01,1,1
SAN PEDRO,internaciones,fallecidos antes de las 48 horas,2008-12-01,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 horas,2008-12-01,21,21
SUCRE,internaciones,fallecidos antes de las 48 horas,2008-12-01,27,27
TARIJA,internaciones,fallecidos antes de las 48 horas,2008-12-01,12,12
TRINIDAD,internaciones,fallecidos antes de las 48 horas,2008-12-01,7,7
TUPIZA,internaciones,fallecidos antes de las 48 horas,2008-12-01,5,5
UYUNI,internaciones,fallecidos antes de las 48 horas,2008-12-01,1,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 horas,2008-12-01,3,3
VIACHA,internaciones,fallecidos antes de las 48 horas,2008-12-01,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 horas,2008-12-01,5,5
VILLA TUNARI,internaciones,fallecidos antes de las 48 horas,2008-12-01,1,1
VILLAZON,internaciones,fallecidos antes de las 48 horas,2008-12-01,2,2
VINTO,internaciones,fallecidos antes de las 48 horas,2008-12-01,1,1
VITICHI,internaciones,fallecidos antes de las 48 horas,2008-12-01,1,1
WARNES,internaciones,fallecidos antes de las 48 horas,2008-12-01,2,2
YACUIBA,internaciones,fallecidos antes de las 48 horas,2008-12-01,3,3
