municipality,group,variable,month,Ingresos espontáneos,TOTAL
APOLO,internaciones,ingresos espontaneos,2008-04-01,43,43
ARANI,internaciones,ingresos espontaneos,2008-04-01,15,15
ARQUE,internaciones,ingresos espontaneos,2008-04-01,3,3
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2008-04-01,208,208
ATOCHA,internaciones,ingresos espontaneos,2008-04-01,144,144
AYATA,internaciones,ingresos espontaneos,2008-04-01,3,3
AYO AYO,internaciones,ingresos espontaneos,2008-04-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2008-04-01,53,53
AZURDUY,internaciones,ingresos espontaneos,2008-04-01,11,11
BATALLAS,internaciones,ingresos espontaneos,2008-04-01,11,11
BAURES,internaciones,ingresos espontaneos,2008-04-01,9,9
BERMEJO,internaciones,ingresos espontaneos,2008-04-01,207,207
BETANZOS,internaciones,ingresos espontaneos,2008-04-01,37,37
BOLIVAR,internaciones,ingresos espontaneos,2008-04-01,2,2
BOYUIBE,internaciones,ingresos espontaneos,2008-04-01,16,16
BUENA VISTA,internaciones,ingresos espontaneos,2008-04-01,21,21
CABEZAS,internaciones,ingresos espontaneos,2008-04-01,22,22
CAIROMA,internaciones,ingresos espontaneos,2008-04-01,8,8
"CAIZA ""D""",internaciones,ingresos espontaneos,2008-04-01,3,3
CAJUATA,internaciones,ingresos espontaneos,2008-04-01,13,13
CALAMARCA,internaciones,ingresos espontaneos,2008-04-01,5,5
CAMARGO,internaciones,ingresos espontaneos,2008-04-01,197,197
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2008-04-01,6,6
CAMIRI,internaciones,ingresos espontaneos,2008-04-01,295,295
CAPINOTA,internaciones,ingresos espontaneos,2008-04-01,62,62
CAQUIAVIRI,internaciones,ingresos espontaneos,2008-04-01,1,1
CARACOLLO,internaciones,ingresos espontaneos,2008-04-01,23,23
CARANAVI,internaciones,ingresos espontaneos,2008-04-01,165,165
CARAPARI,internaciones,ingresos espontaneos,2008-04-01,9,9
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2008-04-01,12,12
CHALLAPATA,internaciones,ingresos espontaneos,2008-04-01,65,65
CHAQUI,internaciones,ingresos espontaneos,2008-04-01,3,3
CHARAGUA,internaciones,ingresos espontaneos,2008-04-01,132,132
CHIMORE,internaciones,ingresos espontaneos,2008-04-01,18,18
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2008-04-01,100,100
CHUMA,internaciones,ingresos espontaneos,2008-04-01,7,7
CLIZA,internaciones,ingresos espontaneos,2008-04-01,47,47
COBIJA,internaciones,ingresos espontaneos,2008-04-01,381,381
COCHABAMBA,internaciones,ingresos espontaneos,2008-04-01,7360,7360
COLCAPIRHUA,internaciones,ingresos espontaneos,2008-04-01,153,153
COLLANA,internaciones,ingresos espontaneos,2008-04-01,1,1
COLOMI,internaciones,ingresos espontaneos,2008-04-01,29,29
COLPA BELGICA,internaciones,ingresos espontaneos,2008-04-01,9,9
COLQUENCHA,internaciones,ingresos espontaneos,2008-04-01,1,1
COLQUIRI,internaciones,ingresos espontaneos,2008-04-01,23,23
COMARAPA,internaciones,ingresos espontaneos,2008-04-01,103,103
CONCEPCION,internaciones,ingresos espontaneos,2008-04-01,73,73
COPACABANA,internaciones,ingresos espontaneos,2008-04-01,29,29
CORIPATA,internaciones,ingresos espontaneos,2008-04-01,12,12
CORO CORO,internaciones,ingresos espontaneos,2008-04-01,7,7
COROICO,internaciones,ingresos espontaneos,2008-04-01,90,90
COTAGAITA,internaciones,ingresos espontaneos,2008-04-01,29,29
COTOCA,internaciones,ingresos espontaneos,2008-04-01,108,108
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2008-04-01,58,58
CUEVO,internaciones,ingresos espontaneos,2008-04-01,10,10
CULPINA,internaciones,ingresos espontaneos,2008-04-01,37,37
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2008-04-01,11,11
DESAGUADERO,internaciones,ingresos espontaneos,2008-04-01,5,5
EL ALTO,internaciones,ingresos espontaneos,2008-04-01,2607,2607
EL PUENTE(STC),internaciones,ingresos espontaneos,2008-04-01,31,31
EL PUENTE(TJA),internaciones,ingresos espontaneos,2008-04-01,4,4
EL TORNO,internaciones,ingresos espontaneos,2008-04-01,199,199
EL VILLAR,internaciones,ingresos espontaneos,2008-04-01,11,11
ENTRE RIOS,internaciones,ingresos espontaneos,2008-04-01,29,29
ENTRE RIOS,internaciones,ingresos espontaneos,2008-04-01,25,25
EUCALIPTUS,internaciones,ingresos espontaneos,2008-04-01,7,7
EXALTACION,internaciones,ingresos espontaneos,2008-04-01,4,4
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2008-04-01,17,17
FILADELFIA,internaciones,ingresos espontaneos,2008-04-01,3,3
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2008-04-01,10,10
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2008-04-01,3,3
GUANAY,internaciones,ingresos espontaneos,2008-04-01,27,27
GUAQUI,internaciones,ingresos espontaneos,2008-04-01,4,4
GUAYARAMERIN,internaciones,ingresos espontaneos,2008-04-01,519,519
GUTIERREZ,internaciones,ingresos espontaneos,2008-04-01,18,18
HUACARETA,internaciones,ingresos espontaneos,2008-04-01,13,13
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2008-04-01,1,1
HUACHACALLA,internaciones,ingresos espontaneos,2008-04-01,1,1
HUANUNI,internaciones,ingresos espontaneos,2008-04-01,35,35
HUARACAJE,internaciones,ingresos espontaneos,2008-04-01,7,7
ICHOCA,internaciones,ingresos espontaneos,2008-04-01,1,1
INCAHUASI,internaciones,ingresos espontaneos,2008-04-01,23,23
INQUISIVI,internaciones,ingresos espontaneos,2008-04-01,3,3
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2008-04-01,22,22
IXIAMAS,internaciones,ingresos espontaneos,2008-04-01,23,23
JESUS DE MACHACA,internaciones,ingresos espontaneos,2008-04-01,7,7
LA ASUNTA,internaciones,ingresos espontaneos,2008-04-01,50,50
LA GUARDIA,internaciones,ingresos espontaneos,2008-04-01,152,152
LA PAZ,internaciones,ingresos espontaneos,2008-04-01,6228,6228
LAGUNILLAS,internaciones,ingresos espontaneos,2008-04-01,8,8
LAJA,internaciones,ingresos espontaneos,2008-04-01,2,2
LAS CARRERAS,internaciones,ingresos espontaneos,2008-04-01,2,2
LLALLAGUA,internaciones,ingresos espontaneos,2008-04-01,223,223
LLICA,internaciones,ingresos espontaneos,2008-04-01,6,6
LURIBAY,internaciones,ingresos espontaneos,2008-04-01,3,3
MACHACAMARCA,internaciones,ingresos espontaneos,2008-04-01,2,2
MACHARETI,internaciones,ingresos espontaneos,2008-04-01,17,17
MAGDALENA,internaciones,ingresos espontaneos,2008-04-01,58,58
MAIRANA,internaciones,ingresos espontaneos,2008-04-01,28,28
MAPIRI,internaciones,ingresos espontaneos,2008-04-01,46,46
MECAPACA,internaciones,ingresos espontaneos,2008-04-01,1,1
MINEROS,internaciones,ingresos espontaneos,2008-04-01,15,15
MIZQUE,internaciones,ingresos espontaneos,2008-04-01,53,53
MOCOMOCO,internaciones,ingresos espontaneos,2008-04-01,1,1
MOJOCOYA,internaciones,ingresos espontaneos,2008-04-01,6,6
MONTEAGUDO,internaciones,ingresos espontaneos,2008-04-01,99,99
MONTERO,internaciones,ingresos espontaneos,2008-04-01,690,690
MORO MORO,internaciones,ingresos espontaneos,2008-04-01,3,3
MOROCHATA,internaciones,ingresos espontaneos,2008-04-01,6,6
NACEBE (SANTA ROSA DEL ABUNA),internaciones,ingresos espontaneos,2008-04-01,6,6
OCURI,internaciones,ingresos espontaneos,2008-04-01,18,18
OKINAWA,internaciones,ingresos espontaneos,2008-04-01,6,6
OMEREQUE,internaciones,ingresos espontaneos,2008-04-01,14,14
ORURO,internaciones,ingresos espontaneos,2008-04-01,2013,2013
PADILLA,internaciones,ingresos espontaneos,2008-04-01,54,54
PAILON,internaciones,ingresos espontaneos,2008-04-01,63,63
PALCA,internaciones,ingresos espontaneos,2008-04-01,1,1
PALOS BLANCOS,internaciones,ingresos espontaneos,2008-04-01,43,43
PAMPA GRANDE,internaciones,ingresos espontaneos,2008-04-01,11,11
PAPEL PAMPA,internaciones,ingresos espontaneos,2008-04-01,1,1
PASORAPA,internaciones,ingresos espontaneos,2008-04-01,2,2
PATACAMAYA,internaciones,ingresos espontaneos,2008-04-01,61,61
PAZÑA,internaciones,ingresos espontaneos,2008-04-01,7,7
PELECHUCO,internaciones,ingresos espontaneos,2008-04-01,1,1
POCOATA,internaciones,ingresos espontaneos,2008-04-01,7,7
POCONA,internaciones,ingresos espontaneos,2008-04-01,19,19
POJO (CBBA),internaciones,ingresos espontaneos,2008-04-01,9,9
POOPO,internaciones,ingresos espontaneos,2008-04-01,5,5
PORCO,internaciones,ingresos espontaneos,2008-04-01,3,3
POROMA,internaciones,ingresos espontaneos,2008-04-01,9,9
PORONGO,internaciones,ingresos espontaneos,2008-04-01,4,4
PORTACHUELO,internaciones,ingresos espontaneos,2008-04-01,201,201
PORVENIR,internaciones,ingresos espontaneos,2008-04-01,2,2
POSTRER VALLE,internaciones,ingresos espontaneos,2008-04-01,3,3
POTOSI,internaciones,ingresos espontaneos,2008-04-01,1526,1526
PRESTO,internaciones,ingresos espontaneos,2008-04-01,13,13
PUCARA,internaciones,ingresos espontaneos,2008-04-01,2,2
PUCARANI,internaciones,ingresos espontaneos,2008-04-01,7,7
PUERTO ACOSTA,internaciones,ingresos espontaneos,2008-04-01,49,49
PUERTO CARABUCO,internaciones,ingresos espontaneos,2008-04-01,6,6
PUERTO PEREZ,internaciones,ingresos espontaneos,2008-04-01,1,1
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2008-04-01,54,54
PUERTO RICO,internaciones,ingresos espontaneos,2008-04-01,10,10
PUERTO SUAREZ,internaciones,ingresos espontaneos,2008-04-01,128,128
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2008-04-01,214,214
PUNA,internaciones,ingresos espontaneos,2008-04-01,13,13
PUNATA,internaciones,ingresos espontaneos,2008-04-01,233,233
QUILLACOLLO,internaciones,ingresos espontaneos,2008-04-01,238,238
QUIME,internaciones,ingresos espontaneos,2008-04-01,10,10
RAVELO,internaciones,ingresos espontaneos,2008-04-01,5,5
REYES,internaciones,ingresos espontaneos,2008-04-01,19,19
RIBERALTA,internaciones,ingresos espontaneos,2008-04-01,570,570
ROBORE,internaciones,ingresos espontaneos,2008-04-01,100,100
RURRENABAQUE,internaciones,ingresos espontaneos,2008-04-01,138,138
SACABA,internaciones,ingresos espontaneos,2008-04-01,345,345
SACABAMBA,internaciones,ingresos espontaneos,2008-04-01,4,4
SACACA,internaciones,ingresos espontaneos,2008-04-01,21,21
SAIPINA,internaciones,ingresos espontaneos,2008-04-01,17,17
SAMAIPATA,internaciones,ingresos espontaneos,2008-04-01,29,29
SAN AGUSTIN,internaciones,ingresos espontaneos,2008-04-01,2,2
SAN ANTONIO DE LOMERIO,internaciones,ingresos espontaneos,2008-04-01,21,21
SAN BENITO,internaciones,ingresos espontaneos,2008-04-01,6,6
SAN BORJA,internaciones,ingresos espontaneos,2008-04-01,218,218
SAN BUENA VENTURA,internaciones,ingresos espontaneos,2008-04-01,44,44
SAN CARLOS,internaciones,ingresos espontaneos,2008-04-01,142,142
SAN IGNACIO,internaciones,ingresos espontaneos,2008-04-01,53,53
SAN IGNACIO DE VELASCO,internaciones,ingresos espontaneos,2008-04-01,396,396
SAN JAVIER(STC),internaciones,ingresos espontaneos,2008-04-01,68,68
SAN JOAQUIN,internaciones,ingresos espontaneos,2008-04-01,52,52
SAN JOSE DE CHIQUITOS,internaciones,ingresos espontaneos,2008-04-01,73,73
SAN JUAN DE YAPACANI,internaciones,ingresos espontaneos,2008-04-01,126,126
SAN JULIAN,internaciones,ingresos espontaneos,2008-04-01,147,147
SAN LORENZO(TJA),internaciones,ingresos espontaneos,2008-04-01,3,3
SAN LUCAS,internaciones,ingresos espontaneos,2008-04-01,50,50
SAN MATIAS,internaciones,ingresos espontaneos,2008-04-01,82,82
SAN MIGUEL DE VELASCO,internaciones,ingresos espontaneos,2008-04-01,89,89
SAN PEDRO,internaciones,ingresos espontaneos,2008-04-01,13,13
SAN PEDRO DE BUENA VISTA,internaciones,ingresos espontaneos,2008-04-01,6,6
SAN RAFAEL,internaciones,ingresos espontaneos,2008-04-01,45,45
SAN RAMON,internaciones,ingresos espontaneos,2008-04-01,57,57
SAN RAMON,internaciones,ingresos espontaneos,2008-04-01,30,30
SANTA ANA,internaciones,ingresos espontaneos,2008-04-01,145,145
SANTA CRUZ DE LA SIERRA,internaciones,ingresos espontaneos,2008-04-01,10049,10049
SANTA ROSA,internaciones,ingresos espontaneos,2008-04-01,39,39
SANTA ROSA DEL SARA,internaciones,ingresos espontaneos,2008-04-01,51,51
SANTIAGO DE CALLAPA,internaciones,ingresos espontaneos,2008-04-01,2,2
SANTIAGO DE MACHACA,internaciones,ingresos espontaneos,2008-04-01,3,3
SANTIVAÑES,internaciones,ingresos espontaneos,2008-04-01,3,3
SICA SICA (VILLA AROMA),internaciones,ingresos espontaneos,2008-04-01,19,19
SIPE SIPE,internaciones,ingresos espontaneos,2008-04-01,56,56
SOPACHUY,internaciones,ingresos espontaneos,2008-04-01,42,42
SORACACHI,internaciones,ingresos espontaneos,2008-04-01,4,4
SORATA,internaciones,ingresos espontaneos,2008-04-01,34,34
SUCRE,internaciones,ingresos espontaneos,2008-04-01,2954,2954
TACACHI,internaciones,ingresos espontaneos,2008-04-01,2,2
TACACOMA,internaciones,ingresos espontaneos,2008-04-01,5,5
TACOPAYA,internaciones,ingresos espontaneos,2008-04-01,2,2
TAPACARI,internaciones,ingresos espontaneos,2008-04-01,9,9
TARABUCO,internaciones,ingresos espontaneos,2008-04-01,50,50
TARACO,internaciones,ingresos espontaneos,2008-04-01,3,3
TARATA,internaciones,ingresos espontaneos,2008-04-01,9,9
TARIJA,internaciones,ingresos espontaneos,2008-04-01,1617,1617
TARVITA,internaciones,ingresos espontaneos,2008-04-01,35,35
TEOPONTE,internaciones,ingresos espontaneos,2008-04-01,11,11
TIAWANACU,internaciones,ingresos espontaneos,2008-04-01,11,11
TIPUANI,internaciones,ingresos espontaneos,2008-04-01,41,41
TIQUIPAYA,internaciones,ingresos espontaneos,2008-04-01,107,107
TIRAQUE (CBBA),internaciones,ingresos espontaneos,2008-04-01,217,217
TOCO,internaciones,ingresos espontaneos,2008-04-01,7,7
TOLATA,internaciones,ingresos espontaneos,2008-04-01,4,4
TOLEDO,internaciones,ingresos espontaneos,2008-04-01,6,6
TOMAVE,internaciones,ingresos espontaneos,2008-04-01,11,11
TOMINA,internaciones,ingresos espontaneos,2008-04-01,12,12
TORO TORO,internaciones,ingresos espontaneos,2008-04-01,12,12
TOTORA(CBBA),internaciones,ingresos espontaneos,2008-04-01,30,30
TRIGAL,internaciones,ingresos espontaneos,2008-04-01,3,3
TRINIDAD,internaciones,ingresos espontaneos,2008-04-01,1219,1219
TUPIZA,internaciones,ingresos espontaneos,2008-04-01,277,277
TURCO,internaciones,ingresos espontaneos,2008-04-01,6,6
UNCIA,internaciones,ingresos espontaneos,2008-04-01,169,169
URIONDO (A. CONCEPCION),internaciones,ingresos espontaneos,2008-04-01,7,7
URUBICHA,internaciones,ingresos espontaneos,2008-04-01,27,27
UYUNI,internaciones,ingresos espontaneos,2008-04-01,131,131
VACAS,internaciones,ingresos espontaneos,2008-04-01,21,21
VALLEGRANDE,internaciones,ingresos espontaneos,2008-04-01,105,105
VIACHA,internaciones,ingresos espontaneos,2008-04-01,94,94
VILA VILA,internaciones,ingresos espontaneos,2008-04-01,3,3
VILLA MONTES,internaciones,ingresos espontaneos,2008-04-01,244,244
VILLA RIVERO,internaciones,ingresos espontaneos,2008-04-01,1,1
VILLA SERRANO,internaciones,ingresos espontaneos,2008-04-01,9,9
VILLA TUNARI,internaciones,ingresos espontaneos,2008-04-01,327,327
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos espontaneos,2008-04-01,19,19
VILLAZON,internaciones,ingresos espontaneos,2008-04-01,215,215
VINTO,internaciones,ingresos espontaneos,2008-04-01,102,102
VITICHI,internaciones,ingresos espontaneos,2008-04-01,6,6
WARNES,internaciones,ingresos espontaneos,2008-04-01,113,113
YACO,internaciones,ingresos espontaneos,2008-04-01,1,1
YACUIBA,internaciones,ingresos espontaneos,2008-04-01,727,727
YAMPARAEZ,internaciones,ingresos espontaneos,2008-04-01,10,10
YANACACHI,internaciones,ingresos espontaneos,2008-04-01,2,2
YAPACANI,internaciones,ingresos espontaneos,2008-04-01,518,518
YOCALLA,internaciones,ingresos espontaneos,2008-04-01,2,2
YOTALA,internaciones,ingresos espontaneos,2008-04-01,22,22
ZUDAÑEZ,internaciones,ingresos espontaneos,2008-04-01,21,21
ACACIO,internaciones,ingresos espontaneos,2008-05-01,3,3
ACHACACHI,internaciones,ingresos espontaneos,2008-05-01,51,51
ACHOCALLA,internaciones,ingresos espontaneos,2008-05-01,7,7
AIQUILE,internaciones,ingresos espontaneos,2008-05-01,129,129
ALALAY,internaciones,ingresos espontaneos,2008-05-01,2,2
ALCALA,internaciones,ingresos espontaneos,2008-05-01,3,3
ANCORAIMES,internaciones,ingresos espontaneos,2008-05-01,7,7
ANDAMARCA,internaciones,ingresos espontaneos,2008-05-01,2,2
ANTEQUERA,internaciones,ingresos espontaneos,2008-05-01,2,2
ANZALDO,internaciones,ingresos espontaneos,2008-05-01,1,1
APOLO,internaciones,ingresos espontaneos,2008-05-01,27,27
ARAMPAMPA,internaciones,ingresos espontaneos,2008-05-01,4,4
ARANI,internaciones,ingresos espontaneos,2008-05-01,15,15
ARQUE,internaciones,ingresos espontaneos,2008-05-01,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2008-05-01,168,168
ATOCHA,internaciones,ingresos espontaneos,2008-05-01,201,201
AUCAPATA,internaciones,ingresos espontaneos,2008-05-01,2,2
AYATA,internaciones,ingresos espontaneos,2008-05-01,3,3
AYO AYO,internaciones,ingresos espontaneos,2008-05-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2008-05-01,52,52
AZURDUY,internaciones,ingresos espontaneos,2008-05-01,4,4
BATALLAS,internaciones,ingresos espontaneos,2008-05-01,9,9
BAURES,internaciones,ingresos espontaneos,2008-05-01,21,21
BERMEJO,internaciones,ingresos espontaneos,2008-05-01,203,203
BETANZOS,internaciones,ingresos espontaneos,2008-05-01,33,33
BOLIVAR,internaciones,ingresos espontaneos,2008-05-01,3,3
BOYUIBE,internaciones,ingresos espontaneos,2008-05-01,33,33
BUENA VISTA,internaciones,ingresos espontaneos,2008-05-01,37,37
CABEZAS,internaciones,ingresos espontaneos,2008-05-01,28,28
CAIROMA,internaciones,ingresos espontaneos,2008-05-01,3,3
"CAIZA ""D""",internaciones,ingresos espontaneos,2008-05-01,1,1
CAJUATA,internaciones,ingresos espontaneos,2008-05-01,14,14
CALAMARCA,internaciones,ingresos espontaneos,2008-05-01,6,6
CAMARGO,internaciones,ingresos espontaneos,2008-05-01,197,197
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2008-05-01,5,5
CAMIRI,internaciones,ingresos espontaneos,2008-05-01,341,341
CAPINOTA,internaciones,ingresos espontaneos,2008-05-01,64,64
CARACOLLO,internaciones,ingresos espontaneos,2008-05-01,46,46
CARANAVI,internaciones,ingresos espontaneos,2008-05-01,191,191
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2008-05-01,19,19
CHALLAPATA,internaciones,ingresos espontaneos,2008-05-01,96,96
CHAQUI,internaciones,ingresos espontaneos,2008-05-01,4,4
CHARAGUA,internaciones,ingresos espontaneos,2008-05-01,109,109
CHAYANTA,internaciones,ingresos espontaneos,2008-05-01,24,24
CHIMORE,internaciones,ingresos espontaneos,2008-05-01,13,13
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2008-05-01,93,93
CHUMA,internaciones,ingresos espontaneos,2008-05-01,2,2
CLIZA,internaciones,ingresos espontaneos,2008-05-01,54,54
COBIJA,internaciones,ingresos espontaneos,2008-05-01,371,371
COCHABAMBA,internaciones,ingresos espontaneos,2008-05-01,7254,7254
COLCAPIRHUA,internaciones,ingresos espontaneos,2008-05-01,132,132
COLLANA,internaciones,ingresos espontaneos,2008-05-01,1,1
COLOMI,internaciones,ingresos espontaneos,2008-05-01,29,29
COLPA BELGICA,internaciones,ingresos espontaneos,2008-05-01,21,21
COLQUIRI,internaciones,ingresos espontaneos,2008-05-01,21,21
COMARAPA,internaciones,ingresos espontaneos,2008-05-01,100,100
COMBAYA,internaciones,ingresos espontaneos,2008-05-01,1,1
CONCEPCION,internaciones,ingresos espontaneos,2008-05-01,58,58
COPACABANA,internaciones,ingresos espontaneos,2008-05-01,16,16
CORIPATA,internaciones,ingresos espontaneos,2008-05-01,13,13
CORO CORO,internaciones,ingresos espontaneos,2008-05-01,4,4
COROICO,internaciones,ingresos espontaneos,2008-05-01,91,91
COTAGAITA,internaciones,ingresos espontaneos,2008-05-01,19,19
COTOCA,internaciones,ingresos espontaneos,2008-05-01,198,198
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2008-05-01,81,81
CUEVO,internaciones,ingresos espontaneos,2008-05-01,8,8
CULPINA,internaciones,ingresos espontaneos,2008-05-01,47,47
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2008-05-01,9,9
DESAGUADERO,internaciones,ingresos espontaneos,2008-05-01,9,9
EL ALTO,internaciones,ingresos espontaneos,2008-05-01,2902,2902
EL PUENTE(STC),internaciones,ingresos espontaneos,2008-05-01,36,36
EL TORNO,internaciones,ingresos espontaneos,2008-05-01,220,220
EL VILLAR,internaciones,ingresos espontaneos,2008-05-01,7,7
ENTRE RIOS,internaciones,ingresos espontaneos,2008-05-01,30,30
ENTRE RIOS,internaciones,ingresos espontaneos,2008-05-01,35,35
EUCALIPTUS,internaciones,ingresos espontaneos,2008-05-01,5,5
EXALTACION,internaciones,ingresos espontaneos,2008-05-01,4,4
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2008-05-01,22,22
FILADELFIA,internaciones,ingresos espontaneos,2008-05-01,1,1
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2008-05-01,18,18
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2008-05-01,2,2
GUANAY,internaciones,ingresos espontaneos,2008-05-01,40,40
GUAQUI,internaciones,ingresos espontaneos,2008-05-01,3,3
GUAYARAMERIN,internaciones,ingresos espontaneos,2008-05-01,433,433
GUTIERREZ,internaciones,ingresos espontaneos,2008-05-01,27,27
HUACARETA,internaciones,ingresos espontaneos,2008-05-01,24,24
HUACHACALLA,internaciones,ingresos espontaneos,2008-05-01,3,3
HUANUNI,internaciones,ingresos espontaneos,2008-05-01,49,49
HUARACAJE,internaciones,ingresos espontaneos,2008-05-01,11,11
ICLA,internaciones,ingresos espontaneos,2008-05-01,15,15
INCAHUASI,internaciones,ingresos espontaneos,2008-05-01,20,20
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2008-05-01,36,36
IXIAMAS,internaciones,ingresos espontaneos,2008-05-01,18,18
JESUS DE MACHACA,internaciones,ingresos espontaneos,2008-05-01,12,12
LA ASUNTA,internaciones,ingresos espontaneos,2008-05-01,86,86
LA GUARDIA,internaciones,ingresos espontaneos,2008-05-01,167,167
LA PAZ,internaciones,ingresos espontaneos,2008-05-01,6172,6172
LAGUNILLAS,internaciones,ingresos espontaneos,2008-05-01,11,11
LAJA,internaciones,ingresos espontaneos,2008-05-01,2,2
LAS CARRERAS,internaciones,ingresos espontaneos,2008-05-01,1,1
LLALLAGUA,internaciones,ingresos espontaneos,2008-05-01,225,225
LLICA,internaciones,ingresos espontaneos,2008-05-01,7,7
LORETO,internaciones,ingresos espontaneos,2008-05-01,1,1
LURIBAY,internaciones,ingresos espontaneos,2008-05-01,9,9
MACHACAMARCA,internaciones,ingresos espontaneos,2008-05-01,3,3
MACHARETI,internaciones,ingresos espontaneos,2008-05-01,18,18
MAGDALENA,internaciones,ingresos espontaneos,2008-05-01,54,54
MAIRANA,internaciones,ingresos espontaneos,2008-05-01,42,42
MAPIRI,internaciones,ingresos espontaneos,2008-05-01,33,33
MECAPACA,internaciones,ingresos espontaneos,2008-05-01,1,1
MINEROS,internaciones,ingresos espontaneos,2008-05-01,7,7
MIZQUE,internaciones,ingresos espontaneos,2008-05-01,59,59
MOJOCOYA,internaciones,ingresos espontaneos,2008-05-01,4,4
MONTEAGUDO,internaciones,ingresos espontaneos,2008-05-01,125,125
MONTERO,internaciones,ingresos espontaneos,2008-05-01,694,694
MORO MORO,internaciones,ingresos espontaneos,2008-05-01,3,3
MOROCHATA,internaciones,ingresos espontaneos,2008-05-01,7,7
NACEBE (SANTA ROSA DEL ABUNA),internaciones,ingresos espontaneos,2008-05-01,5,5
OKINAWA,internaciones,ingresos espontaneos,2008-05-01,4,4
OMEREQUE,internaciones,ingresos espontaneos,2008-05-01,4,4
ORURO,internaciones,ingresos espontaneos,2008-05-01,2102,2102
PADILLA,internaciones,ingresos espontaneos,2008-05-01,41,41
PAILON,internaciones,ingresos espontaneos,2008-05-01,52,52
PALCA,internaciones,ingresos espontaneos,2008-05-01,1,1
PALOS BLANCOS,internaciones,ingresos espontaneos,2008-05-01,65,65
PAMPA GRANDE,internaciones,ingresos espontaneos,2008-05-01,15,15
PAPEL PAMPA,internaciones,ingresos espontaneos,2008-05-01,6,6
PATACAMAYA,internaciones,ingresos espontaneos,2008-05-01,37,37
PAZÑA,internaciones,ingresos espontaneos,2008-05-01,5,5
PELECHUCO,internaciones,ingresos espontaneos,2008-05-01,4,4
POCOATA,internaciones,ingresos espontaneos,2008-05-01,20,20
POCONA,internaciones,ingresos espontaneos,2008-05-01,18,18
POJO (CBBA),internaciones,ingresos espontaneos,2008-05-01,12,12
POOPO,internaciones,ingresos espontaneos,2008-05-01,4,4
PORCO,internaciones,ingresos espontaneos,2008-05-01,6,6
POROMA,internaciones,ingresos espontaneos,2008-05-01,16,16
PORONGO,internaciones,ingresos espontaneos,2008-05-01,12,12
PORTACHUELO,internaciones,ingresos espontaneos,2008-05-01,180,180
PORVENIR,internaciones,ingresos espontaneos,2008-05-01,17,17
POSTRER VALLE,internaciones,ingresos espontaneos,2008-05-01,5,5
POTOSI,internaciones,ingresos espontaneos,2008-05-01,1582,1582
PRESTO,internaciones,ingresos espontaneos,2008-05-01,9,9
PUCARA,internaciones,ingresos espontaneos,2008-05-01,1,1
PUCARANI,internaciones,ingresos espontaneos,2008-05-01,13,13
PUERTO ACOSTA,internaciones,ingresos espontaneos,2008-05-01,48,48
PUERTO CARABUCO,internaciones,ingresos espontaneos,2008-05-01,11,11
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2008-05-01,55,55
PUERTO RICO,internaciones,ingresos espontaneos,2008-05-01,25,25
PUERTO SUAREZ,internaciones,ingresos espontaneos,2008-05-01,94,94
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2008-05-01,212,212
PUNA,internaciones,ingresos espontaneos,2008-05-01,8,8
PUNATA,internaciones,ingresos espontaneos,2008-05-01,222,222
QUILLACOLLO,internaciones,ingresos espontaneos,2008-05-01,159,159
QUIME,internaciones,ingresos espontaneos,2008-05-01,7,7
QUIRUSILLAS,internaciones,ingresos espontaneos,2008-05-01,4,4
RAVELO,internaciones,ingresos espontaneos,2008-05-01,6,6
REYES,internaciones,ingresos espontaneos,2008-05-01,40,40
RIBERALTA,internaciones,ingresos espontaneos,2008-05-01,516,516
