municipality,group,variable,month,Total 8.4 Niños (as) de 2 años a menores de 5 años con dosis completa de hierro,TOTAL
SAN MATIAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,39,39
SAN MIGUEL DE VELASCO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,87,87
SAN PABLO DE LIPEZ,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,7,7
SAN PEDRO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,59,59
SAN PEDRO DE BUENA VISTA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,154,154
SAN PEDRO DE CURAHUARA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,25,25
SAN PEDRO DE QUEMES,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,4,4
SAN PEDRO DE TIQUINA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,18,18
SAN PEDRO(PND),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,10,10
SAN RAFAEL,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,32,32
SAN RAMON SCZ,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,41,41
SANTA ANA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,117,117
SANTA CRUZ DE LA SIERRA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,1569,1569
SANTA ROSA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,14,14
SANTA ROSA DEL SARA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,84,84
SANTIAGO DE CALLAPA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,17,17
SANTIAGO DE HUARI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,39,39
SANTIAGO DE HUATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,27,27
SANTIAGO DE MACHACA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,5,5
SANTIVAÑES,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,28,28
SANTUARIO DE QUILLACAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,35,35
SAPAHAQUI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,32,32
SENA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,39,39
SHINAOTA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,95,95
SICA SICA (VILLA AROMA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,95,95
SICAYA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,21,21
SIPE SIPE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,194,194
SOPACHUY,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,35,35
SORACACHI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,43,43
SORATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,82,82
SUCRE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,1246,1246
TACACHI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,1,1
TACACOMA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,13,13
TACOBAMBA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,31,31
TACOPAYA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,24,24
TAHUA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,2,2
TAPACARI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,68,68
TARABUCO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,67,67
TARACO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,11,11
TARATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,31,31
TARIJA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,347,347
TARVITA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,53,53
TEOPONTE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,33,33
TIAWANACU,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,16,16
TINGUIPAYA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,26,26
TIPUANI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,30,30
TIQUIPAYA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,205,205
TIRAQUE (CBBA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,79,79
TITO YUPANQUI (PARQUIPUJIO),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,2,2
TOCO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,31,31
TOLATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,16,16
TOLEDO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,10,10
TOMAVE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,54,54
TOMINA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,42,42
TORO TORO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,49,49
TOTORA(CBBA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,72,72
TOTORA(ORR),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,9,9
TRIGAL,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,3,3
TRINIDAD,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,215,215
TUPIZA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,126,126
TURCO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,21,21
UMALA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,19,19
UNCIA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,147,147
URIONDO (A. CONCEPCION),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,94,94
URUBICHA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,55,55
UYUNI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,71,71
VACAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,22,22
VALLEGRANDE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,55,55
VIACHA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,107,107
VILA VILA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,15,15
VILLA CHARCAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,64,64
VILLA MONTES,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,148,148
VILLA NUEVA (LOMA ALTA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,6,6
VILLA RIVERO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,45,45
VILLA SERRANO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,43,43
VILLA TUNARI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,372,372
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,50,50
VILLAZON,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,175,175
VINTO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,86,86
VITICHI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,10,10
WALDO BALLIVIAN,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,3,3
WARNES,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,362,362
YACO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,14,14
YACUIBA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,263,263
YAMPARAEZ,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,54,54
YANACACHI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,18,18
YAPACANI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,32,32
YOCALLA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,39,39
YOTALA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,43,43
YUNCHARA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,33,33
ZUDAÑEZ,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-10-01,33,33
ACACIO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,29,29
ACHACACHI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,140,140
ACHOCALLA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,16,16
AIQUILE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,85,85
ALALAY,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,12,12
ALCALA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,19,19
ALTO BENI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,46,46
ANCORAIMES,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,42,42
ANDAMARCA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,14,14
ANTEQUERA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,13,13
ANZALDO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,22,22
APOLO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,54,54
ARAMPAMPA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,21,21
ARANI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,36,36
ARBIETO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,94,94
ARQUE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,61,61
ASCENCION DE GUARAYOS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,91,91
ATOCHA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,51,51
AUCAPATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,20,20
AYATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,52,52
AYO AYO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,21,21
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,119,119
AZURDUY,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,50,50
BATALLAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,56,56
BAURES,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,28,28
BELEN DE ANDAMARCA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,4,4
BELEN DE URMIRI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,4,4
BELLA FLOR,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,18,18
BERMEJO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,61,61
BETANZOS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,189,189
BOLIVAR,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,30,30
BOLPEBRA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,10,10
BOYUIBE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,8,8
BUENA VISTA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,30,30
CABEZAS,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,221,221
CAIROMA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,49,49
"CAIZA ""D""",micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,41,41
CAJUATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,21,21
CALACOTO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,18,18
CALAMARCA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,46,46
CAMARGO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,53,53
CAMATAQUI (C. VILLA ABECIA),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,7,7
CAMIRI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,80,80
CAPINOTA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,92,92
CAQUIAVIRI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,33,33
CARACOLLO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,72,72
CARANAVI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,157,157
CARAPARI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,51,51
CARIPUYO,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,26,26
CARMEN RIVERO TORREZ,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,13,13
CATACORA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,2,2
CHACARILLA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,3,3
CHALLAPATA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,132,132
CHAQUI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,21,21
CHARAGUA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,110,110
CHARAÑA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,3,3
CHAYANTA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,45,45
CHIMORE,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,76,76
CHIPAYA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,5,5
CHOQUE COTA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,2,2
CHUA COCANI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,15,15
CHULUMANI (V. DE LA LIBERTAD),micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,25,25
CHUMA,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,20,20
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes, ninos (as) de 2 anos a menores de 5 anos con dosis completa de hierro,2014-11-01,17,17
