,group,variable,month,ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,TOTALES,TOTALES,TOTALES
COLCAPIRHUA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,1372,0,1372,1372
"COLCHA ""K""",otras vacunaciones,antirrabica en perros y gatos,2011-09-01,267,261,267,261,528
COLLANA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,100,0,100,100
COLOMI,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,10,0,10,10
COLQUENCHA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,59,485,59,485,544
COLQUIRI,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,789,0,789,789
COPACABANA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,398,0,398,398
CORIPATA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,214,0,214,214
CORO CORO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,337,0,337,337
COROICO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,1,380,1,380,381
CORQUE,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,20,295,20,295,315
COTAGAITA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,1949,0,1949,1949
COTOCA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,10,385,10,385,395
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,75,0,75,75
CUEVO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,83,0,83,83
CULPINA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,1112,0,1112,1112
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,22,383,22,383,405
DESAGUADERO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,10,3,10,3,13
EL ALTO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,653,2336,653,2336,2989
EL CHORO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,50,0,50,50
EL PUENTE(STC),otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,41,0,41,41
EL PUENTE(TJA),otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,506,0,506,506
EL TORNO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,812,0,812,812
EL VILLAR,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,50,25,50,25,75
ENTRE RIOS TRJ,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,22,6005,22,6005,6027
ENTRE RIOS CBBA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,55,618,55,618,673
ESCARA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,13,0,13,13
ESCOMA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,12,0,12,0,12
EUCALIPTUS,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,138,0,138,138
FERNANDEZ ALONSO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,64,0,64,64
FILADELFIA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,5,0,5,5
GENERAL SAAVEDRA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,10,309,10,309,319
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,722,0,722,722
GUANAY,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,10,225,10,225,235
GUAQUI,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,516,0,516,516
GUTIERREZ,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,20,0,20,20
HUACARETA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,110,663,110,663,773
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,202,0,202,202
HUACHACALLA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,100,0,100,100
HUANUNI,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,80,4599,80,4599,4679
HUARINA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,110,0,110,110
HUAYLLAMARCA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,10,1184,10,1184,1194
HUMANATA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,35,0,35,35
ICHOCA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,234,13,234,13,247
ICLA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,190,1532,190,1532,1722
INCAHUASI,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,58,703,58,703,761
INQUISIVI,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,55,2637,55,2637,2692
IRUPANA (VILLA DE LANZA),otras vacunaciones,antirrabica en perros y gatos,2011-09-01,90,572,90,572,662
IXIAMAS,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,50,0,50,50
JESUS DE MACHACA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,18,165,18,165,183
LA ASUNTA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,83,932,83,932,1015
LA GUARDIA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,1284,1291,1284,1291,2575
LA PAZ,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,1244,273,1244,273,1517
LA RIVERA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,30,0,30,30
LAJA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,1139,0,1139,1139
LAS CARRERAS,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,10,270,10,270,280
LLALLAGUA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,45,0,45,45
LLICA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,56,95,56,95,151
LURIBAY,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,11,571,11,571,582
MACHACAMARCA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,275,0,275,275
MACHARETI,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,1048,0,1048,1048
MAIRANA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,149,0,149,149
MALLA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,40,0,40,40
MAPIRI,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,88,300,88,300,388
MECAPACA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,10,0,10,10
MIZQUE,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,22,64,22,64,86
MOCOMOCO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,25,0,25,25
MOJINETE,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,100,0,100,100
MOJOCOYA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,127,896,127,896,1023
MONTEAGUDO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,1512,6141,1512,6141,7653
MONTERO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,555,3028,555,3028,3583
MOROCHATA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,16,1084,16,1084,1100
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,50,0,50,50
OCURI,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,30,239,30,239,269
OKINAWA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,515,0,515,0,515
OMEREQUE,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,301,0,301,301
ORURO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,1258,0,1258,1258
PADCAYA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,229,4645,229,4645,4874
PADILLA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,243,2410,243,2410,2653
PALOS BLANCOS,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,160,1160,160,1160,1320
PAMPA AULLAGAS,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,36,307,36,307,343
PAMPA GRANDE,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,479,0,479,479
PAPEL PAMPA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,946,0,946,946
PASORAPA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,30,0,30,30
PATACAMAYA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,288,0,288,288
PAZÑA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,77,522,77,522,599
POCOATA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,1478,0,1478,1478
POCONA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,365,1824,365,1824,2189
POJO (CBBA),otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,394,0,394,394
PORCO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,412,578,412,578,990
POROMA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,152,1596,152,1596,1748
PORONGO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,237,681,237,681,918
PORTACHUELO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,153,760,153,760,913
PORVENIR,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,26,0,26,26
POTOSI,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,8850,21600,8850,21600,30450
PRESTO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,700,0,700,700
PUCARANI,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,940,0,940,940
PUERTO ACOSTA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,176,0,176,176
PUERTO CARABUCO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,4,163,4,163,167
PUERTO PEREZ,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,230,0,230,230
PUERTO RICO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,46,0,46,46
PUERTO VILLARROEL,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,388,618,388,618,1006
PUNA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,20,1116,20,1116,1136
PUNATA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,646,0,646,646
QUIABAYA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,20,274,20,274,294
QUILLACOLLO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,35,0,35,0,35
QUIME,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,390,0,390,390
QUIRUSILLAS,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,174,0,174,174
RAVELO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,36,667,36,667,703
ROBORE,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,72,0,72,72
SABAYA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,215,0,215,215
SACABA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,48,988,48,988,1036
SACABAMBA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,50,190,50,190,240
SACACA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,40,1163,40,1163,1203
SALINAS DE GARCI MENDOZA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,40,315,40,315,355
SAMAIPATA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,534,0,534,534
SAN AGUSTIN,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,101,40,101,40,141
SAN ANDRES DE MACHACA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,125,0,125,125
SAN ANTONIO DE ESMORUCO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,63,0,63,63
SAN ANTONIO DE LOMERIO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,272,0,272,0,272
SAN BUENA VENTURA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,79,0,79,79
SAN CARLOS,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,97,230,97,230,327
SAN IGNACIO DE VELASCO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,40,23,40,23,63
SAN JAVIER(STC),otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,15,0,15,15
SAN JUAN DE YAPACANI,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,12,998,12,998,1010
SAN JULIAN,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,312,0,312,312
SAN LORENZO(PND),otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,150,0,150,150
SAN LORENZO(TJA),otras vacunaciones,antirrabica en perros y gatos,2011-09-01,87,1410,87,1410,1497
SAN LUCAS,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,213,1291,213,1291,1504
SAN MATIAS,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,2083,0,2083,2083
SAN MIGUEL DE VELASCO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,42,0,42,42
SAN PABLO DE LIPEZ,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,133,147,133,147,280
SAN PEDRO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,20,7,20,7,27
SAN PEDRO DE BUENA VISTA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,10,1057,10,1057,1067
SAN PEDRO DE CURAHUARA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,20,728,20,728,748
SAN PEDRO DE QUEMES,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,10,65,10,65,75
SAN PEDRO DE TIQUINA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,376,0,376,376
SAN RAMON SCZ,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,1036,0,1036,1036
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,4822,16565,4822,16565,21387
SANTA ROSA DEL SARA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,533,5121,533,5121,5654
SANTIAGO DE CALLAPA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,41,434,41,434,475
SANTIAGO DE HUARI,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,15,105,15,105,120
SANTIAGO DE HUATA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,658,0,658,658
SANTIAGO DE MACHACA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,20,0,20,20
SANTIVAÑES,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,2,170,2,170,172
SANTUARIO DE QUILLACAS,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,153,0,153,153
SAPAHAQUI,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,441,0,441,441
SHINAOTA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,10,1419,10,1419,1429
SICA SICA (VILLA AROMA),otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,682,0,682,682
SIPE SIPE,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,19,0,19,19
SOPACHUY,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,324,549,324,549,873
SORACACHI,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,32,2103,32,2103,2135
SORATA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,620,0,620,620
SUCRE,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,516,3019,516,3019,3535
TACACHI,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,30,0,30,30
TACACOMA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,141,0,141,141
TACOBAMBA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,568,0,568,568
TACOPAYA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,7,0,7,0,7
TAHUA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,93,200,93,200,293
TAPACARI,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,44,1153,44,1153,1197
TARABUCO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,180,1681,180,1681,1861
TARACO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,330,0,330,330
TARATA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,13,1725,13,1725,1738
TARIJA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,830,7949,830,7949,8779
TARVITA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,303,3396,303,3396,3699
TEOPONTE,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,33,46,33,46,79
TIAWANACU,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,1694,0,1694,1694
TINGUIPAYA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,265,2535,265,2535,2800
TIPUANI,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,38,0,38,38
TIQUIPAYA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,344,18074,344,18074,18418
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,14,0,14,14
TOLATA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,12,0,12,0,12
TOLEDO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,8,931,8,931,939
TOMAVE,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,16,902,16,902,918
TOMINA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,199,2061,199,2061,2260
TORO TORO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,1198,0,1198,1198
TOTORA(CBBA),otras vacunaciones,antirrabica en perros y gatos,2011-09-01,5,447,5,447,452
TOTORA(ORR),otras vacunaciones,antirrabica en perros y gatos,2011-09-01,40,410,40,410,450
TRINIDAD,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,1582,601,1582,601,2183
TUPIZA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,488,9700,488,9700,10188
TURCO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,36,309,36,309,345
UMALA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,22,454,22,454,476
UNCIA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,678,0,678,678
URIONDO (A. CONCEPCION),otras vacunaciones,antirrabica en perros y gatos,2011-09-01,23,252,23,252,275
URUBICHA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,596,0,596,596
UYUNI,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,1972,358,1972,358,2330
VACAS,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,121,2341,121,2341,2462
VIACHA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,204,696,204,696,900
VILA VILA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,22,0,22,22
VILLA CHARCAS,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,2,148,2,148,150
VILLA MONTES,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,2,40,2,40,42
VILLA SERRANO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,259,1331,259,1331,1590
VILLA TUNARI,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,451,1352,451,1352,1803
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,64,0,64,64
VILLAZON,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,7,1571,7,1571,1578
VINTO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,32,321,32,321,353
VITICHI,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,1445,0,1445,1445
WARNES,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,827,4528,827,4528,5355
YACO,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,10,169,10,169,179
YAMPARAEZ,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,40,37,40,37,77
YANACACHI,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,116,0,116,116
YAPACANI,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,167,383,167,383,550
YOCALLA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,271,581,271,581,852
YOTALA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,196,1261,196,1261,1457
YUNCHARA,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,367,0,367,367
ZUDAÑEZ,otras vacunaciones,antirrabica en perros y gatos,2011-09-01,0,636,0,636,636
ACACIO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,50,0,50,50
ACHACACHI,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,19,0,19,19
AIQUILE,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,6,34,6,34,40
ALALAY,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,16,506,16,506,522
ALTO BENI,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,70,0,70,70
ANCORAIMES,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,6,0,6,6
ANDAMARCA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,1,67,1,67,68
ANTEQUERA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,16,0,16,16
ANZALDO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,356,0,356,356
ARANI,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,60,3168,60,3168,3228
ARBIETO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,100,1846,100,1846,1946
ARQUE,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,3,390,3,390,393
ATOCHA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,25,1703,25,1703,1728
AYO AYO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,80,0,80,80
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antirrabica en perros y gatos,2011-10-01,3,2527,3,2527,2530
AZURDUY,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,20,10,20,10,30
BELEN DE URMIRI,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,86,0,86,86
BERMEJO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,116,0,116,116
BETANZOS,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,230,0,230,230
BOLIVAR,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,1,488,1,488,489
BOYUIBE,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,5,0,5,0,5
BUENA VISTA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,48,0,48,48
CABEZAS,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,5,155,5,155,160
CAIROMA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,50,0,50,50
"CAIZA ""D""",otras vacunaciones,antirrabica en perros y gatos,2011-10-01,13,370,13,370,383
CALACOTO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,10,0,10,10
CALAMARCA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,20,0,20,20
CAMARGO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,58,0,58,58
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,120,0,120,120
CAMIRI,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,720,0,720,0,720
CAPINOTA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,68,0,68,0,68
CARACOLLO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,1,197,1,197,198
CARANAVI,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,1,416,1,416,417
CARAPARI,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,219,0,219,219
CARIPUYO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,10,0,10,10
CATACORA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,2,14,2,14,16
CHALLAPATA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,10,586,10,586,596
CHAQUI,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,53,0,53,53
CHARAGUA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,70,1395,70,1395,1465
CHARAÑA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,10,0,10,10
CHAYANTA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,708,0,708,708
CHIMORE,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,38,160,38,160,198
CHIPAYA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,8,0,8,0,8
CHOQUE COTA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,220,0,220,220
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antirrabica en perros y gatos,2011-10-01,6,548,6,548,554
CKOCHAS,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,80,0,80,80
CLIZA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,54,6404,54,6404,6458
COBIJA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,11,0,11,0,11
COCAPATA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,4413,0,4413,4413
COCHABAMBA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,720,187164,720,187164,187884
COLCAPIRHUA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,25,18267,25,18267,18292
"COLCHA ""K""",otras vacunaciones,antirrabica en perros y gatos,2011-10-01,40,184,40,184,224
COLOMI,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,59,2522,59,2522,2581
COLQUECHACA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,342,3069,342,3069,3411
COLQUENCHA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,11,0,11,0,11
COMARAPA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,140,0,140,140
COMBAYA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,37,0,37,37
CONCEPCION,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,209,0,209,209
COPACABANA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,30,0,30,30
COROICO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,284,0,284,284
CORQUE,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,12,203,12,203,215
COTAGAITA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,7,982,7,982,989
COTOCA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,39,177,39,177,216
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,67,0,67,67
CULPINA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,49,72,49,72,121
CURAHUARA DE CARANGAS,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,4,44,4,44,48
EL ALTO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,377,876,377,876,1253
EL CHORO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,40,605,40,605,645
EL PUENTE(STC),otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,37,0,37,37
EL PUENTE(TJA),otras vacunaciones,antirrabica en perros y gatos,2011-10-01,25,180,25,180,205
EL TORNO,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,2365,1683,2365,1683,4048
EL VILLAR,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,165,0,165,165
ENTRE RIOS TRJ,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,89,596,89,596,685
ENTRE RIOS CBBA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,12,50,12,50,62
ESCARA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,9,0,9,9
EUCALIPTUS,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,677,0,677,677
GENERAL SAAVEDRA,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,10,0,10,10
GUANAY,otras vacunaciones,antirrabica en perros y gatos,2011-10-01,0,20,0,20,20
