municipality,group,variable,month,Niños 1 a 4 años con 2da dosis de vitamina A,TOTAL
AZURDUY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,169,169
BATALLAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,40,40
BAURES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,30,30
BELEN DE ANDAMARCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,13,13
BELEN DE URMIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,13,13
BELLA FLOR,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,11,11
BERMEJO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,292,292
BETANZOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,518,518
BOLIVAR,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,45,45
BOLPEBRA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,6,6
BOYUIBE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,38,38
BUENA VISTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,147,147
CABEZAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,124,124
CAIROMA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,60,60
"CAIZA ""D""",micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,89,89
CAJUATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,76,76
CALACOTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,38,38
CALAMARCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,86,86
CAMARGO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,217,217
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,52,52
CAMIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,185,185
CAPINOTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,375,375
CAQUIAVIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,42,42
CARACOLLO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,90,90
CARANAVI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,323,323
CARANGAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,1,1
CARAPARI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,130,130
CARIPUYO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,233,233
CARMEN RIVERO TORREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,19,19
CATACORA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,2,2
CHACARILLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,15,15
CHALLAPATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,243,243
CHAQUI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,56,56
CHARAGUA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,366,366
CHARAÑA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,53,53
CHAYANTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,276,276
CHIMORE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,39,39
CHIPAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,16,16
CHOQUE COTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,8,8
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,59,59
CHUMA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,52,52
CLIZA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,75,75
COBIJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,164,164
COCHABAMBA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,1796,1796
COIPASA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,1,1
COLCAPIRHUA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,213,213
"COLCHA ""K""",micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,295,295
COLLANA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,20,20
COLOMI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,114,114
COLPA BELGICA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,229,229
COLQUECHACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,869,869
COLQUENCHA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,62,62
COLQUIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,162,162
COMANCHE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,33,33
COMARAPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,151,151
COMBAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,61,61
CONCEPCION,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,489,489
COPACABANA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,191,191
CORIPATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,35,35
CORO CORO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,97,97
COROICO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,153,153
CORQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,113,113
COTAGAITA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,469,469
COTOCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,1064,1064
CUATRO CAÑADAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,240,240
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,8,8
CUEVO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,49,49
CULPINA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,229,229
CURAHUARA DE CARANGAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,32,32
CURVA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,10,10
DESAGUADERO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,14,14
EL ALTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,6192,6192
EL CHORO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,28,28
EL PUENTE(STC),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,161,161
EL PUENTE(TJA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,67,67
EL TORNO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,679,679
EL VILLAR,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,282,282
ENTRE RIOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,64,64
ENTRE RIOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,146,146
ESCARA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,16,16
ESMERALDA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,14,14
EUCALIPTUS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,140,140
EUREKA (SANTOS MERCADO),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,31,31
EXALTACION,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,84,84
FERNANDEZ ALONSO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,150,150
FILADELFIA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,28,28
GENERAL SAAVEDRA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,186,186
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,87,87
GUANAY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,61,61
GUAQUI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,25,25
GUAYARAMERIN,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,234,234
GUTIERREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,31,31
HUACARETA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,118,118
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,27,27
HUACHACALLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,17,17
HUANUNI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,505,505
HUARACAJE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,7,7
HUAYLLAMARCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,18,18
ICHOCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,81,81
ICLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,31,31
INCAHUASI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,485,485
INQUISIVI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,222,222
IRUPANA (VILLA DE LANZA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,360,360
IXIAMAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,90,90
JESUS DE MACHACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,57,57
LA ASUNTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,94,94
LA GUARDIA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,611,611
LA PAZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,6104,6104
LAGUNILLAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,94,94
LAJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,83,83
LAS CARRERAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,87,87
LICOMA PAMPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,23,23
LLALLAGUA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,127,127
LLICA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,30,30
LORETO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,44,44
LURIBAY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,35,35
MACHACAMARCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,91,91
MACHARETI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,117,117
MAGDALENA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,99,99
MAIRANA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,49,49
MALLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,9,9
MAPIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,38,38
MECAPACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,46,46
MINEROS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,293,293
MIZQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,124,124
MOCOMOCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,67,67
MOJINETE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,15,15
MOJOCOYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,36,36
MONTEAGUDO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,664,664
MONTERO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,758,758
MORO MORO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,39,39
MOROCHATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,145,145
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,19,19
OCURI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,262,262
OKINAWA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,253,253
OMEREQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,75,75
ORURO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,1001,1001
PADCAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,110,110
PADILLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,280,280
PAILON,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,191,191
PALCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,2,2
PALOS BLANCOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,180,180
PAMPA AULLAGAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,56,56
PAMPA GRANDE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,135,135
PAPEL PAMPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,16,16
PASORAPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,13,13
PATACAMAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,123,123
PAZÑA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,34,34
PELECHUCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,25,25
POCOATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,449,449
POCONA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,60,60
POJO (CBBA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,127,127
POOPO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,72,72
PORCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,80,80
POROMA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,469,469
PORONGO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,182,182
PORTACHUELO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,381,381
PORVENIR,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,9,9
POSTRER VALLE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,17,17
POTOSI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,898,898
PRESTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,171,171
PUCARA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,10,10
PUCARANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,161,161
PUERTO ACOSTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,96,96
PUERTO CARABUCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,86,86
PUERTO GONZALO MORENO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,28,28
PUERTO PEREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,84,84
PUERTO QUIJARRO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,194,194
PUERTO RICO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,17,17
PUERTO SILES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,26,26
PUERTO SUAREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,141,141
PUERTO VILLARROEL,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,136,136
PUNA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,462,462
PUNATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,177,177
QUIABAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,37,37
QUILLACOLLO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,759,759
QUIME,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,66,66
QUIRUSILLAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,4,4
RAVELO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,399,399
REYES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,49,49
RIBERALTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,379,379
ROBORE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,143,143
RURRENABAQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,39,39
SABAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,22,22
SACABA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,988,988
SACABAMBA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,25,25
SACACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,173,173
SAIPINA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,91,91
SALINAS DE GARCI MENDOZA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,84,84
SAMAIPATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,112,112
SAN AGUSTIN,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,32,32
SAN ANDRES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,84,84
SAN ANDRES DE MACHACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,40,40
SAN ANTONIO DE ESMORUCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,5,5
SAN ANTONIO DE LOMERIO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,68,68
SAN BENITO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,93,93
SAN BORJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,443,443
SAN BUENA VENTURA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,83,83
SAN CARLOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,147,147
SAN IGNACIO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,163,163
SAN IGNACIO DE VELASCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,713,713
SAN JAVIER(BNI),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,26,26
SAN JAVIER(STC),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,424,424
SAN JOAQUIN,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,35,35
SAN JOSE DE CHIQUITOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,207,207
SAN JUAN DE YAPACANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,145,145
SAN JULIAN,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,788,788
SAN LORENZO(PND),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,1,1
SAN LORENZO(TJA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,163,163
SAN LUCAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,509,509
SAN MATIAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,164,164
SAN MIGUEL DE VELASCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,82,82
SAN PABLO DE LIPEZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,20,20
SAN PEDRO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,110,110
SAN PEDRO DE BUENA VISTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,567,567
SAN PEDRO DE CURAHUARA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,38,38
SAN PEDRO DE TIQUINA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,27,27
SAN PEDRO(PND),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,5,5
SAN RAFAEL,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,68,68
SAN RAMON,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,27,27
SAN RAMON,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,84,84
SANTA ANA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,85,85
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,5802,5802
SANTA ROSA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,200,200
SANTA ROSA DEL SARA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,924,924
SANTIAGO DE CALLAPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,41,41
SANTIAGO DE HUARI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,172,172
SANTIAGO DE MACHACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,29,29
SANTIVAÑES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,76,76
SANTUARIO DE QUILLACAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,81,81
SAPAHAQUI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,112,112
SENA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,23,23
SICA SICA (VILLA AROMA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,72,72
SICAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,21,21
SIPE SIPE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,148,148
SOPACHUY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,79,79
SORACACHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,97,97
SORATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,159,159
SUCRE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,3744,3744
TACACHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,5,5
TACACOMA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,34,34
TACOBAMBA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,110,110
TACOPAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,105,105
TAHUA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,21,21
TAPACARI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,270,270
TARABUCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,229,229
TARACO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,17,17
TARATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,23,23
TARIJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,602,602
TARVITA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,119,119
TEOPONTE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,10,10
TIAWANACU,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,69,69
TINGUIPAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,396,396
TIPUANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,21,21
TIQUIPAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,163,163
TIRAQUE (CBBA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,349,349
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,7,7
TOCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,26,26
TODOS SANTOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,10,10
TOLEDO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,17,17
TOMAVE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2006-11-01,119,119
