municipality,group,variable,month,Mujeres puérperas que recibieron dosis única d,TOTAL
MAPIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,24,24
MECAPACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,8,8
MINEROS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,34,34
MIZQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,52,52
MOCOMOCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,27,27
MOJINETE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,2,2
MOJOCOYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,14,14
MONTEAGUDO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,44,44
MONTERO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,43,43
MORO MORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,2,2
MOROCHATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,60,60
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,1,1
NAZACARA DE PACAJES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,1,1
OCURI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,47,47
OKINAWA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,14,14
OMEREQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,15,15
ORURO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,213,213
PADCAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,22,22
PADILLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,23,23
PAILON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,23,23
PALCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,13,13
PALOS BLANCOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,41,41
PAMPA AULLAGAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,4,4
PAMPA GRANDE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,10,10
PAPEL PAMPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,10,10
PASORAPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,2,2
PATACAMAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,39,39
PAZÑA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,4,4
PELECHUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,10,10
POCOATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,32,32
POCONA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,18,18
POJO (CBBA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,21,21
POOPO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,2,2
PORCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,14,14
POROMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,36,36
PORONGO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,7,7
PORTACHUELO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,34,34
PORVENIR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,7,7
POSTRER VALLE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,4,4
POTOSI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,242,242
PRESTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,12,12
PUCARANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,31,31
PUERTO ACOSTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,33,33
PUERTO CARABUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,16,16
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,15,15
PUERTO PEREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,5,5
PUERTO QUIJARRO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,7,7
PUERTO RICO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,16,16
PUERTO SILES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,1,1
PUERTO SUAREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,34,34
PUERTO VILLARROEL,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,118,118
PUNA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,50,50
PUNATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,62,62
QUIABAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,6,6
QUILLACOLLO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,166,166
QUIME,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,9,9
QUIRUSILLAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,1,1
RAVELO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,37,37
REYES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,17,17
RIBERALTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,124,124
ROBORE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,34,34
SABAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,3,3
SACABA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,135,135
SACABAMBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,10,10
SACACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,44,44
SAIPINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,7,7
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,20,20
SAMAIPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,17,17
SAN ANDRES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,15,15
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,3,3
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,3,3
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,15,15
SAN BENITO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,15,15
SAN BORJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,30,30
SAN BUENA VENTURA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,14,14
SAN CARLOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,51,51
SAN IGNACIO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,55,55
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,165,165
SAN JAVIER(BNI),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,3,3
SAN JAVIER(STC),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,20,20
SAN JOAQUIN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,6,6
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,20,20
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,15,15
SAN JULIAN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,56,56
SAN LORENZO(PND),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,7,7
SAN LORENZO(TJA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,21,21
SAN LUCAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,65,65
SAN MATIAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,25,25
SAN MIGUEL DE VELASCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,14,14
SAN PABLO DE LIPEZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,4,4
SAN PEDRO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,20,20
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,39,39
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,9,9
SAN PEDRO DE QUEMES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,2,2
SAN PEDRO DE TIQUINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,6,6
SAN PEDRO(PND),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,1,1
SAN RAFAEL,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,12,12
SAN RAMON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,12,12
SANTA ANA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,26,26
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,2028,2028
SANTA ROSA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,25,25
SANTA ROSA DEL SARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,29,29
SANTIAGO DE CALLAPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,10,10
SANTIAGO DE HUARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,12,12
SANTIAGO DE MACHACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,3,3
SANTIVAÑES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,5,5
SANTUARIO DE QUILLACAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,6,6
SAPAHAQUI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,13,13
SENA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,20,20
SICA SICA (VILLA AROMA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,26,26
SICAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,5,5
SIPE SIPE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,36,36
SOPACHUY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,17,17
SORACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,17,17
SORATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,23,23
SUCRE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,253,253
TACACOMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,18,18
TACOBAMBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,16,16
TACOPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,28,28
TAHUA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,4,4
TAPACARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,55,55
TARABUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,41,41
TARACO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,5,5
TARATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,10,10
TARIJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,276,276
TARVITA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,32,32
TEOPONTE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,14,14
TIAWANACU,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,24,24
TINGUIPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,61,61
TIPUANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,21,21
TIQUIPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,64,64
TIRAQUE (CBBA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,83,83
TOCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,9,9
TOLATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,7,7
TOLEDO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,6,6
TOMAVE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,17,17
TOMINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,17,17
TORO TORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,14,14
TOTORA(CBBA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,16,16
TOTORA(ORR),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,9,9
TRINIDAD,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,299,299
TUPIZA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,67,67
TURCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,9,9
UMALA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,20,20
UNCIA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,58,58
URIONDO (A. CONCEPCION),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,5,5
URUBICHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,32,32
UYUNI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,31,31
VACAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,15,15
VALLEGRANDE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,19,19
VIACHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,36,36
VILA VILA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,6,6
VILLA MONTES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,60,60
VILLA NUEVA (LOMA ALTA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,4,4
VILLA RIVERO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,9,9
VILLA SERRANO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,20,20
VILLA TUNARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,124,124
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,10,10
VILLAZON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,47,47
VINTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,33,33
VITICHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,14,14
WALDO BALLIVIAN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,5,5
WARNES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,95,95
YACO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,15,15
YACUIBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,63,63
YAMPARAEZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,10,10
YANACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,6,6
YAPACANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,97,97
YOCALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,8,8
YOTALA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,17,17
YUNCHARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,8,8
ZUDAÑEZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-05-01,8,8
ACACIO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-06-01,9,9
ACHACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-06-01,48,48
ACHOCALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-06-01,12,12
AIQUILE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-06-01,35,35
ALCALA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-06-01,6,6
ANCORAIMES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-06-01,16,16
ANDAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-06-01,4,4
ANTEQUERA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-06-01,2,2
ANZALDO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-06-01,5,5
APOLO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-06-01,33,33
ARAMPAMPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-06-01,8,8
ARANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-06-01,16,16
ARBIETO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-06-01,10,10
ARQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-06-01,27,27
ASCENCION DE GUARAYOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-06-01,62,62
ATOCHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-06-01,20,20
AUCAPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-06-01,7,7
AYATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-06-01,10,10
AYO AYO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-06-01,15,15
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-06-01,34,34
AZURDUY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-06-01,28,28
BATALLAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-06-01,15,15
BAURES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-06-01,11,11
BELEN DE URMIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-06-01,4,4
BERMEJO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-06-01,60,60
BETANZOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-06-01,46,46
BOLIVAR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2006-06-01,11,11
