municipality,group,variable,month,Niños menores de 5 años con 1ra dosis de hier,TOTAL
AIQUILE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,23,23
ALALAY,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,4,4
ALCALA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,12,12
ANDAMARCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,6,6
ANTEQUERA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,8,8
ANZALDO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,3,3
ARBIETO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,1,1
ATOCHA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,29,29
BAURES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,38,38
BELLA FLOR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,29,29
BERMEJO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,104,104
BETANZOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,3,3
BOLIVAR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,1,1
BOYUIBE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,20,20
BUENA VISTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,162,162
CABEZAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,35,35
CAMIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,109,109
CARACOLLO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,20,20
CARAPARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,4,4
CARMEN RIVERO TORREZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,29,29
CHARAGUA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,220,220
CHAYANTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,26,26
CHOQUE COTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,13,13
COBIJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,169,169
COIPASA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,5,5
COLCAPIRHUA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,10,10
COLPA BELGICA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,10,10
CORQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,8,8
COTAGAITA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,216,216
CUEVO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,61,61
CULPINA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,183,183
EL CHORO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,2,2
EL PUENTE(STC),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,257,257
EL PUENTE(TJA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,4,4
EL VILLAR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,62,62
EUREKA (SANTOS MERCADO),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,9,9
EXALTACION,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,13,13
FERNANDEZ ALONSO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,113,113
FILADELFIA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,30,30
GENERAL SAAVEDRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,33,33
GUAYARAMERIN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,40,40
GUTIERREZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,95,95
HUACARETA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,16,16
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,11,11
ICLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,10,10
INCAHUASI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,61,61
LA PAZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,4,4
LAGUNILLAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,134,134
LAS CARRERAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,4,4
LORETO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,6,6
MACHARETI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,23,23
MAGDALENA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,97,97
MAIRANA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,4,4
MINEROS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,186,186
MIZQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,6,6
MOJOCOYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,7,7
MONTEAGUDO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,46,46
MONTERO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,227,227
MOROCHATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,39,39
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,5,5
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,4,4
OCURI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,12,12
OKINAWA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,82,82
OMEREQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,2,2
ORURO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,311,311
PADCAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,16,16
PADILLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,10,10
PAILON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,148,148
PAMPA GRANDE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,41,41
POJO (CBBA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,12,12
POOPO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,8,8
POROMA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,31,31
PORTACHUELO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,2,2
PORVENIR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,3,3
POTOSI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,99,99
PRESTO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,16,16
PUERTO GONZALO MORENO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,20,20
PUERTO RICO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,44,44
PUERTO SUAREZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,14,14
PUNA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,46,46
PUNATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,45,45
QUILLACOLLO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,59,59
QUIRUSILLAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,8,8
REYES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,49,49
RIBERALTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,133,133
ROBORE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,97,97
RURRENABAQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,9,9
SAMAIPATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,40,40
SAN ANDRES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,42,42
SAN BENITO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,8,8
SAN BORJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,227,227
SAN CARLOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,2,2
SAN IGNACIO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,3,3
SAN IGNACIO DE VELASCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,112,112
SAN JAVIER(BNI),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,2,2
SAN JOSE DE CHIQUITOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,220,220
SAN JUAN DE YAPACANI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,14,14
SAN JULIAN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,22,22
SAN LORENZO(PND),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,8,8
SAN LORENZO(TJA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,42,42
SAN LUCAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,390,390
SAN MIGUEL DE VELASCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,8,8
SAN PABLO DE LIPEZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,1,1
SAN PEDRO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,85,85
SAN RAFAEL,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,2,2
SAN RAMON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,28,28
SANTA ANA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,101,101
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,1719,1719
SANTA ROSA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,102,102
SANTA ROSA DEL SARA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,212,212
SANTIAGO DE HUARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,13,13
SENA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,21,21
SIPE SIPE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,36,36
SORACACHI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,18,18
SUCRE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,583,583
TAPACARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,43,43
TARABUCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,237,237
TARIJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,60,60
TIQUIPAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,97,97
TOLEDO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,7,7
TOMINA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,9,9
TOTORA(CBBA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,1,1
TOTORA(ORR),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,6,6
TRINIDAD,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,398,398
TUPIZA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,32,32
TURCO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,13,13
UYUNI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,50,50
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,29,29
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,60,60
VILLAZON,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,85,85
VINTO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,3,3
VITICHI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,11,11
WARNES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,215,215
YACUIBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,21,21
YAMPARAEZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,72,72
YAPACANI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,38,38
YOTALA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,20,20
YUNCHARA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-03-01,1,1
AIQUILE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,51,51
ALALAY,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,4,4
ALCALA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,31,31
ANDAMARCA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,4,4
ANTEQUERA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,7,7
ARANI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,47,47
ARBIETO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,5,5
ASCENCION DE GUARAYOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,213,213
AUCAPATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,21,21
BAURES,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,19,19
BELEN DE URMIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,11,11
BELLA FLOR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,10,10
BERMEJO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,112,112
BETANZOS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,122,122
BOLPEBRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,23,23
BOYUIBE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,29,29
BUENA VISTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,225,225
CABEZAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,12,12
CAMARGO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,21,21
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,22,22
CAMIRI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,65,65
CAPINOTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,9,9
CARACOLLO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,3,3
CARAPARI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,4,4
CARMEN RIVERO TORREZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,51,51
CHARAGUA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,118,118
CHAYANTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,8,8
CHOQUE COTA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,7,7
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,5,5
COBIJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,180,180
COCHABAMBA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,6,6
COIPASA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,5,5
COLCAPIRHUA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,4,4
COLPA BELGICA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,32,32
COLQUECHACA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,12,12
COROICO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,2,2
CORQUE,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,37,37
COTAGAITA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,82,82
CUEVO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,67,67
CULPINA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,135,135
EL ALTO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,2,2
EL PUENTE(STC),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,127,127
EL PUENTE(TJA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,4,4
EL VILLAR,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,41,41
EUREKA (SANTOS MERCADO),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,9,9
EXALTACION,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,14,14
FERNANDEZ ALONSO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,59,59
FILADELFIA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,7,7
GENERAL SAAVEDRA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,13,13
GUAYARAMERIN,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,40,40
GUTIERREZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,30,30
HUACARETA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,23,23
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,22,22
HUANUNI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,11,11
ICLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,3,3
INCAHUASI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,71,71
INGAVI (HUMAITA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,8,8
LA PAZ,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,146,146
LAGUNILLAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,54,54
LAJA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,9,9
LAS CARRERAS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,5,5
LORETO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,14,14
MACHARETI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,50,50
MAGDALENA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,84,84
MAIRANA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,1,1
MALLA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,3,3
MINEROS,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,49,49
MOJOCOYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,16,16
MONTEAGUDO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,54,54
MONTERO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,87,87
MOROCHATA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,8,8
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,2,2
OCURI,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,64,64
OKINAWA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,58,58
ORURO,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,59,59
PADCAYA,micronutrientes,ninos menores de  5 anos con 1ra dosis de hier,2006-04-01,13,13
