municipality,group,variable,month,Mujeres puérperas que recibieron 90 tabletas d,TOTAL
VILLA SERRANO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-01-01,18,18
VILLA TUNARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-01-01,77,77
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-01-01,15,15
VILLAZON,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-01-01,28,28
VINTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-01-01,2,2
VITICHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-01-01,16,16
WALDO BALLIVIAN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-01-01,1,1
WARNES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-01-01,46,46
YACO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-01-01,10,10
YACUIBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-01-01,99,99
YAMPARAEZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-01-01,15,15
YANACACHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-01-01,2,2
YAPACANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-01-01,56,56
YOCALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-01-01,3,3
YOTALA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-01-01,11,11
YUNCHARA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-01-01,4,4
ZUDAÑEZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-01-01,11,11
ACACIO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,8,8
ACHACACHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,63,63
ACHOCALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,4,4
AIQUILE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,6,6
ALALAY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,5,5
ALCALA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,6,6
ANCORAIMES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,23,23
ANDAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,5,5
ANTEQUERA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,3,3
ANZALDO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,4,4
APOLO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,35,35
ARAMPAMPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,3,3
ARANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,18,18
ARBIETO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,10,10
ARQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,16,16
ASCENCION DE GUARAYOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,50,50
ATOCHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,13,13
AUCAPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,2,2
AYATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,18,18
AYO AYO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,17,17
AZURDUY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,28,28
BATALLAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,12,12
BAURES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,7,7
BELEN DE URMIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,1,1
BELLA FLOR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,1,1
BERMEJO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,39,39
BETANZOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,30,30
BOLIVAR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,10,10
BOLPEBRA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,2,2
BOYUIBE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,4,4
BUENA VISTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,10,10
CABEZAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,21,21
CAIROMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,24,24
"CAIZA ""D""",micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,3,3
CAJUATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,8,8
CALACOTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,5,5
CALAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,15,15
CAMARGO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,23,23
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,1,1
CAMIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,20,20
CAPINOTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,31,31
CAQUIAVIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,9,9
CARACOLLO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,27,27
CARANAVI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,91,91
CARAPARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,11,11
CARIPUYO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,4,4
CARMEN RIVERO TORREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,6,6
CHALLAPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,34,34
CHAQUI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,5,5
CHARAGUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,37,37
CHARAÑA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,2,2
CHAYANTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,25,25
CHIMORE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,18,18
CHOQUE COTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,28,28
CHUMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,13,13
CLIZA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,28,28
COBIJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,84,84
COCHABAMBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,30,30
COLCAPIRHUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,14,14
"COLCHA ""K""",micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,9,9
COLLANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,1,1
COLOMI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,27,27
COLPA BELGICA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,11,11
COLQUECHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,76,76
COLQUENCHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,9,9
COLQUIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,26,26
COMANCHE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,5,5
COMARAPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,29,29
CONCEPCION,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,1,1
COPACABANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,18,18
CORIPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,19,19
CORO CORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,10,10
COROICO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,13,13
CORQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,5,5
COTAGAITA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,29,29
COTOCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,3,3
CUATRO CAÑADAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,49,49
CULPINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,32,32
CURAHUARA DE CARANGAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,8,8
CURVA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,1,1
DESAGUADERO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,2,2
EL ALTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,797,797
EL CHORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,5,5
EL PUENTE(STC),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,12,12
EL PUENTE(TJA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,14,14
EL TORNO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,59,59
EL VILLAR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,8,8
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,27,27
ENTRE RIOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,33,33
EUCALIPTUS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,7,7
EUREKA (SANTOS MERCADO),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,4,4
EXALTACION,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,6,6
FERNANDEZ ALONSO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,17,17
FILADELFIA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,4,4
GENERAL SAAVEDRA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,23,23
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,17,17
GUANAY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,25,25
GUAQUI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,3,3
GUAYARAMERIN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,80,80
GUTIERREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,13,13
HUACARETA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,15,15
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,2,2
HUANUNI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,26,26
HUARACAJE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,2,2
HUAYLLAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,2,2
ICHOCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,4,4
ICLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,17,17
INCAHUASI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,42,42
INGAVI (HUMAITA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,4,4
INQUISIVI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,5,5
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,18,18
IXIAMAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,3,3
JESUS DE MACHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,14,14
LA ASUNTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,51,51
LA GUARDIA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,23,23
LA PAZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,700,700
LAGUNILLAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,13,13
LAJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,12,12
LAS CARRERAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,4,4
LICOMA PAMPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,2,2
LLALLAGUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,11,11
LLICA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,3,3
LURIBAY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,13,13
MACHACAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,2,2
MACHARETI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,7,7
MAGDALENA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,7,7
MALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,4,4
MAPIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,16,16
MECAPACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,12,12
MINEROS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,15,15
MIZQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,22,22
MOCOMOCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,25,25
MOJOCOYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,15,15
MONTEAGUDO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,39,39
MONTERO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,53,53
MORO MORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,3,3
MOROCHATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,21,21
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,5,5
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,1,1
OCURI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,29,29
OKINAWA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,8,8
OMEREQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,5,5
ORURO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,111,111
PADCAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,25,25
PADILLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,16,16
PALCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,7,7
PALOS BLANCOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,36,36
PAMPA AULLAGAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,2,2
PAMPA GRANDE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,1,1
PAPEL PAMPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,2,2
PASORAPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,8,8
PATACAMAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,22,22
PAZÑA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,6,6
PELECHUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,14,14
POCOATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,23,23
POCONA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,7,7
POJO (CBBA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,18,18
POOPO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,5,5
PORCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,9,9
POROMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,26,26
PORONGO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,14,14
PORTACHUELO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,10,10
PORVENIR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,6,6
POSTRER VALLE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,1,1
POTOSI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,240,240
PRESTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,17,17
PUCARANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,31,31
PUERTO ACOSTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,22,22
PUERTO CARABUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,24,24
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,10,10
PUERTO PEREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,6,6
PUERTO QUIJARRO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,9,9
PUERTO RICO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,8,8
PUERTO SILES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,3,3
PUERTO SUAREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,1,1
PUERTO VILLARROEL,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,26,26
PUNA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,43,43
PUNATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,13,13
QUIABAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,5,5
QUILLACOLLO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,13,13
QUIME,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,10,10
QUIRUSILLAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,2,2
RAVELO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,30,30
REYES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,5,5
RIBERALTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,114,114
ROBORE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,1,1
RURRENABAQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,2,2
SABAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,4,4
SACABA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,32,32
SACABAMBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,2,2
SACACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,56,56
SAIPINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,13,13
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,18,18
SAMAIPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,5,5
SAN AGUSTIN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,6,6
SAN ANDRES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2006-02-01,12,12
