municipality,group,variable,month,Niños menores de 5 años con 3ra dosis de hier,TOTAL
SAN LORENZO(PND),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,22,22
SAN LORENZO(TJA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,123,123
SAN LUCAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,240,240
SAN PEDRO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,43,43
SAN PEDRO DE CURAHUARA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,30,30
SAN PEDRO DE TIQUINA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,4,4
SAN RAFAEL,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,75,75
SAN RAMON,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,29,29
SANTA ANA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,8,8
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,1091,1091
SANTA ROSA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,21,21
SANTA ROSA DEL SARA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,50,50
SANTIAGO DE CALLAPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,1,1
SANTIAGO DE HUARI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,9,9
SANTIAGO DE MACHACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,8,8
SANTIVAÑES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,14,14
SENA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,34,34
SICA SICA (VILLA AROMA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,29,29
SICAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,10,10
SIPE SIPE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,43,43
SOPACHUY,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,37,37
SORACACHI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,13,13
SORATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,54,54
SUCRE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,519,519
TACACHI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,1,1
TACACOMA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,29,29
TACOPAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,105,105
TAPACARI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,61,61
TARABUCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,45,45
TARACO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,8,8
TARATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,11,11
TARIJA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,109,109
TARVITA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,640,640
TEOPONTE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,36,36
TIAWANACU,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,44,44
TINGUIPAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,68,68
TIPUANI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,11,11
TIQUIPAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,30,30
TIRAQUE (CBBA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,69,69
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,6,6
TOCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,7,7
TOLATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,9,9
TOMAVE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,2,2
TOMINA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,118,118
TOTORA(CBBA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,5,5
TOTORA(ORR),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,18,18
TRINIDAD,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,127,127
TUPIZA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,9,9
TURCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,14,14
UNCIA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,19,19
URIONDO (A. CONCEPCION),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,106,106
VACAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,20,20
VIACHA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,17,17
VILA VILA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,8,8
VILLA MONTES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,88,88
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,8,8
VILLA RIVERO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,12,12
VILLA SERRANO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,70,70
VILLA TUNARI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,121,121
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,149,149
VILLAZON,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,8,8
VINTO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,15,15
VITICHI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,1,1
WARNES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,166,166
YACO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,27,27
YACUIBA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,38,38
YAMPARAEZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,10,10
YAPACANI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,303,303
YOCALLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,39,39
YOTALA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,96,96
YUNCHARA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,39,39
ZUDAÑEZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-07-01,87,87
ACHACACHI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,4,4
ACHOCALLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,2,2
AIQUILE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,31,31
ALCALA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,25,25
ANCORAIMES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,32,32
ANDAMARCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,6,6
ANTEQUERA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,4,4
ANZALDO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,3,3
APOLO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,5,5
ARANI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,3,3
ARBIETO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,15,15
ARQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,67,67
ASCENCION DE GUARAYOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,584,584
ATOCHA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,6,6
AUCAPATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,5,5
AYATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,34,34
AYO AYO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,75,75
AZURDUY,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,113,113
BATALLAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,11,11
BAURES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,36,36
BELEN DE ANDAMARCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,19,19
BELLA FLOR,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,1,1
BERMEJO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,270,270
BETANZOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,240,240
BOLIVAR,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,59,59
BOLPEBRA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,12,12
BOYUIBE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,21,21
BUENA VISTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,22,22
CABEZAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,17,17
CAIROMA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,58,58
"CAIZA ""D""",micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,9,9
CAJUATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,15,15
CALACOTO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,73,73
CALAMARCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,4,4
CAMARGO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,298,298
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,48,48
CAMIRI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,45,45
CAPINOTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,95,95
CAQUIAVIRI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,33,33
CARANAVI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,60,60
CARANGAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,4,4
CARAPARI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,82,82
CARMEN RIVERO TORREZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,12,12
CATACORA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,5,5
CHALLAPATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,12,12
CHAQUI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,7,7
CHARAGUA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,64,64
CHARAÑA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,4,4
CHAYANTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,13,13
CHIMORE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,25,25
CHIPAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,24,24
CHOQUE COTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,1,1
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,8,8
CHUMA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,7,7
CLIZA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,24,24
COBIJA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,98,98
COCHABAMBA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,216,216
COIPASA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,3,3
COLCAPIRHUA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,6,6
COLOMI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,62,62
COLQUECHACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,72,72
COLQUIRI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,94,94
COMANCHE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,10,10
COMBAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,6,6
COPACABANA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,3,3
CORIPATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,6,6
CORO CORO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,23,23
COROICO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,33,33
CORQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,55,55
COTAGAITA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,287,287
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,1,1
CUEVO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,3,3
CULPINA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,99,99
CURAHUARA DE CARANGAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,55,55
CURVA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,5,5
DESAGUADERO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,43,43
EL ALTO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,1377,1377
EL CHORO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,28,28
EL PUENTE(TJA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,98,98
EL VILLAR,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,3,3
ENTRE RIOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,27,27
ENTRE RIOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,115,115
EUCALIPTUS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,34,34
EUREKA (SANTOS MERCADO),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,7,7
EXALTACION,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,15,15
FERNANDEZ ALONSO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,98,98
FILADELFIA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,37,37
GENERAL SAAVEDRA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,33,33
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,85,85
GUANAY,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,45,45
GUAQUI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,29,29
GUAYARAMERIN,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,221,221
GUTIERREZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,22,22
HUACARETA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,137,137
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,34,34
HUANUNI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,76,76
ICHOCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,15,15
ICLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,126,126
INCAHUASI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,343,343
INGAVI (HUMAITA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,10,10
INQUISIVI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,59,59
IRUPANA (VILLA DE LANZA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,22,22
IXIAMAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,5,5
JESUS DE MACHACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,96,96
LA ASUNTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,16,16
LA PAZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,1492,1492
LAGUNILLAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,5,5
LAJA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,78,78
LAS CARRERAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,5,5
LICOMA PAMPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,10,10
LLALLAGUA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,1,1
LLICA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,11,11
LORETO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,28,28
LURIBAY,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,111,111
MACHACAMARCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,5,5
MACHARETI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,105,105
MAGDALENA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,34,34
MAIRANA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,15,15
MALLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,35,35
MAPIRI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,27,27
MECAPACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,17,17
MINEROS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,20,20
MIZQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,63,63
MOCOMOCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,64,64
MOJOCOYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,30,30
MONTEAGUDO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,217,217
MONTERO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,132,132
MOROCHATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,99,99
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,4,4
OCURI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,15,15
OKINAWA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,147,147
OMEREQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,8,8
ORURO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,489,489
PADCAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,112,112
PADILLA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,83,83
PAILON,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,77,77
PALCA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,10,10
PALOS BLANCOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,22,22
PAMPA AULLAGAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,9,9
PAMPA GRANDE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,30,30
PAPEL PAMPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,8,8
PASORAPA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,52,52
PATACAMAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,4,4
PAZÑA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,26,26
PELECHUCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,23,23
POCONA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,15,15
POJO (CBBA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,12,12
POOPO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,34,34
PORCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,8,8
POROMA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,109,109
PORTACHUELO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,1,1
PORVENIR,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,256,256
POTOSI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,331,331
PRESTO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,72,72
PUCARANI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,20,20
PUERTO ACOSTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,38,38
PUERTO CARABUCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,114,114
PUERTO GONZALO MORENO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,23,23
PUERTO PEREZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,6,6
PUERTO QUIJARRO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,3,3
PUERTO RICO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,10,10
PUERTO SILES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,1,1
PUERTO SUAREZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,4,4
PUERTO VILLARROEL,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,45,45
PUNA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,104,104
PUNATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,27,27
QUILLACOLLO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,91,91
QUIME,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,35,35
QUIRUSILLAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,29,29
RAVELO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,30,30
REYES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,175,175
RIBERALTA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,276,276
ROBORE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,257,257
RURRENABAQUE,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,236,236
SABAYA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,18,18
SACABA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,271,271
SACABAMBA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,4,4
SALINAS DE GARCI MENDOZA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,13,13
SAMAIPATA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,61,61
SAN ANDRES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,58,58
SAN ANDRES DE MACHACA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,18,18
SAN ANTONIO DE ESMORUCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,2,2
SAN BENITO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,29,29
SAN BORJA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,527,527
SAN BUENA VENTURA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,23,23
SAN CARLOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,88,88
SAN IGNACIO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,171,171
SAN IGNACIO DE VELASCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,171,171
SAN JAVIER(BNI),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,64,64
SAN JOAQUIN,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,44,44
SAN JOSE DE CHIQUITOS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,6,6
SAN JUAN DE YAPACANI,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,85,85
SAN JULIAN,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,8,8
SAN LORENZO(PND),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,46,46
SAN LORENZO(TJA),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,130,130
SAN LUCAS,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,169,169
SAN MIGUEL DE VELASCO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,102,102
SAN PABLO DE LIPEZ,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,10,10
SAN PEDRO,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,96,96
SAN PEDRO DE CURAHUARA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,10,10
SAN PEDRO DE QUEMES,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,2,2
SAN PEDRO DE TIQUINA,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,12,12
SAN PEDRO(PND),micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,24,24
SAN RAFAEL,micronutrientes,ninos menores de  5 anos con 3ra dosis de hier,2006-08-01,32,32
