municipality,group,variable,month,Niños de 1 a 4 años con 1ra dosis vitamina A,TOTAL
LA GUARDIA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,108,108
LA PAZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,3211,3211
LA RIVERA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,1,1
LAGUNILLAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,23,23
LAJA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,46,46
LLALLAGUA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,80,80
LORETO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,13,13
LURIBAY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,36,36
MACHACAMARCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,3,3
MAGDALENA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,19,19
MAIRANA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,18,18
MALLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,9,9
MAPIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,114,114
MECAPACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,38,38
MINEROS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,83,83
MIZQUE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,110,110
MOCOMOCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,70,70
MOJOCOYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,5,5
MONTEAGUDO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,45,45
MONTERO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,410,410
MOROCHATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,133,133
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,4,4
OCURI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,1,1
OKINAWA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,30,30
OMEREQUE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,3,3
ORURO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,30,30
PADCAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,57,57
PAILON,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,11,11
PALCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,28,28
PALOS BLANCOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,159,159
PAMPA GRANDE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,41,41
PAPEL PAMPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,12,12
PASORAPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,2,2
PATACAMAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,116,116
PELECHUCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,28,28
POCOATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,17,17
POCONA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,75,75
POJO (CBBA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,45,45
PORCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,17,17
POROMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,11,11
PORONGO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,36,36
PORTACHUELO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,35,35
PORVENIR,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,19,19
POTOSI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,197,197
PRESTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,33,33
PUCARANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,123,123
PUERTO ACOSTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,75,75
PUERTO CARABUCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,65,65
PUERTO GONZALO MORENO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,42,42
PUERTO PEREZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,28,28
PUERTO QUIJARRO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,39,39
PUERTO RICO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,5,5
PUERTO SUAREZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,33,33
PUERTO VILLARROEL,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,124,124
PUNA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,27,27
PUNATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,72,72
QUIABAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,12,12
QUILLACOLLO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,490,490
QUIME,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,34,34
QUIRUSILLAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,2,2
RAVELO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,9,9
REYES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,71,71
RIBERALTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,332,332
ROBORE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,62,62
RURRENABAQUE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,19,19
SACABA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,172,172
SACABAMBA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,19,19
SAMAIPATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,16,16
SAN ANDRES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,25,25
SAN ANDRES DE MACHACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,24,24
SAN ANTONIO DE ESMORUCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,8,8
SAN ANTONIO DE LOMERIO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,8,8
SAN BENITO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,3,3
SAN BORJA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,144,144
SAN BUENA VENTURA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,41,41
SAN CARLOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,74,74
SAN IGNACIO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,45,45
SAN IGNACIO DE VELASCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,91,91
SAN JAVIER(BNI),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,6,6
SAN JOSE DE CHIQUITOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,85,85
SAN JUAN DE YAPACANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,9,9
SAN JULIAN,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,45,45
SAN LORENZO(PND),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,40,40
SAN LORENZO(TJA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,29,29
SAN LUCAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,53,53
SAN MATIAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,3,3
SAN PEDRO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,62,62
SAN PEDRO DE CURAHUARA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,19,19
SAN PEDRO DE QUEMES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,3,3
SAN PEDRO(PND),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,7,7
SAN RAFAEL,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,19,19
SAN RAMON,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,14,14
SANTA ANA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,12,12
SANTA CRUZ DE LA SIERRA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,2268,2268
SANTA ROSA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,21,21
SANTA ROSA DEL SARA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,17,17
SANTIAGO DE CALLAPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,14,14
SANTIAGO DE MACHACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,12,12
SAPAHAQUI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,18,18
SENA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,45,45
SICA SICA (VILLA AROMA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,71,71
SICAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,10,10
SIPE SIPE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,409,409
SOPACHUY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,2,2
SORACACHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,1,1
SORATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,66,66
SUCRE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,200,200
TACACHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,7,7
TACACOMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,7,7
TACOBAMBA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,21,21
TACOPAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,90,90
TAPACARI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,57,57
TARABUCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,25,25
TARACO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,10,10
TARATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,18,18
TARIJA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,1357,1357
TARVITA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,20,20
TEOPONTE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,15,15
TIAWANACU,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,36,36
TINGUIPAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,17,17
TIPUANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,68,68
TIQUIPAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,65,65
TIRAQUE (CBBA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,84,84
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,8,8
TOCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,44,44
TOLATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,36,36
TOMAVE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,17,17
TOMINA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,1,1
TOTORA(CBBA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,39,39
TOTORA(ORR),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,8,8
TRINIDAD,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,222,222
TUPIZA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,48,48
TURCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,15,15
UMALA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,16,16
UNCIA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,6,6
URIONDO (A. CONCEPCION),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,55,55
URUBICHA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,99,99
UYUNI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,64,64
VACAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,16,16
VIACHA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,121,121
VILA VILA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,16,16
VILLA MONTES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,113,113
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,8,8
VILLA RIVERO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,15,15
VILLA SERRANO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,14,14
VILLA TUNARI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,315,315
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,11,11
VILLAZON,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,19,19
VINTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,100,100
VITICHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,3,3
WALDO BALLIVIAN,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,10,10
WARNES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,80,80
YACO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,9,9
YACUIBA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,784,784
YAMPARAEZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,11,11
YANACACHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,17,17
YOCALLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,3,3
YOTALA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,16,16
YUNCHARA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-10-01,38,38
ACHACACHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,74,74
ACHOCALLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,93,93
AIQUILE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,43,43
ALCALA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,2,2
ANCORAIMES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,10,10
ANTEQUERA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,56,56
ANZALDO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,51,51
APOLO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,35,35
ARANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,12,12
ARBIETO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,24,24
ARQUE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,93,93
ASCENCION DE GUARAYOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,23,23
ATOCHA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,9,9
AUCAPATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,11,11
AYATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,36,36
AYO AYO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,14,14
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,61,61
BATALLAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,45,45
BAURES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,13,13
BELEN DE ANDAMARCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,4,4
BELEN DE URMIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,4,4
BELLA FLOR,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,9,9
BERMEJO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,58,58
BETANZOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,47,47
BOLIVAR,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,13,13
BOLPEBRA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,8,8
BOYUIBE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,19,19
BUENA VISTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,19,19
CABEZAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,29,29
CAIROMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,24,24
"CAIZA ""D""",micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,10,10
CAJUATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,17,17
CALACOTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,7,7
CALAMARCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,27,27
CAMARGO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,1,1
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,9,9
CAMIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,117,117
CAPINOTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,132,132
CAQUIAVIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,24,24
CARACOLLO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,7,7
CARANAVI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,124,124
CARAPARI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,31,31
CARIPUYO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,9,9
CARMEN RIVERO TORREZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,47,47
CHARAGUA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,33,33
CHARAÑA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,3,3
CHIMORE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,78,78
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,94,94
CHUMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,62,62
CLIZA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,84,84
COBIJA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,211,211
COCHABAMBA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,1595,1595
COLCAPIRHUA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,87,87
"COLCHA ""K""",micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,1,1
COLLANA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,2,2
COLOMI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,54,54
COLQUECHACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,5,5
COLQUENCHA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,13,13
COLQUIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,42,42
COMANCHE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,4,4
COMBAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,3,3
CORIPATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,31,31
CORO CORO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,2,2
COROICO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,63,63
COTAGAITA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,33,33
COTOCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,312,312
CUATRO CAÑADAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,97,97
CUEVO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,5,5
CULPINA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,35,35
CURAHUARA DE CARANGAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,6,6
CURVA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,1,1
DESAGUADERO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,30,30
EL ALTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,3997,3997
EL CHORO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,2,2
EL PUENTE(STC),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,22,22
EL PUENTE(TJA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,13,13
EL TORNO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,103,103
ENTRE RIOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,49,49
ENTRE RIOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,49,49
EUREKA (SANTOS MERCADO),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,1,1
EXALTACION,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,38,38
FERNANDEZ ALONSO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,97,97
FILADELFIA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,13,13
GENERAL SAAVEDRA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,50,50
GUANAY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,66,66
GUAQUI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,22,22
GUAYARAMERIN,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,96,96
GUTIERREZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,39,39
HUANUNI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,279,279
HUARACAJE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,1,1
ICLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,11,11
INQUISIVI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,13,13
IRUPANA (VILLA DE LANZA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,44,44
IXIAMAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,84,84
JESUS DE MACHACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,26,26
LA ASUNTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2006-11-01,158,158
