municipality,group,variable,month,Mujeres embarazadas que recibieron 90 tabletas,TOTAL
BOLIVAR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,24,24
BOLPEBRA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,4,4
BOYUIBE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,4,4
BUENA VISTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,21,21
CABEZAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,12,12
CAIROMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,40,40
"CAIZA ""D""",micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,10,10
CAJUATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,26,26
CALACOTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,13,13
CALAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,38,38
CAMARGO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,36,36
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,3,3
CAMIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,97,97
CAPINOTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,22,22
CAQUIAVIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,29,29
CARACOLLO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,53,53
CARANAVI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,224,224
CARAPARI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,23,23
CARIPUYO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,6,6
CARMEN RIVERO TORREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,3,3
CATACORA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,6,6
CHACARILLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,4,4
CHALLAPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,88,88
CHAQUI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,3,3
CHARAGUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,74,74
CHARAÑA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,15,15
CHAYANTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,38,38
CHIMORE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,64,64
CHIPAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,1,1
CHOQUE COTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,6,6
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,63,63
CHUMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,25,25
CLIZA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,37,37
COBIJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,56,56
COCHABAMBA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,273,273
COIPASA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,1,1
COLCAPIRHUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,47,47
"COLCHA ""K""",micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,20,20
COLLANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,4,4
COLOMI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,12,12
COLPA BELGICA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,8,8
COLQUECHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,136,136
COLQUENCHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,15,15
COLQUIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,68,68
COMANCHE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,10,10
COMARAPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,34,34
COMBAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,6,6
CONCEPCION,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,33,33
COPACABANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,51,51
CORIPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,36,36
CORO CORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,21,21
COROICO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,37,37
CORQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,11,11
COTAGAITA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,48,48
COTOCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,7,7
CUATRO CAÑADAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,42,42
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,5,5
CUEVO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,7,7
CULPINA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,119,119
CURAHUARA DE CARANGAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,21,21
CURVA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,10,10
DESAGUADERO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,16,16
EL ALTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,1403,1403
EL CHORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,5,5
EL PUENTE(STC),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,26,26
EL PUENTE(TJA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,22,22
EL TORNO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,80,80
EL VILLAR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,6,6
ENTRE RIOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,41,41
ENTRE RIOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,35,35
EUCALIPTUS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,20,20
EUREKA (SANTOS MERCADO),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,3,3
EXALTACION,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,24,24
FERNANDEZ ALONSO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,49,49
FILADELFIA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,13,13
GENERAL SAAVEDRA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,52,52
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,38,38
GUANAY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,52,52
GUAQUI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,12,12
GUAYARAMERIN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,107,107
GUTIERREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,16,16
HUACARETA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,19,19
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,5,5
HUACHACALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,1,1
HUANUNI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,78,78
HUARACAJE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,6,6
HUAYLLAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,2,2
ICHOCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,22,22
ICLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,40,40
INCAHUASI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,103,103
INQUISIVI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,48,48
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,35,35
IXIAMAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,17,17
JESUS DE MACHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,26,26
LA ASUNTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,104,104
LA GUARDIA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,54,54
LA PAZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,1552,1552
LAGUNILLAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,18,18
LAJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,27,27
LAS CARRERAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,10,10
LICOMA PAMPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,3,3
LLALLAGUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,104,104
LLICA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,14,14
LORETO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,18,18
LURIBAY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,23,23
MACHACAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,10,10
MACHARETI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,18,18
MAGDALENA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,9,9
MAIRANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,12,12
MALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,12,12
MAPIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,38,38
MECAPACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,23,23
MINEROS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,44,44
MIZQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,29,29
MOCOMOCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,33,33
MOJINETE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,1,1
MOJOCOYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,23,23
MONTEAGUDO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,71,71
MONTERO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,147,147
MOROCHATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,29,29
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,1,1
NAZACARA DE PACAJES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,1,1
OCURI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,83,83
OKINAWA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,13,13
OMEREQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,14,14
ORURO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,402,402
PADCAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,32,32
PADILLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,16,16
PAILON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,9,9
PALCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,10,10
PALOS BLANCOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,57,57
PAMPA AULLAGAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,5,5
PAMPA GRANDE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,5,5
PAPEL PAMPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,8,8
PASORAPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,1,1
PATACAMAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,60,60
PAZÑA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,18,18
PELECHUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,41,41
POCOATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,25,25
POCONA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,10,10
POJO (CBBA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,25,25
POOPO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,8,8
PORCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,10,10
POROMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,100,100
PORONGO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,27,27
PORTACHUELO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,26,26
PORVENIR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,11,11
POSTRER VALLE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,3,3
POTOSI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,457,457
PRESTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,34,34
PUCARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,1,1
PUCARANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,70,70
PUERTO ACOSTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,63,63
PUERTO CARABUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,24,24
PUERTO GONZALO MORENO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,13,13
PUERTO PEREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,17,17
PUERTO QUIJARRO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,6,6
PUERTO RICO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,12,12
PUERTO SILES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,3,3
PUERTO SUAREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,5,5
PUERTO VILLARROEL,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,66,66
PUNA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,60,60
PUNATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,22,22
QUIABAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,6,6
QUILLACOLLO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,75,75
QUIME,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,36,36
RAVELO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,61,61
REYES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,48,48
RIBERALTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,153,153
ROBORE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,4,4
RURRENABAQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,19,19
SABAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,9,9
SACABA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,51,51
SACABAMBA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,3,3
SACACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,45,45
SAIPINA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,9,9
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,36,36
SAMAIPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,9,9
SAN AGUSTIN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,3,3
SAN ANDRES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,23,23
SAN ANDRES DE MACHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,6,6
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,4,4
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,12,12
SAN BENITO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,16,16
SAN BORJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,125,125
SAN BUENA VENTURA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,9,9
SAN CARLOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,30,30
SAN IGNACIO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,81,81
SAN IGNACIO DE VELASCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,136,136
SAN JAVIER(BNI),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,1,1
SAN JAVIER(STC),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,10,10
SAN JOAQUIN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,5,5
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,32,32
SAN JUAN DE YAPACANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,14,14
SAN JULIAN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,54,54
SAN LORENZO(PND),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,11,11
SAN LORENZO(TJA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,46,46
SAN LUCAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,132,132
SAN MATIAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,38,38
SAN MIGUEL DE VELASCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,23,23
SAN PABLO DE LIPEZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,3,3
SAN PEDRO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,57,57
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,89,89
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,16,16
SAN PEDRO DE QUEMES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,15,15
SAN PEDRO(PND),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,4,4
SAN RAFAEL,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,6,6
SAN RAMON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,11,11
SAN RAMON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,27,27
SANTA ANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2006-05-01,49,49
