,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,1,0,1,0,2,0,2
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,4,2,25,16,29,18,47
SAN BENITO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,1,0,0,0,1,1
SAN BORJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,3,1,23,25,26,26,52
SAN BUENA VENTURA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,1,1,12,10,13,11,24
SAN IGNACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,0,5,10,5,10,15
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,2,2,54,44,56,46,102
SAN JAVIER(BNI),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,0,0,1,0,1,1
SAN JAVIER(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,0,2,0,2,0,2
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,22,9,20,25,42,34,76
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,0,1,3,1,3,4
SAN JULIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,3,3,11,7,14,10,24
SAN LORENZO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,1,2,27,22,28,24,52
SAN LORENZO(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,4,3,9,11,13,14,27
SAN LUCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,10,10,114,118,124,128,252
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,0,4,4,4,4,8
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,1,0,0,0,1,0,1
SAN PEDRO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,1,6,9,6,10,16
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,7,13,98,104,105,117,222
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,2,3,1,3,3,6
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,1,0,1,0,2,0,2
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,2,1,4,1,6,7
SAN PEDRO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,0,2,3,2,3,5
SAN RAFAEL,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,1,0,1,4,2,4,6
SAN RAMON SCZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,12,2,4,3,16,5,21
SANTA ANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,2,2,0,0,2,2,4
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,47,52,4,3,51,55,106
SANTA ROSA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,0,1,2,1,2,3
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,0,1,4,1,4,5
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,4,1,4,5,8,6,14
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,1,0,15,15,16,15,31
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,1,2,1,2,2,4,6
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,1,0,3,0,4,0,4
SANTIVAÑES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,1,5,6,5,7,12
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,1,1,14,13,15,14,29
SAPAHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,2,1,22,18,24,19,43
SENA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,0,3,2,3,2,5
SHINAOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,0,6,5,6,5,11
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,1,11,7,11,8,19
SICAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,1,1,4,5,5,6,11
SIPE SIPE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,2,3,27,30,29,33,62
SOPACHUY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,0,31,28,31,28,59
SORACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,4,1,14,16,18,17,35
SORATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,7,6,47,39,54,45,99
SUCRE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,1,24,30,24,31,55
TACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,0,1,0,1,0,1
TACACOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,0,1,1,1,1,2
TACOBAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,4,2,19,30,23,32,55
TACOPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,3,5,24,28,27,33,60
TAHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,1,1,2,1,3,4
TAPACARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,3,12,59,55,62,67,129
TARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,3,1,43,40,46,41,87
TARACO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,1,0,0,2,1,2,3
TARATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,1,6,4,6,5,11
TARIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,16,19,122,113,138,132,270
TARVITA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,1,1,59,43,60,44,104
TEOPONTE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,0,2,9,2,9,11
TIAWANACU,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,5,1,7,5,12,6,18
TINGUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,13,9,81,64,94,73,167
TIQUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,2,4,67,51,69,55,124
TIRAQUE (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,1,0,28,31,29,31,60
TOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,1,11,15,11,16,27
TOLATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,3,0,2,2,5,2,7
TOLEDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,1,6,4,6,5,11
TOMAVE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,4,2,30,37,34,39,73
TOMINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,2,19,11,19,13,32
TORO TORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,3,3,52,44,55,47,102
TOTORA(CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,4,1,44,36,48,37,85
TOTORA(ORR),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,1,1,1,0,2,1,3
TRIGAL,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,0,3,1,3,1,4
TRINIDAD,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,0,16,0,16,0,16
TUPIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,2,6,29,22,31,28,59
UMALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,2,4,19,17,21,21,42
UNCIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,7,6,19,25,26,31,57
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,1,0,4,1,5,1,6
UYUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,2,6,15,9,17,15,32
VACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,1,2,0,2,1,3
VALLEGRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,1,0,9,7,10,7,17
VIACHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,4,2,6,6,10,8,18
VILA VILA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,1,13,19,13,20,33
VILLA CHARCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,4,1,37,22,41,23,64
VILLA MONTES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,1,8,6,8,7,15
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,1,1,7,1,8,2,10
VILLA RIVERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,0,8,4,8,4,12
VILLA SERRANO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,1,2,21,15,22,17,39
VILLA TUNARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,6,8,37,65,43,73,116
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,0,16,29,16,29,45
VILLAZON,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,2,2,14,16,16,18,34
VINTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,4,2,100,109,104,111,215
VITICHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,0,11,7,11,7,18
WALDO BALLIVIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,1,1,1,1,2,3
WARNES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,6,2,12,4,18,6,24
YACO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,2,0,12,12,14,12,26
YACUIBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,5,11,18,19,23,30,53
YAMPARAEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,0,0,17,12,17,12,29
YANACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,1,0,1,0,2,0,2
YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,13,17,97,108,110,125,235
YOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,5,1,14,13,19,14,33
YOTALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,1,0,18,19,19,19,38
YUNCHARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,3,3,36,33,39,36,75
ZUDAÑEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-06-01,1,1,31,38,32,39,71
ACACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,6,2,15,9,21,11,32
ACHACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,7,8,16,14,23,22,45
ACHOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,1,1,61,52,62,53,115
AIQUILE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,6,3,51,63,57,66,123
ALALAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,6,8,1,1,7,9,16
ALCALA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,0,11,11,11,11,22
ALTO BENI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,1,7,1,7,2,9
ANCORAIMES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,1,1,7,8,8,9,17
ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,1,0,3,5,4,5,9
ANTEQUERA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,0,2,4,2,4,6
ANZALDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,1,1,15,24,16,25,41
APOLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,4,6,36,41,40,47,87
ARAMPAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,1,2,23,25,24,27,51
ARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,1,9,6,9,7,16
ARBIETO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,3,46,54,46,57,103
ARQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,1,4,14,15,15,19,34
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,0,0,2,0,2,2
ATOCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,4,2,6,5,10,7,17
AUCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,1,4,2,4,3,8,11
AYATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,1,2,5,6,6,8,14
AYO AYO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,6,4,2,0,8,4,12
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,3,3,51,52,54,55,109
AZURDUY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,4,3,46,34,50,37,87
BATALLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,7,6,13,8,20,14,34
BAURES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,3,1,0,0,3,1,4
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,0,8,3,8,3,11
BELEN DE URMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,1,0,6,3,7,3,10
BELLA FLOR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,1,0,2,3,3,3,6
BERMEJO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,1,1,4,1,5,6
BETANZOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,11,6,66,58,77,64,141
BOLIVAR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,4,17,16,17,20,37
BOLPEBRA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,0,2,2,2,2,4
BOYUIBE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,0,5,5,5,5,10
BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,1,2,4,2,5,7
CABEZAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,3,1,14,29,17,30,47
CAIROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,1,0,10,11,11,11,22
"CAIZA ""D""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,1,0,17,9,18,9,27
CALACOTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,2,3,17,14,19,17,36
CALAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,3,3,17,17,20,20,40
CAMARGO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,2,0,39,29,41,29,70
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,0,6,1,6,1,7
CAMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,3,3,6,5,9,8,17
CAPINOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,1,0,25,12,26,12,38
CAQUIAVIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,1,1,2,1,3,4
CARACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,2,4,31,22,33,26,59
CARANAVI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,2,1,13,10,15,11,26
CARAPARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,0,3,3,3,3,6
CARIPUYO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,2,2,19,19,21,21,42
CATACORA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,0,9,11,9,11,20
CHACARILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,2,0,1,0,3,0,3
CHALLAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,8,6,47,45,55,51,106
CHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,1,13,7,13,8,21
CHARAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,0,11,4,11,4,15
CHARAÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,0,4,2,4,2,6
CHAYANTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,6,4,22,25,28,29,57
CHIMORE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,6,11,39,21,45,32,77
CHOQUE COTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,0,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,1,0,5,3,6,3,9
CHUMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,3,8,22,19,25,27,52
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,0,7,7,7,7,14
CKOCHAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,7,5,29,37,36,42,78
CLIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,0,19,15,19,15,34
COBIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,1,3,24,32,25,35,60
COCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,8,2,69,95,77,97,174
COCHABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,9,5,17,29,26,34,60
COLCAPIRHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,5,8,20,6,25,14,39
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,3,1,7,11,10,12,22
COLLANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,1,0,0,0,1,1
COLOMI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,2,4,1,4,3,7
COLPA BELGICA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,1,0,0,0,1,0,1
COLQUECHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,24,21,109,98,133,119,252
COLQUENCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,3,0,0,0,3,3
COLQUIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,11,3,33,34,44,37,81
COMANCHE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,0,2,0,2,0,2
COMARAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,0,3,4,3,4,7
COMBAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,1,1,1,2,2,3,5
CONCEPCION,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,1,1,33,26,34,27,61
COPACABANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,3,1,26,19,29,20,49
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,2,2,4,9,6,11,17
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,1,9,5,9,6,15
CORQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,1,2,9,10,10,12,22
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,3,21,24,21,27,48
COTOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,1,0,1,0,2,2
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,3,2,81,16,84,18,102
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,0,10,10,10,10,20
CUEVO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,0,7,7,7,7,14
CULPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,1,3,31,21,32,24,56
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,3,0,2,1,5,1,6
CURVA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,0,7,8,7,8,15
DESAGUADERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,0,3,3,3,3,6
EL ALTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,73,55,1610,1577,1683,1632,3315
EL CHORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,2,0,5,5,7,5,12
EL PUENTE(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,0,0,2,0,2,2
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,1,1,8,8,9,9,18
EL TORNO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,7,2,50,42,57,44,101
EL VILLAR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,0,3,5,3,5,8
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,2,1,11,15,13,16,29
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,1,1,12,7,13,8,21
ESCOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,0,1,0,1,0,1
ESMERALDA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,1,0,0,0,1,0,1
EUCALIPTUS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,0,0,1,0,1,1
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,1,1,4,2,5,3,8
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,0,1,8,4,8,5,13
FILADELFIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,2,0,4,2,6,2,8
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2017-07-01,1,0,0,0,1,0,1
