,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
SAN AGUSTIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,2,2,15,10,17,12,29
SAN ANDRES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,9,11,58,62,67,73,140
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,0,1,13,13,13,14,27
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,3,0,6,6,9,6,15
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,4,2,18,23,22,25,47
SAN BENITO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,5,6,83,105,88,111,199
SAN BORJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,50,56,294,260,344,316,660
SAN BUENA VENTURA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,18,8,88,66,106,74,180
SAN CARLOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,20,8,178,123,198,131,329
SAN IGNACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,32,40,151,149,183,189,372
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,54,45,366,323,420,368,788
SAN JAVIER(BNI),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,3,7,10,10,13,17,30
SAN JAVIER(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,19,17,75,83,94,100,194
SAN JOAQUIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,4,1,27,21,31,22,53
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,15,14,87,65,102,79,181
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,3,2,48,48,51,50,101
SAN JULIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,47,41,314,306,361,347,708
SAN LORENZO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,11,1,57,48,68,49,117
SAN LORENZO(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,19,17,93,123,112,140,252
SAN LUCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,16,16,125,100,141,116,257
SAN MATIAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,27,12,78,62,105,74,179
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,11,9,93,73,104,82,186
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,2,1,23,13,25,14,39
SAN PEDRO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,15,10,94,90,109,100,209
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,16,23,128,104,144,127,271
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,3,2,27,28,30,30,60
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,0,0,4,1,4,1,5
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,1,1,19,12,20,13,33
SAN PEDRO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,0,0,15,5,15,5,20
SAN RAFAEL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,12,11,30,26,42,37,79
SAN RAMON BENI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,0,6,26,33,26,39,65
SAN RAMON SCZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,8,16,53,39,61,55,116
SANTA ANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,97,101,60,70,157,171,328
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,2084,1967,5087,4508,7171,6475,13646
SANTA ROSA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,18,11,76,74,94,85,179
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,9,15,91,60,100,75,175
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,1,2,18,15,19,17,36
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,0,2,35,37,35,39,74
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,3,5,15,20,18,25,43
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,4,1,22,21,26,22,48
SANTIVAÑES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,3,3,44,63,47,66,113
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,2,1,16,21,18,22,40
SAPAHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,2,3,35,42,37,45,82
SENA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,8,7,44,49,52,56,108
SHINAOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,33,28,302,268,335,296,631
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,18,18,89,97,107,115,222
SICAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,0,2,34,24,34,26,60
SIPE SIPE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,45,79,409,413,454,492,946
SOPACHUY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,1,2,20,8,21,10,31
SORACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,3,7,72,62,75,69,144
SORATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,14,7,84,77,98,84,182
SUCRE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,351,309,1990,1762,2341,2071,4412
TACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,1,0,6,5,7,5,12
TACACOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,7,7,54,31,61,38,99
TACOBAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,2,4,29,33,31,37,68
TACOPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,4,4,43,33,47,37,84
TAHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,0,0,6,3,6,3,9
TAPACARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,20,10,125,149,145,159,304
TARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,15,13,43,39,58,52,110
TARACO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,1,1,20,32,21,33,54
TARATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,12,5,57,55,69,60,129
TARIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,456,427,827,745,1283,1172,2455
TARVITA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,9,9,33,42,42,51,93
TEOPONTE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,10,5,84,89,94,94,188
TIAWANACU,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,9,8,71,63,80,71,151
TINGUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,5,8,55,37,60,45,105
TIPUANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,9,9,71,78,80,87,167
TIQUIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,166,176,287,302,453,478,931
TIRAQUE (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,9,7,123,127,132,134,266
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,0,0,2,3,2,3,5
TOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,11,9,54,68,65,77,142
TODOS SANTOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,0,0,2,0,2,0,2
TOLATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,10,6,41,41,51,47,98
TOLEDO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,1,2,14,21,15,23,38
TOMAVE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,4,5,47,47,51,52,103
TOMINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,6,2,37,29,43,31,74
TORO TORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,3,1,39,25,42,26,68
TOTORA(CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,24,13,91,77,115,90,205
TOTORA(ORR),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,2,0,16,28,18,28,46
TRIGAL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,0,0,18,6,18,6,24
TRINIDAD,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,183,154,583,565,766,719,1485
TUPIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,29,30,246,199,275,229,504
TURCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,4,2,17,13,21,15,36
UMALA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,1,5,24,23,25,28,53
UNCIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,12,8,109,110,121,118,239
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,19,19,80,89,99,108,207
URUBICHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,6,4,46,35,52,39,91
UYUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,23,18,135,139,158,157,315
VACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,4,9,55,48,59,57,116
VALLEGRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,9,8,126,93,135,101,236
VIACHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,77,59,483,258,560,317,877
VILA VILA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,4,1,22,32,26,33,59
VILLA CHARCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,20,12,66,57,86,69,155
VILLA MONTES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,35,38,231,239,266,277,543
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,0,1,10,15,10,16,26
VILLA RIVERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,1,7,82,82,83,89,172
VILLA SERRANO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,6,5,26,29,32,34,66
VILLA TUNARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,198,163,791,679,989,842,1831
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,6,8,53,55,59,63,122
VILLAZON,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,38,29,264,226,302,255,557
VINTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,108,100,241,236,349,336,685
VITICHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,3,4,46,40,49,44,93
WALDO BALLIVIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,0,0,20,13,20,13,33
WARNES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,144,147,598,633,742,780,1522
YACO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,4,0,40,28,44,28,72
YACUIBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,82,91,652,642,734,733,1467
YAMPARAEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,2,3,30,28,32,31,63
YANACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,3,1,44,29,47,30,77
YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,45,42,290,225,335,267,602
YOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,5,2,47,35,52,37,89
YOTALA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,8,1,26,16,34,17,51
YUNCHARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,2,1,6,10,8,11,19
ZUDAÑEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-02-01,3,5,16,16,19,21,40
ACACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,3,2,24,14,27,16,43
ACHACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,62,61,176,167,238,228,466
ACHOCALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,13,8,69,60,82,68,150
AIQUILE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,32,19,145,141,177,160,337
ALALAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,2,1,9,9,11,10,21
ALCALA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,3,1,12,9,15,10,25
ALTO BENI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,5,6,76,75,81,81,162
ANCORAIMES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,1,7,58,73,59,80,139
ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,2,1,27,24,29,25,54
ANTEQUERA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,4,1,12,14,16,15,31
ANZALDO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,7,6,27,28,34,34,68
APOLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,11,6,121,139,132,145,277
ARAMPAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,0,1,7,11,7,12,19
ARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,4,4,118,88,122,92,214
ARBIETO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,8,9,194,160,202,169,371
ARQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,8,5,66,71,74,76,150
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,89,68,233,212,322,280,602
ATOCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,29,19,70,55,99,74,173
AUCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,1,0,19,17,20,17,37
AYATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,1,3,44,29,45,32,77
AYO AYO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,1,1,43,53,44,54,98
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,10,4,177,110,187,114,301
AZURDUY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,8,3,40,41,48,44,92
BATALLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,7,5,100,118,107,123,230
BAURES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,10,19,38,31,48,50,98
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,0,0,2,2,2,2,4
BELEN DE URMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,0,0,4,2,4,2,6
BELLA FLOR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,3,3,24,17,27,20,47
BERMEJO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,125,117,126,123,251,240,491
BETANZOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,12,20,132,123,144,143,287
BOLIVAR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,2,1,14,16,16,17,33
BOLPEBRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,0,0,7,7,7,7,14
BOYUIBE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,4,6,43,24,47,30,77
BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,18,11,108,86,126,97,223
CABEZAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,12,15,120,129,132,144,276
CAIROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,11,7,52,55,63,62,125
"CAIZA ""D""",control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,6,6,52,54,58,60,118
CAJUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,9,8,114,95,123,103,226
CALACOTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,0,2,8,10,8,12,20
CALAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,6,3,70,53,76,56,132
CAMARGO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,15,9,91,94,106,103,209
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,1,1,17,22,18,23,41
CAMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,64,67,283,257,347,324,671
CAPINOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,29,32,300,658,329,690,1019
CAQUIAVIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,2,5,34,41,36,46,82
CARACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,10,12,131,105,141,117,258
CARANAVI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,119,108,395,329,514,437,951
CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,1,0,1,1,2,1,3
CARAPARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,12,12,126,119,138,131,269
CARIPUYO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,0,1,34,37,34,38,72
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,17,11,21,25,38,36,74
CATACORA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,0,1,6,7,6,8,14
CHACARILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,0,1,3,3,3,4,7
CHALLAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,29,30,311,292,340,322,662
CHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,5,2,46,39,51,41,92
CHARAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,31,32,160,149,191,181,372
CHARAÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,1,0,6,16,7,16,23
CHAYANTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,19,11,54,60,73,71,144
CHIMORE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,66,54,399,344,465,398,863
CHIPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,1,2,10,15,11,17,28
CHOQUE COTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,0,0,7,3,7,3,10
CHUA COCANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,2,6,15,26,17,32,49
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,21,14,99,70,120,84,204
CHUMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,1,3,35,41,36,44,80
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,6,5,36,41,42,46,88
CKOCHAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,3,4,61,39,64,43,107
CLIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,12,13,99,87,111,100,211
COBIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,103,103,461,469,564,572,1136
COCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,5,13,80,66,85,79,164
COCHABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,2094,1925,3928,3785,6022,5710,11732
COIPASA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,8,2,0,0,8,2,10
COLCAPIRHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,297,222,364,361,661,583,1244
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,5,6,115,91,120,97,217
COLLANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,0,2,16,22,16,24,40
COLOMI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,15,13,233,226,248,239,487
COLPA BELGICA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,14,17,23,30,37,47,84
COLQUECHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,12,9,149,147,161,156,317
COLQUENCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,3,4,96,94,99,98,197
COLQUIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,8,6,81,74,89,80,169
COMANCHE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,0,2,13,9,13,11,24
COMARAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,18,12,141,127,159,139,298
COMBAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,0,0,4,5,4,5,9
CONCEPCION,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,17,25,191,166,208,191,399
COPACABANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,8,2,44,39,52,41,93
CORIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,10,11,143,160,153,171,324
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,3,6,50,45,53,51,104
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,8,16,93,69,101,85,186
CORQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,6,5,26,49,32,54,86
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,15,15,127,122,142,137,279
COTOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,112,153,454,438,566,591,1157
CRUZ DE MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,0,0,1,0,1,0,1
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,15,11,185,129,200,140,340
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2017-03-01,0,1,11,5,11,6,17
