,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO DENTRO DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
CORIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,4,6,146,155,150,161,311
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,5,12,50,43,55,55,110
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,12,19,120,86,132,105,237
CORQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,7,1,29,21,36,22,58
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,21,11,129,112,150,123,273
COTOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,78,57,445,484,523,541,1064
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,18,19,194,148,212,167,379
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,1,1,9,2,10,3,13
CUEVO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,0,1,21,23,21,24,45
CULPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,11,11,91,78,102,89,191
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,2,1,21,27,23,28,51
CURVA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,5,3,6,12,11,15,26
DESAGUADERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,14,6,25,33,39,39,78
EL ALTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,1434,1366,5413,5154,6847,6520,13367
EL CHORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,6,8,7,8,13,16,29
EL PUENTE(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,9,9,89,69,98,78,176
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,5,6,48,52,53,58,111
EL TORNO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,42,44,327,345,369,389,758
EL VILLAR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,3,0,16,16,19,16,35
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,8,14,137,137,145,151,296
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,93,68,449,474,542,542,1084
ESCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,8,3,0,0,8,3,11
ESCOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,3,8,37,29,40,37,77
ESMERALDA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,0,1,8,3,8,4,12
EUCALIPTUS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,6,2,23,25,29,27,56
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,0,0,9,9,9,9,18
EXALTACION,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,5,9,17,9,22,18,40
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,8,9,112,74,120,83,203
FILADELFIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,0,2,41,39,41,41,82
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,19,24,140,149,159,173,332
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,4,10,36,31,40,41,81
GUANAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,6,10,120,142,126,152,278
GUAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,6,1,26,12,32,13,45
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,53,52,308,300,361,352,713
GUTIERREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,10,4,68,71,78,75,153
HUACARETA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,2,1,36,48,38,49,87
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,1,1,9,6,10,7,17
HUACHACALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,2,2,7,1,9,3,12
HUANUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,25,18,112,100,137,118,255
HUARACAJE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,6,2,29,30,35,32,67
HUARINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,2,1,34,22,36,23,59
HUATAJATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,0,0,15,8,15,8,23
HUAYLLAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,5,1,22,11,27,12,39
HUMANATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,0,0,13,12,13,12,25
ICHOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,3,3,17,24,20,27,47
ICLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,3,3,14,19,17,22,39
INCAHUASI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,7,2,48,37,55,39,94
INGAVI (HUMAITA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,4,0,17,14,21,14,35
INQUISIVI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,14,11,42,59,56,70,126
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,32,32,54,66,86,98,184
IXIAMAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,14,7,72,70,86,77,163
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,3,2,62,77,65,79,144
LA ASUNTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,40,52,262,294,302,346,648
LA GUARDIA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,116,116,881,808,997,924,1921
LA PAZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,1821,1848,3750,3713,5571,5561,11132
LA RIVERA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,0,0,1,0,1,0,1
LAGUNILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,4,3,55,28,59,31,90
LAJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,11,5,123,113,134,118,252
LAS CARRERAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,2,0,22,14,24,14,38
LICOMA PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,0,2,14,7,14,9,23
LLALLAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,9,9,194,209,203,218,421
LLICA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,0,0,14,13,14,13,27
LORETO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,11,15,12,13,23,28,51
LURIBAY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,3,5,52,51,55,56,111
MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,5,5,32,23,37,28,65
MACHARETI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,3,3,34,44,37,47,84
MAGDALENA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,16,9,117,89,133,98,231
MAIRANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,11,4,100,93,111,97,208
MALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,1,1,5,3,6,4,10
MAPIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,17,32,142,136,159,168,327
MECAPACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,6,10,73,67,79,77,156
MINEROS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,28,11,196,191,224,202,426
MIZQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,15,20,227,226,242,246,488
MOCOMOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,4,4,40,53,44,57,101
MOJINETE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,0,0,6,0,6,0,6
MOJOCOYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,3,5,25,33,28,38,66
MONTEAGUDO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,24,26,177,136,201,162,363
MONTERO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,146,112,960,864,1106,976,2082
MORO MORO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,2,2,17,14,19,16,35
MOROCHATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,3,6,43,32,46,38,84
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,2,0,24,26,26,26,52
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,0,0,7,8,7,8,15
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,2,1,12,13,14,14,28
OCURI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,5,9,35,44,40,53,93
OKINAWA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,6,9,74,102,80,111,191
OMEREQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,1,2,49,60,50,62,112
ORURO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,730,676,1822,2026,2552,2702,5254
PADCAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,11,8,104,113,115,121,236
PADILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,5,5,67,45,72,50,122
PAILON,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,41,26,192,202,233,228,461
PALCA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,14,9,117,133,131,142,273
PALOS BLANCOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,31,21,231,241,262,262,524
PAMPA AULLAGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,0,0,13,14,13,14,27
PAMPA GRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,11,10,65,67,76,77,153
PAPEL PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,2,2,27,14,29,16,45
PASORAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,4,0,8,11,12,11,23
PATACAMAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,98,96,43,38,141,134,275
PAZÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,3,1,27,42,30,43,73
PELECHUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,4,0,40,50,44,50,94
POCOATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,4,5,66,66,70,71,141
POCONA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,5,7,76,58,81,65,146
POJO (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,10,12,80,65,90,77,167
POOPO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,3,3,30,32,33,35,68
PORCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,10,19,95,104,105,123,228
POROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,10,7,42,50,52,57,109
PORONGO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,8,4,51,53,59,57,116
PORTACHUELO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,9,12,131,142,140,154,294
PORVENIR,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,2,5,47,48,49,53,102
POSTRER VALLE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,0,1,4,9,4,10,14
POTOSI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,337,310,1252,1256,1589,1566,3155
PRESTO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,2,2,38,27,40,29,69
PUCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,0,1,6,6,6,7,13
PUCARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,16,8,168,179,184,187,371
PUERTO ACOSTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,3,2,25,25,28,27,55
PUERTO CARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,4,4,33,45,37,49,86
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,1,4,35,52,36,56,92
PUERTO PEREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,0,1,20,25,20,26,46
PUERTO QUIJARRO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,20,9,103,135,123,144,267
PUERTO RICO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,6,6,54,51,60,57,117
PUERTO SILES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,0,0,3,4,3,4,7
PUERTO SUAREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,19,17,141,121,160,138,298
PUERTO VILLARROEL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,78,73,776,693,854,766,1620
PUNA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,3,3,47,44,50,47,97
PUNATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,49,53,277,246,326,299,625
QUIABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,3,0,32,25,35,25,60
QUILLACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,283,281,823,737,1106,1018,2124
QUIME,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,11,13,52,39,63,52,115
QUIRUSILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,2,0,6,7,8,7,15
RAQAYPAMPA(ETA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,5,10,88,66,93,76,169
RAVELO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,6,3,53,45,59,48,107
REYES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,25,17,86,82,111,99,210
RIBERALTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,154,155,945,878,1099,1033,2132
ROBORE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,21,23,131,115,152,138,290
RURRENABAQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,12,28,164,145,176,173,349
SABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,3,3,12,21,15,24,39
SACABA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,105,114,1176,1139,1281,1253,2534
SACABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,4,2,31,31,35,33,68
SACACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,11,6,81,83,92,89,181
SAIPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,4,5,40,17,44,22,66
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,6,8,58,58,64,66,130
SAMAIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,6,6,60,65,66,71,137
SAN AGUSTIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,1,1,9,8,10,9,19
SAN ANDRES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,32,25,93,76,125,101,226
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,1,0,14,14,15,14,29
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,0,2,10,9,10,11,21
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,2,2,30,25,32,27,59
SAN BENITO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,6,8,118,89,124,97,221
SAN BORJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,58,32,409,375,467,407,874
SAN BUENA VENTURA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,9,9,87,61,96,70,166
SAN CARLOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,26,28,160,150,186,178,364
SAN IGNACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,40,58,213,168,253,226,479
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,82,74,432,441,514,515,1029
SAN JAVIER(BNI),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,9,4,14,16,23,20,43
SAN JAVIER(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,17,12,87,104,104,116,220
SAN JOAQUIN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,8,6,43,28,51,34,85
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,21,16,121,97,142,113,255
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,15,3,59,39,74,42,116
SAN JULIAN,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,72,63,290,259,362,322,684
SAN LORENZO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,9,7,35,27,44,34,78
SAN LORENZO(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,38,26,178,152,216,178,394
SAN LUCAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,16,16,120,128,136,144,280
SAN MATIAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,25,15,102,97,127,112,239
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,14,11,87,84,101,95,196
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,2,3,18,18,20,21,41
SAN PEDRO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,7,11,119,96,126,107,233
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,12,16,119,100,131,116,247
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,1,4,37,20,38,24,62
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,0,0,0,3,0,3,3
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,2,2,28,16,30,18,48
SAN PEDRO(PND),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,0,2,12,5,12,7,19
SAN RAFAEL,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,4,1,42,41,46,42,88
SAN RAMON BENI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,2,0,28,38,30,38,68
SAN RAMON SCZ,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,1,3,71,62,72,65,137
SANTA ANA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,54,60,131,135,185,195,380
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,2310,2203,6406,5997,8716,8200,16916
SANTA ROSA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,5,7,77,87,82,94,176
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,17,11,116,96,133,107,240
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,3,4,9,9,12,13,25
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,1,1,60,46,61,47,108
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,2,1,22,23,24,24,48
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,1,2,27,12,28,14,42
SANTIVAÑES,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,1,1,45,56,46,57,103
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,0,4,15,13,15,17,32
SAPAHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,2,6,50,56,52,62,114
SENA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,7,4,88,82,95,86,181
SHINAOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,41,20,314,263,355,283,638
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,16,18,95,90,111,108,219
SICAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,4,2,39,39,43,41,84
SIPE SIPE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,81,80,489,514,570,594,1164
SOPACHUY,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,7,8,8,7,15,15,30
SORACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,3,5,59,60,62,65,127
SORATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,3,4,91,86,94,90,184
SUCRE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,451,461,1999,1857,2450,2318,4768
TACACHI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,2,2,4,5,6,7,13
TACACOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,2,4,53,47,55,51,106
TACOBAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,3,2,32,18,35,20,55
TACOPAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,3,0,37,31,40,31,71
TAHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,0,0,5,7,5,7,12
TAPACARI,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,13,13,154,143,167,156,323
TARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,15,13,56,61,71,74,145
TARACO,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,3,3,25,22,28,25,53
TARATA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,7,7,82,99,89,106,195
TARIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,750,658,1071,984,1821,1642,3463
TARVITA,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,5,7,46,46,51,53,104
TEOPONTE,control de crecimiento infantil,control del nino(a) menor de 1 ano dentro del establecimiento,2018-08-01,7,6,133,108,140,114,254
