,group,variable,month,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO NUEVO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,CONTROL DEL NIÑO(A) MENOR DE 1 AÑO FUERA DEL ESTABLECIMIENTO REPETIDO,TOTALES,TOTALES,TOTALES
APOLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,17,25,17,25,42
ARAMPAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,3,1,19,27,22,28,50
ARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,0,6,2,7,2,9
ARBIETO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,0,60,34,61,34,95
ARQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,3,2,27,31,30,33,63
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,2,1,0,0,2,1,3
ATOCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,7,4,7,4,11
AUCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,1,1,0,2,1,3
AYATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,0,1,0,1,1
AYO AYO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,2,1,0,0,2,1,3
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,2,4,28,36,30,40,70
AZURDUY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,8,3,42,34,50,37,87
BATALLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,2,7,5,8,7,15,22
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,4,2,4,2,6
BELEN DE URMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,3,0,5,8,8,8,16
BELLA FLOR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,3,4,3,4,7
BERMEJO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,4,3,3,12,7,15,22
BETANZOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,4,4,56,64,60,68,128
BOLIVAR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,3,0,17,30,20,30,50
BOLPEBRA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,1,4,2,5,3,8
BOYUIBE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,2,2,0,4,2,6,8
BUENA VISTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,0,4,4,5,4,9
CABEZAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,2,3,10,32,12,35,47
CAIROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,2,10,4,11,6,17
"CAIZA ""D""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,2,0,14,5,16,5,21
CALACOTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,3,0,15,22,18,22,40
CALAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,2,15,12,15,14,29
CAMARGO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,1,19,19,19,20,39
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,2,4,2,4,6
CAMIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,2,0,5,6,7,6,13
CAPINOTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,3,19,17,19,20,39
CAQUIAVIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,4,2,2,2,6,4,10
CARACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,4,2,11,8,15,10,25
CARANAVI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,3,5,5,3,8,8,16
CARAPARI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,2,0,5,6,7,6,13
CARIPUYO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,4,2,3,4,7,6,13
CATACORA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,4,4,4,4,8
CHACARILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,1,0,1,0,1
CHALLAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,5,3,26,29,31,32,63
CHAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,3,2,8,10,11,12,23
CHARAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,21,15,21,15,36
CHARAÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,1,4,1,5,2,7
CHAYANTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,2,3,27,24,29,27,56
CHIMORE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,5,4,49,34,54,38,92
CHOQUE COTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,0,0,1,1,1,2
CHUMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,5,2,23,22,28,24,52
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,2,1,10,10,12,11,23
CKOCHAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,7,8,37,26,44,34,78
CLIZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,2,14,17,15,19,34
COBIJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,2,18,25,19,27,46
COCAPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,11,19,98,73,109,92,201
COCHABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,6,7,15,11,21,18,39
COLCAPIRHUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,27,19,36,27,63,46,109
"COLCHA ""K""",control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,2,4,17,20,19,24,43
COLLANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,0,0,0,1,0,1
COLOMI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,0,1,0,1,1
COLPA BELGICA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,1,1,1,1,2
COLQUECHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,13,14,108,94,121,108,229
COLQUENCHA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,3,0,0,1,3,4
COLQUIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,6,8,30,32,36,40,76
COMANCHE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,1,2,2,3,3,6
COMARAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,0,1,0,1,1
COMBAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,2,2,2,4,4,6,10
CONCEPCION,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,6,4,42,36,48,40,88
COPACABANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,2,23,13,24,15,39
CORIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,0,1,0,2,0,2
CORO CORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,3,1,5,6,8,7,15
COROICO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,9,6,9,6,15
CORQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,13,8,13,8,21
COTAGAITA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,5,2,11,19,16,21,37
COTOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,6,6,1,2,7,8,15
CRUZ DE MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,1,1,1,1,2
CUATRO CAÑADAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,4,13,20,13,24,37
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,2,0,7,8,9,8,17
CUEVO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,2,9,6,9,8,17
CULPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,3,3,31,34,34,37,71
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,5,1,5,1,6
CURVA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,2,2,1,0,3,2,5
EL ALTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,60,55,1829,1632,1889,1687,3576
EL CHORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,2,1,6,5,8,6,14
EL PUENTE(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,0,1,0,1,1
EL PUENTE(TJA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,1,13,8,13,9,22
EL TORNO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,5,1,34,29,39,30,69
EL VILLAR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,0,7,3,8,3,11
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,2,2,12,12,14,14,28
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,8,2,4,2,12,14
ESCOMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,0,1,2,2,2,4
ESMERALDA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,1,0,1,0,1
EUCALIPTUS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,0,3,1,4,1,5
EXALTACION,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,6,9,0,0,6,9,15
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,1,9,8,10,9,19
FILADELFIA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,1,7,1,7,8
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,0,0,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,3,9,11,10,14,24
GUANAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,2,2,28,18,30,20,50
GUAQUI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,4,3,4,3,7
GUAYARAMERIN,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,0,1,0,1,1
GUTIERREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,2,3,10,3,12,15
HUACARETA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,3,15,15,16,18,34
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,5,2,5,2,7
HUACHACALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,1,0,1,0,1
HUANUNI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,7,7,24,24,31,31,62
HUARINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,3,2,1,3,4,5,9
HUMANATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,2,8,6,9,8,17
ICHOCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,3,3,4,7,7,10,17
ICLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,2,2,29,22,31,24,55
INCAHUASI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,5,40,39,40,44,84
INGAVI (HUMAITA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,1,1,1,1,2,3
INQUISIVI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,2,1,21,28,23,29,52
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,1,5,2,5,3,8
IXIAMAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,2,1,3,6,5,7,12
JESUS DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,1,3,1,3,4
LA ASUNTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,3,1,12,6,15,7,22
LA PAZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,6,5,1,0,7,5,12
LAGUNILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,2,0,16,5,18,5,23
LAJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,1,8,14,8,15,23
LAS CARRERAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,1,3,1,3,4
LICOMA PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,2,0,2,0,2
LLALLAGUA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,41,44,176,174,217,218,435
LLICA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,1,2,1,2,3
LORETO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,2,1,0,1,2,2,4
LURIBAY,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,2,1,2,1,3
MACHACAMARCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,1,2,1,2,3
MACHARETI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,4,5,4,5,9
MAIRANA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,0,3,1,4,1,5
MALLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,2,5,9,6,11,17
MAPIRI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,1,6,5,6,6,12
MECAPACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,2,1,11,10,13,11,24
MINEROS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,3,13,4,14,7,21
MIZQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,0,14,13,15,13,28
MOCOMOCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,7,6,19,13,26,19,45
MOJINETE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,0,1,0,1,1
MOJOCOYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,2,1,7,6,9,7,16
MONTEAGUDO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,1,17,19,17,20,37
MONTERO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,2,5,2,5,4,9
MORO MORO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,3,3,3,3,6
MOROCHATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,3,3,62,47,65,50,115
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,4,5,4,5,9
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,1,2,1,3,2,5
OCURI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,5,7,42,50,47,57,104
OMEREQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,6,11,12,12,18,30
ORURO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,12,11,118,88,130,99,229
PADCAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,1,2,4,3,5,8
PADILLA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,6,5,6,5,11
PAILON,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,5,7,23,16,28,23,51
PALCA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,8,4,12,9,20,13,33
PALOS BLANCOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,4,7,10,6,14,13,27
PAMPA AULLAGAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,1,4,3,5,4,9
PAMPA GRANDE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,0,4,0,4,4
PAPEL PAMPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,2,1,3,4,5,5,10
PASORAPA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,0,2,6,3,6,9
PATACAMAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,2,3,3,4,5,9
PAZÑA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,3,1,3,1,4
PELECHUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,3,4,4,4,7,11
POCOATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,10,20,98,64,108,84,192
POCONA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,2,0,11,11,13,11,24
POJO (CBBA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,5,4,5,4,9
POOPO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,4,1,0,0,4,1,5
PORCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,4,2,26,24,30,26,56
POROMA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,7,5,46,45,53,50,103
PORONGO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,3,8,11,9,14,23
PORTACHUELO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,1,0,1,0,1
PORVENIR,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,5,5,5,5,10
POSTRER VALLE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,1,0,1,0,1
POTOSI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,31,34,247,229,278,263,541
PRESTO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,4,4,7,14,11,18,29
PUCARA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,2,0,0,4,2,4,6
PUCARANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,3,9,34,27,37,36,73
PUERTO ACOSTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,2,11,23,12,25,37
PUERTO CARABUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,1,18,30,19,31,50
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,2,1,3,17,5,18,23
PUERTO PEREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,2,2,11,15,13,17,30
PUERTO RICO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,3,4,14,12,17,16,33
PUERTO SUAREZ,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,7,4,7,4,11
PUERTO VILLARROEL,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,1,5,7,5,8,13
PUNA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,6,39,41,40,47,87
PUNATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,1,29,16,30,17,47
QUILLACOLLO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,37,47,89,96,126,143,269
QUIME,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,0,1,0,1,1
QUIRUSILLAS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,0,1,0,1,1
RAQAYPAMPA(ETA),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,0,1,1,2,1,3
RAVELO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,4,60,45,61,49,110
REYES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,5,2,0,2,5,4,9
RIBERALTA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,3,2,4,6,7,8,15
RURRENABAQUE,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,0,1,0,1,1
SABAYA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,0,3,4,4,4,8
SACABA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,5,7,111,106,116,113,229
SACABAMBA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,1,4,8,4,9,13
SACACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,7,6,77,58,84,64,148
SAIPINA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,0,5,8,6,8,14
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,2,1,17,25,19,26,45
SAMAIPATA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,2,2,2,2,4
SAN ANDRES,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,2,3,2,3,5
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,2,2,4,3,6,5,11
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,1,0,3,0,4,0,4
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,1,23,21,23,22,45
SAN BENITO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,5,5,5,5,10
SAN BORJA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,19,22,49,33,68,55,123
SAN BUENA VENTURA,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,4,0,4,0,4
SAN CARLOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,0,2,0,2,2
SAN IGNACIO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,11,20,2,4,13,24,37
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,3,28,27,28,30,58
SAN JAVIER(BNI),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,1,3,0,3,1,4
SAN JAVIER(STC),control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,4,0,4,0,4
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,5,4,13,15,18,19,37
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino(a) menor de 1 ano fuera del establecimiento,2018-06-01,0,0,6,5,6,5,11
