municipality,group,variable,month,Nuevas en menores de 5 años -Hombre,Nuevas en menores de 5 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
COLOMI,consulta externa,nuevas en menores de 5 anos,2007-11-01,262,229,262,229,491
COLPA BELGICA,consulta externa,nuevas en menores de 5 anos,2007-11-01,148,138,148,138,286
COLQUECHACA,consulta externa,nuevas en menores de 5 anos,2007-11-01,603,565,603,565,1168
COLQUENCHA,consulta externa,nuevas en menores de 5 anos,2007-11-01,128,106,128,106,234
COLQUIRI,consulta externa,nuevas en menores de 5 anos,2007-11-01,203,208,203,208,411
COMANCHE,consulta externa,nuevas en menores de 5 anos,2007-11-01,35,38,35,38,73
COMARAPA,consulta externa,nuevas en menores de 5 anos,2007-11-01,308,343,308,343,651
COMBAYA,consulta externa,nuevas en menores de 5 anos,2007-11-01,32,20,32,20,52
CONCEPCION,consulta externa,nuevas en menores de 5 anos,2007-11-01,218,197,218,197,415
COPACABANA,consulta externa,nuevas en menores de 5 anos,2007-11-01,115,110,115,110,225
CORIPATA,consulta externa,nuevas en menores de 5 anos,2007-11-01,260,219,260,219,479
CORO CORO,consulta externa,nuevas en menores de 5 anos,2007-11-01,108,78,108,78,186
COROICO,consulta externa,nuevas en menores de 5 anos,2007-11-01,226,193,226,193,419
CORQUE,consulta externa,nuevas en menores de 5 anos,2007-11-01,131,134,131,134,265
COTAGAITA,consulta externa,nuevas en menores de 5 anos,2007-11-01,425,462,425,462,887
COTOCA,consulta externa,nuevas en menores de 5 anos,2007-11-01,728,633,728,633,1361
CUATRO CAÑADAS,consulta externa,nuevas en menores de 5 anos,2007-11-01,424,429,424,429,853
CUCHUMUELA (V. G. VILLARROEL),consulta externa,nuevas en menores de 5 anos,2007-11-01,47,14,47,14,61
CUEVO,consulta externa,nuevas en menores de 5 anos,2007-11-01,65,99,65,99,164
CULPINA,consulta externa,nuevas en menores de 5 anos,2007-11-01,484,449,484,449,933
CURAHUARA DE CARANGAS,consulta externa,nuevas en menores de 5 anos,2007-11-01,118,88,118,88,206
CURVA,consulta externa,nuevas en menores de 5 anos,2007-11-01,42,42,42,42,84
DESAGUADERO,consulta externa,nuevas en menores de 5 anos,2007-11-01,31,31,31,31,62
EL ALTO,consulta externa,nuevas en menores de 5 anos,2007-11-01,9362,9759,9362,9759,19121
EL CHORO,consulta externa,nuevas en menores de 5 anos,2007-11-01,101,63,101,63,164
EL PUENTE(STC),consulta externa,nuevas en menores de 5 anos,2007-11-01,297,277,297,277,574
EL PUENTE(TJA),consulta externa,nuevas en menores de 5 anos,2007-11-01,274,280,274,280,554
EL TORNO,consulta externa,nuevas en menores de 5 anos,2007-11-01,1177,1014,1177,1014,2191
EL VILLAR,consulta externa,nuevas en menores de 5 anos,2007-11-01,212,237,212,237,449
ENTRE RIOS,consulta externa,nuevas en menores de 5 anos,2007-11-01,547,519,547,519,1066
ENTRE RIOS,consulta externa,nuevas en menores de 5 anos,2007-11-01,508,493,508,493,1001
ESCARA,consulta externa,nuevas en menores de 5 anos,2007-11-01,4,0,4,0,4
ESMERALDA,consulta externa,nuevas en menores de 5 anos,2007-11-01,8,5,8,5,13
EUCALIPTUS,consulta externa,nuevas en menores de 5 anos,2007-11-01,130,110,130,110,240
EUREKA (SANTOS MERCADO),consulta externa,nuevas en menores de 5 anos,2007-11-01,35,64,35,64,99
EXALTACION,consulta externa,nuevas en menores de 5 anos,2007-11-01,45,40,45,40,85
FERNANDEZ ALONSO,consulta externa,nuevas en menores de 5 anos,2007-11-01,574,477,574,477,1051
FILADELFIA,consulta externa,nuevas en menores de 5 anos,2007-11-01,92,89,92,89,181
GENERAL SAAVEDRA,consulta externa,nuevas en menores de 5 anos,2007-11-01,558,478,558,478,1036
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en menores de 5 anos,2007-11-01,199,222,199,222,421
GUANAY,consulta externa,nuevas en menores de 5 anos,2007-11-01,101,243,101,243,344
GUAQUI,consulta externa,nuevas en menores de 5 anos,2007-11-01,61,48,61,48,109
GUAYARAMERIN,consulta externa,nuevas en menores de 5 anos,2007-11-01,1059,924,1059,924,1983
GUTIERREZ,consulta externa,nuevas en menores de 5 anos,2007-11-01,363,398,363,398,761
HUACARETA,consulta externa,nuevas en menores de 5 anos,2007-11-01,243,255,243,255,498
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en menores de 5 anos,2007-11-01,131,133,131,133,264
HUACHACALLA,consulta externa,nuevas en menores de 5 anos,2007-11-01,15,14,15,14,29
HUANUNI,consulta externa,nuevas en menores de 5 anos,2007-11-01,486,381,486,381,867
HUARACAJE,consulta externa,nuevas en menores de 5 anos,2007-11-01,94,70,94,70,164
HUAYLLAMARCA,consulta externa,nuevas en menores de 5 anos,2007-11-01,59,46,59,46,105
ICHOCA,consulta externa,nuevas en menores de 5 anos,2007-11-01,48,62,48,62,110
ICLA,consulta externa,nuevas en menores de 5 anos,2007-11-01,270,272,270,272,542
INCAHUASI,consulta externa,nuevas en menores de 5 anos,2007-11-01,657,615,657,615,1272
INGAVI (HUMAITA),consulta externa,nuevas en menores de 5 anos,2007-11-01,10,17,10,17,27
INQUISIVI,consulta externa,nuevas en menores de 5 anos,2007-11-01,164,136,164,136,300
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en menores de 5 anos,2007-11-01,217,258,217,258,475
IXIAMAS,consulta externa,nuevas en menores de 5 anos,2007-11-01,291,258,291,258,549
JESUS DE MACHACA,consulta externa,nuevas en menores de 5 anos,2007-11-01,208,206,208,206,414
LA ASUNTA,consulta externa,nuevas en menores de 5 anos,2007-11-01,686,698,686,698,1384
LA GUARDIA,consulta externa,nuevas en menores de 5 anos,2007-11-01,1345,1255,1345,1255,2600
LA PAZ,consulta externa,nuevas en menores de 5 anos,2007-11-01,13507,13018,13507,13018,26525
LA RIVERA,consulta externa,nuevas en menores de 5 anos,2007-11-01,11,19,11,19,30
LAGUNILLAS,consulta externa,nuevas en menores de 5 anos,2007-11-01,315,293,315,293,608
LAJA,consulta externa,nuevas en menores de 5 anos,2007-11-01,123,109,123,109,232
LAS CARRERAS,consulta externa,nuevas en menores de 5 anos,2007-11-01,86,75,86,75,161
LICOMA PAMPA,consulta externa,nuevas en menores de 5 anos,2007-11-01,39,40,39,40,79
LLALLAGUA,consulta externa,nuevas en menores de 5 anos,2007-11-01,613,546,613,546,1159
LLICA,consulta externa,nuevas en menores de 5 anos,2007-11-01,62,74,62,74,136
LORETO,consulta externa,nuevas en menores de 5 anos,2007-11-01,40,40,40,40,80
LURIBAY,consulta externa,nuevas en menores de 5 anos,2007-11-01,162,165,162,165,327
MACHACAMARCA,consulta externa,nuevas en menores de 5 anos,2007-11-01,70,62,70,62,132
MACHARETI,consulta externa,nuevas en menores de 5 anos,2007-11-01,294,269,294,269,563
MAGDALENA,consulta externa,nuevas en menores de 5 anos,2007-11-01,190,195,190,195,385
MAIRANA,consulta externa,nuevas en menores de 5 anos,2007-11-01,166,110,166,110,276
MALLA,consulta externa,nuevas en menores de 5 anos,2007-11-01,59,39,59,39,98
MAPIRI,consulta externa,nuevas en menores de 5 anos,2007-11-01,287,255,287,255,542
MECAPACA,consulta externa,nuevas en menores de 5 anos,2007-11-01,147,123,147,123,270
MINEROS,consulta externa,nuevas en menores de 5 anos,2007-11-01,406,366,406,366,772
MIZQUE,consulta externa,nuevas en menores de 5 anos,2007-11-01,432,387,432,387,819
MOCOMOCO,consulta externa,nuevas en menores de 5 anos,2007-11-01,170,148,170,148,318
MOJINETE,consulta externa,nuevas en menores de 5 anos,2007-11-01,9,11,9,11,20
MOJOCOYA,consulta externa,nuevas en menores de 5 anos,2007-11-01,138,147,138,147,285
MONTEAGUDO,consulta externa,nuevas en menores de 5 anos,2007-11-01,599,571,599,571,1170
MONTERO,consulta externa,nuevas en menores de 5 anos,2007-11-01,2328,1935,2328,1935,4263
MORO MORO,consulta externa,nuevas en menores de 5 anos,2007-11-01,23,30,23,30,53
MOROCHATA,consulta externa,nuevas en menores de 5 anos,2007-11-01,314,319,314,319,633
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en menores de 5 anos,2007-11-01,55,44,55,44,99
NAZACARA DE PACAJES,consulta externa,nuevas en menores de 5 anos,2007-11-01,2,5,2,5,7
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en menores de 5 anos,2007-11-01,34,45,34,45,79
OCURI,consulta externa,nuevas en menores de 5 anos,2007-11-01,535,539,535,539,1074
OKINAWA,consulta externa,nuevas en menores de 5 anos,2007-11-01,377,321,377,321,698
OMEREQUE,consulta externa,nuevas en menores de 5 anos,2007-11-01,107,107,107,107,214
ORURO,consulta externa,nuevas en menores de 5 anos,2007-11-01,4636,4104,4636,4104,8740
PADCAYA,consulta externa,nuevas en menores de 5 anos,2007-11-01,415,364,415,364,779
PADILLA,consulta externa,nuevas en menores de 5 anos,2007-11-01,349,322,349,322,671
PAILON,consulta externa,nuevas en menores de 5 anos,2007-11-01,364,357,364,357,721
PALCA,consulta externa,nuevas en menores de 5 anos,2007-11-01,124,109,124,109,233
PALOS BLANCOS,consulta externa,nuevas en menores de 5 anos,2007-11-01,764,624,764,624,1388
PAMPA AULLAGAS,consulta externa,nuevas en menores de 5 anos,2007-11-01,34,42,34,42,76
PAMPA GRANDE,consulta externa,nuevas en menores de 5 anos,2007-11-01,69,51,69,51,120
PAPEL PAMPA,consulta externa,nuevas en menores de 5 anos,2007-11-01,97,97,97,97,194
PASORAPA,consulta externa,nuevas en menores de 5 anos,2007-11-01,55,51,55,51,106
PATACAMAYA,consulta externa,nuevas en menores de 5 anos,2007-11-01,275,174,275,174,449
PAZÑA,consulta externa,nuevas en menores de 5 anos,2007-11-01,168,106,168,106,274
PELECHUCO,consulta externa,nuevas en menores de 5 anos,2007-11-01,93,70,93,70,163
POCOATA,consulta externa,nuevas en menores de 5 anos,2007-11-01,482,847,482,847,1329
POCONA,consulta externa,nuevas en menores de 5 anos,2007-11-01,171,148,171,148,319
POJO (CBBA),consulta externa,nuevas en menores de 5 anos,2007-11-01,108,100,108,100,208
POOPO,consulta externa,nuevas en menores de 5 anos,2007-11-01,87,74,87,74,161
PORCO,consulta externa,nuevas en menores de 5 anos,2007-11-01,156,172,156,172,328
POROMA,consulta externa,nuevas en menores de 5 anos,2007-11-01,482,493,482,493,975
PORONGO,consulta externa,nuevas en menores de 5 anos,2007-11-01,223,189,223,189,412
PORTACHUELO,consulta externa,nuevas en menores de 5 anos,2007-11-01,444,382,444,382,826
PORVENIR,consulta externa,nuevas en menores de 5 anos,2007-11-01,128,90,128,90,218
POSTRER VALLE,consulta externa,nuevas en menores de 5 anos,2007-11-01,30,41,30,41,71
POTOSI,consulta externa,nuevas en menores de 5 anos,2007-11-01,2948,2882,2948,2882,5830
PRESTO,consulta externa,nuevas en menores de 5 anos,2007-11-01,259,199,259,199,458
PUCARA,consulta externa,nuevas en menores de 5 anos,2007-11-01,31,27,31,27,58
PUCARANI,consulta externa,nuevas en menores de 5 anos,2007-11-01,229,200,229,200,429
PUERTO ACOSTA,consulta externa,nuevas en menores de 5 anos,2007-11-01,200,191,200,191,391
PUERTO CARABUCO,consulta externa,nuevas en menores de 5 anos,2007-11-01,154,130,154,130,284
PUERTO GONZALO MORENO,consulta externa,nuevas en menores de 5 anos,2007-11-01,168,181,168,181,349
PUERTO PEREZ,consulta externa,nuevas en menores de 5 anos,2007-11-01,38,27,38,27,65
PUERTO QUIJARRO,consulta externa,nuevas en menores de 5 anos,2007-11-01,267,275,267,275,542
PUERTO RICO,consulta externa,nuevas en menores de 5 anos,2007-11-01,245,226,245,226,471
PUERTO SILES,consulta externa,nuevas en menores de 5 anos,2007-11-01,21,37,21,37,58
PUERTO SUAREZ,consulta externa,nuevas en menores de 5 anos,2007-11-01,299,260,299,260,559
PUERTO VILLARROEL,consulta externa,nuevas en menores de 5 anos,2007-11-01,1302,1132,1302,1132,2434
PUNA,consulta externa,nuevas en menores de 5 anos,2007-11-01,836,655,836,655,1491
PUNATA,consulta externa,nuevas en menores de 5 anos,2007-11-01,355,382,355,382,737
QUIABAYA,consulta externa,nuevas en menores de 5 anos,2007-11-01,37,43,37,43,80
QUILLACOLLO,consulta externa,nuevas en menores de 5 anos,2007-11-01,805,721,805,721,1526
QUIME,consulta externa,nuevas en menores de 5 anos,2007-11-01,127,113,127,113,240
QUIRUSILLAS,consulta externa,nuevas en menores de 5 anos,2007-11-01,37,35,37,35,72
RAVELO,consulta externa,nuevas en menores de 5 anos,2007-11-01,441,360,441,360,801
REYES,consulta externa,nuevas en menores de 5 anos,2007-11-01,263,331,263,331,594
RIBERALTA,consulta externa,nuevas en menores de 5 anos,2007-11-01,2494,2206,2494,2206,4700
ROBORE,consulta externa,nuevas en menores de 5 anos,2007-11-01,340,315,340,315,655
RURRENABAQUE,consulta externa,nuevas en menores de 5 anos,2007-11-01,372,323,372,323,695
SABAYA,consulta externa,nuevas en menores de 5 anos,2007-11-01,72,53,72,53,125
SACABA,consulta externa,nuevas en menores de 5 anos,2007-11-01,1200,1092,1200,1092,2292
SACABAMBA,consulta externa,nuevas en menores de 5 anos,2007-11-01,55,34,55,34,89
SACACA,consulta externa,nuevas en menores de 5 anos,2007-11-01,456,381,456,381,837
SAIPINA,consulta externa,nuevas en menores de 5 anos,2007-11-01,170,158,170,158,328
SALINAS DE GARCI MENDOZA,consulta externa,nuevas en menores de 5 anos,2007-11-01,222,218,222,218,440
SAMAIPATA,consulta externa,nuevas en menores de 5 anos,2007-11-01,135,80,135,80,215
SAN AGUSTIN,consulta externa,nuevas en menores de 5 anos,2007-11-01,22,41,22,41,63
SAN ANDRES,consulta externa,nuevas en menores de 5 anos,2007-11-01,296,264,296,264,560
SAN ANDRES DE MACHACA,consulta externa,nuevas en menores de 5 anos,2007-11-01,96,58,96,58,154
SAN ANTONIO DE ESMORUCO,consulta externa,nuevas en menores de 5 anos,2007-11-01,33,47,33,47,80
SAN ANTONIO DE LOMERIO,consulta externa,nuevas en menores de 5 anos,2007-11-01,83,91,83,91,174
SAN BENITO,consulta externa,nuevas en menores de 5 anos,2007-11-01,126,125,126,125,251
SAN BORJA,consulta externa,nuevas en menores de 5 anos,2007-11-01,564,567,564,567,1131
SAN BUENA VENTURA,consulta externa,nuevas en menores de 5 anos,2007-11-01,257,267,257,267,524
SAN CARLOS,consulta externa,nuevas en menores de 5 anos,2007-11-01,375,332,375,332,707
SAN IGNACIO,consulta externa,nuevas en menores de 5 anos,2007-11-01,674,519,674,519,1193
SAN IGNACIO DE VELASCO,consulta externa,nuevas en menores de 5 anos,2007-11-01,1241,1137,1241,1137,2378
SAN JAVIER(BNI),consulta externa,nuevas en menores de 5 anos,2007-11-01,50,59,50,59,109
SAN JAVIER(STC),consulta externa,nuevas en menores de 5 anos,2007-11-01,152,148,152,148,300
SAN JOAQUIN,consulta externa,nuevas en menores de 5 anos,2007-11-01,125,137,125,137,262
SAN JOSE DE CHIQUITOS,consulta externa,nuevas en menores de 5 anos,2007-11-01,324,326,324,326,650
SAN JUAN DE YAPACANI,consulta externa,nuevas en menores de 5 anos,2007-11-01,351,321,351,321,672
SAN JULIAN,consulta externa,nuevas en menores de 5 anos,2007-11-01,841,1307,841,1307,2148
SAN LORENZO(PND),consulta externa,nuevas en menores de 5 anos,2007-11-01,209,205,209,205,414
SAN LORENZO(TJA),consulta externa,nuevas en menores de 5 anos,2007-11-01,381,398,381,398,779
SAN LUCAS,consulta externa,nuevas en menores de 5 anos,2007-11-01,1210,1225,1210,1225,2435
SAN MATIAS,consulta externa,nuevas en menores de 5 anos,2007-11-01,294,280,294,280,574
SAN MIGUEL DE VELASCO,consulta externa,nuevas en menores de 5 anos,2007-11-01,172,158,172,158,330
SAN PABLO DE LIPEZ,consulta externa,nuevas en menores de 5 anos,2007-11-01,95,88,95,88,183
SAN PEDRO,consulta externa,nuevas en menores de 5 anos,2007-11-01,563,582,563,582,1145
SAN PEDRO DE BUENA VISTA,consulta externa,nuevas en menores de 5 anos,2007-11-01,611,547,611,547,1158
SAN PEDRO DE CURAHUARA,consulta externa,nuevas en menores de 5 anos,2007-11-01,68,66,68,66,134
SAN PEDRO DE QUEMES,consulta externa,nuevas en menores de 5 anos,2007-11-01,15,14,15,14,29
SAN PEDRO DE TIQUINA,consulta externa,nuevas en menores de 5 anos,2007-11-01,24,29,24,29,53
SAN PEDRO(PND),consulta externa,nuevas en menores de 5 anos,2007-11-01,23,24,23,24,47
SAN RAFAEL,consulta externa,nuevas en menores de 5 anos,2007-11-01,123,92,123,92,215
SAN RAMON,consulta externa,nuevas en menores de 5 anos,2007-11-01,173,151,173,151,324
SAN RAMON,consulta externa,nuevas en menores de 5 anos,2007-11-01,158,165,158,165,323
SANTA ANA,consulta externa,nuevas en menores de 5 anos,2007-11-01,363,274,363,274,637
SANTA CRUZ DE LA SIERRA,consulta externa,nuevas en menores de 5 anos,2007-11-01,18238,17904,18238,17904,36142
SANTA ROSA,consulta externa,nuevas en menores de 5 anos,2007-11-01,146,149,146,149,295
SANTA ROSA DEL SARA,consulta externa,nuevas en menores de 5 anos,2007-11-01,545,561,545,561,1106
SANTIAGO DE CALLAPA,consulta externa,nuevas en menores de 5 anos,2007-11-01,29,46,29,46,75
SANTIAGO DE HUARI,consulta externa,nuevas en menores de 5 anos,2007-11-01,129,115,129,115,244
SANTIAGO DE MACHACA,consulta externa,nuevas en menores de 5 anos,2007-11-01,37,25,37,25,62
SANTIVAÑES,consulta externa,nuevas en menores de 5 anos,2007-11-01,78,69,78,69,147
SANTUARIO DE QUILLACAS,consulta externa,nuevas en menores de 5 anos,2007-11-01,43,30,43,30,73
SAPAHAQUI,consulta externa,nuevas en menores de 5 anos,2007-11-01,125,85,125,85,210
SENA,consulta externa,nuevas en menores de 5 anos,2007-11-01,44,59,44,59,103
SICA SICA (VILLA AROMA),consulta externa,nuevas en menores de 5 anos,2007-11-01,257,248,257,248,505
SICAYA,consulta externa,nuevas en menores de 5 anos,2007-11-01,43,34,43,34,77
SIPE SIPE,consulta externa,nuevas en menores de 5 anos,2007-11-01,372,286,372,286,658
SOPACHUY,consulta externa,nuevas en menores de 5 anos,2007-11-01,210,219,210,219,429
SORACACHI,consulta externa,nuevas en menores de 5 anos,2007-11-01,129,114,129,114,243
SORATA,consulta externa,nuevas en menores de 5 anos,2007-11-01,200,187,200,187,387
SUCRE,consulta externa,nuevas en menores de 5 anos,2007-11-01,6959,4936,6959,4936,11895
TACACHI,consulta externa,nuevas en menores de 5 anos,2007-11-01,7,5,7,5,12
TACACOMA,consulta externa,nuevas en menores de 5 anos,2007-11-01,83,101,83,101,184
TACOBAMBA,consulta externa,nuevas en menores de 5 anos,2007-11-01,107,100,107,100,207
TACOPAYA,consulta externa,nuevas en menores de 5 anos,2007-11-01,140,133,140,133,273
TAHUA,consulta externa,nuevas en menores de 5 anos,2007-11-01,26,22,26,22,48
TAPACARI,consulta externa,nuevas en menores de 5 anos,2007-11-01,577,552,577,552,1129
TARABUCO,consulta externa,nuevas en menores de 5 anos,2007-11-01,652,633,652,633,1285
TARACO,consulta externa,nuevas en menores de 5 anos,2007-11-01,35,27,35,27,62
TARATA,consulta externa,nuevas en menores de 5 anos,2007-11-01,94,108,94,108,202
TARIJA,consulta externa,nuevas en menores de 5 anos,2007-11-01,3746,3316,3746,3316,7062
TARVITA,consulta externa,nuevas en menores de 5 anos,2007-11-01,651,604,651,604,1255
TEOPONTE,consulta externa,nuevas en menores de 5 anos,2007-11-01,169,178,169,178,347
TIAWANACU,consulta externa,nuevas en menores de 5 anos,2007-11-01,139,107,139,107,246
TINGUIPAYA,consulta externa,nuevas en menores de 5 anos,2007-11-01,268,280,268,280,548
TIPUANI,consulta externa,nuevas en menores de 5 anos,2007-11-01,216,178,216,178,394
TIQUIPAYA,consulta externa,nuevas en menores de 5 anos,2007-11-01,756,643,756,643,1399
TIRAQUE (CBBA),consulta externa,nuevas en menores de 5 anos,2007-11-01,800,702,800,702,1502
TITO YUPANQUI (PARQUIPUJIO),consulta externa,nuevas en menores de 5 anos,2007-11-01,14,32,14,32,46
TOCO,consulta externa,nuevas en menores de 5 anos,2007-11-01,60,58,60,58,118
TODOS SANTOS,consulta externa,nuevas en menores de 5 anos,2007-11-01,24,9,24,9,33
TOLATA,consulta externa,nuevas en menores de 5 anos,2007-11-01,68,67,68,67,135
TOLEDO,consulta externa,nuevas en menores de 5 anos,2007-11-01,96,64,96,64,160
TOMAVE,consulta externa,nuevas en menores de 5 anos,2007-11-01,181,164,181,164,345
TOMINA,consulta externa,nuevas en menores de 5 anos,2007-11-01,304,350,304,350,654
TORO TORO,consulta externa,nuevas en menores de 5 anos,2007-11-01,421,256,421,256,677
TOTORA(CBBA),consulta externa,nuevas en menores de 5 anos,2007-11-01,168,157,168,157,325
TOTORA(ORR),consulta externa,nuevas en menores de 5 anos,2007-11-01,85,109,85,109,194
TRIGAL,consulta externa,nuevas en menores de 5 anos,2007-11-01,42,23,42,23,65
TRINIDAD,consulta externa,nuevas en menores de 5 anos,2007-11-01,2162,1656,2162,1656,3818
TUPIZA,consulta externa,nuevas en menores de 5 anos,2007-11-01,1150,1065,1150,1065,2215
TURCO,consulta externa,nuevas en menores de 5 anos,2007-11-01,114,108,114,108,222
UMALA,consulta externa,nuevas en menores de 5 anos,2007-11-01,50,47,50,47,97
UNCIA,consulta externa,nuevas en menores de 5 anos,2007-11-01,790,672,790,672,1462
URIONDO (A. CONCEPCION),consulta externa,nuevas en menores de 5 anos,2007-11-01,430,399,430,399,829
URUBICHA,consulta externa,nuevas en menores de 5 anos,2007-11-01,151,150,151,150,301
UYUNI,consulta externa,nuevas en menores de 5 anos,2007-11-01,317,337,317,337,654
VACAS,consulta externa,nuevas en menores de 5 anos,2007-11-01,141,116,141,116,257
VALLEGRANDE,consulta externa,nuevas en menores de 5 anos,2007-11-01,132,136,132,136,268
VIACHA,consulta externa,nuevas en menores de 5 anos,2007-11-01,513,498,513,498,1011
VILA VILA,consulta externa,nuevas en menores de 5 anos,2007-11-01,64,66,64,66,130
VILLA MONTES,consulta externa,nuevas en menores de 5 anos,2007-11-01,564,566,564,566,1130
VILLA NUEVA (LOMA ALTA),consulta externa,nuevas en menores de 5 anos,2007-11-01,79,62,79,62,141
VILLA RIVERO,consulta externa,nuevas en menores de 5 anos,2007-11-01,43,52,43,52,95
VILLA SERRANO,consulta externa,nuevas en menores de 5 anos,2007-11-01,496,466,496,466,962
VILLA TUNARI,consulta externa,nuevas en menores de 5 anos,2007-11-01,1714,1501,1714,1501,3215
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,nuevas en menores de 5 anos,2007-11-01,233,268,233,268,501
VILLAZON,consulta externa,nuevas en menores de 5 anos,2007-11-01,835,762,835,762,1597
VINTO,consulta externa,nuevas en menores de 5 anos,2007-11-01,274,262,274,262,536
VITICHI,consulta externa,nuevas en menores de 5 anos,2007-11-01,130,136,130,136,266
WALDO BALLIVIAN,consulta externa,nuevas en menores de 5 anos,2007-11-01,26,21,26,21,47
WARNES,consulta externa,nuevas en menores de 5 anos,2007-11-01,1067,1006,1067,1006,2073
YACO,consulta externa,nuevas en menores de 5 anos,2007-11-01,169,169,169,169,338
YACUIBA,consulta externa,nuevas en menores de 5 anos,2007-11-01,2089,1863,2089,1863,3952
YAMPARAEZ,consulta externa,nuevas en menores de 5 anos,2007-11-01,196,184,196,184,380
YANACACHI,consulta externa,nuevas en menores de 5 anos,2007-11-01,61,72,61,72,133
YAPACANI,consulta externa,nuevas en menores de 5 anos,2007-11-01,592,548,592,548,1140
YOCALLA,consulta externa,nuevas en menores de 5 anos,2007-11-01,116,81,116,81,197
YOTALA,consulta externa,nuevas en menores de 5 anos,2007-11-01,196,156,196,156,352
YUNCHARA,consulta externa,nuevas en menores de 5 anos,2007-11-01,150,156,150,156,306
ZUDAÑEZ,consulta externa,nuevas en menores de 5 anos,2007-11-01,274,280,274,280,554
ACACIO,consulta externa,nuevas en menores de 5 anos,2007-12-01,112,95,112,95,207
ACHACACHI,consulta externa,nuevas en menores de 5 anos,2007-12-01,268,235,268,235,503
ACHOCALLA,consulta externa,nuevas en menores de 5 anos,2007-12-01,91,104,91,104,195
AIQUILE,consulta externa,nuevas en menores de 5 anos,2007-12-01,271,282,271,282,553
ALALAY,consulta externa,nuevas en menores de 5 anos,2007-12-01,35,48,35,48,83
ALCALA,consulta externa,nuevas en menores de 5 anos,2007-12-01,139,167,139,167,306
ANCORAIMES,consulta externa,nuevas en menores de 5 anos,2007-12-01,126,123,126,123,249
ANDAMARCA,consulta externa,nuevas en menores de 5 anos,2007-12-01,67,48,67,48,115
ANTEQUERA,consulta externa,nuevas en menores de 5 anos,2007-12-01,34,46,34,46,80
ANZALDO,consulta externa,nuevas en menores de 5 anos,2007-12-01,65,57,65,57,122
APOLO,consulta externa,nuevas en menores de 5 anos,2007-12-01,341,341,341,341,682
ARAMPAMPA,consulta externa,nuevas en menores de 5 anos,2007-12-01,134,122,134,122,256
ARANI,consulta externa,nuevas en menores de 5 anos,2007-12-01,106,80,106,80,186
ARBIETO,consulta externa,nuevas en menores de 5 anos,2007-12-01,172,194,172,194,366
ARQUE,consulta externa,nuevas en menores de 5 anos,2007-12-01,146,118,146,118,264
ASCENCION DE GUARAYOS,consulta externa,nuevas en menores de 5 anos,2007-12-01,337,316,337,316,653
ATOCHA,consulta externa,nuevas en menores de 5 anos,2007-12-01,296,337,296,337,633
AUCAPATA,consulta externa,nuevas en menores de 5 anos,2007-12-01,84,77,84,77,161
AYATA,consulta externa,nuevas en menores de 5 anos,2007-12-01,125,114,125,114,239
AYO AYO,consulta externa,nuevas en menores de 5 anos,2007-12-01,69,59,69,59,128
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,nuevas en menores de 5 anos,2007-12-01,354,347,354,347,701
AZURDUY,consulta externa,nuevas en menores de 5 anos,2007-12-01,370,345,370,345,715
BATALLAS,consulta externa,nuevas en menores de 5 anos,2007-12-01,113,85,113,85,198
BAURES,consulta externa,nuevas en menores de 5 anos,2007-12-01,87,66,87,66,153
BELEN DE ANDAMARCA,consulta externa,nuevas en menores de 5 anos,2007-12-01,14,8,14,8,22
BELEN DE URMIRI,consulta externa,nuevas en menores de 5 anos,2007-12-01,37,23,37,23,60
BELLA FLOR,consulta externa,nuevas en menores de 5 anos,2007-12-01,36,20,36,20,56
BERMEJO,consulta externa,nuevas en menores de 5 anos,2007-12-01,830,850,830,850,1680
BETANZOS,consulta externa,nuevas en menores de 5 anos,2007-12-01,611,528,611,528,1139
BOLIVAR,consulta externa,nuevas en menores de 5 anos,2007-12-01,111,87,111,87,198
BOLPEBRA,consulta externa,nuevas en menores de 5 anos,2007-12-01,40,40,40,40,80
BOYUIBE,consulta externa,nuevas en menores de 5 anos,2007-12-01,57,60,57,60,117
BUENA VISTA,consulta externa,nuevas en menores de 5 anos,2007-12-01,332,289,332,289,621
CABEZAS,consulta externa,nuevas en menores de 5 anos,2007-12-01,597,481,597,481,1078
CAIROMA,consulta externa,nuevas en menores de 5 anos,2007-12-01,161,136,161,136,297
"CAIZA ""D""",consulta externa,nuevas en menores de 5 anos,2007-12-01,126,103,126,103,229
CAJUATA,consulta externa,nuevas en menores de 5 anos,2007-12-01,145,159,145,159,304
CALACOTO,consulta externa,nuevas en menores de 5 anos,2007-12-01,54,67,54,67,121
CALAMARCA,consulta externa,nuevas en menores de 5 anos,2007-12-01,160,156,160,156,316
CAMARGO,consulta externa,nuevas en menores de 5 anos,2007-12-01,241,316,241,316,557
CAMATAQUI (C. VILLA ABECIA),consulta externa,nuevas en menores de 5 anos,2007-12-01,73,74,73,74,147
CAMIRI,consulta externa,nuevas en menores de 5 anos,2007-12-01,748,652,748,652,1400
